,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,UTAH_ACTION,LA CLIPPERS_SCORE,UTAH_SCORE
0,1,11:49.0,L. Mbah a Moute misses 2-pt jump shot from 3 ft (block by G. Hayward),,0,0
1,1,11:49.0,Offensive rebound by L. Mbah a Moute,,0,0
2,1,11:44.0,J. Redick misses 2-pt jump shot from 17 ft,,0,0
3,1,11:43.0,,Defensive rebound by G. Hayward,0,0
4,1,11:29.0,,G. Hayward makes 2-pt jump shot from 18 ft,0,2
5,1,11:05.0,Turnover by D. Jordan (bad pass; steal by G. Hill),,0,2
6,1,11:00.0,Offensive charge foul by G. Hayward (drawn by B. Griffin),,0,2
7,1,11:00.0,,Turnover by G. Hayward (offensive foul),0,2
8,1,10:54.0,B. Griffin makes 2-pt layup from 1 ft,,2,2
9,1,10:40.0,,J. Ingles misses 3-pt jump shot from 26 ft,2,2
10,1,10:39.0,Defensive rebound by D. Jordan,,2,2
11,1,10:29.0,B. Griffin makes 3-pt jump shot from 24 ft (assist by C. Paul),,5,2
12,1,10:12.0,,Turnover by B. Diaw (bad pass),5,2
13,1,10:02.0,Shooting foul by D. Favors (drawn by D. Jordan),,5,2
14,1,10:02.0,D. Jordan misses free throw 1 of 2,,5,2
15,1,10:02.0,Offensive rebound by Team,,5,2
16,1,10:02.0,D. Jordan makes free throw 2 of 2,,6,2
17,1,9:52.0,,G. Hayward makes 2-pt dunk at rim (assist by B. Diaw),6,4
18,1,9:43.0,Personal foul by J. Ingles (drawn by C. Paul),,6,4
19,1,9:33.0,C. Paul makes 2-pt jump shot from 16 ft,,8,4
20,1,9:18.0,,G. Hill makes 2-pt jump shot from 7 ft,8,6
21,1,9:03.0,B. Griffin misses 2-pt hook shot from 2 ft,,8,6
22,1,9:03.0,,Defensive rebound by D. Favors,8,6
23,1,8:55.0,,Shooting foul by C. Paul (drawn by G. Hill),8,6
24,1,8:55.0,,G. Hill makes free throw 1 of 2,8,7
25,1,8:55.0,,G. Hill makes free throw 2 of 2,8,8
26,1,8:32.0,C. Paul misses 3-pt jump shot from 27 ft,,8,8
27,1,8:31.0,Offensive rebound by B. Griffin,,8,8
28,1,8:26.0,Personal foul by G. Hill (drawn by B. Griffin),,8,8
29,1,8:16.0,C. Paul misses 2-pt jump shot from 16 ft,,8,8
