,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ORLANDO_ACTION,CHARLOTTE_SCORE,ORLANDO_SCORE
58,1,4:08.0,Turnover by N. Batum (bad pass; steal by E. Fournier),,13,15
59,1,4:05.0,,Turnover by E. Fournier (lost ball; steal by M. Kidd-Gilchrist),13,15
60,1,4:03.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by N. Batum),,15,15
61,1,4:03.0,,Orlando full timeout,15,15
62,1,4:03.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,15,15
63,1,4:03.0,B. Weber enters the game for K. Walker,,15,15
64,1,4:03.0,,M. Hezonja enters the game for T. Ross,15,15
65,1,3:43.0,,Shooting foul by B. Weber (drawn by E. Fournier),15,15
66,1,3:43.0,,E. Fournier misses free throw 1 of 2,15,15
67,1,3:43.0,,Offensive rebound by Team,15,15
68,1,3:43.0,,E. Fournier makes free throw 2 of 2,15,16
69,1,3:22.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,15,16
70,1,3:20.0,,Defensive rebound by N. Vučević,15,16
71,1,3:11.0,,M. Hezonja makes 3-pt jump shot from 24 ft (assist by N. Vučević),15,19
72,1,2:55.0,C. Zeller misses 2-pt layup from 2 ft,,15,19
73,1,2:53.0,Offensive rebound by C. Zeller,,15,19
74,1,2:53.0,B. Weber misses 2-pt layup from 1 ft,,15,19
75,1,2:52.0,Offensive rebound by B. Weber,,15,19
76,1,2:50.0,C. Zeller makes 2-pt layup from 2 ft,,17,19
77,1,2:42.0,,E. Payton makes 2-pt layup from 2 ft,17,21
78,1,2:25.0,N. Batum misses 3-pt jump shot from 24 ft,,17,21
79,1,2:23.0,,Defensive rebound by E. Payton,17,21
80,1,2:21.0,,A. Gordon misses 3-pt jump shot from 26 ft,17,21
81,1,2:19.0,,Offensive rebound by E. Payton,17,21
82,1,2:16.0,,Turnover by E. Payton (bad pass; steal by B. Weber),17,21
83,1,2:16.0,Personal foul by E. Payton (drawn by B. Weber),,17,21
84,1,2:16.0,Charlotte full timeout,,17,21
85,1,2:16.0,J. Lamb enters the game for C. Zeller,,17,21
86,1,2:16.0,M. Williams enters the game for N. Batum,,17,21
87,1,2:16.0,,B. Biyombo enters the game for A. Gordon,17,21
88,1,2:16.0,,D. Augustin enters the game for N. Vučević,17,21
89,1,2:16.0,,J. Meeks enters the game for E. Payton,17,21
90,1,2:05.0,B. Weber makes 2-pt jump shot from 5 ft,,19,21
91,1,1:48.0,,D. Augustin makes 2-pt layup from 1 ft,19,23
92,1,1:48.0,,Shooting foul by B. Weber (drawn by D. Augustin),19,23
93,1,1:48.0,,D. Augustin makes free throw 1 of 1,19,24
94,1,1:29.0,J. Lamb misses 2-pt jump shot from 9 ft,,19,24
95,1,1:27.0,Offensive rebound by B. Weber,,19,24
96,1,1:16.0,M. Williams misses 2-pt layup from 2 ft,,19,24
97,1,1:14.0,Offensive rebound by J. Lamb,,19,24
98,1,1:13.0,J. Lamb makes 2-pt layup at rim,,21,24
99,1,0:56.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by E. Fournier),21,27
100,1,0:40.0,F. Kaminsky misses 2-pt hook shot from 3 ft,,21,27
101,1,0:35.0,,Defensive rebound by J. Meeks,21,27
102,1,0:25.0,,M. Hezonja misses 2-pt jump shot from 16 ft,21,27
103,1,0:23.0,Defensive rebound by J. Lamb,,21,27
104,1,0:02.0,J. Lamb misses 2-pt jump shot from 15 ft,,21,27
105,1,0:01.0,Offensive rebound by F. Kaminsky,,21,27
106,2,11:48.0,M. Belinelli makes 2-pt jump shot from 18 ft (assist by M. Williams),,23,27
107,2,11:30.0,,B. Biyombo misses 2-pt layup from 2 ft (block by J. Lamb),23,27
108,2,11:27.0,,Offensive rebound by C. Watson,23,27
109,2,11:23.0,,M. Hezonja misses 3-pt jump shot from 26 ft,23,27
110,2,11:23.0,Defensive rebound by Team,,23,27
111,2,11:23.0,,Loose ball foul by B. Biyombo (drawn by M. Williams),23,27
112,2,11:07.0,Shooting foul by J. Meeks (drawn by M. Belinelli),,23,27
113,2,11:07.0,M. Belinelli makes free throw 1 of 3,,24,27
114,2,11:07.0,M. Belinelli makes free throw 2 of 3,,25,27
115,2,11:07.0,M. Belinelli makes free throw 3 of 3,,26,27
116,2,10:57.0,,J. Meeks makes 3-pt jump shot from 25 ft (assist by D. Augustin),26,30
117,2,10:45.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by J. Lamb),,29,30
118,2,10:32.0,,J. Meeks misses 2-pt jump shot from 17 ft,29,30
119,2,10:30.0,Defensive rebound by F. Kaminsky,,29,30
120,2,10:21.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by M. Belinelli),,32,30
121,2,10:02.0,,D. Augustin misses 2-pt jump shot from 22 ft,32,30
122,2,10:01.0,,Offensive rebound by M. Hezonja,32,30
123,2,9:59.0,,M. Hezonja misses 2-pt layup from 1 ft,32,30
124,2,9:57.0,Defensive rebound by M. Belinelli,,32,30
125,2,9:52.0,Offensive foul by F. Kaminsky (drawn by J. Meeks),,32,30
126,2,9:52.0,Turnover by F. Kaminsky (offensive foul),,32,30
127,2,9:41.0,,Turnover by D. Augustin (bad pass; steal by M. Belinelli),32,30
128,2,9:34.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by B. Weber),,35,30
129,2,9:34.0,,Orlando full timeout,35,30
130,2,9:19.0,,M. Hezonja misses 2-pt jump shot from 23 ft,35,30
131,2,9:16.0,Defensive rebound by M. Williams,,35,30
132,2,9:05.0,M. Belinelli misses 2-pt jump shot from 21 ft,,35,30
133,2,9:04.0,,Defensive rebound by M. Hezonja,35,30
134,2,8:58.0,,M. Hezonja makes 2-pt jump shot from 3 ft,35,32
135,2,8:41.0,F. Kaminsky misses 2-pt jump shot from 19 ft,,35,32
136,2,8:40.0,,Defensive rebound by M. Hezonja,35,32
137,2,8:33.0,,M. Hezonja misses 2-pt jump shot from 20 ft,35,32
138,2,8:32.0,Defensive rebound by J. Lamb,,35,32
139,2,8:20.0,M. Belinelli makes 2-pt hook shot from 6 ft,,37,32
140,2,8:01.0,,Shooting foul by M. Belinelli (drawn by J. Meeks),37,32
141,2,8:01.0,,J. Meeks misses free throw 1 of 2,37,32
142,2,8:01.0,,Offensive rebound by Team,37,32
143,2,8:01.0,K. Walker enters the game for B. Weber,,37,32
144,2,8:01.0,,J. Meeks makes free throw 2 of 2,37,33
145,2,7:46.0,J. Lamb misses 2-pt jump shot from 17 ft,,37,33
146,2,7:42.0,,Defensive rebound by M. Hezonja,37,33
147,2,7:31.0,,C. Watson misses 3-pt jump shot from 25 ft,37,33
148,2,7:29.0,,Offensive rebound by B. Biyombo,37,33
149,2,7:27.0,,B. Biyombo makes 2-pt layup from 2 ft,37,35
150,2,7:11.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by K. Walker),,40,35
151,2,6:57.0,,D. Augustin misses 3-pt jump shot from 26 ft,40,35
152,2,6:56.0,Defensive rebound by M. Belinelli,,40,35
153,2,6:41.0,M. Belinelli misses 3-pt jump shot from 25 ft,,40,35
154,2,6:40.0,,Defensive rebound by M. Hezonja,40,35
155,2,6:19.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by D. Augustin),40,38
156,2,6:11.0,Charlotte full timeout,,40,38
157,2,6:11.0,,T. Ross enters the game for D. Augustin,40,38
158,2,6:11.0,,E. Payton enters the game for J. Meeks,40,38
159,2,6:11.0,M. Kidd-Gilchrist enters the game for M. Williams,,40,38
160,2,6:11.0,N. Batum enters the game for M. Belinelli,,40,38
161,2,6:11.0,C. Zeller enters the game for J. Lamb,,40,38
162,2,5:58.0,Turnover by F. Kaminsky (bad pass; steal by B. Biyombo),,40,38
163,2,5:36.0,,T. Ross makes 2-pt jump shot from 7 ft (assist by M. Hezonja),40,40
164,2,5:19.0,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by N. Batum),,42,40
165,2,5:08.0,,T. Ross makes 2-pt jump shot from 15 ft,42,42
166,2,4:56.0,Turnover by N. Batum (lost ball; steal by T. Ross),,42,42
167,2,4:47.0,,M. Hezonja misses 2-pt dunk at rim,42,42
168,2,4:45.0,,Offensive rebound by B. Biyombo,42,42
169,2,4:40.0,,M. Hezonja misses 3-pt jump shot from 25 ft,42,42
170,2,4:38.0,Defensive rebound by C. Zeller,,42,42
171,2,4:22.0,N. Batum makes 2-pt jump shot from 12 ft,,44,42
172,2,4:08.0,,C. Watson makes 2-pt jump shot from 19 ft (assist by B. Biyombo),44,44
173,2,3:53.0,K. Walker misses 2-pt jump shot from 18 ft,,44,44
174,2,3:50.0,,Defensive rebound by B. Biyombo,44,44
175,2,3:46.0,,Offensive foul by B. Biyombo (drawn by M. Kidd-Gilchrist),44,44
176,2,3:46.0,,Turnover by B. Biyombo (offensive foul),44,44
177,2,3:46.0,M. Williams enters the game for F. Kaminsky,,44,44
178,2,3:46.0,,A. Gordon enters the game for M. Hezonja,44,44
179,2,3:46.0,,E. Fournier enters the game for B. Biyombo,44,44
180,2,3:46.0,,N. Vučević enters the game for C. Watson,44,44
181,2,3:36.0,Personal foul by E. Payton (drawn by K. Walker),,44,44
182,2,3:29.0,K. Walker misses 3-pt jump shot from 25 ft,,44,44
183,2,3:28.0,Offensive rebound by M. Kidd-Gilchrist,,44,44
184,2,3:10.0,N. Batum misses 3-pt jump shot from 24 ft,,44,44
185,2,3:07.0,,Defensive rebound by N. Vučević,44,44
186,2,3:01.0,,E. Payton makes 2-pt jump shot from 11 ft,44,46
187,2,2:40.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft,,44,46
188,2,2:38.0,,Defensive rebound by A. Gordon,44,46
189,2,2:19.0,,E. Fournier misses 3-pt jump shot from 25 ft,44,46
190,2,2:18.0,Defensive rebound by M. Williams,,44,46
191,2,2:07.0,N. Batum misses 3-pt jump shot from 25 ft,,44,46
192,2,2:04.0,,Defensive rebound by E. Payton,44,46
193,2,1:55.0,,E. Fournier makes 2-pt hook shot from 7 ft (assist by A. Gordon),44,48
194,2,1:55.0,,Shooting foul by C. Zeller (drawn by E. Fournier),44,48
195,2,1:55.0,Official timeout,,44,48
196,2,1:55.0,F. Kaminsky enters the game for C. Zeller,,44,48
197,2,1:55.0,M. Belinelli enters the game for N. Batum,,44,48
198,2,1:55.0,,E. Fournier makes free throw 1 of 1,44,49
199,2,1:38.0,M. Williams misses 2-pt jump shot from 10 ft,,44,49
200,2,1:37.0,,Defensive rebound by N. Vučević,44,49
201,2,1:24.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),44,52
202,2,1:09.0,K. Walker misses 2-pt layup from 3 ft,,44,52
203,2,1:06.0,Offensive rebound by F. Kaminsky,,44,52
204,2,1:06.0,F. Kaminsky makes 2-pt layup from 1 ft,,46,52
205,2,1:00.0,,E. Payton makes 2-pt jump shot from 4 ft,46,54
206,2,0:42.0,M. Williams misses 3-pt jump shot from 24 ft,,46,54
207,2,0:40.0,,Defensive rebound by E. Fournier,46,54
208,2,0:27.0,,T. Ross misses 3-pt jump shot from 23 ft,46,54
209,2,0:26.0,Defensive rebound by M. Williams,,46,54
210,2,0:05.0,K. Walker makes 2-pt layup from 2 ft,,48,54
211,2,0:00.0,,E. Payton misses 2-pt jump shot from 14 ft,48,54
212,2,0:00.0,,Offensive rebound by Team,48,54
213,3,11:46.0,C. Zeller misses 2-pt jump shot from 4 ft (block by N. Vučević),,48,54
214,3,11:44.0,,Defensive rebound by Team,48,54
215,3,11:29.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by E. Payton),48,56
216,3,11:10.0,Turnover by N. Batum (bad pass),,48,56
217,3,10:47.0,,E. Payton makes 2-pt layup from 2 ft,48,58
218,3,10:32.0,C. Zeller makes 2-pt jump shot from 6 ft (assist by M. Williams),,50,58
219,3,10:32.0,Shooting foul by E. Fournier (drawn by C. Zeller),,50,58
220,3,10:32.0,C. Zeller makes free throw 1 of 1,,51,58
221,3,10:23.0,,Turnover by T. Ross (lost ball),51,58
222,3,10:10.0,N. Batum makes 2-pt hook shot from 7 ft (assist by K. Walker),,53,58
223,3,10:01.0,,E. Fournier misses 3-pt jump shot from 26 ft,53,58
224,3,9:59.0,Defensive rebound by M. Williams,,53,58
225,3,9:53.0,K. Walker misses 3-pt jump shot from 27 ft,,53,58
226,3,9:52.0,,Defensive rebound by N. Vučević,53,58
227,3,9:42.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by N. Vučević),53,61
228,3,9:29.0,Offensive foul by C. Zeller (drawn by T. Ross),,53,61
229,3,9:29.0,Turnover by C. Zeller (offensive foul),,53,61
230,3,9:18.0,Offensive charge foul by E. Fournier (drawn by K. Walker),,53,61
231,3,9:18.0,,Turnover by E. Fournier (offensive foul),53,61
232,3,9:03.0,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),,55,61
233,3,8:49.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by N. Vučević),55,64
234,3,8:36.0,K. Walker makes 2-pt jump shot from 19 ft,,57,64
235,3,8:18.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by N. Vučević),57,67
236,3,8:02.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,60,67
237,3,7:45.0,,N. Vučević misses 2-pt jump shot from 20 ft,60,67
238,3,7:44.0,,Offensive rebound by E. Fournier,60,67
239,3,7:35.0,,T. Ross misses 3-pt jump shot from 25 ft,60,67
240,3,7:34.0,,Offensive rebound by N. Vučević,60,67
241,3,7:32.0,,N. Vučević makes 2-pt layup from 2 ft,60,69
242,3,7:32.0,Charlotte full timeout,,60,69
243,3,7:21.0,Personal foul by E. Payton (drawn by C. Zeller),,60,69
244,3,7:10.0,N. Batum makes 2-pt layup from 1 ft,,62,69
245,3,6:51.0,,Turnover by A. Gordon (bad pass),62,69
246,3,6:37.0,K. Walker misses 3-pt jump shot from 26 ft,,62,69
247,3,6:36.0,Offensive rebound by C. Zeller,,62,69
248,3,6:34.0,C. Zeller makes 2-pt dunk at rim,,64,69
249,3,6:15.0,,E. Fournier misses 3-pt jump shot from 24 ft,64,69
250,3,6:14.0,Defensive rebound by M. Williams,,64,69
251,3,6:05.0,N. Batum misses 2-pt jump shot from 19 ft,,64,69
252,3,6:03.0,,Defensive rebound by A. Gordon,64,69
253,3,5:53.0,,T. Ross makes 2-pt jump shot from 17 ft (assist by E. Fournier),64,71
254,3,5:38.0,C. Zeller misses 2-pt jump shot from 7 ft (block by N. Vučević),,64,71
255,3,5:38.0,Offensive rebound by Team,,64,71
256,3,5:38.0,F. Kaminsky enters the game for M. Williams,,64,71
257,3,5:30.0,N. Batum misses 3-pt jump shot from 24 ft,,64,71
258,3,5:29.0,Offensive rebound by M. Kidd-Gilchrist,,64,71
259,3,5:14.0,K. Walker makes 2-pt jump shot from 15 ft,,66,71
260,3,5:02.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,66,71
261,3,5:02.0,,Turnover by E. Payton (lost ball; steal by C. Zeller),66,71
262,3,4:48.0,K. Walker makes 2-pt jump shot from 17 ft,,68,71
263,3,4:48.0,,Orlando full timeout,68,71
264,3,4:48.0,,M. Hezonja enters the game for E. Fournier,68,71
265,3,4:35.0,,N. Vučević makes 2-pt hook shot from 9 ft,68,73
266,3,4:15.0,K. Walker misses 2-pt jump shot from 16 ft,,68,73
267,3,4:15.0,Offensive rebound by Team,,68,73
268,3,4:03.0,N. Batum misses 2-pt jump shot from 12 ft,,68,73
269,3,4:02.0,,Defensive rebound by N. Vučević,68,73
270,3,3:53.0,,A. Gordon misses 3-pt jump shot from 25 ft,68,73
271,3,3:51.0,Defensive rebound by M. Belinelli,,68,73
272,3,3:40.0,K. Walker makes 2-pt layup from 2 ft,,70,73
273,3,3:25.0,,Turnover by E. Payton (bad pass; steal by C. Zeller),70,73
274,3,3:10.0,M. Belinelli misses 2-pt layup from 3 ft,,70,73
275,3,3:08.0,,Defensive rebound by A. Gordon,70,73
276,3,2:58.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),70,75
277,3,2:38.0,Turnover by K. Walker (bad pass; steal by N. Vučević),,70,75
278,3,2:32.0,,A. Gordon misses 2-pt layup from 2 ft,70,75
279,3,2:31.0,,Offensive rebound by N. Vučević,70,75
280,3,2:31.0,,Shooting foul by F. Kaminsky (drawn by N. Vučević),70,75
281,3,2:31.0,,N. Vučević makes free throw 1 of 2,70,76
282,3,2:31.0,B. Weber enters the game for K. Walker,,70,76
283,3,2:31.0,M. Williams enters the game for C. Zeller,,70,76
284,3,2:31.0,,C. Watson enters the game for A. Gordon,70,76
285,3,2:31.0,,J. Meeks enters the game for T. Ross,70,76
286,3,2:31.0,,N. Vučević makes free throw 2 of 2,70,77
287,3,2:21.0,N. Batum makes 2-pt layup from 2 ft (assist by F. Kaminsky),,72,77
288,3,1:57.0,,N. Vučević misses 2-pt jump shot from 13 ft,72,77
289,3,1:56.0,Defensive rebound by M. Williams,,72,77
290,3,1:49.0,J. Lamb enters the game for N. Batum,,72,77
291,3,1:39.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,72,77
292,3,1:38.0,,Defensive rebound by M. Hezonja,72,77
293,3,1:32.0,,Personal foul by F. Kaminsky (drawn by N. Vučević),72,77
294,3,1:32.0,,D. Augustin enters the game for E. Payton,72,77
295,3,1:32.0,,B. Biyombo enters the game for N. Vučević,72,77
296,3,1:22.0,,C. Watson makes 2-pt layup from 2 ft (assist by B. Biyombo),72,79
297,3,1:02.0,J. Lamb makes 2-pt layup from 1 ft,,74,79
298,3,0:46.0,,C. Watson misses 3-pt jump shot from 25 ft,74,79
299,3,0:45.0,Defensive rebound by M. Williams,,74,79
300,3,0:37.0,Shooting foul by C. Watson (drawn by M. Belinelli),,74,79
301,3,0:37.0,M. Belinelli makes free throw 1 of 3,,75,79
302,3,0:37.0,M. Belinelli makes free throw 2 of 3,,76,79
303,3,0:37.0,M. Belinelli makes free throw 3 of 3,,77,79
304,3,0:33.0,Violation by B. Weber (kicked ball),,77,79
305,3,0:31.0,,J. Meeks makes 3-pt jump shot from 27 ft (assist by C. Watson),77,82
306,3,0:07.0,M. Belinelli misses 3-pt jump shot from 26 ft,,77,82
307,3,0:05.0,Offensive rebound by M. Williams,,77,82
308,3,0:00.0,F. Kaminsky misses 2-pt jump shot from 11 ft,,77,82
309,3,0:00.0,Offensive rebound by Team,,77,82
310,4,11:46.0,,Personal foul by M. Williams (drawn by M. Hezonja),77,82
311,4,11:38.0,,Offensive foul by B. Biyombo (drawn by M. Williams),77,82
312,4,11:38.0,,Turnover by B. Biyombo (offensive foul),77,82
313,4,11:13.0,M. Williams makes 2-pt jump shot from 17 ft,,79,82
314,4,10:50.0,,J. Meeks misses 3-pt jump shot from 24 ft,79,82
315,4,10:49.0,Defensive rebound by J. Lamb,,79,82
316,4,10:40.0,J. Lamb misses 3-pt jump shot from 26 ft,,79,82
317,4,10:39.0,,Defensive rebound by B. Biyombo,79,82
318,4,10:26.0,,M. Hezonja misses 2-pt jump shot from 19 ft,79,82
319,4,10:24.0,Defensive rebound by F. Kaminsky,,79,82
320,4,10:15.0,B. Weber makes 2-pt layup from 2 ft (assist by J. Lamb),,81,82
321,4,9:53.0,,D. Augustin makes 3-pt jump shot from 25 ft,81,85
322,4,9:35.0,J. Lamb misses 2-pt jump shot from 17 ft,,81,85
323,4,9:34.0,,Defensive rebound by D. Augustin,81,85
324,4,9:20.0,,B. Biyombo makes 2-pt dunk at rim (assist by M. Hezonja),81,87
325,4,9:01.0,Shooting foul by C. Watson (drawn by M. Belinelli),,81,87
326,4,9:01.0,M. Belinelli misses free throw 1 of 2,,81,87
327,4,9:01.0,Offensive rebound by Team,,81,87
328,4,9:01.0,M. Belinelli makes free throw 2 of 2,,82,87
329,4,8:47.0,,D. Augustin misses 3-pt jump shot from 25 ft,82,87
330,4,8:46.0,Defensive rebound by J. Lamb,,82,87
331,4,8:29.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by J. Lamb),,84,87
332,4,8:09.0,,J. Meeks misses 2-pt layup from 2 ft,84,87
333,4,8:07.0,Defensive rebound by J. Lamb,,84,87
334,4,7:51.0,J. Lamb misses 2-pt jump shot from 14 ft,,84,87
335,4,7:48.0,,Defensive rebound by J. Meeks,84,87
336,4,7:39.0,,C. Watson misses 3-pt jump shot from 24 ft,84,87
337,4,7:38.0,Defensive rebound by J. Lamb,,84,87
338,4,7:26.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by B. Weber),,87,87
339,4,7:26.0,,Orlando full timeout,87,87
340,4,7:26.0,N. Batum enters the game for M. Belinelli,,87,87
341,4,7:26.0,K. Walker enters the game for B. Weber,,87,87
342,4,7:26.0,,E. Fournier enters the game for D. Augustin,87,87
343,4,7:26.0,,E. Payton enters the game for J. Meeks,87,87
344,4,7:26.0,,T. Ross enters the game for C. Watson,87,87
345,4,7:09.0,,M. Hezonja misses 3-pt jump shot from 26 ft,87,87
346,4,7:08.0,Defensive rebound by J. Lamb,,87,87
347,4,6:44.0,K. Walker misses 3-pt jump shot from 28 ft,,87,87
348,4,6:43.0,,Defensive rebound by M. Hezonja,87,87
349,4,6:35.0,,E. Payton misses 2-pt jump shot from 10 ft,87,87
350,4,6:33.0,,Offensive rebound by B. Biyombo,87,87
351,4,6:33.0,,B. Biyombo misses 2-pt layup from 2 ft,87,87
352,4,6:31.0,,Offensive rebound by E. Payton,87,87
353,4,6:30.0,,E. Payton makes 2-pt layup from 2 ft,87,89
354,4,6:11.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by N. Batum),,90,89
355,4,5:59.0,,Shooting foul by K. Walker (drawn by E. Payton),90,89
356,4,5:59.0,Official timeout,,90,89
357,4,5:59.0,,E. Payton makes free throw 1 of 2,90,90
358,4,5:59.0,M. Kidd-Gilchrist enters the game for M. Williams,,90,89
359,4,5:59.0,C. Zeller enters the game for J. Lamb,,90,89
360,4,5:59.0,,A. Gordon enters the game for M. Hezonja,90,89
361,4,5:59.0,,N. Vučević enters the game for B. Biyombo,90,89
362,4,5:59.0,,E. Payton makes free throw 2 of 2,90,91
363,4,5:51.0,C. Zeller makes 2-pt layup from 2 ft (assist by K. Walker),,92,91
364,4,5:24.0,,N. Vučević misses 3-pt jump shot from 24 ft,92,91
365,4,5:22.0,Defensive rebound by M. Kidd-Gilchrist,,92,91
366,4,5:15.0,N. Batum misses 2-pt jump shot from 21 ft,,92,91
367,4,5:15.0,Offensive rebound by Team,,92,91
368,4,5:15.0,,Loose ball foul by E. Fournier (drawn by M. Kidd-Gilchrist),92,91
369,4,5:05.0,Shooting foul by A. Gordon (drawn by F. Kaminsky),,92,91
370,4,5:05.0,F. Kaminsky makes free throw 1 of 2,,93,91
371,4,5:05.0,F. Kaminsky makes free throw 2 of 2,,94,91
372,4,4:56.0,,T. Ross misses 3-pt jump shot from 25 ft,94,91
373,4,4:55.0,Defensive rebound by M. Kidd-Gilchrist,,94,91
374,4,4:38.0,F. Kaminsky makes 3-pt jump shot from 28 ft (assist by K. Walker),,97,91
375,4,4:24.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),97,94
376,4,4:06.0,Turnover by N. Batum (bad pass),,97,94
377,4,3:56.0,,N. Vučević misses 2-pt jump shot from 21 ft,97,94
