,QUARTER,TIME_REMAINING,DENVER_ACTION,MIAMI_ACTION,DENVER_SCORE,MIAMI_SCORE
382,4,6:01.0,Turnover by G. Harris (lost ball; steal by J. Richardson),,103,102
383,4,5:56.0,,Personal foul by K. Faried (drawn by O. White),103,102
384,4,5:56.0,Official timeout,,103,102
385,4,5:56.0,W. Chandler enters the game for K. Faried,,103,102
386,4,5:45.0,,Turnover by J. Richardson (bad pass; steal by G. Harris),103,102
387,4,5:34.0,D. Gallinari misses 3-pt jump shot from 25 ft,,103,102
388,4,5:33.0,,Defensive rebound by O. White,103,102
389,4,5:18.0,,O. White misses 3-pt jump shot from 24 ft,103,102
390,4,5:17.0,Defensive rebound by E. Mudiay,,103,102
391,4,5:09.0,E. Mudiay misses 2-pt jump shot from 12 ft,,103,102
392,4,5:08.0,,Defensive rebound by J. Richardson,103,102
393,4,4:45.0,,G. Dragić misses 2-pt jump shot from 24 ft,103,102
394,4,4:44.0,Defensive rebound by E. Mudiay,,103,102
395,4,4:40.0,G. Harris makes 2-pt layup from 2 ft (assist by E. Mudiay),,105,102
396,4,4:24.0,,J. Richardson misses 2-pt jump shot from 9 ft,105,102
397,4,4:23.0,Defensive rebound by N. Jokić,,105,102
398,4,4:08.0,Personal block foul by G. Dragić (drawn by E. Mudiay),,105,102
399,4,4:08.0,,T. Johnson enters the game for R. McGruder,105,102
400,4,4:08.0,,J. Johnson enters the game for O. White,105,102
401,4,3:56.0,G. Harris misses 3-pt jump shot from 27 ft,,105,102
402,4,3:55.0,,Defensive rebound by H. Whiteside,105,102
403,4,3:45.0,,Shooting block foul by N. Jokić (drawn by G. Dragić),105,102
404,4,3:45.0,,G. Dragić makes free throw 1 of 2,105,103
405,4,3:45.0,,G. Dragić makes free throw 2 of 2,105,104
406,4,3:25.0,D. Gallinari makes 2-pt jump shot from 18 ft,,107,104
407,4,3:24.0,,Miami full timeout,107,104
408,4,3:07.0,,T. Johnson misses 2-pt layup from 1 ft (block by W. Chandler),107,104
409,4,3:06.0,Defensive rebound by W. Chandler,,107,104
410,4,2:49.0,W. Chandler misses 3-pt jump shot from 25 ft,,107,104
411,4,2:48.0,,Defensive rebound by H. Whiteside,107,104
412,4,2:28.0,,J. Johnson misses 2-pt jump shot from 8 ft,107,104
413,4,2:27.0,Defensive rebound by N. Jokić,,107,104
414,4,2:11.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by N. Jokić),,110,104
415,4,1:56.0,,Offensive foul by H. Whiteside (drawn by N. Jokić),110,104
416,4,1:56.0,,Turnover by H. Whiteside (offensive foul),110,104
417,4,1:38.0,N. Jokić misses 2-pt jump shot from 14 ft,,110,104
418,4,1:37.0,,Defensive rebound by T. Johnson,110,104
419,4,1:31.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by G. Dragić),110,107
420,4,1:17.0,E. Mudiay makes 2-pt jump shot from 6 ft,,112,107
421,4,1:17.0,,Miami full timeout,112,107
422,4,1:08.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by G. Dragić),112,110
423,4,0:55.0,N. Jokić makes 2-pt jump shot from 20 ft (assist by E. Mudiay),,114,110
424,4,0:42.0,,T. Johnson misses 2-pt jump shot from 11 ft (block by E. Mudiay),114,110
425,4,0:41.0,Defensive rebound by G. Harris,,114,110
426,4,0:18.0,G. Harris misses 3-pt jump shot from 48 ft,,114,110
427,4,0:17.0,,Defensive rebound by Team,114,110
428,4,0:17.0,,Miami full timeout,114,110
429,4,0:17.0,M. Plumlee enters the game for N. Jokić,,114,110
430,4,0:17.0,,Miami full timeout,114,110
431,4,0:11.0,,T. Johnson makes 3-pt jump shot from 26 ft (assist by J. Richardson),114,113
432,4,0:11.0,Denver full timeout,,114,113
433,4,0:11.0,N. Jokić enters the game for W. Chandler,,114,113
434,4,0:11.0,J. Murray enters the game for M. Plumlee,,114,113
435,4,0:10.0,Personal foul by T. Johnson (drawn by D. Gallinari),,114,113
436,4,0:10.0,Denver full timeout,,114,113
437,4,0:10.0,Denver full timeout,,114,113
438,4,0:10.0,Personal foul by G. Dragić (drawn by J. Murray),,114,113
439,4,0:10.0,J. Murray makes free throw 1 of 2,,115,113
440,4,0:10.0,K. Faried enters the game for N. Jokić,,115,113
441,4,0:10.0,J. Murray makes free throw 2 of 2,,116,113
442,4,0:02.0,,J. Richardson misses 3-pt jump shot from 24 ft,116,113
443,4,0:00.0,,Offensive rebound by Team,116,113
