,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHARLOTTE_ACTION,WASHINGTON_SCORE,CHARLOTTE_SCORE
0,1,11:36.0,M. Gortat misses 2-pt hook shot from 7 ft,,0,0
1,1,11:35.0,,Defensive rebound by N. Batum,0,0
2,1,11:24.0,,C. Zeller makes 2-pt jump shot from 21 ft (assist by M. Kidd-Gilchrist),0,2
3,1,11:11.0,M. Morris misses 2-pt jump shot from 21 ft,,0,2
4,1,11:11.0,Offensive rebound by Team,,0,2
5,1,11:02.0,J. Wall makes 2-pt jump shot from 16 ft,,2,2
6,1,10:47.0,,K. Walker makes 2-pt layup from 1 ft (assist by M. Williams),2,4
7,1,10:35.0,B. Beal misses 3-pt jump shot from 25 ft,,2,4
8,1,10:34.0,,Defensive rebound by N. Batum,2,4
9,1,10:31.0,,Shooting foul by M. Gortat (drawn by M. Kidd-Gilchrist),2,4
10,1,10:31.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by C. Zeller),2,6
11,1,10:31.0,,M. Kidd-Gilchrist misses free throw 1 of 1,2,6
12,1,10:29.0,Defensive rebound by M. Gortat,,2,6
13,1,10:15.0,O. Porter makes 3-pt jump shot from 24 ft (assist by M. Gortat),,5,6
14,1,9:59.0,,C. Zeller misses 2-pt jump shot from 18 ft,5,6
15,1,9:58.0,Defensive rebound by O. Porter,,5,6
16,1,9:50.0,J. Wall makes 2-pt jump shot from 18 ft,,7,6
17,1,9:38.0,,K. Walker misses 3-pt jump shot from 25 ft,7,6
18,1,9:37.0,Defensive rebound by M. Morris,,7,6
19,1,9:20.0,M. Morris makes 2-pt jump shot from 12 ft,,9,6
20,1,9:01.0,,M. Williams misses 3-pt jump shot from 28 ft,9,6
21,1,9:00.0,Defensive rebound by M. Morris,,9,6
22,1,8:49.0,O. Porter misses 3-pt jump shot from 25 ft,,9,6
23,1,8:48.0,,Defensive rebound by M. Kidd-Gilchrist,9,6
24,1,8:37.0,,Turnover by N. Batum (lost ball; steal by B. Beal),9,6
25,1,8:26.0,O. Porter misses 3-pt jump shot from 24 ft,,9,6
26,1,8:25.0,,Defensive rebound by M. Kidd-Gilchrist,9,6
27,1,8:15.0,,Shooting foul by B. Beal (drawn by K. Walker),9,6
28,1,8:15.0,,K. Walker makes free throw 1 of 2,9,7
29,1,8:15.0,,K. Walker makes free throw 2 of 2,9,8
30,1,8:01.0,B. Beal misses 2-pt layup from 2 ft,,9,8
31,1,8:00.0,Offensive rebound by O. Porter,,9,8
32,1,7:56.0,O. Porter makes 2-pt jump shot from 6 ft,,11,8
33,1,7:45.0,,Personal foul by B. Beal (drawn by N. Batum),11,8
34,1,7:45.0,S. Mac enters the game for B. Beal,,11,8
35,1,7:35.0,,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by N. Batum),11,10
36,1,7:22.0,O. Porter makes 2-pt jump shot from 19 ft (assist by J. Wall),,13,10
37,1,7:05.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft,13,10
38,1,7:03.0,Defensive rebound by O. Porter,,13,10
39,1,6:57.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,15,10
40,1,6:57.0,,Charlotte full timeout,15,10
41,1,6:42.0,,N. Batum makes 2-pt jump shot from 8 ft,15,12
42,1,6:27.0,O. Porter makes 2-pt layup at rim (assist by J. Wall),,17,12
43,1,6:27.0,,Violation by N. Batum (def goaltending),17,12
44,1,6:15.0,,K. Walker misses 2-pt jump shot from 19 ft,17,12
45,1,6:13.0,,Offensive rebound by C. Zeller,17,12
46,1,6:01.0,,K. Walker misses 2-pt layup from 1 ft,17,12
47,1,6:00.0,,Offensive rebound by C. Zeller,17,12
48,1,6:00.0,,C. Zeller misses 2-pt layup from 1 ft,17,12
49,1,5:58.0,Defensive rebound by J. Wall,,17,12
50,1,5:46.0,M. Morris misses 3-pt jump shot from 25 ft,,17,12
51,1,5:45.0,,Defensive rebound by K. Walker,17,12
52,1,5:34.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,17,12
53,1,5:33.0,Defensive rebound by M. Gortat,,17,12
54,1,5:23.0,O. Porter misses 3-pt jump shot from 23 ft,,17,12
55,1,5:22.0,,Defensive rebound by N. Batum,17,12
56,1,5:16.0,,M. Williams misses 3-pt jump shot from 22 ft,17,12
57,1,5:14.0,,Offensive rebound by C. Zeller,17,12
58,1,5:05.0,,N. Batum misses 2-pt layup from 2 ft,17,12
59,1,5:04.0,,Offensive rebound by M. Williams,17,12
60,1,4:56.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,17,12
61,1,4:55.0,Defensive rebound by M. Morris,,17,12
62,1,4:51.0,O. Porter misses 2-pt layup from 1 ft,,17,12
63,1,4:50.0,,Defensive rebound by M. Williams,17,12
64,1,4:42.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by M. Williams),17,14
65,1,4:27.0,S. Mac misses 3-pt jump shot from 23 ft,,17,14
66,1,4:26.0,,Defensive rebound by C. Zeller,17,14
67,1,4:17.0,,Turnover by N. Batum (bad pass; steal by M. Gortat),17,14
68,1,4:12.0,S. Mac misses 2-pt layup from 1 ft (block by M. Williams),,17,14
69,1,4:10.0,,Defensive rebound by C. Zeller,17,14
70,1,4:08.0,Offensive charge foul by M. Kidd-Gilchrist (drawn by M. Gortat),,17,14
71,1,4:08.0,,Turnover by M. Kidd-Gilchrist (offensive foul),17,14
72,1,4:08.0,Washington full timeout,,17,14
73,1,4:08.0,K. Oubre enters the game for M. Morris,,17,14
74,1,4:08.0,,M. Belinelli enters the game for M. Williams,17,14
75,1,4:08.0,,F. Kaminsky enters the game for N. Batum,17,14
76,1,3:56.0,J. Wall makes 2-pt jump shot from 19 ft,,19,14
77,1,3:44.0,,K. Walker misses 3-pt jump shot from 26 ft,19,14
78,1,3:42.0,Defensive rebound by O. Porter,,19,14
79,1,3:27.0,J. Wall makes 2-pt jump shot from 15 ft,,21,14
80,1,3:11.0,,M. Belinelli misses 3-pt jump shot from 25 ft,21,14
81,1,3:10.0,Defensive rebound by O. Porter,,21,14
82,1,2:58.0,Turnover by J. Wall (bad pass; steal by C. Zeller),,21,14
83,1,2:52.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),21,16
84,1,2:24.0,J. Wall makes 2-pt jump shot from 18 ft,,23,16
85,1,2:02.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Belinelli),23,19
86,1,1:46.0,M. Gortat makes 2-pt jump shot from 8 ft (assist by S. Mac),,25,19
87,1,1:34.0,,Shooting foul by S. Mac (drawn by C. Zeller),25,19
88,1,1:34.0,,C. Zeller makes free throw 1 of 2,25,20
89,1,1:34.0,J. Smith enters the game for M. Gortat,,25,20
90,1,1:34.0,,R. Sessions enters the game for K. Walker,25,20
91,1,1:34.0,,C. Zeller makes free throw 2 of 2,25,21
92,1,1:21.0,J. Wall misses 2-pt jump shot from 17 ft,,25,21
93,1,1:20.0,,Defensive rebound by M. Kidd-Gilchrist,25,21
94,1,1:13.0,,Shooting foul by S. Mac (drawn by M. Belinelli),25,21
95,1,1:13.0,,M. Belinelli misses free throw 1 of 2,25,21
96,1,1:13.0,,Offensive rebound by Team,25,21
97,1,1:13.0,,R. Hibbert enters the game for C. Zeller,25,21
98,1,1:13.0,,M. Belinelli makes free throw 2 of 2,25,22
99,1,1:03.0,Turnover by J. Wall (bad pass),,25,22
100,1,0:47.0,,Turnover by R. Sessions (bad pass; steal by J. Wall),25,22
101,1,0:43.0,J. Wall makes 2-pt layup from 3 ft,,27,22
102,1,0:43.0,Shooting foul by R. Hibbert (drawn by J. Wall),,27,22
103,1,0:43.0,J. Wall makes free throw 1 of 1,,28,22
104,1,0:31.0,,R. Sessions misses 2-pt layup from 2 ft,28,22
105,1,0:29.0,Defensive rebound by J. Smith,,28,22
106,1,0:28.0,Turnover by J. Smith (bad pass; steal by M. Belinelli),,28,22
107,1,0:04.0,,F. Kaminsky misses 2-pt jump shot from 13 ft,28,22
108,1,0:03.0,Defensive rebound by O. Porter,,28,22
109,1,0:01.0,K. Oubre makes 2-pt dunk at rim (assist by O. Porter),,30,22
110,2,11:44.0,,N. Batum misses 3-pt jump shot from 23 ft,30,22
111,2,11:42.0,Defensive rebound by S. Mac,,30,22
112,2,11:25.0,J. Smith misses 2-pt jump shot from 19 ft,,30,22
113,2,11:24.0,,Defensive rebound by R. Sessions,30,22
114,2,11:17.0,,Personal foul by T. Burke (drawn by R. Sessions),30,22
115,2,10:59.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,30,22
116,2,10:57.0,Defensive rebound by S. Mac,,30,22
117,2,10:51.0,Turnover by J. Smith (bad pass),,30,22
118,2,10:39.0,,Personal foul by J. Smith (drawn by N. Batum),30,22
119,2,10:31.0,,R. Sessions misses 2-pt layup from 1 ft,30,22
120,2,10:30.0,Defensive rebound by M. Morris,,30,22
121,2,10:16.0,M. Morris misses 2-pt jump shot from 18 ft,,30,22
122,2,10:14.0,,Defensive rebound by M. Belinelli,30,22
123,2,10:02.0,,R. Sessions makes 2-pt layup from 1 ft (assist by M. Belinelli),30,24
124,2,9:43.0,M. Morris makes 2-pt jump shot from 18 ft (assist by T. Burke),,32,24
125,2,9:25.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by R. Sessions),32,27
126,2,9:07.0,S. Mac misses 3-pt jump shot from 25 ft,,32,27
127,2,9:06.0,,Defensive rebound by R. Hibbert,32,27
128,2,8:50.0,,R. Sessions makes 2-pt jump shot from 18 ft,32,29
129,2,8:26.0,M. Morris makes 2-pt layup from 2 ft,,34,29
130,2,8:26.0,Shooting foul by R. Hibbert (drawn by M. Morris),,34,29
131,2,8:26.0,Official timeout,,34,29
132,2,8:26.0,M. Morris makes free throw 1 of 1,,35,29
133,2,8:01.0,,R. Sessions makes 3-pt jump shot from 25 ft (assist by N. Batum),35,32
134,2,7:41.0,M. Morris makes 2-pt dunk at rim (assist by T. Burke),,37,32
135,2,7:23.0,,F. Kaminsky misses 2-pt jump shot from 10 ft,37,32
136,2,7:22.0,Defensive rebound by J. Smith,,37,32
137,2,7:13.0,T. Burke makes 2-pt jump shot from 18 ft,,39,32
