,QUARTER,TIME_REMAINING,BOSTON_ACTION,MINNESOTA_ACTION,BOSTON_SCORE,MINNESOTA_SCORE
292,3,2:31.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),61,76
293,3,2:13.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by T. Zeller),,63,76
294,3,1:55.0,,A. Wiggins misses 3-pt jump shot from 25 ft,63,76
295,3,1:53.0,Defensive rebound by T. Zeller,,63,76
296,3,1:44.0,A. Bradley misses 3-pt jump shot from 24 ft,,63,76
297,3,1:43.0,,Defensive rebound by A. Wiggins,63,76
298,3,1:34.0,,A. Wiggins misses 2-pt jump shot from 19 ft,63,76
299,3,1:33.0,,Offensive rebound by K. Towns,63,76
300,3,1:33.0,,Shooting foul by K. Olynyk (drawn by K. Towns),63,76
301,3,1:33.0,,Minnesota full timeout,63,76
302,3,1:33.0,,K. Towns makes free throw 1 of 2,63,77
303,3,1:33.0,,K. Dunn enters the game for R. Rubio,63,76
304,3,1:33.0,T. Rozier enters the game for I. Thomas,,63,76
305,3,1:33.0,,K. Towns misses free throw 2 of 2,63,77
306,3,1:33.0,Defensive rebound by T. Rozier,,63,77
307,3,1:20.0,K. Olynyk makes 3-pt jump shot from 22 ft (assist by M. Smart),,66,77
308,3,0:59.0,,C. Aldrich makes 2-pt jump shot from 5 ft (assist by K. Towns),66,79
309,3,0:51.0,K. Olynyk misses 3-pt jump shot from 25 ft,,66,79
310,3,0:49.0,,Defensive rebound by C. Aldrich,66,79
311,3,0:43.0,Offensive charge foul by S. Muhammad (drawn by M. Smart),,66,79
312,3,0:43.0,,Turnover by S. Muhammad (offensive foul),66,79
313,3,0:43.0,,N. Bjelica enters the game for K. Towns,66,79
314,3,0:19.0,T. Rozier misses 3-pt jump shot from 24 ft,,66,79
315,3,0:18.0,,Defensive rebound by Team,66,79
316,3,0:18.0,Loose ball foul by K. Olynyk (drawn by N. Bjelica),,66,79
317,3,0:18.0,,N. Bjelica makes free throw 1 of 2,66,80
318,3,0:18.0,,N. Bjelica makes free throw 2 of 2,66,81
319,3,0:18.0,Boston full timeout,,66,81
320,3,0:18.0,Violation by Team (jump ball),,66,81
321,3,0:18.0,A. Horford enters the game for T. Zeller,,66,81
322,3,0:18.0,,G. Dieng enters the game for C. Aldrich,66,81
323,3,0:02.0,A. Horford makes 2-pt jump shot from 10 ft (assist by K. Olynyk),,68,81
324,4,11:45.0,,S. Muhammad misses 3-pt jump shot from 24 ft,68,81
325,4,11:44.0,Defensive rebound by M. Smart,,68,81
326,4,11:22.0,T. Rozier misses 2-pt layup from 1 ft,,68,81
327,4,11:21.0,,Defensive rebound by S. Muhammad,68,81
328,4,11:05.0,,C. Aldrich misses 2-pt hook shot from 6 ft,68,81
329,4,11:04.0,Defensive rebound by A. Horford,,68,81
330,4,10:47.0,M. Smart misses 3-pt jump shot from 26 ft,,68,81
331,4,10:47.0,Offensive rebound by Team,,68,81
332,4,10:47.0,,Loose ball foul by C. Aldrich (drawn by A. Horford),68,81
333,4,10:47.0,,B. Rush enters the game for A. Wiggins,68,81
334,4,10:47.0,,Z. LaVine enters the game for S. Muhammad,68,81
335,4,10:47.0,,G. Dieng enters the game for C. Aldrich,68,81
336,4,10:35.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by J. Brown),,71,81
337,4,10:27.0,,Minnesota full timeout,71,81
338,4,10:27.0,,R. Rubio enters the game for K. Dunn,71,81
339,4,10:27.0,,K. Towns enters the game for N. Bjelica,71,81
340,4,10:17.0,,Z. LaVine misses 3-pt jump shot from 26 ft,71,81
341,4,10:15.0,Defensive rebound by J. Jerebko,,71,81
342,4,10:00.0,T. Rozier misses 3-pt jump shot from 25 ft,,71,81
343,4,9:59.0,,Defensive rebound by B. Rush,71,81
344,4,9:47.0,,K. Towns misses 3-pt jump shot from 25 ft,71,81
345,4,9:46.0,Defensive rebound by Team,,71,81
346,4,9:30.0,Shooting foul by B. Rush (drawn by J. Brown),,71,81
347,4,9:30.0,J. Brown misses free throw 1 of 2,,71,81
348,4,9:30.0,Offensive rebound by Team,,71,81
349,4,9:30.0,J. Brown misses free throw 2 of 2,,71,81
350,4,9:30.0,,Defensive rebound by K. Towns,71,81
351,4,9:17.0,,K. Towns misses 2-pt layup at rim,71,81
352,4,9:16.0,,Offensive rebound by Team,71,81
353,4,9:11.0,,Z. LaVine misses 3-pt jump shot from 25 ft,71,81
354,4,9:10.0,,Offensive rebound by R. Rubio,71,81
355,4,9:04.0,,B. Rush misses 2-pt jump shot from 21 ft,71,81
356,4,9:02.0,Defensive rebound by J. Brown,,71,81
357,4,8:47.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by A. Horford),,74,81
358,4,8:38.0,,Minnesota full timeout,74,81
359,4,8:38.0,,A. Wiggins enters the game for B. Rush,74,81
360,4,8:27.0,,A. Wiggins misses 2-pt jump shot from 9 ft,74,81
361,4,8:25.0,,Offensive rebound by R. Rubio,74,81
362,4,8:19.0,,R. Rubio misses 2-pt jump shot from 11 ft,74,81
363,4,8:19.0,Defensive rebound by M. Smart,,74,81
364,4,8:17.0,Personal foul by G. Dieng (drawn by M. Smart),,74,81
365,4,8:05.0,J. Jerebko makes 2-pt jump shot from 5 ft,,76,81
366,4,7:43.0,,G. Dieng misses 2-pt layup from 2 ft (block by A. Horford),76,81
367,4,7:41.0,Defensive rebound by M. Smart,,76,81
368,4,7:34.0,A. Horford misses 3-pt jump shot from 24 ft,,76,81
369,4,7:33.0,Offensive rebound by A. Horford,,76,81
370,4,7:29.0,A. Horford makes 2-pt dunk at rim,,78,81
371,4,7:05.0,,Z. LaVine misses 3-pt jump shot from 24 ft,78,81
372,4,7:04.0,Defensive rebound by T. Rozier,,78,81
373,4,6:54.0,T. Rozier makes 3-pt jump shot from 25 ft,,81,81
374,4,6:31.0,,A. Wiggins misses 2-pt layup from 2 ft,81,81
375,4,6:30.0,Defensive rebound by T. Rozier,,81,81
376,4,6:26.0,M. Smart misses 2-pt layup from 3 ft (block by Z. LaVine),,81,81
377,4,6:26.0,,Defensive rebound by Team,81,81
378,4,6:09.0,,Turnover by G. Dieng (bad pass; steal by T. Rozier),81,81
379,4,6:06.0,T. Rozier makes 2-pt dunk at rim,,83,81
380,4,5:59.0,,Z. LaVine misses 3-pt jump shot from 23 ft,83,81
381,4,5:57.0,Defensive rebound by J. Jerebko,,83,81
382,4,5:43.0,A. Horford makes 2-pt jump shot from 19 ft (assist by M. Smart),,85,81
383,4,5:31.0,,Minnesota full timeout,85,81
384,4,5:31.0,A. Johnson enters the game for A. Horford,,85,81
385,4,5:18.0,,K. Towns makes 2-pt hook shot from 1 ft,85,83
386,4,5:18.0,,Shooting foul by J. Jerebko (drawn by K. Towns),85,83
