,QUARTER,TIME_REMAINING,BOSTON_ACTION,MINNESOTA_ACTION,BOSTON_SCORE,MINNESOTA_SCORE
0,1,11:42.0,,K. Towns makes 2-pt jump shot from 19 ft,0,2
1,1,11:19.0,A. Horford misses 2-pt jump shot from 13 ft,,0,2
2,1,11:18.0,,Defensive rebound by A. Wiggins,0,2
3,1,11:08.0,,K. Towns makes 2-pt hook shot from 7 ft,0,4
4,1,10:56.0,I. Thomas misses 3-pt jump shot from 24 ft,,0,4
5,1,10:55.0,,Defensive rebound by G. Dieng,0,4
6,1,10:43.0,,K. Towns makes 2-pt layup from 1 ft (assist by G. Dieng),0,6
7,1,10:28.0,A. Bradley misses 2-pt jump shot from 10 ft (block by K. Towns),,0,6
8,1,10:27.0,,Defensive rebound by K. Towns,0,6
9,1,10:20.0,,Shooting foul by A. Johnson (drawn by A. Wiggins),0,6
10,1,10:20.0,,A. Wiggins makes free throw 1 of 2,0,7
11,1,10:20.0,,A. Wiggins misses free throw 2 of 2,0,7
12,1,10:20.0,Defensive rebound by J. Crowder,,0,7
13,1,10:02.0,Shooting foul by G. Dieng (drawn by A. Bradley),,0,7
14,1,10:02.0,A. Bradley makes free throw 1 of 2,,1,7
15,1,10:02.0,A. Bradley makes free throw 2 of 2,,2,7
16,1,9:50.0,,G. Dieng misses 2-pt jump shot from 3 ft,2,7
17,1,9:49.0,,Offensive rebound by R. Rubio,2,7
18,1,9:44.0,,G. Dieng misses 2-pt layup from 2 ft (block by A. Johnson),2,7
19,1,9:41.0,Defensive rebound by J. Crowder,,2,7
20,1,9:33.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by A. Horford),,5,7
21,1,9:17.0,,A. Wiggins misses 2-pt jump shot from 18 ft,5,7
22,1,9:15.0,Defensive rebound by Team,,5,7
23,1,9:05.0,J. Crowder makes 2-pt jump shot from 19 ft,,7,7
24,1,8:47.0,,Z. LaVine misses 3-pt jump shot from 26 ft,7,7
25,1,8:46.0,Defensive rebound by A. Bradley,,7,7
26,1,8:34.0,I. Thomas makes 2-pt jump shot from 20 ft,,9,7
27,1,8:21.0,,Personal foul by A. Horford (drawn by G. Dieng),9,7
28,1,8:17.0,,K. Towns misses 2-pt layup from 1 ft (block by A. Horford),9,7
29,1,8:15.0,,Offensive rebound by K. Towns,9,7
30,1,8:13.0,,K. Towns misses 2-pt layup from 3 ft,9,7
31,1,8:12.0,,Offensive rebound by K. Towns,9,7
32,1,8:12.0,,K. Towns makes 2-pt layup from 1 ft,9,9
33,1,7:58.0,J. Crowder makes 2-pt jump shot from 19 ft,,11,9
34,1,7:47.0,,Personal foul by J. Crowder (drawn by A. Wiggins),11,9
35,1,7:36.0,,A. Wiggins misses 3-pt jump shot from 25 ft,11,9
36,1,7:34.0,Defensive rebound by Team,,11,9
37,1,7:25.0,Turnover by J. Crowder (bad pass; steal by Z. LaVine),,11,9
38,1,7:20.0,,R. Rubio misses 2-pt layup from 2 ft (block by A. Horford),11,9
39,1,7:19.0,Defensive rebound by A. Horford,,11,9
40,1,7:13.0,A. Johnson makes 2-pt jump shot from 4 ft (assist by I. Thomas),,13,9
41,1,6:52.0,,Turnover by G. Dieng (3 sec),13,9
42,1,6:38.0,A. Horford misses 3-pt jump shot from 25 ft,,13,9
43,1,6:37.0,,Defensive rebound by G. Dieng,13,9
44,1,6:33.0,,Shooting foul by I. Thomas (drawn by Z. LaVine),13,9
45,1,6:33.0,,Z. LaVine makes free throw 1 of 2,13,10
46,1,6:33.0,,Z. LaVine makes free throw 2 of 2,13,11
47,1,6:17.0,A. Horford makes 2-pt layup from 2 ft,,15,11
48,1,6:06.0,,K. Towns makes 2-pt layup at rim (assist by Z. LaVine),15,13
49,1,6:06.0,,Shooting foul by A. Johnson (drawn by K. Towns),15,13
50,1,6:06.0,,K. Towns misses free throw 1 of 1,15,13
51,1,6:06.0,Defensive rebound by J. Crowder,,15,13
52,1,5:51.0,J. Crowder misses 3-pt jump shot from 22 ft,,15,13
53,1,5:49.0,Offensive rebound by A. Horford,,15,13
54,1,5:49.0,A. Horford misses 2-pt layup from 1 ft,,15,13
55,1,5:48.0,,Defensive rebound by A. Wiggins,15,13
56,1,5:39.0,,R. Rubio misses 2-pt jump shot from 13 ft,15,13
57,1,5:38.0,,Offensive rebound by K. Towns,15,13
58,1,5:36.0,,K. Towns misses 2-pt layup from 1 ft,15,13
59,1,5:35.0,Defensive rebound by A. Johnson,,15,13
60,1,5:21.0,A. Horford makes 3-pt jump shot from 23 ft (assist by I. Thomas),,18,13
61,1,4:56.0,,Z. LaVine misses 2-pt layup at rim,18,13
62,1,4:54.0,,Offensive rebound by G. Dieng,18,13
63,1,4:41.0,,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),18,15
64,1,4:39.0,Boston full timeout,,18,15
65,1,4:39.0,M. Smart enters the game for A. Horford,,18,15
66,1,4:39.0,K. Olynyk enters the game for A. Bradley,,18,15
67,1,4:25.0,I. Thomas makes 2-pt jump shot from 19 ft,,20,15
68,1,4:09.0,,Z. LaVine misses 3-pt jump shot from 25 ft,20,15
69,1,4:07.0,Defensive rebound by K. Olynyk,,20,15
70,1,3:45.0,I. Thomas misses 3-pt jump shot from 26 ft,,20,15
71,1,3:44.0,Offensive rebound by Team,,20,15
72,1,3:44.0,Turnover by Team (shot clock),,20,15
73,1,3:44.0,,S. Muhammad enters the game for Z. LaVine,20,15
74,1,3:23.0,,G. Dieng makes 2-pt jump shot from 13 ft (assist by S. Muhammad),20,17
75,1,3:08.0,J. Crowder misses 2-pt jump shot from 20 ft,,20,17
76,1,3:07.0,,Defensive rebound by Team,20,17
77,1,3:07.0,Loose ball foul by A. Johnson (drawn by G. Dieng),,20,17
78,1,3:07.0,,G. Dieng misses free throw 1 of 2,20,17
79,1,3:07.0,,Offensive rebound by Team,20,17
80,1,3:07.0,,G. Dieng misses free throw 2 of 2,20,17
81,1,3:07.0,J. Jerebko enters the game for A. Johnson,,20,17
82,1,3:06.0,,Offensive rebound by K. Towns,20,17
83,1,3:02.0,,A. Wiggins misses 3-pt jump shot from 25 ft,20,17
84,1,3:00.0,Defensive rebound by K. Olynyk,,20,17
85,1,2:43.0,Turnover by M. Smart (bad pass),,20,17
86,1,2:43.0,,Minnesota full timeout,20,17
87,1,2:43.0,,C. Aldrich enters the game for G. Dieng,20,17
88,1,2:43.0,J. Brown enters the game for J. Crowder,,20,17
89,1,2:24.0,,K. Towns misses 2-pt jump shot from 5 ft,20,17
90,1,2:23.0,Defensive rebound by I. Thomas,,20,17
91,1,2:19.0,Personal foul by S. Muhammad (drawn by I. Thomas),,20,17
92,1,2:03.0,M. Smart misses 2-pt jump shot from 19 ft,,20,17
93,1,2:02.0,,Defensive rebound by A. Wiggins,20,17
94,1,1:52.0,,R. Rubio misses 3-pt jump shot from 23 ft,20,17
95,1,1:51.0,Defensive rebound by J. Brown,,20,17
96,1,1:39.0,I. Thomas misses 3-pt jump shot from 24 ft,,20,17
97,1,1:38.0,,Defensive rebound by C. Aldrich,20,17
98,1,1:30.0,,S. Muhammad misses 3-pt jump shot from 23 ft,20,17
99,1,1:28.0,Defensive rebound by Team,,20,17
100,1,1:28.0,,Loose ball foul by K. Towns (drawn by J. Jerebko),20,17
101,1,1:28.0,T. Rozier enters the game for I. Thomas,,20,17
102,1,1:06.0,J. Brown misses 3-pt jump shot from 25 ft,,20,17
103,1,1:05.0,,Defensive rebound by K. Towns,20,17
104,1,0:43.0,,S. Muhammad makes 2-pt jump shot from 10 ft (assist by A. Wiggins),20,19
105,1,0:30.0,M. Smart makes 3-pt jump shot from 24 ft (assist by T. Rozier),,23,19
106,1,0:09.0,,A. Wiggins makes 2-pt jump shot from 5 ft,23,21
107,1,0:01.0,M. Smart misses 2-pt jump shot from 18 ft,,23,21
108,1,0:00.0,,Defensive rebound by S. Muhammad,23,21
109,2,11:36.0,A. Horford makes 3-pt jump shot from 25 ft (assist by M. Smart),,26,21
110,2,11:11.0,,Turnover by K. Dunn (back court),26,21
111,2,11:05.0,A. Horford misses 3-pt jump shot from 25 ft,,26,21
112,2,11:04.0,,Defensive rebound by C. Aldrich,26,21
113,2,10:58.0,,Shooting foul by J. Jerebko (drawn by N. Bjelica),26,21
114,2,10:58.0,,N. Bjelica misses free throw 1 of 2,26,21
115,2,10:58.0,,Offensive rebound by Team,26,21
116,2,10:58.0,,Z. LaVine enters the game for A. Wiggins,26,21
117,2,10:58.0,,N. Bjelica makes free throw 2 of 2,26,22
118,2,10:44.0,Personal foul by K. Dunn (drawn by J. Brown),,26,22
119,2,10:36.0,M. Smart makes 3-pt jump shot from 24 ft (assist by T. Rozier),,29,22
120,2,10:17.0,,Turnover by S. Muhammad (traveling),29,22
121,2,10:17.0,,G. Dieng enters the game for C. Aldrich,29,22
122,2,9:58.0,M. Smart misses 3-pt jump shot from 25 ft,,29,22
123,2,9:57.0,,Defensive rebound by K. Dunn,29,22
124,2,9:48.0,,G. Dieng makes 2-pt layup from 1 ft (assist by K. Dunn),29,24
125,2,9:24.0,T. Rozier makes 2-pt layup from 2 ft,,31,24
126,2,9:07.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by K. Dunn),31,27
127,2,8:52.0,J. Jerebko misses 3-pt jump shot from 24 ft,,31,27
128,2,8:51.0,Offensive rebound by T. Rozier,,31,27
129,2,8:46.0,A. Horford misses 3-pt jump shot from 24 ft,,31,27
130,2,8:45.0,,Defensive rebound by Z. LaVine,31,27
131,2,8:33.0,Offensive charge foul by S. Muhammad (drawn by J. Brown),,31,27
132,2,8:33.0,,Turnover by S. Muhammad (offensive foul),31,27
133,2,8:33.0,Boston full timeout,,31,27
134,2,8:33.0,A. Bradley enters the game for J. Brown,,31,27
135,2,8:33.0,K. Olynyk enters the game for J. Jerebko,,31,27
136,2,8:24.0,Turnover by M. Smart (traveling),,31,27
137,2,8:08.0,,N. Bjelica misses 2-pt jump shot from 4 ft,31,27
138,2,8:07.0,Defensive rebound by M. Smart,,31,27
139,2,8:04.0,Turnover by M. Smart (lost ball; steal by K. Dunn),,31,27
140,2,7:52.0,,K. Dunn misses 2-pt jump shot from 16 ft,31,27
141,2,7:51.0,,Offensive rebound by G. Dieng,31,27
142,2,7:31.0,,Z. LaVine makes 2-pt layup from 1 ft,31,29
143,2,7:17.0,Turnover by M. Smart (bad pass; steal by G. Dieng),,31,29
144,2,7:11.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by Z. LaVine),31,31
145,2,6:54.0,T. Rozier makes 2-pt jump shot from 15 ft,,33,31
146,2,6:33.0,,N. Bjelica makes 2-pt jump shot from 8 ft (assist by Z. LaVine),33,33
147,2,6:20.0,Loose ball foul by M. Smart (drawn by S. Muhammad),,33,33
148,2,6:20.0,Turnover by M. Smart (offensive foul),,33,33
149,2,6:20.0,J. Crowder enters the game for M. Smart,,33,33
150,2,6:20.0,T. Zeller enters the game for A. Horford,,33,33
151,2,6:11.0,,K. Dunn misses 2-pt jump shot from 4 ft,33,33
152,2,6:10.0,,Offensive rebound by G. Dieng,33,33
153,2,6:08.0,,G. Dieng makes 2-pt layup from 1 ft,33,35
154,2,5:55.0,,Minnesota full timeout,33,35
155,2,5:55.0,I. Thomas enters the game for T. Rozier,,33,35
156,2,5:46.0,Turnover by A. Bradley (bad pass),,33,35
157,2,5:31.0,,G. Dieng makes 2-pt layup at rim (assist by Z. LaVine),33,37
158,2,5:20.0,I. Thomas misses 2-pt layup at rim,,33,37
159,2,5:19.0,,Defensive rebound by Team,33,37
160,2,5:19.0,,R. Rubio enters the game for K. Dunn,33,37
161,2,5:00.0,,N. Bjelica misses 3-pt jump shot from 25 ft,33,37
162,2,4:59.0,Defensive rebound by T. Zeller,,33,37
163,2,4:48.0,J. Crowder misses 3-pt jump shot from 25 ft,,33,37
164,2,4:47.0,,Defensive rebound by N. Bjelica,33,37
165,2,4:32.0,,Turnover by N. Bjelica (offensive foul),33,37
166,2,4:32.0,Offensive charge foul by N. Bjelica (drawn by T. Zeller),,33,37
167,2,4:32.0,,K. Towns enters the game for S. Muhammad,33,37
168,2,4:32.0,,A. Wiggins enters the game for N. Bjelica,33,37
169,2,4:32.0,M. Smart enters the game for K. Olynyk,,33,37
170,2,4:11.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by M. Smart),,36,37
171,2,3:49.0,,G. Dieng misses 2-pt jump shot from 6 ft,36,37
172,2,3:48.0,Defensive rebound by J. Crowder,,36,37
173,2,3:37.0,A. Bradley misses 3-pt jump shot from 23 ft,,36,37
174,2,3:36.0,,Defensive rebound by R. Rubio,36,37
175,2,3:31.0,,Shooting block foul by T. Zeller (drawn by K. Towns),36,37
176,2,3:31.0,,K. Towns misses free throw 1 of 2,36,37
177,2,3:31.0,,Offensive rebound by Team,36,37
178,2,3:31.0,,K. Towns makes free throw 2 of 2,36,38
179,2,3:19.0,T. Zeller makes 2-pt layup from 2 ft (assist by M. Smart),,38,38
180,2,3:17.0,,Minnesota full timeout,38,38
181,2,3:17.0,A. Horford enters the game for T. Zeller,,38,38
182,2,3:04.0,,Shooting foul by J. Crowder (drawn by A. Wiggins),38,38
183,2,3:04.0,,A. Wiggins makes free throw 1 of 2,38,39
184,2,3:04.0,,A. Wiggins makes free throw 2 of 2,38,40
185,2,2:45.0,M. Smart misses 3-pt jump shot from 23 ft,,38,40
186,2,2:43.0,,Defensive rebound by K. Towns,38,40
187,2,2:29.0,,A. Wiggins misses 2-pt layup from 1 ft,38,40
188,2,2:28.0,,Offensive rebound by G. Dieng,38,40
189,2,2:27.0,,Turnover by G. Dieng (traveling),38,40
190,2,2:16.0,A. Horford misses 2-pt jump shot from 19 ft,,38,40
191,2,2:15.0,,Defensive rebound by K. Towns,38,40
192,2,2:08.0,,Z. LaVine makes 2-pt layup at rim,38,42
193,2,2:08.0,,Shooting foul by A. Bradley (drawn by Z. LaVine),38,42
194,2,2:08.0,,Z. LaVine makes free throw 1 of 1,38,43
195,2,1:45.0,A. Horford makes 2-pt hook shot from 5 ft,,40,43
196,2,1:34.0,,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),40,45
197,2,1:23.0,Turnover by J. Crowder (bad pass),,40,45
198,2,1:08.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by R. Rubio),40,48
199,2,0:53.0,I. Thomas makes 2-pt layup from 1 ft,,42,48
200,2,0:41.0,,G. Dieng makes 2-pt jump shot from 5 ft (assist by K. Towns),42,50
201,2,0:33.0,Turnover by J. Crowder (lost ball; steal by R. Rubio),,42,50
202,2,0:29.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),42,52
203,2,0:29.0,Boston full timeout,,42,52
204,2,0:16.0,Personal foul by R. Rubio (drawn by I. Thomas),,42,52
205,2,0:05.0,I. Thomas misses 2-pt layup from 2 ft,,42,52
206,2,0:04.0,,Defensive rebound by Z. LaVine,42,52
207,2,0:00.0,,R. Rubio misses 3-pt jump shot from 31 ft,42,52
208,2,0:00.0,,Offensive rebound by Team,42,52
209,3,11:45.0,A. Bradley misses 2-pt jump shot from 19 ft,,42,52
210,3,11:44.0,,Defensive rebound by G. Dieng,42,52
211,3,11:28.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by R. Rubio),42,54
212,3,11:17.0,I. Thomas misses 2-pt layup from 1 ft (block by G. Dieng),,42,54
213,3,11:15.0,,Defensive rebound by R. Rubio,42,54
214,3,11:09.0,,Turnover by A. Wiggins (step out of bounds),42,54
215,3,10:52.0,A. Horford misses 3-pt jump shot from 24 ft,,42,54
216,3,10:51.0,Offensive rebound by J. Crowder,,42,54
217,3,10:46.0,I. Thomas misses 3-pt jump shot from 25 ft,,42,54
218,3,10:45.0,,Defensive rebound by R. Rubio,42,54
219,3,10:40.0,,Personal foul by A. Bradley (drawn by R. Rubio),42,54
220,3,10:30.0,,Turnover by Z. LaVine (bad pass; steal by I. Thomas),42,54
221,3,10:28.0,Shooting block foul by R. Rubio (drawn by I. Thomas),,42,54
222,3,10:28.0,I. Thomas makes free throw 1 of 2,,43,54
223,3,10:28.0,I. Thomas makes free throw 2 of 2,,44,54
224,3,10:17.0,,Shooting foul by I. Thomas (drawn by R. Rubio),44,54
225,3,10:17.0,,R. Rubio makes free throw 1 of 2,44,55
226,3,10:17.0,,R. Rubio makes free throw 2 of 2,44,56
227,3,10:03.0,A. Horford makes 2-pt layup from 1 ft (assist by I. Thomas),,46,56
228,3,9:44.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by K. Towns),46,59
229,3,9:28.0,A. Bradley makes 2-pt jump shot from 19 ft,,48,59
230,3,9:21.0,,Turnover by G. Dieng (bad pass; steal by A. Horford),48,59
231,3,9:12.0,A. Horford misses 2-pt layup from 2 ft (block by K. Towns),,48,59
232,3,9:11.0,Offensive rebound by A. Horford,,48,59
233,3,9:09.0,A. Horford misses 2-pt dunk at rim,,48,59
234,3,9:07.0,,Defensive rebound by K. Towns,48,59
235,3,9:02.0,,Offensive foul by G. Dieng (drawn by I. Thomas),48,59
236,3,9:02.0,,Turnover by G. Dieng (offensive foul),48,59
237,3,8:47.0,I. Thomas misses 3-pt jump shot from 24 ft,,48,59
238,3,8:46.0,Offensive rebound by A. Horford,,48,59
239,3,8:43.0,I. Thomas makes 3-pt jump shot from 23 ft (assist by A. Horford),,51,59
240,3,8:26.0,,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),51,61
241,3,8:12.0,A. Bradley makes 2-pt layup from 1 ft (assist by A. Johnson),,53,61
242,3,7:57.0,,Shooting foul by J. Crowder (drawn by R. Rubio),53,61
243,3,7:57.0,,R. Rubio makes free throw 1 of 2,53,62
244,3,7:57.0,,R. Rubio makes free throw 2 of 2,53,63
245,3,7:41.0,A. Johnson misses 3-pt jump shot from 25 ft,,53,63
246,3,7:40.0,,Defensive rebound by Z. LaVine,53,63
247,3,7:33.0,,G. Dieng misses 2-pt layup from 2 ft,53,63
248,3,7:32.0,Defensive rebound by A. Johnson,,53,63
249,3,7:29.0,I. Thomas makes 2-pt layup from 2 ft (assist by A. Johnson),,55,63
250,3,7:12.0,,A. Wiggins misses 2-pt jump shot from 20 ft,55,63
251,3,7:11.0,Defensive rebound by I. Thomas,,55,63
252,3,7:07.0,Turnover by I. Thomas (lost ball),,55,63
253,3,6:55.0,,A. Wiggins misses 3-pt jump shot from 24 ft,55,63
254,3,6:54.0,,Offensive rebound by R. Rubio,55,63
255,3,6:49.0,,Personal foul by A. Johnson (drawn by G. Dieng),55,63
256,3,6:41.0,,Z. LaVine makes 2-pt layup from 2 ft,55,65
257,3,6:22.0,,Violation by G. Dieng (kicked ball),55,65
258,3,6:15.0,I. Thomas misses 3-pt jump shot from 25 ft,,55,65
259,3,6:14.0,,Defensive rebound by G. Dieng,55,65
260,3,6:03.0,,A. Wiggins misses 2-pt jump shot from 13 ft,55,65
261,3,6:02.0,,Offensive rebound by K. Towns,55,65
262,3,5:57.0,,Z. LaVine makes 2-pt layup from 1 ft,55,67
263,3,5:56.0,Boston full timeout,,55,67
264,3,5:56.0,T. Zeller enters the game for A. Johnson,,55,67
265,3,5:40.0,A. Bradley misses 2-pt jump shot from 5 ft,,55,67
266,3,5:39.0,,Defensive rebound by K. Towns,55,67
267,3,5:33.0,Offensive charge foul by Z. LaVine (drawn by T. Zeller),,55,67
268,3,5:33.0,,Turnover by Z. LaVine (offensive foul),55,67
269,3,5:22.0,A. Horford makes 2-pt jump shot from 18 ft,,57,67
270,3,5:01.0,,G. Dieng makes 2-pt jump shot from 3 ft,57,69
271,3,4:49.0,I. Thomas misses 2-pt layup from 3 ft,,57,69
272,3,4:48.0,,Defensive rebound by R. Rubio,57,69
273,3,4:41.0,,K. Towns makes 2-pt layup at rim (assist by R. Rubio),57,71
274,3,4:16.0,J. Crowder misses 3-pt jump shot from 25 ft,,57,71
275,3,4:15.0,,Defensive rebound by K. Towns,57,71
276,3,4:01.0,,Shooting foul by I. Thomas (drawn by A. Wiggins),57,71
277,3,4:01.0,,A. Wiggins makes free throw 1 of 2,57,72
278,3,4:01.0,,A. Wiggins misses free throw 2 of 2,57,72
279,3,4:01.0,Defensive rebound by K. Olynyk,,57,72
280,3,4:01.0,M. Smart enters the game for J. Crowder,,57,72
281,3,4:01.0,K. Olynyk enters the game for A. Horford,,57,72
282,3,4:01.0,,S. Muhammad enters the game for Z. LaVine,57,72
283,3,3:42.0,I. Thomas makes 2-pt layup from 1 ft,,59,72
284,3,3:21.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by G. Dieng),59,74
285,3,3:08.0,,Violation by R. Rubio (kicked ball),59,74
286,3,3:08.0,,C. Aldrich enters the game for G. Dieng,59,74
287,3,2:59.0,A. Bradley misses 2-pt jump shot from 21 ft,,59,74
288,3,2:58.0,,Defensive rebound by K. Towns,59,74
289,3,2:50.0,,S. Muhammad misses 2-pt jump shot from 11 ft,59,74
290,3,2:49.0,Defensive rebound by T. Zeller,,59,74
291,3,2:43.0,I. Thomas makes 2-pt layup from 2 ft,,61,74
