,QUARTER,TIME_REMAINING,INDIANA_ACTION,MINNESOTA_ACTION,INDIANA_SCORE,MINNESOTA_SCORE
0,1,11:45.0,,Turnover by G. Dieng (bad pass; steal by T. Young),0,0
1,1,11:44.0,Personal foul by G. Dieng (drawn by T. Young),,0,0
2,1,11:29.0,M. Turner makes 2-pt jump shot from 18 ft (assist by J. Teague),,2,0
3,1,11:03.0,,A. Wiggins makes 3-pt jump shot from 25 ft,2,3
4,1,10:49.0,T. Young misses 3-pt jump shot from 25 ft,,2,3
5,1,10:48.0,,Defensive rebound by A. Wiggins,2,3
6,1,10:34.0,,K. Towns makes 2-pt jump shot from 9 ft (assist by Z. LaVine),2,5
7,1,10:20.0,P. George misses 2-pt jump shot from 7 ft,,2,5
8,1,10:19.0,,Defensive rebound by K. Towns,2,5
9,1,10:11.0,,K. Towns misses 3-pt jump shot from 24 ft,2,5
10,1,10:09.0,Defensive rebound by M. Turner,,2,5
11,1,10:00.0,T. Young misses 2-pt jump shot from 7 ft,,2,5
12,1,9:59.0,,Defensive rebound by K. Towns,2,5
13,1,9:39.0,,R. Rubio misses 3-pt jump shot from 26 ft,2,5
14,1,9:38.0,Defensive rebound by C. Miles,,2,5
15,1,9:29.0,Turnover by J. Teague (bad pass),,2,5
16,1,9:05.0,,Turnover by Team (shot clock),2,5
17,1,8:39.0,T. Young misses 2-pt jump shot from 20 ft,,2,5
18,1,8:38.0,,Defensive rebound by A. Wiggins,2,5
19,1,8:24.0,,Z. LaVine misses 3-pt jump shot from 25 ft,2,5
20,1,8:23.0,Defensive rebound by J. Teague,,2,5
21,1,8:12.0,Turnover by J. Teague (bad pass; steal by G. Dieng),,2,5
22,1,8:08.0,,Turnover by R. Rubio (bad pass; steal by T. Young),2,5
23,1,7:59.0,C. Miles misses 3-pt jump shot from 26 ft,,2,5
24,1,7:58.0,,Defensive rebound by Z. LaVine,2,5
25,1,7:49.0,,Z. LaVine misses 3-pt jump shot from 24 ft,2,5
26,1,7:48.0,Defensive rebound by C. Miles,,2,5
27,1,7:36.0,J. Teague misses 3-pt jump shot from 24 ft,,2,5
28,1,7:35.0,,Defensive rebound by A. Wiggins,2,5
29,1,7:22.0,,Turnover by A. Wiggins (lost ball; steal by C. Miles),2,5
30,1,7:16.0,T. Young makes 2-pt layup from 1 ft (assist by P. George),,4,5
31,1,6:58.0,,A. Wiggins makes 2-pt jump shot from 21 ft,4,7
32,1,6:47.0,P. George makes 3-pt jump shot from 24 ft (assist by J. Teague),,7,7
33,1,6:29.0,Violation by J. Teague (kicked ball),,7,7
34,1,6:22.0,,K. Towns makes 2-pt jump shot from 11 ft,7,9
35,1,6:02.0,M. Turner misses 2-pt layup from 2 ft,,7,9
36,1,6:01.0,,Defensive rebound by G. Dieng,7,9
37,1,5:54.0,,K. Towns misses 2-pt jump shot from 18 ft,7,9
38,1,5:52.0,,Offensive rebound by G. Dieng,7,9
39,1,5:43.0,,Personal foul by T. Young (drawn by K. Towns),7,9
40,1,5:43.0,,Minnesota full timeout,7,9
41,1,5:28.0,,G. Dieng misses 2-pt jump shot from 15 ft,7,9
42,1,5:27.0,Defensive rebound by C. Miles,,7,9
43,1,5:13.0,P. George makes 2-pt jump shot from 5 ft (assist by J. Teague),,9,9
44,1,4:59.0,,Z. LaVine makes 2-pt jump shot from 18 ft (assist by K. Towns),9,11
45,1,4:39.0,C. Miles misses 2-pt jump shot from 7 ft,,9,11
46,1,4:37.0,,Defensive rebound by G. Dieng,9,11
47,1,4:31.0,,R. Rubio makes 2-pt layup from 1 ft,9,13
48,1,4:19.0,T. Young misses 2-pt jump shot from 3 ft (block by G. Dieng),,9,13
49,1,4:17.0,Offensive rebound by T. Young,,9,13
50,1,4:16.0,T. Young misses 2-pt layup from 2 ft,,9,13
51,1,4:15.0,Offensive rebound by M. Turner,,9,13
52,1,4:15.0,M. Turner makes 2-pt dunk at rim,,11,13
53,1,3:59.0,,K. Towns makes 2-pt jump shot from 22 ft (assist by R. Rubio),11,15
54,1,3:39.0,M. Turner makes 2-pt jump shot from 20 ft (assist by J. Teague),,13,15
55,1,3:24.0,,Turnover by K. Towns (lost ball; steal by T. Young),13,15
56,1,3:18.0,Turnover by P. George (lost ball; steal by R. Rubio),,13,15
57,1,3:14.0,,Turnover by K. Towns (bad pass; steal by M. Turner),13,15
58,1,3:08.0,C. Miles makes 3-pt jump shot from 22 ft (assist by P. George),,16,15
59,1,3:02.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),16,17
60,1,3:02.0,,Shooting foul by P. George (drawn by K. Towns),16,17
61,1,3:02.0,,S. Muhammad enters the game for Z. LaVine,16,17
62,1,3:02.0,L. Allen enters the game for T. Young,,16,17
63,1,3:02.0,M. Ellis enters the game for C. Miles,,16,17
64,1,3:02.0,,N. Bjelica enters the game for G. Dieng,16,17
65,1,3:02.0,,K. Towns makes free throw 1 of 1,16,18
66,1,2:49.0,P. George makes 2-pt jump shot from 18 ft,,18,18
67,1,2:32.0,,A. Wiggins misses 2-pt jump shot from 20 ft,18,18
68,1,2:31.0,Defensive rebound by L. Allen,,18,18
69,1,2:17.0,P. George makes 2-pt jump shot from 7 ft,,20,18
70,1,1:58.0,Indiana full timeout,,20,18
71,1,1:58.0,A. Brooks enters the game for J. Teague,,20,18
