,QUARTER,TIME_REMAINING,MIAMI_ACTION,DETROIT_ACTION,MIAMI_SCORE,DETROIT_SCORE
0,1,11:39.0,R. McGruder makes 3-pt jump shot from 26 ft (assist by J. Richardson),,3,0
1,1,11:21.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by A. Drummond),3,2
2,1,11:01.0,H. Whiteside misses 2-pt hook shot from 5 ft,,3,2
3,1,11:01.0,,Defensive rebound by J. Leuer,3,2
4,1,10:52.0,,M. Morris makes 2-pt jump shot from 8 ft,3,4
5,1,10:33.0,G. Dragić makes 3-pt jump shot from 27 ft (assist by R. McGruder),,6,4
6,1,10:12.0,,I. Smith misses 2-pt jump shot from 10 ft,6,4
7,1,10:11.0,Defensive rebound by R. McGruder,,6,4
8,1,10:08.0,Personal foul by I. Smith (drawn by G. Dragić),,6,4
9,1,9:57.0,G. Dragić misses 2-pt jump shot from 13 ft,,6,4
10,1,9:57.0,Offensive rebound by H. Whiteside,,6,4
11,1,9:52.0,H. Whiteside misses 2-pt jump shot from 6 ft (block by J. Leuer),,6,4
12,1,9:52.0,,Defensive rebound by I. Smith,6,4
13,1,9:45.0,,Shooting foul by L. Babbitt (drawn by J. Leuer),6,4
14,1,9:45.0,,J. Leuer makes free throw 1 of 2,6,5
15,1,9:45.0,,J. Leuer makes free throw 2 of 2,6,6
16,1,9:22.0,L. Babbitt misses 3-pt jump shot from 24 ft,,6,6
17,1,9:22.0,,Defensive rebound by J. Leuer,6,6
18,1,9:15.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,6,6
19,1,9:15.0,,Offensive rebound by A. Drummond,6,6
20,1,9:12.0,,Turnover by A. Drummond (bad pass; steal by L. Babbitt),6,6
21,1,9:02.0,H. Whiteside makes 2-pt layup at rim (assist by G. Dragić),,8,6
22,1,8:36.0,,A. Drummond misses 2-pt hook shot from 7 ft,8,6
23,1,8:35.0,,Offensive rebound by J. Leuer,8,6
24,1,8:30.0,,I. Smith misses 3-pt jump shot from 25 ft,8,6
25,1,8:29.0,Defensive rebound by R. McGruder,,8,6
26,1,8:14.0,J. Richardson makes 2-pt jump shot from 18 ft (assist by L. Babbitt),,10,6
27,1,7:57.0,,K. Caldwell-Pope misses 2-pt layup from 2 ft (block by H. Whiteside),10,6
28,1,7:56.0,,Offensive rebound by K. Caldwell-Pope,10,6
29,1,7:51.0,,K. Caldwell-Pope misses 2-pt jump shot from 21 ft,10,6
30,1,7:50.0,Defensive rebound by G. Dragić,,10,6
31,1,7:35.0,H. Whiteside makes 2-pt hook shot from 6 ft (assist by R. McGruder),,12,6
32,1,7:20.0,,I. Smith makes 2-pt layup from 1 ft,12,8
33,1,7:05.0,Turnover by R. McGruder (back court),,12,8
34,1,6:47.0,,M. Morris misses 2-pt layup from 1 ft,12,8
35,1,6:46.0,Defensive rebound by L. Babbitt,,12,8
36,1,6:39.0,G. Dragić makes 2-pt layup at rim,,14,8
37,1,6:30.0,,Personal foul by R. McGruder (drawn by M. Morris),14,8
38,1,6:18.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,14,8
39,1,6:18.0,,Offensive rebound by A. Drummond,14,8
40,1,6:10.0,,A. Drummond makes 2-pt hook shot from 4 ft,14,10
41,1,6:04.0,Shooting foul by K. Caldwell-Pope (drawn by G. Dragić),,14,10
42,1,6:04.0,G. Dragić makes free throw 1 of 3,,15,10
43,1,6:04.0,G. Dragić misses free throw 2 of 3,,15,10
44,1,6:04.0,Offensive rebound by Team,,15,10
45,1,6:04.0,G. Dragić makes free throw 3 of 3,,16,10
46,1,5:42.0,,A. Drummond makes 2-pt layup from 1 ft (assist by M. Morris),16,12
