,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BROOKLYN_ACTION,HOUSTON_SCORE,BROOKLYN_SCORE
373,4,10:35.0,Defensive rebound by M. Harrell,,111,92
374,4,10:30.0,M. Harrell makes 2-pt layup from 1 ft (assist by P. Beverley),,113,92
375,4,10:00.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,113,92
376,4,9:59.0,,Offensive rebound by T. Booker,113,92
377,4,9:58.0,,T. Booker misses 2-pt layup from 2 ft,113,92
378,4,9:57.0,Defensive rebound by M. Harrell,,113,92
379,4,9:51.0,C. Brewer misses 3-pt jump shot from 25 ft,,113,92
380,4,9:50.0,,Defensive rebound by Team,113,92
381,4,9:50.0,Loose ball foul by S. Dekker (drawn by R. Foye),,113,92
382,4,9:50.0,,I. Whitehead enters the game for R. Foye,113,92
383,4,9:35.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by I. Whitehead),113,95
384,4,9:23.0,E. Gordon makes 2-pt layup from 3 ft (assist by P. Beverley),,115,95
385,4,9:09.0,,Personal foul by C. Brewer (drawn by C. LeVert),115,95
386,4,9:09.0,,B. Bogdanović enters the game for C. LeVert,115,95
387,4,8:59.0,,I. Whitehead makes 2-pt jump shot from 8 ft,115,97
388,4,8:41.0,E. Gordon misses 3-pt jump shot from 25 ft,,115,97
389,4,8:40.0,,Defensive rebound by S. Kilpatrick,115,97
390,4,8:35.0,,Personal foul by P. Beverley (drawn by S. Kilpatrick),115,97
391,4,8:35.0,Official timeout,,115,97
392,4,8:35.0,,J. Hamilton enters the game for Q. Acy,115,97
393,4,8:27.0,,T. Booker makes 2-pt jump shot from 6 ft,115,99
394,4,8:00.0,M. Harrell misses 2-pt jump shot from 18 ft,,115,99
395,4,7:59.0,,Defensive rebound by I. Whitehead,115,99
396,4,7:56.0,,Turnover by I. Whitehead (lost ball; steal by S. Dekker),115,99
397,4,7:52.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by S. Dekker),,118,99
398,4,7:34.0,,J. Hamilton misses 2-pt hook shot from 8 ft,118,99
399,4,7:33.0,Defensive rebound by M. Harrell,,118,99
400,4,7:29.0,Houston full timeout,,118,99
401,4,7:29.0,,J. Harris enters the game for S. Kilpatrick,118,99
402,4,7:29.0,J. Harden enters the game for S. Dekker,,118,99
403,4,7:29.0,T. Ariza enters the game for E. Gordon,,118,99
404,4,7:20.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by J. Harden),,121,99
405,4,7:03.0,,T. Booker misses 3-pt jump shot from 25 ft,121,99
406,4,7:02.0,Defensive rebound by P. Beverley,,121,99
407,4,6:51.0,C. Brewer misses 3-pt jump shot from 24 ft,,121,99
408,4,6:50.0,Offensive rebound by J. Harden,,121,99
409,4,6:46.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Harden),,124,99
410,4,6:31.0,,Turnover by B. Bogdanović (lost ball; steal by P. Beverley),124,99
411,4,6:23.0,T. Ariza misses 3-pt jump shot from 27 ft,,124,99
412,4,6:22.0,Offensive rebound by T. Ariza,,124,99
413,4,6:05.0,J. Harden makes 3-pt jump shot from 27 ft,,127,99
414,4,5:49.0,,T. Booker makes 2-pt jump shot from 16 ft (assist by J. Hamilton),127,101
415,4,5:31.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,130,101
416,4,5:31.0,,Brooklyn full timeout,130,101
417,4,5:31.0,K. McDaniels enters the game for J. Harden,,130,101
418,4,5:31.0,,C. McCullough enters the game for B. Bogdanović,130,101
419,4,5:31.0,,L. Scola enters the game for T. Booker,130,101
420,4,5:31.0,,S. Dinwiddie enters the game for J. Hamilton,130,101
421,4,5:31.0,,C. LeVert enters the game for I. Whitehead,130,101
422,4,5:14.0,Offensive charge foul by S. Dinwiddie (drawn by P. Beverley),,130,101
423,4,5:14.0,,Turnover by S. Dinwiddie (offensive foul),130,101
424,4,5:14.0,,I. Whitehead enters the game for J. Harris,130,101
425,4,4:59.0,P. Beverley misses 3-pt jump shot from 25 ft,,130,101
426,4,4:58.0,,Defensive rebound by L. Scola,130,101
427,4,4:48.0,,Personal block foul by P. Beverley (drawn by I. Whitehead),130,101
428,4,4:48.0,,I. Whitehead misses free throw 1 of 2,130,101
429,4,4:48.0,,Offensive rebound by Team,130,101
430,4,4:48.0,,I. Whitehead makes free throw 2 of 2,130,102
431,4,4:28.0,C. Brewer misses 2-pt layup from 2 ft,,130,102
432,4,4:27.0,,Defensive rebound by C. LeVert,130,102
433,4,4:15.0,,I. Whitehead misses 3-pt jump shot from 26 ft,130,102
434,4,4:14.0,Defensive rebound by P. Beverley,,130,102
435,4,4:03.0,Turnover by M. Harrell (bad pass; steal by L. Scola),,130,102
436,4,3:52.0,,C. LeVert misses 3-pt jump shot from 24 ft,130,102
437,4,3:51.0,Defensive rebound by M. Harrell,,130,102
438,4,3:43.0,Shooting foul by C. McCullough (drawn by K. McDaniels),,130,102
439,4,3:43.0,K. McDaniels makes free throw 1 of 2,,131,102
440,4,3:43.0,T. Ennis enters the game for P. Beverley,,131,102
441,4,3:43.0,B. Brown enters the game for T. Ariza,,131,102
442,4,3:43.0,K. McDaniels makes free throw 2 of 2,,132,102
443,4,3:24.0,,C. McCullough makes 2-pt jump shot from 19 ft (assist by I. Whitehead),132,104
444,4,2:58.0,B. Brown misses 2-pt jump shot from 15 ft,,132,104
445,4,2:57.0,,Defensive rebound by I. Whitehead,132,104
446,4,2:53.0,,I. Whitehead misses 2-pt layup from 2 ft (block by M. Harrell),132,104
447,4,2:49.0,Defensive rebound by C. Brewer,,132,104
448,4,2:45.0,K. McDaniels makes 2-pt layup from 2 ft (assist by C. Brewer),,134,104
449,4,2:29.0,,L. Scola makes 2-pt jump shot from 6 ft (assist by I. Whitehead),134,106
450,4,2:11.0,B. Brown misses 3-pt jump shot from 25 ft,,134,106
451,4,2:10.0,,Defensive rebound by L. Scola,134,106
452,4,2:03.0,,L. Scola misses 3-pt jump shot from 26 ft,134,106
453,4,2:01.0,Defensive rebound by K. McDaniels,,134,106
454,4,1:51.0,T. Ennis misses 2-pt layup from 2 ft,,134,106
455,4,1:50.0,Offensive rebound by C. Brewer,,134,106
456,4,1:43.0,K. McDaniels makes 3-pt jump shot from 25 ft (assist by B. Brown),,137,106
457,4,1:33.0,,Personal foul by K. McDaniels (drawn by L. Scola),137,106
458,4,1:33.0,Personal foul by L. Scola,,137,106
459,4,1:23.0,,I. Whitehead misses 3-pt jump shot from 25 ft,137,106
460,4,1:22.0,,Offensive rebound by Team,137,106
461,4,1:22.0,Loose ball foul by K. McDaniels (drawn by C. McCullough),,137,106
462,4,1:22.0,,C. McCullough makes free throw 1 of 2,137,107
463,4,1:22.0,,C. McCullough misses free throw 2 of 2,137,107
464,4,1:21.0,Defensive rebound by M. Harrell,,137,107
465,4,1:13.0,B. Brown misses 3-pt jump shot from 27 ft,,137,107
466,4,1:12.0,,Defensive rebound by L. Scola,137,107
467,4,0:58.0,,Shooting foul by K. McDaniels (drawn by L. Scola),137,107
468,4,0:58.0,,L. Scola makes free throw 1 of 2,137,108
469,4,0:58.0,,L. Scola makes free throw 2 of 2,137,109
470,4,0:44.0,C. Brewer misses 3-pt jump shot from 23 ft,,137,109
471,4,0:43.0,Offensive rebound by Team,,137,109
472,4,0:29.0,T. Ennis misses 2-pt jump shot from 15 ft,,137,109
473,4,0:28.0,,Defensive rebound by I. Whitehead,137,109
474,4,0:21.0,,C. LeVert makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),137,112
