,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
0,1,11:46.0,H. Barnes makes 2-pt dunk at rim (assist by A. Bogut),,2,0
1,1,11:32.0,Violation by W. Matthews (kicked ball),,2,0
2,1,11:22.0,,J. Randle misses 3-pt jump shot from 24 ft,2,0
3,1,11:21.0,Defensive rebound by A. Bogut,,2,0
4,1,11:06.0,D. Williams misses 3-pt jump shot from 24 ft,,2,0
5,1,11:04.0,,Defensive rebound by D. Russell,2,0
6,1,10:55.0,,L. Deng misses 2-pt jump shot from 18 ft,2,0
7,1,10:54.0,Defensive rebound by W. Matthews,,2,0
8,1,10:33.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Williams),,5,0
9,1,10:10.0,,D. Russell misses 2-pt layup from 2 ft,5,0
10,1,10:09.0,Defensive rebound by W. Matthews,,5,0
11,1,9:53.0,Shooting foul by J. Randle (drawn by H. Barnes),,5,0
12,1,9:53.0,,Violation by J. Randle (lane),5,0
13,1,9:53.0,H. Barnes makes free throw 1 of 2,,6,0
14,1,9:53.0,H. Barnes makes free throw 2 of 2,,7,0
15,1,9:35.0,,D. Russell makes 2-pt jump shot from 4 ft,7,2
16,1,9:18.0,W. Matthews misses 2-pt jump shot from 18 ft,,7,2
17,1,9:16.0,,Defensive rebound by J. Randle,7,2
18,1,9:11.0,,L. Deng makes 2-pt dunk at rim (assist by D. Russell),7,4
19,1,8:58.0,Turnover by D. Williams (lost ball; steal by D. Russell),,7,4
20,1,8:52.0,,N. Young makes 3-pt jump shot from 25 ft (assist by L. Deng),7,7
21,1,8:41.0,Personal foul by L. Deng (drawn by D. Williams),,7,7
22,1,8:37.0,Offensive foul by D. Williams (drawn by L. Deng),,7,7
23,1,8:37.0,Turnover by D. Williams (offensive foul),,7,7
24,1,8:26.0,,N. Young makes 3-pt jump shot from 24 ft (assist by D. Russell),7,10
25,1,8:20.0,Dallas full timeout,,7,10
26,1,8:04.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,7,10
27,1,8:03.0,,Defensive rebound by D. Russell,7,10
28,1,7:56.0,,Turnover by D. Russell (bad pass),7,10
29,1,7:35.0,H. Barnes misses 3-pt jump shot from 23 ft,,7,10
30,1,7:34.0,,Defensive rebound by D. Russell,7,10
31,1,7:13.0,,J. Randle misses 2-pt jump shot from 4 ft,7,10
32,1,7:11.0,Defensive rebound by A. Bogut,,7,10
33,1,6:57.0,W. Matthews misses 3-pt jump shot from 25 ft,,7,10
34,1,6:56.0,,Defensive rebound by T. Mozgov,7,10
35,1,6:41.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Randle),7,13
36,1,6:21.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,7,13
37,1,6:19.0,,Defensive rebound by T. Mozgov,7,13
38,1,6:10.0,,Offensive foul by J. Randle (drawn by D. Williams),7,13
39,1,6:10.0,,Turnover by J. Randle (offensive foul),7,13
40,1,6:10.0,D. Powell enters the game for A. Bogut,,7,13
41,1,6:10.0,,B. Ingram enters the game for J. Randle,7,13
42,1,5:56.0,H. Barnes misses 2-pt jump shot from 15 ft,,7,13
43,1,5:54.0,,Defensive rebound by B. Ingram,7,13
44,1,5:44.0,,D. Russell makes 2-pt jump shot from 5 ft,7,15
45,1,5:34.0,D. Williams makes 2-pt jump shot from 4 ft,,9,15
46,1,5:17.0,,T. Mozgov misses 2-pt jump shot from 7 ft,9,15
47,1,5:16.0,Defensive rebound by D. Powell,,9,15
48,1,5:05.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Williams),,11,15
49,1,4:56.0,,LA Lakers full timeout,11,15
50,1,4:56.0,D. Harris enters the game for D. Finney-Smith,,11,15
51,1,4:56.0,S. Curry enters the game for H. Barnes,,11,15
52,1,4:56.0,J. Anderson enters the game for D. Williams,,11,15
53,1,4:56.0,,J. Clarkson enters the game for L. Deng,11,15
54,1,4:56.0,,T. Robinson enters the game for T. Mozgov,11,15
55,1,4:50.0,,N. Young makes 3-pt jump shot from 24 ft (assist by D. Russell),11,18
56,1,4:36.0,Personal foul by J. Clarkson (drawn by S. Curry),,11,18
57,1,4:26.0,J. Anderson misses 2-pt layup from 1 ft,,11,18
58,1,4:25.0,,Defensive rebound by T. Robinson,11,18
59,1,4:17.0,,D. Russell misses 3-pt jump shot from 25 ft,11,18
60,1,4:16.0,Defensive rebound by D. Powell,,11,18
61,1,4:01.0,D. Harris makes 3-pt jump shot from 24 ft (assist by W. Matthews),,14,18
62,1,3:43.0,,N. Young makes 3-pt jump shot from 24 ft (assist by D. Russell),14,21
63,1,3:26.0,D. Powell makes 2-pt layup at rim (assist by S. Curry),,16,21
64,1,3:08.0,,D. Russell makes 2-pt layup from 1 ft (assist by N. Young),16,23
65,1,2:46.0,D. Harris makes 2-pt layup from 3 ft,,18,23
66,1,2:46.0,Shooting foul by T. Robinson (drawn by D. Harris),,18,23
67,1,2:46.0,,L. Williams enters the game for D. Russell,18,23
68,1,2:46.0,D. Harris makes free throw 1 of 1,,19,23
69,1,2:32.0,,B. Ingram misses 3-pt jump shot from 22 ft,19,23
70,1,2:31.0,,Offensive rebound by B. Ingram,19,23
71,1,2:29.0,Violation by D. Powell (kicked ball),,19,23
72,1,2:19.0,,J. Clarkson misses 2-pt layup from 1 ft,19,23
73,1,2:17.0,,Offensive rebound by T. Robinson,19,23
74,1,2:17.0,,T. Robinson makes 2-pt layup from 1 ft,19,25
75,1,1:59.0,W. Matthews makes 2-pt layup from 2 ft,,21,25
76,1,1:50.0,,L. Williams makes 2-pt layup from 2 ft,21,27
77,1,1:35.0,Def 3 sec tech foul by T. Robinson,,21,27
78,1,1:35.0,W. Matthews makes technical free throw,,22,27
79,1,1:35.0,,L. Deng enters the game for N. Young,22,27
80,1,1:26.0,D. Harris misses 3-pt jump shot from 25 ft,,22,27
81,1,1:24.0,,Defensive rebound by L. Deng,22,27
82,1,1:19.0,,Shooting foul by S. Curry (drawn by J. Clarkson),22,27
83,1,1:19.0,,J. Clarkson misses free throw 1 of 2,22,27
84,1,1:19.0,,Offensive rebound by Team,22,27
85,1,1:19.0,,J. Clarkson misses free throw 2 of 2,22,27
86,1,1:19.0,H. Barnes enters the game for W. Matthews,,22,27
87,1,1:19.0,A. Bogut enters the game for D. Powell,,22,27
88,1,1:18.0,Defensive rebound by J. Anderson,,22,27
89,1,1:00.0,H. Barnes makes 2-pt hook shot from 3 ft,,24,27
90,1,0:39.0,,L. Williams misses 3-pt jump shot from 25 ft,24,27
91,1,0:37.0,Defensive rebound by H. Barnes,,24,27
92,1,0:29.0,D. Harris makes 2-pt jump shot from 20 ft,,26,27
93,1,0:07.0,,Turnover by L. Williams (bad pass; steal by J. Anderson),26,27
94,1,0:04.0,S. Curry misses 2-pt jump shot from 20 ft,,26,27
95,1,0:02.0,,Defensive rebound by T. Robinson,26,27
96,2,11:43.0,,B. Ingram misses 2-pt jump shot from 14 ft,26,27
97,2,11:41.0,,Offensive rebound by T. Robinson,26,27
98,2,11:39.0,,Offensive foul by T. Robinson (drawn by A. Bogut),26,27
99,2,11:39.0,,Turnover by T. Robinson (offensive foul),26,27
100,2,11:30.0,Turnover by D. Williams (bad pass),,26,27
101,2,11:17.0,,Turnover by J. Clarkson (lost ball),26,27
102,2,11:02.0,H. Barnes misses 2-pt jump shot from 18 ft,,26,27
103,2,11:01.0,Offensive rebound by A. Bogut,,26,27
104,2,10:42.0,H. Barnes misses 2-pt jump shot from 15 ft,,26,27
105,2,10:40.0,,Defensive rebound by T. Robinson,26,27
106,2,10:32.0,,T. Robinson makes 2-pt layup from 2 ft (assist by L. Williams),26,29
107,2,10:19.0,Turnover by A. Bogut (bad pass; steal by J. Clarkson),,26,29
108,2,10:15.0,,J. Clarkson makes 2-pt dunk at rim,26,31
109,2,9:56.0,A. Bogut misses 2-pt layup from 1 ft,,26,31
110,2,9:53.0,,Defensive rebound by T. Robinson,26,31
111,2,9:50.0,,Shooting block foul by S. Curry (drawn by L. Williams),26,31
112,2,9:50.0,,L. Williams makes free throw 1 of 3,26,32
113,2,9:50.0,,L. Williams makes free throw 2 of 3,26,33
114,2,9:50.0,,L. Williams makes free throw 3 of 3,26,34
115,2,9:34.0,H. Barnes misses 2-pt jump shot from 8 ft,,26,34
116,2,9:32.0,,Defensive rebound by B. Ingram,26,34
117,2,9:29.0,,Shooting foul by S. Curry (drawn by B. Ingram),26,34
118,2,9:29.0,,B. Ingram makes free throw 1 of 2,26,35
119,2,9:29.0,,B. Ingram misses free throw 2 of 2,26,35
120,2,9:29.0,D. Harris enters the game for S. Curry,,26,35
121,2,9:28.0,Defensive rebound by J. Anderson,,26,35
122,2,9:15.0,D. Harris misses 2-pt jump shot from 5 ft,,26,35
123,2,9:12.0,,Defensive rebound by L. Williams,26,35
124,2,9:08.0,,J. Clarkson makes 2-pt layup from 2 ft,26,37
125,2,9:08.0,Dallas full timeout,,26,37
126,2,8:44.0,J. Anderson misses 2-pt jump shot from 10 ft,,26,37
127,2,8:43.0,,Defensive rebound by B. Ingram,26,37
128,2,8:32.0,,T. Robinson misses 2-pt hook shot from 8 ft,26,37
129,2,8:28.0,Defensive rebound by D. Williams,,26,37
130,2,8:21.0,D. Williams misses 2-pt layup from 1 ft,,26,37
131,2,8:19.0,Offensive rebound by A. Bogut,,26,37
132,2,8:19.0,A. Bogut makes 2-pt layup from 1 ft,,28,37
133,2,8:02.0,,J. Clarkson makes 2-pt jump shot from 19 ft,28,39
134,2,7:37.0,J. Anderson makes 3-pt jump shot from 23 ft (assist by D. Harris),,31,39
135,2,7:19.0,,J. Clarkson makes 2-pt layup from 2 ft,31,41
136,2,6:58.0,D. Williams misses 3-pt jump shot from 25 ft,,31,41
137,2,6:57.0,Offensive rebound by H. Barnes,,31,41
138,2,6:42.0,H. Barnes makes 2-pt layup from 2 ft,,33,41
139,2,6:40.0,,LA Lakers full timeout,33,41
140,2,6:40.0,D. Powell enters the game for H. Barnes,,33,41
141,2,6:40.0,D. Finney-Smith enters the game for A. Bogut,,33,41
142,2,6:40.0,W. Matthews enters the game for J. Anderson,,33,41
143,2,6:40.0,,J. Randle enters the game for T. Robinson,33,41
144,2,6:21.0,,L. Williams makes 2-pt layup at rim,33,43
145,2,6:06.0,Def 3 sec tech foul by J. Randle,,33,43
146,2,6:06.0,D. Williams makes technical free throw,,34,43
147,2,6:06.0,,D. Russell enters the game for L. Deng,34,43
148,2,5:57.0,D. Powell misses 3-pt jump shot from 24 ft,,34,43
149,2,5:56.0,,Defensive rebound by B. Ingram,34,43
150,2,5:44.0,,J. Randle makes 2-pt layup from 3 ft (assist by L. Williams),34,45
151,2,5:30.0,W. Matthews misses 2-pt jump shot from 6 ft,,34,45
152,2,5:28.0,Offensive rebound by D. Powell,,34,45
153,2,5:28.0,D. Powell makes 2-pt layup from 1 ft,,36,45
154,2,5:13.0,,Turnover by J. Randle (lost ball; steal by D. Williams),36,45
155,2,5:02.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Williams),,38,45
156,2,4:37.0,,D. Russell misses 3-pt jump shot from 25 ft,38,45
157,2,4:36.0,Defensive rebound by W. Matthews,,38,45
158,2,4:29.0,D. Powell makes 2-pt dunk at rim (assist by D. Williams),,40,45
159,2,4:29.0,,LA Lakers full timeout,40,45
160,2,4:29.0,,N. Young enters the game for B. Ingram,40,45
161,2,4:29.0,,L. Deng enters the game for J. Clarkson,40,45
162,2,4:10.0,,J. Randle makes 2-pt layup from 1 ft,40,47
163,2,3:48.0,Turnover by D. Harris (lost ball; steal by L. Deng),,40,47
164,2,3:35.0,,J. Randle makes 2-pt layup from 2 ft (assist by L. Williams),40,49
165,2,3:35.0,,Shooting foul by D. Powell (drawn by J. Randle),40,49
166,2,3:35.0,A. Bogut enters the game for D. Powell,,40,49
167,2,3:35.0,H. Barnes enters the game for D. Harris,,40,49
168,2,3:35.0,,J. Randle makes free throw 1 of 1,40,50
169,2,3:25.0,H. Barnes makes 2-pt jump shot from 15 ft (assist by D. Williams),,42,50
170,2,3:13.0,,Shooting foul by A. Bogut (drawn by L. Deng),42,50
171,2,3:13.0,,L. Deng makes free throw 1 of 2,42,51
172,2,3:13.0,,L. Deng misses free throw 2 of 2,42,51
173,2,3:13.0,,T. Mozgov enters the game for L. Williams,42,51
174,2,3:11.0,,Offensive rebound by T. Mozgov,42,51
175,2,2:54.0,,J. Randle misses 2-pt jump shot from 5 ft,42,51
176,2,2:53.0,Defensive rebound by W. Matthews,,42,51
177,2,2:36.0,Turnover by H. Barnes (bad pass),,42,51
178,2,2:36.0,Official timeout,,42,51
179,2,2:19.0,,T. Mozgov misses 2-pt hook shot from 2 ft,42,51
180,2,2:17.0,Defensive rebound by A. Bogut,,42,51
181,2,2:15.0,W. Matthews misses 3-pt jump shot from 24 ft,,42,51
182,2,2:15.0,Offensive rebound by Team,,42,51
183,2,2:15.0,,Loose ball foul by D. Russell (drawn by H. Barnes),42,51
184,2,2:02.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Williams),,45,51
185,2,1:41.0,,Shooting foul by D. Williams (drawn by D. Russell),45,51
186,2,1:41.0,,D. Russell makes free throw 1 of 2,45,52
187,2,1:41.0,,D. Russell makes free throw 2 of 2,45,53
188,2,1:33.0,Offensive foul by A. Bogut (drawn by N. Young),,45,53
189,2,1:33.0,Turnover by A. Bogut (offensive foul),,45,53
190,2,1:26.0,,Shooting foul by W. Matthews (drawn by J. Randle),45,53
191,2,1:26.0,,J. Randle makes free throw 1 of 2,45,54
192,2,1:26.0,,J. Randle makes free throw 2 of 2,45,55
193,2,1:08.0,Turnover by A. Bogut (offensive foul),,45,55
194,2,1:08.0,Offensive foul by A. Bogut (drawn by T. Mozgov),,45,55
195,2,1:08.0,D. Powell enters the game for A. Bogut,,45,55
196,2,1:08.0,,L. Williams enters the game for T. Mozgov,45,55
197,2,0:58.0,,D. Russell misses 3-pt jump shot from 24 ft,45,55
198,2,0:58.0,Defensive rebound by D. Powell,,45,55
199,2,0:40.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Williams),,47,55
200,2,0:30.0,,D. Russell makes 2-pt layup from 2 ft (assist by J. Randle),47,57
201,2,0:06.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by D. Williams),,50,57
202,2,0:03.0,,D. Russell misses 2-pt jump shot from 22 ft,50,57
203,2,0:00.0,Defensive rebound by D. Powell,,50,57
204,3,11:47.0,,T. Mozgov misses 2-pt jump shot from 17 ft,50,57
205,3,11:46.0,Defensive rebound by H. Barnes,,50,57
206,3,11:24.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by H. Barnes),,53,57
207,3,11:00.0,,J. Randle makes 2-pt layup from 2 ft,53,59
208,3,11:00.0,,Shooting foul by D. Williams (drawn by J. Randle),53,59
209,3,11:00.0,,J. Randle makes free throw 1 of 1,53,60
210,3,10:35.0,H. Barnes misses 3-pt jump shot from 23 ft,,53,60
211,3,10:33.0,,Defensive rebound by N. Young,53,60
212,3,10:25.0,,Turnover by J. Randle (lost ball; steal by D. Finney-Smith),53,60
213,3,10:19.0,D. Williams makes 2-pt layup from 1 ft (assist by D. Finney-Smith),,55,60
214,3,10:01.0,,D. Russell misses 2-pt jump shot from 21 ft,55,60
215,3,9:58.0,Defensive rebound by A. Bogut,,55,60
216,3,9:50.0,W. Matthews misses 3-pt jump shot from 23 ft,,55,60
217,3,9:50.0,Offensive rebound by D. Finney-Smith,,55,60
218,3,9:50.0,D. Finney-Smith makes 2-pt layup from 1 ft,,57,60
219,3,9:50.0,,LA Lakers full timeout,57,60
220,3,9:26.0,,N. Young makes 3-pt jump shot from 25 ft (assist by J. Randle),57,63
221,3,9:07.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by H. Barnes),,60,63
222,3,8:55.0,,N. Young makes 2-pt jump shot from 18 ft,60,65
223,3,8:26.0,W. Matthews misses 2-pt jump shot from 16 ft,,60,65
224,3,8:24.0,,Defensive rebound by T. Mozgov,60,65
225,3,8:14.0,,J. Randle misses 2-pt jump shot from 10 ft,60,65
226,3,8:12.0,Defensive rebound by H. Barnes,,60,65
227,3,7:53.0,H. Barnes makes 2-pt jump shot from 10 ft,,62,65
228,3,7:25.0,,D. Russell misses 2-pt layup from 1 ft (block by A. Bogut),62,65
229,3,7:24.0,Defensive rebound by W. Matthews,,62,65
230,3,7:17.0,Turnover by D. Finney-Smith (bad pass; steal by D. Russell),,62,65
231,3,7:09.0,,L. Deng misses 3-pt jump shot from 24 ft,62,65
232,3,7:08.0,Defensive rebound by D. Finney-Smith,,62,65
233,3,6:56.0,Shooting foul by T. Mozgov (drawn by H. Barnes),,62,65
234,3,6:56.0,H. Barnes makes free throw 1 of 2,,63,65
235,3,6:56.0,H. Barnes makes free throw 2 of 2,,64,65
236,3,6:38.0,,L. Deng misses 2-pt layup from 2 ft,64,65
237,3,6:37.0,Defensive rebound by H. Barnes,,64,65
238,3,6:30.0,Personal foul by D. Russell (drawn by D. Williams),,64,65
239,3,6:22.0,H. Barnes misses 2-pt jump shot from 18 ft,,64,65
240,3,6:20.0,Offensive rebound by W. Matthews,,64,65
241,3,6:15.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,64,65
242,3,6:14.0,Offensive rebound by H. Barnes,,64,65
243,3,6:03.0,Turnover by D. Williams (bad pass; steal by N. Young),,64,65
244,3,5:58.0,,B. Ingram enters the game for L. Deng,64,65
245,3,5:52.0,,D. Russell misses 2-pt jump shot from 18 ft,64,65
246,3,5:51.0,Defensive rebound by A. Bogut,,64,65
247,3,5:44.0,Personal foul by D. Russell (drawn by D. Williams),,64,65
248,3,5:31.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by A. Bogut),,67,65
249,3,5:18.0,,Turnover by D. Russell (bad pass; steal by D. Williams),67,65
250,3,5:06.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Williams),,70,65
251,3,5:06.0,,LA Lakers full timeout,70,65
252,3,5:06.0,,L. Deng enters the game for J. Randle,70,65
253,3,5:06.0,,J. Clarkson enters the game for T. Mozgov,70,65
254,3,5:06.0,,T. Robinson enters the game for N. Young,70,65
255,3,5:06.0,,L. Williams enters the game for D. Russell,70,65
