,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
256,3,5:06.0,D. Powell enters the game for H. Barnes,,70,65
257,3,5:06.0,S. Curry enters the game for A. Bogut,,70,65
258,3,5:06.0,D. Harris enters the game for D. Williams,,70,65
259,3,4:49.0,,J. Clarkson misses 2-pt jump shot from 8 ft,70,65
260,3,4:46.0,Defensive rebound by D. Finney-Smith,,70,65
261,3,4:36.0,W. Matthews misses 3-pt jump shot from 25 ft,,70,65
262,3,4:34.0,,Defensive rebound by L. Deng,70,65
263,3,4:21.0,,L. Williams misses 3-pt jump shot from 24 ft,70,65
264,3,4:20.0,Defensive rebound by D. Powell,,70,65
265,3,4:04.0,S. Curry makes 3-pt jump shot from 26 ft,,73,65
266,3,3:36.0,,T. Robinson makes 2-pt layup from 2 ft,73,67
267,3,3:15.0,S. Curry misses 2-pt jump shot from 10 ft,,73,67
268,3,3:12.0,,Defensive rebound by T. Robinson,73,67
269,3,2:52.0,,J. Clarkson misses 3-pt jump shot from 26 ft,73,67
270,3,2:51.0,Defensive rebound by S. Curry,,73,67
271,3,2:50.0,Dallas full timeout,,73,67
272,3,2:38.0,D. Powell misses 2-pt layup from 1 ft,,73,67
273,3,2:36.0,,Defensive rebound by T. Robinson,73,67
274,3,2:15.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by B. Ingram),73,70
275,3,1:58.0,D. Powell makes 2-pt dunk at rim (assist by D. Harris),,75,70
276,3,1:37.0,,B. Ingram misses 2-pt jump shot from 7 ft,75,70
277,3,1:36.0,,Offensive rebound by T. Robinson,75,70
278,3,1:28.0,,Turnover by L. Williams (bad pass; steal by S. Curry),75,70
279,3,1:20.0,D. Harris makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),,78,70
280,3,1:01.0,,L. Williams misses 2-pt jump shot from 14 ft,78,70
281,3,1:01.0,Defensive rebound by Team,,78,70
282,3,0:42.0,S. Curry makes 2-pt jump shot from 23 ft,,80,70
283,3,0:33.0,,Turnover by J. Clarkson (lost ball; steal by S. Curry),80,70
284,3,0:10.0,S. Curry misses 2-pt jump shot from 4 ft (block by T. Robinson),,80,70
285,3,0:10.0,,Defensive rebound by Team,80,70
286,3,0:06.0,,Offensive foul by L. Williams (drawn by D. Harris),80,70
287,3,0:06.0,,Turnover by L. Williams (offensive foul),80,70
288,3,0:04.0,Personal foul by L. Williams,,80,70
289,3,0:04.0,,Technical foul by L. Williams,80,70
290,3,0:04.0,W. Matthews makes technical free throw,,81,70
291,3,0:04.0,H. Barnes enters the game for D. Finney-Smith,,81,70
292,3,0:01.0,D. Harris misses 2-pt jump shot from 10 ft,,81,70
293,3,0:00.0,Offensive rebound by Team,,81,70
294,4,11:48.0,Turnover by D. Harris (bad pass; steal by T. Robinson),,81,70
295,4,11:40.0,,B. Ingram misses 2-pt layup from 3 ft (block by S. Mejri),81,70
296,4,11:39.0,,Offensive rebound by T. Robinson,81,70
297,4,11:28.0,,Turnover by L. Williams (lost ball; steal by H. Barnes),81,70
298,4,11:09.0,Turnover by S. Curry (dbl dribble),,81,70
299,4,10:54.0,,T. Robinson makes 2-pt hook shot from 3 ft,81,72
300,4,10:32.0,S. Curry makes 2-pt jump shot from 20 ft,,83,72
301,4,10:17.0,,L. Williams makes 2-pt layup at rim,83,74
302,4,9:54.0,H. Barnes misses 2-pt jump shot from 11 ft,,83,74
303,4,9:51.0,Offensive rebound by S. Mejri,,83,74
304,4,9:36.0,D. Harris misses 3-pt jump shot from 25 ft,,83,74
305,4,9:35.0,,Defensive rebound by B. Ingram,83,74
306,4,9:29.0,,Shooting foul by S. Curry (drawn by L. Williams),83,74
307,4,9:29.0,,L. Williams misses free throw 1 of 2,83,74
308,4,9:29.0,,Offensive rebound by Team,83,74
309,4,9:29.0,D. Williams enters the game for D. Harris,,83,74
310,4,9:29.0,,L. Williams makes free throw 2 of 2,83,75
311,4,9:18.0,Personal foul by J. Clarkson (drawn by H. Barnes),,83,75
312,4,9:07.0,Turnover by H. Barnes (lost ball; steal by J. Clarkson),,83,75
313,4,9:06.0,Loose ball foul by H. Barnes (drawn by J. Clarkson),,83,75
314,4,8:54.0,,L. Williams misses 2-pt jump shot from 20 ft,83,75
315,4,8:53.0,Defensive rebound by H. Barnes,,83,75
316,4,8:42.0,S. Mejri makes 2-pt dunk at rim (assist by D. Williams),,85,75
317,4,8:29.0,,Offensive foul by T. Robinson (drawn by D. Williams),85,75
318,4,8:29.0,,Turnover by T. Robinson (offensive foul),85,75
319,4,8:29.0,Official timeout,,85,75
320,4,8:29.0,,D. Russell enters the game for L. Deng,85,75
321,4,8:29.0,,N. Young enters the game for T. Robinson,85,75
322,4,8:29.0,,J. Randle enters the game for L. Williams,85,75
323,4,8:21.0,Shooting foul by B. Ingram (drawn by D. Finney-Smith),,85,75
324,4,8:21.0,D. Finney-Smith misses free throw 1 of 2,,85,75
325,4,8:21.0,Offensive rebound by Team,,85,75
326,4,8:21.0,D. Finney-Smith makes free throw 2 of 2,,86,75
327,4,8:06.0,,J. Clarkson misses 3-pt jump shot from 24 ft,86,75
328,4,8:05.0,Defensive rebound by S. Mejri,,86,75
329,4,7:47.0,H. Barnes misses 2-pt jump shot from 13 ft,,86,75
330,4,7:44.0,,Defensive rebound by J. Clarkson,86,75
331,4,7:30.0,,N. Young misses 3-pt jump shot from 26 ft,86,75
332,4,7:29.0,Defensive rebound by H. Barnes,,86,75
333,4,7:13.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Williams),,89,75
334,4,6:56.0,,B. Ingram makes 2-pt layup from 1 ft,89,77
335,4,6:44.0,Turnover by D. Williams (lost ball),,89,77
336,4,6:23.0,,D. Russell misses 3-pt jump shot from 25 ft,89,77
337,4,6:21.0,Defensive rebound by S. Mejri,,89,77
338,4,5:58.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,89,77
339,4,5:58.0,Offensive rebound by S. Mejri,,89,77
340,4,5:58.0,Turnover by Team (shot clock),,89,77
341,4,5:58.0,,LA Lakers full timeout,89,77
342,4,5:58.0,W. Matthews enters the game for D. Finney-Smith,,89,77
343,4,5:47.0,,Turnover by D. Russell (bad pass; steal by S. Curry),89,77
344,4,5:30.0,D. Williams makes 3-pt jump shot from 25 ft (assist by H. Barnes),,92,77
345,4,5:20.0,,Turnover by J. Randle (bad pass),92,77
346,4,5:09.0,Turnover by D. Williams (bad pass; steal by J. Clarkson),,92,77
347,4,5:05.0,,J. Clarkson makes 2-pt dunk at rim (assist by D. Russell),92,79
348,4,4:43.0,S. Mejri makes 2-pt hook shot from 4 ft (assist by W. Matthews),,94,79
349,4,4:28.0,,Shooting foul by D. Williams (drawn by J. Randle),94,79
350,4,4:28.0,,J. Randle makes free throw 1 of 2,94,80
351,4,4:28.0,,J. Randle makes free throw 2 of 2,94,81
352,4,4:12.0,Shooting foul by B. Ingram (drawn by W. Matthews),,94,81
353,4,4:12.0,W. Matthews makes free throw 1 of 2,,95,81
354,4,4:12.0,W. Matthews misses free throw 2 of 2,,95,81
355,4,4:11.0,,Defensive rebound by N. Young,95,81
356,4,3:56.0,,D. Russell misses 2-pt jump shot from 7 ft,95,81
357,4,3:53.0,,Offensive rebound by J. Randle,95,81
358,4,3:53.0,,J. Randle misses 2-pt layup from 2 ft,95,81
359,4,3:50.0,Defensive rebound by H. Barnes,,95,81
360,4,3:33.0,W. Matthews makes 2-pt jump shot from 18 ft,,97,81
361,4,3:22.0,,Shooting foul by D. Williams (drawn by J. Randle),97,81
362,4,3:22.0,,J. Randle makes free throw 1 of 2,97,82
363,4,3:22.0,Dallas full timeout,,97,82
364,4,3:22.0,,J. Randle misses free throw 2 of 2,97,82
365,4,3:20.0,Defensive rebound by S. Mejri,,97,82
366,4,3:12.0,Personal foul by B. Ingram (drawn by W. Matthews),,97,82
367,4,3:00.0,H. Barnes misses 3-pt jump shot from 22 ft,,97,82
368,4,2:59.0,,Defensive rebound by J. Randle,97,82
369,4,2:42.0,,Shooting foul by D. Williams (drawn by D. Russell),97,82
370,4,2:42.0,,D. Russell makes free throw 1 of 2,97,83
371,4,2:42.0,D. Harris enters the game for D. Williams,,97,82
372,4,2:42.0,,D. Russell makes free throw 2 of 2,97,84
373,4,2:22.0,W. Matthews misses 3-pt jump shot from 25 ft,,97,84
374,4,2:20.0,Offensive rebound by Team,,97,84
375,4,2:08.0,D. Harris makes 3-pt jump shot from 25 ft (assist by H. Barnes),,100,84
376,4,1:57.0,,J. Clarkson makes 2-pt layup from 2 ft,100,86
377,4,1:33.0,D. Harris misses 2-pt jump shot from 8 ft,,100,86
378,4,1:30.0,,Defensive rebound by D. Russell,100,86
379,4,1:27.0,,J. Randle makes 2-pt dunk at rim (assist by D. Russell),100,88
380,4,1:06.0,H. Barnes misses 2-pt jump shot from 17 ft,,100,88
381,4,1:04.0,Offensive rebound by S. Mejri,,100,88
382,4,0:50.0,Shooting foul by J. Randle (drawn by W. Matthews),,100,88
383,4,0:50.0,W. Matthews makes free throw 1 of 2,,101,88
384,4,0:50.0,W. Matthews misses free throw 2 of 2,,101,88
385,4,0:48.0,,Defensive rebound by J. Randle,101,88
386,4,0:42.0,,N. Young misses 2-pt jump shot from 22 ft,101,88
387,4,0:39.0,Defensive rebound by D. Harris,,101,88
388,4,0:18.0,Turnover by Team (shot clock),,101,88
389,4,0:13.0,,Shooting foul by D. Harris (drawn by J. Randle),101,88
390,4,0:13.0,,J. Randle misses free throw 1 of 2,101,88
