,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,ATLANTA_ACTION,SACRAMENTO_SCORE,ATLANTA_SCORE
81,1,3:13.0,,P. Millsap makes 2-pt hook shot from 6 ft,11,18
82,1,2:54.0,R. Gay misses 2-pt jump shot from 15 ft,,11,18
83,1,2:53.0,,Defensive rebound by T. Sefolosha,11,18
84,1,2:48.0,,Turnover by T. Sefolosha (bad pass; steal by W. Cauley-Stein),11,18
85,1,2:40.0,Personal foul by T. Hardaway (drawn by B. McLemore),,11,18
86,1,2:40.0,Sacramento full timeout,,11,18
87,1,2:40.0,,D. Howard enters the game for P. Millsap,11,18
88,1,2:30.0,M. Barnes misses 2-pt jump shot from 20 ft,,11,18
89,1,2:29.0,,Defensive rebound by D. Howard,11,18
90,1,2:25.0,,Turnover by T. Hardaway (bad pass; steal by M. Barnes),11,18
91,1,2:13.0,M. Barnes misses 3-pt jump shot from 25 ft,,11,18
92,1,2:12.0,,Defensive rebound by M. Delaney,11,18
93,1,2:00.0,,Personal foul by W. Cauley-Stein (drawn by D. Howard),11,18
94,1,2:00.0,,D. Howard makes free throw 1 of 2,11,19
95,1,2:00.0,,D. Howard misses free throw 2 of 2,11,19
96,1,1:59.0,Defensive rebound by M. Barnes,,11,19
97,1,1:43.0,R. Gay makes 2-pt hook shot from 7 ft,,13,19
98,1,1:35.0,,Personal foul by B. McLemore (drawn by T. Hardaway),13,19
99,1,1:35.0,,T. Hardaway makes free throw 1 of 2,13,20
100,1,1:35.0,,T. Hardaway misses free throw 2 of 2,13,20
101,1,1:34.0,Defensive rebound by M. Barnes,,13,20
102,1,1:09.0,M. Barnes misses 3-pt jump shot from 25 ft,,13,20
103,1,1:08.0,Offensive rebound by Team,,13,20
104,1,1:08.0,,Loose ball foul by M. Delaney (drawn by G. Temple),13,20
105,1,1:01.0,G. Temple misses 2-pt jump shot from 19 ft,,13,20
106,1,1:00.0,Offensive rebound by Team,,13,20
107,1,0:49.0,G. Temple makes 2-pt jump shot from 17 ft,,15,20
108,1,0:33.0,,D. Howard makes 2-pt dunk at rim (assist by M. Delaney),15,22
109,1,0:17.0,Offensive foul by W. Cauley-Stein (drawn by M. Delaney),,15,22
110,1,0:17.0,Turnover by W. Cauley-Stein (offensive foul),,15,22
111,1,0:17.0,,K. Korver enters the game for T. Sefolosha,15,22
112,1,0:03.0,,M. Delaney misses 3-pt jump shot from 25 ft,15,22
113,1,0:01.0,,Offensive rebound by D. Howard,15,22
114,1,0:01.0,,D. Howard misses 2-pt layup from 3 ft (block by W. Cauley-Stein),15,22
115,1,0:00.0,Defensive rebound by M. Barnes,,15,22
116,2,11:46.0,,T. Hardaway misses 2-pt jump shot from 9 ft,15,22
117,2,11:43.0,,Offensive rebound by M. Muscala,15,22
118,2,11:39.0,,T. Hardaway misses 3-pt jump shot from 23 ft,15,22
119,2,11:37.0,,Offensive rebound by M. Muscala,15,22
120,2,11:21.0,,T. Hardaway makes 2-pt layup at rim (assist by M. Delaney),15,24
121,2,10:57.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,15,24
122,2,10:57.0,,Defensive rebound by Team,15,24
123,2,10:57.0,,K. Korver enters the game for T. Hardaway,15,24
124,2,10:44.0,,Shooting foul by W. Cauley-Stein (drawn by D. Howard),15,24
125,2,10:44.0,,D. Howard misses free throw 1 of 2,15,24
126,2,10:44.0,,Offensive rebound by Team,15,24
127,2,10:44.0,,D. Howard misses free throw 2 of 2,15,24
128,2,10:44.0,,K. Humphries enters the game for M. Muscala,15,24
129,2,10:44.0,K. Koufos enters the game for W. Cauley-Stein,,15,24
130,2,10:43.0,Defensive rebound by K. Koufos,,15,24
131,2,10:30.0,B. McLemore makes 2-pt jump shot from 19 ft (assist by G. Temple),,17,24
132,2,10:18.0,,M. Delaney makes 3-pt jump shot from 23 ft (assist by T. Sefolosha),17,27
133,2,9:59.0,Turnover by A. Tolliver (bad pass; steal by T. Sefolosha),,17,27
134,2,9:43.0,,T. Sefolosha makes 2-pt jump shot from 18 ft (assist by K. Humphries),17,29
135,2,9:36.0,Sacramento full timeout,,17,29
136,2,9:36.0,D. Cousins enters the game for M. Barnes,,17,29
137,2,9:29.0,G. Temple makes 2-pt jump shot from 19 ft,,19,29
138,2,9:15.0,,Atlanta full timeout,19,29
139,2,9:15.0,T. Lawson enters the game for G. Temple,,19,29
140,2,9:02.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by K. Humphries),19,32
141,2,8:48.0,Personal foul by K. Humphries (drawn by D. Cousins),,19,32
142,2,8:36.0,T. Lawson makes 2-pt jump shot from 19 ft,,21,32
143,2,8:24.0,,D. Howard makes 2-pt layup at rim (assist by T. Sefolosha),21,34
144,2,8:15.0,T. Lawson makes 2-pt layup from 1 ft,,23,34
145,2,7:59.0,,D. Howard misses 2-pt jump shot from 4 ft,23,34
146,2,7:57.0,Defensive rebound by D. Cousins,,23,34
147,2,7:49.0,Shooting foul by T. Sefolosha (drawn by T. Lawson),,23,34
148,2,7:49.0,T. Lawson makes free throw 1 of 2,,24,34
149,2,7:49.0,T. Lawson misses free throw 2 of 2,,24,34
150,2,7:49.0,,D. Schröder enters the game for M. Delaney,24,34
151,2,7:49.0,,K. Bazemore enters the game for T. Sefolosha,24,34
152,2,7:48.0,Offensive rebound by T. Lawson,,24,34
153,2,7:43.0,B. McLemore makes 3-pt jump shot from 22 ft (assist by T. Lawson),,27,34
154,2,7:39.0,,Turnover by K. Humphries (bad pass; steal by T. Lawson),27,34
155,2,7:37.0,D. Cousins makes 2-pt dunk at rim (assist by T. Lawson),,29,34
156,2,7:37.0,,Atlanta full timeout,29,34
157,2,7:26.0,,D. Schröder makes 2-pt layup from 2 ft,29,36
158,2,7:03.0,K. Koufos makes 2-pt hook shot from 6 ft,,31,36
159,2,6:53.0,,Shooting foul by T. Lawson (drawn by D. Howard),31,36
160,2,6:53.0,,D. Howard misses free throw 1 of 2,31,36
161,2,6:53.0,,Offensive rebound by Team,31,36
162,2,6:53.0,,P. Millsap enters the game for K. Humphries,31,36
163,2,6:53.0,A. Afflalo enters the game for A. Tolliver,,31,36
164,2,6:53.0,,D. Howard makes free throw 2 of 2,31,37
165,2,6:37.0,Turnover by T. Lawson (bad pass; steal by P. Millsap),,31,37
166,2,6:28.0,,K. Korver misses 2-pt jump shot from 20 ft,31,37
167,2,6:27.0,,Offensive rebound by D. Howard,31,37
168,2,6:22.0,,D. Howard misses 2-pt layup from 1 ft (block by K. Koufos),31,37
169,2,6:21.0,,Offensive rebound by D. Howard,31,37
170,2,6:21.0,,Shooting foul by K. Koufos (drawn by D. Howard),31,37
171,2,6:21.0,,D. Howard makes free throw 1 of 2,31,38
172,2,6:21.0,,D. Howard misses free throw 2 of 2,31,38
173,2,6:21.0,G. Temple enters the game for T. Lawson,,31,38
174,2,6:20.0,Defensive rebound by D. Cousins,,31,38
175,2,6:08.0,Def 3 sec tech foul by D. Howard,,31,38
176,2,6:08.0,D. Cousins misses technical free throw,,31,38
177,2,6:08.0,Offensive rebound by Team,,31,38
178,2,6:08.0,,K. Humphries enters the game for D. Howard,31,38
179,2,6:02.0,B. McLemore makes 2-pt jump shot from 13 ft (assist by G. Temple),,33,38
180,2,5:45.0,,Turnover by P. Millsap (bad pass; steal by K. Koufos),33,38
181,2,5:38.0,B. McLemore misses 3-pt jump shot from 25 ft,,33,38
182,2,5:36.0,Offensive rebound by D. Cousins,,33,38
183,2,5:36.0,Personal foul by P. Millsap (drawn by D. Cousins),,33,38
184,2,5:25.0,Shooting foul by P. Millsap (drawn by B. McLemore),,33,38
185,2,5:25.0,B. McLemore makes free throw 1 of 2,,34,38
186,2,5:25.0,B. McLemore misses free throw 2 of 2,,34,38
187,2,5:23.0,,Defensive rebound by K. Humphries,34,38
188,2,5:14.0,,D. Schröder misses 2-pt layup from 2 ft,34,38
189,2,5:12.0,Defensive rebound by D. Cousins,,34,38
190,2,5:02.0,D. Cousins makes 2-pt dunk at rim (assist by B. McLemore),,36,38
191,2,4:44.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by P. Millsap),36,41
192,2,4:22.0,D. Cousins misses 3-pt jump shot from 25 ft,,36,41
193,2,4:20.0,,Defensive rebound by P. Millsap,36,41
194,2,4:13.0,,K. Korver makes 2-pt jump shot from 16 ft (assist by P. Millsap),36,43
195,2,3:56.0,B. McLemore misses 2-pt jump shot from 12 ft,,36,43
196,2,3:55.0,,Defensive rebound by P. Millsap,36,43
197,2,3:51.0,,K. Bazemore misses 2-pt layup from 1 ft (block by G. Temple),36,43
198,2,3:48.0,Defensive rebound by D. Cousins,,36,43
199,2,3:47.0,R. Gay enters the game for B. McLemore,,36,43
200,2,3:47.0,,M. Muscala enters the game for K. Humphries,36,43
201,2,3:39.0,G. Temple misses 2-pt jump shot from 12 ft,,36,43
202,2,3:38.0,,Defensive rebound by P. Millsap,36,43
203,2,3:20.0,,M. Muscala makes 2-pt jump shot from 19 ft (assist by D. Schröder),36,45
204,2,3:11.0,Personal foul by K. Korver (drawn by A. Afflalo),,36,45
205,2,3:11.0,A. Afflalo makes free throw 1 of 2,,37,45
206,2,3:11.0,M. Barnes enters the game for K. Koufos,,36,45
207,2,3:11.0,A. Afflalo makes free throw 2 of 2,,38,45
208,2,3:01.0,,Personal foul by D. Cousins (drawn by P. Millsap),38,45
209,2,2:57.0,,D. Schröder misses 2-pt jump shot from 15 ft,38,45
210,2,2:55.0,,Offensive rebound by M. Muscala,38,45
211,2,2:50.0,Official timeout,,38,45
212,2,2:47.0,,K. Bazemore misses 2-pt layup at rim,38,45
213,2,2:45.0,Defensive rebound by R. Gay,,38,45
214,2,2:32.0,,T. Hardaway enters the game for K. Korver,38,45
215,2,2:25.0,D. Cousins misses 2-pt hook shot from 8 ft,,38,45
216,2,2:23.0,,Defensive rebound by P. Millsap,38,45
217,2,2:06.0,,D. Schröder makes 2-pt layup at rim,38,47
218,2,1:54.0,Shooting foul by K. Bazemore (drawn by R. Gay),,38,47
219,2,1:54.0,R. Gay makes free throw 1 of 2,,39,47
220,2,1:54.0,,T. Sefolosha enters the game for K. Bazemore,39,47
221,2,1:54.0,,D. Howard enters the game for P. Millsap,39,47
222,2,1:54.0,R. Gay makes free throw 2 of 2,,40,47
223,2,1:41.0,,D. Schröder misses 3-pt jump shot from 25 ft,40,47
224,2,1:40.0,,Offensive rebound by Team,40,47
225,2,1:40.0,Loose ball foul by A. Afflalo (drawn by D. Howard),,40,47
226,2,1:40.0,,D. Howard misses free throw 1 of 2,40,47
227,2,1:40.0,,Offensive rebound by Team,40,47
228,2,1:40.0,,D. Howard misses free throw 2 of 2,40,47
229,2,1:40.0,B. McLemore enters the game for A. Afflalo,,40,47
230,2,1:39.0,Defensive rebound by D. Cousins,,40,47
231,2,1:21.0,G. Temple makes 2-pt layup from 2 ft,,42,47
232,2,1:15.0,,Personal foul by D. Cousins (drawn by D. Howard),42,47
233,2,1:15.0,,D. Howard misses free throw 1 of 2,42,47
234,2,1:15.0,,Offensive rebound by Team,42,47
235,2,1:15.0,,D. Howard misses free throw 2 of 2,42,47
236,2,1:13.0,Defensive rebound by D. Cousins,,42,47
237,2,0:55.0,B. McLemore makes 2-pt jump shot from 7 ft,,44,47
238,2,0:30.0,,D. Schröder misses 3-pt jump shot from 24 ft,44,47
239,2,0:28.0,,Offensive rebound by Team,44,47
240,2,0:28.0,,P. Millsap enters the game for M. Muscala,44,47
241,2,0:26.0,,P. Millsap misses 2-pt jump shot from 18 ft,44,47
242,2,0:25.0,,Offensive rebound by T. Hardaway,44,47
243,2,0:25.0,,T. Hardaway makes 2-pt layup from 1 ft,44,49
244,2,0:25.0,,Shooting foul by R. Gay (drawn by T. Hardaway),44,49
245,2,0:25.0,,T. Hardaway misses free throw 1 of 1,44,49
246,2,0:25.0,,Offensive rebound by Team,44,49
247,2,0:25.0,Loose ball foul by R. Gay (drawn by T. Hardaway),,44,49
248,2,0:25.0,,M. Muscala makes free throw 1 of 2,44,50
249,2,0:25.0,Sacramento full timeout,,44,50
250,2,0:25.0,,M. Muscala enters the game for P. Millsap,44,49
251,2,0:25.0,,M. Muscala makes free throw 2 of 2,44,51
252,2,0:00.0,R. Gay misses 2-pt jump shot from 13 ft,,44,51
253,2,0:00.0,,Defensive rebound by Team,44,51
254,2,0:00.0,Loose ball foul by M. Barnes (drawn by M. Muscala),,44,51
255,2,0:00.0,,M. Muscala makes free throw 1 of 2,44,52
256,2,0:00.0,,M. Muscala makes free throw 2 of 2,44,53
257,3,11:50.0,,Shooting foul by K. Koufos (drawn by D. Howard),44,53
258,3,11:50.0,,D. Howard makes free throw 1 of 2,44,54
259,3,11:50.0,,D. Howard makes free throw 2 of 2,44,55
260,3,11:33.0,Offensive foul by K. Koufos (drawn by K. Korver),,44,55
261,3,11:33.0,Turnover by K. Koufos (offensive foul),,44,55
262,3,11:20.0,,D. Howard misses 2-pt hook shot from 6 ft,44,55
263,3,11:18.0,Defensive rebound by D. Cousins,,44,55
264,3,11:11.0,R. Gay misses 3-pt jump shot from 25 ft,,44,55
265,3,11:10.0,,Defensive rebound by D. Howard,44,55
266,3,10:57.0,,D. Schröder misses 2-pt jump shot from 16 ft,44,55
267,3,10:54.0,,Offensive rebound by D. Schröder,44,55
268,3,10:48.0,,Turnover by K. Korver (bad pass; steal by A. Afflalo),44,55
269,3,10:42.0,R. Gay makes 2-pt layup from 2 ft (assist by T. Lawson),,46,55
270,3,10:28.0,,K. Korver misses 3-pt jump shot from 25 ft,46,55
271,3,10:25.0,Defensive rebound by K. Koufos,,46,55
272,3,10:13.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by T. Lawson),,49,55
273,3,9:57.0,,K. Korver misses 2-pt jump shot from 21 ft,49,55
274,3,9:56.0,Defensive rebound by R. Gay,,49,55
275,3,9:50.0,K. Koufos makes 2-pt layup from 2 ft (assist by R. Gay),,51,55
276,3,9:37.0,,D. Schröder misses 2-pt jump shot from 11 ft,51,55
277,3,9:35.0,,Offensive rebound by D. Howard,51,55
278,3,9:20.0,,P. Millsap makes 2-pt jump shot from 11 ft,51,57
279,3,8:54.0,D. Cousins misses 3-pt jump shot from 24 ft,,51,57
280,3,8:53.0,Offensive rebound by K. Koufos,,51,57
281,3,8:51.0,Turnover by K. Koufos (bad pass; steal by P. Millsap),,51,57
282,3,8:41.0,,K. Bazemore misses 3-pt jump shot from 25 ft,51,57
283,3,8:40.0,,Offensive rebound by D. Howard,51,57
284,3,8:31.0,,Turnover by D. Schröder (lost ball; steal by T. Lawson),51,57
285,3,8:24.0,A. Afflalo makes 2-pt jump shot from 11 ft (assist by R. Gay),,53,57
286,3,8:03.0,,P. Millsap misses 2-pt jump shot from 8 ft (block by D. Cousins),53,57
287,3,8:01.0,,Offensive rebound by P. Millsap,53,57
288,3,7:59.0,,Turnover by P. Millsap (bad pass; steal by R. Gay),53,57
289,3,7:52.0,A. Afflalo makes 2-pt layup from 2 ft (assist by R. Gay),,55,57
290,3,7:52.0,,Atlanta full timeout,55,57
291,3,7:38.0,,Shooting foul by R. Gay (drawn by D. Howard),55,57
292,3,7:38.0,,D. Howard misses free throw 1 of 2,55,57
293,3,7:38.0,,Offensive rebound by Team,55,57
294,3,7:38.0,,D. Howard makes free throw 2 of 2,55,58
295,3,7:19.0,R. Gay makes 2-pt dunk at rim (assist by A. Afflalo),,57,58
296,3,7:19.0,Shooting foul by P. Millsap (drawn by R. Gay),,57,58
297,3,7:19.0,R. Gay makes free throw 1 of 1,,58,58
298,3,7:08.0,,K. Bazemore makes 2-pt layup from 3 ft (assist by P. Millsap),58,60
299,3,6:52.0,T. Lawson makes 3-pt jump shot from 25 ft (assist by K. Koufos),,61,60
300,3,6:41.0,,P. Millsap misses 2-pt layup from 1 ft,61,60
301,3,6:41.0,Defensive rebound by Team,,61,60
302,3,6:41.0,,Loose ball foul by P. Millsap (drawn by K. Koufos),61,60
303,3,6:41.0,,Technical foul by P. Millsap,61,60
304,3,6:41.0,A. Afflalo makes technical free throw,,62,60
305,3,6:41.0,,M. Muscala enters the game for P. Millsap,62,60
306,3,6:26.0,D. Cousins makes 2-pt layup from 2 ft (assist by K. Koufos),,64,60
307,3,6:15.0,,Turnover by D. Howard (3 sec),64,60
308,3,5:59.0,R. Gay makes 2-pt jump shot from 14 ft (assist by D. Cousins),,66,60
309,3,5:49.0,,Shooting foul by R. Gay (drawn by K. Bazemore),66,60
310,3,5:49.0,,K. Bazemore makes free throw 1 of 2,66,61
311,3,5:49.0,M. Barnes enters the game for R. Gay,,66,61
312,3,5:49.0,,K. Bazemore makes free throw 2 of 2,66,62
313,3,5:39.0,D. Cousins misses 2-pt jump shot from 20 ft,,66,62
314,3,5:39.0,Offensive rebound by Team,,66,62
315,3,5:39.0,,Loose ball foul by M. Muscala (drawn by K. Koufos),66,62
316,3,5:39.0,A. Tolliver enters the game for K. Koufos,,66,62
317,3,5:33.0,Personal foul by D. Howard (drawn by D. Cousins),,66,62
318,3,5:26.0,Shooting foul by D. Howard (drawn by D. Cousins),,66,62
319,3,5:26.0,D. Cousins makes free throw 1 of 2,,67,62
320,3,5:26.0,D. Cousins misses free throw 2 of 2,,67,62
321,3,5:25.0,,Defensive rebound by D. Howard,67,62
322,3,5:13.0,,K. Bazemore misses 3-pt jump shot from 25 ft,67,62
323,3,5:10.0,,Offensive rebound by D. Howard,67,62
324,3,5:08.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Howard),67,65
325,3,4:55.0,Turnover by D. Cousins (bad pass; steal by K. Bazemore),,67,65
326,3,4:55.0,,Clear path foul by M. Barnes,67,65
327,3,4:55.0,,K. Bazemore makes clear path free throw 1 of 2,67,66
328,3,4:55.0,,K. Bazemore makes clear path free throw 2 of 2,67,67
329,3,4:37.0,,D. Howard makes 2-pt hook shot from 4 ft (assist by D. Schröder),67,69
330,3,4:26.0,Offensive foul by D. Cousins (drawn by D. Schröder),,67,69
331,3,4:26.0,Turnover by D. Cousins (offensive foul),,67,69
332,3,4:26.0,,T. Hardaway enters the game for K. Korver,67,69
333,3,4:15.0,,K. Bazemore misses 3-pt jump shot from 25 ft,67,69
334,3,4:15.0,Defensive rebound by Team,,67,69
335,3,4:15.0,,Loose ball foul by D. Howard (drawn by M. Barnes),67,69
336,3,4:15.0,M. Barnes makes free throw 1 of 2,,68,69
337,3,4:15.0,,K. Humphries enters the game for D. Howard,68,69
338,3,4:15.0,M. Barnes makes free throw 2 of 2,,69,69
339,3,4:07.0,,Shooting foul by D. Cousins (drawn by D. Schröder),69,69
340,3,4:07.0,,D. Schröder makes free throw 1 of 2,69,70
341,3,4:07.0,G. Temple enters the game for T. Lawson,,69,70
342,3,4:07.0,,D. Schröder makes free throw 2 of 2,69,71
343,3,3:46.0,D. Cousins misses 3-pt jump shot from 26 ft,,69,71
344,3,3:44.0,,Defensive rebound by T. Hardaway,69,71
345,3,3:20.0,,K. Humphries makes 3-pt jump shot from 26 ft (assist by D. Schröder),69,74
346,3,3:19.0,Sacramento full timeout,,69,74
347,3,3:19.0,,T. Sefolosha enters the game for K. Bazemore,69,74
348,3,3:19.0,B. McLemore enters the game for A. Afflalo,,69,74
349,3,3:10.0,Turnover by M. Barnes (bad pass),,69,74
350,3,3:08.0,,Personal foul by D. Cousins (drawn by K. Humphries),69,74
351,3,3:08.0,,K. Humphries makes free throw 1 of 2,69,75
352,3,3:08.0,W. Cauley-Stein enters the game for D. Cousins,,69,75
353,3,3:08.0,,M. Delaney enters the game for D. Schröder,69,75
354,3,3:08.0,,K. Humphries makes free throw 2 of 2,69,76
355,3,2:57.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by G. Temple),,72,76
356,3,2:33.0,,M. Muscala misses 2-pt jump shot from 14 ft,72,76
357,3,2:31.0,Defensive rebound by G. Temple,,72,76
358,3,2:18.0,B. McLemore misses 2-pt jump shot from 13 ft,,72,76
359,3,2:17.0,,Defensive rebound by M. Delaney,72,76
360,3,2:09.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by M. Delaney),72,78
361,3,1:57.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),,75,78
362,3,1:35.0,,T. Hardaway misses 3-pt jump shot from 25 ft,75,78
363,3,1:34.0,Defensive rebound by M. Barnes,,75,78
364,3,1:25.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by M. Barnes),,78,78
365,3,1:04.0,,M. Delaney misses 3-pt jump shot from 25 ft,78,78
366,3,1:03.0,,Offensive rebound by Team,78,78
367,3,0:49.0,,M. Delaney misses 2-pt jump shot from 22 ft,78,78
368,3,0:48.0,,Offensive rebound by Team,78,78
369,3,0:48.0,Loose ball foul by A. Tolliver (drawn by M. Muscala),,78,78
370,3,0:48.0,,M. Muscala makes free throw 1 of 2,78,79
371,3,0:48.0,,M. Muscala misses free throw 2 of 2,78,79
372,3,0:48.0,,K. Bazemore enters the game for K. Humphries,78,79
373,3,0:47.0,Defensive rebound by A. Tolliver,,78,79
374,3,0:33.0,W. Cauley-Stein misses 2-pt dunk at rim (block by K. Bazemore),,78,79
375,3,0:30.0,,Defensive rebound by T. Sefolosha,78,79
376,3,0:27.0,,Turnover by T. Sefolosha (traveling),78,79
377,3,0:10.0,G. Temple makes 3-pt jump shot from 25 ft (assist by A. Tolliver),,81,79
378,4,11:53.0,Personal foul by M. Delaney (drawn by G. Temple),,81,79
379,4,11:34.0,B. McLemore makes 2-pt jump shot from 20 ft (assist by M. Barnes),,83,79
380,4,11:19.0,,K. Bazemore makes 2-pt jump shot from 18 ft (assist by M. Delaney),83,81
381,4,11:08.0,G. Temple misses 3-pt jump shot from 24 ft,,83,81
382,4,11:07.0,,Defensive rebound by T. Sefolosha,83,81
383,4,10:54.0,,Shooting foul by M. Barnes (drawn by P. Millsap),83,81
384,4,10:54.0,,P. Millsap misses free throw 1 of 2,83,81
