,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CLEVELAND_ACTION,WASHINGTON_SCORE,CLEVELAND_SCORE
389,4,3:47.0,J. Wall misses 2-pt jump shot from 15 ft,,119,109
390,4,3:47.0,,Defensive rebound by L. James,119,109
391,4,3:39.0,,L. James misses 2-pt jump shot from 14 ft,119,109
392,4,3:38.0,,Offensive rebound by L. James,119,109
393,4,3:37.0,,Shooting foul by M. Morris (drawn by L. James),119,109
394,4,3:37.0,,L. James makes free throw 1 of 2,119,110
395,4,3:37.0,,L. James makes free throw 2 of 2,119,111
396,4,3:19.0,B. Beal misses 2-pt layup at rim,,119,111
397,4,3:17.0,,Defensive rebound by K. Korver,119,111
398,4,3:11.0,,Turnover by K. Irving (bad pass),119,111
399,4,2:50.0,J. Wall makes 2-pt layup from 2 ft,,121,111
400,4,2:28.0,,Turnover by L. James (bad pass; steal by O. Porter),121,111
401,4,2:23.0,O. Porter makes 2-pt dunk at rim (assist by J. Wall),,123,111
402,4,2:23.0,,Cleveland full timeout,123,111
403,4,2:23.0,,D. Williams enters the game for L. James,123,111
404,4,2:23.0,,J. Jones enters the game for K. Love,123,111
405,4,2:23.0,,L. Sanders enters the game for T. Thompson,123,111
406,4,2:23.0,,D. Liggins enters the game for K. Irving,123,111
407,4,2:23.0,,D. Williams enters the game for K. Korver,123,111
408,4,2:04.0,,D. Williams misses 2-pt jump shot from 17 ft,123,111
409,4,2:03.0,,Offensive rebound by D. Liggins,123,111
410,4,1:48.0,,D. Williams makes 2-pt jump shot from 8 ft (assist by D. Williams),123,113
411,4,1:25.0,J. Wall misses 2-pt jump shot from 16 ft,,123,113
412,4,1:22.0,Offensive rebound by K. Oubre,,123,113
413,4,1:22.0,Washington full timeout,,123,113
414,4,1:01.0,B. Beal makes 2-pt jump shot from 21 ft,,125,113
415,4,0:57.0,,Personal foul by K. Oubre (drawn by D. Williams),125,113
416,4,0:57.0,,D. Williams makes free throw 1 of 2,125,114
417,4,0:57.0,B. Jennings enters the game for O. Porter,,125,114
418,4,0:57.0,T. Satoranský enters the game for M. Morris,,125,114
419,4,0:57.0,D. Ochefu enters the game for B. Beal,,125,114
420,4,0:57.0,S. Mac enters the game for J. Wall,,125,114
421,4,0:57.0,,D. Williams makes free throw 2 of 2,125,115
422,4,0:46.0,B. Jennings misses 3-pt jump shot from 26 ft,,125,115
423,4,0:45.0,,Defensive rebound by D. Liggins,125,115
424,4,0:33.0,,Turnover by D. Williams (bad pass; steal by B. Jennings),125,115
425,4,0:29.0,T. Satoranský makes 2-pt dunk from 1 ft (assist by B. Jennings),,127,115
426,4,0:12.0,,Turnover by J. Jones (bad pass; steal by T. Satoranský),127,115
