,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SACRAMENTO_ACTION,MINNESOTA_SCORE,SACRAMENTO_SCORE
276,3,4:45.0,N. Bjelica enters the game for C. Aldrich,,71,72
277,3,4:38.0,,Personal foul by K. Towns (drawn by D. Cousins),71,72
278,3,4:38.0,,D. Cousins makes free throw 1 of 2,71,73
279,3,4:38.0,,D. Cousins makes free throw 2 of 2,71,74
280,3,4:15.0,Shooting foul by M. Barnes (drawn by N. Bjelica),,71,74
281,3,4:15.0,N. Bjelica misses free throw 1 of 2,,71,74
282,3,4:15.0,Offensive rebound by Team,,71,74
283,3,4:15.0,K. Dunn enters the game for R. Rubio,,71,74
284,3,4:15.0,N. Bjelica makes free throw 2 of 2,,72,74
285,3,3:53.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by N. Bjelica),72,74
286,3,3:52.0,,Offensive rebound by D. Cousins,72,74
287,3,3:52.0,,D. Cousins makes 2-pt layup from 2 ft,72,76
288,3,3:52.0,,Shooting foul by K. Dunn (drawn by D. Cousins),72,76
289,3,3:52.0,,D. Cousins makes free throw 1 of 1,72,77
290,3,3:32.0,N. Bjelica misses 3-pt jump shot from 27 ft,,72,77
291,3,3:32.0,,Defensive rebound by Team,72,77
292,3,3:20.0,,D. Cousins misses 2-pt jump shot from 18 ft,72,77
293,3,3:20.0,,Offensive rebound by R. Gay,72,77
294,3,3:20.0,,R. Gay makes 2-pt layup from 3 ft,72,79
295,3,3:20.0,,Shooting foul by N. Bjelica (drawn by R. Gay),72,79
296,3,3:20.0,,R. Gay makes free throw 1 of 1,72,80
297,3,3:03.0,N. Bjelica misses 3-pt jump shot from 25 ft,,72,80
298,3,3:03.0,,Defensive rebound by Team,72,80
299,3,3:03.0,Loose ball foul by K. Towns (drawn by D. Cousins),,72,80
300,3,3:03.0,,D. Cousins makes free throw 1 of 2,72,81
301,3,3:03.0,,D. Cousins misses free throw 2 of 2,72,81
302,3,3:03.0,G. Dieng enters the game for K. Towns,,72,81
303,3,3:03.0,,B. McLemore enters the game for A. Afflalo,72,81
304,3,3:01.0,Defensive rebound by G. Dieng,,72,81
305,3,2:45.0,Shooting foul by D. Cousins (drawn by A. Wiggins),,72,81
306,3,2:45.0,,Sacramento full timeout,72,81
307,3,2:45.0,A. Wiggins makes free throw 1 of 2,,73,81
308,3,2:45.0,A. Wiggins makes free throw 2 of 2,,74,81
309,3,2:32.0,,R. Gay makes 2-pt layup from 2 ft (assist by M. Barnes),74,83
310,3,2:17.0,A. Wiggins misses 2-pt jump shot from 19 ft,,74,83
311,3,2:17.0,Offensive rebound by G. Dieng,,74,83
312,3,2:11.0,K. Dunn misses 2-pt jump shot from 4 ft (block by R. Gay),,74,83
313,3,2:09.0,,Defensive rebound by R. Gay,74,83
314,3,2:02.0,,R. Gay misses 2-pt layup from 3 ft,74,83
315,3,2:01.0,,Offensive rebound by R. Gay,74,83
316,3,1:53.0,,D. Cousins misses 3-pt jump shot from 26 ft,74,83
317,3,1:52.0,Defensive rebound by G. Dieng,,74,83
318,3,1:33.0,B. Rush makes 3-pt jump shot from 24 ft (assist by N. Bjelica),,77,83
319,3,1:06.0,,R. Gay misses 2-pt jump shot from 16 ft,77,83
320,3,1:05.0,,Offensive rebound by Team,77,83
321,3,1:05.0,,T. Lawson enters the game for D. Cousins,77,83
322,3,1:05.0,,K. Koufos enters the game for G. Temple,77,83
323,3,1:05.0,,A. Tolliver enters the game for R. Gay,77,83
324,3,0:49.0,,Turnover by M. Barnes (lost ball),77,83
325,3,0:38.0,A. Wiggins misses 3-pt jump shot from 26 ft,,77,83
326,3,0:36.0,,Defensive rebound by Team,77,83
327,3,0:26.0,,M. Barnes misses 3-pt jump shot from 25 ft,77,83
328,3,0:24.0,,Offensive rebound by K. Koufos,77,83
329,3,0:24.0,,K. Koufos misses 2-pt layup from 3 ft,77,83
330,3,0:23.0,,Offensive rebound by K. Koufos,77,83
331,3,0:23.0,,K. Koufos misses 2-pt layup from 2 ft,77,83
332,3,0:23.0,,Offensive rebound by Team,77,83
333,3,0:23.0,,R. Gay enters the game for K. Koufos,77,83
334,3,0:00.0,,R. Gay makes 2-pt jump shot from 4 ft (assist by M. Barnes),77,85
335,4,11:49.0,,Offensive foul by K. Koufos (drawn by K. Dunn),77,85
336,4,11:49.0,,Turnover by K. Koufos (offensive foul),77,85
337,4,11:37.0,G. Dieng misses 2-pt jump shot from 19 ft,,77,85
338,4,11:37.0,,Defensive rebound by O. Casspi,77,85
339,4,11:18.0,,B. McLemore misses 2-pt jump shot from 7 ft,77,85
340,4,11:17.0,Defensive rebound by N. Bjelica,,77,85
341,4,11:11.0,S. Muhammad misses 2-pt jump shot,,77,85
342,4,11:11.0,Offensive rebound by N. Bjelica,,77,85
343,4,11:11.0,N. Bjelica misses 2-pt layup,,77,85
344,4,11:11.0,Offensive rebound by N. Bjelica,,77,85
345,4,11:11.0,Turnover by N. Bjelica (offensive goaltending),,77,85
346,4,11:05.0,,Personal foul by N. Bjelica (drawn by A. Tolliver),77,85
347,4,11:05.0,K. Towns enters the game for N. Bjelica,,77,85
348,4,10:57.0,,T. Lawson makes 2-pt jump shot from 7 ft,77,87
349,4,10:45.0,K. Towns makes 2-pt jump shot from 3 ft (assist by K. Dunn),,79,87
350,4,10:31.0,,T. Lawson misses 2-pt jump shot from 8 ft,79,87
351,4,10:30.0,Defensive rebound by G. Dieng,,79,87
352,4,10:24.0,S. Muhammad makes 2-pt layup from 3 ft,,81,87
353,4,10:04.0,,K. Koufos misses 2-pt hook shot from 7 ft,81,87
354,4,10:04.0,Defensive rebound by K. Towns,,81,87
355,4,9:53.0,K. Towns misses 3-pt jump shot from 25 ft,,81,87
356,4,9:53.0,,Defensive rebound by O. Casspi,81,87
357,4,9:44.0,,O. Casspi misses 3-pt jump shot from 26 ft,81,87
358,4,9:43.0,,Offensive rebound by Team,81,87
359,4,9:43.0,R. Rubio enters the game for K. Dunn,,81,87
360,4,9:29.0,,B. McLemore misses 2-pt jump shot from 20 ft,81,87
361,4,9:29.0,,Offensive rebound by Team,81,87
362,4,9:25.0,,B. McLemore makes 2-pt jump shot from 11 ft,81,89
363,4,9:25.0,,Shooting foul by Z. LaVine (drawn by B. McLemore),81,89
364,4,9:25.0,,B. McLemore makes free throw 1 of 1,81,90
365,4,9:00.0,Z. LaVine misses 3-pt jump shot from 26 ft,,81,90
366,4,8:59.0,,Defensive rebound by A. Tolliver,81,90
367,4,8:52.0,,T. Lawson misses 2-pt layup from 3 ft (block by K. Towns),81,90
368,4,8:52.0,,Offensive rebound by Team,81,90
369,4,8:52.0,Official timeout,,81,90
370,4,8:40.0,,Turnover by B. McLemore (traveling),81,90
371,4,8:25.0,Z. LaVine makes 2-pt jump shot from 21 ft (assist by K. Towns),,83,90
372,4,8:09.0,,Turnover by K. Koufos (bad pass),83,90
373,4,7:44.0,K. Towns makes 2-pt layup from 2 ft (assist by Z. LaVine),,85,90
374,4,7:31.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by T. Lawson),85,93
375,4,7:22.0,Personal foul by O. Casspi (drawn by S. Muhammad),,85,93
376,4,7:11.0,G. Dieng makes 2-pt jump shot from 17 ft (assist by K. Towns),,87,93
377,4,6:51.0,,B. McLemore misses 3-pt jump shot from 25 ft,87,93
378,4,6:51.0,,Offensive rebound by A. Tolliver,87,93
379,4,6:46.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by A. Tolliver),87,96
380,4,6:28.0,Shooting foul by A. Tolliver (drawn by Z. LaVine),,87,96
381,4,6:28.0,Z. LaVine makes free throw 1 of 2,,88,96
382,4,6:28.0,,D. Cousins enters the game for K. Koufos,88,96
