,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,TORONTO_ACTION,SACRAMENTO_SCORE,TORONTO_SCORE
29,1,7:58.0,Offensive foul by R. Gay (drawn by D. Carroll),,5,7
30,1,7:58.0,Turnover by R. Gay (offensive foul),,5,7
31,1,7:45.0,,D. DeRozan misses 2-pt jump shot from 20 ft,5,7
32,1,7:45.0,,Offensive rebound by D. Carroll,5,7
33,1,7:40.0,,K. Lowry misses 3-pt jump shot from 25 ft,5,7
34,1,7:39.0,Defensive rebound by K. Koufos,,5,7
35,1,7:39.0,Personal foul by J. Poeltl (drawn by K. Koufos),,5,7
36,1,7:39.0,,L. Nogueira enters the game for J. Poeltl,5,7
37,1,7:27.0,D. Cousins misses 2-pt jump shot from 19 ft,,5,7
38,1,7:26.0,,Defensive rebound by D. Carroll,5,7
39,1,7:11.0,,D. DeRozan misses 2-pt layup from 3 ft (block by D. Cousins),5,7
40,1,7:09.0,Defensive rebound by D. Cousins,,5,7
41,1,7:04.0,A. Afflalo misses 2-pt layup from 3 ft,,5,7
42,1,7:04.0,,Defensive rebound by L. Nogueira,5,7
43,1,6:56.0,Violation by D. Cousins (kicked ball),,5,7
44,1,6:50.0,,D. DeRozan makes 2-pt hook shot from 7 ft (assist by K. Lowry),5,9
45,1,6:30.0,R. Gay misses 2-pt jump shot from 15 ft,,5,9
46,1,6:28.0,Offensive rebound by R. Gay,,5,9
47,1,6:25.0,R. Gay makes 2-pt jump shot from 17 ft,,7,9
48,1,6:04.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),7,11
49,1,5:43.0,Shooting foul by P. Siakam (drawn by D. Cousins),,7,11
50,1,5:43.0,,Toronto full timeout,7,11
51,1,5:43.0,D. Cousins makes free throw 1 of 2,,8,11
52,1,5:43.0,M. Barnes enters the game for K. Koufos,,7,11
53,1,5:43.0,D. Cousins makes free throw 2 of 2,,9,11
54,1,5:21.0,,Shooting foul by T. Lawson (drawn by D. DeRozan),9,11
55,1,5:21.0,,D. DeRozan makes free throw 1 of 2,9,12
56,1,5:21.0,,D. DeRozan makes free throw 2 of 2,9,13
57,1,5:06.0,R. Gay misses 2-pt jump shot from 19 ft,,9,13
58,1,5:05.0,,Defensive rebound by P. Siakam,9,13
59,1,4:45.0,,L. Nogueira makes 2-pt layup from 2 ft (assist by D. Carroll),9,15
60,1,4:23.0,M. Barnes misses 3-pt jump shot from 24 ft,,9,15
61,1,4:22.0,Offensive rebound by R. Gay,,9,15
62,1,4:08.0,T. Lawson misses 2-pt layup from 2 ft (block by L. Nogueira),,9,15
63,1,4:07.0,,Defensive rebound by D. Carroll,9,15
64,1,3:57.0,,Shooting foul by M. Barnes (drawn by L. Nogueira),9,15
65,1,3:57.0,,L. Nogueira misses free throw 1 of 2,9,15
66,1,3:57.0,,Offensive rebound by Team,9,15
67,1,3:57.0,,P. Patterson enters the game for P. Siakam,9,15
68,1,3:57.0,,T. Ross enters the game for D. Carroll,9,15
69,1,3:57.0,,L. Nogueira makes free throw 2 of 2,9,16
70,1,3:41.0,T. Lawson misses 3-pt jump shot from 24 ft,,9,16
71,1,3:41.0,Offensive rebound by D. Cousins,,9,16
72,1,3:40.0,D. Cousins misses 2-pt layup from 2 ft,,9,16
73,1,3:39.0,,Defensive rebound by D. DeRozan,9,16
74,1,3:29.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by P. Patterson),9,19
75,1,3:28.0,Sacramento full timeout,,9,19
76,1,3:28.0,G. Temple enters the game for T. Lawson,,9,19
77,1,3:08.0,D. Cousins misses 2-pt layup from 2 ft,,9,19
78,1,3:08.0,Offensive rebound by M. Barnes,,9,19
79,1,3:05.0,M. Barnes misses 2-pt layup at rim,,9,19
80,1,3:04.0,,Defensive rebound by P. Patterson,9,19
81,1,2:57.0,,D. DeRozan misses 2-pt jump shot from 17 ft,9,19
82,1,2:56.0,Defensive rebound by M. Barnes,,9,19
83,1,2:52.0,K. Koufos enters the game for D. Cousins,,9,19
84,1,2:52.0,,C. Joseph enters the game for K. Lowry,9,19
85,1,2:40.0,R. Gay misses 2-pt layup from 2 ft,,9,19
86,1,2:40.0,Offensive rebound by M. Barnes,,9,19
87,1,2:40.0,M. Barnes makes 2-pt layup from 1 ft,,11,19
88,1,2:40.0,Shooting foul by D. DeRozan (drawn by M. Barnes),,11,19
89,1,2:40.0,M. Barnes makes free throw 1 of 1,,12,19
90,1,2:27.0,,Personal foul by K. Koufos (drawn by D. DeRozan),12,19
91,1,2:27.0,J. Farmar enters the game for A. Afflalo,,12,19
92,1,2:16.0,,D. DeRozan misses 2-pt jump shot from 9 ft,12,19
93,1,2:14.0,,Offensive rebound by L. Nogueira,12,19
94,1,2:08.0,,D. DeRozan misses 2-pt layup from 4 ft (block by G. Temple),12,19
95,1,2:07.0,Defensive rebound by R. Gay,,12,19
96,1,2:03.0,G. Temple makes 2-pt layup from 2 ft (assist by R. Gay),,14,19
97,1,1:47.0,,T. Ross makes 2-pt jump shot from 18 ft (assist by C. Joseph),14,21
98,1,1:35.0,K. Koufos makes 2-pt hook shot from 10 ft (assist by J. Farmar),,16,21
99,1,1:15.0,,Turnover by T. Ross (bad pass; steal by R. Gay),16,21
100,1,1:09.0,M. Barnes misses 2-pt layup from 4 ft,,16,21
101,1,1:05.0,Offensive rebound by G. Temple,,16,21
102,1,1:04.0,G. Temple makes 2-pt layup from 1 ft,,18,21
103,1,0:44.0,,T. Ross misses 3-pt jump shot from 25 ft,18,21
104,1,0:43.0,,Offensive rebound by P. Patterson,18,21
105,1,0:39.0,,P. Patterson misses 2-pt hook shot from 2 ft,18,21
106,1,0:39.0,Defensive rebound by K. Koufos,,18,21
107,1,0:23.0,R. Gay makes 2-pt layup from 1 ft,,20,21
108,1,0:01.0,,C. Joseph makes 2-pt jump shot from 8 ft,20,23
109,1,0:00.0,R. Gay misses 3-pt jump shot from 78 ft,,20,23
110,1,0:00.0,Offensive rebound by Team,,20,23
111,2,11:45.0,,P. Siakam makes 2-pt dunk at rim (assist by K. Lowry),20,25
112,2,11:22.0,Turnover by M. Barnes (bad pass; steal by T. Ross),,20,25
113,2,11:07.0,,C. Joseph misses 2-pt jump shot from 21 ft,20,25
114,2,11:06.0,Defensive rebound by J. Farmar,,20,25
115,2,10:54.0,Turnover by M. Barnes (bad pass; steal by T. Ross),,20,25
116,2,10:45.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by P. Patterson),20,28
117,2,10:45.0,Sacramento full timeout,,20,28
118,2,10:28.0,K. Koufos misses 2-pt layup from 2 ft,,20,28
119,2,10:28.0,,Defensive rebound by P. Patterson,20,28
120,2,10:21.0,,T. Ross misses 3-pt jump shot from 23 ft,20,28
121,2,10:20.0,,Offensive rebound by P. Siakam,20,28
122,2,10:07.0,,P. Patterson misses 3-pt jump shot from 25 ft,20,28
123,2,10:05.0,Defensive rebound by M. Barnes,,20,28
124,2,10:00.0,Personal block foul by P. Siakam (drawn by J. Farmar),,20,28
125,2,10:00.0,T. Lawson enters the game for J. Farmar,,20,28
126,2,9:48.0,Turnover by O. Casspi (traveling),,20,28
127,2,9:34.0,,P. Patterson makes 2-pt jump shot from 19 ft,20,30
128,2,9:22.0,M. Barnes misses 3-pt jump shot from 25 ft,,20,30
129,2,9:21.0,Offensive rebound by K. Koufos,,20,30
130,2,9:14.0,G. Temple makes 3-pt jump shot from 26 ft (assist by T. Lawson),,23,30
131,2,8:58.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by C. Joseph),23,33
132,2,8:44.0,O. Casspi makes 2-pt layup from 2 ft,,25,33
133,2,8:32.0,,P. Patterson misses 3-pt jump shot from 24 ft,25,33
134,2,8:31.0,Defensive rebound by G. Temple,,25,33
135,2,8:18.0,Personal foul by K. Lowry (drawn by M. Barnes),,25,33
136,2,8:09.0,M. Barnes misses 3-pt jump shot from 23 ft,,25,33
137,2,8:08.0,,Defensive rebound by T. Ross,25,33
138,2,7:57.0,,Shooting foul by M. Barnes (drawn by C. Joseph),25,33
139,2,7:57.0,,C. Joseph misses free throw 1 of 2,25,33
140,2,7:57.0,,Offensive rebound by Team,25,33
141,2,7:57.0,A. Afflalo enters the game for G. Temple,,25,33
142,2,7:57.0,,C. Joseph makes free throw 2 of 2,25,34
143,2,7:47.0,Turnover by T. Lawson (bad pass; steal by P. Patterson),,25,34
144,2,7:40.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),25,36
145,2,7:26.0,K. Koufos makes 2-pt layup from 1 ft (assist by T. Lawson),,27,36
146,2,7:07.0,,C. Joseph misses 2-pt jump shot from 19 ft,27,36
147,2,7:06.0,Defensive rebound by O. Casspi,,27,36
148,2,6:57.0,A. Afflalo makes 2-pt layup from 2 ft (assist by T. Lawson),,29,36
149,2,6:51.0,,Toronto full timeout,29,36
150,2,6:51.0,,D. DeRozan enters the game for T. Ross,29,36
151,2,6:51.0,,D. Carroll enters the game for C. Joseph,29,36
152,2,6:51.0,D. Cousins enters the game for K. Koufos,,29,36
153,2,6:51.0,,J. Poeltl enters the game for P. Siakam,29,36
154,2,6:39.0,,D. Carroll misses 3-pt jump shot from 24 ft,29,36
155,2,6:38.0,Defensive rebound by M. Barnes,,29,36
156,2,6:17.0,Shooting foul by J. Poeltl (drawn by D. Cousins),,29,36
157,2,6:17.0,D. Cousins makes free throw 1 of 2,,30,36
158,2,6:17.0,,L. Nogueira enters the game for J. Poeltl,30,36
159,2,6:17.0,D. Cousins makes free throw 2 of 2,,31,36
160,2,5:59.0,,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),31,38
161,2,5:32.0,Turnover by Team (shot clock),,31,38
162,2,5:10.0,,K. Lowry misses 3-pt jump shot from 24 ft,31,38
163,2,5:09.0,Defensive rebound by M. Barnes,,31,38
164,2,5:01.0,Turnover by O. Casspi (bad pass; steal by K. Lowry),,31,38
165,2,4:58.0,,Shooting foul by A. Afflalo (drawn by K. Lowry),31,38
166,2,4:58.0,,K. Lowry misses free throw 1 of 2,31,38
167,2,4:58.0,,Offensive rebound by Team,31,38
168,2,4:58.0,R. Gay enters the game for M. Barnes,,31,38
169,2,4:58.0,,K. Lowry makes free throw 2 of 2,31,39
170,2,4:51.0,Personal foul by L. Nogueira (drawn by D. Cousins),,31,39
171,2,4:41.0,D. Cousins makes 2-pt jump shot from 21 ft (assist by T. Lawson),,33,39
172,2,4:16.0,,K. Lowry misses 2-pt jump shot from 11 ft,33,39
173,2,4:16.0,,Offensive rebound by L. Nogueira,33,39
174,2,4:16.0,,Personal foul by D. Cousins (drawn by L. Nogueira),33,39
175,2,4:06.0,,D. DeRozan misses 2-pt layup from 1 ft,33,39
176,2,4:06.0,Defensive rebound by D. Cousins,,33,39
177,2,3:44.0,A. Afflalo makes 2-pt layup from 2 ft (assist by D. Cousins),,35,39
178,2,3:27.0,,Turnover by L. Nogueira (bad pass),35,39
179,2,3:12.0,D. Cousins misses 2-pt jump shot from 22 ft,,35,39
180,2,3:12.0,,Defensive rebound by P. Patterson,35,39
181,2,2:54.0,,D. Carroll makes 2-pt jump shot from 20 ft,35,41
182,2,2:43.0,T. Lawson misses 2-pt jump shot from 8 ft (block by K. Lowry),,35,41
183,2,2:43.0,Offensive rebound by Team,,35,41
184,2,2:43.0,Official timeout,,35,41
185,2,2:43.0,,C. Joseph enters the game for K. Lowry,35,41
186,2,2:39.0,R. Gay misses 3-pt jump shot from 24 ft,,35,41
187,2,2:38.0,,Defensive rebound by D. DeRozan,35,41
188,2,2:22.0,,C. Joseph misses 2-pt jump shot from 10 ft,35,41
189,2,2:22.0,Defensive rebound by Team,,35,41
190,2,2:22.0,,Loose ball foul by L. Nogueira (drawn by D. Cousins),35,41
191,2,2:22.0,D. Cousins makes free throw 1 of 2,,36,41
192,2,2:22.0,,Violation by P. Patterson (lane),36,41
193,2,2:22.0,G. Temple enters the game for O. Casspi,,36,41
194,2,2:22.0,D. Cousins makes free throw 2 of 2,,37,41
195,2,2:04.0,,Shooting foul by A. Afflalo (drawn by D. DeRozan),37,41
196,2,2:04.0,,D. DeRozan makes free throw 1 of 2,37,42
197,2,2:04.0,,D. DeRozan makes free throw 2 of 2,37,43
198,2,1:45.0,R. Gay makes 2-pt dunk at rim,,39,43
199,2,1:32.0,,D. DeRozan makes 2-pt jump shot from 13 ft,39,45
200,2,1:22.0,D. Cousins makes 2-pt layup from 1 ft (assist by T. Lawson),,41,45
201,2,1:04.0,,D. DeRozan misses 2-pt jump shot from 16 ft,41,45
202,2,1:03.0,Defensive rebound by T. Lawson,,41,45
203,2,1:02.0,Personal foul by D. DeRozan (drawn by T. Lawson),,41,45
204,2,1:02.0,T. Lawson makes free throw 1 of 2,,42,45
205,2,1:02.0,T. Lawson misses free throw 2 of 2,,42,45
206,2,1:02.0,K. Koufos enters the game for D. Cousins,,42,45
207,2,1:02.0,,N. Powell enters the game for P. Patterson,42,45
208,2,1:01.0,,Defensive rebound by D. Carroll,42,45
209,2,0:38.0,,C. Joseph misses 2-pt jump shot from 12 ft,42,45
210,2,0:37.0,,Offensive rebound by Team,42,45
211,2,0:37.0,Loose ball foul by R. Gay (drawn by D. Carroll),,42,45
212,2,0:37.0,,D. Carroll makes free throw 1 of 2,42,46
213,2,0:37.0,,D. Carroll makes free throw 2 of 2,42,47
214,2,0:24.0,A. Afflalo makes 2-pt jump shot from 13 ft,,44,47
215,2,0:00.0,,C. Joseph makes 3-pt jump shot from 23 ft (assist by N. Powell),44,50
216,3,11:38.0,,P. Siakam misses 2-pt jump shot from 19 ft,44,50
217,3,11:36.0,Defensive rebound by K. Koufos,,44,50
218,3,11:17.0,R. Gay misses 2-pt jump shot from 7 ft (block by P. Siakam),,44,50
219,3,11:16.0,,Defensive rebound by P. Siakam,44,50
220,3,11:07.0,,D. Carroll misses 2-pt layup from 3 ft (block by D. Cousins),44,50
221,3,11:06.0,,Offensive rebound by D. Carroll,44,50
222,3,10:55.0,,D. DeRozan makes 3-pt jump shot from 23 ft (assist by J. Poeltl),44,53
223,3,10:32.0,K. Koufos makes 2-pt layup from 3 ft (assist by T. Lawson),,46,53
224,3,10:19.0,,P. Siakam misses 2-pt jump shot from 3 ft (block by K. Koufos),46,53
225,3,10:15.0,Defensive rebound by Team,,46,53
226,3,9:58.0,A. Afflalo misses 2-pt jump shot from 12 ft,,46,53
227,3,9:57.0,,Defensive rebound by D. DeRozan,46,53
228,3,9:49.0,,K. Lowry misses 2-pt hook shot from 7 ft,46,53
229,3,9:48.0,,Offensive rebound by K. Lowry,46,53
230,3,9:47.0,,K. Lowry misses 2-pt jump shot from 8 ft,46,53
231,3,9:47.0,Defensive rebound by Team,,46,53
232,3,9:26.0,R. Gay makes 2-pt layup from 2 ft,,48,53
233,3,9:08.0,,D. DeRozan makes 2-pt jump shot from 11 ft (assist by J. Poeltl),48,55
234,3,8:57.0,Personal foul by J. Poeltl (drawn by D. Cousins),,48,55
235,3,8:52.0,R. Gay makes 2-pt dunk at rim (assist by T. Lawson),,50,55
236,3,8:35.0,,J. Poeltl makes 2-pt hook shot from 4 ft (assist by K. Lowry),50,57
237,3,8:17.0,D. Cousins makes 2-pt dunk at rim,,52,57
238,3,8:09.0,,Personal foul by D. Cousins (drawn by K. Lowry),52,57
239,3,7:55.0,,D. Carroll misses 3-pt jump shot from 24 ft,52,57
240,3,7:54.0,Defensive rebound by A. Afflalo,,52,57
241,3,7:41.0,D. Cousins misses 3-pt jump shot from 24 ft,,52,57
242,3,7:40.0,Offensive rebound by K. Koufos,,52,57
243,3,7:38.0,Shooting block foul by P. Siakam (drawn by A. Afflalo),,52,57
244,3,7:38.0,A. Afflalo misses free throw 1 of 2,,52,57
245,3,7:38.0,Offensive rebound by Team,,52,57
246,3,7:38.0,A. Afflalo makes free throw 2 of 2,,53,57
247,3,7:17.0,,D. Carroll misses 3-pt jump shot from 23 ft,53,57
248,3,7:17.0,Defensive rebound by R. Gay,,53,57
249,3,7:04.0,D. Cousins misses 2-pt jump shot from 4 ft,,53,57
250,3,7:04.0,,Defensive rebound by Team,53,57
251,3,7:04.0,Loose ball foul by K. Koufos (drawn by D. Carroll),,53,57
252,3,6:42.0,,J. Poeltl makes 2-pt jump shot from 11 ft (assist by D. DeRozan),53,59
253,3,6:12.0,Turnover by Team (shot clock),,53,59
254,3,5:57.0,,D. DeRozan misses 2-pt jump shot from 16 ft,53,59
255,3,5:57.0,,Offensive rebound by P. Siakam,53,59
256,3,5:54.0,,P. Siakam misses 2-pt hook shot from 2 ft,53,59
257,3,5:53.0,Defensive rebound by D. Cousins,,53,59
258,3,5:46.0,K. Koufos makes 2-pt layup from 2 ft (assist by T. Lawson),,55,59
259,3,5:30.0,,K. Lowry misses 3-pt jump shot from 27 ft,55,59
260,3,5:30.0,Defensive rebound by D. Cousins,,55,59
261,3,5:16.0,R. Gay misses 3-pt jump shot from 23 ft,,55,59
262,3,5:16.0,,Defensive rebound by D. DeRozan,55,59
263,3,5:12.0,,Shooting foul by A. Afflalo (drawn by P. Siakam),55,59
264,3,5:12.0,,Toronto full timeout,55,59
265,3,5:12.0,,P. Siakam makes free throw 1 of 2,55,60
266,3,5:12.0,,T. Ross enters the game for D. Carroll,55,59
267,3,5:12.0,,L. Nogueira enters the game for J. Poeltl,55,59
268,3,5:12.0,G. Temple enters the game for K. Koufos,,55,59
269,3,5:12.0,M. Barnes enters the game for A. Afflalo,,55,59
270,3,5:12.0,,P. Siakam misses free throw 2 of 2,55,60
271,3,5:11.0,Defensive rebound by D. Cousins,,55,60
272,3,4:51.0,G. Temple misses 3-pt jump shot from 24 ft,,55,60
273,3,4:51.0,Offensive rebound by M. Barnes,,55,60
274,3,4:42.0,R. Gay makes 2-pt jump shot from 4 ft (assist by T. Lawson),,57,60
275,3,4:22.0,,T. Ross misses 3-pt jump shot from 24 ft,57,60
276,3,4:21.0,Defensive rebound by D. Cousins,,57,60
277,3,4:09.0,Shooting foul by L. Nogueira (drawn by T. Lawson),,57,60
278,3,4:09.0,T. Lawson makes free throw 1 of 2,,58,60
279,3,4:09.0,,P. Patterson enters the game for P. Siakam,58,60
280,3,4:09.0,T. Lawson makes free throw 2 of 2,,59,60
281,3,3:56.0,,Shooting foul by R. Gay (drawn by D. DeRozan),59,60
282,3,3:56.0,,D. DeRozan makes free throw 1 of 2,59,61
283,3,3:56.0,,D. DeRozan makes free throw 2 of 2,59,62
284,3,3:43.0,Personal foul by T. Ross (drawn by D. Cousins),,59,62
285,3,3:30.0,R. Gay misses 2-pt hook shot from 7 ft,,59,62
286,3,3:30.0,,Defensive rebound by K. Lowry,59,62
287,3,3:17.0,,Turnover by P. Patterson (bad pass; steal by G. Temple),59,62
288,3,3:09.0,D. Cousins misses 2-pt jump shot from 3 ft,,59,62
289,3,3:08.0,,Defensive rebound by T. Ross,59,62
290,3,3:03.0,,Shooting foul by G. Temple (drawn by D. DeRozan),59,62
291,3,3:03.0,,D. DeRozan makes free throw 1 of 2,59,63
292,3,3:03.0,,C. Joseph enters the game for K. Lowry,59,63
293,3,3:03.0,,D. DeRozan makes free throw 2 of 2,59,64
294,3,2:46.0,Def 3 sec tech foul by D. DeRozan,,59,64
295,3,2:46.0,Sacramento full timeout,,59,64
296,3,2:46.0,G. Temple makes technical free throw,,60,64
297,3,2:34.0,Shooting foul by P. Patterson (drawn by D. Cousins),,60,64
298,3,2:34.0,D. Cousins makes 2-pt layup from 3 ft,,62,64
299,3,2:34.0,D. Cousins misses free throw 1 of 1,,62,64
300,3,2:33.0,,Defensive rebound by L. Nogueira,62,64
301,3,2:20.0,,T. Ross misses 2-pt jump shot from 20 ft,62,64
302,3,2:19.0,Defensive rebound by G. Temple,,62,64
303,3,2:02.0,D. Cousins misses 2-pt layup from 4 ft,,62,64
304,3,2:01.0,Offensive rebound by D. Cousins,,62,64
305,3,1:59.0,D. Cousins misses 2-pt layup from 3 ft,,62,64
306,3,1:58.0,Offensive rebound by D. Cousins,,62,64
307,3,1:55.0,D. Cousins makes 2-pt dunk at rim,,64,64
308,3,1:32.0,,T. Ross misses 3-pt jump shot from 25 ft,64,64
309,3,1:31.0,Defensive rebound by D. Cousins,,64,64
310,3,1:12.0,R. Gay makes 2-pt layup from 2 ft,,66,64
311,3,0:55.0,,Shooting foul by M. Barnes (drawn by C. Joseph),66,64
312,3,0:55.0,,C. Joseph makes free throw 1 of 2,66,65
313,3,0:55.0,J. Farmar enters the game for T. Lawson,,66,65
314,3,0:55.0,,C. Joseph makes free throw 2 of 2,66,66
315,3,0:43.0,Turnover by J. Farmar (bad pass; steal by L. Nogueira),,66,66
316,3,0:31.0,,D. DeRozan misses 2-pt jump shot from 20 ft,66,66
317,3,0:31.0,,Offensive rebound by L. Nogueira,66,66
318,3,0:10.0,,T. Ross misses 3-pt jump shot from 23 ft,66,66
319,3,0:10.0,Defensive rebound by Team,,66,66
320,3,0:10.0,,Loose ball foul by P. Patterson (drawn by M. Barnes),66,66
321,3,0:10.0,M. Barnes makes free throw 1 of 2,,67,66
322,3,0:10.0,K. Koufos enters the game for D. Cousins,,67,66
323,3,0:10.0,T. Lawson enters the game for J. Farmar,,67,66
324,3,0:10.0,M. Barnes makes free throw 2 of 2,,68,66
325,3,0:00.0,,C. Joseph misses 3-pt jump shot from 22 ft,68,66
326,3,0:00.0,,Offensive rebound by Team,68,66
327,4,11:45.0,A. Afflalo misses 2-pt jump shot from 16 ft,,68,66
328,4,11:44.0,,Defensive rebound by K. Lowry,68,66
329,4,11:39.0,,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),68,68
330,4,11:11.0,G. Temple misses 3-pt jump shot from 25 ft,,68,68
331,4,11:11.0,Offensive rebound by Team,,68,68
332,4,11:00.0,K. Koufos makes 2-pt layup from 2 ft (assist by G. Temple),,70,68
333,4,10:32.0,,P. Patterson misses 2-pt jump shot from 16 ft,70,68
334,4,10:30.0,Defensive rebound by A. Afflalo,,70,68
335,4,10:18.0,A. Afflalo makes 2-pt layup from 3 ft (assist by J. Farmar),,72,68
336,4,9:51.0,,Shooting foul by M. Barnes (drawn by P. Patterson),72,68
337,4,9:51.0,,P. Patterson makes free throw 1 of 3,72,69
338,4,9:51.0,,P. Patterson misses free throw 2 of 3,72,69
339,4,9:51.0,,Offensive rebound by Team,72,69
340,4,9:51.0,,P. Siakam enters the game for L. Nogueira,72,69
341,4,9:51.0,,P. Patterson makes free throw 3 of 3,72,70
342,4,9:38.0,Turnover by G. Temple (bad pass; steal by K. Lowry),,72,70
343,4,9:34.0,,K. Lowry makes 2-pt layup from 2 ft,72,72
344,4,9:34.0,,Shooting foul by G. Temple (drawn by K. Lowry),72,72
345,4,9:34.0,,K. Lowry makes free throw 1 of 1,72,73
346,4,9:18.0,Shooting foul by P. Siakam (drawn by K. Koufos),,72,73
347,4,9:18.0,K. Koufos makes free throw 1 of 2,,73,73
348,4,9:18.0,K. Koufos misses free throw 2 of 2,,73,73
349,4,9:17.0,,Defensive rebound by P. Patterson,73,73
350,4,9:02.0,,Turnover by T. Ross (lost ball; steal by M. Barnes),73,73
351,4,8:58.0,J. Farmar misses 2-pt layup from 3 ft (block by P. Patterson),,73,73
352,4,8:58.0,,Defensive rebound by C. Joseph,73,73
353,4,8:58.0,,Personal foul by M. Barnes (drawn by C. Joseph),73,73
354,4,8:58.0,Official timeout,,73,73
355,4,8:58.0,D. Cousins enters the game for K. Koufos,,73,73
356,4,8:58.0,,N. Powell enters the game for C. Joseph,73,73
357,4,8:39.0,,Shooting foul by J. Farmar (drawn by N. Powell),73,73
358,4,8:39.0,,N. Powell makes free throw 1 of 2,73,74
359,4,8:39.0,,N. Powell makes free throw 2 of 2,73,75
360,4,8:25.0,Personal foul by P. Patterson (drawn by D. Cousins),,73,75
361,4,8:13.0,M. Barnes makes 2-pt layup from 3 ft (assist by D. Cousins),,75,75
362,4,7:58.0,,K. Lowry misses 3-pt jump shot from 25 ft,75,75
363,4,7:57.0,,Offensive rebound by P. Siakam,75,75
364,4,7:53.0,,K. Lowry makes 2-pt layup from 2 ft (assist by P. Siakam),75,77
365,4,7:31.0,J. Farmar makes 3-pt jump shot from 24 ft,,78,77
366,4,7:11.0,,Turnover by T. Ross (step out of bounds),78,77
367,4,6:55.0,G. Temple misses 3-pt jump shot from 24 ft,,78,77
368,4,6:55.0,,Defensive rebound by Team,78,77
369,4,6:55.0,Loose ball foul by D. Cousins (drawn by P. Patterson),,78,77
370,4,6:55.0,,P. Patterson makes free throw 1 of 2,78,78
371,4,6:55.0,,J. Poeltl enters the game for P. Siakam,78,78
372,4,6:55.0,,D. DeRozan enters the game for T. Ross,78,78
373,4,6:55.0,,P. Patterson makes free throw 2 of 2,78,79
374,4,6:40.0,D. Cousins misses 2-pt layup from 2 ft,,78,79
375,4,6:40.0,Offensive rebound by D. Cousins,,78,79
376,4,6:40.0,D. Cousins misses 2-pt layup from 2 ft,,78,79
377,4,6:39.0,,Defensive rebound by J. Poeltl,78,79
378,4,6:31.0,,N. Powell misses 3-pt jump shot from 25 ft,78,79
379,4,6:31.0,,Offensive rebound by P. Patterson,78,79
380,4,6:30.0,,P. Patterson misses 2-pt layup from 2 ft,78,79
381,4,6:28.0,Defensive rebound by M. Barnes,,78,79
382,4,6:24.0,Sacramento full timeout,,78,79
383,4,6:24.0,T. Lawson enters the game for G. Temple,,78,79
384,4,6:24.0,R. Gay enters the game for J. Farmar,,78,79
385,4,6:12.0,Shooting foul by J. Poeltl (drawn by D. Cousins),,78,79
386,4,6:12.0,D. Cousins misses free throw 1 of 2,,78,79
