,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
0,1,11:43.0,S. Curry misses 3-pt jump shot from 24 ft,,0,0
1,1,11:42.0,,Defensive rebound by B. Ingram,0,0
2,1,11:29.0,,Personal foul by Z. Pachulia (drawn by T. Mozgov),0,0
3,1,11:17.0,,J. Clarkson misses 3-pt jump shot from 24 ft,0,0
4,1,11:16.0,Defensive rebound by D. Green,,0,0
5,1,11:09.0,K. Durant misses 3-pt jump shot from 25 ft (block by B. Ingram),,0,0
6,1,11:08.0,,Defensive rebound by B. Ingram,0,0
7,1,11:04.0,,L. Deng makes 2-pt dunk at rim (assist by B. Ingram),0,2
8,1,10:46.0,K. Thompson misses 3-pt jump shot from 24 ft,,0,2
9,1,10:46.0,,Defensive rebound by B. Ingram,0,2
10,1,10:41.0,,L. Deng misses 2-pt layup from 1 ft (block by Z. Pachulia),0,2
11,1,10:41.0,,Offensive rebound by Team,0,2
12,1,10:38.0,,B. Ingram misses 3-pt jump shot from 24 ft,0,2
13,1,10:37.0,,Offensive rebound by L. Deng,0,2
14,1,10:30.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by L. Deng),0,5
15,1,10:30.0,Golden State full timeout,,0,5
16,1,10:15.0,Def 3 sec tech foul by L. Deng,,0,5
17,1,10:15.0,S. Curry makes technical free throw,,1,5
18,1,10:11.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Durant),,3,5
19,1,9:56.0,,T. Mozgov makes 2-pt jump shot from 19 ft (assist by L. Deng),3,7
20,1,9:43.0,K. Durant makes 2-pt jump shot from 19 ft (assist by D. Green),,5,7
21,1,9:31.0,,T. Mozgov makes 2-pt layup from 2 ft (assist by J. Calderón),5,9
22,1,9:19.0,Personal foul by J. Calderón (drawn by D. Green),,5,9
23,1,9:15.0,K. Thompson misses 2-pt jump shot from 14 ft,,5,9
24,1,9:15.0,,Defensive rebound by T. Mozgov,5,9
25,1,9:06.0,,L. Deng misses 2-pt jump shot from 7 ft,5,9
26,1,9:05.0,Defensive rebound by S. Curry,,5,9
27,1,9:00.0,S. Curry misses 2-pt layup from 1 ft,,5,9
28,1,8:57.0,,Defensive rebound by J. Clarkson,5,9
29,1,8:54.0,,B. Ingram misses 3-pt jump shot from 25 ft,5,9
30,1,8:54.0,Defensive rebound by Team,,5,9
31,1,8:35.0,D. Green makes 2-pt layup from 2 ft (assist by Z. Pachulia),,7,9
32,1,8:27.0,Violation by K. Thompson (kicked ball),,7,9
33,1,8:12.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Deng),7,12
34,1,7:53.0,K. Durant misses 2-pt jump shot from 13 ft,,7,12
35,1,7:51.0,,Defensive rebound by T. Mozgov,7,12
36,1,7:34.0,,B. Ingram misses 2-pt layup from 1 ft,7,12
37,1,7:33.0,Defensive rebound by Z. Pachulia,,7,12
38,1,7:28.0,S. Curry misses 3-pt jump shot from 24 ft,,7,12
39,1,7:25.0,,Defensive rebound by J. Clarkson,7,12
40,1,7:15.0,,L. Deng misses 3-pt jump shot from 27 ft,7,12
41,1,7:14.0,Defensive rebound by Z. Pachulia,,7,12
42,1,7:13.0,Shooting foul by T. Mozgov (drawn by K. Durant),,7,12
