,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SACRAMENTO_ACTION,CLEVELAND_SCORE,SACRAMENTO_SCORE
26,1,8:35.0,T. Thompson misses free throw 1 of 2,,7,7
27,1,8:35.0,Offensive rebound by Team,,7,7
28,1,8:35.0,T. Thompson makes free throw 2 of 2,,8,7
29,1,8:14.0,,Turnover by D. Cousins (bad pass),8,7
30,1,8:04.0,K. Love makes 2-pt jump shot from 13 ft (assist by K. Irving),,10,7
31,1,7:41.0,,A. Tolliver misses 2-pt jump shot from 9 ft,10,7
32,1,7:40.0,Defensive rebound by L. James,,10,7
33,1,7:33.0,T. Thompson misses 2-pt layup from 2 ft,,10,7
34,1,7:32.0,,Defensive rebound by D. Cousins,10,7
35,1,7:28.0,,R. Gay misses 2-pt layup from 4 ft,10,7
36,1,7:27.0,,Offensive rebound by A. Tolliver,10,7
37,1,7:19.0,,D. Collison misses 3-pt jump shot from 25 ft,10,7
38,1,7:18.0,,Offensive rebound by R. Gay,10,7
39,1,7:12.0,,R. Gay misses 2-pt layup from 1 ft,10,7
40,1,7:11.0,Defensive rebound by K. Love,,10,7
41,1,7:05.0,K. Irving makes 2-pt layup from 3 ft,,12,7
42,1,6:45.0,,A. Tolliver misses 3-pt jump shot from 25 ft,12,7
43,1,6:44.0,Defensive rebound by T. Thompson,,12,7
44,1,6:27.0,K. Irving makes 2-pt layup from 2 ft,,14,7
45,1,6:19.0,,Sacramento full timeout,14,7
46,1,6:13.0,,Personal foul by K. Irving (drawn by D. Cousins),14,7
47,1,5:58.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by D. Cousins),14,10
48,1,5:47.0,I. Shumpert makes 3-pt jump shot from 22 ft (assist by L. James),,17,10
49,1,5:23.0,,D. Collison misses 3-pt jump shot from 25 ft,17,10
50,1,5:21.0,Defensive rebound by K. Love,,17,10
51,1,5:13.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by K. Irving),,20,10
52,1,4:55.0,,A. Tolliver misses 2-pt layup from 2 ft (block by T. Thompson),20,10
53,1,4:53.0,Defensive rebound by K. Irving,,20,10
54,1,4:50.0,Turnover by L. James (offensive foul),,20,10
55,1,4:50.0,,Offensive charge foul by L. James (drawn by R. Gay),20,10
56,1,4:34.0,,D. Cousins misses 2-pt hook shot from 7 ft,20,10
57,1,4:33.0,Defensive rebound by K. Love,,20,10
58,1,4:28.0,Shooting foul by R. Gay (drawn by L. James),,20,10
59,1,4:28.0,L. James makes free throw 1 of 2,,21,10
60,1,4:28.0,L. James makes free throw 2 of 2,,22,10
61,1,4:18.0,,Offensive foul by D. Cousins (drawn by I. Shumpert),22,10
62,1,4:18.0,,Turnover by D. Cousins (offensive foul),22,10
63,1,4:18.0,,K. Koufos enters the game for D. Cousins,22,10
64,1,4:05.0,L. James misses 2-pt jump shot from 5 ft (block by R. Gay),,22,10
65,1,4:04.0,,Defensive rebound by K. Koufos,22,10
66,1,4:02.0,,Turnover by K. Koufos (bad pass; steal by I. Shumpert),22,10
67,1,4:00.0,Shooting foul by K. Koufos (drawn by T. Thompson),,22,10
68,1,4:00.0,Technical foul by L. James,,22,10
69,1,4:00.0,,D. Collison makes technical free throw,22,11
70,1,4:00.0,T. Thompson misses free throw 1 of 2,,22,11
71,1,4:00.0,Offensive rebound by Team,,22,11
72,1,4:00.0,,T. Lawson enters the game for D. Collison,22,11
73,1,4:00.0,T. Thompson makes free throw 2 of 2,,23,11
74,1,3:42.0,,Turnover by R. Gay (bad pass; steal by I. Shumpert),23,11
75,1,3:34.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by L. James),,26,11
76,1,3:16.0,,G. Temple misses 3-pt jump shot from 26 ft,26,11
77,1,3:15.0,Defensive rebound by T. Thompson,,26,11
78,1,3:08.0,L. James makes 2-pt jump shot from 5 ft,,28,11
79,1,2:58.0,,Sacramento full timeout,28,11
80,1,2:58.0,Cleveland full timeout,,28,11
81,1,2:58.0,C. Frye enters the game for L. James,,28,11
82,1,2:58.0,R. Jefferson enters the game for T. Thompson,,28,11
83,1,2:54.0,,Turnover by T. Lawson (bad pass),28,11
84,1,2:40.0,K. Irving makes 2-pt jump shot from 18 ft,,30,11
85,1,2:22.0,,R. Gay makes 2-pt jump shot from 18 ft,30,13
86,1,2:13.0,K. Irving misses 3-pt jump shot from 25 ft,,30,13
87,1,2:13.0,,Defensive rebound by T. Lawson,30,13
88,1,2:03.0,,T. Lawson misses 2-pt jump shot from 17 ft,30,13
89,1,2:02.0,Defensive rebound by K. Love,,30,13
90,1,1:54.0,K. Love misses 3-pt jump shot from 25 ft,,30,13
91,1,1:53.0,,Defensive rebound by R. Gay,30,13
92,1,1:46.0,,A. Tolliver misses 2-pt jump shot from 14 ft,30,13
93,1,1:44.0,,Offensive rebound by K. Koufos,30,13
94,1,1:44.0,,K. Koufos misses 2-pt layup from 2 ft,30,13
95,1,1:44.0,Defensive rebound by K. Irving,,30,13
96,1,1:30.0,K. Love misses 2-pt hook shot from 11 ft,,30,13
97,1,1:30.0,,Defensive rebound by A. Tolliver,30,13
98,1,1:23.0,Offensive charge foul by R. Gay (drawn by K. Love),,30,13
99,1,1:23.0,,Turnover by R. Gay (offensive foul),30,13
100,1,1:23.0,K. Korver enters the game for I. Shumpert,,30,13
101,1,1:23.0,,M. Barnes enters the game for R. Gay,30,13
102,1,1:23.0,,A. Afflalo enters the game for A. Tolliver,30,13
103,1,1:18.0,Personal foul by M. Barnes (drawn by K. Love),,30,13
104,1,1:04.0,K. Irving misses 2-pt jump shot from 9 ft,,30,13
105,1,1:03.0,Offensive rebound by K. Love,,30,13
106,1,1:01.0,K. Love misses 2-pt layup from 2 ft,,30,13
107,1,1:00.0,Offensive rebound by K. Love,,30,13
108,1,1:00.0,Shooting foul by A. Afflalo (drawn by K. Love),,30,13
109,1,1:00.0,K. Love makes free throw 1 of 2,,31,13
110,1,1:00.0,K. Love makes free throw 2 of 2,,32,13
111,1,0:42.0,,Turnover by G. Temple (bad pass; steal by C. Frye),32,13
112,1,0:27.0,K. Love misses 2-pt jump shot from 12 ft,,32,13
113,1,0:26.0,,Defensive rebound by K. Koufos,32,13
114,1,0:04.0,,K. Koufos misses 2-pt layup from 2 ft,32,13
115,1,0:03.0,,Offensive rebound by K. Koufos,32,13
116,1,0:03.0,,K. Koufos makes 2-pt layup from 2 ft,32,15
117,1,0:03.0,,Violation by Team (jump ball),32,15
118,1,0:00.0,K. Irving misses 3-pt jump shot from 49 ft,,32,15
119,1,0:00.0,Offensive rebound by Team,,32,15
120,2,11:45.0,Turnover by L. James (lost ball; steal by G. Temple),,32,15
121,2,11:39.0,,M. Barnes makes 2-pt dunk at rim (assist by G. Temple),32,17
122,2,11:26.0,K. Korver misses 3-pt jump shot from 26 ft,,32,17
123,2,11:24.0,,Defensive rebound by K. Koufos,32,17
124,2,11:08.0,,M. Barnes misses 3-pt jump shot from 25 ft,32,17
125,2,11:08.0,,Offensive rebound by Team,32,17
126,2,10:56.0,,Personal foul by R. Jefferson (drawn by A. Afflalo),32,17
127,2,10:46.0,,A. Afflalo misses 2-pt jump shot from 18 ft,32,17
128,2,10:45.0,Defensive rebound by D. Liggins,,32,17
129,2,10:37.0,L. James makes 3-pt jump shot from 24 ft,,35,17
130,2,10:26.0,,T. Lawson makes 2-pt layup from 2 ft,35,19
131,2,10:04.0,C. Frye makes 3-pt jump shot from 23 ft (assist by K. Korver),,38,19
132,2,9:52.0,Offensive charge foul by M. Barnes (drawn by D. Liggins),,38,19
133,2,9:52.0,,Turnover by M. Barnes (offensive foul),38,19
134,2,9:52.0,,D. Cousins enters the game for K. Koufos,38,19
135,2,9:52.0,,O. Casspi enters the game for G. Temple,38,19
136,2,9:30.0,R. Jefferson misses 3-pt jump shot from 25 ft,,38,19
137,2,9:29.0,Offensive rebound by K. Korver,,38,19
138,2,9:28.0,K. Korver misses 2-pt jump shot from 14 ft,,38,19
139,2,9:27.0,,Defensive rebound by D. Cousins,38,19
140,2,9:20.0,,Turnover by D. Cousins (lost ball; steal by C. Frye),38,19
141,2,9:17.0,Shooting foul by T. Lawson (drawn by R. Jefferson),,38,19
142,2,9:17.0,R. Jefferson makes free throw 1 of 2,,39,19
143,2,9:17.0,R. Jefferson makes free throw 2 of 2,,40,19
144,2,9:03.0,,Turnover by T. Lawson (bad pass),40,19
145,2,8:51.0,Turnover by D. Liggins (traveling),,40,19
146,2,8:51.0,Official timeout,,40,19
147,2,8:36.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by D. Cousins),40,22
148,2,8:15.0,K. Korver makes 3-pt jump shot from 27 ft (assist by R. Jefferson),,43,22
149,2,7:58.0,,M. Barnes makes 2-pt layup from 4 ft (assist by O. Casspi),43,24
150,2,7:44.0,C. Frye misses 3-pt jump shot from 23 ft,,43,24
151,2,7:42.0,,Defensive rebound by T. Lawson,43,24
152,2,7:33.0,,M. Barnes misses 3-pt jump shot from 25 ft,43,24
153,2,7:33.0,Defensive rebound by R. Jefferson,,43,24
154,2,7:12.0,Turnover by L. James (lost ball),,43,24
155,2,7:02.0,,Personal foul by K. Korver (drawn by A. Afflalo),43,24
156,2,6:52.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by T. Lawson),43,27
157,2,6:36.0,L. James misses 3-pt jump shot from 26 ft,,43,27
158,2,6:36.0,,Defensive rebound by T. Lawson,43,27
159,2,6:31.0,K. Irving enters the game for D. Liggins,,43,27
160,2,6:22.0,,Shooting foul by C. Frye (drawn by D. Cousins),43,27
161,2,6:22.0,,D. Cousins makes free throw 1 of 2,43,28
162,2,6:22.0,,D. Cousins makes free throw 2 of 2,43,29
163,2,6:10.0,Turnover by K. Irving (bad pass; steal by A. Afflalo),,43,29
164,2,6:02.0,,O. Casspi makes 2-pt layup from 4 ft (assist by T. Lawson),43,31
165,2,6:01.0,Cleveland full timeout,,43,31
166,2,5:50.0,L. James misses 2-pt jump shot from 11 ft,,43,31
167,2,5:49.0,,Defensive rebound by M. Barnes,43,31
168,2,5:30.0,,D. Cousins misses 3-pt jump shot from 25 ft,43,31
169,2,5:29.0,,Offensive rebound by M. Barnes,43,31
170,2,5:25.0,,M. Barnes misses 3-pt jump shot from 23 ft,43,31
171,2,5:24.0,Defensive rebound by K. Korver,,43,31
172,2,5:16.0,C. Frye misses 3-pt jump shot from 25 ft,,43,31
173,2,5:15.0,,Defensive rebound by O. Casspi,43,31
174,2,5:06.0,,D. Cousins makes 2-pt layup from 4 ft (assist by T. Lawson),43,33
175,2,4:48.0,K. Korver makes 3-pt jump shot from 22 ft (assist by L. James),,46,33
176,2,4:40.0,,Turnover by A. Afflalo (traveling),46,33
177,2,4:40.0,,D. Collison enters the game for T. Lawson,46,33
178,2,4:40.0,,R. Gay enters the game for M. Barnes,46,33
179,2,4:40.0,K. Love enters the game for C. Frye,,46,33
180,2,4:40.0,T. Thompson enters the game for R. Jefferson,,46,33
181,2,4:30.0,K. Korver makes 2-pt jump shot from 20 ft (assist by K. Irving),,48,33
182,2,4:08.0,,D. Cousins misses 2-pt layup from 2 ft (block by T. Thompson),48,33
183,2,4:07.0,Defensive rebound by K. Korver,,48,33
184,2,4:03.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,50,33
185,2,3:55.0,,Turnover by A. Afflalo (bad pass; steal by K. Korver),50,33
186,2,3:49.0,T. Thompson makes 2-pt layup from 1 ft (assist by K. Irving),,52,33
187,2,3:43.0,,Sacramento full timeout,52,33
188,2,3:43.0,,G. Temple enters the game for A. Afflalo,52,33
189,2,3:43.0,,A. Tolliver enters the game for O. Casspi,52,33
190,2,3:34.0,,A. Tolliver misses 3-pt jump shot from 22 ft,52,33
191,2,3:33.0,Defensive rebound by K. Korver,,52,33
192,2,3:16.0,K. Korver makes 2-pt jump shot from 21 ft (assist by L. James),,54,33
193,2,3:01.0,,D. Cousins makes 2-pt hook shot from 4 ft (assist by D. Collison),54,35
194,2,2:48.0,K. Love makes 2-pt layup from 3 ft (assist by L. James),,56,35
195,2,2:39.0,,Personal foul by T. Thompson (drawn by D. Cousins),56,35
196,2,2:21.0,,D. Collison misses 2-pt jump shot from 3 ft,56,35
197,2,2:20.0,Defensive rebound by K. Love,,56,35
198,2,2:15.0,K. Irving makes 2-pt jump shot from 10 ft,,58,35
199,2,2:15.0,Shooting foul by D. Collison (drawn by K. Irving),,58,35
200,2,2:15.0,K. Irving makes free throw 1 of 1,,59,35
201,2,2:03.0,,D. Collison makes 2-pt layup from 2 ft (assist by D. Cousins),59,37
202,2,1:47.0,Turnover by K. Irving (bad pass; steal by D. Cousins),,59,37
203,2,1:41.0,,D. Collison makes 2-pt jump shot from 19 ft,59,39
204,2,1:15.0,L. James misses 2-pt jump shot from 17 ft,,59,39
205,2,1:14.0,,Defensive rebound by D. Collison,59,39
206,2,1:06.0,,D. Cousins makes 2-pt jump shot from 4 ft (assist by D. Collison),59,41
207,2,0:52.0,K. Irving misses 3-pt jump shot from 25 ft,,59,41
208,2,0:51.0,,Defensive rebound by R. Gay,59,41
209,2,0:40.0,,D. Collison makes 2-pt jump shot from 16 ft,59,43
210,2,0:24.0,K. Love misses 2-pt jump shot from 18 ft,,59,43
211,2,0:23.0,Offensive rebound by K. Irving,,59,43
212,2,0:20.0,K. Irving makes 2-pt layup from 3 ft,,61,43
213,2,0:00.0,,D. Cousins misses 3-pt jump shot from 26 ft,61,43
214,2,0:00.0,,Offensive rebound by Team,61,43
215,3,11:45.0,L. James makes 2-pt jump shot from 17 ft,,63,43
216,3,11:21.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by D. Collison),63,46
217,3,10:58.0,T. Thompson misses 2-pt jump shot from 6 ft,,63,46
218,3,10:57.0,,Defensive rebound by D. Cousins,63,46
219,3,10:44.0,,R. Gay misses 2-pt layup from 3 ft,63,46
220,3,10:43.0,,Offensive rebound by R. Gay,63,46
221,3,10:42.0,,R. Gay makes 2-pt dunk at rim,63,48
222,3,10:24.0,Shooting foul by A. Tolliver (drawn by T. Thompson),,63,48
223,3,10:24.0,T. Thompson misses free throw 1 of 2,,63,48
224,3,10:24.0,Offensive rebound by Team,,63,48
225,3,10:24.0,T. Thompson makes free throw 2 of 2,,64,48
226,3,10:09.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by D. Cousins),64,51
227,3,9:47.0,L. James misses 3-pt jump shot from 25 ft,,64,51
228,3,9:46.0,,Defensive rebound by A. Tolliver,64,51
229,3,9:36.0,,Turnover by D. Cousins (bad pass; steal by T. Thompson),64,51
230,3,9:33.0,Personal foul by D. Collison (drawn by T. Thompson),,64,51
231,3,9:23.0,K. Irving misses 2-pt jump shot from 3 ft,,64,51
232,3,9:22.0,,Defensive rebound by R. Gay,64,51
233,3,9:12.0,,R. Gay misses 2-pt jump shot from 9 ft,64,51
234,3,9:11.0,Defensive rebound by K. Love,,64,51
235,3,8:53.0,Turnover by K. Love (bad pass; steal by G. Temple),,64,51
236,3,8:51.0,,Turnover by G. Temple (bad pass; steal by K. Irving),64,51
237,3,8:47.0,K. Irving misses 2-pt jump shot from 24 ft,,64,51
238,3,8:45.0,,Defensive rebound by D. Cousins,64,51
239,3,8:41.0,,G. Temple makes 2-pt layup from 2 ft (assist by R. Gay),64,53
240,3,8:41.0,Cleveland full timeout,,64,53
241,3,8:22.0,K. Irving misses 2-pt jump shot from 9 ft (block by R. Gay),,64,53
242,3,8:21.0,Offensive rebound by K. Love,,64,53
243,3,8:19.0,K. Love misses 2-pt layup from 2 ft (block by R. Gay),,64,53
244,3,8:18.0,Offensive rebound by T. Thompson,,64,53
245,3,7:59.0,T. Thompson makes 2-pt layup from 3 ft (assist by L. James),,66,53
246,3,7:40.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by R. Gay),66,56
247,3,7:20.0,K. Love misses 3-pt jump shot from 24 ft,,66,56
248,3,7:18.0,Offensive rebound by K. Love,,66,56
249,3,7:16.0,,Offensive charge foul by K. Love (drawn by D. Cousins),66,56
250,3,7:16.0,Turnover by K. Love (offensive foul),,66,56
251,3,7:02.0,,R. Gay makes 2-pt layup from 2 ft (assist by D. Cousins),66,58
252,3,7:02.0,,Shooting foul by K. Irving (drawn by R. Gay),66,58
253,3,7:02.0,,R. Gay misses free throw 1 of 1,66,58
254,3,7:01.0,Defensive rebound by K. Love,,66,58
255,3,6:42.0,T. Thompson makes 2-pt hook shot from 5 ft (assist by K. Love),,68,58
256,3,6:20.0,,D. Collison misses 2-pt layup from 5 ft (block by L. James),68,58
257,3,6:18.0,Defensive rebound by K. Love,,68,58
258,3,6:17.0,K. Irving makes 2-pt layup from 2 ft,,70,58
259,3,6:17.0,Shooting foul by R. Gay (drawn by K. Irving),,70,58
260,3,6:17.0,K. Irving makes free throw 1 of 1,,71,58
261,3,6:06.0,,Turnover by D. Collison (bad pass; steal by T. Thompson),71,58
262,3,6:02.0,K. Irving misses 2-pt layup from 3 ft (block by G. Temple),,71,58
263,3,6:02.0,Offensive rebound by Team,,71,58
264,3,5:50.0,K. Irving makes 3-pt jump shot from 25 ft,,74,58
265,3,5:50.0,,Sacramento full timeout,74,58
266,3,5:39.0,,Personal foul by K. Irving (drawn by G. Temple),74,58
267,3,5:28.0,,D. Cousins misses 2-pt hook shot from 11 ft,74,58
268,3,5:27.0,Defensive rebound by K. Love,,74,58
269,3,5:15.0,I. Shumpert makes 3-pt jump shot from 23 ft (assist by L. James),,77,58
270,3,5:01.0,,Shooting foul by T. Thompson (drawn by D. Cousins),77,58
271,3,5:01.0,,D. Cousins makes free throw 1 of 2,77,59
272,3,5:01.0,,D. Cousins misses free throw 2 of 2,77,59
273,3,5:00.0,Defensive rebound by K. Love,,77,59
274,3,4:49.0,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),,80,59
275,3,4:29.0,,Turnover by G. Temple (bad pass; steal by L. James),80,59
276,3,4:27.0,Turnover by L. James (bad pass; steal by A. Tolliver),,80,59
277,3,4:25.0,,A. Tolliver makes 2-pt layup from 1 ft,80,61
278,3,4:01.0,I. Shumpert misses 3-pt jump shot from 25 ft,,80,61
279,3,4:00.0,Offensive rebound by K. Love,,80,61
280,3,3:58.0,Personal foul by A. Tolliver (drawn by K. Love),,80,61
281,3,3:48.0,K. Love misses 3-pt jump shot from 25 ft,,80,61
282,3,3:48.0,,Defensive rebound by A. Tolliver,80,61
283,3,3:38.0,,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),80,63
284,3,3:05.0,I. Shumpert makes 2-pt jump shot from 19 ft,,82,63
285,3,2:48.0,,R. Gay makes 3-pt jump shot from 26 ft (assist by D. Cousins),82,66
286,3,2:40.0,Turnover by K. Irving (lost ball; steal by A. Tolliver),,82,66
287,3,2:40.0,,Personal foul by K. Irving (drawn by A. Tolliver),82,66
288,3,2:40.0,,M. Barnes enters the game for A. Tolliver,82,66
289,3,2:40.0,,T. Lawson enters the game for D. Collison,82,66
290,3,2:36.0,R. Jefferson enters the game for L. James,,82,66
291,3,2:15.0,,T. Lawson misses 3-pt jump shot from 23 ft,82,66
292,3,2:15.0,Defensive rebound by K. Love,,82,66
293,3,2:07.0,I. Shumpert misses 3-pt jump shot from 25 ft,,82,66
294,3,2:07.0,,Defensive rebound by D. Cousins,82,66
295,3,2:01.0,,T. Lawson makes 2-pt layup from 2 ft,82,68
296,3,1:32.0,K. Love makes 2-pt hook shot from 6 ft,,84,68
297,3,1:18.0,,M. Barnes makes 2-pt layup from 4 ft (assist by D. Cousins),84,70
298,3,0:51.0,K. Irving misses 3-pt jump shot from 26 ft,,84,70
299,3,0:50.0,,Defensive rebound by R. Gay,84,70
300,3,0:43.0,,Shooting foul by R. Jefferson (drawn by R. Gay),84,70
301,3,0:43.0,,R. Gay makes free throw 1 of 2,84,71
302,3,0:43.0,K. Korver enters the game for I. Shumpert,,84,71
303,3,0:43.0,,A. Afflalo enters the game for G. Temple,84,71
304,3,0:43.0,D. Liggins enters the game for K. Irving,,84,71
305,3,0:43.0,,R. Gay makes free throw 2 of 2,84,72
306,3,0:27.0,Turnover by R. Jefferson (bad pass),,84,72
307,3,0:06.0,,R. Gay makes 2-pt layup from 4 ft,84,74
308,3,0:01.0,T. Thompson misses 3-pt jump shot from 30 ft,,84,74
309,3,0:00.0,,Defensive rebound by T. Lawson,84,74
310,4,11:48.0,,A. Afflalo makes 2-pt jump shot from 19 ft (assist by D. Cousins),84,76
311,4,11:24.0,K. Korver makes 3-pt jump shot from 24 ft (assist by R. Jefferson),,87,76
312,4,11:07.0,,M. Barnes misses 3-pt jump shot from 23 ft,87,76
313,4,11:07.0,,Offensive rebound by R. Gay,87,76
314,4,11:07.0,,Shooting foul by C. Frye (drawn by R. Gay),87,76
315,4,11:07.0,,R. Gay makes free throw 1 of 2,87,77
316,4,11:07.0,,A. Tolliver enters the game for D. Cousins,87,77
317,4,11:07.0,,R. Gay makes free throw 2 of 2,87,78
318,4,10:52.0,R. Jefferson makes 3-pt jump shot from 23 ft (assist by L. James),,90,78
319,4,10:52.0,Shooting foul by M. Barnes (drawn by R. Jefferson),,90,78
320,4,10:52.0,R. Jefferson misses free throw 1 of 1,,90,78
321,4,10:51.0,,Defensive rebound by M. Barnes,90,78
322,4,10:41.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by T. Lawson),90,81
323,4,10:26.0,C. Frye misses 2-pt layup from 3 ft (block by R. Gay),,90,81
324,4,10:26.0,,Defensive rebound by Team,90,81
325,4,10:25.0,Loose ball foul by C. Frye (drawn by R. Gay),,90,81
326,4,10:11.0,,T. Lawson makes 2-pt jump shot from 16 ft,90,83
327,4,10:05.0,Personal foul by A. Tolliver (drawn by L. James),,90,83
328,4,9:59.0,D. Liggins misses 2-pt layup from 3 ft,,90,83
329,4,9:58.0,,Defensive rebound by M. Barnes,90,83
330,4,9:46.0,,Personal foul by K. Korver (drawn by T. Lawson),90,83
331,4,9:36.0,,Shooting foul by D. Liggins (drawn by T. Lawson),90,83
332,4,9:36.0,,T. Lawson makes free throw 1 of 2,90,84
333,4,9:36.0,,T. Lawson misses free throw 2 of 2,90,84
334,4,9:35.0,Defensive rebound by R. Jefferson,,90,84
335,4,9:16.0,K. Korver makes 3-pt jump shot from 26 ft (assist by L. James),,93,84
336,4,9:03.0,,T. Lawson makes 2-pt layup from 3 ft,93,86
337,4,8:56.0,L. James makes 2-pt layup from 1 ft,,95,86
338,4,8:56.0,Shooting foul by R. Gay (drawn by L. James),,95,86
339,4,8:56.0,Official timeout,,95,86
340,4,8:56.0,,D. Cousins enters the game for R. Gay,95,86
341,4,8:56.0,L. James makes free throw 1 of 1,,96,86
342,4,8:39.0,,T. Lawson misses 2-pt jump shot from 19 ft,96,86
343,4,8:38.0,Defensive rebound by K. Korver,,96,86
344,4,8:29.0,C. Frye makes 2-pt jump shot from 21 ft (assist by L. James),,98,86
345,4,8:11.0,,M. Barnes makes 2-pt layup from 3 ft (assist by D. Cousins),98,88
346,4,7:51.0,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),,101,88
347,4,7:34.0,,Shooting foul by C. Frye (drawn by D. Cousins),101,88
348,4,7:34.0,,D. Cousins makes free throw 1 of 2,101,89
349,4,7:34.0,,D. Cousins makes free throw 2 of 2,101,90
350,4,7:19.0,C. Frye misses 3-pt jump shot from 25 ft,,101,90
351,4,7:18.0,Offensive rebound by D. Liggins,,101,90
352,4,7:11.0,Personal foul by A. Afflalo (drawn by D. Liggins),,101,90
353,4,6:54.0,L. James misses 3-pt jump shot from 33 ft,,101,90
354,4,6:54.0,,Defensive rebound by M. Barnes,101,90
355,4,6:51.0,,Sacramento full timeout,101,90
356,4,6:46.0,,T. Lawson makes 2-pt jump shot from 18 ft (assist by D. Cousins),101,92
357,4,6:24.0,L. James makes 2-pt dunk at rim (assist by C. Frye),,103,92
358,4,6:08.0,,D. Cousins misses 3-pt jump shot from 26 ft,103,92
359,4,6:04.0,Defensive rebound by D. Liggins,,103,92
360,4,6:00.0,R. Jefferson makes 2-pt dunk at rim (assist by D. Liggins),,105,92
361,4,5:48.0,,D. Cousins makes 2-pt layup from 3 ft,105,94
362,4,5:35.0,K. Korver misses 3-pt jump shot from 26 ft,,105,94
363,4,5:35.0,Offensive rebound by R. Jefferson,,105,94
364,4,5:35.0,Personal foul by D. Cousins (drawn by R. Jefferson),,105,94
365,4,5:35.0,R. Jefferson makes free throw 1 of 2,,106,94
366,4,5:35.0,R. Jefferson misses free throw 2 of 2,,106,94
367,4,5:35.0,K. Irving enters the game for D. Liggins,,106,94
368,4,5:35.0,,R. Gay enters the game for M. Barnes,106,94
369,4,5:35.0,,G. Temple enters the game for A. Afflalo,106,94
370,4,5:34.0,,Defensive rebound by D. Cousins,106,94
371,4,5:20.0,,T. Lawson makes 2-pt layup from 4 ft,106,96
372,4,4:57.0,Shooting foul by G. Temple (drawn by C. Frye),,106,96
373,4,4:57.0,C. Frye makes free throw 1 of 2,,107,96
374,4,4:57.0,I. Shumpert enters the game for R. Jefferson,,107,96
375,4,4:57.0,C. Frye makes free throw 2 of 2,,108,96
376,4,4:45.0,,T. Lawson makes 2-pt jump shot from 17 ft,108,98
377,4,4:26.0,K. Irving makes 2-pt jump shot from 11 ft,,110,98
378,4,4:11.0,,Turnover by D. Cousins (bad pass; steal by C. Frye),110,98
379,4,4:00.0,I. Shumpert makes 2-pt jump shot from 17 ft (assist by K. Korver),,112,98
380,4,4:00.0,,Sacramento full timeout,112,98
381,4,3:46.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Cousins),112,101
382,4,3:17.0,K. Irving misses 3-pt jump shot from 26 ft,,112,101
383,4,3:16.0,,Defensive rebound by D. Cousins,112,101
384,4,3:08.0,,Shooting foul by L. James (drawn by D. Cousins),112,101
385,4,3:08.0,,D. Cousins makes free throw 1 of 2,112,102
386,4,3:08.0,,D. Cousins misses free throw 2 of 2,112,102
