,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BROOKLYN_ACTION,NEW YORK_SCORE,BROOKLYN_SCORE
121,2,11:47.0,Personal foul by S. Kilpatrick (drawn by J. Holiday),,26,39
122,2,11:43.0,J. Holiday misses 2-pt jump shot from 18 ft,,26,39
123,2,11:42.0,,Defensive rebound by S. Kilpatrick,26,39
124,2,11:25.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,26,39
125,2,11:24.0,,Offensive rebound by T. Booker,26,39
126,2,11:14.0,,Turnover by Q. Acy (traveling),26,39
127,2,10:55.0,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by C. Randle),,28,39
128,2,10:39.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,28,42
129,2,10:22.0,L. Thomas makes 2-pt jump shot from 21 ft,,30,42
130,2,10:03.0,,Q. Acy makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),30,45
131,2,9:41.0,R. Baker makes 2-pt jump shot from 20 ft (assist by K. O'Quinn),,32,45
132,2,9:25.0,,T. Booker misses 2-pt hook shot from 10 ft,32,45
133,2,9:24.0,Defensive rebound by J. Holiday,,32,45
134,2,9:00.0,J. Holiday misses 2-pt jump shot from 19 ft,,32,45
135,2,8:59.0,,Defensive rebound by I. Whitehead,32,45
136,2,8:59.0,Loose ball foul by K. O'Quinn (drawn by I. Whitehead),,32,45
137,2,8:58.0,Official timeout,,32,45
138,2,8:58.0,C. Lee enters the game for J. Holiday,,32,45
139,2,8:58.0,K. Porziņģis enters the game for K. O'Quinn,,32,45
140,2,8:40.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,32,45
141,2,8:39.0,Defensive rebound by K. Porziņģis,,32,45
142,2,8:31.0,C. Randle misses 2-pt jump shot from 5 ft,,32,45
143,2,8:29.0,Offensive rebound by L. Thomas,,32,45
144,2,8:28.0,L. Thomas misses 2-pt layup from 2 ft,,32,45
145,2,8:27.0,,Defensive rebound by Q. Acy,32,45
146,2,8:23.0,,T. Booker misses 2-pt layup from 2 ft (block by K. Porziņģis),32,45
147,2,8:21.0,Defensive rebound by R. Baker,,32,45
148,2,8:16.0,Shooting foul by Q. Acy (drawn by C. Randle),,32,45
149,2,8:16.0,C. Randle makes free throw 1 of 2,,33,45
150,2,8:16.0,C. Randle makes free throw 2 of 2,,34,45
151,2,8:04.0,,I. Whitehead makes 3-pt jump shot from 23 ft (assist by Q. Acy),34,48
152,2,7:47.0,K. Porziņģis misses 2-pt jump shot from 15 ft,,34,48
153,2,7:46.0,,Defensive rebound by S. Kilpatrick,34,48
154,2,7:36.0,,T. Booker makes 2-pt layup from 3 ft (assist by S. Kilpatrick),34,50
155,2,7:18.0,R. Baker makes 2-pt layup from 3 ft (assist by K. Porziņģis),,36,50
156,2,6:59.0,,Turnover by T. Booker (step out of bounds),36,50
157,2,6:46.0,K. Porziņģis misses 2-pt jump shot from 20 ft,,36,50
158,2,6:45.0,,Defensive rebound by Q. Acy,36,50
159,2,6:40.0,,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),36,53
160,2,6:18.0,C. Lee misses 3-pt jump shot from 24 ft,,36,53
161,2,6:17.0,,Defensive rebound by Q. Acy,36,53
162,2,6:15.0,,Turnover by Q. Acy (bad pass; steal by C. Lee),36,53
163,2,6:10.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,36,53
164,2,6:07.0,,Defensive rebound by T. Booker,36,53
165,2,6:02.0,,Brooklyn full timeout,36,53
166,2,6:02.0,,J. Lin enters the game for S. Dinwiddie,36,53
167,2,6:02.0,W. Hernangómez enters the game for L. Thomas,,36,53
168,2,6:02.0,D. Rose enters the game for C. Randle,,36,53
169,2,5:47.0,,Q. Acy makes 3-pt jump shot from 27 ft (assist by I. Whitehead),36,56
170,2,5:37.0,Turnover by R. Baker (lost ball; steal by I. Whitehead),,36,56
171,2,5:32.0,,Turnover by I. Whitehead (bad pass; steal by R. Baker),36,56
172,2,5:27.0,W. Hernangómez makes 2-pt dunk at rim (assist by R. Baker),,38,56
173,2,5:11.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,38,56
174,2,5:10.0,Defensive rebound by D. Rose,,38,56
175,2,5:04.0,R. Baker misses 3-pt jump shot from 25 ft,,38,56
176,2,5:03.0,Offensive rebound by D. Rose,,38,56
177,2,5:01.0,C. Lee misses 3-pt jump shot from 24 ft,,38,56
178,2,4:59.0,,Defensive rebound by Q. Acy,38,56
179,2,4:53.0,,J. Lin misses 3-pt jump shot from 24 ft,38,56
180,2,4:52.0,Defensive rebound by D. Rose,,38,56
181,2,4:45.0,Shooting block foul by S. Kilpatrick (drawn by D. Rose),,38,56
182,2,4:45.0,,Technical foul by S. Kilpatrick,38,56
183,2,4:45.0,C. Lee makes technical free throw,,39,56
184,2,4:45.0,D. Rose makes free throw 1 of 2,,40,56
185,2,4:45.0,,B. Lopez enters the game for Q. Acy,40,56
186,2,4:45.0,,C. LeVert enters the game for T. Booker,40,56
187,2,4:45.0,,R. Hollis-Jefferson enters the game for S. Kilpatrick,40,56
188,2,4:45.0,D. Rose makes free throw 2 of 2,,41,56
189,2,4:33.0,,J. Lin misses 3-pt jump shot from 26 ft,41,56
190,2,4:32.0,Defensive rebound by K. Porziņģis,,41,56
191,2,4:18.0,C. Lee misses 2-pt jump shot from 17 ft,,41,56
192,2,4:17.0,,Defensive rebound by B. Lopez,41,56
193,2,4:03.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by B. Lopez),41,59
194,2,3:51.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Porziņģis),,41,59
195,2,3:51.0,K. Porziņģis makes free throw 1 of 2,,42,59
196,2,3:51.0,C. Anthony enters the game for R. Baker,,42,59
197,2,3:51.0,K. Porziņģis makes free throw 2 of 2,,43,59
198,2,3:40.0,,R. Hollis-Jefferson misses 2-pt dunk at rim (block by W. Hernangómez),43,59
199,2,3:39.0,Defensive rebound by C. Anthony,,43,59
200,2,3:35.0,D. Rose makes 2-pt jump shot from 22 ft,,45,59
201,2,3:21.0,,J. Lin misses 2-pt layup from 2 ft,45,59
202,2,3:19.0,,Offensive rebound by R. Hollis-Jefferson,45,59
203,2,3:19.0,,R. Hollis-Jefferson makes 2-pt dunk at rim,45,61
204,2,3:04.0,C. Anthony makes 2-pt jump shot from 14 ft,,47,61
205,2,3:00.0,,Turnover by B. Lopez (lost ball),47,61
206,2,3:00.0,,S. Kilpatrick enters the game for I. Whitehead,47,61
207,2,2:46.0,C. Anthony misses 2-pt jump shot from 17 ft,,47,61
208,2,2:46.0,,Defensive rebound by S. Kilpatrick,47,61
209,2,2:31.0,,B. Lopez misses 2-pt layup from 3 ft,47,61
210,2,2:30.0,Defensive rebound by W. Hernangómez,,47,61
211,2,2:20.0,W. Hernangómez misses 2-pt jump shot from 21 ft,,47,61
212,2,2:19.0,Offensive rebound by D. Rose,,47,61
213,2,2:08.0,K. Porziņģis misses 2-pt jump shot from 18 ft,,47,61
214,2,2:07.0,,Defensive rebound by S. Kilpatrick,47,61
215,2,1:59.0,,C. LeVert makes 2-pt jump shot from 17 ft,47,63
216,2,1:53.0,New York full timeout,,47,63
217,2,1:53.0,J. Holiday enters the game for K. Porziņģis,,47,63
218,2,1:45.0,W. Hernangómez misses 2-pt jump shot from 6 ft,,47,63
219,2,1:44.0,,Defensive rebound by S. Kilpatrick,47,63
220,2,1:39.0,,Turnover by J. Lin (offensive foul),47,63
221,2,1:39.0,Offensive charge foul by J. Lin (drawn by D. Rose),,47,63
222,2,1:23.0,W. Hernangómez makes 2-pt jump shot from 22 ft,,49,63
223,2,1:06.0,,Shooting foul by C. Anthony (drawn by R. Hollis-Jefferson),49,63
224,2,1:06.0,,R. Hollis-Jefferson misses free throw 1 of 2,49,63
225,2,1:06.0,,Offensive rebound by Team,49,63
226,2,1:06.0,,R. Hollis-Jefferson misses free throw 2 of 2,49,63
227,2,1:03.0,,Offensive rebound by Team,49,63
228,2,1:01.0,,C. LeVert makes 2-pt layup from 2 ft (assist by J. Lin),49,65
229,2,0:49.0,D. Rose misses 2-pt jump shot from 20 ft,,49,65
230,2,0:48.0,,Defensive rebound by R. Hollis-Jefferson,49,65
231,2,0:41.0,,Shooting foul by J. Holiday (drawn by J. Lin),49,65
232,2,0:41.0,,J. Lin makes free throw 1 of 2,49,66
233,2,0:41.0,,J. Lin makes free throw 2 of 2,49,67
234,2,0:26.0,J. Holiday misses 3-pt jump shot from 25 ft,,49,67
235,2,0:25.0,,Defensive rebound by J. Lin,49,67
236,2,0:02.0,,Turnover by Team (shot clock),49,67
237,2,0:02.0,New York full timeout,,49,67
238,2,0:02.0,K. Porziņģis enters the game for J. Holiday,,49,67
239,2,0:01.0,W. Hernangómez misses 3-pt jump shot from 35 ft,,49,67
240,2,0:00.0,Offensive rebound by Team,,49,67
241,3,11:49.0,Turnover by K. Porziņģis (lost ball; steal by C. LeVert),,49,67
242,3,11:46.0,,Shooting foul by C. Lee (drawn by C. LeVert),49,67
243,3,11:46.0,,C. LeVert misses free throw 1 of 2,49,67
244,3,11:46.0,,Offensive rebound by Team,49,67
245,3,11:46.0,,C. LeVert makes free throw 2 of 2,49,68
246,3,11:35.0,C. Lee misses 2-pt jump shot from 21 ft,,49,68
247,3,11:34.0,,Defensive rebound by R. Hollis-Jefferson,49,68
248,3,11:29.0,,Personal foul by L. Thomas (drawn by R. Hollis-Jefferson),49,68
249,3,11:29.0,,R. Hollis-Jefferson makes free throw 1 of 2,49,69
250,3,11:29.0,,R. Hollis-Jefferson makes free throw 2 of 2,49,70
251,3,11:19.0,C. Anthony makes 2-pt layup from 2 ft (assist by L. Thomas),,51,70
252,3,11:19.0,Shooting foul by R. Hollis-Jefferson (drawn by C. Anthony),,51,70
253,3,11:19.0,C. Anthony makes free throw 1 of 1,,52,70
254,3,11:03.0,,B. Lopez makes 2-pt dunk at rim (assist by C. LeVert),52,72
255,3,10:43.0,D. Rose misses 2-pt jump shot from 18 ft,,52,72
256,3,10:42.0,Offensive rebound by K. Porziņģis,,52,72
257,3,10:41.0,K. Porziņģis misses 2-pt layup from 2 ft,,52,72
258,3,10:40.0,,Defensive rebound by C. LeVert,52,72
259,3,10:34.0,,Shooting foul by K. Porziņģis (drawn by C. LeVert),52,72
260,3,10:34.0,,C. LeVert makes free throw 1 of 2,52,73
261,3,10:34.0,,C. LeVert makes free throw 2 of 2,52,74
262,3,10:21.0,C. Lee makes 2-pt jump shot from 10 ft (assist by L. Thomas),,54,74
263,3,10:09.0,,J. Lin misses 2-pt jump shot from 9 ft,54,74
264,3,10:08.0,,Offensive rebound by R. Hollis-Jefferson,54,74
265,3,10:06.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft,54,76
266,3,9:53.0,L. Thomas makes 3-pt jump shot from 25 ft (assist by D. Rose),,57,76
267,3,9:46.0,,Turnover by J. Lin (bad pass),57,76
268,3,9:34.0,C. Anthony misses 2-pt layup from 3 ft,,57,76
269,3,9:33.0,Offensive rebound by C. Anthony,,57,76
270,3,9:31.0,C. Anthony makes 2-pt layup from 3 ft,,59,76
271,3,9:31.0,Technical foul by Team,,59,76
272,3,9:31.0,,B. Lopez makes technical free throw,59,77
273,3,9:26.0,,Personal foul by K. Porziņģis (drawn by B. Lopez),59,77
274,3,9:18.0,,Turnover by B. Lopez (bad pass; steal by D. Rose),59,77
275,3,9:09.0,C. Lee makes 3-pt jump shot from 23 ft (assist by L. Thomas),,62,77
276,3,8:58.0,,J. Lin misses 3-pt jump shot from 26 ft,62,77
277,3,8:55.0,Defensive rebound by K. Porziņģis,,62,77
278,3,8:49.0,C. Lee misses 2-pt layup from 2 ft,,62,77
279,3,8:48.0,,Defensive rebound by J. Lin,62,77
280,3,8:42.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by J. Lin),62,79
281,3,8:23.0,C. Anthony misses 2-pt jump shot from 15 ft,,62,79
282,3,8:21.0,,Defensive rebound by R. Hollis-Jefferson,62,79
283,3,8:17.0,,Shooting foul by C. Lee (drawn by J. Lin),62,79
284,3,8:17.0,,J. Lin makes free throw 1 of 2,62,80
285,3,8:17.0,,J. Lin misses free throw 2 of 2,62,80
286,3,8:16.0,Defensive rebound by C. Anthony,,62,80
287,3,8:15.0,Personal foul by R. Hollis-Jefferson (drawn by C. Anthony),,62,80
288,3,8:04.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by C. Anthony),,65,80
289,3,7:46.0,,J. Lin misses 3-pt jump shot from 25 ft,65,80
290,3,7:45.0,Defensive rebound by Team,,65,80
291,3,7:27.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,65,80
292,3,7:26.0,,Defensive rebound by R. Hollis-Jefferson,65,80
293,3,7:13.0,,J. Lin misses 3-pt jump shot from 25 ft,65,80
294,3,7:12.0,Defensive rebound by L. Thomas,,65,80
295,3,7:02.0,C. Anthony misses 2-pt jump shot from 14 ft,,65,80
296,3,7:01.0,,Defensive rebound by C. LeVert,65,80
297,3,6:46.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by D. Rose),65,80
298,3,6:43.0,Shooting foul by C. LeVert (drawn by D. Rose),,65,80
299,3,6:43.0,,Brooklyn full timeout,65,80
300,3,6:43.0,D. Rose makes free throw 1 of 2,,66,80
301,3,6:43.0,,I. Whitehead enters the game for R. Foye,65,80
302,3,6:43.0,D. Rose makes free throw 2 of 2,,67,80
303,3,6:19.0,,Turnover by Team (shot clock),67,80
304,3,6:07.0,K. Porziņģis makes 2-pt layup from 2 ft (assist by L. Thomas),,69,80
305,3,5:54.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by J. Lin),69,83
306,3,5:40.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,69,83
307,3,5:39.0,,Defensive rebound by C. LeVert,69,83
308,3,5:28.0,,I. Whitehead misses 3-pt jump shot from 27 ft,69,83
309,3,5:27.0,Defensive rebound by C. Anthony,,69,83
310,3,5:13.0,C. Lee makes 2-pt layup from 2 ft,,71,83
311,3,5:13.0,Shooting foul by I. Whitehead (drawn by C. Lee),,71,83
312,3,5:13.0,R. Baker enters the game for L. Thomas,,71,83
313,3,5:13.0,,S. Kilpatrick enters the game for C. LeVert,71,83
314,3,5:13.0,C. Lee makes free throw 1 of 1,,72,83
315,3,4:54.0,,Turnover by B. Lopez (bad pass),72,83
316,3,4:54.0,,T. Booker enters the game for R. Hollis-Jefferson,72,83
317,3,4:54.0,,S. Dinwiddie enters the game for J. Lin,72,83
318,3,4:46.0,K. Porziņģis makes 2-pt dunk at rim (assist by C. Anthony),,74,83
319,3,4:36.0,,I. Whitehead misses 2-pt layup from 3 ft,74,83
320,3,4:34.0,Defensive rebound by K. Porziņģis,,74,83
321,3,4:24.0,C. Anthony misses 3-pt jump shot from 26 ft,,74,83
322,3,4:22.0,,Defensive rebound by S. Kilpatrick,74,83
323,3,4:14.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,74,83
324,3,4:08.0,,Offensive rebound by T. Booker,74,83
325,3,4:06.0,,I. Whitehead misses 3-pt jump shot from 25 ft,74,83
326,3,4:05.0,Defensive rebound by K. Porziņģis,,74,83
327,3,3:55.0,D. Rose misses 2-pt layup from 2 ft,,74,83
328,3,3:53.0,,Defensive rebound by I. Whitehead,74,83
329,3,3:44.0,,B. Lopez misses 3-pt jump shot from 25 ft,74,83
330,3,3:43.0,Defensive rebound by Team,,74,83
331,3,3:43.0,,Loose ball foul by T. Booker (drawn by R. Baker),74,83
332,3,3:43.0,New York full timeout,,74,83
333,3,3:43.0,R. Baker misses free throw 1 of 2,,74,83
334,3,3:43.0,Offensive rebound by Team,,74,83
335,3,3:43.0,,Q. Acy enters the game for B. Lopez,74,83
336,3,3:43.0,R. Baker makes free throw 2 of 2,,75,83
337,3,3:26.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,75,83
338,3,3:24.0,Defensive rebound by K. Porziņģis,,75,83
339,3,3:15.0,Turnover by K. Porziņģis (bad pass; steal by I. Whitehead),,75,83
340,3,3:07.0,,Q. Acy misses 2-pt hook shot from 5 ft,75,83
341,3,3:06.0,,Offensive rebound by T. Booker,75,83
342,3,3:05.0,,T. Booker misses 2-pt layup from 3 ft,75,83
343,3,3:04.0,,Offensive rebound by T. Booker,75,83
344,3,3:00.0,,T. Booker makes 2-pt layup from 2 ft,75,85
345,3,2:34.0,Shooting foul by I. Whitehead (drawn by C. Anthony),,75,85
346,3,2:34.0,C. Anthony misses free throw 1 of 2,,75,85
347,3,2:34.0,Offensive rebound by Team,,75,85
348,3,2:34.0,L. Thomas enters the game for K. Porziņģis,,75,85
349,3,2:34.0,C. Anthony makes free throw 2 of 2,,76,85
350,3,2:28.0,,Personal foul by R. Baker (drawn by S. Kilpatrick),76,85
351,3,2:28.0,,S. Kilpatrick makes free throw 1 of 2,76,86
352,3,2:28.0,,S. Kilpatrick makes free throw 2 of 2,76,87
353,3,2:14.0,Shooting block foul by Q. Acy (drawn by R. Baker),,76,87
354,3,2:14.0,R. Baker makes free throw 1 of 2,,77,87
355,3,2:14.0,R. Baker makes free throw 2 of 2,,78,87
356,3,2:01.0,,T. Booker misses 2-pt jump shot from 13 ft,78,87
357,3,2:00.0,Defensive rebound by C. Lee,,78,87
358,3,1:43.0,C. Anthony misses 2-pt jump shot from 19 ft,,78,87
359,3,1:42.0,Offensive rebound by C. Lee,,78,87
360,3,1:33.0,D. Rose misses 2-pt jump shot from 21 ft,,78,87
361,3,1:32.0,,Defensive rebound by Q. Acy,78,87
362,3,1:14.0,,S. Kilpatrick misses 2-pt jump shot from 21 ft,78,87
363,3,1:13.0,Defensive rebound by R. Baker,,78,87
364,3,0:57.0,C. Anthony makes 2-pt jump shot from 20 ft (assist by R. Baker),,80,87
365,3,0:42.0,,I. Whitehead makes 2-pt jump shot from 5 ft,80,89
366,3,0:28.0,Turnover by R. Baker (bad pass; steal by S. Dinwiddie),,80,89
367,3,0:24.0,,S. Dinwiddie makes 2-pt layup from 3 ft,80,91
368,3,0:03.0,C. Anthony misses 3-pt jump shot from 26 ft,,80,91
369,3,0:02.0,,Defensive rebound by S. Kilpatrick,80,91
370,3,0:01.0,,S. Kilpatrick misses 3-pt jump shot from 50 ft,80,91
371,3,0:00.0,,Offensive rebound by Team,80,91
372,4,11:34.0,,Q. Acy makes 3-pt jump shot from 26 ft (assist by I. Whitehead),80,94
373,4,11:14.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,80,94
374,4,11:13.0,,Defensive rebound by S. Kilpatrick,80,94
375,4,11:07.0,,Shooting foul by K. Porziņģis (drawn by S. Kilpatrick),80,94
376,4,11:07.0,,S. Kilpatrick makes free throw 1 of 2,80,95
