,QUARTER,TIME_REMAINING,BOSTON_ACTION,MEMPHIS_ACTION,BOSTON_SCORE,MEMPHIS_SCORE
392,4,4:55.0,,M. Gasol misses 2-pt jump shot from 8 ft,81,85
393,4,4:54.0,Defensive rebound by K. Olynyk,,81,85
394,4,4:41.0,A. Bradley makes 2-pt layup from 3 ft,,83,85
395,4,4:41.0,Shooting foul by M. Gasol (drawn by A. Bradley),,83,85
396,4,4:41.0,I. Thomas enters the game for M. Smart,,83,85
397,4,4:41.0,A. Bradley makes free throw 1 of 1,,84,85
398,4,4:22.0,,J. Green misses 2-pt layup from 1 ft (block by A. Horford),84,85
399,4,4:20.0,Defensive rebound by A. Horford,,84,85
400,4,4:17.0,A. Bradley makes 2-pt layup from 2 ft,,86,85
401,4,4:02.0,,M. Conley misses 2-pt layup from 3 ft (block by A. Bradley),86,85
402,4,4:01.0,,Offensive rebound by M. Conley,86,85
403,4,3:58.0,,T. Daniels makes 2-pt jump shot from 19 ft (assist by M. Conley),86,87
404,4,3:42.0,Personal foul by J. Green (drawn by K. Olynyk),,86,87
405,4,3:42.0,K. Olynyk makes free throw 1 of 2,,87,87
406,4,3:42.0,K. Olynyk makes free throw 2 of 2,,88,87
407,4,3:20.0,,M. Conley misses 3-pt jump shot from 24 ft,88,87
408,4,3:19.0,Defensive rebound by A. Horford,,88,87
409,4,3:13.0,Personal foul by M. Conley (drawn by A. Bradley),,88,87
410,4,3:13.0,A. Bradley makes free throw 1 of 2,,89,87
411,4,3:13.0,,J. Martin enters the game for J. Green,89,87
412,4,3:13.0,A. Bradley makes free throw 2 of 2,,90,87
413,4,3:09.0,,Memphis full timeout,90,87
414,4,2:54.0,,Personal foul by K. Olynyk (drawn by J. Martin),90,87
415,4,2:54.0,,Z. Randolph enters the game for J. Martin,90,87
416,4,2:45.0,,T. Daniels makes 3-pt jump shot from 24 ft (assist by M. Conley),90,90
417,4,2:33.0,Personal foul by T. Daniels (drawn by J. Crowder),,90,90
418,4,2:33.0,J. Crowder makes free throw 1 of 2,,91,90
419,4,2:33.0,J. Crowder makes free throw 2 of 2,,92,90
420,4,2:12.0,,Z. Randolph makes 2-pt jump shot from 6 ft (assist by M. Gasol),92,92
421,4,1:58.0,Turnover by J. Crowder (bad pass; steal by T. Allen),,92,92
422,4,1:49.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),92,95
423,4,1:38.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,95,95
424,4,1:15.0,,M. Gasol misses 2-pt jump shot from 16 ft,95,95
425,4,1:13.0,Defensive rebound by A. Horford,,95,95
426,4,0:57.0,A. Bradley misses 3-pt jump shot from 25 ft,,95,95
427,4,0:55.0,,Defensive rebound by M. Gasol,95,95
428,4,0:33.0,,M. Conley makes 2-pt layup from 3 ft,95,97
429,4,0:33.0,Boston full timeout,,95,97
430,4,0:33.0,,A. Harrison enters the game for M. Conley,95,97
431,4,0:27.0,Shooting foul by A. Harrison (drawn by I. Thomas),,95,97
432,4,0:27.0,I. Thomas makes free throw 1 of 2,,96,97
433,4,0:27.0,,M. Conley enters the game for A. Harrison,96,97
434,4,0:27.0,I. Thomas makes free throw 2 of 2,,97,97
435,4,0:02.0,,M. Gasol misses 2-pt jump shot from 8 ft,97,97
436,4,0:01.0,Defensive rebound by A. Bradley,,97,97
437,4,0:01.0,Boston full timeout,,97,97
438,4,0:01.0,Boston full timeout,,97,97
439,4,0:01.0,,A. Harrison enters the game for T. Daniels,97,97
440,4,0:00.0,A. Horford misses 2-pt layup from 3 ft,,97,97
441,4,0:00.0,Offensive rebound by A. Horford,,97,97
442,1OT,4:47.0,J. Crowder makes 2-pt jump shot from 20 ft (assist by I. Thomas),,99,97
443,1OT,4:26.0,,Shooting foul by A. Bradley (drawn by Z. Randolph),99,97
444,1OT,4:26.0,,Z. Randolph misses free throw 1 of 2,99,97
445,1OT,4:26.0,,Offensive rebound by Team,99,97
446,1OT,4:26.0,,Z. Randolph makes free throw 2 of 2,99,98
447,1OT,4:12.0,A. Horford makes 2-pt jump shot from 19 ft (assist by I. Thomas),,101,98
448,1OT,3:50.0,,Personal foul by A. Bradley (drawn by M. Conley),101,98
449,1OT,3:39.0,,Z. Randolph misses 2-pt jump shot from 3 ft,101,98
450,1OT,3:37.0,,Offensive rebound by Z. Randolph,101,98
451,1OT,3:37.0,,Z. Randolph makes 2-pt layup from 2 ft,101,100
452,1OT,3:23.0,A. Horford misses 3-pt jump shot from 24 ft,,101,100
453,1OT,3:22.0,,Defensive rebound by Z. Randolph,101,100
454,1OT,3:09.0,,M. Conley misses 3-pt jump shot from 25 ft,101,100
455,1OT,3:07.0,Defensive rebound by A. Horford,,101,100
456,1OT,3:01.0,I. Thomas makes 3-pt jump shot from 24 ft,,104,100
457,1OT,2:44.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by M. Conley),104,103
458,1OT,2:43.0,Flagrant foul type 1 by Z. Randolph (drawn by K. Olynyk),,104,103
459,1OT,2:43.0,K. Olynyk misses flagrant free throw 1 of 2,,104,103
460,1OT,2:43.0,Offensive rebound by Team,,104,103
461,1OT,2:43.0,,J. Martin enters the game for Z. Randolph,104,103
462,1OT,2:43.0,K. Olynyk makes flagrant free throw 2 of 2,,105,103
463,1OT,2:19.0,Turnover by Team (shot clock),,105,103
464,1OT,2:11.0,,Turnover by T. Daniels (lost ball),105,103
465,1OT,1:56.0,K. Olynyk misses 2-pt jump shot from 19 ft,,105,103
466,1OT,1:55.0,,Defensive rebound by T. Allen,105,103
467,1OT,1:51.0,,Shooting foul by I. Thomas (drawn by J. Martin),105,103
468,1OT,1:51.0,,J. Martin misses free throw 1 of 2,105,103
469,1OT,1:51.0,,Offensive rebound by Team,105,103
470,1OT,1:51.0,,J. Martin makes free throw 2 of 2,105,104
471,1OT,1:28.0,A. Horford misses 3-pt jump shot from 24 ft,,105,104
472,1OT,1:26.0,,Defensive rebound by M. Gasol,105,104
473,1OT,1:11.0,,M. Gasol misses 2-pt jump shot from 4 ft,105,104
474,1OT,1:10.0,,Offensive rebound by T. Allen,105,104
475,1OT,1:10.0,,T. Allen makes 2-pt layup from 2 ft,105,106
476,1OT,1:10.0,Boston full timeout,,105,106
477,1OT,1:08.0,Shooting foul by T. Daniels (drawn by I. Thomas),,105,106
478,1OT,1:08.0,I. Thomas makes free throw 1 of 2,,106,106
479,1OT,1:08.0,A. Johnson enters the game for K. Olynyk,,106,106
480,1OT,1:08.0,I. Thomas makes free throw 2 of 2,,107,106
481,1OT,0:51.0,,T. Daniels misses 3-pt jump shot from 26 ft,107,106
482,1OT,0:50.0,Defensive rebound by A. Horford,,107,106
483,1OT,0:35.0,Boston full timeout,,107,106
484,1OT,0:30.0,A. Horford makes 2-pt jump shot from 4 ft (assist by J. Crowder),,109,106
485,1OT,0:30.0,,Memphis full timeout,109,106
486,1OT,0:30.0,M. Smart enters the game for I. Thomas,,109,106
487,1OT,0:16.0,,M. Conley misses 2-pt jump shot from 3 ft,109,106
488,1OT,0:15.0,Defensive rebound by A. Johnson,,109,106
489,1OT,0:14.0,Personal take foul by J. Martin (drawn by A. Johnson),,109,106
490,1OT,0:14.0,A. Johnson misses free throw 1 of 2,,109,106
491,1OT,0:14.0,Offensive rebound by Team,,109,106
492,1OT,0:14.0,A. Johnson makes free throw 2 of 2,,110,106
493,1OT,0:14.0,,Memphis full timeout,110,106
494,1OT,0:08.0,,Shooting foul by A. Johnson (drawn by M. Conley),110,106
495,1OT,0:08.0,,M. Conley makes free throw 1 of 2,110,107
496,1OT,0:08.0,,M. Conley misses free throw 2 of 2,110,107
497,1OT,0:07.0,Defensive rebound by J. Crowder,,110,107
498,1OT,0:07.0,Boston full timeout,,110,107
499,1OT,0:07.0,I. Thomas enters the game for A. Johnson,,110,107
500,1OT,0:07.0,,J. Ennis enters the game for M. Conley,110,107
501,1OT,0:07.0,,J. Green enters the game for T. Daniels,110,107
502,1OT,0:06.0,Personal foul by J. Martin (drawn by I. Thomas),,110,107
503,1OT,0:06.0,I. Thomas makes free throw 1 of 2,,111,107
504,1OT,0:06.0,,M. Conley enters the game for J. Martin,110,107
505,1OT,0:06.0,K. Olynyk enters the game for I. Thomas,,112,107
506,1OT,0:06.0,,T. Daniels enters the game for J. Ennis,112,107
507,1OT,0:06.0,I. Thomas makes free throw 2 of 2,,112,107
508,1OT,0:06.0,,Memphis full timeout,112,107
509,1OT,0:02.0,,J. Green makes 2-pt dunk at rim,112,109
