,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,SACRAMENTO_ACTION,SAN ANTONIO_SCORE,SACRAMENTO_SCORE
0,1,11:42.0,,A. Afflalo misses 2-pt jump shot from 15 ft,0,0
1,1,11:41.0,Defensive rebound by P. Gasol,,0,0
2,1,11:23.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by D. Green),,2,0
3,1,10:57.0,,A. Afflalo makes 2-pt jump shot from 16 ft,2,2
4,1,10:41.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by P. Gasol),,5,2
5,1,10:26.0,,D. Cousins makes 2-pt jump shot from 19 ft,5,4
6,1,10:08.0,P. Gasol misses 2-pt jump shot from 17 ft,,5,4
7,1,10:07.0,,Defensive rebound by D. Cousins,5,4
8,1,9:58.0,,D. Cousins misses 3-pt jump shot from 26 ft,5,4
9,1,9:57.0,Defensive rebound by D. Green,,5,4
10,1,9:49.0,T. Parker makes 2-pt jump shot from 20 ft,,7,4
11,1,9:22.0,,R. Gay misses 2-pt jump shot from 20 ft,7,4
12,1,9:21.0,Defensive rebound by P. Gasol,,7,4
13,1,9:08.0,P. Gasol misses 2-pt jump shot from 17 ft,,7,4
14,1,9:07.0,,Defensive rebound by D. Cousins,7,4
15,1,8:57.0,,K. Koufos misses 2-pt jump shot from 7 ft (block by P. Gasol),7,4
16,1,8:56.0,Defensive rebound by P. Gasol,,7,4
17,1,8:42.0,L. Aldridge misses 2-pt jump shot from 20 ft,,7,4
18,1,8:41.0,,Defensive rebound by K. Koufos,7,4
19,1,8:32.0,,Shooting foul by T. Parker (drawn by K. Koufos),7,4
20,1,8:32.0,,K. Koufos misses free throw 1 of 2,7,4
21,1,8:32.0,,Offensive rebound by Team,7,4
22,1,8:32.0,,K. Koufos makes free throw 2 of 2,7,5
23,1,8:19.0,P. Gasol makes 2-pt jump shot from 8 ft (assist by D. Green),,9,5
24,1,8:19.0,Shooting foul by D. Cousins (drawn by P. Gasol),,9,5
25,1,8:19.0,,Violation by Team (jump ball),9,5
26,1,8:19.0,P. Gasol misses free throw 1 of 1,,9,5
27,1,8:19.0,Offensive rebound by K. Leonard,,9,5
28,1,8:16.0,Personal foul by D. Cousins (drawn by K. Leonard),,9,5
29,1,8:16.0,,W. Cauley-Stein enters the game for D. Cousins,9,5
30,1,8:08.0,T. Parker makes 2-pt layup from 3 ft,,11,5
31,1,7:58.0,,Shooting foul by P. Gasol (drawn by W. Cauley-Stein),11,5
32,1,7:58.0,,W. Cauley-Stein misses free throw 1 of 2,11,5
33,1,7:58.0,,Offensive rebound by Team,11,5
34,1,7:58.0,,W. Cauley-Stein makes free throw 2 of 2,11,6
35,1,7:40.0,D. Green misses 3-pt jump shot from 25 ft,,11,6
36,1,7:40.0,,Defensive rebound by K. Koufos,11,6
37,1,7:31.0,,R. Gay misses 2-pt jump shot from 19 ft,11,6
38,1,7:30.0,Defensive rebound by Team,,11,6
39,1,7:08.0,P. Gasol makes 2-pt layup from 4 ft (assist by T. Parker),,13,6
40,1,6:58.0,,W. Cauley-Stein misses 2-pt jump shot from 18 ft,13,6
41,1,6:58.0,,Offensive rebound by T. Lawson,13,6
42,1,6:47.0,,K. Koufos misses 2-pt jump shot from 8 ft,13,6
43,1,6:47.0,Defensive rebound by L. Aldridge,,13,6
44,1,6:36.0,P. Gasol makes 2-pt jump shot from 8 ft (assist by T. Parker),,15,6
45,1,6:36.0,Shooting foul by A. Afflalo (drawn by P. Gasol),,15,6
46,1,6:36.0,P. Gasol makes free throw 1 of 1,,16,6
47,1,6:33.0,,Sacramento full timeout,16,6
48,1,6:33.0,P. Mills enters the game for T. Parker,,16,6
49,1,6:27.0,,Shooting foul by L. Aldridge (drawn by R. Gay),16,6
50,1,6:27.0,,R. Gay makes free throw 1 of 2,16,7
51,1,6:27.0,,R. Gay makes free throw 2 of 2,16,8
52,1,6:23.0,K. Leonard misses 2-pt jump shot from 18 ft,,16,8
53,1,6:20.0,,Defensive rebound by T. Lawson,16,8
54,1,5:58.0,,K. Koufos misses 2-pt jump shot from 13 ft,16,8
55,1,5:58.0,Defensive rebound by L. Aldridge,,16,8
56,1,5:46.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by P. Mills),,19,8
57,1,5:33.0,,T. Lawson makes 3-pt jump shot from 25 ft (assist by A. Afflalo),19,11
58,1,5:19.0,L. Aldridge misses 2-pt jump shot from 20 ft,,19,11
59,1,5:19.0,,Defensive rebound by K. Koufos,19,11
60,1,5:10.0,,A. Afflalo misses 2-pt jump shot from 4 ft,19,11
61,1,5:08.0,Defensive rebound by P. Mills,,19,11
62,1,4:54.0,L. Aldridge misses 2-pt jump shot from 13 ft,,19,11
63,1,4:53.0,,Defensive rebound by W. Cauley-Stein,19,11
64,1,4:46.0,,W. Cauley-Stein makes 2-pt jump shot from 3 ft (assist by R. Gay),19,13
65,1,4:43.0,San Antonio full timeout,,19,13
66,1,4:43.0,D. Lee enters the game for L. Aldridge,,19,13
67,1,4:43.0,M. Ginóbili enters the game for D. Green,,19,13
68,1,4:43.0,,D. Collison enters the game for K. Koufos,19,13
69,1,4:33.0,D. Lee makes 2-pt layup from 2 ft (assist by K. Leonard),,21,13
70,1,4:15.0,,Turnover by D. Collison (bad pass),21,13
71,1,4:03.0,P. Gasol misses 2-pt jump shot from 8 ft (block by R. Gay),,21,13
72,1,4:01.0,,Defensive rebound by W. Cauley-Stein,21,13
73,1,3:46.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,21,13
74,1,3:45.0,,Offensive rebound by W. Cauley-Stein,21,13
75,1,3:43.0,,Turnover by W. Cauley-Stein (lost ball; steal by K. Leonard),21,13
76,1,3:39.0,Personal foul by W. Cauley-Stein (drawn by K. Leonard),,21,13
77,1,3:39.0,,G. Temple enters the game for T. Lawson,21,13
78,1,3:34.0,M. Ginóbili makes 2-pt jump shot from 7 ft (assist by P. Mills),,23,13
79,1,3:17.0,,Turnover by R. Gay (bad pass; steal by K. Leonard),23,13
80,1,3:07.0,K. Leonard misses 2-pt jump shot from 13 ft,,23,13
81,1,3:06.0,,Defensive rebound by R. Gay,23,13
82,1,2:58.0,,G. Temple misses 2-pt jump shot from 17 ft,23,13
