,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHARLOTTE_ACTION,PHOENIX_SCORE,CHARLOTTE_SCORE
381,4,2:12.0,,M. Williams makes 2-pt layup from 2 ft (assist by N. Batum),101,116
382,4,1:56.0,A. Williams misses 2-pt hook shot from 5 ft,,101,116
383,4,1:53.0,,Defensive rebound by N. Batum,101,116
384,4,1:32.0,,N. Batum misses 3-pt jump shot from 24 ft,101,116
385,4,1:31.0,Defensive rebound by A. Williams,,101,116
386,4,1:24.0,Shooting foul by C. Zeller (drawn by M. Chriss),,101,116
387,4,1:24.0,M. Chriss misses free throw 1 of 2,,101,116
388,4,1:24.0,Offensive rebound by Team,,101,116
389,4,1:24.0,M. Chriss misses free throw 2 of 2,,101,116
390,4,1:22.0,,Defensive rebound by C. Zeller,101,116
391,4,1:04.0,,Shooting foul by M. Chriss (drawn by C. Zeller),101,116
392,4,1:04.0,,C. Zeller makes free throw 1 of 2,101,117
393,4,1:04.0,,C. Zeller makes free throw 2 of 2,101,118
394,4,0:45.0,T. Ulis misses 2-pt jump shot from 19 ft,,101,118
395,4,0:43.0,Offensive rebound by M. Chriss,,101,118
396,4,0:41.0,D. Booker makes 2-pt jump shot from 15 ft (assist by M. Chriss),,103,118
397,4,0:23.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by N. Batum),103,120
398,4,0:16.0,T. Ulis makes 3-pt jump shot from 31 ft,,106,120
