,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
101,1,0:52.0,B. Beal makes 2-pt dunk at rim (assist by K. Oubre),,30,21
102,1,0:52.0,,Technical foul by K. Bazemore,30,21
103,1,0:52.0,Technical foul by B. Beal,,30,21
104,1,0:52.0,,Technical foul by T. Hardaway,30,21
105,1,0:52.0,Technical foul by J. Smith,,30,21
106,1,0:39.0,,P. Millsap makes 2-pt jump shot from 5 ft,30,23
107,1,0:35.0,,Offensive charge foul by B. Beal (drawn by T. Hardaway),30,23
108,1,0:35.0,Turnover by B. Beal (offensive foul),,30,23
109,1,0:35.0,J. Wall enters the game for B. Beal,,30,23
110,1,0:26.0,,Turnover by K. Bazemore (lost ball; steal by K. Oubre),30,23
111,1,0:05.0,Turnover by J. Wall (bad pass; steal by P. Millsap),,30,23
112,2,11:43.0,,Personal foul by J. Smith (drawn by M. Muscala),30,23
113,2,11:43.0,M. Morris enters the game for J. Smith,,30,23
114,2,11:42.0,,Turnover by K. Bazemore (bad pass; steal by K. Oubre),30,23
115,2,11:39.0,Turnover by B. Jennings (traveling),,30,23
116,2,11:28.0,,T. Hardaway misses 3-pt jump shot from 24 ft,30,23
117,2,11:26.0,Defensive rebound by K. Oubre,,30,23
118,2,11:13.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Jennings),,33,23
119,2,11:01.0,,Personal foul by K. Oubre (drawn by T. Hardaway),33,23
120,2,10:51.0,,P. Millsap makes 2-pt jump shot from 6 ft (assist by J. Calderón),33,25
121,2,10:38.0,B. Jennings misses 2-pt jump shot from 19 ft,,33,25
122,2,10:36.0,Offensive rebound by Team,,33,25
123,2,10:35.0,Turnover by J. Wall (bad pass; steal by P. Millsap),,33,25
124,2,10:26.0,,P. Millsap makes 2-pt jump shot from 6 ft,33,27
125,2,10:11.0,J. Wall makes 2-pt jump shot from 18 ft,,35,27
126,2,9:57.0,,J. Calderón misses 2-pt layup from 2 ft (block by M. Morris),35,27
127,2,9:54.0,,Offensive rebound by M. Muscala,35,27
128,2,9:52.0,,Turnover by K. Bazemore (bad pass),35,27
129,2,9:38.0,J. Wall misses 2-pt jump shot from 19 ft,,35,27
130,2,9:36.0,,Defensive rebound by J. Calderón,35,27
131,2,9:31.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by J. Calderón),35,29
132,2,9:25.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by B. Jennings),,37,29
133,2,9:13.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by P. Millsap),37,32
134,2,8:53.0,Shooting foul by P. Millsap (drawn by M. Morris),,37,32
135,2,8:53.0,Official timeout,,37,32
136,2,8:53.0,M. Morris makes free throw 1 of 2,,38,32
137,2,8:53.0,,T. Prince enters the game for K. Bazemore,37,32
138,2,8:53.0,M. Morris misses free throw 2 of 2,,38,32
139,2,8:52.0,,Defensive rebound by P. Millsap,38,32
140,2,8:38.0,,P. Millsap makes 2-pt jump shot from 13 ft,38,34
141,2,8:20.0,J. Wall makes 2-pt layup from 3 ft,,40,34
142,2,8:03.0,,P. Millsap misses 3-pt jump shot from 25 ft,40,34
143,2,8:01.0,Defensive rebound by Team,,40,34
144,2,8:01.0,,D. Schröder enters the game for T. Hardaway,40,34
145,2,7:40.0,J. Wall makes 2-pt jump shot from 13 ft,,42,34
146,2,7:18.0,,T. Prince makes 2-pt layup from 3 ft,42,36
147,2,6:52.0,M. Morris makes 2-pt jump shot from 8 ft,,44,36
148,2,6:28.0,,D. Schröder misses 3-pt jump shot from 23 ft,44,36
149,2,6:26.0,,Offensive rebound by P. Millsap,44,36
150,2,6:22.0,,P. Millsap makes 2-pt jump shot from 9 ft,44,38
151,2,6:08.0,Shooting foul by M. Muscala (drawn by K. Oubre),,44,38
152,2,6:08.0,K. Oubre makes free throw 1 of 2,,45,38
153,2,6:08.0,O. Porter enters the game for B. Bogdanović,,45,38
154,2,6:08.0,,D. Howard enters the game for M. Muscala,45,38
155,2,6:08.0,K. Oubre makes free throw 2 of 2,,46,38
156,2,5:53.0,,D. Schröder makes 2-pt jump shot from 11 ft,46,40
157,2,5:30.0,Turnover by M. Morris (lost ball; steal by D. Howard),,46,40
158,2,5:20.0,,T. Prince makes 2-pt layup from 3 ft (assist by D. Schröder),46,42
159,2,5:20.0,Washington full timeout,,46,42
160,2,5:20.0,M. Gortat enters the game for K. Oubre,,46,42
161,2,5:20.0,B. Beal enters the game for B. Jennings,,46,42
162,2,5:07.0,J. Wall makes 2-pt jump shot from 7 ft,,48,42
163,2,4:53.0,,T. Prince misses 3-pt jump shot from 24 ft,48,42
164,2,4:52.0,Defensive rebound by J. Wall,,48,42
165,2,4:47.0,,Offensive charge foul by O. Porter (drawn by T. Prince),48,42
166,2,4:47.0,Turnover by O. Porter (offensive foul),,48,42
167,2,4:34.0,,Turnover by P. Millsap (bad pass; steal by B. Beal),48,42
168,2,4:27.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,50,42
169,2,4:05.0,,D. Schröder misses 2-pt jump shot from 11 ft,50,42
170,2,4:03.0,Defensive rebound by M. Gortat,,50,42
171,2,3:57.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,53,42
172,2,3:57.0,,Atlanta full timeout,53,42
173,2,3:57.0,,T. Hardaway enters the game for T. Prince,53,42
174,2,3:57.0,,K. Bazemore enters the game for J. Calderón,53,42
175,2,3:42.0,,T. Hardaway misses 3-pt jump shot from 24 ft,53,42
176,2,3:41.0,,Offensive rebound by Team,53,42
177,2,3:29.0,,Turnover by D. Schröder (lost ball; steal by J. Wall),53,42
178,2,3:24.0,J. Wall misses 2-pt layup from 2 ft,,53,42
179,2,3:22.0,Offensive rebound by B. Beal,,53,42
180,2,3:22.0,B. Beal makes 2-pt layup from 1 ft,,55,42
181,2,3:16.0,,Offensive foul by D. Howard (drawn by M. Gortat),55,42
182,2,3:16.0,,Turnover by D. Howard (offensive foul),55,42
183,2,3:04.0,B. Beal makes 2-pt jump shot from 20 ft,,57,42
184,2,2:47.0,,P. Millsap makes 2-pt dunk at rim (assist by D. Schröder),57,44
185,2,2:29.0,J. Wall makes 2-pt jump shot from 21 ft (assist by B. Beal),,59,44
186,2,2:10.0,,Personal foul by O. Porter (drawn by K. Bazemore),59,44
187,2,2:08.0,,Turnover by K. Bazemore (bad pass; steal by J. Wall),59,44
188,2,1:54.0,B. Beal misses 3-pt jump shot from 24 ft,,59,44
189,2,1:53.0,,Defensive rebound by K. Bazemore,59,44
190,2,1:44.0,,D. Schröder makes 2-pt layup from 2 ft,59,46
191,2,1:22.0,J. Wall misses 2-pt jump shot from 20 ft,,59,46
192,2,1:20.0,Offensive rebound by O. Porter,,59,46
193,2,1:04.0,B. Beal makes 2-pt jump shot from 23 ft (assist by M. Gortat),,61,46
194,2,0:49.0,,Turnover by D. Schröder (bad pass; steal by O. Porter),61,46
195,2,0:45.0,B. Beal makes 2-pt layup from 1 ft (assist by O. Porter),,63,46
196,2,0:45.0,,Atlanta full timeout,63,46
197,2,0:45.0,,T. Prince enters the game for D. Howard,63,46
198,2,0:45.0,K. Oubre enters the game for O. Porter,,63,46
199,2,0:45.0,J. Smith enters the game for M. Gortat,,63,46
200,2,0:32.0,,Turnover by P. Millsap (lost ball; steal by K. Oubre),63,46
201,2,0:29.0,,Violation by K. Bazemore (def goaltending),63,46
202,2,0:29.0,J. Wall makes 2-pt layup from 1 ft,,65,46
203,2,0:16.0,,Personal take foul by K. Oubre (drawn by T. Prince),65,46
204,2,0:16.0,T. Satoranský enters the game for B. Beal,,65,46
205,2,0:05.0,,Turnover by P. Millsap (lost ball; steal by K. Oubre),65,46
206,2,0:00.0,Turnover by J. Wall (bad pass; steal by D. Schröder),,65,46
207,3,11:40.0,,D. Schröder misses 2-pt jump shot from 13 ft,65,46
208,3,11:37.0,,Offensive rebound by D. Howard,65,46
209,3,11:30.0,,T. Hardaway misses 3-pt jump shot from 26 ft,65,46
210,3,11:29.0,Defensive rebound by O. Porter,,65,46
211,3,11:22.0,O. Porter makes 3-pt jump shot from 25 ft (assist by B. Beal),,68,46
212,3,11:00.0,,Personal foul by B. Beal (drawn by T. Hardaway),68,46
213,3,10:56.0,,D. Schröder misses 3-pt jump shot from 25 ft,68,46
214,3,10:54.0,Defensive rebound by M. Gortat,,68,46
215,3,10:33.0,J. Wall misses 3-pt jump shot from 26 ft,,68,46
216,3,10:30.0,,Defensive rebound by T. Prince,68,46
217,3,10:26.0,,Personal foul by M. Morris (drawn by P. Millsap),68,46
218,3,10:07.0,,T. Prince misses 3-pt jump shot from 24 ft,68,46
219,3,10:06.0,,Offensive rebound by P. Millsap,68,46
220,3,10:02.0,,Shooting foul by O. Porter (drawn by P. Millsap),68,46
221,3,10:02.0,,P. Millsap makes free throw 1 of 2,68,47
222,3,10:02.0,,P. Millsap makes free throw 2 of 2,68,48
223,3,9:42.0,Turnover by M. Gortat (bad pass),,68,48
224,3,9:28.0,,P. Millsap misses 2-pt jump shot from 8 ft,68,48
225,3,9:26.0,Defensive rebound by M. Gortat,,68,48
226,3,9:21.0,,Offensive charge foul by J. Wall (drawn by D. Schröder),68,48
227,3,9:21.0,Turnover by J. Wall (offensive foul),,68,48
228,3,9:12.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),68,51
229,3,8:55.0,Turnover by B. Beal (bad pass),,68,51
230,3,8:45.0,,D. Schröder makes 2-pt layup from 1 ft,68,53
231,3,8:45.0,Washington full timeout,,68,53
232,3,8:29.0,Shooting foul by P. Millsap (drawn by B. Beal),,68,53
233,3,8:29.0,B. Beal makes free throw 1 of 2,,69,53
234,3,8:29.0,B. Beal makes free throw 2 of 2,,70,53
235,3,8:16.0,,T. Hardaway misses 3-pt jump shot from 25 ft (block by J. Wall),70,53
236,3,8:16.0,,Offensive rebound by T. Hardaway,70,53
237,3,8:16.0,,Shooting block foul by M. Gortat (drawn by T. Hardaway),70,53
238,3,8:16.0,,T. Hardaway misses free throw 1 of 2,70,53
239,3,8:16.0,,Offensive rebound by Team,70,53
240,3,8:16.0,,T. Hardaway makes free throw 2 of 2,70,54
241,3,8:03.0,B. Beal misses 2-pt jump shot from 16 ft,,70,54
242,3,8:00.0,Offensive rebound by M. Morris,,70,54
243,3,7:58.0,B. Beal makes 2-pt jump shot from 15 ft (assist by M. Morris),,72,54
244,3,7:45.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by P. Millsap),72,57
245,3,7:30.0,J. Wall makes 3-pt jump shot from 25 ft (assist by O. Porter),,75,57
246,3,7:12.0,,T. Hardaway misses 2-pt jump shot from 11 ft,75,57
247,3,7:11.0,,Offensive rebound by Team,75,57
248,3,7:06.0,,Personal foul by O. Porter (drawn by D. Schröder),75,57
249,3,7:06.0,,D. Schröder makes free throw 1 of 2,75,58
250,3,7:06.0,,D. Schröder misses free throw 2 of 2,75,58
251,3,7:06.0,K. Oubre enters the game for O. Porter,,75,58
252,3,7:05.0,Defensive rebound by M. Gortat,,75,58
253,3,6:54.0,Personal foul by P. Millsap (drawn by J. Wall),,75,58
254,3,6:44.0,M. Gortat makes 2-pt jump shot from 9 ft (assist by J. Wall),,77,58
255,3,6:27.0,,Turnover by P. Millsap (lost ball; steal by B. Beal),77,58
256,3,6:24.0,Personal foul by D. Schröder (drawn by J. Wall),,77,58
257,3,6:17.0,M. Gortat misses 2-pt jump shot from 18 ft,,77,58
258,3,6:16.0,,Defensive rebound by P. Millsap,77,58
259,3,6:09.0,,P. Millsap misses 3-pt jump shot from 25 ft,77,58
260,3,6:05.0,Defensive rebound by M. Gortat,,77,58
261,3,5:54.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Gortat),,79,58
262,3,5:54.0,Shooting foul by D. Howard (drawn by M. Morris),,79,58
263,3,5:54.0,M. Morris misses free throw 1 of 1,,79,58
264,3,5:54.0,,K. Bazemore enters the game for T. Prince,79,58
265,3,5:53.0,,Defensive rebound by D. Howard,79,58
266,3,5:39.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),79,61
267,3,5:24.0,M. Morris misses 3-pt jump shot from 24 ft,,79,61
268,3,5:23.0,,Defensive rebound by Team,79,61
269,3,5:08.0,,Shooting foul by K. Oubre (drawn by D. Schröder),79,61
270,3,5:08.0,,D. Schröder makes free throw 1 of 2,79,62
271,3,5:08.0,,D. Schröder makes free throw 2 of 2,79,63
272,3,4:54.0,M. Morris misses 2-pt jump shot from 19 ft,,79,63
273,3,4:52.0,,Defensive rebound by D. Schröder,79,63
274,3,4:45.0,,T. Hardaway makes 2-pt jump shot from 11 ft (assist by D. Schröder),79,65
275,3,4:18.0,J. Wall misses 2-pt jump shot from 21 ft,,79,65
276,3,4:17.0,,Defensive rebound by P. Millsap,79,65
277,3,4:14.0,,Turnover by P. Millsap (lost ball; steal by M. Morris),79,65
278,3,4:14.0,Personal foul by P. Millsap (drawn by B. Beal),,79,65
279,3,4:14.0,B. Beal makes free throw 1 of 2,,80,65
280,3,4:14.0,B. Beal makes free throw 2 of 2,,81,65
281,3,4:05.0,,T. Hardaway misses 3-pt jump shot from 25 ft,81,65
282,3,4:03.0,Defensive rebound by M. Morris,,81,65
283,3,3:56.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,84,65
284,3,3:40.0,,Personal foul by B. Beal (drawn by D. Schröder),84,65
285,3,3:40.0,,D. Schröder makes free throw 1 of 2,84,66
286,3,3:40.0,B. Jennings enters the game for B. Beal,,84,66
287,3,3:40.0,,T. Prince enters the game for D. Howard,84,66
288,3,3:40.0,,D. Schröder makes free throw 2 of 2,84,67
289,3,3:21.0,M. Gortat misses 2-pt hook shot from 8 ft,,84,67
290,3,3:18.0,,Defensive rebound by T. Prince,84,67
291,3,3:11.0,,T. Hardaway makes 2-pt jump shot from 19 ft (assist by P. Millsap),84,69
292,3,2:54.0,K. Oubre misses 3-pt jump shot from 25 ft (block by T. Prince),,84,69
293,3,2:51.0,,Defensive rebound by P. Millsap,84,69
294,3,2:45.0,,Atlanta full timeout,84,69
295,3,2:45.0,J. Smith enters the game for M. Morris,,84,69
296,3,2:40.0,,Shooting foul by M. Gortat (drawn by D. Schröder),84,69
297,3,2:40.0,,D. Schröder makes free throw 1 of 2,84,70
298,3,2:40.0,B. Bogdanović enters the game for M. Gortat,,84,70
299,3,2:40.0,,D. Schröder makes free throw 2 of 2,84,71
300,3,2:15.0,Turnover by J. Wall (bad pass; steal by T. Prince),,84,71
301,3,2:11.0,,D. Schröder makes 2-pt dunk at rim (assist by K. Bazemore),84,73
302,3,1:54.0,K. Oubre misses 2-pt jump shot from 6 ft,,84,73
303,3,1:54.0,,Defensive rebound by P. Millsap,84,73
304,3,1:54.0,,Personal foul by J. Smith (drawn by P. Millsap),84,73
305,3,1:54.0,,P. Millsap makes free throw 1 of 2,84,74
306,3,1:54.0,,P. Millsap makes free throw 2 of 2,84,75
307,3,1:42.0,Personal foul by T. Prince (drawn by B. Bogdanović),,84,75
308,3,1:42.0,B. Bogdanović makes free throw 1 of 2,,85,75
309,3,1:42.0,B. Bogdanović makes free throw 2 of 2,,86,75
310,3,1:21.0,,P. Millsap makes 2-pt layup from 3 ft (assist by T. Prince),86,77
311,3,1:03.0,K. Oubre misses 2-pt layup from 1 ft (block by P. Millsap),,86,77
312,3,1:02.0,,Defensive rebound by T. Hardaway,86,77
313,3,1:01.0,,T. Hardaway misses 2-pt layup from 1 ft,86,77
314,3,0:56.0,,Offensive rebound by P. Millsap,86,77
315,3,0:55.0,,P. Millsap makes 2-pt layup at rim,86,79
316,3,0:40.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Wall),,89,79
317,3,0:31.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by D. Schröder),89,82
318,3,0:08.0,J. Smith misses 3-pt jump shot from 23 ft,,89,82
319,3,0:07.0,,Defensive rebound by K. Bazemore,89,82
320,3,0:01.0,,Turnover by T. Prince (bad pass),89,82
321,3,0:00.0,J. Wall misses 3-pt jump shot from 45 ft,,89,82
322,3,0:00.0,Offensive rebound by Team,,89,82
323,4,11:35.0,J. Wall makes 2-pt jump shot from 6 ft,,91,82
324,4,11:19.0,,P. Millsap misses 2-pt jump shot from 16 ft,91,82
325,4,11:17.0,Defensive rebound by B. Bogdanović,,91,82
326,4,10:55.0,M. Morris misses 2-pt jump shot from 10 ft,,91,82
327,4,10:54.0,,Defensive rebound by K. Bazemore,91,82
328,4,10:46.0,,K. Bazemore makes 2-pt jump shot from 19 ft (assist by D. Schröder),91,84
329,4,10:22.0,M. Morris misses 2-pt layup from 2 ft,,91,84
330,4,10:20.0,,Defensive rebound by T. Prince,91,84
331,4,10:09.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by P. Millsap),91,87
332,4,10:08.0,Washington full timeout,,91,87
333,4,10:08.0,O. Porter enters the game for K. Oubre,,91,87
334,4,10:08.0,B. Beal enters the game for J. Wall,,91,87
335,4,10:08.0,,J. Calderón enters the game for T. Hardaway,91,87
336,4,9:45.0,B. Jennings misses 3-pt jump shot from 25 ft (block by J. Calderón),,91,87
337,4,9:44.0,Offensive rebound by Team,,91,87
338,4,9:44.0,Turnover by Team (shot clock),,91,87
339,4,9:32.0,,D. Schröder misses 3-pt jump shot from 25 ft,91,87
340,4,9:30.0,Defensive rebound by M. Morris,,91,87
341,4,9:21.0,B. Beal makes 2-pt jump shot from 19 ft,,93,87
342,4,8:59.0,,J. Calderón makes 3-pt jump shot from 23 ft (assist by T. Prince),93,90
343,4,8:38.0,M. Morris misses 2-pt layup from 1 ft,,93,90
344,4,8:38.0,Offensive rebound by Team,,93,90
345,4,8:38.0,,Loose ball foul by J. Calderón (drawn by O. Porter),93,90
346,4,8:38.0,J. Wall enters the game for B. Jennings,,93,90
347,4,8:32.0,Turnover by B. Beal (bad pass; steal by D. Schröder),,93,90
348,4,8:27.0,,D. Schröder misses 2-pt layup from 2 ft (block by J. Wall),93,90
349,4,8:25.0,Defensive rebound by B. Bogdanović,,93,90
350,4,8:08.0,J. Wall makes 2-pt layup from 1 ft,,95,90
351,4,7:52.0,,J. Calderón misses 3-pt jump shot from 25 ft,95,90
352,4,7:51.0,Defensive rebound by O. Porter,,95,90
353,4,7:34.0,J. Wall makes 2-pt jump shot from 20 ft,,97,90
354,4,7:33.0,,Atlanta full timeout,97,90
355,4,7:33.0,,T. Hardaway enters the game for T. Prince,97,90
356,4,7:20.0,,P. Millsap makes 2-pt jump shot from 10 ft,97,92
357,4,6:57.0,M. Morris makes 2-pt layup from 2 ft (assist by J. Wall),,99,92
358,4,6:47.0,,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),99,94
359,4,6:26.0,J. Wall misses 3-pt jump shot from 25 ft,,99,94
360,4,6:24.0,Offensive rebound by M. Morris,,99,94
361,4,6:22.0,Personal foul by D. Schröder (drawn by B. Beal),,99,94
362,4,6:22.0,,T. Prince enters the game for J. Calderón,99,94
363,4,6:13.0,B. Beal misses 2-pt jump shot from 18 ft,,99,94
364,4,6:11.0,,Defensive rebound by K. Bazemore,99,94
365,4,6:06.0,,T. Hardaway misses 3-pt jump shot from 25 ft,99,94
366,4,6:03.0,Defensive rebound by B. Beal,,99,94
367,4,5:58.0,Shooting foul by T. Prince (drawn by B. Beal),,99,94
368,4,5:58.0,B. Beal misses free throw 1 of 2,,99,94
369,4,5:58.0,Offensive rebound by Team,,99,94
370,4,5:58.0,B. Beal makes free throw 2 of 2,,100,94
371,4,5:46.0,,Turnover by P. Millsap (lost ball; steal by O. Porter),100,94
372,4,5:39.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,100,94
373,4,5:36.0,,Defensive rebound by K. Bazemore,100,94
374,4,5:32.0,,D. Schröder makes 3-pt jump shot from 23 ft (assist by K. Bazemore),100,97
375,4,5:09.0,B. Beal makes 2-pt jump shot from 16 ft (assist by J. Wall),,102,97
376,4,4:51.0,,D. Schröder misses 2-pt layup at rim (block by B. Bogdanović),102,97
377,4,4:49.0,Defensive rebound by M. Morris,,102,97
378,4,4:49.0,Personal take foul by K. Bazemore (drawn by J. Wall),,102,97
379,4,4:33.0,J. Wall makes 2-pt jump shot from 18 ft,,104,97
380,4,4:17.0,,P. Millsap misses 3-pt jump shot from 25 ft,104,97
381,4,4:14.0,Defensive rebound by O. Porter,,104,97
