,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SACRAMENTO_ACTION,NEW ORLEANS_SCORE,SACRAMENTO_SCORE
0,1,11:42.0,,R. Gay misses 2-pt layup from 2 ft,0,0
1,1,11:40.0,Defensive rebound by Ö. Aşık,,0,0
2,1,11:27.0,E. Moore misses 2-pt jump shot from 16 ft,,0,0
3,1,11:26.0,,Defensive rebound by K. Koufos,0,0
4,1,11:12.0,,A. Afflalo makes 2-pt jump shot from 20 ft (assist by R. Gay),0,2
5,1,10:58.0,A. Davis makes 2-pt jump shot from 8 ft (assist by T. Frazier),,2,2
6,1,10:57.0,Violation by Team (jump ball),,2,2
7,1,10:46.0,,Personal foul by T. Frazier (drawn by T. Lawson),2,2
8,1,10:38.0,,D. Cousins makes 2-pt jump shot from 4 ft (assist by R. Gay),2,4
9,1,10:38.0,,Shooting block foul by Ö. Aşık (drawn by D. Cousins),2,4
10,1,10:38.0,,D. Cousins makes free throw 1 of 1,2,5
11,1,10:20.0,Turnover by T. Frazier (bad pass; steal by D. Cousins),,2,5
12,1,10:16.0,,D. Cousins misses 2-pt layup from 2 ft,2,5
13,1,10:15.0,Defensive rebound by A. Davis,,2,5
14,1,10:10.0,A. Davis makes 2-pt dunk at rim (assist by T. Frazier),,4,5
15,1,9:51.0,,R. Gay makes 2-pt jump shot from 10 ft,4,7
16,1,9:51.0,,Shooting foul by S. Hill (drawn by R. Gay),4,7
17,1,9:51.0,,R. Gay makes free throw 1 of 1,4,8
18,1,9:37.0,A. Davis makes 2-pt jump shot from 14 ft (assist by E. Moore),,6,8
19,1,9:23.0,,R. Gay makes 2-pt dunk at rim (assist by A. Afflalo),6,10
20,1,9:02.0,S. Hill makes 3-pt jump shot from 23 ft (assist by E. Moore),,9,10
21,1,8:49.0,,D. Cousins makes 2-pt layup from 4 ft (assist by T. Lawson),9,12
22,1,8:40.0,New Orleans full timeout,,9,12
23,1,8:28.0,A. Davis misses 2-pt hook shot from 6 ft,,9,12
24,1,8:27.0,,Defensive rebound by D. Cousins,9,12
25,1,8:12.0,,T. Lawson misses 3-pt jump shot from 24 ft,9,12
26,1,8:11.0,,Offensive rebound by K. Koufos,9,12
27,1,8:03.0,,R. Gay misses 2-pt jump shot from 16 ft,9,12
28,1,8:02.0,,Offensive rebound by Team,9,12
29,1,7:57.0,,R. Gay makes 2-pt dunk at rim (assist by D. Cousins),9,14
30,1,7:35.0,E. Moore makes 3-pt jump shot from 25 ft,,12,14
31,1,7:26.0,,T. Lawson misses 2-pt jump shot from 5 ft (block by A. Davis),12,14
32,1,7:26.0,,Offensive rebound by Team,12,14
33,1,7:26.0,D. Cunningham enters the game for S. Hill,,12,14
34,1,7:10.0,,D. Cousins makes 2-pt jump shot from 18 ft,12,16
35,1,6:56.0,Ö. Aşık makes 2-pt dunk at rim (assist by T. Frazier),,14,16
36,1,6:36.0,,A. Afflalo makes 2-pt jump shot from 6 ft,14,18
37,1,6:23.0,E. Moore misses 3-pt jump shot from 25 ft,,14,18
38,1,6:23.0,,Defensive rebound by D. Cousins,14,18
39,1,6:19.0,,Personal foul by E. Moore (drawn by A. Afflalo),14,18
40,1,6:19.0,L. Galloway enters the game for E. Moore,,14,18
41,1,6:09.0,,R. Gay misses 3-pt jump shot from 24 ft,14,18
42,1,6:08.0,Defensive rebound by Team,,14,18
43,1,6:08.0,B. Hield enters the game for L. Galloway,,14,18
44,1,5:47.0,D. Cunningham misses 2-pt jump shot from 5 ft (block by D. Cousins),,14,18
45,1,5:45.0,,Defensive rebound by R. Gay,14,18
46,1,5:35.0,,D. Cousins misses 3-pt jump shot from 26 ft,14,18
47,1,5:35.0,Defensive rebound by B. Hield,,14,18
48,1,5:28.0,B. Hield misses 2-pt jump shot from 19 ft,,14,18
49,1,5:27.0,,Defensive rebound by T. Lawson,14,18
50,1,5:20.0,,K. Koufos misses 2-pt layup from 4 ft (block by A. Davis),14,18
51,1,5:19.0,,Offensive rebound by K. Koufos,14,18
52,1,5:18.0,,K. Koufos makes 2-pt hook shot from 5 ft,14,20
53,1,5:04.0,Ö. Aşık misses 2-pt jump shot from 4 ft,,14,20
54,1,5:04.0,Offensive rebound by Ö. Aşık,,14,20
55,1,5:04.0,Shooting foul by K. Koufos (drawn by Ö. Aşık),,14,20
56,1,5:04.0,Ö. Aşık makes free throw 1 of 2,,15,20
57,1,5:04.0,Ö. Aşık makes free throw 2 of 2,,16,20
58,1,4:50.0,,D. Cousins makes 2-pt hook shot from 5 ft,16,22
59,1,4:38.0,B. Hield misses 3-pt jump shot from 25 ft,,16,22
60,1,4:38.0,,Defensive rebound by K. Koufos,16,22
61,1,4:16.0,,R. Gay misses 2-pt jump shot from 16 ft,16,22
62,1,4:15.0,Defensive rebound by T. Frazier,,16,22
63,1,4:06.0,T. Frazier makes 3-pt jump shot from 26 ft,,19,22
64,1,4:00.0,,Sacramento full timeout,19,22
65,1,4:00.0,,D. Collison enters the game for K. Koufos,19,22
66,1,4:00.0,,M. Barnes enters the game for T. Lawson,19,22
67,1,3:39.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by R. Gay),19,25
68,1,3:15.0,D. Cunningham makes 3-pt jump shot from 24 ft (assist by B. Hield),,22,25
69,1,2:48.0,,R. Gay misses 2-pt jump shot from 19 ft,22,25
70,1,2:48.0,Defensive rebound by Ö. Aşık,,22,25
71,1,2:36.0,B. Hield misses 2-pt jump shot from 15 ft,,22,25
72,1,2:36.0,Offensive rebound by Team,,22,25
73,1,2:36.0,,Loose ball foul by R. Gay (drawn by Ö. Aşık),22,25
74,1,2:36.0,,W. Cauley-Stein enters the game for D. Cousins,22,25
75,1,2:36.0,T. Jones enters the game for Ö. Aşık,,22,25
76,1,2:30.0,Turnover by A. Davis (lost ball; steal by D. Collison),,22,25
77,1,2:27.0,,D. Collison misses 2-pt layup from 2 ft (block by D. Cunningham),22,25
78,1,2:24.0,,Offensive rebound by D. Collison,22,25
79,1,2:16.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),22,27
80,1,2:06.0,Personal foul by A. Afflalo (drawn by A. Davis),,22,27
81,1,1:53.0,T. Frazier misses 2-pt jump shot from 8 ft (block by W. Cauley-Stein),,22,27
82,1,1:51.0,,Defensive rebound by M. Barnes,22,27
83,1,1:50.0,L. Galloway enters the game for T. Frazier,,22,27
84,1,1:50.0,,B. McLemore enters the game for R. Gay,22,27
85,1,1:50.0,,G. Temple enters the game for A. Afflalo,22,27
86,1,1:39.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Collison),22,30
87,1,1:32.0,Personal foul by M. Barnes (drawn by A. Davis),,22,30
88,1,1:29.0,A. Davis misses 2-pt jump shot from 13 ft,,22,30
89,1,1:28.0,,Defensive rebound by G. Temple,22,30
90,1,1:17.0,,Turnover by D. Collison (bad pass; steal by A. Davis),22,30
91,1,1:12.0,A. Davis makes 2-pt layup from 2 ft (assist by L. Galloway),,24,30
92,1,0:55.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Collison),24,33
93,1,0:44.0,B. Hield misses 3-pt jump shot from 25 ft,,24,33
94,1,0:43.0,,Defensive rebound by M. Barnes,24,33
95,1,0:36.0,,Offensive foul by W. Cauley-Stein (drawn by B. Hield),24,33
96,1,0:36.0,,Turnover by W. Cauley-Stein (offensive foul),24,33
97,1,0:27.0,Personal foul by M. Barnes (drawn by A. Davis),,24,33
98,1,0:27.0,A. Davis makes free throw 1 of 2,,25,33
99,1,0:27.0,A. Davis makes free throw 2 of 2,,26,33
100,1,0:08.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,26,33
101,1,0:07.0,Defensive rebound by T. Jones,,26,33
102,1,0:01.0,L. Galloway misses 3-pt jump shot from 25 ft,,26,33
103,1,0:01.0,,Defensive rebound by M. Barnes,26,33
104,2,11:35.0,L. Galloway makes 2-pt jump shot from 6 ft,,28,33
105,2,11:10.0,,G. Temple misses 3-pt jump shot from 25 ft,28,33
106,2,11:09.0,Defensive rebound by D. Cunningham,,28,33
107,2,10:57.0,B. Hield makes 2-pt jump shot from 20 ft,,30,33
108,2,10:42.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by M. Barnes),30,35
109,2,10:24.0,T. Jones misses 2-pt jump shot from 19 ft,,30,35
110,2,10:24.0,,Defensive rebound by B. McLemore,30,35
111,2,10:15.0,,W. Cauley-Stein misses 2-pt jump shot from 4 ft (block by T. Jones),30,35
112,2,10:12.0,Defensive rebound by B. Hield,,30,35
