,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DENVER_ACTION,NEW ORLEANS_SCORE,DENVER_SCORE
0,1,11:42.0,A. Davis makes 2-pt jump shot from 16 ft (assist by S. Hill),,2,0
1,1,11:21.0,,J. Murray misses 3-pt jump shot from 23 ft,2,0
2,1,11:20.0,,Offensive rebound by N. Jokić,2,0
3,1,11:16.0,,G. Harris makes 3-pt jump shot from 27 ft (assist by N. Jokić),2,3
4,1,10:53.0,A. Davis misses 2-pt jump shot from 17 ft,,2,3
5,1,10:53.0,,Defensive rebound by J. Murray,2,3
6,1,10:41.0,,Turnover by K. Faried (lost ball; steal by J. Holiday),2,3
7,1,10:31.0,S. Hill misses 3-pt jump shot from 25 ft,,2,3
8,1,10:31.0,,Defensive rebound by N. Jokić,2,3
9,1,10:25.0,,Shooting foul by J. Holiday (drawn by D. Gallinari),2,3
10,1,10:25.0,,D. Gallinari makes free throw 1 of 2,2,4
11,1,10:25.0,,D. Gallinari makes free throw 2 of 2,2,5
12,1,10:12.0,D. Cunningham misses 3-pt jump shot from 24 ft,,2,5
13,1,10:11.0,,Defensive rebound by G. Harris,2,5
14,1,10:02.0,,Turnover by G. Harris (bad pass; steal by D. Cunningham),2,5
15,1,9:53.0,J. Holiday makes 2-pt layup from 2 ft (assist by E. Moore),,4,5
16,1,9:36.0,,Shooting foul by S. Hill (drawn by D. Gallinari),4,5
17,1,9:36.0,,D. Gallinari makes free throw 1 of 2,4,6
18,1,9:36.0,,D. Gallinari misses free throw 2 of 2,4,6
19,1,9:34.0,Defensive rebound by S. Hill,,4,6
20,1,9:26.0,Shooting foul by K. Faried (drawn by A. Davis),,4,6
21,1,9:26.0,A. Davis misses free throw 1 of 2,,4,6
22,1,9:26.0,Offensive rebound by Team,,4,6
23,1,9:26.0,A. Davis makes free throw 2 of 2,,5,6
24,1,9:12.0,,D. Gallinari misses 3-pt jump shot from 24 ft,5,6
25,1,9:12.0,Defensive rebound by E. Moore,,5,6
26,1,9:04.0,E. Moore makes 2-pt layup from 2 ft,,7,6
27,1,8:50.0,,N. Jokić makes 2-pt layup from 2 ft (assist by G. Harris),7,8
28,1,8:38.0,A. Davis misses 2-pt jump shot from 16 ft,,7,8
29,1,8:38.0,,Defensive rebound by D. Gallinari,7,8
30,1,8:33.0,,Turnover by N. Jokić (bad pass; steal by S. Hill),7,8
31,1,8:32.0,Personal take foul by N. Jokić (drawn by S. Hill),,7,8
32,1,8:19.0,A. Davis misses 2-pt jump shot from 10 ft,,7,8
33,1,8:19.0,,Defensive rebound by N. Jokić,7,8
34,1,8:07.0,,K. Faried misses 2-pt hook shot from 4 ft,7,8
35,1,8:06.0,Defensive rebound by D. Cunningham,,7,8
36,1,7:52.0,E. Moore misses 3-pt jump shot from 25 ft,,7,8
37,1,7:51.0,Offensive rebound by S. Hill,,7,8
38,1,7:44.0,A. Davis misses 3-pt jump shot from 25 ft,,7,8
39,1,7:43.0,,Defensive rebound by G. Harris,7,8
40,1,7:35.0,,Shooting foul by D. Cunningham (drawn by K. Faried),7,8
41,1,7:35.0,,K. Faried misses free throw 1 of 2,7,8
42,1,7:35.0,,Offensive rebound by Team,7,8
43,1,7:35.0,,K. Faried makes free throw 2 of 2,7,9
44,1,7:28.0,Turnover by J. Holiday (bad pass; steal by N. Jokić),,7,9
45,1,7:23.0,,G. Harris misses 2-pt layup from 2 ft,7,9
46,1,7:22.0,,Offensive rebound by N. Jokić,7,9
47,1,7:21.0,,N. Jokić misses 2-pt layup from 2 ft,7,9
48,1,7:20.0,,Offensive rebound by N. Jokić,7,9
49,1,7:20.0,,Shooting foul by D. Cunningham (drawn by N. Jokić),7,9
50,1,7:20.0,,N. Jokić makes free throw 1 of 2,7,10
51,1,7:20.0,,N. Jokić misses free throw 2 of 2,7,10
52,1,7:20.0,A. Ajinça enters the game for D. Cunningham,,7,10
53,1,7:18.0,,Offensive rebound by J. Murray,7,10
54,1,7:11.0,,K. Faried makes 2-pt dunk at rim (assist by D. Gallinari),7,12
55,1,6:50.0,A. Davis makes 2-pt jump shot from 10 ft,,9,12
56,1,6:40.0,,N. Jokić misses 2-pt layup from 2 ft,9,12
57,1,6:40.0,Defensive rebound by Team,,9,12
58,1,6:40.0,,Loose ball foul by K. Faried (drawn by A. Davis),9,12
59,1,6:40.0,,M. Plumlee enters the game for K. Faried,9,12
