,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ATLANTA_ACTION,MEMPHIS_SCORE,ATLANTA_SCORE
389,4,6:32.0,,Defensive rebound by D. Howard,88,76
390,4,6:28.0,Violation by J. Ennis (def goaltending),,88,76
391,4,6:28.0,,T. Hardaway makes 2-pt layup from 2 ft,88,78
392,4,6:28.0,Memphis full timeout,,88,78
393,4,6:28.0,T. Allen enters the game for T. Daniels,,88,78
394,4,6:28.0,V. Carter enters the game for J. Ennis,,88,78
395,4,6:15.0,M. Gasol makes 2-pt jump shot from 20 ft (assist by M. Conley),,90,78
396,4,6:07.0,,Personal foul by V. Carter (drawn by T. Hardaway),90,78
397,4,6:07.0,,T. Hardaway misses free throw 1 of 2,90,78
398,4,6:07.0,,Offensive rebound by Team,90,78
399,4,6:07.0,,T. Hardaway makes free throw 2 of 2,90,79
400,4,5:54.0,M. Gasol makes 2-pt jump shot from 20 ft (assist by M. Conley),,92,79
401,4,5:43.0,,Shooting foul by V. Carter (drawn by K. Bazemore),92,79
402,4,5:43.0,,K. Bazemore makes free throw 1 of 2,92,80
403,4,5:43.0,,K. Bazemore misses free throw 2 of 2,92,80
404,4,5:41.0,Defensive rebound by J. Green,,92,80
405,4,5:27.0,M. Conley misses 2-pt layup from 3 ft,,92,80
406,4,5:27.0,,Defensive rebound by Team,92,80
407,4,5:09.0,,Personal block foul by M. Gasol (drawn by K. Bazemore),92,80
408,4,5:09.0,,K. Bazemore makes free throw 1 of 2,92,81
409,4,5:09.0,,K. Bazemore makes free throw 2 of 2,92,82
410,4,4:56.0,M. Conley misses 3-pt jump shot from 25 ft,,92,82
411,4,4:55.0,,Defensive rebound by T. Hardaway,92,82
412,4,4:47.0,,Turnover by T. Hardaway (bad pass; steal by J. Green),92,82
413,4,4:33.0,J. Green makes 2-pt dunk at rim (assist by M. Conley),,94,82
414,4,4:32.0,,Atlanta full timeout,94,82
415,4,4:32.0,,P. Millsap enters the game for D. Howard,94,82
416,4,4:18.0,,K. Bazemore misses 2-pt layup from 1 ft,94,82
417,4,4:12.0,,Offensive rebound by T. Prince,94,82
418,4,4:12.0,,T. Prince makes 2-pt layup from 1 ft,94,84
419,4,3:55.0,M. Gasol misses 2-pt layup from 1 ft,,94,84
420,4,3:54.0,Offensive rebound by T. Allen,,94,84
421,4,3:53.0,T. Allen misses 2-pt layup from 1 ft,,94,84
422,4,3:53.0,Offensive rebound by M. Gasol,,94,84
423,4,3:53.0,Personal foul by J. Calderón (drawn by M. Gasol),,94,84
424,4,3:37.0,M. Conley makes 2-pt layup from 1 ft,,96,84
425,4,3:28.0,,T. Hardaway misses 3-pt jump shot from 26 ft,96,84
426,4,3:27.0,Defensive rebound by M. Conley,,96,84
427,4,3:10.0,J. Green makes 3-pt jump shot from 23 ft (assist by M. Gasol),,99,84
428,4,2:49.0,,T. Prince makes 2-pt layup at rim (assist by K. Bazemore),99,86
429,4,2:35.0,Turnover by V. Carter (lost ball),,99,86
430,4,2:21.0,,Turnover by K. Bazemore (bad pass; steal by T. Allen),99,86
431,4,2:17.0,M. Conley makes 2-pt layup at rim (assist by T. Allen),,101,86
432,4,2:17.0,,Atlanta full timeout,101,86
433,4,2:17.0,,M. Muscala enters the game for P. Millsap,101,86
434,4,2:17.0,,M. Delaney enters the game for K. Bazemore,101,86
435,4,2:17.0,,R. Kelly enters the game for T. Hardaway,101,86
436,4,2:03.0,,T. Prince misses 2-pt jump shot from 19 ft,101,86
437,4,2:02.0,Defensive rebound by T. Allen,,101,86
438,4,1:50.0,T. Douglas enters the game for V. Carter,,101,86
439,4,1:50.0,A. Harrison enters the game for J. Green,,101,86
440,4,1:50.0,T. Daniels enters the game for M. Gasol,,101,86
441,4,1:50.0,J. Ennis enters the game for T. Allen,,101,86
442,4,1:50.0,B. Wright enters the game for M. Conley,,101,86
443,4,1:43.0,T. Douglas misses 2-pt jump shot from 16 ft,,101,86
444,4,1:42.0,,Defensive rebound by Team,101,86
445,4,1:42.0,Loose ball foul by B. Wright (drawn by M. Muscala),,101,86
446,4,1:42.0,,M. Muscala makes free throw 1 of 2,101,87
447,4,1:42.0,,M. Muscala misses free throw 2 of 2,101,87
448,4,1:41.0,Defensive rebound by A. Harrison,,101,87
449,4,1:21.0,J. Ennis misses 3-pt jump shot from 23 ft,,101,87
450,4,1:19.0,,Defensive rebound by T. Prince,101,87
451,4,1:07.0,,M. Delaney misses 2-pt jump shot from 21 ft,101,87
452,4,1:04.0,Defensive rebound by T. Daniels,,101,87
453,4,0:56.0,Turnover by T. Douglas (step out of bounds),,101,87
454,4,0:47.0,,T. Prince misses 2-pt jump shot from 19 ft,101,87
455,4,0:44.0,Defensive rebound by A. Harrison,,101,87
456,4,0:40.0,Shooting foul by M. Delaney (drawn by J. Ennis),,101,87
457,4,0:40.0,J. Ennis makes free throw 1 of 2,,102,87
458,4,0:40.0,J. Ennis makes free throw 2 of 2,,103,87
459,4,0:30.0,,R. Kelly makes 2-pt jump shot from 17 ft (assist by J. Calderón),103,89
460,4,0:09.0,A. Harrison misses 2-pt jump shot from 21 ft,,103,89
461,4,0:08.0,,Defensive rebound by J. Calderón,103,89
462,4,0:03.0,,T. Prince makes 2-pt layup from 1 ft (assist by M. Muscala),103,91
