,QUARTER,TIME_REMAINING,INDIANA_ACTION,SAN ANTONIO_ACTION,INDIANA_SCORE,SAN ANTONIO_SCORE
30,1,7:44.0,L. Allen enters the game for T. Young,,11,11
31,1,7:32.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by K. Leonard),11,13
32,1,7:18.0,L. Allen makes 2-pt layup at rim (assist by P. George),,13,13
33,1,7:14.0,,San Antonio full timeout,13,13
34,1,7:01.0,,D. Green misses 2-pt layup from 2 ft,13,13
35,1,7:00.0,Defensive rebound by P. George,,13,13
36,1,6:51.0,C. Miles misses 3-pt jump shot from 23 ft,,13,13
37,1,6:50.0,Offensive rebound by Team,,13,13
38,1,6:49.0,,P. Mills enters the game for D. Murray,13,13
39,1,6:38.0,P. George misses 2-pt jump shot from 15 ft,,13,13
40,1,6:35.0,,Defensive rebound by D. Dedmon,13,13
41,1,6:28.0,,K. Leonard misses 2-pt jump shot from 20 ft,13,13
42,1,6:28.0,,Offensive rebound by Team,13,13
43,1,6:26.0,,Turnover by D. Dedmon (bad pass; steal by M. Turner),13,13
44,1,6:13.0,P. George misses 3-pt jump shot from 25 ft,,13,13
45,1,6:12.0,,Defensive rebound by Team,13,13
46,1,5:57.0,,K. Leonard misses 2-pt jump shot from 19 ft,13,13
47,1,5:57.0,Defensive rebound by Team,,13,13
48,1,5:56.0,,Loose ball foul by D. Dedmon (drawn by M. Turner),13,13
49,1,5:45.0,P. George misses 3-pt jump shot from 24 ft,,13,13
50,1,5:44.0,Offensive rebound by L. Allen,,13,13
51,1,5:38.0,C. Miles makes 2-pt layup at rim (assist by L. Allen),,15,13
52,1,5:38.0,Shooting foul by K. Leonard (drawn by C. Miles),,15,13
53,1,5:38.0,,M. Ginóbili enters the game for D. Green,15,13
54,1,5:38.0,,P. Gasol enters the game for D. Dedmon,15,13
55,1,5:38.0,C. Miles makes free throw 1 of 1,,16,13
56,1,5:26.0,,P. Mills misses 3-pt jump shot from 25 ft,16,13
57,1,5:26.0,,Offensive rebound by L. Aldridge,16,13
58,1,5:17.0,,P. Mills misses 3-pt jump shot from 25 ft,16,13
59,1,5:15.0,,Offensive rebound by K. Leonard,16,13
60,1,5:10.0,,K. Leonard makes 2-pt dunk at rim,16,15
61,1,4:57.0,Shooting foul by P. Mills (drawn by J. Teague),,16,15
62,1,4:57.0,J. Teague makes free throw 1 of 3,,17,15
63,1,4:57.0,J. Teague makes free throw 2 of 3,,18,15
64,1,4:57.0,J. Teague misses free throw 3 of 3,,18,15
65,1,4:57.0,M. Ellis enters the game for C. Miles,,18,15
66,1,4:56.0,,Defensive rebound by K. Leonard,18,15
67,1,4:44.0,,L. Aldridge misses 2-pt jump shot from 13 ft,18,15
68,1,4:44.0,Defensive rebound by J. Teague,,18,15
69,1,4:33.0,L. Allen misses 2-pt jump shot from 17 ft,,18,15
70,1,4:31.0,,Defensive rebound by L. Aldridge,18,15
71,1,4:24.0,,Shooting foul by L. Allen (drawn by K. Leonard),18,15
72,1,4:24.0,,K. Leonard makes free throw 1 of 2,18,16
73,1,4:24.0,,D. Lee enters the game for L. Aldridge,18,16
74,1,4:24.0,,K. Leonard makes free throw 2 of 2,18,17
75,1,4:07.0,Personal foul by K. Leonard (drawn by M. Turner),,18,17
76,1,4:07.0,,Violation by Team (jump ball),18,17
77,1,3:53.0,M. Turner misses 3-pt jump shot from 24 ft,,18,17
78,1,3:50.0,Offensive rebound by L. Allen,,18,17
79,1,3:46.0,M. Turner makes 2-pt dunk at rim (assist by J. Teague),,20,17
80,1,3:26.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,20,17
81,1,3:25.0,Defensive rebound by L. Allen,,20,17
82,1,3:15.0,L. Allen makes 2-pt layup at rim (assist by J. Teague),,22,17
83,1,2:58.0,Indiana full timeout,,22,17
84,1,2:51.0,,K. Leonard misses 3-pt jump shot from 24 ft,22,17
85,1,2:51.0,Defensive rebound by M. Turner,,22,17
86,1,2:42.0,P. George misses 2-pt layup at rim (block by D. Lee),,22,17
87,1,2:40.0,,Defensive rebound by K. Leonard,22,17
88,1,2:38.0,,Turnover by K. Leonard (lost ball; steal by L. Allen),22,17
89,1,2:37.0,Shooting block foul by M. Ginóbili (drawn by P. George),,22,17
90,1,2:37.0,P. George makes free throw 1 of 2,,23,17
91,1,2:37.0,,J. Simmons enters the game for K. Leonard,23,17
92,1,2:37.0,R. Stuckey enters the game for J. Teague,,23,17
93,1,2:37.0,P. George makes free throw 2 of 2,,24,17
94,1,2:22.0,,Shooting foul by L. Allen (drawn by P. Gasol),24,17
95,1,2:22.0,,P. Gasol makes free throw 1 of 2,24,18
96,1,2:22.0,R. Christmas enters the game for M. Turner,,24,18
97,1,2:22.0,,P. Gasol makes free throw 2 of 2,24,19
98,1,2:02.0,P. George makes 2-pt jump shot from 14 ft,,26,19
99,1,1:48.0,,P. Gasol makes 3-pt jump shot from 22 ft (assist by P. Mills),26,22
100,1,1:35.0,Personal foul by J. Simmons (drawn by P. George),,26,22
101,1,1:35.0,P. George makes free throw 1 of 2,,27,22
102,1,1:35.0,P. George makes free throw 2 of 2,,28,22
103,1,1:16.0,,P. Gasol makes 2-pt jump shot from 14 ft,28,24
104,1,0:57.0,R. Christmas misses 2-pt layup from 1 ft,,28,24
105,1,0:55.0,Offensive rebound by L. Allen,,28,24
106,1,0:52.0,Turnover by R. Stuckey (lost ball),,28,24
107,1,0:52.0,G. Robinson enters the game for P. George,,28,24
108,1,0:32.0,,D. Lee makes 2-pt dunk at rim (assist by P. Gasol),28,26
109,1,0:24.0,R. Stuckey misses 2-pt jump shot from 14 ft,,28,26
110,1,0:22.0,,Defensive rebound by D. Lee,28,26
111,1,0:03.0,,M. Ginóbili makes 2-pt layup from 2 ft,28,28
112,1,0:03.0,,Shooting foul by L. Allen (drawn by M. Ginóbili),28,28
113,1,0:03.0,,M. Ginóbili makes free throw 1 of 1,28,29
114,1,0:00.0,R. Stuckey misses 3-pt jump shot from 74 ft,,28,29
115,1,0:00.0,Offensive rebound by Team,,28,29
116,2,11:45.0,Offensive foul by R. Christmas (drawn by P. Mills),,28,29
117,2,11:45.0,Turnover by R. Christmas (offensive foul),,28,29
118,2,11:26.0,,P. Gasol misses 3-pt jump shot from 25 ft,28,29
119,2,11:26.0,Defensive rebound by M. Ellis,,28,29
120,2,11:17.0,M. Ellis misses 2-pt hook shot from 7 ft,,28,29
121,2,11:15.0,,Defensive rebound by D. Lee,28,29
122,2,11:08.0,,Turnover by P. Gasol (bad pass; steal by G. Robinson),28,29
123,2,11:04.0,,Violation by J. Simmons (def goaltending),28,29
124,2,11:04.0,M. Ellis makes 2-pt layup from 1 ft (assist by G. Robinson),,30,29
125,2,10:46.0,,M. Ginóbili misses 2-pt layup from 1 ft,30,29
126,2,10:45.0,,Offensive rebound by D. Lee,30,29
127,2,10:42.0,,D. Lee makes 2-pt layup from 1 ft,30,31
128,2,10:26.0,Personal foul by M. Ginóbili (drawn by R. Christmas),,30,31
129,2,10:26.0,,D. Murray enters the game for P. Mills,30,31
130,2,10:26.0,,D. Green enters the game for M. Ginóbili,30,31
131,2,10:15.0,R. Stuckey misses 2-pt jump shot from 10 ft,,30,31
132,2,10:14.0,Offensive rebound by M. Ellis,,30,31
133,2,10:05.0,M. Ellis makes 2-pt jump shot from 18 ft,,32,31
134,2,9:51.0,,Shooting foul by K. Séraphin (drawn by P. Gasol),32,31
135,2,9:51.0,,P. Gasol makes free throw 1 of 2,32,32
136,2,9:51.0,,P. Gasol makes free throw 2 of 2,32,33
137,2,9:38.0,Turnover by M. Ellis (bad pass; steal by D. Green),,32,33
138,2,9:33.0,,D. Murray makes 2-pt dunk at rim,32,35
139,2,9:12.0,G. Robinson makes 2-pt jump shot from 11 ft (assist by R. Christmas),,34,35
140,2,9:12.0,Shooting foul by D. Lee (drawn by G. Robinson),,34,35
141,2,9:12.0,G. Robinson misses free throw 1 of 1,,34,35
142,2,9:11.0,,Defensive rebound by P. Gasol,34,35
143,2,8:49.0,,D. Green misses 3-pt jump shot from 31 ft,34,35
144,2,8:48.0,Defensive rebound by G. Robinson,,34,35
145,2,8:41.0,M. Ellis misses 2-pt layup from 1 ft (block by J. Simmons),,34,35
146,2,8:40.0,,Defensive rebound by D. Lee,34,35
147,2,8:32.0,,Turnover by P. Gasol (bad pass; steal by K. Séraphin),34,35
148,2,8:16.0,K. Séraphin makes 2-pt hook shot from 7 ft,,36,35
149,2,8:16.0,,San Antonio full timeout,36,35
150,2,8:16.0,,K. Leonard enters the game for J. Simmons,36,35
151,2,8:16.0,,L. Aldridge enters the game for D. Lee,36,35
152,2,8:16.0,,D. Dedmon enters the game for P. Gasol,36,35
153,2,7:53.0,,K. Leonard misses 3-pt jump shot from 27 ft,36,35
154,2,7:52.0,Defensive rebound by R. Stuckey,,36,35
155,2,7:28.0,K. Séraphin makes 2-pt jump shot from 9 ft,,38,35
156,2,7:11.0,,D. Dedmon makes 2-pt jump shot from 5 ft,38,37
157,2,6:59.0,M. Ellis makes 2-pt hook shot from 6 ft (assist by K. Séraphin),,40,37
158,2,6:40.0,,L. Aldridge misses 2-pt jump shot from 14 ft,40,37
159,2,6:39.0,Defensive rebound by M. Ellis,,40,37
160,2,6:22.0,Turnover by M. Ellis (lost ball; steal by D. Green),,40,37
161,2,6:13.0,,D. Green misses 3-pt jump shot from 24 ft,40,37
162,2,6:11.0,Defensive rebound by K. Séraphin,,40,37
163,2,6:06.0,R. Stuckey misses 2-pt jump shot from 7 ft,,40,37
164,2,6:06.0,,Defensive rebound by L. Aldridge,40,37
165,2,5:55.0,,D. Murray misses 3-pt jump shot from 25 ft,40,37
166,2,5:54.0,Defensive rebound by G. Robinson,,40,37
167,2,5:48.0,Personal foul by D. Murray (drawn by R. Christmas),,40,37
168,2,5:48.0,Official timeout,,40,37
169,2,5:48.0,P. George enters the game for G. Robinson,,40,37
170,2,5:48.0,M. Turner enters the game for M. Ellis,,40,37
171,2,5:48.0,C. Miles enters the game for R. Christmas,,40,37
172,2,5:48.0,,P. Mills enters the game for D. Murray,40,37
173,2,5:32.0,M. Turner makes 2-pt jump shot from 18 ft,,42,37
174,2,5:11.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by L. Aldridge),42,40
175,2,4:55.0,Turnover by P. George (bad pass; steal by K. Leonard),,42,40
176,2,4:54.0,,Personal foul by C. Miles (drawn by K. Leonard),42,40
177,2,4:54.0,,M. Ginóbili enters the game for D. Green,42,40
178,2,4:54.0,J. Teague enters the game for R. Stuckey,,42,40
179,2,4:42.0,,K. Leonard misses 2-pt jump shot from 6 ft,42,40
180,2,4:42.0,,Offensive rebound by Team,42,40
181,2,4:33.0,,P. Mills misses 3-pt jump shot from 25 ft,42,40
182,2,4:33.0,Defensive rebound by Team,,42,40
183,2,4:32.0,,Loose ball foul by D. Dedmon (drawn by M. Turner),42,40
184,2,4:11.0,J. Teague misses 2-pt jump shot from 18 ft,,42,40
185,2,4:11.0,,Defensive rebound by K. Leonard,42,40
186,2,4:05.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by P. Mills),42,42
187,2,4:05.0,,Shooting foul by C. Miles (drawn by M. Ginóbili),42,42
188,2,4:05.0,,M. Ginóbili makes free throw 1 of 1,42,43
189,2,3:50.0,Turnover by K. Séraphin (bad pass),,42,43
190,2,3:30.0,,Turnover by L. Aldridge (bad pass; steal by J. Teague),42,43
191,2,3:25.0,P. George makes 3-pt jump shot from 25 ft (assist by J. Teague),,45,43
192,2,3:17.0,,P. Mills misses 2-pt jump shot from 18 ft,45,43
193,2,3:15.0,,Offensive rebound by K. Leonard,45,43
194,2,2:58.0,,Turnover by M. Ginóbili (bad pass; steal by K. Séraphin),45,43
195,2,2:51.0,C. Miles misses 3-pt jump shot from 25 ft,,45,43
196,2,2:50.0,Offensive rebound by K. Séraphin,,45,43
197,2,2:37.0,P. George makes 2-pt jump shot from 21 ft,,47,43
198,2,2:21.0,,K. Leonard misses 3-pt jump shot from 25 ft,47,43
199,2,2:20.0,Defensive rebound by M. Turner,,47,43
200,2,2:08.0,P. George misses 2-pt jump shot from 18 ft,,47,43
201,2,2:07.0,Offensive rebound by M. Turner,,47,43
202,2,2:03.0,Indiana full timeout,,47,43
203,2,2:03.0,,P. Gasol enters the game for D. Dedmon,47,43
204,2,1:54.0,M. Turner misses 3-pt jump shot from 25 ft,,47,43
205,2,1:53.0,,Defensive rebound by K. Leonard,47,43
206,2,1:37.0,,P. Mills misses 3-pt jump shot from 24 ft,47,43
207,2,1:36.0,Defensive rebound by C. Miles,,47,43
208,2,1:30.0,K. Séraphin makes 2-pt layup from 1 ft (assist by J. Teague),,49,43
209,2,1:07.0,,Shooting foul by M. Turner (drawn by M. Ginóbili),49,43
210,2,1:07.0,,M. Ginóbili misses free throw 1 of 2,49,43
211,2,1:07.0,,Offensive rebound by Team,49,43
212,2,1:07.0,,M. Ginóbili misses free throw 2 of 2,49,43
213,2,1:07.0,,Offensive rebound by Team,49,43
214,2,1:01.0,,Turnover by P. Gasol (lost ball; steal by M. Turner),49,43
215,2,0:55.0,M. Turner misses 2-pt jump shot from 5 ft,,49,43
216,2,0:54.0,Offensive rebound by K. Séraphin,,49,43
217,2,0:54.0,Turnover by K. Séraphin (lost ball; steal by K. Leonard),,49,43
218,2,0:53.0,,Personal foul by K. Séraphin (drawn by K. Leonard),49,43
219,2,0:53.0,,K. Leonard makes free throw 1 of 2,49,44
220,2,0:53.0,G. Robinson enters the game for C. Miles,,49,44
221,2,0:53.0,,K. Leonard makes free throw 2 of 2,49,45
222,2,0:31.0,Offensive foul by P. George (drawn by P. Mills),,49,45
223,2,0:31.0,Turnover by P. George (offensive foul),,49,45
224,2,0:15.0,,Personal foul by K. Séraphin (drawn by P. Gasol),49,45
225,2,0:15.0,,P. Gasol makes free throw 1 of 2,49,46
226,2,0:15.0,Indiana full timeout,,49,46
227,2,0:15.0,C. Miles enters the game for K. Séraphin,,49,46
228,2,0:15.0,,J. Simmons enters the game for P. Mills,49,46
229,2,0:15.0,,D. Murray enters the game for M. Ginóbili,49,46
230,2,0:15.0,,D. Green enters the game for L. Aldridge,49,46
231,2,0:15.0,,P. Gasol makes free throw 2 of 2,49,47
232,2,0:00.0,P. George misses 2-pt jump shot from 16 ft,,49,47
233,2,0:00.0,Offensive rebound by Team,,49,47
234,3,11:43.0,Offensive foul by P. George (drawn by D. Green),,49,47
235,3,11:43.0,Turnover by P. George (offensive foul),,49,47
236,3,11:26.0,,Turnover by K. Leonard (lost ball),49,47
237,3,11:26.0,Inbound foul by D. Green,,49,47
238,3,11:26.0,P. George makes free throw 1 of 1,,50,47
239,3,11:10.0,C. Miles makes 3-pt jump shot from 22 ft (assist by T. Young),,53,47
240,3,11:08.0,,San Antonio full timeout,53,47
241,3,10:53.0,,L. Aldridge misses 2-pt jump shot from 13 ft,53,47
242,3,10:52.0,Defensive rebound by J. Teague,,53,47
243,3,10:36.0,C. Miles makes 3-pt jump shot from 23 ft (assist by J. Teague),,56,47
244,3,10:16.0,,K. Leonard misses 2-pt jump shot from 15 ft,56,47
245,3,10:15.0,Defensive rebound by C. Miles,,56,47
246,3,9:58.0,T. Young misses 2-pt layup from 1 ft,,56,47
247,3,9:57.0,,Defensive rebound by K. Leonard,56,47
248,3,9:53.0,,K. Leonard makes 2-pt layup from 2 ft,56,49
249,3,9:53.0,,Shooting foul by M. Turner (drawn by K. Leonard),56,49
250,3,9:53.0,,P. Gasol enters the game for D. Dedmon,56,49
251,3,9:53.0,,K. Leonard makes free throw 1 of 1,56,50
252,3,9:40.0,C. Miles misses 3-pt jump shot from 26 ft,,56,50
253,3,9:39.0,,Defensive rebound by P. Mills,56,50
254,3,9:36.0,,Turnover by D. Green (step out of bounds),56,50
255,3,9:16.0,C. Miles misses 2-pt jump shot from 4 ft,,56,50
256,3,9:15.0,Offensive rebound by T. Young,,56,50
257,3,9:15.0,T. Young makes 2-pt layup from 1 ft,,58,50
258,3,8:58.0,,P. Gasol makes 2-pt jump shot from 5 ft (assist by P. Mills),58,52
259,3,8:36.0,Turnover by M. Turner (lost ball; steal by L. Aldridge),,58,52
260,3,8:20.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by D. Green),58,55
261,3,8:10.0,P. George misses 2-pt layup from 2 ft (block by P. Gasol),,58,55
262,3,8:08.0,,Defensive rebound by P. Gasol,58,55
263,3,8:02.0,,D. Green misses 3-pt jump shot from 25 ft,58,55
264,3,8:00.0,Defensive rebound by C. Miles,,58,55
265,3,7:49.0,T. Young misses 2-pt jump shot from 5 ft (block by P. Gasol),,58,55
266,3,7:47.0,,Defensive rebound by P. Gasol,58,55
267,3,7:38.0,,K. Leonard misses 3-pt jump shot from 26 ft,58,55
268,3,7:37.0,Defensive rebound by J. Teague,,58,55
269,3,7:14.0,Turnover by Team (shot clock),,58,55
270,3,6:55.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Mills),58,58
271,3,6:55.0,Indiana full timeout,,58,58
272,3,6:37.0,T. Young misses 2-pt layup from 2 ft (block by D. Green),,58,58
273,3,6:36.0,,Defensive rebound by P. Gasol,58,58
274,3,6:29.0,,D. Green misses 3-pt jump shot from 24 ft,58,58
275,3,6:28.0,Defensive rebound by P. George,,58,58
276,3,6:11.0,Shooting foul by D. Green (drawn by M. Turner),,58,58
277,3,6:11.0,M. Turner makes free throw 1 of 2,,59,58
278,3,6:11.0,L. Allen enters the game for T. Young,,59,58
279,3,6:11.0,M. Turner makes free throw 2 of 2,,60,58
280,3,5:56.0,,P. Mills makes 2-pt jump shot from 21 ft (assist by L. Aldridge),60,60
281,3,5:33.0,J. Teague misses 2-pt layup from 1 ft,,60,60
282,3,5:32.0,Offensive rebound by M. Turner,,60,60
283,3,5:32.0,M. Turner makes 2-pt layup from 1 ft,,62,60
284,3,5:22.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by K. Leonard),62,63
285,3,4:55.0,M. Turner makes 2-pt jump shot from 16 ft (assist by J. Teague),,64,63
286,3,4:41.0,,K. Leonard misses 2-pt jump shot from 20 ft,64,63
287,3,4:39.0,Defensive rebound by M. Turner,,64,63
288,3,4:29.0,Personal block foul by D. Green (drawn by P. George),,64,63
289,3,4:29.0,,M. Ginóbili enters the game for D. Green,64,63
290,3,4:29.0,M. Ellis enters the game for C. Miles,,64,63
291,3,4:17.0,P. George misses 2-pt jump shot from 20 ft,,64,63
292,3,4:16.0,,Defensive rebound by L. Aldridge,64,63
293,3,4:03.0,,P. Gasol misses 3-pt jump shot from 25 ft,64,63
294,3,4:02.0,Defensive rebound by L. Allen,,64,63
295,3,3:49.0,J. Teague makes 3-pt jump shot from 26 ft,,67,63
296,3,3:19.0,,P. Gasol misses 2-pt jump shot from 4 ft,67,63
297,3,3:18.0,Defensive rebound by L. Allen,,67,63
298,3,3:10.0,Shooting foul by P. Gasol (drawn by L. Allen),,67,63
299,3,3:10.0,L. Allen misses free throw 1 of 2,,67,63
300,3,3:10.0,Offensive rebound by Team,,67,63
301,3,3:10.0,,D. Murray enters the game for P. Mills,67,63
302,3,3:10.0,L. Allen makes free throw 2 of 2,,68,63
303,3,2:54.0,,K. Leonard makes 2-pt layup from 1 ft (assist by P. Gasol),68,65
304,3,2:45.0,Turnover by J. Teague (lost ball; steal by D. Murray),,68,65
305,3,2:41.0,,Personal foul by M. Turner (drawn by D. Murray),68,65
306,3,2:41.0,,D. Dedmon enters the game for L. Aldridge,68,65
307,3,2:41.0,R. Christmas enters the game for M. Turner,,68,65
308,3,2:41.0,R. Stuckey enters the game for J. Teague,,68,65
309,3,2:33.0,,Shooting foul by L. Allen (drawn by P. Gasol),68,65
310,3,2:33.0,,P. Gasol makes free throw 1 of 2,68,66
311,3,2:33.0,,P. Gasol makes free throw 2 of 2,68,67
312,3,2:22.0,P. George makes 3-pt jump shot from 28 ft,,71,67
313,3,2:22.0,Shooting foul by K. Leonard (drawn by P. George),,71,67
314,3,2:22.0,P. George makes free throw 1 of 1,,72,67
315,3,2:13.0,,Personal foul by P. George (drawn by M. Ginóbili),72,67
316,3,2:13.0,G. Robinson enters the game for P. George,,72,67
317,3,2:06.0,,K. Leonard misses 3-pt jump shot from 25 ft,72,67
318,3,2:06.0,Defensive rebound by Team,,72,67
319,3,2:06.0,,Loose ball foul by K. Leonard (drawn by M. Ellis),72,67
320,3,2:06.0,M. Ellis makes free throw 1 of 2,,73,67
321,3,2:06.0,M. Ellis misses free throw 2 of 2,,73,67
322,3,2:06.0,,D. Lee enters the game for P. Gasol,73,67
323,3,2:06.0,,J. Simmons enters the game for K. Leonard,73,67
324,3,2:05.0,,Defensive rebound by D. Murray,73,67
325,3,1:48.0,,Shooting foul by M. Ellis (drawn by D. Murray),73,67
326,3,1:48.0,,D. Murray misses free throw 1 of 2,73,67
327,3,1:48.0,,Offensive rebound by Team,73,67
328,3,1:48.0,,D. Bertāns enters the game for D. Dedmon,73,67
329,3,1:48.0,,D. Murray makes free throw 2 of 2,73,68
330,3,1:32.0,Turnover by M. Ellis (bad pass),,73,68
331,3,1:21.0,,Turnover by D. Bertāns (bad pass; steal by G. Robinson),73,68
332,3,1:14.0,G. Robinson misses 3-pt jump shot from 25 ft,,73,68
333,3,1:13.0,Offensive rebound by R. Christmas,,73,68
334,3,1:12.0,Shooting block foul by D. Bertāns (drawn by R. Christmas),,73,68
335,3,1:12.0,R. Christmas makes free throw 1 of 2,,74,68
336,3,1:12.0,R. Christmas misses free throw 2 of 2,,74,68
337,3,1:11.0,,Defensive rebound by J. Simmons,74,68
338,3,1:04.0,,D. Lee makes 2-pt layup from 2 ft (assist by D. Murray),74,70
339,3,1:04.0,,Shooting foul by R. Christmas (drawn by D. Lee),74,70
340,3,1:04.0,,D. Lee makes free throw 1 of 1,74,71
341,3,0:45.0,M. Ellis misses 3-pt jump shot from 25 ft,,74,71
342,3,0:44.0,,Defensive rebound by D. Bertāns,74,71
343,3,0:37.0,,Turnover by D. Murray (lost ball; steal by G. Robinson),74,71
344,3,0:32.0,M. Ellis makes 2-pt layup from 1 ft (assist by R. Stuckey),,76,71
345,3,0:05.0,,D. Murray misses 2-pt jump shot from 8 ft (block by L. Allen),76,71
346,3,0:05.0,,Offensive rebound by D. Lee,76,71
347,3,0:05.0,,D. Lee makes 2-pt layup from 2 ft,76,73
348,4,11:47.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by J. Simmons),76,76
349,4,11:26.0,M. Ellis makes 2-pt jump shot from 5 ft,,78,76
350,4,11:15.0,,Turnover by J. Simmons (traveling),78,76
351,4,10:59.0,Offensive foul by R. Christmas (drawn by M. Ginóbili),,78,76
352,4,10:59.0,Turnover by R. Christmas (offensive foul),,78,76
353,4,10:46.0,,Turnover by D. Bertāns (lost ball),78,76
354,4,10:29.0,Offensive foul by R. Christmas (drawn by D. Bertāns),,78,76
355,4,10:29.0,Turnover by R. Christmas (offensive foul),,78,76
356,4,10:09.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,78,76
357,4,10:08.0,Defensive rebound by C. Miles,,78,76
358,4,10:00.0,C. Miles makes 2-pt layup from 2 ft (assist by R. Stuckey),,80,76
359,4,10:00.0,,San Antonio full timeout,80,76
360,4,10:00.0,,D. Green enters the game for J. Simmons,80,76
361,4,10:00.0,K. Séraphin enters the game for R. Christmas,,80,76
362,4,9:49.0,,D. Lee makes 2-pt layup from 1 ft (assist by D. Murray),80,78
363,4,9:49.0,,Shooting foul by K. Séraphin (drawn by D. Lee),80,78
364,4,9:49.0,,D. Lee makes free throw 1 of 1,80,79
365,4,9:33.0,C. Miles misses 3-pt jump shot from 25 ft,,80,79
366,4,9:32.0,,Defensive rebound by D. Green,80,79
367,4,9:21.0,,Turnover by M. Ginóbili (lost ball; steal by M. Ellis),80,79
368,4,9:13.0,G. Robinson makes 2-pt layup at rim,,82,79
369,4,9:02.0,,Personal foul by M. Ellis (drawn by M. Ginóbili),82,79
370,4,8:55.0,,D. Lee makes 2-pt jump shot from 19 ft (assist by D. Murray),82,81
371,4,8:41.0,K. Séraphin makes 2-pt jump shot from 19 ft (assist by M. Ellis),,84,81
372,4,8:19.0,,D. Murray makes 3-pt jump shot from 25 ft (assist by D. Green),84,84
373,4,8:05.0,C. Miles makes 3-pt jump shot from 26 ft (assist by M. Ellis),,87,84
374,4,7:50.0,,D. Lee makes 2-pt layup from 3 ft (assist by D. Murray),87,86
375,4,7:25.0,G. Robinson makes 2-pt dunk at rim (assist by R. Stuckey),,89,86
376,4,7:11.0,,Turnover by D. Murray (bad pass; steal by M. Ellis),89,86
377,4,7:05.0,Turnover by C. Miles (bad pass; steal by D. Bertāns),,89,86
378,4,6:57.0,,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by D. Murray),89,89
379,4,6:56.0,Indiana full timeout,,89,89
380,4,6:56.0,,K. Leonard enters the game for D. Bertāns,89,89
381,4,6:56.0,,L. Aldridge enters the game for M. Ginóbili,89,89
382,4,6:56.0,T. Young enters the game for C. Miles,,89,89
383,4,6:56.0,J. Teague enters the game for R. Stuckey,,89,89
384,4,6:56.0,P. George enters the game for G. Robinson,,89,89
385,4,6:56.0,M. Turner enters the game for K. Séraphin,,89,89
386,4,6:42.0,J. Teague misses 2-pt jump shot from 20 ft,,89,89
387,4,6:41.0,,Defensive rebound by D. Green,89,89
388,4,6:29.0,,D. Lee makes 2-pt jump shot from 8 ft (assist by D. Green),89,91
389,4,6:16.0,P. George misses 3-pt jump shot from 24 ft,,89,91
390,4,6:15.0,Offensive rebound by T. Young,,89,91
