,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHILADELPHIA_ACTION,MINNESOTA_SCORE,PHILADELPHIA_SCORE
379,4,7:38.0,,Turnover by T. McConnell (dbl dribble),73,82
380,4,7:21.0,N. Bjelica misses 3-pt jump shot from 26 ft,,73,82
381,4,7:20.0,Offensive rebound by Team,,73,82
382,4,7:19.0,Turnover by S. Muhammad (bad pass; steal by R. Covington),,73,82
383,4,7:16.0,,Turnover by E. İlyasova (bad pass; steal by Z. LaVine),73,82
384,4,7:03.0,Turnover by K. Towns (bad pass; steal by D. Šarić),,73,82
385,4,6:47.0,,E. İlyasova misses 3-pt jump shot from 25 ft,73,82
386,4,6:46.0,,Offensive rebound by D. Šarić,73,82
387,4,6:31.0,,T. McConnell misses 3-pt jump shot from 25 ft,73,82
388,4,6:30.0,Defensive rebound by Z. LaVine,,73,82
389,4,6:26.0,Z. LaVine misses 2-pt layup from 3 ft (block by R. Covington),,73,82
390,4,6:25.0,Offensive rebound by Team,,73,82
391,4,6:22.0,A. Wiggins enters the game for S. Muhammad,,73,82
392,4,6:21.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by K. Dunn),,76,82
393,4,6:07.0,,Shooting foul by K. Dunn (drawn by R. Covington),76,82
394,4,6:07.0,,R. Covington makes free throw 1 of 2,76,83
395,4,6:07.0,,N. Stauskas enters the game for E. İlyasova,76,83
396,4,6:07.0,,R. Covington makes free throw 2 of 2,76,84
397,4,6:03.0,K. Towns makes 2-pt dunk from 1 ft (assist by K. Dunn),,78,84
398,4,5:55.0,,Turnover by R. Covington (traveling),78,84
399,4,5:55.0,Official timeout,,78,84
400,4,5:55.0,,J. Embiid enters the game for N. Noel,78,84
401,4,5:45.0,K. Towns makes 2-pt layup from 2 ft,,80,84
402,4,5:38.0,,Shooting foul by K. Dunn (drawn by D. Šarić),80,84
403,4,5:38.0,,D. Šarić makes free throw 1 of 2,80,85
404,4,5:38.0,,D. Šarić makes free throw 2 of 2,80,86
405,4,5:24.0,K. Towns misses 2-pt layup from 1 ft (block by J. Embiid),,80,86
406,4,5:22.0,,Defensive rebound by T. McConnell,80,86
407,4,5:07.0,,J. Embiid misses 2-pt layup from 3 ft (block by K. Towns),80,86
408,4,5:06.0,Defensive rebound by K. Dunn,,80,86
409,4,4:48.0,K. Towns misses 2-pt jump shot from 4 ft,,80,86
410,4,4:47.0,Offensive rebound by K. Towns,,80,86
411,4,4:45.0,Turnover by K. Towns (step out of bounds),,80,86
412,4,4:25.0,,J. Embiid makes 2-pt layup from 2 ft (assist by R. Covington),80,88
413,4,4:25.0,Minnesota full timeout,,80,88
414,4,4:25.0,R. Rubio enters the game for K. Dunn,,80,88
415,4,4:25.0,,E. İlyasova enters the game for D. Šarić,80,88
416,4,4:07.0,K. Towns misses 2-pt jump shot from 4 ft,,80,88
417,4,4:05.0,Offensive rebound by R. Rubio,,80,88
418,4,4:01.0,A. Wiggins misses 3-pt jump shot from 25 ft,,80,88
419,4,3:59.0,Offensive rebound by K. Towns,,80,88
420,4,3:51.0,K. Towns makes 2-pt layup from 1 ft (assist by Z. LaVine),,82,88
421,4,3:32.0,,R. Covington misses 3-pt jump shot from 24 ft,82,88
422,4,3:31.0,Defensive rebound by K. Towns,,82,88
423,4,3:10.0,Personal foul by R. Covington (drawn by Z. LaVine),,82,88
424,4,3:01.0,Z. LaVine misses 3-pt jump shot from 25 ft,,82,88
425,4,2:59.0,,Defensive rebound by T. McConnell,82,88
426,4,2:52.0,,Shooting foul by Z. LaVine (drawn by J. Embiid),82,88
427,4,2:52.0,,J. Embiid makes free throw 1 of 2,82,89
428,4,2:52.0,,J. Embiid misses free throw 2 of 2,82,89
429,4,2:51.0,Defensive rebound by K. Towns,,82,89
430,4,2:45.0,Personal foul by J. Embiid (drawn by K. Towns),,82,89
431,4,2:27.0,Shooting foul by R. Covington (drawn by A. Wiggins),,82,89
432,4,2:27.0,A. Wiggins makes free throw 1 of 2,,83,89
433,4,2:27.0,A. Wiggins makes free throw 2 of 2,,84,89
434,4,2:17.0,,N. Stauskas misses 3-pt jump shot from 25 ft,84,89
435,4,2:16.0,Defensive rebound by N. Bjelica,,84,89
436,4,1:58.0,A. Wiggins misses 2-pt layup from 1 ft (block by E. İlyasova),,84,89
437,4,1:56.0,,Defensive rebound by E. İlyasova,84,89
438,4,1:41.0,,Turnover by J. Embiid (bad pass; steal by R. Rubio),84,89
439,4,1:38.0,Z. LaVine makes 2-pt layup from 2 ft (assist by R. Rubio),,86,89
440,4,1:38.0,Shooting foul by T. McConnell (drawn by Z. LaVine),,86,89
441,4,1:38.0,Z. LaVine misses free throw 1 of 1,,86,89
442,4,1:37.0,,Defensive rebound by T. McConnell,86,89
443,4,1:16.0,,Turnover by J. Embiid (traveling),86,89
444,4,1:02.0,Personal foul by E. İlyasova (drawn by N. Bjelica),,86,89
445,4,1:02.0,N. Bjelica makes free throw 1 of 2,,87,89
446,4,1:02.0,N. Bjelica makes free throw 2 of 2,,88,89
447,4,0:42.0,,T. McConnell makes 2-pt layup from 1 ft,88,91
448,4,0:42.0,Minnesota full timeout,,88,91
449,4,0:33.0,K. Towns misses 3-pt jump shot from 26 ft,,88,91
450,4,0:31.0,,Defensive rebound by T. McConnell,88,91
451,4,0:26.0,,Personal foul by R. Rubio (drawn by T. McConnell),88,91
452,4,0:26.0,,Philadelphia full timeout,88,91
453,4,0:26.0,,D. Šarić enters the game for T. McConnell,88,91
454,4,0:08.0,,J. Embiid misses 2-pt layup from 1 ft (block by K. Towns),88,91
455,4,0:07.0,Defensive rebound by K. Towns,,88,91
456,4,0:07.0,Minnesota full timeout,,88,91
457,4,0:07.0,,T. McConnell enters the game for N. Stauskas,88,91
458,4,0:02.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by K. Towns),,91,91
459,4,0:02.0,,Philadelphia full timeout,91,91
460,4,0:02.0,,N. Stauskas enters the game for T. McConnell,91,91
461,4,0:00.0,,R. Covington makes 2-pt layup from 1 ft (assist by D. Šarić),91,93
462,4,0:00.0,Minnesota full timeout,,91,93
463,4,0:00.0,,N. Noel enters the game for N. Stauskas,91,93
