,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ATLANTA_ACTION,SAN ANTONIO_SCORE,ATLANTA_SCORE
73,1,3:30.0,,Defensive rebound by P. Millsap,19,14
74,1,3:24.0,,K. Korver misses 2-pt jump shot from 14 ft,19,14
75,1,3:23.0,,Offensive rebound by D. Howard,19,14
76,1,3:23.0,,D. Howard makes 2-pt dunk at rim,19,16
77,1,3:23.0,San Antonio full timeout,,19,16
78,1,3:23.0,,M. Delaney enters the game for D. Howard,19,16
79,1,3:23.0,,M. Muscala enters the game for D. Schröder,19,16
80,1,3:11.0,Personal foul by T. Sefolosha (drawn by K. Leonard),,19,16
81,1,2:59.0,K. Leonard makes 2-pt layup from 2 ft (assist by D. Lee),,21,16
82,1,2:46.0,,K. Korver misses 3-pt jump shot from 26 ft,21,16
83,1,2:44.0,Defensive rebound by M. Ginóbili,,21,16
84,1,2:32.0,K. Leonard misses 3-pt jump shot from 23 ft,,21,16
85,1,2:32.0,Offensive rebound by Team,,21,16
86,1,2:14.0,D. Lee misses 2-pt jump shot from 6 ft (block by T. Sefolosha),,21,16
87,1,2:13.0,Offensive rebound by D. Lee,,21,16
88,1,2:12.0,D. Lee misses 2-pt layup from 2 ft,,21,16
89,1,2:11.0,,Defensive rebound by M. Delaney,21,16
90,1,2:03.0,,P. Millsap makes 2-pt layup from 1 ft,21,18
91,1,2:03.0,,Shooting foul by K. Leonard (drawn by P. Millsap),21,18
92,1,2:03.0,,P. Millsap misses free throw 1 of 1,21,18
93,1,2:03.0,Defensive rebound by Team,,21,18
94,1,2:03.0,D. Dedmon enters the game for L. Aldridge,,21,18
95,1,2:03.0,K. Anderson enters the game for K. Leonard,,21,18
96,1,2:03.0,,T. Hardaway enters the game for T. Sefolosha,21,18
97,1,1:46.0,M. Ginóbili misses 2-pt jump shot from 17 ft,,21,18
98,1,1:42.0,,Defensive rebound by T. Hardaway,21,18
99,1,1:36.0,,M. Delaney misses 2-pt jump shot from 4 ft,21,18
100,1,1:33.0,Defensive rebound by D. Dedmon,,21,18
101,1,1:26.0,P. Mills makes 2-pt jump shot from 18 ft (assist by M. Ginóbili),,23,18
102,1,1:10.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by P. Millsap),23,20
103,1,0:54.0,D. Lee makes 2-pt jump shot from 5 ft (assist by P. Mills),,25,20
104,1,0:34.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by M. Muscala),25,23
105,1,0:11.0,D. Lee makes 2-pt jump shot from 13 ft (assist by K. Anderson),,27,23
106,1,0:00.0,,M. Delaney makes 2-pt jump shot from 19 ft,27,25
107,2,11:47.0,Turnover by D. Lee (bad pass; steal by K. Humphries),,27,25
108,2,11:28.0,T. Parker enters the game for P. Mills,,27,25
109,2,11:28.0,J. Simmons enters the game for M. Ginóbili,,27,25
110,2,11:25.0,,Offensive foul by M. Delaney (drawn by T. Parker),27,25
111,2,11:25.0,,Turnover by M. Delaney (offensive foul),27,25
112,2,11:08.0,Offensive foul by D. Dedmon (drawn by M. Delaney),,27,25
113,2,11:08.0,Turnover by D. Dedmon (offensive foul),,27,25
114,2,10:56.0,,K. Korver misses 2-pt jump shot from 16 ft,27,25
115,2,10:56.0,,Offensive rebound by Team,27,25
116,2,10:56.0,,Personal foul by D. Dedmon (drawn by M. Muscala),27,25
117,2,10:56.0,,Personal foul by K. Anderson (drawn by T. Hardaway),27,25
118,2,10:43.0,,M. Muscala misses 2-pt jump shot from 7 ft,27,25
119,2,10:41.0,Defensive rebound by D. Dedmon,,27,25
120,2,10:34.0,T. Parker misses 2-pt layup from 3 ft (block by M. Muscala),,27,25
121,2,10:31.0,,Defensive rebound by K. Korver,27,25
122,2,10:27.0,,K. Korver makes 3-pt jump shot from 24 ft,27,28
123,2,10:24.0,San Antonio full timeout,,27,28
124,2,9:59.0,D. Lee misses 2-pt jump shot from 9 ft,,27,28
125,2,9:57.0,,Defensive rebound by K. Humphries,27,28
126,2,9:42.0,,K. Humphries misses 2-pt jump shot from 6 ft,27,28
127,2,9:39.0,Defensive rebound by J. Simmons,,27,28
128,2,9:23.0,D. Dedmon misses 2-pt jump shot from 11 ft,,27,28
129,2,9:21.0,,Defensive rebound by M. Delaney,27,28
130,2,9:15.0,,M. Muscala makes 2-pt jump shot from 18 ft (assist by M. Delaney),27,30
131,2,9:01.0,Turnover by D. Lee (lost ball; steal by M. Muscala),,27,30
132,2,8:55.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by M. Delaney),27,33
133,2,8:27.0,T. Parker misses 3-pt jump shot from 25 ft,,27,33
134,2,8:26.0,,Defensive rebound by K. Humphries,27,33
135,2,8:21.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by K. Korver),27,36
136,2,8:20.0,San Antonio full timeout,,27,36
137,2,8:20.0,,T. Sefolosha enters the game for K. Korver,27,36
138,2,8:20.0,K. Leonard enters the game for K. Anderson,,27,36
139,2,8:20.0,P. Gasol enters the game for D. Lee,,27,36
140,2,8:20.0,L. Aldridge enters the game for D. Dedmon,,27,36
141,2,8:02.0,T. Parker makes 2-pt jump shot from 18 ft,,29,36
142,2,7:48.0,,Turnover by M. Delaney (lost ball; steal by P. Gasol),29,36
143,2,7:35.0,T. Parker misses 2-pt jump shot from 18 ft,,29,36
144,2,7:35.0,Offensive rebound by Team,,29,36
145,2,7:35.0,,Loose ball foul by T. Hardaway (drawn by L. Aldridge),29,36
146,2,7:27.0,Shooting foul by T. Sefolosha (drawn by K. Leonard),,29,36
147,2,7:27.0,K. Leonard makes free throw 1 of 2,,30,36
148,2,7:27.0,K. Leonard makes free throw 2 of 2,,31,36
149,2,7:07.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,31,36
150,2,7:05.0,Defensive rebound by Team,,31,36
151,2,6:45.0,J. Simmons misses 3-pt jump shot from 24 ft,,31,36
152,2,6:43.0,Offensive rebound by J. Simmons,,31,36
153,2,6:37.0,K. Leonard misses 3-pt jump shot from 24 ft,,31,36
154,2,6:36.0,,Defensive rebound by M. Delaney,31,36
155,2,6:27.0,,M. Delaney makes 2-pt jump shot from 16 ft,31,38
156,2,6:03.0,T. Parker makes 3-pt jump shot from 23 ft (assist by J. Simmons),,34,38
157,2,5:45.0,,Shooting foul by T. Parker (drawn by T. Sefolosha),34,38
158,2,5:45.0,Official timeout,,34,38
159,2,5:45.0,,T. Sefolosha misses free throw 1 of 2,34,38
160,2,5:45.0,,Offensive rebound by Team,34,38
161,2,5:45.0,,P. Millsap enters the game for M. Delaney,34,38
162,2,5:45.0,,K. Bazemore enters the game for M. Muscala,34,38
163,2,5:45.0,,D. Howard enters the game for T. Hardaway,34,38
164,2,5:45.0,,D. Schröder enters the game for K. Humphries,34,38
165,2,5:45.0,D. Green enters the game for J. Simmons,,34,38
166,2,5:45.0,,T. Sefolosha makes free throw 2 of 2,34,39
167,2,5:33.0,Personal foul by P. Millsap (drawn by L. Aldridge),,34,39
168,2,5:33.0,M. Ginóbili enters the game for K. Leonard,,34,39
169,2,5:33.0,,K. Korver enters the game for T. Sefolosha,34,39
170,2,5:19.0,D. Green misses 3-pt jump shot from 24 ft,,34,39
171,2,5:18.0,,Defensive rebound by D. Howard,34,39
172,2,5:00.0,,K. Bazemore misses 2-pt jump shot from 21 ft,34,39
173,2,4:58.0,Defensive rebound by L. Aldridge,,34,39
174,2,4:49.0,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),,37,39
175,2,4:48.0,,Atlanta full timeout,37,39
176,2,4:29.0,,P. Millsap misses 2-pt jump shot from 14 ft,37,39
177,2,4:26.0,Defensive rebound by D. Green,,37,39
178,2,4:17.0,P. Gasol misses 2-pt jump shot from 14 ft,,37,39
179,2,4:16.0,,Defensive rebound by K. Korver,37,39
180,2,4:00.0,,K. Bazemore misses 2-pt jump shot from 13 ft,37,39
181,2,3:59.0,,Offensive rebound by Team,37,39
182,2,3:59.0,P. Mills enters the game for T. Parker,,37,39
183,2,3:48.0,,P. Millsap misses 2-pt jump shot from 14 ft,37,39
184,2,3:46.0,Defensive rebound by P. Gasol,,37,39
185,2,3:33.0,P. Mills misses 3-pt jump shot from 22 ft,,37,39
186,2,3:32.0,,Defensive rebound by P. Millsap,37,39
187,2,3:20.0,,D. Schröder misses 2-pt layup from 4 ft (block by P. Gasol),37,39
188,2,3:17.0,Defensive rebound by P. Gasol,,37,39
189,2,3:05.0,L. Aldridge makes 2-pt hook shot from 5 ft,,39,39
190,2,2:40.0,,D. Schröder makes 2-pt jump shot from 10 ft,39,41
191,2,2:18.0,L. Aldridge makes 2-pt jump shot from 14 ft,,41,41
192,2,1:59.0,,Shooting foul by D. Green (drawn by P. Millsap),41,41
193,2,1:59.0,,P. Millsap makes free throw 1 of 2,41,42
194,2,1:59.0,,P. Millsap misses free throw 2 of 2,41,42
195,2,1:59.0,,T. Hardaway enters the game for K. Bazemore,41,42
196,2,1:59.0,,M. Delaney enters the game for D. Schröder,41,42
197,2,1:59.0,K. Leonard enters the game for D. Green,,41,42
198,2,1:59.0,,T. Sefolosha enters the game for K. Korver,41,42
199,2,1:58.0,Defensive rebound by L. Aldridge,,41,42
200,2,1:46.0,L. Aldridge makes 2-pt layup from 1 ft (assist by M. Ginóbili),,43,42
201,2,1:39.0,,Personal foul by P. Gasol (drawn by D. Howard),43,42
202,2,1:39.0,,D. Howard misses free throw 1 of 2,43,42
203,2,1:39.0,,Offensive rebound by Team,43,42
204,2,1:39.0,,D. Howard misses free throw 2 of 2,43,42
205,2,1:37.0,Defensive rebound by L. Aldridge,,43,42
206,2,1:14.0,P. Gasol makes 2-pt jump shot from 23 ft (assist by P. Mills),,45,42
207,2,1:08.0,,Offensive foul by D. Howard (drawn by P. Gasol),45,42
208,2,1:08.0,,Turnover by D. Howard (offensive foul),45,42
209,2,0:57.0,K. Leonard misses 2-pt jump shot from 12 ft,,45,42
210,2,0:55.0,,Defensive rebound by T. Hardaway,45,42
211,2,0:52.0,,T. Hardaway makes 2-pt layup at rim,45,44
212,2,0:45.0,Personal foul by D. Howard,,45,44
213,2,0:45.0,,Technical foul by D. Howard,45,44
214,2,0:45.0,K. Leonard makes technical free throw,,46,44
215,2,0:45.0,,M. Muscala enters the game for D. Howard,46,44
216,2,0:34.0,,Offensive charge foul by P. Gasol (drawn by M. Delaney),46,44
217,2,0:34.0,Turnover by P. Gasol (offensive foul),,46,44
218,2,0:34.0,,K. Korver enters the game for T. Sefolosha,46,44
219,2,0:34.0,D. Lee enters the game for P. Gasol,,46,44
220,2,0:30.0,,M. Delaney misses 2-pt jump shot from 22 ft,46,44
221,2,0:27.0,Defensive rebound by D. Lee,,46,44
222,2,0:10.0,D. Lee misses 2-pt layup from 2 ft (block by P. Millsap),,46,44
223,2,0:08.0,Offensive rebound by K. Leonard,,46,44
224,2,0:04.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,46,44
225,2,0:02.0,,Defensive rebound by K. Korver,46,44
226,2,0:00.0,,M. Muscala misses 3-pt jump shot from 53 ft,46,44
227,2,0:00.0,,Offensive rebound by Team,46,44
228,3,11:41.0,L. Aldridge misses 2-pt jump shot from 17 ft,,46,44
229,3,11:39.0,,Defensive rebound by K. Bazemore,46,44
230,3,11:34.0,,K. Bazemore misses 2-pt jump shot from 8 ft (block by L. Aldridge),46,44
231,3,11:30.0,Defensive rebound by T. Parker,,46,44
232,3,11:25.0,D. Green misses 3-pt jump shot from 24 ft,,46,44
233,3,11:24.0,,Defensive rebound by P. Millsap,46,44
234,3,11:20.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by P. Millsap),46,46
235,3,11:01.0,T. Parker makes 2-pt jump shot from 19 ft (assist by D. Green),,48,46
236,3,10:48.0,,P. Millsap makes 2-pt jump shot from 10 ft (assist by D. Schröder),48,48
237,3,10:48.0,,Shooting foul by K. Leonard (drawn by P. Millsap),48,48
238,3,10:48.0,,P. Millsap makes free throw 1 of 1,48,49
239,3,10:37.0,T. Parker makes 2-pt layup from 2 ft,,50,49
240,3,10:21.0,,Turnover by D. Schröder (back court),50,49
241,3,10:21.0,Technical foul by Team,,50,49
242,3,10:21.0,,D. Schröder makes technical free throw,50,50
243,3,10:14.0,Personal foul by T. Sefolosha (drawn by K. Leonard),,50,50
244,3,9:56.0,D. Green misses 3-pt jump shot from 25 ft,,50,50
245,3,9:53.0,Offensive rebound by L. Aldridge,,50,50
246,3,9:42.0,P. Gasol makes 2-pt jump shot from 20 ft (assist by T. Parker),,52,50
247,3,9:21.0,,P. Millsap makes 2-pt hook shot from 4 ft (assist by T. Sefolosha),52,52
248,3,9:08.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),,54,52
249,3,8:48.0,,D. Schröder misses 2-pt layup from 2 ft (block by L. Aldridge),54,52
250,3,8:46.0,Defensive rebound by T. Parker,,54,52
251,3,8:42.0,Shooting foul by K. Bazemore (drawn by T. Parker),,54,52
252,3,8:42.0,T. Parker makes free throw 1 of 2,,55,52
253,3,8:42.0,T. Parker misses free throw 2 of 2,,55,52
254,3,8:41.0,,Defensive rebound by T. Sefolosha,55,52
255,3,8:26.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by D. Schröder),55,55
256,3,8:13.0,T. Parker makes 2-pt layup from 3 ft (assist by P. Gasol),,57,55
257,3,8:02.0,,D. Schröder misses 3-pt jump shot from 25 ft,57,55
258,3,8:00.0,Defensive rebound by P. Gasol,,57,55
259,3,7:55.0,Turnover by K. Leonard (lost ball; steal by T. Sefolosha),,57,55
260,3,7:55.0,,Clear path foul by K. Leonard,57,55
261,3,7:55.0,,T. Sefolosha makes clear path free throw 1 of 2,57,56
262,3,7:55.0,,T. Sefolosha makes clear path free throw 2 of 2,57,57
263,3,7:55.0,J. Simmons enters the game for K. Leonard,,57,57
264,3,7:55.0,,K. Korver enters the game for T. Sefolosha,57,57
265,3,7:47.0,,P. Millsap misses 2-pt layup from 3 ft,57,57
266,3,7:44.0,Defensive rebound by L. Aldridge,,57,57
267,3,7:36.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by T. Parker),,59,57
268,3,7:13.0,,Personal foul by J. Simmons (drawn by P. Millsap),59,57
269,3,7:03.0,,P. Millsap misses 3-pt jump shot from 25 ft,59,57
270,3,7:02.0,,Offensive rebound by D. Howard,59,57
271,3,6:59.0,,K. Korver misses 3-pt jump shot from 26 ft,59,57
272,3,6:55.0,,Offensive rebound by K. Bazemore,59,57
273,3,6:55.0,,K. Bazemore makes 2-pt layup from 1 ft,59,59
274,3,6:33.0,D. Green misses 3-pt jump shot from 25 ft,,59,59
275,3,6:32.0,,Defensive rebound by D. Howard,59,59
276,3,6:15.0,Offensive charge foul by P. Millsap (drawn by J. Simmons),,59,59
277,3,6:15.0,,Turnover by P. Millsap (offensive foul),59,59
278,3,6:15.0,San Antonio full timeout,,59,59
279,3,6:15.0,M. Ginóbili enters the game for P. Gasol,,59,59
280,3,6:15.0,D. Lee enters the game for D. Green,,59,59
281,3,5:56.0,Shooting foul by D. Schröder (drawn by M. Ginóbili),,59,59
282,3,5:56.0,M. Ginóbili makes free throw 1 of 3,,60,59
283,3,5:56.0,M. Ginóbili makes free throw 2 of 3,,61,59
284,3,5:56.0,M. Ginóbili makes free throw 3 of 3,,62,59
285,3,5:42.0,,Personal foul by D. Lee (drawn by D. Howard),62,59
286,3,5:42.0,P. Mills enters the game for T. Parker,,62,59
287,3,5:34.0,,D. Schröder misses 2-pt layup from 2 ft,62,59
288,3,5:31.0,,Offensive rebound by D. Howard,62,59
289,3,5:28.0,,D. Schröder misses 3-pt jump shot from 26 ft,62,59
290,3,5:27.0,,Offensive rebound by P. Millsap,62,59
291,3,5:27.0,,Turnover by Team (shot clock),62,59
292,3,5:08.0,Turnover by L. Aldridge (step out of bounds),,62,59
293,3,4:50.0,,Shooting foul by M. Ginóbili (drawn by K. Bazemore),62,59
294,3,4:50.0,,K. Bazemore misses free throw 1 of 2,62,59
295,3,4:50.0,,Offensive rebound by Team,62,59
296,3,4:50.0,,K. Bazemore misses free throw 2 of 2,62,59
297,3,4:50.0,,M. Muscala enters the game for D. Howard,62,59
298,3,4:48.0,Defensive rebound by Team,,62,59
299,3,4:37.0,M. Ginóbili makes 2-pt layup from 1 ft (assist by D. Lee),,64,59
300,3,4:24.0,,K. Bazemore misses 2-pt layup from 1 ft,64,59
301,3,4:22.0,Defensive rebound by M. Ginóbili,,64,59
302,3,4:12.0,D. Lee makes 2-pt dunk at rim (assist by M. Ginóbili),,66,59
303,3,4:01.0,,Atlanta full timeout,66,59
304,3,4:01.0,,T. Hardaway enters the game for K. Bazemore,66,59
305,3,3:53.0,,M. Muscala misses 2-pt hook shot from 2 ft,66,59
306,3,3:51.0,Defensive rebound by L. Aldridge,,66,59
307,3,3:45.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,66,59
308,3,3:44.0,,Defensive rebound by P. Millsap,66,59
309,3,3:36.0,,K. Korver misses 3-pt jump shot from 25 ft,66,59
310,3,3:34.0,Defensive rebound by L. Aldridge,,66,59
311,3,3:16.0,L. Aldridge makes 2-pt jump shot from 14 ft,,68,59
312,3,3:03.0,,Turnover by D. Schröder (bad pass; steal by D. Lee),68,59
313,3,2:46.0,D. Lee misses 2-pt jump shot from 11 ft,,68,59
314,3,2:43.0,,Defensive rebound by M. Muscala,68,59
315,3,2:29.0,,P. Millsap misses 2-pt layup from 2 ft,68,59
316,3,2:27.0,Defensive rebound by D. Lee,,68,59
317,3,2:07.0,L. Aldridge misses 2-pt jump shot from 18 ft,,68,59
318,3,2:05.0,,Defensive rebound by K. Korver,68,59
319,3,2:01.0,,Shooting foul by M. Ginóbili (drawn by P. Millsap),68,59
320,3,2:01.0,,P. Millsap misses free throw 1 of 2,68,59
321,3,2:01.0,,Offensive rebound by Team,68,59
322,3,2:01.0,K. Leonard enters the game for J. Simmons,,68,59
323,3,2:01.0,P. Gasol enters the game for L. Aldridge,,68,59
324,3,2:01.0,,M. Delaney enters the game for D. Schröder,68,59
325,3,2:01.0,,P. Millsap makes free throw 2 of 2,68,60
326,3,1:48.0,P. Gasol misses 2-pt jump shot from 18 ft,,68,60
327,3,1:47.0,,Defensive rebound by M. Delaney,68,60
328,3,1:38.0,,Turnover by M. Delaney (bad pass; steal by M. Ginóbili),68,60
329,3,1:29.0,K. Leonard misses 2-pt layup from 2 ft,,68,60
330,3,1:29.0,,Defensive rebound by P. Millsap,68,60
331,3,1:27.0,,Turnover by P. Millsap (lost ball; steal by K. Leonard),68,60
332,3,1:16.0,Shooting foul by M. Muscala (drawn by P. Gasol),,68,60
333,3,1:16.0,P. Gasol makes free throw 1 of 2,,69,60
334,3,1:16.0,P. Gasol makes free throw 2 of 2,,70,60
335,3,1:00.0,,T. Hardaway makes 3-pt jump shot from 24 ft,70,63
336,3,0:41.0,D. Lee makes 2-pt hook shot from 5 ft,,72,63
337,3,0:31.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by M. Delaney),72,66
338,3,0:11.0,Personal foul by P. Millsap (drawn by P. Gasol),,72,66
339,3,0:11.0,P. Gasol makes free throw 1 of 2,,73,66
340,3,0:11.0,P. Gasol makes free throw 2 of 2,,74,66
341,3,0:01.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by M. Delaney),74,69
342,4,11:44.0,,P. Millsap makes 2-pt layup from 1 ft,74,71
343,4,11:29.0,Shooting foul by M. Muscala (drawn by K. Leonard),,74,71
344,4,11:29.0,K. Leonard misses free throw 1 of 2,,74,71
345,4,11:29.0,Offensive rebound by Team,,74,71
346,4,11:29.0,K. Leonard makes free throw 2 of 2,,75,71
347,4,11:10.0,,P. Millsap makes 2-pt jump shot from 8 ft,75,73
348,4,10:56.0,P. Mills misses 3-pt jump shot from 23 ft,,75,73
349,4,10:55.0,,Defensive rebound by Team,75,73
350,4,10:40.0,,Shooting foul by D. Lee (drawn by P. Millsap),75,73
351,4,10:40.0,,P. Millsap makes free throw 1 of 2,75,74
352,4,10:40.0,,P. Millsap makes free throw 2 of 2,75,75
353,4,10:22.0,K. Leonard makes 2-pt jump shot from 21 ft (assist by P. Gasol),,77,75
354,4,10:11.0,,Shooting foul by D. Lee (drawn by P. Millsap),77,75
355,4,10:11.0,,P. Millsap makes free throw 1 of 2,77,76
356,4,10:11.0,L. Aldridge enters the game for D. Lee,,77,76
357,4,10:11.0,,P. Millsap makes free throw 2 of 2,77,77
358,4,9:57.0,P. Mills misses 3-pt jump shot from 23 ft,,77,77
359,4,9:55.0,Offensive rebound by K. Leonard,,77,77
360,4,9:47.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by P. Mills),,79,77
361,4,9:29.0,,P. Millsap misses 2-pt layup from 3 ft,79,77
362,4,9:26.0,Defensive rebound by K. Leonard,,79,77
363,4,9:14.0,P. Mills makes 3-pt jump shot from 23 ft (assist by D. Green),,82,77
364,4,9:13.0,,Atlanta full timeout,82,77
365,4,9:13.0,,D. Howard enters the game for M. Muscala,82,77
366,4,8:55.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by T. Hardaway),82,80
367,4,8:29.0,K. Leonard misses 3-pt jump shot from 25 ft,,82,80
368,4,8:23.0,,Defensive rebound by K. Korver,82,80
369,4,8:09.0,,T. Hardaway makes 2-pt layup from 2 ft,82,82
370,4,7:55.0,K. Leonard misses 3-pt jump shot from 25 ft,,82,82
371,4,7:53.0,,Defensive rebound by K. Korver,82,82
372,4,7:50.0,,T. Hardaway makes 2-pt dunk at rim (assist by K. Korver),82,84
373,4,7:50.0,San Antonio full timeout,,82,84
374,4,7:50.0,T. Parker enters the game for K. Leonard,,82,84
375,4,7:50.0,J. Simmons enters the game for P. Mills,,82,84
376,4,7:25.0,T. Parker makes 2-pt jump shot from 21 ft,,84,84
377,4,7:02.0,,T. Hardaway misses 3-pt jump shot from 25 ft,84,84
378,4,6:59.0,Defensive rebound by D. Green,,84,84
379,4,6:50.0,T. Parker makes 2-pt jump shot from 12 ft,,86,84
380,4,6:31.0,,M. Delaney misses 2-pt jump shot from 20 ft,86,84
381,4,6:29.0,Defensive rebound by D. Green,,86,84
382,4,6:19.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by T. Parker),,88,84
383,4,6:03.0,,T. Hardaway misses 2-pt layup from 1 ft (block by J. Simmons),88,84
