,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MINNESOTA_ACTION,NEW YORK_SCORE,MINNESOTA_SCORE
129,2,9:14.0,Turnover by B. Jennings (lost ball; steal by K. Dunn),,35,33
130,2,9:14.0,,Personal foul by B. Jennings (drawn by C. Aldrich),35,33
131,2,9:14.0,,Z. LaVine enters the game for A. Wiggins,35,33
132,2,9:10.0,,Turnover by K. Dunn (lost ball; steal by B. Jennings),35,33
133,2,9:07.0,Shooting foul by K. Dunn (drawn by M. Plumlee),,35,33
134,2,9:07.0,M. Plumlee makes free throw 1 of 2,,36,33
135,2,9:07.0,M. Plumlee misses free throw 2 of 2,,36,33
136,2,9:07.0,,Defensive rebound by C. Aldrich,36,33
137,2,8:49.0,,S. Muhammad makes 2-pt jump shot from 18 ft,36,35
138,2,8:39.0,B. Jennings makes 2-pt layup from 2 ft,,38,35
139,2,8:26.0,,N. Bjelica misses 3-pt jump shot from 23 ft,38,35
140,2,8:25.0,,Offensive rebound by S. Muhammad,38,35
141,2,8:23.0,,S. Muhammad misses 2-pt jump shot from 4 ft (block by J. Holiday),38,35
142,2,8:22.0,Defensive rebound by Team,,38,35
143,2,8:22.0,New York full timeout,,38,35
144,2,8:08.0,Turnover by B. Jennings (lost ball; steal by N. Bjelica),,38,35
145,2,8:05.0,,Z. LaVine makes 2-pt dunk at rim,38,37
146,2,7:59.0,B. Jennings misses 3-pt jump shot from 23 ft,,38,37
147,2,7:58.0,Offensive rebound by M. Kuzminskas,,38,37
148,2,7:50.0,M. Kuzminskas misses 2-pt layup from 4 ft (block by C. Aldrich),,38,37
149,2,7:49.0,,Defensive rebound by C. Aldrich,38,37
150,2,7:44.0,,Shooting foul by K. Porziņģis (drawn by S. Muhammad),38,37
151,2,7:44.0,,S. Muhammad misses free throw 1 of 2,38,37
152,2,7:44.0,,Offensive rebound by Team,38,37
153,2,7:44.0,,S. Muhammad makes free throw 2 of 2,38,38
154,2,7:34.0,M. Kuzminskas makes 3-pt jump shot from 25 ft (assist by B. Jennings),,41,38
155,2,7:10.0,,C. Aldrich makes 2-pt jump shot from 5 ft (assist by N. Bjelica),41,40
156,2,6:50.0,K. Porziņģis makes 2-pt jump shot from 17 ft,,43,40
157,2,6:43.0,,Turnover by K. Dunn (back court),43,40
158,2,6:43.0,,R. Rubio enters the game for K. Dunn,43,40
159,2,6:43.0,,K. Towns enters the game for C. Aldrich,43,40
160,2,6:43.0,,G. Dieng enters the game for N. Bjelica,43,40
161,2,6:43.0,D. Rose enters the game for J. Holiday,,43,40
162,2,6:31.0,Personal foul by S. Muhammad (drawn by M. Kuzminskas),,43,40
163,2,6:23.0,B. Jennings misses 2-pt jump shot from 15 ft,,43,40
164,2,6:21.0,Offensive rebound by K. Porziņģis,,43,40
165,2,6:21.0,K. Porziņģis makes 2-pt layup from 1 ft,,45,40
166,2,6:04.0,,S. Muhammad misses 2-pt layup from 2 ft (block by K. Porziņģis),45,40
167,2,6:02.0,Defensive rebound by M. Plumlee,,45,40
168,2,5:51.0,M. Kuzminskas makes 3-pt jump shot from 26 ft (assist by D. Rose),,48,40
169,2,5:45.0,,Minnesota full timeout,48,40
170,2,5:32.0,,G. Dieng misses 2-pt jump shot from 17 ft,48,40
171,2,5:30.0,Defensive rebound by M. Plumlee,,48,40
172,2,5:17.0,K. Porziņģis misses 3-pt jump shot from 23 ft,,48,40
173,2,5:16.0,,Defensive rebound by R. Rubio,48,40
174,2,5:10.0,,Turnover by K. Towns (traveling),48,40
175,2,4:45.0,K. Porziņģis makes 2-pt jump shot from 21 ft (assist by M. Kuzminskas),,50,40
176,2,4:44.0,Violation by Team (jump ball),,50,40
177,2,4:25.0,,Turnover by K. Towns (bad pass; steal by M. Plumlee),50,40
178,2,4:16.0,Turnover by B. Jennings (bad pass),,50,40
179,2,4:16.0,,A. Wiggins enters the game for S. Muhammad,50,40
180,2,4:16.0,C. Anthony enters the game for K. Porziņģis,,50,40
181,2,4:06.0,,Turnover by R. Rubio (bad pass; steal by D. Rose),50,40
182,2,3:54.0,D. Rose misses 2-pt jump shot from 10 ft (block by K. Towns),,50,40
183,2,3:52.0,Offensive rebound by C. Anthony,,50,40
184,2,3:50.0,D. Rose misses 2-pt layup from 1 ft,,50,40
185,2,3:48.0,,Defensive rebound by G. Dieng,50,40
186,2,3:43.0,,Z. LaVine misses 2-pt layup from 1 ft,50,40
187,2,3:37.0,,Offensive rebound by K. Towns,50,40
188,2,3:37.0,,K. Towns makes 2-pt dunk at rim,50,42
189,2,3:24.0,B. Jennings misses 2-pt jump shot from 21 ft,,50,42
190,2,3:21.0,,Defensive rebound by A. Wiggins,50,42
191,2,3:15.0,,A. Wiggins makes 2-pt layup from 1 ft,50,44
192,2,3:14.0,New York full timeout,,50,44
193,2,3:14.0,K. Porziņģis enters the game for M. Plumlee,,50,44
194,2,3:14.0,K. O'Quinn enters the game for M. Kuzminskas,,50,44
195,2,2:53.0,,Violation by K. Towns (def goaltending),50,44
196,2,2:53.0,C. Anthony makes 2-pt layup from 3 ft,,52,44
197,2,2:33.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by K. Towns),52,47
198,2,2:18.0,Shooting foul by A. Wiggins (drawn by C. Anthony),,52,47
199,2,2:18.0,C. Anthony makes free throw 1 of 2,,53,47
200,2,2:18.0,C. Anthony makes free throw 2 of 2,,54,47
201,2,2:00.0,,R. Rubio misses 3-pt jump shot from 24 ft,54,47
202,2,1:58.0,Defensive rebound by C. Anthony,,54,47
203,2,1:45.0,Turnover by K. Porziņģis (lost ball; steal by R. Rubio),,54,47
204,2,1:40.0,,K. Towns makes 2-pt dunk at rim (assist by Z. LaVine),54,49
205,2,1:16.0,C. Anthony misses 3-pt jump shot from 26 ft,,54,49
206,2,1:14.0,,Defensive rebound by K. Towns,54,49
207,2,0:55.0,,Z. LaVine misses 3-pt jump shot from 25 ft,54,49
208,2,0:54.0,Defensive rebound by K. O'Quinn,,54,49
209,2,0:41.0,D. Rose makes 2-pt jump shot from 9 ft (assist by B. Jennings),,56,49
210,2,0:30.0,,K. Towns misses 2-pt dunk from 1 ft,56,49
211,2,0:28.0,Defensive rebound by K. O'Quinn,,56,49
212,2,0:24.0,D. Rose makes 2-pt layup from 1 ft,,58,49
213,2,0:03.0,,R. Rubio misses 3-pt jump shot from 25 ft,58,49
214,2,0:02.0,,Offensive rebound by Z. LaVine,58,49
215,2,0:01.0,,Z. LaVine misses 2-pt jump shot from 12 ft,58,49
216,2,0:00.0,,Offensive rebound by Team,58,49
217,3,11:45.0,Turnover by D. Rose (bad pass; steal by R. Rubio),,58,49
218,3,11:37.0,,A. Wiggins misses 2-pt layup at rim,58,49
219,3,11:35.0,Defensive rebound by K. O'Quinn,,58,49
220,3,11:34.0,Turnover by K. O'Quinn (lost ball; steal by A. Wiggins),,58,49
221,3,11:29.0,,A. Wiggins makes 3-pt jump shot from 26 ft,58,52
222,3,11:11.0,C. Anthony misses 3-pt jump shot from 23 ft,,58,52
223,3,11:10.0,,Defensive rebound by A. Wiggins,58,52
224,3,11:01.0,,Shooting foul by D. Rose (drawn by G. Dieng),58,52
225,3,11:01.0,,G. Dieng makes free throw 1 of 2,58,53
226,3,11:01.0,,G. Dieng makes free throw 2 of 2,58,54
227,3,10:40.0,D. Rose misses 2-pt jump shot from 20 ft,,58,54
228,3,10:38.0,,Defensive rebound by K. Towns,58,54
229,3,10:29.0,,G. Dieng makes 2-pt layup from 2 ft (assist by R. Rubio),58,56
230,3,10:05.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),,61,56
231,3,9:44.0,,Turnover by Z. LaVine (step out of bounds),61,56
232,3,9:20.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by C. Anthony),,64,56
233,3,9:10.0,,Offensive foul by K. Towns (drawn by K. Porziņģis),64,56
234,3,9:10.0,,Turnover by K. Towns (offensive foul),64,56
235,3,8:56.0,K. O'Quinn misses 2-pt layup from 2 ft,,64,56
236,3,8:55.0,,Defensive rebound by G. Dieng,64,56
237,3,8:48.0,,Shooting foul by D. Rose (drawn by R. Rubio),64,56
238,3,8:48.0,,R. Rubio makes free throw 1 of 2,64,57
239,3,8:48.0,,R. Rubio makes free throw 2 of 2,64,58
240,3,8:27.0,D. Rose makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),,67,58
241,3,8:12.0,,Shooting foul by D. Rose (drawn by R. Rubio),67,58
242,3,8:12.0,,R. Rubio makes free throw 1 of 2,67,59
243,3,8:12.0,,R. Rubio makes free throw 2 of 2,67,60
244,3,7:59.0,Turnover by C. Anthony (bad pass; steal by Z. LaVine),,67,60
245,3,7:54.0,,Shooting foul by D. Rose (drawn by Z. LaVine),67,60
246,3,7:54.0,,Z. LaVine makes free throw 1 of 2,67,61
247,3,7:54.0,B. Jennings enters the game for D. Rose,,67,61
248,3,7:54.0,,Z. LaVine makes free throw 2 of 2,67,62
249,3,7:38.0,C. Anthony misses 3-pt jump shot from 25 ft,,67,62
250,3,7:37.0,,Defensive rebound by K. Towns,67,62
251,3,7:29.0,,A. Wiggins misses 2-pt jump shot from 13 ft,67,62
252,3,7:28.0,Defensive rebound by B. Jennings,,67,62
253,3,7:12.0,C. Anthony misses 2-pt jump shot from 18 ft,,67,62
254,3,7:11.0,,Defensive rebound by K. Towns,67,62
255,3,7:11.0,,Personal foul by B. Jennings (drawn by K. Towns),67,62
256,3,7:11.0,,K. Towns makes free throw 1 of 2,67,63
257,3,7:11.0,,K. Towns makes free throw 2 of 2,67,64
258,3,6:52.0,J. Holiday misses 2-pt jump shot from 12 ft,,67,64
259,3,6:51.0,Offensive rebound by K. O'Quinn,,67,64
260,3,6:49.0,J. Holiday makes 2-pt jump shot from 13 ft (assist by K. O'Quinn),,69,64
261,3,6:41.0,,R. Rubio misses 2-pt jump shot from 17 ft,69,64
262,3,6:39.0,Defensive rebound by K. O'Quinn,,69,64
263,3,6:31.0,,Violation by R. Rubio (kicked ball),69,64
264,3,6:20.0,B. Jennings misses 2-pt jump shot from 14 ft,,69,64
265,3,6:18.0,Offensive rebound by B. Jennings,,69,64
266,3,6:14.0,K. Porziņģis misses 2-pt jump shot from 3 ft,,69,64
267,3,6:13.0,Offensive rebound by Team,,69,64
268,3,6:13.0,,Loose ball foul by G. Dieng (drawn by K. O'Quinn),69,64
269,3,6:04.0,Turnover by C. Anthony (traveling),,69,64
270,3,5:52.0,,K. Towns misses 2-pt jump shot from 15 ft,69,64
271,3,5:51.0,Defensive rebound by K. Porziņģis,,69,64
272,3,5:43.0,J. Holiday misses 3-pt jump shot from 24 ft,,69,64
273,3,5:42.0,,Defensive rebound by Z. LaVine,69,64
274,3,5:41.0,,Personal foul by K. O'Quinn (drawn by Z. LaVine),69,64
275,3,5:41.0,,Minnesota full timeout,69,64
276,3,5:41.0,,Z. LaVine makes free throw 1 of 2,69,65
277,3,5:41.0,S. Vujačić enters the game for J. Holiday,,69,64
278,3,5:41.0,M. Plumlee enters the game for K. O'Quinn,,69,64
279,3,5:41.0,,Z. LaVine makes free throw 2 of 2,69,66
280,3,5:19.0,C. Anthony misses 2-pt jump shot from 14 ft,,69,66
281,3,5:18.0,,Defensive rebound by K. Towns,69,66
282,3,5:04.0,,K. Towns makes 2-pt jump shot from 7 ft (assist by R. Rubio),69,68
283,3,4:47.0,K. Porziņģis misses 2-pt jump shot from 24 ft,,69,68
284,3,4:45.0,Offensive rebound by Team,,69,68
285,3,4:32.0,B. Jennings misses 2-pt jump shot from 6 ft,,69,68
286,3,4:32.0,Offensive rebound by Team,,69,68
287,3,4:32.0,,Loose ball foul by R. Rubio (drawn by M. Plumlee),69,68
288,3,4:10.0,C. Anthony makes 2-pt jump shot from 21 ft,,71,68
289,3,3:57.0,,K. Towns misses 3-pt jump shot from 25 ft,71,68
290,3,3:55.0,Defensive rebound by Team,,71,68
291,3,3:55.0,,Loose ball foul by G. Dieng (drawn by K. Porziņģis),71,68
292,3,3:55.0,,C. Aldrich enters the game for G. Dieng,71,68
293,3,3:55.0,M. Kuzminskas enters the game for K. Porziņģis,,71,68
294,3,3:39.0,M. Kuzminskas misses 2-pt jump shot from 3 ft (block by K. Towns),,71,68
295,3,3:38.0,Offensive rebound by M. Kuzminskas,,71,68
296,3,3:37.0,,Violation by K. Towns (def goaltending),71,68
297,3,3:37.0,M. Kuzminskas makes 2-pt jump shot from 5 ft,,73,68
298,3,3:17.0,,A. Wiggins misses 2-pt jump shot from 21 ft,73,68
299,3,3:17.0,,Offensive rebound by Team,73,68
300,3,3:17.0,Loose ball foul by C. Anthony (drawn by K. Towns),,73,68
301,3,3:17.0,,K. Towns makes free throw 1 of 2,73,69
302,3,3:17.0,,N. Bjelica enters the game for C. Aldrich,73,69
303,3,3:17.0,,K. Towns makes free throw 2 of 2,73,70
304,3,2:57.0,Personal foul by R. Rubio (drawn by B. Jennings),,73,70
305,3,2:57.0,New York full timeout,,73,70
306,3,2:57.0,,T. Jones enters the game for Z. LaVine,73,70
307,3,2:42.0,C. Anthony misses 2-pt jump shot from 17 ft,,73,70
308,3,2:41.0,,Defensive rebound by K. Towns,73,70
309,3,2:25.0,,A. Wiggins misses 2-pt jump shot from 19 ft,73,70
310,3,2:24.0,Defensive rebound by M. Plumlee,,73,70
311,3,2:08.0,B. Jennings makes 3-pt jump shot from 24 ft,,76,70
312,3,1:50.0,,Turnover by K. Towns (bad pass; steal by C. Anthony),76,70
313,3,1:41.0,S. Vujačić makes 2-pt jump shot from 17 ft (assist by B. Jennings),,78,70
314,3,1:18.0,,A. Wiggins misses 2-pt layup from 2 ft,78,70
315,3,1:17.0,,Offensive rebound by Team,78,70
316,3,1:17.0,,Personal foul by C. Anthony (drawn by K. Towns),78,70
317,3,1:17.0,,K. Towns makes free throw 1 of 2,78,71
318,3,1:17.0,,K. Towns makes free throw 2 of 2,78,72
319,3,0:55.0,M. Kuzminskas misses 2-pt jump shot from 21 ft,,78,72
320,3,0:54.0,,Defensive rebound by K. Towns,78,72
321,3,0:44.0,,K. Towns makes 2-pt hook shot from 6 ft (assist by A. Wiggins),78,74
322,3,0:38.0,B. Jennings makes 3-pt jump shot from 24 ft,,81,74
323,3,0:27.0,,N. Bjelica misses 3-pt jump shot from 25 ft,81,74
324,3,0:26.0,Defensive rebound by C. Anthony,,81,74
325,3,0:02.0,C. Anthony misses 2-pt jump shot from 19 ft,,81,74
326,3,0:01.0,Offensive rebound by S. Vujačić,,81,74
327,4,11:49.0,,N. Bjelica misses 3-pt jump shot from 24 ft,81,74
328,4,11:48.0,Defensive rebound by S. Vujačić,,81,74
329,4,11:42.0,M. Plumlee makes 2-pt layup from 2 ft (assist by B. Jennings),,83,74
330,4,11:42.0,Shooting foul by Z. LaVine (drawn by M. Plumlee),,83,74
331,4,11:42.0,M. Plumlee makes free throw 1 of 1,,84,74
332,4,11:31.0,,Personal foul by K. Porziņģis (drawn by K. Towns),84,74
333,4,11:18.0,,K. Towns makes 2-pt hook shot from 6 ft,84,76
334,4,10:54.0,S. Vujačić makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),,87,76
335,4,10:45.0,,K. Towns misses 3-pt jump shot from 25 ft,87,76
336,4,10:44.0,Defensive rebound by S. Vujačić,,87,76
337,4,10:37.0,B. Jennings misses 3-pt jump shot from 25 ft,,87,76
338,4,10:36.0,,Defensive rebound by Team,87,76
339,4,10:21.0,,Z. LaVine makes 2-pt jump shot from 19 ft,87,78
340,4,9:56.0,Shooting foul by N. Bjelica (drawn by K. Porziņģis),,87,78
341,4,9:56.0,K. Porziņģis misses free throw 1 of 2,,87,78
342,4,9:56.0,Offensive rebound by Team,,87,78
343,4,9:56.0,,G. Dieng enters the game for K. Towns,87,78
344,4,9:56.0,K. Porziņģis makes free throw 2 of 2,,88,78
345,4,9:42.0,,Z. LaVine misses 2-pt layup at rim,88,78
346,4,9:41.0,,Offensive rebound by G. Dieng,88,78
347,4,9:41.0,,Turnover by G. Dieng (lost ball),88,78
348,4,9:25.0,S. Vujačić misses 3-pt jump shot from 25 ft,,88,78
349,4,9:24.0,Offensive rebound by M. Plumlee,,88,78
350,4,9:20.0,M. Kuzminskas makes 3-pt jump shot from 24 ft (assist by M. Plumlee),,91,78
351,4,9:19.0,,Minnesota full timeout,91,78
352,4,9:19.0,,R. Rubio enters the game for K. Dunn,91,78
353,4,9:02.0,,Z. LaVine misses 3-pt jump shot from 25 ft,91,78
354,4,9:01.0,Defensive rebound by M. Plumlee,,91,78
355,4,8:49.0,K. Porziņģis makes 2-pt layup from 3 ft (assist by S. Vujačić),,93,78
356,4,8:45.0,,Shooting foul by M. Plumlee (drawn by Z. LaVine),93,78
357,4,8:45.0,,Z. LaVine makes free throw 1 of 2,93,79
358,4,8:45.0,,K. Towns enters the game for N. Bjelica,93,79
359,4,8:45.0,,A. Wiggins enters the game for T. Jones,93,79
360,4,8:45.0,,Z. LaVine makes free throw 2 of 2,93,80
361,4,8:31.0,K. Porziņģis makes 3-pt jump shot from 23 ft (assist by B. Jennings),,96,80
362,4,8:19.0,,Personal foul by S. Vujačić (drawn by A. Wiggins),96,80
363,4,8:07.0,,K. Towns misses 2-pt jump shot from 16 ft,96,80
364,4,8:05.0,,Offensive rebound by G. Dieng,96,80
365,4,8:00.0,,R. Rubio makes 2-pt jump shot from 16 ft (assist by G. Dieng),96,82
366,4,7:42.0,M. Kuzminskas makes 3-pt jump shot from 25 ft (assist by B. Jennings),,99,82
367,4,7:33.0,,Personal foul by M. Kuzminskas (drawn by A. Wiggins),99,82
368,4,7:26.0,,K. Towns makes 2-pt layup from 2 ft (assist by R. Rubio),99,84
369,4,7:11.0,S. Vujačić misses 2-pt jump shot from 19 ft,,99,84
370,4,7:09.0,,Defensive rebound by K. Towns,99,84
371,4,7:04.0,,A. Wiggins misses 2-pt layup from 2 ft,99,84
372,4,7:03.0,,Offensive rebound by A. Wiggins,99,84
373,4,7:03.0,,A. Wiggins makes 2-pt layup from 1 ft,99,86
374,4,7:03.0,New York full timeout,,99,86
375,4,7:03.0,D. Rose enters the game for S. Vujačić,,99,86
376,4,7:03.0,C. Anthony enters the game for M. Plumlee,,99,86
377,4,6:52.0,Turnover by B. Jennings (discontinued dribble),,99,86
