,QUARTER,TIME_REMAINING,HOUSTON_ACTION,WASHINGTON_ACTION,HOUSTON_SCORE,WASHINGTON_SCORE
0,1,11:43.0,,O. Porter misses 2-pt jump shot from 15 ft,0,0
1,1,11:43.0,,Offensive rebound by Team,0,0
2,1,11:43.0,Loose ball foul by J. Harden (drawn by M. Gortat),,0,0
3,1,11:34.0,,O. Porter makes 2-pt layup from 2 ft (assist by J. Wall),0,2
4,1,11:18.0,C. Capela misses 2-pt layup from 3 ft,,0,2
5,1,11:17.0,,Defensive rebound by M. Gortat,0,2
6,1,11:03.0,,Turnover by J. Wall (lost ball; steal by C. Capela),0,2
7,1,10:56.0,C. Brewer misses 3-pt jump shot from 26 ft,,0,2
8,1,10:55.0,,Defensive rebound by M. Gortat,0,2
9,1,10:45.0,,M. Gortat makes 2-pt jump shot from 7 ft (assist by B. Beal),0,4
10,1,10:35.0,T. Ariza misses 3-pt jump shot from 25 ft,,0,4
11,1,10:33.0,,Defensive rebound by M. Gortat,0,4
12,1,10:25.0,,B. Beal misses 2-pt jump shot from 12 ft,0,4
13,1,10:24.0,,Offensive rebound by Team,0,4
14,1,10:06.0,,M. Gortat makes 2-pt hook shot from 7 ft,0,6
15,1,9:51.0,,Violation by M. Gortat (kicked ball),0,6
16,1,9:47.0,Shooting foul by M. Morris (drawn by J. Harden),,0,6
17,1,9:47.0,J. Harden makes free throw 1 of 2,,1,6
18,1,9:47.0,J. Harden makes free throw 2 of 2,,2,6
19,1,9:41.0,,M. Morris misses 2-pt jump shot from 7 ft (block by C. Capela),2,6
20,1,9:40.0,Defensive rebound by R. Anderson,,2,6
21,1,9:38.0,Turnover by R. Anderson (bad pass; steal by J. Wall),,2,6
22,1,9:28.0,,B. Beal misses 3-pt jump shot from 23 ft,2,6
23,1,9:26.0,,Offensive rebound by M. Morris,2,6
24,1,9:24.0,,M. Morris misses 2-pt jump shot from 2 ft (block by C. Capela),2,6
25,1,9:23.0,,Offensive rebound by M. Morris,2,6
26,1,9:21.0,,M. Morris misses 2-pt layup from 1 ft,2,6
27,1,9:20.0,Defensive rebound by T. Ariza,,2,6
28,1,9:17.0,C. Capela makes 2-pt layup from 1 ft (assist by C. Brewer),,4,6
29,1,8:55.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),4,8
30,1,8:33.0,R. Anderson misses 3-pt jump shot from 27 ft,,4,8
31,1,8:32.0,,Defensive rebound by O. Porter,4,8
32,1,8:27.0,,B. Beal misses 2-pt layup from 1 ft,4,8
33,1,8:26.0,Defensive rebound by C. Brewer,,4,8
34,1,8:23.0,T. Ariza makes 3-pt jump shot from 27 ft (assist by J. Harden),,7,8
35,1,8:11.0,,J. Wall makes 2-pt layup from 1 ft,7,10
36,1,8:00.0,Turnover by J. Harden (bad pass; steal by B. Beal),,7,10
37,1,7:55.0,,J. Wall makes 2-pt layup from 1 ft (assist by B. Beal),7,12
38,1,7:36.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Harden),,10,12
39,1,7:25.0,,Turnover by M. Morris (traveling),10,12
40,1,7:18.0,J. Harden makes 3-pt jump shot from 28 ft (assist by R. Anderson),,13,12
41,1,6:55.0,,J. Wall makes 2-pt jump shot from 19 ft,13,14
42,1,6:41.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Harden),,16,14
43,1,6:35.0,,Washington full timeout,16,14
44,1,6:35.0,E. Gordon enters the game for C. Brewer,,16,14
45,1,6:22.0,,M. Gortat misses 2-pt dunk at rim,16,14
46,1,6:20.0,Defensive rebound by T. Ariza,,16,14
47,1,6:06.0,R. Anderson makes 2-pt layup from 1 ft (assist by J. Harden),,18,14
48,1,5:55.0,,M. Morris misses 3-pt jump shot from 26 ft,18,14
49,1,5:54.0,Defensive rebound by J. Harden,,18,14
50,1,5:44.0,J. Harden misses 3-pt jump shot from 29 ft (block by B. Beal),,18,14
51,1,5:42.0,,Defensive rebound by J. Wall,18,14
52,1,5:33.0,,J. Wall misses 2-pt jump shot from 11 ft,18,14
53,1,5:32.0,,Offensive rebound by J. Wall,18,14
54,1,5:27.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),18,17
55,1,5:03.0,R. Anderson misses 2-pt jump shot from 17 ft,,18,17
56,1,5:02.0,,Defensive rebound by B. Beal,18,17
57,1,4:51.0,,B. Beal misses 2-pt layup from 1 ft,18,17
58,1,4:50.0,,Offensive rebound by M. Gortat,18,17
59,1,4:49.0,,M. Gortat makes 2-pt layup from 1 ft,18,19
60,1,4:30.0,C. Capela makes 2-pt hook shot from 7 ft,,20,19
61,1,4:12.0,,B. Beal makes 2-pt layup from 1 ft,20,21
62,1,3:58.0,J. Harden misses 2-pt layup at rim (block by M. Gortat),,20,21
63,1,3:57.0,,Defensive rebound by Team,20,21
64,1,3:57.0,N. Hilário enters the game for T. Ariza,,20,21
65,1,3:57.0,K. McDaniels enters the game for R. Anderson,,20,21
66,1,3:57.0,S. Dekker enters the game for C. Capela,,20,21
67,1,3:57.0,,T. Satoranský enters the game for M. Morris,20,21
68,1,3:44.0,,J. Wall makes 2-pt layup at rim,20,23
69,1,3:31.0,Turnover by J. Harden (lost ball),,20,23
70,1,3:17.0,,T. Satoranský misses 3-pt jump shot from 26 ft,20,23
71,1,3:16.0,Defensive rebound by S. Dekker,,20,23
72,1,2:56.0,Turnover by J. Harden (lost ball; steal by T. Satoranský),,20,23
73,1,2:50.0,,Personal foul by N. Hilário (drawn by J. Wall),20,23
74,1,2:50.0,Houston full timeout,,20,23
75,1,2:50.0,,K. Oubre enters the game for O. Porter,20,23
76,1,2:50.0,,M. Thornton enters the game for J. Wall,20,23
77,1,2:41.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by M. Thornton),20,25
78,1,2:20.0,Turnover by J. Harden (bad pass; steal by B. Beal),,20,25
79,1,2:14.0,,Turnover by B. Beal (bad pass),20,25
80,1,2:03.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by J. Harden),,23,25
81,1,1:46.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by T. Satoranský),23,28
82,1,1:33.0,K. McDaniels misses 2-pt dunk at rim,,23,28
83,1,1:32.0,,Defensive rebound by M. Thornton,23,28
84,1,1:20.0,,B. Beal misses 3-pt jump shot from 26 ft,23,28
85,1,1:19.0,,Offensive rebound by T. Satoranský,23,28
86,1,1:08.0,,K. Oubre misses 3-pt jump shot from 25 ft,23,28
87,1,1:07.0,Defensive rebound by J. Harden,,23,28
88,1,0:57.0,N. Hilário misses 2-pt jump shot from 15 ft,,23,28
89,1,0:56.0,,Defensive rebound by M. Thornton,23,28
90,1,0:49.0,,M. Thornton misses 3-pt jump shot from 27 ft,23,28
91,1,0:48.0,Defensive rebound by K. McDaniels,,23,28
92,1,0:41.0,Turnover by J. Harden (lost ball; steal by B. Beal),,23,28
93,1,0:33.0,,B. Beal makes 2-pt layup from 1 ft,23,30
94,1,0:29.0,J. Harden misses 2-pt jump shot from 19 ft,,23,30
95,1,0:27.0,,Defensive rebound by M. Gortat,23,30
96,1,0:05.0,,Turnover by Team (shot clock),23,30
97,1,0:02.0,Personal take foul by K. Oubre (drawn by J. Harden),,23,30
98,1,0:01.0,E. Gordon misses 3-pt jump shot from 30 ft,,23,30
99,1,0:00.0,,Defensive rebound by Team,23,30
100,2,11:36.0,Turnover by E. Gordon (traveling),,23,30
101,2,11:11.0,,K. Oubre misses 2-pt jump shot from 7 ft (block by S. Dekker),23,30
102,2,11:10.0,,Offensive rebound by K. Oubre,23,30
103,2,11:07.0,,K. Oubre makes 2-pt jump shot from 5 ft,23,32
104,2,10:48.0,T. Ennis misses 3-pt jump shot from 28 ft,,23,32
105,2,10:47.0,Offensive rebound by S. Dekker,,23,32
106,2,10:41.0,E. Gordon misses 3-pt jump shot from 24 ft,,23,32
107,2,10:40.0,,Defensive rebound by J. Smith,23,32
108,2,10:31.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by T. Satoranský),23,34
109,2,10:17.0,N. Hilário makes 2-pt jump shot from 14 ft (assist by T. Ennis),,25,34
110,2,9:49.0,,T. Satoranský misses 2-pt jump shot from 17 ft,25,34
111,2,9:48.0,Defensive rebound by S. Dekker,,25,34
112,2,9:31.0,S. Dekker makes 3-pt jump shot from 26 ft (assist by T. Ennis),,28,34
113,2,9:16.0,,M. Thornton makes 3-pt jump shot from 27 ft (assist by T. Burke),28,37
114,2,9:01.0,K. McDaniels makes 2-pt layup from 1 ft (assist by N. Hilário),,30,37
115,2,8:44.0,,M. Thornton misses 3-pt jump shot from 24 ft,30,37
116,2,8:43.0,Defensive rebound by S. Dekker,,30,37
117,2,8:35.0,E. Gordon makes 3-pt jump shot from 30 ft (assist by T. Ennis),,33,37
118,2,8:26.0,,Washington full timeout,33,37
119,2,8:26.0,,J. Wall enters the game for T. Satoranský,33,37
120,2,8:26.0,T. Ariza enters the game for S. Dekker,,33,37
121,2,8:26.0,R. Anderson enters the game for K. McDaniels,,33,37
122,2,8:15.0,,Shooting foul by R. Anderson (drawn by K. Oubre),33,37
123,2,8:15.0,,K. Oubre makes free throw 1 of 2,33,38
124,2,8:15.0,,K. Oubre makes free throw 2 of 2,33,39
125,2,8:04.0,Personal foul by K. Oubre (drawn by T. Ennis),,33,39
126,2,8:04.0,T. Ennis misses free throw 1 of 2,,33,39
127,2,8:04.0,Offensive rebound by Team,,33,39
128,2,8:04.0,T. Ennis makes free throw 2 of 2,,34,39
129,2,7:49.0,,M. Thornton misses 2-pt jump shot from 17 ft,34,39
130,2,7:48.0,Defensive rebound by N. Hilário,,34,39
131,2,7:40.0,R. Anderson misses 3-pt jump shot from 31 ft,,34,39
132,2,7:39.0,,Defensive rebound by M. Thornton,34,39
133,2,7:21.0,,K. Oubre misses 2-pt layup from 1 ft,34,39
134,2,7:21.0,,Offensive rebound by M. Thornton,34,39
135,2,7:19.0,,M. Thornton misses 2-pt layup from 1 ft,34,39
136,2,7:18.0,,Offensive rebound by Team,34,39
137,2,7:18.0,,M. Morris enters the game for K. Oubre,34,39
138,2,7:18.0,C. Capela enters the game for N. Hilário,,34,39
139,2,7:18.0,J. Harden enters the game for T. Ennis,,34,39
140,2,7:13.0,,M. Morris misses 2-pt layup at rim (block by C. Capela),34,39
141,2,7:10.0,Defensive rebound by J. Harden,,34,39
142,2,7:03.0,C. Capela misses 2-pt layup from 3 ft,,34,39
143,2,7:02.0,,Defensive rebound by M. Morris,34,39
144,2,6:54.0,,J. Wall makes 2-pt layup from 1 ft,34,41
145,2,6:37.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,36,41
146,2,6:33.0,,M. Thornton misses 2-pt layup from 2 ft (block by E. Gordon),36,41
147,2,6:33.0,,Offensive rebound by Team,36,41
148,2,6:33.0,,M. Gortat enters the game for J. Smith,36,41
149,2,6:19.0,,M. Morris misses 2-pt jump shot from 20 ft,36,41
150,2,6:18.0,Defensive rebound by E. Gordon,,36,41
