,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DETROIT_ACTION,OKLAHOMA CITY_SCORE,DETROIT_SCORE
134,2,8:31.0,Offensive rebound by E. Freedom,,29,36
135,2,8:26.0,S. Christon misses 2-pt jump shot from 20 ft,,29,36
136,2,8:26.0,,Defensive rebound by B. Udrih,29,36
137,2,8:16.0,,T. Harris makes 2-pt layup from 1 ft (assist by J. Leuer),29,38
138,2,8:14.0,Oklahoma City full timeout,,29,38
139,2,8:14.0,R. Westbrook enters the game for Á. Abrines,,29,38
140,2,8:14.0,V. Oladipo enters the game for E. Freedom,,29,38
141,2,8:14.0,S. Adams enters the game for S. Christon,,29,38
142,2,8:14.0,,A. Baynes enters the game for B. Marjanović,29,38
143,2,8:14.0,,K. Caldwell-Pope enters the game for S. Johnson,29,38
144,2,7:52.0,J. Grant misses 3-pt jump shot from 25 ft,,29,38
145,2,7:52.0,,Defensive rebound by B. Udrih,29,38
146,2,7:40.0,,J. Leuer makes 2-pt jump shot from 7 ft (assist by B. Udrih),29,40
147,2,7:23.0,V. Oladipo misses 3-pt jump shot from 26 ft,,29,40
148,2,7:22.0,,Defensive rebound by J. Leuer,29,40
149,2,7:10.0,,A. Baynes makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),29,42
150,2,6:57.0,R. Westbrook misses 2-pt jump shot from 16 ft,,29,42
151,2,6:56.0,,Defensive rebound by A. Baynes,29,42
152,2,6:51.0,,Shooting foul by J. Grant (drawn by J. Leuer),29,42
153,2,6:51.0,,J. Leuer misses free throw 1 of 2,29,42
154,2,6:51.0,,Offensive rebound by Team,29,42
155,2,6:51.0,,I. Smith enters the game for B. Udrih,29,42
156,2,6:51.0,,M. Morris enters the game for T. Harris,29,42
157,2,6:51.0,D. Sabonis enters the game for J. Grant,,29,42
158,2,6:51.0,A. Roberson enters the game for J. Lauvergne,,29,42
159,2,6:51.0,,J. Leuer makes free throw 2 of 2,29,43
160,2,6:37.0,R. Westbrook misses 2-pt jump shot from 8 ft,,29,43
161,2,6:37.0,,Defensive rebound by J. Leuer,29,43
162,2,6:17.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft,29,43
163,2,6:17.0,,Offensive rebound by K. Caldwell-Pope,29,43
164,2,6:16.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft,29,43
165,2,6:15.0,Defensive rebound by V. Oladipo,,29,43
166,2,6:09.0,V. Oladipo makes 2-pt jump shot from 19 ft,,31,43
167,2,5:44.0,,A. Baynes makes 2-pt hook shot from 6 ft (assist by J. Leuer),31,45
168,2,5:30.0,R. Westbrook misses 2-pt jump shot from 5 ft,,31,45
169,2,5:30.0,Offensive rebound by S. Adams,,31,45
170,2,5:28.0,S. Adams makes 2-pt hook shot from 4 ft,,33,45
171,2,5:28.0,Violation by Team (delay of game),,33,45
172,2,5:28.0,,Detroit full timeout,33,45
173,2,5:14.0,,M. Morris misses 2-pt jump shot from 15 ft,33,45
174,2,5:14.0,,Offensive rebound by Team,33,45
175,2,5:14.0,Loose ball foul by S. Adams (drawn by A. Baynes),,33,45
176,2,5:04.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,33,45
177,2,5:02.0,Defensive rebound by R. Westbrook,,33,45
178,2,4:57.0,R. Westbrook makes 2-pt layup at rim,,35,45
179,2,4:43.0,,Personal foul by D. Sabonis (drawn by I. Smith),35,45
180,2,4:43.0,,T. Harris enters the game for J. Leuer,35,45
181,2,4:31.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by I. Smith),35,48
182,2,4:11.0,Shooting foul by K. Caldwell-Pope (drawn by R. Westbrook),,35,48
183,2,4:11.0,R. Westbrook makes free throw 1 of 2,,36,48
184,2,4:11.0,N. Collison enters the game for D. Sabonis,,36,48
185,2,4:11.0,R. Westbrook makes free throw 2 of 2,,37,48
186,2,3:57.0,,K. Caldwell-Pope makes 2-pt jump shot from 14 ft (assist by M. Morris),37,50
187,2,3:45.0,Offensive foul by R. Westbrook (drawn by A. Baynes),,37,50
188,2,3:45.0,Turnover by R. Westbrook (offensive foul),,37,50
189,2,3:31.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),37,53
190,2,3:15.0,R. Westbrook misses 2-pt layup from 2 ft,,37,53
191,2,3:14.0,Offensive rebound by S. Adams,,37,53
192,2,3:11.0,S. Adams misses 2-pt jump shot from 3 ft (block by T. Harris),,37,53
193,2,3:10.0,,Defensive rebound by T. Harris,37,53
194,2,3:00.0,,I. Smith misses 2-pt jump shot from 20 ft,37,53
195,2,2:59.0,Defensive rebound by R. Westbrook,,37,53
196,2,2:58.0,Official timeout,,37,53
197,2,2:57.0,Turnover by S. Adams (lost ball),,37,53
198,2,2:43.0,,T. Harris makes 2-pt jump shot from 15 ft (assist by K. Caldwell-Pope),37,55
199,2,2:33.0,R. Westbrook makes 2-pt jump shot from 15 ft,,39,55
200,2,2:21.0,,Personal foul by N. Collison (drawn by A. Baynes),39,55
201,2,2:21.0,J. Grant enters the game for N. Collison,,39,55
202,2,2:10.0,,M. Morris misses 3-pt jump shot from 24 ft,39,55
203,2,2:10.0,Defensive rebound by R. Westbrook,,39,55
204,2,2:05.0,Shooting foul by K. Caldwell-Pope (drawn by R. Westbrook),,39,55
205,2,2:05.0,Technical foul by R. Westbrook,,39,55
206,2,2:05.0,,T. Harris makes technical free throw,39,56
207,2,2:05.0,R. Westbrook makes free throw 1 of 2,,40,56
208,2,2:05.0,,S. Johnson enters the game for K. Caldwell-Pope,40,56
209,2,2:05.0,R. Westbrook makes free throw 2 of 2,,41,56
210,2,1:43.0,,T. Harris misses 3-pt jump shot from 25 ft,41,56
211,2,1:43.0,Defensive rebound by S. Adams,,41,56
212,2,1:39.0,R. Westbrook makes 2-pt layup from 1 ft,,43,56
213,2,1:39.0,Shooting foul by S. Johnson (drawn by R. Westbrook),,43,56
214,2,1:39.0,R. Westbrook misses free throw 1 of 1,,43,56
215,2,1:38.0,,Defensive rebound by M. Morris,43,56
216,2,1:19.0,,M. Morris misses 2-pt jump shot from 14 ft,43,56
217,2,1:18.0,Defensive rebound by A. Roberson,,43,56
218,2,1:06.0,R. Westbrook misses 3-pt jump shot from 27 ft,,43,56
219,2,1:05.0,,Defensive rebound by I. Smith,43,56
220,2,0:59.0,,I. Smith misses 2-pt layup from 2 ft,43,56
221,2,0:59.0,Defensive rebound by R. Westbrook,,43,56
222,2,0:55.0,Shooting foul by T. Harris (drawn by R. Westbrook),,43,56
223,2,0:55.0,R. Westbrook makes free throw 1 of 2,,44,56
224,2,0:55.0,R. Westbrook makes free throw 2 of 2,,45,56
225,2,0:33.0,,S. Johnson misses 3-pt jump shot from 23 ft,45,56
226,2,0:33.0,Defensive rebound by J. Grant,,45,56
227,2,0:28.0,R. Westbrook makes 2-pt jump shot from 16 ft,,47,56
228,2,0:04.0,,A. Baynes makes 2-pt layup from 2 ft (assist by T. Harris),47,58
229,2,0:04.0,,Shooting foul by S. Adams (drawn by A. Baynes),47,58
230,2,0:04.0,Oklahoma City full timeout,,47,58
231,2,0:04.0,Á. Abrines enters the game for S. Adams,,47,58
232,2,0:04.0,,A. Baynes makes free throw 1 of 1,47,59
233,3,11:40.0,,T. Harris makes 2-pt jump shot from 17 ft,47,61
234,3,11:22.0,Turnover by A. Roberson (traveling),,47,61
235,3,11:00.0,,Turnover by I. Smith (traveling),47,61
236,3,10:41.0,V. Oladipo makes 2-pt layup from 1 ft,,49,61
237,3,10:23.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,49,61
238,3,10:23.0,Defensive rebound by R. Westbrook,,49,61
239,3,10:17.0,Turnover by R. Westbrook (traveling),,49,61
240,3,9:56.0,,K. Caldwell-Pope misses 2-pt jump shot from 22 ft,49,61
241,3,9:54.0,Defensive rebound by R. Westbrook,,49,61
242,3,9:46.0,J. Grant misses 3-pt jump shot from 26 ft,,49,61
243,3,9:45.0,Offensive rebound by R. Westbrook,,49,61
244,3,9:39.0,V. Oladipo misses 3-pt jump shot from 26 ft,,49,61
245,3,9:38.0,,Defensive rebound by A. Baynes,49,61
246,3,9:23.0,,M. Morris misses 2-pt jump shot from 10 ft,49,61
247,3,9:22.0,,Offensive rebound by A. Baynes,49,61
248,3,9:12.0,,A. Baynes misses 2-pt layup from 1 ft (block by J. Grant),49,61
249,3,9:10.0,Defensive rebound by J. Grant,,49,61
250,3,9:04.0,V. Oladipo misses 2-pt jump shot from 11 ft,,49,61
251,3,9:04.0,,Defensive rebound by M. Morris,49,61
252,3,8:55.0,D. Sabonis enters the game for S. Adams,,49,61
253,3,8:55.0,Á. Abrines enters the game for V. Oladipo,,49,61
254,3,8:42.0,,A. Baynes makes 2-pt hook shot from 5 ft (assist by T. Harris),49,63
255,3,8:42.0,,Shooting foul by D. Sabonis (drawn by A. Baynes),49,63
256,3,8:42.0,,A. Baynes makes free throw 1 of 1,49,64
257,3,8:28.0,Á. Abrines misses 3-pt jump shot from 27 ft,,49,64
258,3,8:28.0,,Defensive rebound by A. Baynes,49,64
259,3,8:24.0,,Turnover by A. Baynes (lost ball; steal by J. Grant),49,64
260,3,8:19.0,R. Westbrook makes 2-pt layup from 1 ft,,51,64
261,3,8:11.0,Violation by J. Grant (def goaltending),,51,64
262,3,8:11.0,,I. Smith makes 2-pt layup from 1 ft,51,66
263,3,7:55.0,Turnover by Á. Abrines (lost ball; steal by I. Smith),,51,66
264,3,7:48.0,,K. Caldwell-Pope misses 3-pt jump shot from 28 ft,51,66
265,3,7:48.0,,Offensive rebound by M. Morris,51,66
266,3,7:48.0,,M. Morris makes 2-pt layup at rim,51,68
267,3,7:48.0,Oklahoma City full timeout,,51,68
268,3,7:39.0,J. Grant makes 2-pt dunk at rim (assist by R. Westbrook),,53,68
269,3,7:20.0,,M. Morris makes 2-pt jump shot from 13 ft,53,70
270,3,7:01.0,Á. Abrines misses 3-pt jump shot from 26 ft,,53,70
271,3,7:01.0,,Defensive rebound by A. Baynes,53,70
272,3,6:54.0,,Turnover by I. Smith (traveling),53,70
273,3,6:41.0,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),,55,70
274,3,6:21.0,,I. Smith makes 2-pt jump shot from 5 ft (assist by M. Morris),55,72
275,3,6:11.0,R. Westbrook makes 2-pt layup at rim,,57,72
276,3,5:50.0,,K. Caldwell-Pope makes 2-pt jump shot from 7 ft,57,74
277,3,5:38.0,Á. Abrines misses 3-pt jump shot from 26 ft,,57,74
278,3,5:37.0,,Defensive rebound by T. Harris,57,74
279,3,5:20.0,,T. Harris misses 3-pt jump shot from 26 ft,57,74
280,3,5:20.0,,Offensive rebound by Team,57,74
281,3,5:19.0,,J. Leuer enters the game for T. Harris,57,74
282,3,5:19.0,S. Adams enters the game for A. Roberson,,57,74
283,3,5:08.0,,A. Baynes makes 2-pt layup from 1 ft (assist by J. Leuer),57,76
284,3,4:54.0,D. Sabonis makes 3-pt jump shot from 26 ft (assist by Á. Abrines),,60,76
285,3,4:33.0,,M. Morris misses 2-pt jump shot from 17 ft,60,76
286,3,4:33.0,Defensive rebound by R. Westbrook,,60,76
287,3,4:24.0,R. Westbrook misses 3-pt jump shot from 26 ft,,60,76
288,3,4:23.0,,Defensive rebound by I. Smith,60,76
289,3,4:15.0,,M. Morris misses 3-pt jump shot from 28 ft,60,76
290,3,4:15.0,Defensive rebound by R. Westbrook,,60,76
291,3,4:05.0,Á. Abrines misses 3-pt jump shot from 26 ft,,60,76
292,3,4:03.0,,Defensive rebound by A. Baynes,60,76
293,3,3:57.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,60,76
294,3,3:56.0,Defensive rebound by S. Adams,,60,76
295,3,3:44.0,R. Westbrook misses 2-pt jump shot from 9 ft,,60,76
296,3,3:44.0,,Defensive rebound by I. Smith,60,76
297,3,3:33.0,,A. Baynes misses 2-pt jump shot from 8 ft,60,76
298,3,3:33.0,Defensive rebound by S. Adams,,60,76
299,3,3:22.0,Turnover by D. Sabonis (traveling),,60,76
300,3,3:22.0,,Detroit full timeout,60,76
301,3,3:22.0,V. Oladipo enters the game for D. Sabonis,,60,76
302,3,3:22.0,S. Christon enters the game for R. Westbrook,,60,76
303,3,3:22.0,E. Freedom enters the game for Á. Abrines,,60,76
304,3,3:22.0,,T. Harris enters the game for M. Morris,60,76
305,3,3:22.0,,B. Udrih enters the game for A. Baynes,60,76
306,3,3:22.0,,S. Johnson enters the game for K. Caldwell-Pope,60,76
307,3,3:22.0,,B. Marjanović enters the game for I. Smith,60,76
308,3,3:06.0,,J. Leuer misses 2-pt jump shot from 16 ft,60,76
309,3,3:06.0,Defensive rebound by S. Christon,,60,76
310,3,2:53.0,J. Grant misses 3-pt jump shot from 26 ft,,60,76
311,3,2:51.0,Offensive rebound by S. Adams,,60,76
312,3,2:44.0,V. Oladipo makes 2-pt layup at rim,,62,76
313,3,2:44.0,Shooting foul by B. Marjanović (drawn by V. Oladipo),,62,76
314,3,2:44.0,V. Oladipo misses free throw 1 of 1,,62,76
315,3,2:40.0,,Defensive rebound by T. Harris,62,76
316,3,2:26.0,,B. Udrih misses 3-pt jump shot from 26 ft,62,76
317,3,2:25.0,Defensive rebound by S. Adams,,62,76
318,3,2:07.0,J. Grant makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,65,76
319,3,1:51.0,,T. Harris makes 2-pt jump shot from 18 ft (assist by B. Udrih),65,78
320,3,1:30.0,V. Oladipo makes 3-pt jump shot from 27 ft (assist by E. Freedom),,68,78
321,3,1:19.0,,Personal foul by S. Christon (drawn by B. Udrih),68,78
322,3,1:01.0,,J. Leuer misses 3-pt jump shot from 26 ft,68,78
323,3,1:01.0,Defensive rebound by J. Grant,,68,78
324,3,0:50.0,Turnover by S. Adams (lost ball),,68,78
325,3,0:34.0,,J. Leuer misses 2-pt jump shot from 13 ft (block by S. Adams),68,78
326,3,0:33.0,Defensive rebound by Team,,68,78
327,3,0:16.0,E. Freedom misses 2-pt jump shot from 6 ft (block by J. Leuer),,68,78
328,3,0:15.0,Offensive rebound by J. Grant,,68,78
329,3,0:12.0,V. Oladipo misses 3-pt jump shot from 25 ft,,68,78
330,3,0:10.0,,Defensive rebound by J. Leuer,68,78
331,3,0:07.0,,Turnover by J. Leuer (bad pass),68,78
332,3,0:07.0,Oklahoma City full timeout,,68,78
333,3,0:07.0,,A. Baynes enters the game for J. Leuer,68,78
334,3,0:02.0,E. Freedom misses 2-pt jump shot from 19 ft,,68,78
335,3,0:00.0,Offensive rebound by Team,,68,78
336,4,11:40.0,V. Oladipo misses 2-pt jump shot from 8 ft (block by S. Johnson),,68,78
337,4,11:39.0,,Defensive rebound by B. Udrih,68,78
338,4,11:32.0,,T. Harris misses 2-pt jump shot from 4 ft (block by V. Oladipo),68,78
339,4,11:31.0,Defensive rebound by J. Grant,,68,78
340,4,11:15.0,S. Christon misses 2-pt jump shot from 12 ft,,68,78
341,4,11:14.0,,Defensive rebound by B. Marjanović,68,78
342,4,11:01.0,,B. Marjanović misses 2-pt hook shot from 6 ft,68,78
343,4,11:00.0,Defensive rebound by E. Freedom,,68,78
344,4,10:50.0,V. Oladipo misses 2-pt jump shot from 5 ft (block by B. Marjanović),,68,78
345,4,10:49.0,Offensive rebound by V. Oladipo,,68,78
346,4,10:46.0,V. Oladipo misses 2-pt layup from 2 ft,,68,78
347,4,10:44.0,,Defensive rebound by J. Leuer,68,78
348,4,10:39.0,,T. Harris misses 3-pt jump shot from 25 ft,68,78
349,4,10:39.0,Defensive rebound by S. Adams,,68,78
350,4,10:31.0,S. Christon misses 2-pt jump shot from 4 ft (block by S. Johnson),,68,78
351,4,10:30.0,,Defensive rebound by B. Udrih,68,78
352,4,10:23.0,,S. Johnson makes 3-pt jump shot from 26 ft (assist by T. Harris),68,81
353,4,10:23.0,Oklahoma City full timeout,,68,81
354,4,10:05.0,S. Adams misses 2-pt jump shot from 7 ft (block by B. Marjanović),,68,81
355,4,10:04.0,,Defensive rebound by B. Marjanović,68,81
356,4,9:56.0,,B. Udrih makes 2-pt jump shot from 15 ft,68,83
357,4,9:37.0,V. Oladipo misses 2-pt jump shot from 11 ft,,68,83
358,4,9:37.0,Offensive rebound by E. Freedom,,68,83
359,4,9:35.0,Shooting foul by J. Leuer (drawn by E. Freedom),,68,83
360,4,9:35.0,E. Freedom makes free throw 1 of 2,,69,83
361,4,9:35.0,A. Roberson enters the game for J. Grant,,69,83
362,4,9:35.0,R. Westbrook enters the game for V. Oladipo,,69,83
363,4,9:35.0,,A. Baynes enters the game for B. Marjanović,69,83
364,4,9:35.0,,K. Caldwell-Pope enters the game for S. Johnson,69,83
365,4,9:35.0,E. Freedom makes free throw 2 of 2,,70,83
366,4,9:22.0,,A. Baynes makes 2-pt dunk at rim (assist by B. Udrih),70,85
367,4,9:15.0,Shooting foul by J. Leuer (drawn by R. Westbrook),,70,85
368,4,9:15.0,R. Westbrook makes free throw 1 of 2,,71,85
369,4,9:15.0,R. Westbrook makes free throw 2 of 2,,72,85
370,4,8:53.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),72,88
371,4,8:35.0,E. Freedom misses 3-pt jump shot from 23 ft,,72,88
372,4,8:34.0,Offensive rebound by S. Adams,,72,88
373,4,8:34.0,Shooting foul by T. Harris (drawn by S. Adams),,72,88
374,4,8:34.0,S. Adams misses free throw 1 of 2,,72,88
375,4,8:34.0,Offensive rebound by Team,,72,88
376,4,8:34.0,A. Morrow enters the game for S. Christon,,72,88
377,4,8:34.0,S. Adams makes free throw 2 of 2,,73,88
378,4,8:10.0,,B. Udrih makes 2-pt layup at rim,73,90
379,4,7:56.0,R. Westbrook makes 2-pt jump shot from 14 ft,,75,90
380,4,7:38.0,,B. Udrih misses 2-pt jump shot from 13 ft,75,90
381,4,7:38.0,,Offensive rebound by J. Leuer,75,90
382,4,7:35.0,,J. Leuer makes 2-pt layup from 1 ft,75,92
