,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DETROIT_ACTION,PHILADELPHIA_SCORE,DETROIT_SCORE
0,1,11:41.0,,R. Jackson misses 2-pt jump shot from 19 ft,0,0
1,1,11:41.0,Defensive rebound by J. Okafor,,0,0
2,1,11:20.0,G. Henderson misses 3-pt jump shot from 23 ft,,0,0
3,1,11:20.0,,Defensive rebound by T. Harris,0,0
4,1,11:08.0,,A. Drummond misses 2-pt hook shot from 6 ft,0,0
5,1,11:07.0,Defensive rebound by J. Okafor,,0,0
6,1,10:58.0,J. Okafor makes 2-pt jump shot from 6 ft (assist by G. Henderson),,2,0
7,1,10:34.0,,R. Jackson makes 2-pt layup from 1 ft,2,2
8,1,10:22.0,Turnover by E. İlyasova (bad pass; steal by A. Drummond),,2,2
9,1,10:17.0,Offensive charge foul by T. Harris (drawn by E. İlyasova),,2,2
10,1,10:17.0,,Turnover by T. Harris (offensive foul),2,2
11,1,10:06.0,Turnover by J. Okafor (bad pass; steal by A. Drummond),,2,2
12,1,9:58.0,,T. Harris misses 2-pt jump shot from 9 ft,2,2
13,1,9:57.0,Defensive rebound by E. İlyasova,,2,2
14,1,9:40.0,J. Okafor makes 2-pt layup at rim (assist by G. Henderson),,4,2
15,1,9:30.0,,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),4,4
16,1,9:30.0,,Shooting foul by J. Okafor (drawn by A. Drummond),4,4
17,1,9:30.0,,A. Drummond misses free throw 1 of 1,4,4
18,1,9:29.0,Defensive rebound by J. Okafor,,4,4
19,1,9:17.0,Personal foul by A. Drummond (drawn by J. Okafor),,4,4
20,1,9:07.0,E. İlyasova misses 3-pt jump shot from 26 ft,,4,4
21,1,9:07.0,,Defensive rebound by A. Drummond,4,4
22,1,8:56.0,,M. Morris misses 3-pt jump shot from 27 ft,4,4
23,1,8:56.0,Defensive rebound by T. McConnell,,4,4
24,1,8:43.0,G. Henderson makes 2-pt layup from 1 ft (assist by T. McConnell),,6,4
25,1,8:29.0,,D. Hilliard misses 2-pt jump shot from 18 ft,6,4
26,1,8:29.0,Defensive rebound by E. İlyasova,,6,4
27,1,8:18.0,R. Covington makes 3-pt jump shot from 26 ft (assist by T. McConnell),,9,4
28,1,8:02.0,,Turnover by D. Hilliard (bad pass; steal by T. McConnell),9,4
29,1,7:57.0,E. İlyasova makes 2-pt layup from 1 ft (assist by T. McConnell),,11,4
30,1,7:47.0,,Detroit full timeout,11,4
31,1,7:39.0,,Turnover by D. Hilliard (bad pass),11,4
32,1,7:19.0,J. Okafor makes 2-pt layup from 1 ft,,13,4
33,1,6:58.0,,M. Morris misses 2-pt jump shot from 12 ft,13,4
34,1,6:55.0,Defensive rebound by E. İlyasova,,13,4
35,1,6:44.0,G. Henderson makes 2-pt jump shot from 14 ft,,15,4
36,1,6:24.0,,R. Jackson misses 2-pt jump shot from 8 ft,15,4
37,1,6:24.0,Defensive rebound by E. İlyasova,,15,4
38,1,6:17.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by T. McConnell),,18,4
39,1,5:55.0,,D. Hilliard misses 2-pt jump shot from 9 ft,18,4
40,1,5:55.0,Defensive rebound by T. McConnell,,18,4
41,1,5:35.0,E. İlyasova misses 3-pt jump shot from 25 ft,,18,4
42,1,5:35.0,,Defensive rebound by A. Drummond,18,4
43,1,5:23.0,,D. Hilliard misses 2-pt jump shot from 21 ft,18,4
44,1,5:22.0,,Offensive rebound by M. Morris,18,4
45,1,5:19.0,,M. Morris makes 2-pt layup at rim,18,6
46,1,5:06.0,T. McConnell misses 2-pt jump shot from 7 ft,,18,6
47,1,5:03.0,,Defensive rebound by M. Morris,18,6
48,1,4:58.0,,M. Morris makes 2-pt layup at rim,18,8
49,1,4:57.0,Philadelphia full timeout,,18,8
50,1,4:57.0,,J. Leuer enters the game for M. Morris,18,8
51,1,4:57.0,,I. Smith enters the game for D. Hilliard,18,8
52,1,4:57.0,,S. Johnson enters the game for R. Jackson,18,8
53,1,4:57.0,N. Stauskas enters the game for E. İlyasova,,18,8
54,1,4:57.0,D. Šarić enters the game for J. Okafor,,18,8
55,1,4:57.0,N. Noel enters the game for G. Henderson,,18,8
56,1,4:40.0,R. Covington makes 3-pt jump shot from 26 ft (assist by D. Šarić),,21,8
57,1,4:27.0,,T. Harris misses 2-pt layup from 1 ft,21,8
58,1,4:27.0,,Offensive rebound by Team,21,8
59,1,4:27.0,Loose ball foul by N. Noel (drawn by A. Drummond),,21,8
60,1,4:11.0,,Turnover by I. Smith (lost ball; steal by R. Covington),21,8
61,1,3:53.0,N. Noel misses 2-pt jump shot from 6 ft,,21,8
62,1,3:53.0,,Defensive rebound by A. Drummond,21,8
63,1,3:30.0,,T. Harris misses 3-pt jump shot from 26 ft,21,8
64,1,3:29.0,Defensive rebound by T. McConnell,,21,8
65,1,3:06.0,D. Šarić makes 2-pt hook shot from 5 ft,,23,8
66,1,2:49.0,,A. Drummond makes 2-pt layup from 1 ft (assist by J. Leuer),23,10
67,1,2:31.0,R. Covington makes 2-pt layup from 1 ft (assist by N. Stauskas),,25,10
68,1,2:15.0,,Turnover by A. Drummond (3 sec),25,10
69,1,2:15.0,H. Thompson enters the game for R. Covington,,25,10
70,1,2:15.0,T. Luwawu-Cabarrot enters the game for T. McConnell,,25,10
71,1,2:15.0,,A. Baynes enters the game for A. Drummond,25,10
72,1,1:52.0,N. Noel makes 2-pt dunk at rim (assist by N. Stauskas),,27,10
73,1,1:31.0,,J. Leuer makes 2-pt jump shot from 17 ft (assist by I. Smith),27,12
74,1,1:03.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by N. Stauskas),,30,12
75,1,0:40.0,,Turnover by I. Smith (bad pass; steal by T. Luwawu-Cabarrot),30,12
76,1,0:37.0,Shooting foul by J. Leuer (drawn by N. Noel),,30,12
77,1,0:37.0,N. Noel makes free throw 1 of 2,,31,12
78,1,0:37.0,N. Noel makes free throw 2 of 2,,32,12
79,1,0:14.0,,I. Smith misses 2-pt jump shot from 17 ft,32,12
80,1,0:13.0,,Offensive rebound by J. Leuer,32,12
81,1,0:03.0,,S. Johnson misses 2-pt jump shot from 5 ft,32,12
82,1,0:02.0,,Offensive rebound by S. Johnson,32,12
83,2,11:36.0,H. Thompson misses 3-pt jump shot from 25 ft,,32,12
84,2,11:36.0,,Defensive rebound by A. Baynes,32,12
85,2,11:21.0,,S. Johnson misses 3-pt jump shot from 27 ft,32,12
86,2,11:20.0,,Offensive rebound by A. Baynes,32,12
87,2,11:13.0,,J. Leuer misses 2-pt jump shot from 18 ft,32,12
88,2,11:12.0,Defensive rebound by T. Luwawu-Cabarrot,,32,12
89,2,10:51.0,N. Noel makes 2-pt layup at rim (assist by T. Luwawu-Cabarrot),,34,12
90,2,10:23.0,,I. Smith makes 2-pt jump shot from 6 ft,34,14
91,2,10:02.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by D. Šarić),,37,14
92,2,9:45.0,,M. Morris makes 2-pt jump shot from 9 ft,37,16
93,2,9:28.0,N. Stauskas misses 3-pt jump shot from 25 ft,,37,16
94,2,9:28.0,Offensive rebound by H. Thompson,,37,16
95,2,9:18.0,Shooting foul by I. Smith (drawn by N. Stauskas),,37,16
96,2,9:18.0,N. Stauskas makes free throw 1 of 2,,38,16
97,2,9:18.0,J. Okafor enters the game for N. Noel,,38,16
98,2,9:18.0,G. Henderson enters the game for T. Luwawu-Cabarrot,,38,16
99,2,9:18.0,,R. Jackson enters the game for I. Smith,38,16
100,2,9:18.0,N. Stauskas makes free throw 2 of 2,,39,16
101,2,9:07.0,,R. Jackson misses 2-pt jump shot from 10 ft,39,16
102,2,9:06.0,Defensive rebound by N. Stauskas,,39,16
103,2,8:58.0,Turnover by G. Henderson (bad pass; steal by S. Johnson),,39,16
104,2,8:52.0,,R. Jackson makes 2-pt layup from 1 ft (assist by S. Johnson),39,18
105,2,8:35.0,D. Šarić misses 2-pt jump shot from 17 ft,,39,18
106,2,8:35.0,,Defensive rebound by A. Baynes,39,18
107,2,8:22.0,,S. Johnson makes 2-pt jump shot from 16 ft,39,20
