,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHICAGO_ACTION,PORTLAND_SCORE,CHICAGO_SCORE
46,1,5:08.0,,Offensive foul by D. Wade (drawn by C. McCollum),20,16
47,1,5:08.0,,Turnover by D. Wade (offensive foul),20,16
48,1,5:08.0,E. Turner enters the game for M. Harkless,,20,16
49,1,5:08.0,A. Crabbe enters the game for C. McCollum,,20,16
50,1,5:08.0,,I. Canaan enters the game for D. Wade,20,16
51,1,5:05.0,,Technical foul by D. Wade,20,16
52,1,5:05.0,D. Lillard makes technical free throw,,21,16
53,1,4:49.0,A. Crabbe makes 2-pt jump shot from 19 ft (assist by M. Plumlee),,23,16
54,1,4:39.0,,J. Grant misses 2-pt jump shot from 15 ft,23,16
55,1,4:38.0,,Offensive rebound by J. Butler,23,16
56,1,4:36.0,,J. Butler makes 2-pt dunk at rim,23,18
57,1,4:16.0,M. Plumlee misses 2-pt jump shot from 16 ft,,23,18
58,1,4:15.0,Offensive rebound by A. Crabbe,,23,18
59,1,4:08.0,D. Lillard misses 2-pt jump shot from 15 ft,,23,18
60,1,4:07.0,,Defensive rebound by J. Butler,23,18
61,1,3:49.0,,T. Gibson makes 2-pt jump shot from 15 ft (assist by J. Butler),23,20
62,1,3:27.0,A. Aminu enters the game for E. Davis,,23,20
63,1,3:27.0,,N. Mirotić enters the game for T. Gibson,23,20
64,1,3:27.0,,D. Valentine enters the game for J. Grant,23,20
65,1,3:22.0,M. Plumlee makes 2-pt jump shot from 5 ft (assist by A. Aminu),,25,20
66,1,3:02.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by I. Canaan),25,23
67,1,2:48.0,A. Crabbe misses 3-pt jump shot from 25 ft,,25,23
68,1,2:47.0,,Defensive rebound by R. Lopez,25,23
69,1,2:41.0,,Shooting foul by A. Crabbe (drawn by J. Butler),25,23
70,1,2:41.0,Portland full timeout,,25,23
71,1,2:41.0,,J. Butler makes free throw 1 of 2,25,24
72,1,2:41.0,M. Leonard enters the game for M. Plumlee,,25,23
73,1,2:41.0,,B. Portis enters the game for R. Lopez,25,24
74,1,2:41.0,,J. Butler makes free throw 2 of 2,25,25
75,1,2:31.0,Turnover by M. Leonard (lost ball; steal by B. Portis),,25,25
76,1,2:19.0,,I. Canaan misses 2-pt jump shot from 20 ft (block by D. Lillard),25,25
77,1,2:17.0,Defensive rebound by A. Crabbe,,25,25
78,1,2:09.0,D. Lillard misses 2-pt layup from 1 ft (block by B. Portis),,25,25
79,1,2:07.0,,Defensive rebound by N. Mirotić,25,25
80,1,2:00.0,,D. Valentine misses 3-pt jump shot from 23 ft,25,25
81,1,1:59.0,Defensive rebound by A. Aminu,,25,25
82,1,1:52.0,A. Crabbe makes 2-pt layup from 2 ft (assist by E. Turner),,27,25
83,1,1:34.0,,Turnover by I. Canaan (bad pass; steal by A. Crabbe),27,25
84,1,1:23.0,D. Lillard makes 2-pt layup from 2 ft,,29,25
85,1,1:23.0,Violation by Team (delay of game),,29,25
86,1,1:08.0,,J. Butler misses 2-pt jump shot from 15 ft,29,25
87,1,1:07.0,Defensive rebound by M. Leonard,,29,25
88,1,0:58.0,M. Leonard misses 3-pt jump shot from 24 ft,,29,25
89,1,0:57.0,,Defensive rebound by D. Valentine,29,25
90,1,0:50.0,,J. Butler misses 2-pt layup from 1 ft,29,25
91,1,0:49.0,,Offensive rebound by J. Butler,29,25
92,1,0:49.0,,Personal foul by M. Leonard (drawn by J. Butler),29,25
93,1,0:49.0,C. McCollum enters the game for D. Lillard,,29,25
94,1,0:49.0,,D. Wade enters the game for J. Butler,29,25
95,1,0:44.0,,D. Wade makes 2-pt jump shot from 6 ft,29,27
96,1,0:33.0,Turnover by C. McCollum (lost ball; steal by D. Wade),,29,27
97,1,0:30.0,,D. Wade makes 2-pt layup from 3 ft (assist by B. Portis),29,29
98,1,0:30.0,,Shooting foul by M. Leonard (drawn by D. Wade),29,29
99,1,0:30.0,,D. Wade makes free throw 1 of 1,29,30
100,1,0:18.0,Turnover by E. Turner (lost ball; steal by I. Canaan),,29,30
101,1,0:15.0,,I. Canaan makes 2-pt layup from 1 ft (assist by D. Wade),29,32
102,1,0:02.0,C. McCollum misses 2-pt jump shot from 16 ft,,29,32
103,1,0:00.0,,Defensive rebound by B. Portis,29,32
104,2,11:38.0,A. Aminu misses 2-pt layup from 2 ft (block by N. Mirotić),,29,32
105,2,11:36.0,,Defensive rebound by D. Valentine,29,32
106,2,11:27.0,,D. Wade misses 2-pt jump shot from 16 ft (block by A. Aminu),29,32
107,2,11:25.0,Defensive rebound by E. Turner,,29,32
108,2,11:15.0,A. Crabbe makes 2-pt layup from 2 ft,,31,32
109,2,10:58.0,,Turnover by N. Mirotić (lost ball),31,32
110,2,10:40.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by M. Leonard),,34,32
111,2,10:25.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by B. Portis),34,35
112,2,10:12.0,C. McCollum makes 2-pt jump shot from 17 ft (assist by E. Turner),,36,35
113,2,10:02.0,,Personal foul by A. Aminu (drawn by N. Mirotić),36,35
114,2,10:02.0,,N. Mirotić misses free throw 1 of 2,36,35
115,2,10:02.0,,Offensive rebound by Team,36,35
116,2,10:02.0,,N. Mirotić makes free throw 2 of 2,36,36
117,2,9:47.0,A. Crabbe makes 2-pt jump shot from 19 ft (assist by C. McCollum),,38,36
118,2,9:32.0,,D. Wade makes 2-pt layup from 3 ft,38,38
119,2,9:23.0,Personal foul by D. Valentine (drawn by E. Turner),,38,38
120,2,9:16.0,C. McCollum makes 2-pt jump shot from 15 ft,,40,38
121,2,8:56.0,,D. Wade misses 2-pt jump shot from 22 ft,40,38
122,2,8:56.0,Defensive rebound by A. Crabbe,,40,38
123,2,8:49.0,M. Leonard makes 2-pt hook shot from 6 ft (assist by C. McCollum),,42,38
124,2,8:31.0,,D. Valentine makes 2-pt jump shot from 5 ft,42,40
125,2,8:16.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by E. Turner),,45,40
126,2,8:16.0,,Chicago full timeout,45,40
127,2,8:16.0,,T. Gibson enters the game for I. Canaan,45,40
128,2,8:16.0,,J. Grant enters the game for B. Portis,45,40
129,2,7:57.0,,N. Mirotić misses 2-pt jump shot from 14 ft,45,40
130,2,7:55.0,,Offensive rebound by D. Wade,45,40
131,2,7:51.0,,N. Mirotić misses 2-pt layup from 3 ft,45,40
132,2,7:49.0,Defensive rebound by E. Turner,,45,40
133,2,7:45.0,A. Aminu misses 2-pt layup from 1 ft (block by T. Gibson),,45,40
134,2,7:42.0,,Defensive rebound by D. Valentine,45,40
135,2,7:39.0,,Shooting foul by A. Aminu (drawn by D. Wade),45,40
136,2,7:39.0,,D. Wade makes free throw 1 of 2,45,41
137,2,7:39.0,,J. Butler enters the game for N. Mirotić,45,41
138,2,7:39.0,M. Harkless enters the game for A. Aminu,,45,41
139,2,7:39.0,,D. Wade makes free throw 2 of 2,45,42
140,2,7:23.0,Turnover by E. Turner (lost ball; steal by J. Butler),,45,42
141,2,7:17.0,E. Davis enters the game for M. Leonard,,45,42
142,2,7:04.0,,D. Wade makes 3-pt jump shot from 26 ft,45,45
143,2,6:40.0,E. Davis misses 2-pt layup from 2 ft (block by J. Butler),,45,45
144,2,6:36.0,Offensive rebound by Team,,45,45
145,2,6:36.0,C. McCollum misses 3-pt jump shot from 36 ft,,45,45
146,2,6:36.0,Offensive rebound by Team,,45,45
147,2,6:36.0,Turnover by Team (shot clock),,45,45
148,2,6:25.0,,D. Wade makes 2-pt jump shot from 20 ft,45,47
149,2,6:07.0,E. Turner makes 2-pt jump shot from 10 ft,,47,47
150,2,5:52.0,,Turnover by J. Grant (bad pass; steal by M. Harkless),47,47
151,2,5:48.0,M. Harkless makes 2-pt layup from 1 ft,,49,47
152,2,5:33.0,,D. Wade misses 2-pt jump shot from 5 ft,49,47
153,2,5:32.0,Defensive rebound by M. Harkless,,49,47
154,2,5:25.0,E. Turner misses 3-pt jump shot from 25 ft,,49,47
155,2,5:24.0,,Defensive rebound by D. Valentine,49,47
156,2,5:20.0,,J. Butler makes 2-pt layup from 3 ft (assist by D. Wade),49,49
157,2,5:20.0,Portland full timeout,,49,49
158,2,5:20.0,D. Lillard enters the game for C. McCollum,,49,49
159,2,5:20.0,,R. Lopez enters the game for D. Wade,49,49
160,2,5:03.0,M. Harkless makes 3-pt jump shot from 25 ft (assist by D. Lillard),,52,49
161,2,4:45.0,,J. Butler makes 2-pt jump shot from 10 ft,52,51
162,2,4:30.0,D. Lillard makes 2-pt jump shot from 7 ft,,54,51
163,2,4:13.0,,J. Butler misses 2-pt jump shot from 8 ft (block by M. Harkless),54,51
164,2,4:11.0,Defensive rebound by D. Lillard,,54,51
165,2,4:10.0,M. Harkless makes 2-pt jump shot from 4 ft (assist by D. Lillard),,56,51
166,2,4:10.0,Shooting foul by J. Grant (drawn by M. Harkless),,56,51
167,2,4:10.0,M. Plumlee enters the game for E. Turner,,56,51
168,2,4:10.0,,I. Canaan enters the game for J. Grant,56,51
169,2,4:10.0,M. Harkless makes free throw 1 of 1,,57,51
170,2,3:57.0,,T. Gibson misses 2-pt jump shot from 14 ft,57,51
171,2,3:56.0,Defensive rebound by E. Davis,,57,51
172,2,3:46.0,D. Lillard misses 2-pt jump shot from 12 ft,,57,51
173,2,3:45.0,Offensive rebound by M. Harkless,,57,51
174,2,3:40.0,A. Crabbe misses 2-pt layup from 2 ft,,57,51
175,2,3:39.0,,Defensive rebound by J. Butler,57,51
176,2,3:36.0,,I. Canaan misses 3-pt jump shot from 25 ft,57,51
177,2,3:35.0,Defensive rebound by E. Davis,,57,51
178,2,3:16.0,A. Crabbe misses 3-pt jump shot from 24 ft,,57,51
179,2,3:15.0,,Defensive rebound by J. Butler,57,51
180,2,3:10.0,,Personal foul by M. Harkless (drawn by J. Butler),57,51
181,2,3:03.0,,Turnover by I. Canaan (bad pass; steal by A. Crabbe),57,51
182,2,3:02.0,Turnover by M. Harkless (bad pass),,57,51
183,2,2:48.0,,D. Valentine misses 3-pt jump shot from 23 ft,57,51
184,2,2:47.0,Defensive rebound by D. Lillard,,57,51
185,2,2:44.0,A. Crabbe makes 2-pt layup from 3 ft (assist by D. Lillard),,59,51
186,2,2:44.0,,Chicago full timeout,59,51
187,2,2:44.0,,Chicago full timeout,59,51
188,2,2:44.0,,D. Wade enters the game for D. Valentine,59,51
189,2,2:24.0,,Turnover by T. Gibson (bad pass),59,51
190,2,2:06.0,D. Lillard makes 2-pt jump shot from 9 ft,,61,51
191,2,1:51.0,Violation by M. Plumlee (kicked ball),,61,51
192,2,1:40.0,,D. Wade makes 2-pt jump shot from 18 ft (assist by R. Lopez),61,53
193,2,1:23.0,D. Lillard makes 2-pt jump shot from 12 ft (assist by A. Crabbe),,63,53
194,2,1:08.0,,Turnover by D. Wade (lost ball),63,53
195,2,1:08.0,C. McCollum enters the game for A. Crabbe,,63,53
196,2,1:08.0,,N. Mirotić enters the game for T. Gibson,63,53
197,2,0:52.0,M. Harkless misses 3-pt jump shot from 25 ft,,63,53
198,2,0:51.0,,Defensive rebound by I. Canaan,63,53
199,2,0:48.0,,I. Canaan makes 2-pt layup from 3 ft,63,55
200,2,0:48.0,,Shooting foul by E. Davis (drawn by I. Canaan),63,55
201,2,0:48.0,A. Crabbe enters the game for E. Davis,,63,55
202,2,0:48.0,,I. Canaan makes free throw 1 of 1,63,56
203,2,0:28.0,A. Crabbe makes 2-pt jump shot from 9 ft (assist by D. Lillard),,65,56
204,2,0:14.0,,Personal foul by C. McCollum (drawn by D. Wade),65,56
205,2,0:14.0,,D. Wade makes free throw 1 of 2,65,57
206,2,0:14.0,,D. Wade misses free throw 2 of 2,65,57
207,2,0:14.0,,T. Gibson enters the game for R. Lopez,65,57
208,2,0:13.0,Defensive rebound by M. Plumlee,,65,57
209,2,0:04.0,D. Lillard misses 2-pt jump shot from 5 ft (block by J. Butler),,65,57
210,2,0:04.0,Offensive rebound by Team,,65,57
211,2,0:04.0,Portland full timeout,,65,57
212,2,0:04.0,A. Aminu enters the game for M. Plumlee,,65,57
213,2,0:03.0,M. Harkless misses 2-pt jump shot from 6 ft (block by D. Wade),,65,57
214,2,0:02.0,Offensive rebound by M. Harkless,,65,57
215,2,0:01.0,M. Harkless misses 2-pt layup from 2 ft,,65,57
216,2,0:00.0,,Defensive rebound by N. Mirotić,65,57
217,3,11:46.0,Personal foul by J. Grant (drawn by E. Davis),,65,57
218,3,11:31.0,M. Plumlee misses 2-pt layup from 3 ft,,65,57
219,3,11:30.0,Offensive rebound by E. Davis,,65,57
220,3,11:30.0,Shooting foul by T. Gibson (drawn by E. Davis),,65,57
221,3,11:30.0,E. Davis misses free throw 1 of 2,,65,57
222,3,11:30.0,Offensive rebound by Team,,65,57
223,3,11:30.0,E. Davis makes free throw 2 of 2,,66,57
224,3,11:12.0,,J. Grant misses 2-pt jump shot from 6 ft,66,57
225,3,11:11.0,,Offensive rebound by R. Lopez,66,57
226,3,11:11.0,,R. Lopez misses 2-pt dunk at rim (block by M. Plumlee),66,57
227,3,11:09.0,,Offensive rebound by T. Gibson,66,57
228,3,10:59.0,,D. Wade misses 3-pt jump shot from 25 ft,66,57
229,3,10:57.0,,Offensive rebound by R. Lopez,66,57
230,3,10:50.0,,R. Lopez makes 2-pt hook shot from 4 ft,66,59
231,3,10:27.0,C. McCollum misses 2-pt jump shot from 16 ft,,66,59
232,3,10:26.0,,Defensive rebound by T. Gibson,66,59
233,3,10:22.0,,Personal foul by D. Lillard (drawn by J. Butler),66,59
234,3,10:18.0,,Turnover by R. Lopez (lost ball; steal by M. Plumlee),66,59
235,3,10:12.0,Turnover by M. Plumlee (bad pass; steal by J. Grant),,66,59
236,3,10:09.0,,Shooting foul by E. Davis (drawn by J. Butler),66,59
237,3,10:09.0,,J. Butler makes free throw 1 of 2,66,60
238,3,10:09.0,,J. Butler makes free throw 2 of 2,66,61
239,3,9:50.0,D. Lillard misses 2-pt jump shot from 18 ft,,66,61
240,3,9:49.0,,Defensive rebound by T. Gibson,66,61
241,3,9:32.0,,J. Butler makes 2-pt layup from 2 ft,66,63
242,3,9:20.0,M. Plumlee misses 2-pt jump shot from 19 ft,,66,63
243,3,9:19.0,,Defensive rebound by J. Grant,66,63
244,3,9:12.0,,T. Gibson makes 2-pt jump shot from 7 ft (assist by J. Grant),66,65
245,3,9:12.0,,Shooting foul by E. Davis (drawn by T. Gibson),66,65
246,3,9:12.0,Portland full timeout,,66,65
247,3,9:12.0,,T. Gibson misses free throw 1 of 1,66,65
248,3,9:10.0,,Offensive rebound by R. Lopez,66,65
249,3,9:01.0,,T. Gibson misses 2-pt layup from 1 ft,66,65
250,3,8:59.0,,Offensive rebound by R. Lopez,66,65
251,3,8:59.0,,R. Lopez makes 2-pt layup from 2 ft,66,67
252,3,8:42.0,D. Lillard misses 3-pt jump shot from 26 ft,,66,67
253,3,8:41.0,,Defensive rebound by T. Gibson,66,67
254,3,8:34.0,,Turnover by J. Butler (lost ball; steal by D. Lillard),66,67
255,3,8:30.0,D. Lillard misses 2-pt layup from 1 ft (block by T. Gibson),,66,67
256,3,8:30.0,Offensive rebound by Team,,66,67
257,3,8:20.0,C. McCollum misses 2-pt jump shot from 14 ft,,66,67
258,3,8:19.0,Offensive rebound by C. McCollum,,66,67
259,3,8:19.0,C. McCollum misses 2-pt jump shot from 12 ft,,66,67
260,3,8:17.0,,Defensive rebound by R. Lopez,66,67
261,3,8:02.0,,J. Butler makes 2-pt jump shot from 4 ft (assist by D. Wade),66,69
262,3,7:43.0,C. McCollum makes 2-pt jump shot from 22 ft (assist by D. Lillard),,68,69
263,3,7:25.0,,D. Wade misses 2-pt jump shot from 17 ft,68,69
264,3,7:25.0,,Offensive rebound by Team,68,69
265,3,7:25.0,,Personal foul by E. Davis (drawn by R. Lopez),68,69
266,3,7:25.0,M. Leonard enters the game for E. Davis,,68,69
267,3,7:19.0,,J. Grant misses 3-pt jump shot from 24 ft,68,69
268,3,7:17.0,Defensive rebound by M. Plumlee,,68,69
269,3,7:14.0,Personal foul by J. Grant (drawn by D. Lillard),,68,69
270,3,7:05.0,D. Lillard misses 2-pt layup from 2 ft (block by R. Lopez),,68,69
271,3,7:03.0,,Defensive rebound by T. Gibson,68,69
272,3,6:59.0,,Shooting foul by C. McCollum (drawn by D. Wade),68,69
273,3,6:59.0,,D. Wade makes free throw 1 of 2,68,70
274,3,6:59.0,,D. Wade makes free throw 2 of 2,68,71
275,3,6:46.0,M. Plumlee misses 2-pt layup from 2 ft (block by R. Lopez),,68,71
276,3,6:44.0,Offensive rebound by M. Plumlee,,68,71
277,3,6:42.0,M. Plumlee makes 2-pt layup from 2 ft,,70,71
278,3,6:18.0,,R. Lopez misses 2-pt jump shot from 18 ft,70,71
279,3,6:17.0,Defensive rebound by C. McCollum,,70,71
280,3,6:11.0,D. Lillard misses 2-pt jump shot from 18 ft,,70,71
281,3,6:10.0,,Defensive rebound by T. Gibson,70,71
282,3,6:05.0,,Shooting foul by M. Leonard (drawn by J. Grant),70,71
283,3,6:05.0,,J. Grant makes free throw 1 of 2,70,72
284,3,6:05.0,,N. Mirotić enters the game for T. Gibson,70,72
285,3,6:05.0,,J. Grant makes free throw 2 of 2,70,73
286,3,5:48.0,Turnover by M. Leonard (lost ball; steal by N. Mirotić),,70,73
287,3,5:44.0,,Shooting foul by M. Leonard (drawn by N. Mirotić),70,73
288,3,5:44.0,,N. Mirotić makes free throw 1 of 2,70,74
289,3,5:44.0,A. Aminu enters the game for M. Leonard,,70,74
290,3,5:44.0,,N. Mirotić makes free throw 2 of 2,70,75
291,3,5:31.0,C. McCollum makes 3-pt jump shot from 26 ft,,73,75
292,3,5:08.0,,D. Wade makes 2-pt jump shot from 18 ft,73,77
293,3,4:52.0,M. Plumlee makes 2-pt dunk at rim (assist by C. McCollum),,75,77
294,3,4:37.0,,J. Grant misses 3-pt jump shot from 24 ft,75,77
295,3,4:34.0,,Offensive rebound by D. Wade,75,77
296,3,4:24.0,,N. Mirotić misses 3-pt jump shot from 23 ft,75,77
297,3,4:24.0,,Offensive rebound by Team,75,77
298,3,4:24.0,,D. Valentine enters the game for D. Wade,75,77
299,3,4:09.0,,Turnover by D. Valentine (bad pass),75,77
300,3,3:54.0,C. McCollum misses 2-pt jump shot from 21 ft,,75,77
301,3,3:53.0,,Defensive rebound by J. Grant,75,77
302,3,3:44.0,,Shooting foul by M. Harkless (drawn by N. Mirotić),75,77
303,3,3:44.0,,N. Mirotić makes free throw 1 of 2,75,78
304,3,3:44.0,,I. Canaan enters the game for J. Grant,75,78
305,3,3:44.0,A. Crabbe enters the game for C. McCollum,,75,78
306,3,3:44.0,E. Turner enters the game for M. Harkless,,75,78
307,3,3:44.0,,N. Mirotić makes free throw 2 of 2,75,79
308,3,3:31.0,D. Lillard makes 2-pt jump shot from 21 ft,,77,79
309,3,3:11.0,,I. Canaan makes 2-pt jump shot from 17 ft (assist by J. Butler),77,81
310,3,3:11.0,,Shooting foul by D. Lillard (drawn by I. Canaan),77,81
311,3,3:11.0,,I. Canaan makes free throw 1 of 1,77,82
312,3,3:03.0,Personal foul by J. Butler (drawn by D. Lillard),,77,82
313,3,2:57.0,Personal foul by D. Valentine (drawn by M. Plumlee),,77,82
314,3,2:57.0,,Chicago full timeout,77,82
315,3,2:57.0,M. Plumlee makes free throw 1 of 2,,78,82
316,3,2:57.0,M. Plumlee makes free throw 2 of 2,,79,82
317,3,2:37.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),79,85
318,3,2:18.0,Personal foul by I. Canaan (drawn by A. Crabbe),,79,85
319,3,2:18.0,A. Crabbe makes free throw 1 of 2,,80,85
320,3,2:18.0,M. Leonard enters the game for M. Plumlee,,80,85
321,3,2:18.0,A. Crabbe makes free throw 2 of 2,,81,85
322,3,2:05.0,,Turnover by N. Mirotić (lost ball; steal by A. Aminu),81,85
323,3,1:54.0,A. Crabbe misses 2-pt jump shot from 21 ft,,81,85
324,3,1:53.0,Offensive rebound by A. Crabbe,,81,85
325,3,1:48.0,A. Aminu makes 2-pt layup from 2 ft (assist by D. Lillard),,83,85
326,3,1:31.0,,R. Lopez misses 2-pt layup from 1 ft,83,85
327,3,1:31.0,,Offensive rebound by R. Lopez,83,85
328,3,1:31.0,,J. Butler misses 2-pt layup from 1 ft,83,85
329,3,1:30.0,Defensive rebound by A. Aminu,,83,85
330,3,1:20.0,Shooting foul by N. Mirotić (drawn by A. Aminu),,83,85
331,3,1:20.0,A. Aminu misses free throw 1 of 2,,83,85
332,3,1:20.0,Offensive rebound by Team,,83,85
333,3,1:20.0,A. Aminu misses free throw 2 of 2,,83,85
334,3,1:20.0,C. McCollum enters the game for D. Lillard,,83,85
335,3,1:20.0,,D. Wade enters the game for J. Butler,83,85
336,3,1:18.0,,Defensive rebound by R. Lopez,83,85
337,3,0:55.0,,D. Valentine misses 3-pt jump shot from 26 ft,83,85
338,3,0:55.0,Defensive rebound by Team,,83,85
339,3,0:33.0,C. McCollum misses 2-pt jump shot from 18 ft,,83,85
340,3,0:32.0,,Defensive rebound by N. Mirotić,83,85
341,3,0:23.0,,D. Wade misses 2-pt jump shot from 17 ft,83,85
342,3,0:23.0,,Offensive rebound by R. Lopez,83,85
343,3,0:23.0,,Personal foul by M. Leonard (drawn by R. Lopez),83,85
344,3,0:23.0,,R. Lopez makes free throw 1 of 2,83,86
345,3,0:23.0,,R. Lopez makes free throw 2 of 2,83,87
346,3,0:00.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by M. Leonard),,86,87
347,4,11:38.0,,D. Wade misses 2-pt jump shot from 12 ft,86,87
348,4,11:37.0,Defensive rebound by M. Leonard,,86,87
349,4,11:26.0,Shooting foul by D. Wade (drawn by A. Aminu),,86,87
350,4,11:26.0,A. Aminu misses free throw 1 of 2,,86,87
351,4,11:26.0,Offensive rebound by Team,,86,87
352,4,11:26.0,A. Aminu makes free throw 2 of 2,,87,87
353,4,11:22.0,,Offensive foul by T. Gibson (drawn by A. Crabbe),87,87
354,4,11:22.0,,Turnover by T. Gibson (offensive foul),87,87
355,4,11:04.0,M. Leonard misses 3-pt jump shot from 25 ft,,87,87
356,4,11:03.0,,Defensive rebound by N. Mirotić,87,87
357,4,10:55.0,,Shooting foul by M. Leonard (drawn by D. Wade),87,87
358,4,10:55.0,,D. Wade makes free throw 1 of 2,87,88
359,4,10:55.0,E. Davis enters the game for M. Leonard,,87,87
360,4,10:55.0,,D. Wade makes free throw 2 of 2,87,89
361,4,10:39.0,Turnover by C. McCollum (bad pass; steal by I. Canaan),,87,89
362,4,10:27.0,,D. Wade misses 2-pt jump shot from 11 ft,87,89
363,4,10:26.0,Defensive rebound by A. Aminu,,87,89
364,4,10:25.0,Personal foul by N. Mirotić (drawn by A. Aminu),,87,89
365,4,10:14.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by A. Aminu),,90,89
366,4,9:53.0,,I. Canaan misses 3-pt jump shot from 25 ft,90,89
367,4,9:52.0,Defensive rebound by A. Crabbe,,90,89
368,4,9:43.0,A. Crabbe misses 2-pt jump shot from 19 ft,,90,89
369,4,9:42.0,,Defensive rebound by N. Mirotić,90,89
370,4,9:33.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by D. Wade),90,92
371,4,9:08.0,E. Turner makes 2-pt jump shot from 18 ft,,92,92
372,4,8:43.0,,I. Canaan misses 2-pt layup from 2 ft,92,92
373,4,8:42.0,,Offensive rebound by I. Canaan,92,92
374,4,8:34.0,,Shooting foul by E. Turner (drawn by D. Wade),92,92
375,4,8:34.0,,Chicago full timeout,92,92
376,4,8:34.0,,D. Wade misses free throw 1 of 2,92,92
377,4,8:34.0,,Offensive rebound by Team,92,92
378,4,8:34.0,M. Harkless enters the game for A. Aminu,,92,92
379,4,8:34.0,,D. Wade makes free throw 2 of 2,92,93
380,4,8:19.0,E. Davis makes 2-pt layup from 2 ft (assist by C. McCollum),,94,93
381,4,7:58.0,,D. Wade misses 2-pt jump shot from 18 ft,94,93
382,4,7:57.0,,Offensive rebound by I. Canaan,94,93
383,4,7:48.0,,D. Valentine misses 3-pt jump shot from 25 ft,94,93
