,QUARTER,TIME_REMAINING,BOSTON_ACTION,SAN ANTONIO_ACTION,BOSTON_SCORE,SAN ANTONIO_SCORE
89,1,0:02.0,,Turnover by D. Dedmon (offensive foul),23,32
90,1,0:02.0,M. Smart enters the game for J. Brown,,23,32
91,1,0:00.0,T. Zeller misses 2-pt jump shot from 18 ft,,23,32
92,1,0:00.0,Offensive rebound by Team,,23,32
93,2,11:34.0,M. Smart misses 3-pt jump shot from 33 ft,,23,32
94,2,11:32.0,Offensive rebound by J. Brown,,23,32
95,2,11:32.0,J. Brown misses 2-pt layup from 1 ft,,23,32
96,2,11:31.0,,Defensive rebound by M. Ginóbili,23,32
97,2,11:21.0,,Personal block foul by K. Olynyk,23,32
98,2,11:10.0,,Turnover by P. Mills (step out of bounds),23,32
99,2,10:54.0,T. Rozier misses 2-pt jump shot from 16 ft,,23,32
100,2,10:51.0,Offensive rebound by T. Rozier,,23,32
101,2,10:41.0,Turnover by M. Smart (traveling),,23,32
102,2,10:41.0,,D. Green enters the game for M. Ginóbili,23,32
103,2,10:24.0,,D. Dedmon makes 2-pt dunk at rim (assist by D. Bertāns),23,34
104,2,10:12.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,26,34
105,2,9:54.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Green),26,37
106,2,9:39.0,J. Brown makes 2-pt layup from 1 ft (assist by J. Jerebko),,28,37
107,2,9:25.0,,Shooting foul by J. Brown (drawn by J. Simmons),28,37
108,2,9:25.0,,J. Simmons misses free throw 1 of 2,28,37
109,2,9:25.0,,Offensive rebound by Team,28,37
110,2,9:25.0,,T. Parker enters the game for P. Mills,28,37
111,2,9:25.0,,P. Gasol enters the game for D. Dedmon,28,37
112,2,9:25.0,J. Crowder enters the game for J. Brown,,28,37
113,2,9:25.0,,J. Simmons makes free throw 2 of 2,28,38
114,2,9:10.0,T. Rozier misses 2-pt layup from 1 ft,,28,38
115,2,9:09.0,,Defensive rebound by P. Gasol,28,38
116,2,9:02.0,,D. Bertāns misses 3-pt jump shot from 25 ft,28,38
117,2,9:01.0,Defensive rebound by J. Crowder,,28,38
118,2,8:53.0,M. Smart misses 2-pt layup from 2 ft (block by P. Gasol),,28,38
119,2,8:52.0,Offensive rebound by Team,,28,38
120,2,8:52.0,Official timeout,,28,38
121,2,8:47.0,K. Olynyk misses 2-pt jump shot from 19 ft,,28,38
122,2,8:46.0,,Defensive rebound by P. Gasol,28,38
123,2,8:22.0,,Turnover by J. Simmons (lost ball; steal by J. Jerebko),28,38
124,2,8:06.0,J. Jerebko misses 2-pt jump shot from 12 ft,,28,38
125,2,8:04.0,Offensive rebound by T. Rozier,,28,38
126,2,7:58.0,J. Crowder misses 3-pt jump shot from 25 ft,,28,38
127,2,7:57.0,,Defensive rebound by P. Gasol,28,38
128,2,7:45.0,,D. Bertāns misses 3-pt jump shot from 25 ft,28,38
129,2,7:43.0,Defensive rebound by J. Crowder,,28,38
130,2,7:30.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by M. Smart),,31,38
131,2,7:18.0,,Personal foul by J. Crowder (drawn by T. Parker),31,38
132,2,7:18.0,,K. Leonard enters the game for J. Simmons,31,38
133,2,7:18.0,A. Johnson enters the game for J. Jerebko,,31,38
134,2,7:07.0,,T. Parker misses 3-pt jump shot from 24 ft,31,38
135,2,7:05.0,Defensive rebound by K. Olynyk,,31,38
136,2,6:53.0,Shooting foul by D. Green (drawn by K. Olynyk),,31,38
137,2,6:53.0,K. Olynyk makes free throw 1 of 2,,32,38
138,2,6:53.0,K. Olynyk makes free throw 2 of 2,,33,38
139,2,6:34.0,,K. Leonard makes 2-pt jump shot from 13 ft,33,40
140,2,6:06.0,T. Rozier makes 2-pt jump shot from 15 ft,,35,40
141,2,5:49.0,,T. Parker misses 2-pt jump shot from 16 ft,35,40
142,2,5:48.0,Defensive rebound by T. Rozier,,35,40
143,2,5:34.0,J. Crowder misses 3-pt jump shot from 26 ft,,35,40
144,2,5:34.0,,Defensive rebound by D. Bertāns,35,40
145,2,5:29.0,,T. Parker misses 2-pt layup from 2 ft (block by T. Rozier),35,40
146,2,5:29.0,Defensive rebound by Team,,35,40
147,2,5:29.0,,San Antonio full timeout,35,40
148,2,5:29.0,,D. Lee enters the game for D. Bertāns,35,40
149,2,5:29.0,A. Horford enters the game for K. Olynyk,,35,40
150,2,5:29.0,A. Bradley enters the game for M. Smart,,35,40
151,2,5:03.0,A. Bradley makes 2-pt layup at rim (assist by A. Horford),,37,40
152,2,4:49.0,,Turnover by K. Leonard (lost ball; steal by A. Johnson),37,40
153,2,4:39.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by T. Rozier),,40,40
154,2,4:33.0,,San Antonio full timeout,40,40
155,2,4:33.0,,P. Mills enters the game for T. Parker,40,40
156,2,4:33.0,,M. Ginóbili enters the game for K. Leonard,40,40
157,2,4:24.0,,M. Ginóbili makes 2-pt layup from 2 ft (assist by P. Gasol),40,42
158,2,4:00.0,A. Horford misses 2-pt layup from 2 ft,,40,42
159,2,3:59.0,,Defensive rebound by P. Gasol,40,42
160,2,3:49.0,,P. Gasol misses 3-pt jump shot from 25 ft,40,42
161,2,3:49.0,Defensive rebound by A. Bradley,,40,42
162,2,3:34.0,J. Crowder makes 2-pt layup from 1 ft (assist by A. Bradley),,42,42
163,2,3:34.0,Shooting foul by D. Green (drawn by J. Crowder),,42,42
164,2,3:34.0,,K. Leonard enters the game for D. Green,42,42
165,2,3:34.0,M. Smart enters the game for T. Rozier,,42,42
166,2,3:34.0,J. Crowder makes free throw 1 of 1,,43,42
167,2,3:18.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,43,42
168,2,3:17.0,Defensive rebound by A. Bradley,,43,42
169,2,3:04.0,J. Crowder misses 2-pt jump shot from 17 ft,,43,42
170,2,3:02.0,,Defensive rebound by D. Lee,43,42
171,2,2:52.0,,P. Gasol makes 2-pt layup from 2 ft (assist by K. Leonard),43,44
172,2,2:44.0,M. Smart misses 2-pt layup from 2 ft,,43,44
173,2,2:43.0,,Defensive rebound by D. Lee,43,44
174,2,2:36.0,,P. Gasol makes 2-pt jump shot from 10 ft (assist by K. Leonard),43,46
175,2,2:36.0,Boston full timeout,,43,46
176,2,2:11.0,A. Bradley misses 2-pt jump shot from 8 ft,,43,46
177,2,2:10.0,,Defensive rebound by D. Lee,43,46
178,2,1:58.0,,P. Mills misses 2-pt jump shot from 19 ft,43,46
179,2,1:57.0,Defensive rebound by A. Horford,,43,46
180,2,1:49.0,A. Bradley misses 2-pt jump shot from 18 ft,,43,46
181,2,1:48.0,,Defensive rebound by M. Ginóbili,43,46
182,2,1:40.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by K. Leonard),43,49
183,2,1:15.0,A. Johnson misses 2-pt layup from 1 ft,,43,49
184,2,1:14.0,Offensive rebound by A. Bradley,,43,49
185,2,1:14.0,A. Bradley makes 2-pt layup at rim,,45,49
186,2,0:55.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),45,52
187,2,0:46.0,M. Smart misses 3-pt jump shot from 26 ft,,45,52
188,2,0:44.0,,Defensive rebound by D. Lee,45,52
189,2,0:42.0,,Shooting foul by A. Horford (drawn by D. Lee),45,52
190,2,0:42.0,,D. Lee makes free throw 1 of 2,45,53
191,2,0:42.0,K. Olynyk enters the game for A. Johnson,,45,53
192,2,0:42.0,,D. Dedmon enters the game for P. Gasol,45,53
193,2,0:42.0,,D. Lee makes free throw 2 of 2,45,54
194,2,0:26.0,M. Smart misses 3-pt jump shot from 25 ft,,45,54
195,2,0:25.0,,Defensive rebound by D. Lee,45,54
196,2,0:05.0,,D. Dedmon makes 2-pt jump shot from 13 ft (assist by M. Ginóbili),45,56
197,2,0:05.0,Boston full timeout,,45,56
198,2,0:05.0,T. Rozier enters the game for K. Olynyk,,45,56
199,2,0:05.0,,J. Simmons enters the game for D. Dedmon,45,56
200,2,0:00.0,T. Rozier makes 2-pt layup from 3 ft,,47,56
201,3,11:51.0,Turnover by A. Horford (bad pass; steal by K. Leonard),,47,56
202,3,11:47.0,,K. Leonard makes 2-pt dunk at rim,47,58
203,3,11:32.0,Turnover by M. Smart (bad pass; steal by P. Gasol),,47,58
204,3,11:23.0,,D. Green misses 3-pt jump shot from 24 ft,47,58
205,3,11:23.0,,Offensive rebound by Team,47,58
206,3,11:23.0,K. Olynyk enters the game for A. Johnson,,47,58
207,3,11:19.0,,Turnover by K. Leonard (bad pass; steal by J. Crowder),47,58
208,3,11:07.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Bradley),,50,58
209,3,10:51.0,,K. Leonard misses 3-pt jump shot from 25 ft,50,58
210,3,10:50.0,Defensive rebound by K. Olynyk,,50,58
211,3,10:44.0,J. Crowder misses 2-pt layup from 1 ft,,50,58
212,3,10:43.0,,Defensive rebound by P. Gasol,50,58
213,3,10:25.0,,Shooting foul by M. Smart (drawn by K. Leonard),50,58
214,3,10:25.0,,K. Leonard makes free throw 1 of 2,50,59
215,3,10:25.0,,K. Leonard makes free throw 2 of 2,50,60
216,3,10:04.0,M. Smart makes 2-pt jump shot from 3 ft,,52,60
217,3,9:46.0,,D. Lee misses 2-pt jump shot from 7 ft,52,60
218,3,9:45.0,Defensive rebound by A. Horford,,52,60
219,3,9:35.0,A. Horford misses 2-pt layup from 2 ft,,52,60
220,3,9:34.0,,Defensive rebound by P. Gasol,52,60
221,3,9:24.0,,D. Lee makes 2-pt layup from 2 ft (assist by P. Gasol),52,62
222,3,9:24.0,,Shooting foul by K. Olynyk (drawn by D. Lee),52,62
223,3,9:24.0,,D. Lee misses free throw 1 of 1,52,62
224,3,9:23.0,Defensive rebound by A. Horford,,52,62
225,3,9:08.0,A. Bradley misses 3-pt jump shot from 25 ft,,52,62
226,3,9:07.0,,Defensive rebound by T. Parker,52,62
227,3,8:57.0,,T. Parker misses 2-pt jump shot from 19 ft,52,62
228,3,8:56.0,Defensive rebound by J. Crowder,,52,62
229,3,8:45.0,Shooting foul by T. Parker (drawn by J. Crowder),,52,62
230,3,8:45.0,J. Crowder misses free throw 1 of 2,,52,62
231,3,8:45.0,Offensive rebound by Team,,52,62
232,3,8:45.0,J. Crowder makes free throw 2 of 2,,53,62
233,3,8:28.0,,T. Parker makes 2-pt layup from 2 ft,53,64
234,3,8:15.0,K. Olynyk makes 2-pt layup from 2 ft (assist by M. Smart),,55,64
235,3,7:59.0,,D. Lee makes 2-pt dunk at rim (assist by P. Gasol),55,66
236,3,7:44.0,Turnover by M. Smart (lost ball; steal by D. Lee),,55,66
237,3,7:32.0,,Turnover by K. Leonard (lost ball; steal by K. Olynyk),55,66
238,3,7:25.0,Turnover by A. Bradley (bad pass; steal by P. Gasol),,55,66
239,3,7:18.0,,T. Parker misses 2-pt jump shot from 7 ft,55,66
240,3,7:17.0,,Offensive rebound by P. Gasol,55,66
241,3,7:17.0,,Shooting foul by A. Horford (drawn by P. Gasol),55,66
242,3,7:17.0,,P. Gasol makes free throw 1 of 2,55,67
243,3,7:17.0,,P. Gasol makes free throw 2 of 2,55,68
244,3,7:07.0,M. Smart misses 2-pt layup from 1 ft,,55,68
245,3,7:06.0,,Defensive rebound by P. Gasol,55,68
246,3,7:03.0,,K. Leonard makes 2-pt dunk at rim (assist by P. Gasol),55,70
247,3,7:03.0,Boston full timeout,,55,70
248,3,6:59.0,Personal foul by T. Parker (drawn by M. Smart),,55,70
249,3,6:39.0,A. Bradley makes 2-pt jump shot from 14 ft (assist by M. Smart),,57,70
250,3,6:21.0,,P. Gasol misses 2-pt hook shot from 11 ft,57,70
251,3,6:20.0,Defensive rebound by J. Crowder,,57,70
252,3,5:58.0,A. Horford makes 2-pt hook shot from 13 ft,,59,70
253,3,5:41.0,,K. Leonard misses 3-pt jump shot from 26 ft,59,70
254,3,5:40.0,Defensive rebound by A. Bradley,,59,70
255,3,5:33.0,Turnover by A. Bradley (bad pass),,59,70
256,3,5:33.0,T. Rozier enters the game for M. Smart,,59,70
257,3,5:09.0,,P. Gasol misses 2-pt jump shot from 11 ft,59,70
258,3,5:09.0,,Offensive rebound by Team,59,70
259,3,5:09.0,,P. Mills enters the game for T. Parker,59,70
260,3,5:09.0,,M. Ginóbili enters the game for D. Green,59,70
261,3,4:55.0,,P. Mills misses 2-pt jump shot from 19 ft,59,70
262,3,4:54.0,Defensive rebound by K. Olynyk,,59,70
263,3,4:35.0,T. Rozier misses 3-pt jump shot from 26 ft,,59,70
264,3,4:34.0,,Defensive rebound by P. Gasol,59,70
265,3,4:17.0,,P. Gasol misses 2-pt jump shot from 20 ft,59,70
266,3,4:16.0,Defensive rebound by J. Crowder,,59,70
267,3,4:09.0,Personal block foul by P. Mills,,59,70
268,3,4:09.0,,D. Dedmon enters the game for P. Gasol,59,70
269,3,3:52.0,K. Olynyk misses 2-pt jump shot from 9 ft,,59,70
270,3,3:50.0,,Defensive rebound by D. Dedmon,59,70
271,3,3:48.0,,San Antonio full timeout,59,70
272,3,3:48.0,T. Zeller enters the game for K. Olynyk,,59,70
273,3,3:42.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by D. Lee),59,72
274,3,3:26.0,Shooting foul by D. Lee (drawn by A. Horford),,59,72
275,3,3:26.0,A. Horford makes free throw 1 of 2,,60,72
276,3,3:26.0,A. Horford makes free throw 2 of 2,,61,72
277,3,3:16.0,,Turnover by D. Lee (traveling),61,72
278,3,2:57.0,Shooting foul by D. Lee (drawn by A. Horford),,61,72
279,3,2:57.0,A. Horford makes free throw 1 of 2,,62,72
280,3,2:57.0,,P. Gasol enters the game for D. Lee,62,72
281,3,2:57.0,A. Horford makes free throw 2 of 2,,63,72
282,3,2:42.0,,K. Leonard misses 2-pt jump shot from 13 ft,63,72
283,3,2:41.0,Defensive rebound by T. Zeller,,63,72
284,3,2:29.0,T. Zeller makes 2-pt layup at rim (assist by A. Bradley),,65,72
285,3,2:11.0,,M. Ginóbili misses 2-pt jump shot from 8 ft,65,72
286,3,2:10.0,Defensive rebound by A. Bradley,,65,72
287,3,1:58.0,A. Horford makes 3-pt jump shot from 26 ft (assist by A. Bradley),,68,72
288,3,1:47.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by K. Leonard),68,74
289,3,1:31.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Horford),,71,74
290,3,1:07.0,,Turnover by M. Ginóbili (bad pass; steal by A. Bradley),71,74
291,3,1:05.0,Personal foul by M. Ginóbili (drawn by A. Bradley),,71,74
292,3,1:05.0,A. Bradley makes free throw 1 of 2,,72,74
293,3,1:05.0,K. Olynyk enters the game for A. Horford,,72,74
294,3,1:05.0,A. Bradley makes free throw 2 of 2,,73,74
295,3,0:47.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by K. Leonard),73,77
296,3,0:30.0,T. Rozier misses 2-pt jump shot from 18 ft,,73,77
297,3,0:28.0,,Defensive rebound by D. Dedmon,73,77
298,3,0:05.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,73,77
299,3,0:03.0,Defensive rebound by A. Bradley,,73,77
300,3,0:00.0,A. Bradley misses 3-pt jump shot from 34 ft,,73,77
301,3,0:00.0,Offensive rebound by Team,,73,77
302,4,11:46.0,,P. Mills misses 3-pt jump shot from 24 ft,73,77
303,4,11:45.0,,Offensive rebound by D. Dedmon,73,77
304,4,11:45.0,,D. Dedmon misses 2-pt layup from 1 ft,73,77
305,4,11:44.0,,Offensive rebound by K. Leonard,73,77
306,4,11:37.0,,D. Dedmon makes 2-pt dunk at rim (assist by D. Bertāns),73,79
307,4,11:24.0,J. Crowder misses 3-pt jump shot from 25 ft,,73,79
308,4,11:24.0,,Defensive rebound by Team,73,79
309,4,11:24.0,Loose ball foul by K. Olynyk (drawn by D. Bertāns),,73,79
310,4,11:22.0,,K. Anderson enters the game for K. Leonard,73,79
311,4,11:01.0,,P. Mills makes 2-pt jump shot from 18 ft,73,81
312,4,10:48.0,Turnover by K. Olynyk (lost ball; steal by D. Dedmon),,73,81
313,4,10:31.0,,M. Ginóbili misses 2-pt jump shot from 16 ft,73,81
314,4,10:30.0,Defensive rebound by Team,,73,81
315,4,10:30.0,A. Horford enters the game for J. Crowder,,73,81
316,4,10:30.0,J. Jerebko enters the game for K. Olynyk,,73,81
317,4,10:20.0,T. Rozier misses 3-pt jump shot from 26 ft,,73,81
318,4,10:19.0,,Defensive rebound by K. Anderson,73,81
319,4,9:59.0,,P. Mills makes 2-pt layup from 1 ft (assist by M. Ginóbili),73,83
320,4,9:32.0,J. Jerebko makes 2-pt jump shot from 14 ft (assist by A. Horford),,75,83
321,4,9:16.0,Violation by J. Jerebko (kicked ball),,75,83
322,4,9:13.0,,Turnover by M. Ginóbili (bad pass; steal by T. Rozier),75,83
323,4,9:07.0,J. Jerebko makes 2-pt dunk at rim (assist by T. Rozier),,77,83
324,4,9:07.0,,San Antonio full timeout,77,83
325,4,9:07.0,,P. Gasol enters the game for D. Dedmon,77,83
326,4,9:07.0,,D. Green enters the game for M. Ginóbili,77,83
327,4,9:07.0,,T. Parker enters the game for P. Mills,77,83
328,4,9:07.0,J. Brown enters the game for T. Zeller,,77,83
329,4,8:49.0,,T. Parker makes 2-pt jump shot from 8 ft (assist by P. Gasol),77,85
330,4,8:34.0,T. Rozier misses 2-pt layup from 1 ft (block by K. Anderson),,77,85
331,4,8:33.0,Offensive rebound by M. Smart,,77,85
332,4,8:33.0,Shooting foul by D. Green (drawn by M. Smart),,77,85
333,4,8:33.0,M. Smart makes 2-pt layup from 1 ft,,79,85
334,4,8:33.0,M. Smart makes free throw 1 of 1,,80,85
335,4,8:22.0,,T. Parker makes 2-pt jump shot from 17 ft,80,87
336,4,8:06.0,J. Jerebko misses 3-pt jump shot from 26 ft,,80,87
337,4,8:05.0,,Defensive rebound by P. Gasol,80,87
338,4,7:54.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by T. Parker),80,90
339,4,7:41.0,Shooting foul by T. Parker (drawn by J. Brown),,80,90
340,4,7:41.0,J. Brown misses free throw 1 of 2,,80,90
341,4,7:41.0,Offensive rebound by Team,,80,90
342,4,7:41.0,J. Brown makes free throw 2 of 2,,81,90
343,4,7:29.0,,D. Green misses 2-pt layup from 1 ft (block by J. Brown),81,90
344,4,7:27.0,Defensive rebound by J. Brown,,81,90
345,4,7:25.0,Shooting foul by D. Bertāns (drawn by J. Brown),,81,90
346,4,7:25.0,J. Brown makes free throw 1 of 2,,82,90
347,4,7:25.0,,K. Leonard enters the game for D. Green,82,90
348,4,7:25.0,J. Brown makes free throw 2 of 2,,83,90
349,4,7:07.0,,T. Parker makes 2-pt jump shot from 5 ft (assist by D. Bertāns),83,92
350,4,6:55.0,T. Rozier makes 2-pt layup from 2 ft,,85,92
351,4,6:29.0,,K. Leonard makes 2-pt hook shot from 6 ft,85,94
352,4,6:11.0,T. Rozier misses 3-pt jump shot from 23 ft,,85,94
353,4,6:10.0,,Defensive rebound by K. Anderson,85,94
354,4,6:00.0,,Turnover by T. Parker (bad pass; steal by M. Smart),85,94
355,4,5:47.0,Turnover by A. Horford (lost ball; steal by K. Anderson),,85,94
356,4,5:40.0,,T. Parker makes 2-pt jump shot from 18 ft (assist by K. Leonard),85,96
357,4,5:40.0,Boston full timeout,,85,96
358,4,5:40.0,,P. Mills enters the game for K. Anderson,85,96
359,4,5:40.0,J. Crowder enters the game for J. Brown,,85,96
360,4,5:40.0,A. Bradley enters the game for T. Rozier,,85,96
361,4,5:40.0,,D. Lee enters the game for D. Bertāns,85,96
362,4,5:31.0,A. Horford misses 3-pt jump shot from 23 ft,,85,96
363,4,5:30.0,,Defensive rebound by T. Parker,85,96
364,4,5:21.0,,T. Parker misses 2-pt jump shot from 7 ft,85,96
365,4,5:20.0,Defensive rebound by A. Horford,,85,96
366,4,5:15.0,J. Jerebko misses 3-pt jump shot from 24 ft,,85,96
367,4,5:13.0,,Defensive rebound by P. Gasol,85,96
368,4,4:56.0,,P. Gasol makes 2-pt jump shot from 9 ft (assist by T. Parker),85,98
369,4,4:44.0,J. Crowder misses 3-pt jump shot from 26 ft,,85,98
370,4,4:43.0,,Defensive rebound by D. Lee,85,98
371,4,4:31.0,,T. Parker makes 2-pt layup from 2 ft (assist by P. Mills),85,100
372,4,4:15.0,M. Smart makes 2-pt layup from 1 ft (assist by A. Horford),,87,100
373,4,4:08.0,,Personal foul by A. Bradley,87,100
374,4,4:08.0,A. Johnson enters the game for A. Horford,,87,100
375,4,4:02.0,,Turnover by T. Parker (bad pass; steal by M. Smart),87,100
376,4,3:55.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by J. Crowder),,90,100
377,4,3:32.0,,P. Gasol makes 2-pt jump shot from 21 ft (assist by T. Parker),90,102
378,4,3:15.0,Personal foul by T. Parker (drawn by J. Crowder),,90,102
379,4,3:15.0,,M. Ginóbili enters the game for T. Parker,90,102
380,4,3:03.0,A. Bradley misses 2-pt jump shot from 19 ft,,90,102
381,4,3:02.0,,Defensive rebound by K. Leonard,90,102
382,4,2:55.0,,K. Leonard misses 3-pt jump shot from 24 ft,90,102
