,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PORTLAND_ACTION,LA CLIPPERS_SCORE,PORTLAND_SCORE
47,1,5:27.0,,Turnover by E. Turner (bad pass; steal by B. Griffin),13,13
48,1,5:25.0,Shooting foul by M. Harkless (drawn by B. Griffin),,13,13
49,1,5:25.0,B. Griffin makes free throw 1 of 2,,14,13
50,1,5:25.0,B. Griffin makes free throw 2 of 2,,15,13
51,1,5:13.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by A. Crabbe),15,16
52,1,4:44.0,B. Griffin misses 2-pt jump shot from 20 ft,,15,16
53,1,4:42.0,,Defensive rebound by Team,15,16
54,1,4:42.0,J. Crawford enters the game for C. Paul,,15,16
55,1,4:31.0,,D. Lillard makes 2-pt jump shot from 22 ft (assist by M. Plumlee),15,18
56,1,4:12.0,J. Crawford misses 3-pt jump shot from 24 ft,,15,18
57,1,4:11.0,,Defensive rebound by Team,15,18
58,1,4:11.0,Loose ball foul by D. Jordan (drawn by M. Plumlee),,15,18
59,1,4:11.0,R. Felton enters the game for J. Redick,,15,18
60,1,3:53.0,,Turnover by M. Plumlee (bad pass; steal by J. Crawford),15,18
61,1,3:49.0,J. Crawford misses 2-pt layup from 3 ft (block by M. Plumlee),,15,18
62,1,3:48.0,Offensive rebound by B. Griffin,,15,18
63,1,3:47.0,B. Griffin makes 2-pt layup from 1 ft,,17,18
64,1,3:37.0,,Personal foul by A. Rivers (drawn by A. Crabbe),17,18
65,1,3:30.0,,M. Harkless makes 2-pt layup from 1 ft (assist by E. Turner),17,20
66,1,3:30.0,,Shooting foul by J. Crawford (drawn by M. Harkless),17,20
67,1,3:30.0,,M. Harkless makes free throw 1 of 1,17,21
68,1,3:15.0,R. Felton makes 2-pt jump shot from 16 ft,,19,21
69,1,3:06.0,,D. Lillard makes 3-pt jump shot from 28 ft,19,24
70,1,2:49.0,A. Rivers makes 2-pt layup from 2 ft,,21,24
71,1,2:34.0,,E. Turner misses 2-pt jump shot from 10 ft,21,24
72,1,2:32.0,,Offensive rebound by M. Harkless,21,24
73,1,2:32.0,,M. Harkless makes 2-pt layup from 1 ft,21,26
74,1,2:24.0,LA Clippers full timeout,,21,26
75,1,2:24.0,,E. Davis enters the game for M. Plumlee,21,26
76,1,2:24.0,,N. Vonleh enters the game for M. Harkless,21,26
77,1,2:24.0,M. Speights enters the game for D. Jordan,,21,26
78,1,2:13.0,B. Griffin misses 2-pt jump shot from 18 ft,,21,26
79,1,2:13.0,,Defensive rebound by E. Turner,21,26
80,1,2:01.0,,N. Vonleh misses 2-pt jump shot from 21 ft,21,26
81,1,2:00.0,Defensive rebound by A. Rivers,,21,26
82,1,1:48.0,A. Rivers misses 3-pt jump shot from 25 ft,,21,26
83,1,1:47.0,,Defensive rebound by E. Davis,21,26
84,1,1:39.0,,Shooting foul by M. Speights (drawn by N. Vonleh),21,26
85,1,1:39.0,,N. Vonleh misses free throw 1 of 2,21,26
86,1,1:39.0,,Offensive rebound by Team,21,26
87,1,1:39.0,W. Johnson enters the game for B. Griffin,,21,26
88,1,1:39.0,,C. McCollum enters the game for D. Lillard,21,26
89,1,1:39.0,,N. Vonleh makes free throw 2 of 2,21,27
90,1,1:23.0,J. Crawford makes 2-pt hook shot from 4 ft,,23,27
91,1,1:08.0,,C. McCollum misses 2-pt jump shot from 17 ft,23,27
92,1,1:06.0,Defensive rebound by R. Felton,,23,27
93,1,0:50.0,M. Speights makes 3-pt jump shot from 24 ft (assist by R. Felton),,26,27
94,1,0:33.0,,E. Turner misses 2-pt jump shot from 20 ft,26,27
95,1,0:33.0,Defensive rebound by W. Johnson,,26,27
96,1,0:12.0,J. Crawford misses 2-pt jump shot from 20 ft,,26,27
97,1,0:10.0,,Defensive rebound by E. Davis,26,27
98,1,0:02.0,,E. Turner misses 2-pt jump shot from 10 ft,26,27
99,1,0:02.0,Defensive rebound by Team,,26,27
100,1,0:02.0,,Loose ball foul by E. Davis (drawn by M. Speights),26,27
101,1,0:02.0,M. Speights makes free throw 1 of 2,,27,27
102,1,0:02.0,M. Speights makes free throw 2 of 2,,28,27
103,2,11:52.0,Turnover by R. Felton (bad pass; steal by E. Davis),,28,27
104,2,11:36.0,,A. Crabbe misses 2-pt jump shot from 16 ft,28,27
105,2,11:35.0,Defensive rebound by A. Rivers,,28,27
106,2,11:23.0,M. Speights makes 2-pt jump shot from 13 ft,,30,27
107,2,11:04.0,,Personal foul by W. Johnson (drawn by N. Vonleh),30,27
108,2,10:47.0,,N. Vonleh misses 3-pt jump shot from 25 ft,30,27
109,2,10:46.0,Defensive rebound by J. Crawford,,30,27
110,2,10:36.0,Shooting foul by N. Vonleh (drawn by J. Crawford),,30,27
111,2,10:36.0,J. Crawford makes free throw 1 of 2,,31,27
112,2,10:36.0,,A. Aminu enters the game for N. Vonleh,31,27
113,2,10:36.0,J. Crawford makes free throw 2 of 2,,32,27
114,2,10:21.0,,C. McCollum misses 2-pt jump shot from 19 ft,32,27
115,2,10:21.0,Defensive rebound by J. Crawford,,32,27
116,2,10:15.0,Shooting foul by E. Davis (drawn by M. Speights),,32,27
117,2,10:15.0,M. Speights makes 2-pt layup from 1 ft (assist by J. Crawford),,34,27
118,2,10:15.0,M. Speights misses free throw 1 of 1,,34,27
119,2,10:14.0,,Defensive rebound by A. Aminu,34,27
120,2,9:58.0,,Turnover by C. McCollum (bad pass; steal by A. Rivers),34,27
121,2,9:47.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by A. Rivers),,37,27
122,2,9:47.0,,Portland full timeout,37,27
123,2,9:30.0,,Turnover by A. Aminu (traveling),37,27
124,2,9:13.0,J. Crawford misses 2-pt jump shot from 6 ft,,37,27
125,2,9:07.0,,Defensive rebound by E. Turner,37,27
126,2,9:01.0,,Shooting foul by M. Speights (drawn by A. Crabbe),37,27
127,2,9:01.0,,A. Crabbe makes free throw 1 of 2,37,28
128,2,9:01.0,C. Paul enters the game for A. Rivers,,37,28
129,2,9:01.0,,A. Crabbe makes free throw 2 of 2,37,29
130,2,8:47.0,Shooting foul by E. Davis (drawn by M. Speights),,37,29
131,2,8:47.0,M. Speights makes free throw 1 of 2,,38,29
132,2,8:47.0,,N. Vonleh enters the game for E. Davis,38,29
133,2,8:47.0,M. Speights makes free throw 2 of 2,,39,29
134,2,8:30.0,,N. Vonleh makes 2-pt dunk at rim (assist by A. Aminu),39,31
135,2,8:30.0,,Shooting foul by W. Johnson (drawn by N. Vonleh),39,31
136,2,8:30.0,,N. Vonleh makes free throw 1 of 1,39,32
137,2,8:19.0,W. Johnson misses 3-pt jump shot from 25 ft,,39,32
138,2,8:17.0,,Defensive rebound by C. McCollum,39,32
139,2,8:13.0,,Personal foul by C. Paul (drawn by N. Vonleh),39,32
140,2,8:13.0,B. Griffin enters the game for W. Johnson,,39,32
141,2,8:05.0,,C. McCollum misses 2-pt jump shot from 4 ft,39,32
142,2,8:03.0,Defensive rebound by C. Paul,,39,32
143,2,7:57.0,B. Griffin misses 2-pt layup from 2 ft,,39,32
144,2,7:57.0,Offensive rebound by B. Griffin,,39,32
145,2,7:57.0,Personal foul by N. Vonleh (drawn by B. Griffin),,39,32
146,2,7:57.0,D. Jordan enters the game for M. Speights,,39,32
147,2,7:57.0,,M. Plumlee enters the game for N. Vonleh,39,32
148,2,7:51.0,Shooting foul by E. Turner (drawn by C. Paul),,39,32
149,2,7:51.0,C. Paul makes free throw 1 of 2,,40,32
150,2,7:51.0,C. Paul misses free throw 2 of 2,,40,32
151,2,7:51.0,J. Redick enters the game for R. Felton,,40,32
152,2,7:50.0,,Defensive rebound by A. Aminu,40,32
153,2,7:32.0,,M. Plumlee misses 2-pt hook shot from 7 ft,40,32
154,2,7:31.0,,Offensive rebound by E. Turner,40,32
155,2,7:31.0,,E. Turner misses 2-pt layup from 1 ft,40,32
156,2,7:29.0,Defensive rebound by C. Paul,,40,32
157,2,7:18.0,C. Paul makes 2-pt jump shot from 21 ft,,42,32
158,2,7:11.0,,Personal foul by C. Paul (drawn by C. McCollum),42,32
159,2,7:11.0,,C. McCollum makes free throw 1 of 2,42,33
160,2,7:11.0,,M. Harkless enters the game for A. Crabbe,42,33
161,2,7:11.0,,C. McCollum makes free throw 2 of 2,42,34
162,2,6:59.0,Personal block foul by A. Aminu (drawn by C. Paul),,42,34
163,2,6:59.0,C. Paul makes free throw 1 of 2,,43,34
164,2,6:59.0,,D. Lillard enters the game for A. Aminu,43,34
165,2,6:59.0,L. Mbah a Moute enters the game for J. Crawford,,43,34
166,2,6:59.0,C. Paul makes free throw 2 of 2,,44,34
167,2,6:38.0,,M. Harkless misses 3-pt jump shot from 25 ft,44,34
168,2,6:38.0,Defensive rebound by C. Paul,,44,34
169,2,6:23.0,B. Griffin misses 3-pt jump shot from 24 ft,,44,34
170,2,6:21.0,Offensive rebound by B. Griffin,,44,34
171,2,6:19.0,B. Griffin makes 2-pt dunk at rim,,46,34
172,2,6:00.0,,D. Lillard misses 2-pt layup from 1 ft,46,34
173,2,5:59.0,,Offensive rebound by M. Plumlee,46,34
174,2,5:59.0,,M. Plumlee makes 2-pt layup from 1 ft,46,36
175,2,5:26.0,C. Paul misses 3-pt jump shot from 23 ft,,46,36
176,2,5:26.0,Offensive rebound by Team,,46,36
177,2,5:26.0,Turnover by Team (shot clock),,46,36
178,2,5:26.0,Official timeout,,46,36
179,2,5:26.0,,A. Crabbe enters the game for E. Turner,46,36
180,2,5:17.0,,Personal foul by D. Jordan (drawn by C. McCollum),46,36
181,2,5:17.0,,C. McCollum makes free throw 1 of 2,46,37
182,2,5:17.0,,C. McCollum makes free throw 2 of 2,46,38
183,2,5:06.0,Shooting foul by D. Lillard (drawn by L. Mbah a Moute),,46,38
184,2,5:06.0,L. Mbah a Moute misses free throw 1 of 2,,46,38
185,2,5:06.0,Offensive rebound by Team,,46,38
186,2,5:06.0,L. Mbah a Moute makes free throw 2 of 2,,47,38
187,2,4:53.0,,D. Lillard misses 2-pt layup from 1 ft (block by D. Jordan),47,38
188,2,4:52.0,Defensive rebound by L. Mbah a Moute,,47,38
189,2,4:34.0,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),,49,38
190,2,4:13.0,,M. Harkless makes 2-pt dunk at rim (assist by M. Plumlee),49,40
191,2,3:58.0,J. Redick makes 2-pt jump shot from 22 ft (assist by C. Paul),,51,40
192,2,3:37.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by A. Crabbe),51,43
193,2,3:15.0,C. Paul misses 2-pt jump shot from 17 ft,,51,43
194,2,3:15.0,Offensive rebound by B. Griffin,,51,43
195,2,3:15.0,B. Griffin makes 2-pt dunk at rim,,53,43
196,2,3:03.0,Offensive charge foul by D. Lillard (drawn by B. Griffin),,53,43
197,2,3:03.0,,Turnover by D. Lillard (offensive foul),53,43
198,2,3:03.0,,E. Turner enters the game for C. McCollum,53,43
199,2,2:47.0,B. Griffin misses 2-pt jump shot from 20 ft,,53,43
200,2,2:45.0,Offensive rebound by L. Mbah a Moute,,53,43
201,2,2:30.0,D. Jordan misses 2-pt layup from 2 ft,,53,43
202,2,2:30.0,Offensive rebound by D. Jordan,,53,43
203,2,2:30.0,D. Jordan misses 2-pt layup from 2 ft,,53,43
204,2,2:30.0,Offensive rebound by D. Jordan,,53,43
205,2,2:30.0,Shooting foul by M. Harkless (drawn by D. Jordan),,53,43
206,2,2:30.0,LA Clippers full timeout,,53,43
207,2,2:30.0,D. Jordan misses free throw 1 of 2,,53,43
208,2,2:30.0,Offensive rebound by Team,,53,43
209,2,2:30.0,D. Jordan misses free throw 2 of 2,,53,43
210,2,2:30.0,A. Rivers enters the game for L. Mbah a Moute,,53,43
211,2,2:29.0,,Defensive rebound by M. Harkless,53,43
212,2,2:17.0,,D. Lillard makes 2-pt layup from 1 ft (assist by M. Plumlee),53,45
213,2,2:15.0,Personal foul by A. Crabbe (drawn by D. Jordan),,53,45
214,2,2:15.0,D. Jordan makes free throw 1 of 2,,54,45
215,2,2:15.0,D. Jordan misses free throw 2 of 2,,54,45
216,2,2:14.0,,Defensive rebound by M. Plumlee,54,45
217,2,1:57.0,,E. Turner misses 3-pt jump shot from 23 ft,54,45
218,2,1:56.0,,Offensive rebound by M. Harkless,54,45
219,2,1:52.0,,E. Turner makes 2-pt jump shot from 15 ft (assist by M. Harkless),54,47
220,2,1:31.0,J. Redick misses 3-pt jump shot from 25 ft,,54,47
221,2,1:30.0,,Defensive rebound by D. Lillard,54,47
222,2,1:12.0,,A. Crabbe misses 2-pt jump shot from 18 ft,54,47
223,2,1:12.0,Defensive rebound by C. Paul,,54,47
224,2,1:06.0,J. Redick misses 3-pt jump shot from 23 ft,,54,47
225,2,1:06.0,,Defensive rebound by D. Lillard,54,47
226,2,1:01.0,,M. Harkless misses 2-pt layup from 2 ft (block by B. Griffin),54,47
227,2,1:01.0,,Offensive rebound by Team,54,47
228,2,1:01.0,L. Mbah a Moute enters the game for C. Paul,,54,47
229,2,1:01.0,,C. McCollum enters the game for E. Turner,54,47
230,2,1:01.0,R. Felton enters the game for J. Redick,,54,47
231,2,0:53.0,,D. Lillard misses 2-pt jump shot from 22 ft,54,47
232,2,0:52.0,Defensive rebound by D. Jordan,,54,47
233,2,0:41.0,A. Rivers misses 2-pt layup from 1 ft,,54,47
234,2,0:41.0,,Defensive rebound by Team,54,47
235,2,0:41.0,,Personal foul by D. Jordan (drawn by M. Plumlee),54,47
236,2,0:41.0,,M. Plumlee misses free throw 1 of 2,54,47
237,2,0:41.0,,Offensive rebound by Team,54,47
238,2,0:41.0,M. Speights enters the game for D. Jordan,,54,47
239,2,0:41.0,C. Paul enters the game for R. Felton,,54,47
240,2,0:41.0,,M. Plumlee makes free throw 2 of 2,54,48
241,2,0:34.0,Shooting foul by M. Harkless (drawn by B. Griffin),,54,48
242,2,0:34.0,B. Griffin makes free throw 1 of 2,,55,48
243,2,0:34.0,B. Griffin misses free throw 2 of 2,,55,48
244,2,0:34.0,R. Felton enters the game for C. Paul,,55,48
245,2,0:34.0,,E. Turner enters the game for M. Harkless,55,48
246,2,0:32.0,,Defensive rebound by M. Plumlee,55,48
247,2,0:27.0,,Personal foul by B. Griffin (drawn by M. Plumlee),55,48
248,2,0:27.0,,M. Plumlee makes free throw 1 of 2,55,49
249,2,0:27.0,,M. Plumlee misses free throw 2 of 2,55,49
250,2,0:27.0,Defensive rebound by B. Griffin,,55,49
251,2,0:27.0,,N. Vonleh enters the game for D. Lillard,55,49
252,2,0:27.0,C. Paul enters the game for L. Mbah a Moute,,55,49
253,2,0:04.0,C. Paul makes 3-pt jump shot from 25 ft,,58,49
254,2,0:04.0,,Portland full timeout,58,49
255,2,0:04.0,,D. Lillard enters the game for N. Vonleh,58,49
256,2,0:04.0,W. Johnson enters the game for C. Paul,,58,49
257,2,0:04.0,L. Mbah a Moute enters the game for M. Speights,,58,49
258,2,0:00.0,,D. Lillard misses 3-pt jump shot from 35 ft,58,49
259,2,0:00.0,,Offensive rebound by Team,58,49
260,3,11:48.0,J. Redick misses 2-pt jump shot from 5 ft (block by M. Plumlee),,58,49
261,3,11:47.0,,Defensive rebound by M. Plumlee,58,49
262,3,11:41.0,,M. Harkless makes 2-pt dunk at rim (assist by C. McCollum),58,51
263,3,11:16.0,C. Paul misses 3-pt jump shot from 25 ft,,58,51
264,3,11:15.0,,Defensive rebound by D. Lillard,58,51
265,3,11:04.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by C. McCollum),58,53
266,3,10:50.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,58,53
267,3,10:50.0,,Defensive rebound by M. Plumlee,58,53
268,3,10:43.0,,D. Lillard misses 3-pt jump shot from 27 ft,58,53
269,3,10:42.0,,Offensive rebound by Team,58,53
270,3,10:42.0,,Technical foul by M. Plumlee,58,53
271,3,10:42.0,Technical foul by D. Jordan,,58,53
272,3,10:33.0,,C. McCollum makes 2-pt jump shot from 21 ft,58,55
273,3,10:04.0,L. Mbah a Moute misses 2-pt layup from 1 ft (block by A. Aminu),,58,55
274,3,10:03.0,,Defensive rebound by D. Lillard,58,55
275,3,9:54.0,,D. Lillard makes 2-pt layup from 2 ft,58,57
276,3,9:53.0,LA Clippers full timeout,,58,57
277,3,9:38.0,B. Griffin misses 2-pt layup from 3 ft,,58,57
278,3,9:37.0,Offensive rebound by D. Jordan,,58,57
279,3,9:37.0,D. Jordan misses 2-pt layup at rim,,58,57
280,3,9:36.0,,Defensive rebound by A. Aminu,58,57
281,3,9:33.0,,Turnover by A. Aminu (lost ball; steal by B. Griffin),58,57
282,3,9:13.0,J. Redick misses 3-pt jump shot from 24 ft,,58,57
283,3,9:13.0,,Defensive rebound by A. Aminu,58,57
284,3,8:58.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),58,59
285,3,8:31.0,C. Paul makes 3-pt jump shot from 27 ft,,61,59
286,3,8:11.0,,A. Aminu misses 3-pt jump shot from 25 ft,61,59
287,3,8:11.0,Defensive rebound by D. Jordan,,61,59
288,3,8:03.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,63,59
289,3,7:42.0,,M. Plumlee makes 2-pt dunk at rim,63,61
290,3,7:23.0,B. Griffin makes 2-pt layup from 1 ft,,65,61
291,3,7:10.0,,D. Lillard misses 3-pt jump shot from 25 ft,65,61
292,3,7:10.0,Defensive rebound by D. Jordan,,65,61
293,3,6:56.0,B. Griffin misses 2-pt jump shot from 8 ft,,65,61
294,3,6:55.0,,Defensive rebound by A. Aminu,65,61
295,3,6:48.0,,C. McCollum makes 2-pt jump shot from 12 ft,65,63
296,3,6:48.0,,Violation by Team (jump ball),65,63
297,3,6:33.0,Turnover by B. Griffin (bad pass),,65,63
298,3,6:33.0,A. Rivers enters the game for L. Mbah a Moute,,65,63
299,3,6:17.0,,C. McCollum misses 2-pt jump shot from 16 ft,65,63
300,3,6:16.0,Defensive rebound by B. Griffin,,65,63
301,3,6:10.0,Personal foul by M. Plumlee (drawn by D. Jordan),,65,63
302,3,6:06.0,C. Paul makes 2-pt jump shot from 18 ft,,67,63
303,3,5:55.0,,M. Harkless makes 2-pt hook shot from 5 ft (assist by D. Lillard),67,65
304,3,5:35.0,C. Paul misses 2-pt jump shot from 9 ft,,67,65
305,3,5:34.0,Offensive rebound by D. Jordan,,67,65
306,3,5:34.0,D. Jordan misses 2-pt layup at rim,,67,65
307,3,5:32.0,Offensive rebound by D. Jordan,,67,65
308,3,5:32.0,D. Jordan makes 2-pt layup from 1 ft,,69,65
309,3,5:20.0,,A. Aminu misses 3-pt jump shot from 25 ft,69,65
310,3,5:19.0,Defensive rebound by J. Redick,,69,65
311,3,4:55.0,B. Griffin misses 3-pt jump shot from 23 ft,,69,65
312,3,4:54.0,,Defensive rebound by M. Plumlee,69,65
313,3,4:45.0,,D. Lillard misses 2-pt jump shot from 18 ft,69,65
314,3,4:44.0,Defensive rebound by B. Griffin,,69,65
315,3,4:39.0,J. Redick misses 3-pt jump shot from 25 ft,,69,65
316,3,4:38.0,,Defensive rebound by C. McCollum,69,65
317,3,4:32.0,,M. Plumlee makes 2-pt dunk at rim (assist by M. Harkless),69,67
318,3,4:29.0,LA Clippers full timeout,,69,67
319,3,4:15.0,C. Paul makes 2-pt jump shot from 15 ft,,71,67
320,3,4:02.0,,M. Harkless makes 2-pt jump shot from 5 ft (assist by A. Aminu),71,69
321,3,4:02.0,,Shooting foul by J. Redick (drawn by M. Harkless),71,69
322,3,4:02.0,J. Crawford enters the game for J. Redick,,71,69
323,3,4:02.0,,E. Turner enters the game for C. McCollum,71,69
324,3,4:02.0,,A. Crabbe enters the game for A. Aminu,71,69
325,3,4:02.0,,M. Harkless makes free throw 1 of 1,71,70
326,3,3:50.0,J. Crawford misses 3-pt jump shot from 24 ft,,71,70
327,3,3:49.0,,Defensive rebound by D. Lillard,71,70
328,3,3:44.0,,M. Harkless makes 2-pt dunk at rim (assist by A. Crabbe),71,72
329,3,3:29.0,Shooting foul by M. Harkless (drawn by B. Griffin),,71,72
330,3,3:29.0,B. Griffin makes free throw 1 of 2,,72,72
331,3,3:29.0,M. Speights enters the game for D. Jordan,,72,72
332,3,3:29.0,,N. Vonleh enters the game for M. Harkless,72,72
333,3,3:29.0,B. Griffin makes free throw 2 of 2,,73,72
334,3,3:17.0,,D. Lillard makes 2-pt layup from 1 ft,73,74
335,3,2:59.0,C. Paul misses 2-pt jump shot from 21 ft,,73,74
336,3,2:58.0,,Defensive rebound by E. Turner,73,74
337,3,2:50.0,,A. Crabbe makes 2-pt jump shot from 21 ft (assist by D. Lillard),73,76
338,3,2:29.0,M. Speights makes 3-pt jump shot from 26 ft (assist by B. Griffin),,76,76
339,3,2:06.0,,Shooting foul by B. Griffin (drawn by N. Vonleh),76,76
340,3,2:06.0,,Portland full timeout,76,76
341,3,2:06.0,,N. Vonleh makes free throw 1 of 2,76,77
342,3,2:06.0,,E. Davis enters the game for M. Plumlee,76,76
343,3,2:06.0,R. Felton enters the game for C. Paul,,76,76
344,3,2:06.0,,N. Vonleh makes free throw 2 of 2,76,78
345,3,1:46.0,J. Crawford misses 2-pt jump shot from 17 ft,,76,78
346,3,1:45.0,,Defensive rebound by E. Turner,76,78
347,3,1:34.0,,A. Crabbe misses 3-pt jump shot from 23 ft,76,78
348,3,1:34.0,Defensive rebound by Team,,76,78
349,3,1:34.0,W. Johnson enters the game for B. Griffin,,76,78
350,3,1:24.0,A. Rivers makes 2-pt layup from 2 ft,,78,78
351,3,1:18.0,,Personal foul by A. Rivers (drawn by D. Lillard),78,78
352,3,1:12.0,,Shooting foul by R. Felton (drawn by A. Crabbe),78,78
353,3,1:12.0,,A. Crabbe makes free throw 1 of 2,78,79
354,3,1:12.0,,A. Crabbe makes free throw 2 of 2,78,80
355,3,1:00.0,M. Speights misses 3-pt jump shot from 25 ft,,78,80
356,3,0:59.0,,Defensive rebound by D. Lillard,78,80
357,3,0:45.0,,E. Davis misses 2-pt layup from 2 ft (block by W. Johnson),78,80
358,3,0:45.0,Defensive rebound by A. Rivers,,78,80
359,3,0:39.0,A. Rivers makes 2-pt layup from 2 ft,,80,80
360,3,0:29.0,,Turnover by D. Lillard (bad pass; steal by J. Crawford),80,80
361,3,0:26.0,A. Rivers makes 2-pt layup from 2 ft,,82,80
362,3,0:04.0,,D. Lillard makes 2-pt layup at rim,82,82
363,3,0:00.0,J. Crawford misses 3-pt jump shot from 29 ft,,82,82
364,3,0:00.0,Offensive rebound by Team,,82,82
365,4,11:46.0,,Turnover by E. Turner (bad pass; steal by J. Crawford),82,82
366,4,11:38.0,M. Speights misses 2-pt jump shot from 3 ft,,82,82
367,4,11:37.0,Offensive rebound by M. Speights,,82,82
368,4,11:37.0,M. Speights misses 2-pt layup from 1 ft,,82,82
369,4,11:36.0,Offensive rebound by Team,,82,82
370,4,11:34.0,W. Johnson makes 2-pt jump shot from 22 ft (assist by R. Felton),,84,82
371,4,11:34.0,Shooting foul by N. Vonleh (drawn by W. Johnson),,84,82
372,4,11:34.0,W. Johnson makes free throw 1 of 1,,85,82
373,4,11:15.0,,Turnover by N. Vonleh (bad pass; steal by J. Crawford),85,82
374,4,11:03.0,R. Felton misses 2-pt jump shot from 23 ft,,85,82
375,4,11:02.0,Offensive rebound by M. Speights,,85,82
376,4,11:02.0,Shooting foul by E. Davis (drawn by M. Speights),,85,82
377,4,11:02.0,M. Speights misses free throw 1 of 2,,85,82
378,4,11:02.0,Offensive rebound by Team,,85,82
379,4,11:02.0,,A. Aminu enters the game for N. Vonleh,85,82
380,4,11:02.0,M. Speights makes free throw 2 of 2,,86,82
381,4,10:53.0,,C. McCollum misses 2-pt jump shot from 20 ft,86,82
382,4,10:52.0,Defensive rebound by A. Rivers,,86,82
383,4,10:42.0,A. Rivers misses 3-pt jump shot from 26 ft,,86,82
384,4,10:41.0,,Defensive rebound by E. Turner,86,82
385,4,10:33.0,,E. Turner misses 2-pt jump shot from 18 ft,86,82
386,4,10:33.0,Defensive rebound by W. Johnson,,86,82
387,4,10:10.0,J. Crawford misses 3-pt jump shot from 27 ft,,86,82
388,4,10:09.0,,Defensive rebound by E. Davis,86,82
389,4,10:02.0,,Turnover by C. McCollum (lost ball; steal by R. Felton),86,82
