,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CLEVELAND_ACTION,PHOENIX_SCORE,CLEVELAND_SCORE
382,4,8:19.0,,R. Jefferson makes 2-pt dunk at rim (assist by L. James),84,99
383,4,8:06.0,Personal foul by R. Jefferson (drawn by D. Booker),,84,99
384,4,7:54.0,T. Warren makes 2-pt jump shot from 8 ft (assist by E. Bledsoe),,86,99
385,4,7:36.0,,K. Korver misses 3-pt jump shot from 26 ft,86,99
386,4,7:36.0,,Offensive rebound by C. Frye,86,99
387,4,7:29.0,,D. Liggins makes 3-pt jump shot from 24 ft (assist by L. James),86,102
388,4,7:15.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,86,102
389,4,7:14.0,Offensive rebound by E. Bledsoe,,86,102
390,4,7:07.0,D. Booker makes 2-pt layup from 1 ft (assist by T. Chandler),,88,102
391,4,7:01.0,,Turnover by L. James (bad pass; steal by E. Bledsoe),88,102
392,4,6:53.0,D. Booker misses 3-pt jump shot from 25 ft,,88,102
393,4,6:53.0,,Defensive rebound by C. Frye,88,102
394,4,6:43.0,,K. Korver misses 3-pt jump shot from 30 ft,88,102
395,4,6:43.0,Defensive rebound by P. Tucker,,88,102
396,4,6:36.0,T. Chandler misses 2-pt layup from 2 ft,,88,102
397,4,6:35.0,Offensive rebound by T. Chandler,,88,102
398,4,6:35.0,T. Chandler misses 2-pt layup at rim,,88,102
399,4,6:34.0,Offensive rebound by T. Chandler,,88,102
400,4,6:33.0,Personal foul by C. Frye (drawn by T. Chandler),,88,102
401,4,6:33.0,,K. Irving enters the game for R. Jefferson,88,102
402,4,6:33.0,,I. Shumpert enters the game for D. Liggins,88,102
403,4,6:24.0,P. Tucker misses 3-pt jump shot from 24 ft,,88,102
404,4,6:24.0,,Defensive rebound by K. Irving,88,102
405,4,6:11.0,,K. Irving makes 2-pt layup from 1 ft (assist by L. James),88,104
406,4,6:11.0,Phoenix full timeout,,88,104
407,4,5:53.0,T. Chandler makes 2-pt jump shot from 6 ft (assist by E. Bledsoe),,90,104
408,4,5:39.0,,Turnover by K. Irving (bad pass; steal by P. Tucker),90,104
409,4,5:31.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,92,104
410,4,5:09.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by I. Shumpert),92,107
411,4,4:43.0,D. Booker misses 2-pt jump shot from 6 ft,,92,107
412,4,4:42.0,,Defensive rebound by L. James,92,107
413,4,4:25.0,,K. Irving makes 2-pt layup from 1 ft (assist by C. Frye),92,109
414,4,4:10.0,Turnover by D. Booker (lost ball; steal by K. Irving),,92,109
415,4,3:59.0,,I. Shumpert misses 3-pt jump shot from 25 ft,92,109
416,4,3:59.0,Defensive rebound by P. Tucker,,92,109
417,4,3:53.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,92,109
418,4,3:52.0,,Defensive rebound by C. Frye,92,109
419,4,3:48.0,,Shooting foul by D. Booker (drawn by L. James),92,109
420,4,3:48.0,,L. James makes free throw 1 of 2,92,110
421,4,3:48.0,,L. James makes free throw 2 of 2,92,111
422,4,3:28.0,T. Warren makes 2-pt jump shot from 17 ft (assist by P. Tucker),,94,111
423,4,3:04.0,,L. James makes 2-pt dunk at rim (assist by K. Irving),94,113
424,4,3:04.0,Phoenix full timeout,,94,113
425,4,3:04.0,,D. Liggins enters the game for K. Irving,94,113
426,4,2:44.0,D. Booker misses 3-pt jump shot from 23 ft,,94,113
427,4,2:43.0,,Defensive rebound by C. Frye,94,113
428,4,2:27.0,,K. Korver misses 3-pt jump shot from 25 ft,94,113
429,4,2:27.0,Defensive rebound by T. Chandler,,94,113
430,4,2:23.0,E. Bledsoe makes 2-pt layup from 1 ft,,96,113
431,4,2:23.0,Shooting foul by I. Shumpert (drawn by E. Bledsoe),,96,113
432,4,2:23.0,E. Bledsoe makes free throw 1 of 1,,97,113
433,4,2:03.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by L. James),97,116
434,4,2:01.0,,K. Felder enters the game for I. Shumpert,97,116
435,4,1:47.0,T. Warren makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),,99,116
436,4,1:42.0,,Cleveland full timeout,99,116
437,4,1:42.0,T. Ulis enters the game for T. Chandler,,99,116
438,4,1:42.0,A. Len enters the game for D. Booker,,99,116
439,4,1:42.0,D. Bender enters the game for E. Bledsoe,,99,116
440,4,1:42.0,M. Chriss enters the game for P. Tucker,,99,116
441,4,1:42.0,,J. Jones enters the game for L. James,99,116
442,4,1:42.0,,J. McRae enters the game for C. Frye,99,116
443,4,1:42.0,,R. Jefferson enters the game for K. Korver,99,116
444,4,1:37.0,,K. Felder makes 2-pt jump shot from 15 ft,99,118
445,4,1:25.0,Turnover by T. Ulis (traveling),,99,118
446,4,1:06.0,,D. Liggins misses 3-pt jump shot from 24 ft,99,118
447,4,1:06.0,Defensive rebound by A. Len,,99,118
448,4,0:54.0,T. Ulis makes 2-pt jump shot from 20 ft,,101,118
449,4,0:32.0,,K. Felder misses 2-pt jump shot from 4 ft (block by A. Len),101,118
450,4,0:31.0,Defensive rebound by D. Bender,,101,118
451,4,0:23.0,A. Len misses 2-pt jump shot from 16 ft,,101,118
452,4,0:23.0,Offensive rebound by M. Chriss,,101,118
453,4,0:23.0,M. Chriss makes 2-pt layup from 1 ft,,103,118
