,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
181,2,3:35.0,,J. Nelson enters the game for J. Murray,38,58
182,2,3:25.0,I. Thomas makes 2-pt layup from 2 ft,,40,58
183,2,3:25.0,Shooting foul by W. Chandler (drawn by A. Horford),,40,58
184,2,3:25.0,A. Johnson enters the game for A. Horford,,40,58
185,2,3:25.0,I. Thomas makes free throw 1 of 1,,41,58
186,2,3:07.0,,Personal foul by A. Johnson (drawn by N. Jokić),41,58
187,2,2:57.0,,W. Chandler misses 2-pt jump shot from 5 ft,41,58
188,2,2:56.0,Defensive rebound by A. Bradley,,41,58
189,2,2:47.0,A. Bradley makes 3-pt jump shot from 26 ft,,44,58
190,2,2:38.0,,N. Jokić makes 2-pt layup from 2 ft,44,60
191,2,2:38.0,,Shooting foul by A. Bradley (drawn by N. Jokić),44,60
192,2,2:38.0,,Denver full timeout,44,60
193,2,2:38.0,,N. Jokić misses free throw 1 of 1,44,60
194,2,2:37.0,Defensive rebound by J. Crowder,,44,60
195,2,2:19.0,Turnover by A. Bradley (bad pass; steal by J. Nelson),,44,60
196,2,2:09.0,,J. Nelson makes 2-pt layup from 2 ft (assist by N. Jokić),44,62
197,2,1:50.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by A. Bradley),,47,62
198,2,1:39.0,,D. Gallinari misses 3-pt jump shot from 24 ft,47,62
199,2,1:36.0,,Offensive rebound by N. Jokić,47,62
200,2,1:31.0,,Turnover by N. Jokić (bad pass; steal by J. Crowder),47,62
201,2,1:25.0,G. Green makes 3-pt jump shot from 25 ft (assist by J. Crowder),,50,62
202,2,1:02.0,,G. Harris misses 2-pt layup from 3 ft,50,62
203,2,1:02.0,,Offensive rebound by N. Jokić,50,62
204,2,1:00.0,,Turnover by N. Jokić (bad pass; steal by A. Bradley),50,62
205,2,0:55.0,I. Thomas misses 3-pt jump shot from 25 ft,,50,62
206,2,0:54.0,,Defensive rebound by W. Chandler,50,62
207,2,0:44.0,,N. Jokić misses 3-pt jump shot from 24 ft,50,62
208,2,0:43.0,,Offensive rebound by D. Gallinari,50,62
209,2,0:39.0,,D. Gallinari misses 2-pt layup from 1 ft,50,62
210,2,0:39.0,Defensive rebound by G. Green,,50,62
211,2,0:38.0,Shooting block foul by J. Nelson (drawn by J. Crowder),,50,62
212,2,0:38.0,J. Crowder makes free throw 1 of 2,,51,62
213,2,0:38.0,M. Smart enters the game for I. Thomas,,51,62
214,2,0:38.0,A. Horford enters the game for A. Johnson,,51,62
215,2,0:38.0,J. Crowder makes free throw 2 of 2,,52,62
216,2,0:27.0,,N. Jokić makes 3-pt jump shot from 27 ft (assist by D. Gallinari),52,65
217,2,0:12.0,Personal foul by G. Harris (drawn by M. Smart),,52,65
218,2,0:12.0,M. Smart makes free throw 1 of 2,,53,65
219,2,0:12.0,M. Smart makes free throw 2 of 2,,54,65
220,2,0:02.0,,Turnover by J. Nelson (bad pass; steal by J. Crowder),54,65
221,3,11:35.0,,W. Chandler misses 3-pt jump shot from 24 ft,54,65
222,3,11:34.0,Defensive rebound by M. Smart,,54,65
223,3,11:21.0,A. Bradley misses 3-pt jump shot from 25 ft,,54,65
224,3,11:20.0,,Defensive rebound by W. Chandler,54,65
225,3,11:11.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by N. Jokić),54,68
226,3,10:53.0,I. Thomas makes 2-pt jump shot from 17 ft (assist by A. Horford),,56,68
227,3,10:42.0,,Turnover by D. Gallinari (lost ball),56,68
228,3,10:25.0,Shooting foul by N. Jokić (drawn by I. Thomas),,56,68
229,3,10:25.0,I. Thomas makes free throw 1 of 2,,57,68
230,3,10:25.0,I. Thomas makes free throw 2 of 2,,58,68
231,3,10:11.0,,G. Harris makes 2-pt jump shot from 21 ft,58,70
232,3,9:55.0,A. Bradley misses 3-pt jump shot from 24 ft,,58,70
233,3,9:54.0,,Defensive rebound by N. Jokić,58,70
234,3,9:45.0,,G. Harris misses 2-pt layup from 1 ft,58,70
235,3,9:44.0,Defensive rebound by M. Smart,,58,70
236,3,9:38.0,M. Smart misses 2-pt layup from 3 ft (block by N. Jokić),,58,70
237,3,9:37.0,Offensive rebound by A. Horford,,58,70
238,3,9:28.0,I. Thomas misses 3-pt jump shot from 25 ft,,58,70
239,3,9:27.0,,Defensive rebound by D. Gallinari,58,70
240,3,9:14.0,,D. Gallinari misses 3-pt jump shot from 25 ft,58,70
241,3,9:13.0,Defensive rebound by Team,,58,70
242,3,9:01.0,,Violation by N. Jokić (kicked ball),58,70
243,3,8:54.0,A. Bradley misses 2-pt jump shot from 20 ft,,58,70
244,3,8:53.0,,Defensive rebound by N. Jokić,58,70
245,3,8:46.0,,N. Jokić makes 2-pt hook shot from 5 ft,58,72
246,3,8:46.0,,Technical foul by W. Chandler,58,72
247,3,8:46.0,Technical foul by M. Smart,,58,72
248,3,8:40.0,,Technical foul by Team,58,72
249,3,8:40.0,I. Thomas makes technical free throw,,59,72
250,3,8:28.0,I. Thomas makes 2-pt jump shot from 15 ft,,61,72
251,3,8:28.0,,Denver full timeout,61,72
252,3,8:26.0,,Turnover by N. Jokić (lost ball; steal by A. Horford),61,72
253,3,8:21.0,Turnover by A. Bradley (lost ball),,61,72
254,3,7:55.0,,W. Chandler misses 3-pt jump shot from 26 ft,61,72
255,3,7:55.0,Defensive rebound by A. Horford,,61,72
256,3,7:42.0,I. Thomas makes 3-pt jump shot from 26 ft,,64,72
257,3,7:25.0,,J. Nelson misses 2-pt jump shot from 23 ft,64,72
258,3,7:25.0,,Offensive rebound by N. Jokić,64,72
259,3,7:25.0,,N. Jokić makes 2-pt layup at rim,64,74
260,3,7:25.0,,Shooting foul by A. Horford (drawn by N. Jokić),64,74
261,3,7:25.0,,N. Jokić makes free throw 1 of 1,64,75
262,3,7:13.0,Turnover by I. Thomas (bad pass; steal by D. Gallinari),,64,75
263,3,7:00.0,,W. Chandler misses 3-pt jump shot from 24 ft,64,75
264,3,6:59.0,Defensive rebound by A. Horford,,64,75
265,3,6:42.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by M. Smart),,67,75
266,3,6:29.0,,J. Nelson makes 2-pt layup from 1 ft (assist by N. Jokić),67,77
267,3,6:14.0,A. Horford makes 2-pt jump shot from 16 ft (assist by A. Bradley),,69,77
268,3,6:03.0,,W. Chandler makes 2-pt layup from 1 ft (assist by N. Jokić),69,79
269,3,5:45.0,Offensive foul by A. Horford (drawn by D. Gallinari),,69,79
270,3,5:45.0,Turnover by A. Horford (offensive foul),,69,79
271,3,5:45.0,K. Olynyk enters the game for A. Horford,,69,79
272,3,5:45.0,J. Brown enters the game for A. Bradley,,69,79
273,3,5:39.0,,Personal foul by K. Olynyk (drawn by N. Jokić),69,79
274,3,5:25.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by J. Nelson),69,82
275,3,5:06.0,I. Thomas makes 2-pt jump shot from 12 ft,,71,82
276,3,5:01.0,Violation by M. Smart (kicked ball),,71,82
277,3,4:57.0,,Shooting foul by K. Olynyk (drawn by N. Jokić),71,82
278,3,4:57.0,,N. Jokić makes free throw 1 of 2,71,83
279,3,4:57.0,,N. Jokić makes free throw 2 of 2,71,84
280,3,4:40.0,J. Crowder misses 3-pt jump shot from 24 ft,,71,84
281,3,4:38.0,,Defensive rebound by N. Jokić,71,84
282,3,4:35.0,,Turnover by N. Jokić (bad pass),71,84
283,3,4:35.0,,M. Plumlee enters the game for N. Jokić,71,84
284,3,4:18.0,I. Thomas misses 3-pt jump shot from 23 ft,,71,84
285,3,4:18.0,,Defensive rebound by J. Nelson,71,84
286,3,4:06.0,,D. Gallinari makes 2-pt jump shot from 4 ft,71,86
287,3,3:56.0,Personal foul by G. Harris (drawn by J. Crowder),,71,86
288,3,3:56.0,G. Green enters the game for M. Smart,,71,86
289,3,3:48.0,J. Brown makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,74,86
290,3,3:32.0,,Personal foul by I. Thomas (drawn by D. Gallinari),74,86
291,3,3:32.0,,W. Barton enters the game for D. Gallinari,74,86
292,3,3:28.0,,G. Harris misses 3-pt jump shot from 26 ft,74,86
293,3,3:26.0,Defensive rebound by J. Brown,,74,86
294,3,3:20.0,G. Green misses 3-pt jump shot from 26 ft,,74,86
295,3,3:18.0,,Defensive rebound by J. Nelson,74,86
296,3,3:13.0,,G. Harris misses 3-pt jump shot from 25 ft,74,86
297,3,3:11.0,,Offensive rebound by M. Plumlee,74,86
298,3,3:10.0,,M. Plumlee makes 2-pt dunk at rim,74,88
299,3,3:00.0,I. Thomas misses 2-pt layup from 1 ft,,74,88
300,3,2:59.0,,Defensive rebound by J. Nelson,74,88
301,3,2:42.0,,J. Nelson misses 2-pt jump shot from 13 ft,74,88
302,3,2:41.0,Defensive rebound by J. Crowder,,74,88
303,3,2:29.0,J. Brown makes 3-pt jump shot from 25 ft (assist by I. Thomas),,77,88
304,3,2:10.0,,Personal foul by I. Thomas (drawn by W. Chandler),77,88
305,3,2:10.0,Boston full timeout,,77,88
306,3,2:10.0,,W. Chandler misses free throw 1 of 2,77,88
307,3,2:10.0,,Offensive rebound by Team,77,88
308,3,2:10.0,M. Smart enters the game for I. Thomas,,77,88
309,3,2:10.0,A. Horford enters the game for K. Olynyk,,77,88
310,3,2:10.0,,W. Chandler makes free throw 2 of 2,77,89
311,3,1:58.0,Turnover by A. Horford (bad pass),,77,89
312,3,1:39.0,,J. Nelson misses 3-pt jump shot from 25 ft,77,89
313,3,1:38.0,Defensive rebound by G. Green,,77,89
314,3,1:26.0,A. Horford makes 2-pt layup from 2 ft (assist by J. Crowder),,79,89
315,3,1:13.0,,W. Chandler makes 3-pt jump shot from 27 ft (assist by M. Plumlee),79,92
316,3,0:54.0,J. Brown misses 3-pt jump shot from 24 ft,,79,92
317,3,0:53.0,,Defensive rebound by W. Chandler,79,92
318,3,0:45.0,,Turnover by W. Chandler (bad pass),79,92
319,3,0:45.0,J. Jerebko enters the game for J. Crowder,,79,92
320,3,0:45.0,,J. Hernangómez enters the game for J. Nelson,79,92
321,3,0:45.0,,J. Murray enters the game for G. Harris,79,92
322,3,0:38.0,M. Smart misses 2-pt jump shot from 5 ft,,79,92
323,3,0:37.0,,Defensive rebound by J. Murray,79,92
324,3,0:31.0,,Turnover by J. Murray (bad pass; steal by G. Green),79,92
325,3,0:27.0,Shooting foul by J. Hernangómez (drawn by G. Green),,79,92
326,3,0:27.0,G. Green makes free throw 1 of 2,,80,92
327,3,0:27.0,G. Green misses free throw 2 of 2,,80,92
328,3,0:25.0,,Defensive rebound by J. Hernangómez,80,92
329,3,0:06.0,,W. Barton misses 2-pt layup from 1 ft,80,92
330,3,0:06.0,,Offensive rebound by M. Plumlee,80,92
331,3,0:05.0,,M. Plumlee makes 2-pt dunk at rim,80,94
332,3,0:00.0,M. Smart misses 2-pt jump shot from 13 ft,,80,94
333,3,0:00.0,Offensive rebound by Team,,80,94
334,4,11:48.0,Shooting foul by M. Plumlee (drawn by G. Green),,80,94
335,4,11:48.0,G. Green makes free throw 1 of 2,,81,94
336,4,11:48.0,G. Green makes free throw 2 of 2,,82,94
337,4,11:32.0,,W. Barton makes 2-pt layup from 1 ft,82,96
338,4,11:17.0,G. Green misses 2-pt jump shot from 10 ft,,82,96
339,4,11:16.0,,Defensive rebound by W. Barton,82,96
340,4,11:08.0,,Personal foul by M. Smart (drawn by M. Plumlee),82,96
341,4,11:03.0,,Personal foul by J. Brown (drawn by M. Plumlee),82,96
342,4,10:50.0,,W. Barton misses 3-pt jump shot from 27 ft,82,96
343,4,10:49.0,Defensive rebound by J. Jerebko,,82,96
344,4,10:25.0,M. Smart misses 2-pt hook shot from 3 ft,,82,96
345,4,10:25.0,,Defensive rebound by J. Hernangómez,82,96
346,4,10:20.0,,Turnover by J. Hernangómez (lost ball; steal by M. Smart),82,96
347,4,10:15.0,M. Smart makes 2-pt layup from 2 ft,,84,96
348,4,10:05.0,,Turnover by M. Plumlee (bad pass; steal by G. Green),84,96
349,4,9:54.0,J. Brown makes 2-pt layup from 3 ft,,86,96
350,4,9:54.0,Shooting foul by W. Barton (drawn by J. Brown),,86,96
351,4,9:54.0,,Denver full timeout,86,96
352,4,9:54.0,J. Brown makes free throw 1 of 1,,87,96
353,4,9:40.0,,W. Barton makes 3-pt jump shot from 25 ft,87,99
354,4,9:23.0,Personal foul by D. Gallinari (drawn by M. Smart),,87,99
355,4,9:11.0,Turnover by M. Smart (3 sec),,87,99
356,4,8:57.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by W. Barton),87,102
357,4,8:40.0,A. Horford makes 2-pt hook shot from 3 ft (assist by M. Smart),,89,102
358,4,8:21.0,,Personal foul by J. Brown (drawn by M. Plumlee),89,102
359,4,8:21.0,I. Thomas enters the game for M. Smart,,89,102
360,4,8:21.0,A. Bradley enters the game for G. Green,,89,102
361,4,8:21.0,,G. Harris enters the game for J. Hernangómez,89,102
362,4,8:15.0,,Turnover by W. Barton (bad pass; steal by A. Bradley),89,102
363,4,8:08.0,I. Thomas misses 3-pt jump shot from 25 ft,,89,102
364,4,8:08.0,,Defensive rebound by W. Barton,89,102
365,4,7:53.0,,M. Plumlee makes 2-pt hook shot from 5 ft,89,104
366,4,7:30.0,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Brown),,92,104
367,4,7:07.0,,G. Harris makes 2-pt layup from 2 ft (assist by W. Barton),92,106
368,4,6:43.0,A. Bradley misses 3-pt jump shot from 25 ft,,92,106
369,4,6:40.0,,Defensive rebound by M. Plumlee,92,106
370,4,6:40.0,,Denver full timeout,92,106
371,4,6:40.0,J. Crowder enters the game for A. Horford,,92,106
372,4,6:40.0,A. Johnson enters the game for J. Brown,,92,106
373,4,6:40.0,,W. Chandler enters the game for D. Gallinari,92,106
374,4,6:25.0,,W. Chandler misses 2-pt layup from 1 ft,92,106
375,4,6:24.0,Defensive rebound by I. Thomas,,92,106
376,4,6:15.0,Shooting foul by G. Harris (drawn by A. Johnson),,92,106
377,4,6:15.0,A. Johnson makes free throw 1 of 2,,93,106
378,4,6:15.0,,N. Jokić enters the game for M. Plumlee,92,106
379,4,6:15.0,A. Johnson misses free throw 2 of 2,,93,106
380,4,6:13.0,,Defensive rebound by G. Harris,93,106
381,4,6:13.0,Loose ball foul by A. Bradley (drawn by G. Harris),,93,106
382,4,6:07.0,,Offensive foul by N. Jokić (drawn by I. Thomas),93,106
383,4,6:07.0,,Turnover by N. Jokić (offensive foul),93,106
384,4,6:07.0,,J. Nelson enters the game for J. Murray,93,106
385,4,5:55.0,A. Bradley misses 2-pt jump shot from 22 ft,,93,106
