,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,OKLAHOMA CITY_ACTION,LA CLIPPERS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:43.0,,V. Oladipo makes 3-pt jump shot from 22 ft (assist by R. Westbrook),0,3
1,1,11:26.0,D. Jordan misses 2-pt hook shot from 4 ft,,0,3
2,1,11:26.0,,Defensive rebound by A. Roberson,0,3
3,1,11:20.0,,D. Sabonis misses 3-pt jump shot from 25 ft,0,3
4,1,11:20.0,Defensive rebound by D. Jordan,,0,3
5,1,11:10.0,B. Griffin misses 2-pt jump shot from 20 ft,,0,3
6,1,11:09.0,,Defensive rebound by R. Westbrook,0,3
7,1,11:02.0,,Turnover by D. Sabonis (dbl dribble),0,3
8,1,10:53.0,C. Paul misses 2-pt jump shot from 19 ft,,0,3
9,1,10:53.0,,Defensive rebound by A. Roberson,0,3
10,1,10:35.0,,Turnover by R. Westbrook (bad pass; steal by L. Mbah a Moute),0,3
11,1,10:29.0,J. Redick makes 3-pt jump shot from 25 ft,,3,3
12,1,10:11.0,,V. Oladipo makes 2-pt jump shot from 13 ft,3,5
13,1,9:53.0,J. Redick misses 2-pt jump shot from 18 ft,,3,5
14,1,9:52.0,,Defensive rebound by Team,3,5
15,1,9:41.0,,R. Westbrook misses 2-pt jump shot from 19 ft,3,5
16,1,9:41.0,Defensive rebound by L. Mbah a Moute,,3,5
17,1,9:32.0,B. Griffin misses 2-pt jump shot from 14 ft,,3,5
18,1,9:32.0,,Defensive rebound by R. Westbrook,3,5
19,1,9:24.0,,R. Westbrook makes 2-pt layup from 1 ft,3,7
20,1,9:07.0,J. Redick misses 2-pt jump shot from 15 ft,,3,7
21,1,9:06.0,,Defensive rebound by R. Westbrook,3,7
22,1,9:01.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),3,9
23,1,8:35.0,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by B. Griffin),,6,9
24,1,8:20.0,,V. Oladipo misses 2-pt jump shot from 15 ft,6,9
25,1,8:19.0,Defensive rebound by D. Jordan,,6,9
26,1,8:09.0,Turnover by L. Mbah a Moute (step out of bounds),,6,9
27,1,7:54.0,,R. Westbrook misses 2-pt jump shot from 15 ft,6,9
28,1,7:54.0,Defensive rebound by D. Jordan,,6,9
29,1,7:39.0,Shooting foul by D. Sabonis (drawn by B. Griffin),,6,9
30,1,7:39.0,B. Griffin makes free throw 1 of 2,,7,9
31,1,7:39.0,B. Griffin makes free throw 2 of 2,,8,9
32,1,7:28.0,,R. Westbrook misses 2-pt jump shot from 14 ft,8,9
33,1,7:28.0,Defensive rebound by J. Redick,,8,9
34,1,7:18.0,Turnover by D. Jordan (3 sec),,8,9
35,1,7:00.0,,S. Adams misses 2-pt jump shot from 10 ft,8,9
36,1,7:00.0,Defensive rebound by D. Jordan,,8,9
37,1,6:37.0,L. Mbah a Moute misses 2-pt jump shot from 4 ft,,8,9
38,1,6:37.0,Offensive rebound by L. Mbah a Moute,,8,9
39,1,6:36.0,L. Mbah a Moute misses 2-pt layup from 2 ft (block by A. Roberson),,8,9
40,1,6:36.0,,Defensive rebound by Team,8,9
41,1,6:29.0,,Offensive foul by D. Sabonis (drawn by J. Redick),8,9
42,1,6:29.0,,Turnover by D. Sabonis (offensive foul),8,9
43,1,6:17.0,B. Griffin misses 2-pt jump shot from 14 ft,,8,9
44,1,6:17.0,,Defensive rebound by V. Oladipo,8,9
45,1,6:07.0,,V. Oladipo makes 3-pt jump shot from 24 ft,8,12
46,1,5:59.0,B. Griffin makes 2-pt hook shot from 3 ft (assist by C. Paul),,10,12
47,1,5:50.0,,R. Westbrook misses 2-pt jump shot from 10 ft,10,12
48,1,5:49.0,Defensive rebound by Team,,10,12
49,1,5:49.0,,Loose ball foul by R. Westbrook (drawn by D. Jordan),10,12
50,1,5:49.0,,Oklahoma City full timeout,10,12
51,1,5:49.0,,E. Freedom enters the game for D. Sabonis,10,12
52,1,5:37.0,Turnover by J. Redick (traveling),,10,12
53,1,5:25.0,,V. Oladipo makes 3-pt jump shot from 24 ft,10,15
54,1,5:04.0,C. Paul makes 2-pt jump shot from 16 ft,,12,15
55,1,4:52.0,,V. Oladipo misses 3-pt jump shot from 27 ft,12,15
56,1,4:52.0,Defensive rebound by B. Griffin,,12,15
57,1,4:41.0,B. Griffin misses 2-pt jump shot from 20 ft,,12,15
58,1,4:40.0,,Defensive rebound by R. Westbrook,12,15
59,1,4:36.0,,Turnover by A. Roberson (bad pass; steal by J. Redick),12,15
60,1,4:36.0,Personal foul by S. Adams (drawn by J. Redick),,12,15
61,1,4:36.0,J. Crawford enters the game for J. Redick,,12,15
62,1,4:27.0,Turnover by B. Griffin (bad pass; steal by E. Freedom),,12,15
63,1,4:16.0,,S. Adams makes 2-pt jump shot from 10 ft (assist by V. Oladipo),12,17
64,1,4:04.0,Personal foul by R. Westbrook (drawn by C. Paul),,12,17
65,1,4:04.0,A. Rivers enters the game for L. Mbah a Moute,,12,17
66,1,4:04.0,,S. Christon enters the game for R. Westbrook,12,17
67,1,3:47.0,B. Griffin misses 3-pt jump shot from 24 ft,,12,17
68,1,3:45.0,,Defensive rebound by E. Freedom,12,17
69,1,3:32.0,,E. Freedom makes 2-pt jump shot from 16 ft (assist by S. Christon),12,19
70,1,3:06.0,C. Paul misses 3-pt jump shot from 22 ft,,12,19
71,1,3:05.0,,Defensive rebound by E. Freedom,12,19
72,1,2:51.0,,V. Oladipo misses 2-pt jump shot from 12 ft,12,19
73,1,2:50.0,,Offensive rebound by A. Roberson,12,19
74,1,2:50.0,,A. Roberson misses 2-pt layup from 2 ft,12,19
75,1,2:49.0,Defensive rebound by D. Jordan,,12,19
76,1,2:43.0,Personal foul by A. Roberson (drawn by C. Paul),,12,19
77,1,2:43.0,LA Clippers full timeout,,12,19
78,1,2:43.0,C. Paul makes free throw 1 of 2,,13,19
79,1,2:43.0,M. Speights enters the game for D. Jordan,,12,19
80,1,2:43.0,,Á. Abrines enters the game for V. Oladipo,12,19
81,1,2:43.0,C. Paul makes free throw 2 of 2,,14,19
82,1,2:20.0,,Á. Abrines misses 3-pt jump shot from 25 ft,14,19
83,1,2:20.0,,Offensive rebound by Team,14,19
84,1,2:20.0,,N. Collison enters the game for S. Adams,14,19
85,1,2:20.0,R. Felton enters the game for C. Paul,,14,19
86,1,2:20.0,W. Johnson enters the game for B. Griffin,,14,19
87,1,2:13.0,,S. Christon misses 2-pt jump shot from 18 ft,14,19
88,1,2:13.0,Defensive rebound by W. Johnson,,14,19
89,1,1:53.0,M. Speights misses 3-pt jump shot from 25 ft,,14,19
90,1,1:53.0,,Defensive rebound by A. Roberson,14,19
91,1,1:39.0,,E. Freedom misses 2-pt jump shot from 16 ft,14,19
92,1,1:39.0,,Offensive rebound by Team,14,19
93,1,1:39.0,Loose ball foul by A. Rivers (drawn by N. Collison),,14,19
94,1,1:39.0,,J. Grant enters the game for A. Roberson,14,19
95,1,1:32.0,,S. Christon misses 2-pt jump shot from 7 ft,14,19
96,1,1:31.0,Defensive rebound by W. Johnson,,14,19
97,1,1:23.0,J. Crawford misses 2-pt layup from 1 ft,,14,19
98,1,1:22.0,,Defensive rebound by E. Freedom,14,19
99,1,1:14.0,,S. Christon makes 2-pt dunk at rim (assist by N. Collison),14,21
100,1,0:56.0,A. Rivers makes 2-pt layup from 1 ft,,16,21
101,1,0:51.0,,Personal foul by A. Rivers (drawn by Á. Abrines),16,21
102,1,0:51.0,,Á. Abrines misses free throw 1 of 2,16,21
103,1,0:51.0,,Offensive rebound by Team,16,21
104,1,0:51.0,,Á. Abrines makes free throw 2 of 2,16,22
105,1,0:33.0,W. Johnson misses 3-pt jump shot from 25 ft,,16,22
106,1,0:32.0,,Defensive rebound by J. Grant,16,22
107,1,0:14.0,,Shooting block foul by M. Speights (drawn by S. Christon),16,22
108,1,0:14.0,,S. Christon makes free throw 1 of 2,16,23
109,1,0:14.0,,A. Roberson enters the game for E. Freedom,16,23
110,1,0:14.0,,S. Christon makes free throw 2 of 2,16,24
111,1,0:02.0,W. Johnson misses 3-pt jump shot from 25 ft,,16,24
112,1,0:02.0,Offensive rebound by W. Johnson,,16,24
113,1,0:00.0,W. Johnson misses 2-pt jump shot from 17 ft,,16,24
114,1,0:00.0,Offensive rebound by Team,,16,24
115,2,11:41.0,J. Crawford makes 3-pt jump shot from 26 ft (assist by M. Speights),,19,24
116,2,11:22.0,,E. Freedom makes 2-pt jump shot from 16 ft (assist by S. Christon),19,26
117,2,11:04.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Crawford),,22,26
118,2,10:49.0,,Turnover by S. Christon (lost ball; steal by R. Felton),22,26
119,2,10:35.0,M. Speights misses 2-pt jump shot from 16 ft,,22,26
120,2,10:35.0,,Defensive rebound by E. Freedom,22,26
121,2,10:23.0,,S. Christon misses 2-pt jump shot from 16 ft,22,26
122,2,10:22.0,,Offensive rebound by E. Freedom,22,26
123,2,10:22.0,,E. Freedom makes 2-pt layup from 2 ft,22,28
124,2,10:09.0,Shooting foul by E. Freedom (drawn by A. Rivers),,22,28
125,2,10:09.0,A. Rivers misses free throw 1 of 2,,22,28
126,2,10:09.0,Offensive rebound by Team,,22,28
127,2,10:09.0,A. Rivers makes free throw 2 of 2,,23,28
128,2,9:52.0,,Turnover by V. Oladipo (lost ball; steal by W. Johnson),23,28
129,2,9:37.0,M. Speights makes 2-pt layup from 2 ft,,25,28
130,2,9:20.0,,Personal foul by W. Johnson (drawn by E. Freedom),25,28
131,2,9:20.0,,R. Westbrook enters the game for S. Christon,25,28
132,2,9:13.0,,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),25,30
133,2,8:54.0,M. Speights misses 2-pt layup from 1 ft,,25,30
134,2,8:54.0,,Defensive rebound by E. Freedom,25,30
135,2,8:51.0,,Turnover by R. Westbrook (bad pass),25,30
136,2,8:51.0,Official timeout,,25,30
137,2,8:51.0,L. Mbah a Moute enters the game for W. Johnson,,25,30
138,2,8:39.0,A. Rivers misses 2-pt layup from 2 ft,,25,30
139,2,8:38.0,,Defensive rebound by R. Westbrook,25,30
140,2,8:32.0,,J. Grant makes 2-pt dunk at rim (assist by R. Westbrook),25,32
141,2,8:10.0,R. Felton misses 2-pt jump shot from 6 ft,,25,32
142,2,8:10.0,,Defensive rebound by E. Freedom,25,32
143,2,7:50.0,,E. Freedom misses 2-pt jump shot from 9 ft,25,32
144,2,7:50.0,Defensive rebound by M. Speights,,25,32
145,2,7:41.0,J. Crawford misses 2-pt layup from 4 ft,,25,32
146,2,7:41.0,,Defensive rebound by Team,25,32
147,2,7:41.0,B. Griffin enters the game for M. Speights,,25,32
148,2,7:41.0,D. Jordan enters the game for R. Felton,,25,32
149,2,7:29.0,,J. Grant misses 2-pt jump shot from 14 ft,25,32
150,2,7:29.0,Defensive rebound by J. Crawford,,25,32
