,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHOENIX_ACTION,NEW ORLEANS_SCORE,PHOENIX_SCORE
36,1,6:23.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by P. Tucker),13,16
37,1,6:10.0,Shooting foul by M. Chriss (drawn by A. Ajinça),,13,16
38,1,6:10.0,A. Ajinça makes free throw 1 of 2,,14,16
39,1,6:10.0,A. Ajinça misses free throw 2 of 2,,14,16
40,1,6:09.0,,Defensive rebound by T. Chandler,14,16
41,1,5:50.0,,D. Booker makes 2-pt layup from 1 ft,14,18
42,1,5:35.0,Offensive foul by A. Ajinça (drawn by M. Chriss),,14,18
43,1,5:35.0,Turnover by A. Ajinça (offensive foul),,14,18
44,1,5:35.0,,Phoenix full timeout,14,18
45,1,5:35.0,T. Jones enters the game for A. Ajinça,,14,18
46,1,5:35.0,L. Galloway enters the game for B. Hield,,14,18
47,1,5:15.0,,E. Bledsoe makes 2-pt layup from 3 ft,14,20
48,1,4:54.0,A. Davis misses 2-pt hook shot from 4 ft,,14,20
49,1,4:53.0,Offensive rebound by T. Jones,,14,20
50,1,4:53.0,T. Jones misses 2-pt layup from 1 ft,,14,20
51,1,4:51.0,Offensive rebound by T. Jones,,14,20
52,1,4:51.0,Turnover by T. Jones (bad pass),,14,20
53,1,4:35.0,,D. Booker misses 2-pt jump shot from 10 ft,14,20
54,1,4:34.0,,Offensive rebound by T. Chandler,14,20
55,1,4:34.0,,T. Chandler makes 2-pt layup from 1 ft,14,22
56,1,4:18.0,T. Jones misses 2-pt jump shot from 21 ft,,14,22
57,1,4:16.0,,Defensive rebound by D. Booker,14,22
58,1,4:06.0,,T. Chandler makes 2-pt dunk at rim (assist by E. Bledsoe),14,24
59,1,4:06.0,,Shooting foul by S. Hill (drawn by T. Chandler),14,24
60,1,4:06.0,,B. Knight enters the game for E. Bledsoe,14,24
61,1,4:06.0,E. Moore enters the game for S. Hill,,14,24
62,1,4:06.0,T. Frazier enters the game for J. Holiday,,14,24
63,1,4:06.0,,T. Chandler makes free throw 1 of 1,14,25
64,1,3:51.0,L. Galloway misses 3-pt jump shot from 26 ft,,14,25
65,1,3:49.0,,Defensive rebound by B. Knight,14,25
66,1,3:40.0,,P. Tucker misses 2-pt jump shot from 9 ft (block by A. Davis),14,25
67,1,3:38.0,,Offensive rebound by T. Chandler,14,25
68,1,3:38.0,,Personal foul by L. Galloway (drawn by B. Knight),14,25
69,1,3:38.0,,J. Dudley enters the game for T. Chandler,14,25
70,1,3:38.0,,A. Len enters the game for M. Chriss,14,25
71,1,3:34.0,,Personal foul by L. Galloway (drawn by D. Booker),14,25
72,1,3:26.0,,B. Knight misses 3-pt jump shot from 26 ft,14,25
73,1,3:24.0,Defensive rebound by T. Jones,,14,25
74,1,3:12.0,Shooting foul by A. Len (drawn by T. Jones),,14,25
75,1,3:12.0,T. Jones makes free throw 1 of 2,,15,25
76,1,3:12.0,T. Jones misses free throw 2 of 2,,15,25
77,1,3:12.0,R. Williams enters the game for L. Galloway,,15,25
78,1,3:11.0,,Defensive rebound by P. Tucker,15,25
79,1,2:56.0,,P. Tucker misses 3-pt jump shot from 25 ft,15,25
80,1,2:54.0,,Offensive rebound by J. Dudley,15,25
81,1,2:51.0,,P. Tucker misses 2-pt layup from 2 ft,15,25
82,1,2:49.0,Defensive rebound by A. Davis,,15,25
83,1,2:39.0,R. Williams makes 2-pt layup from 1 ft,,17,25
84,1,2:24.0,,A. Len misses 2-pt hook shot from 6 ft,17,25
85,1,2:24.0,Defensive rebound by Team,,17,25
86,1,2:24.0,,Loose ball foul by A. Len (drawn by A. Davis),17,25
87,1,2:24.0,New Orleans full timeout,,17,25
88,1,2:24.0,A. Davis makes free throw 1 of 2,,18,25
89,1,2:24.0,,E. Bledsoe enters the game for D. Booker,17,25
90,1,2:24.0,A. Davis makes free throw 2 of 2,,19,25
91,1,2:04.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,19,25
92,1,2:02.0,Defensive rebound by T. Jones,,19,25
93,1,1:49.0,T. Frazier misses 2-pt jump shot from 21 ft,,19,25
94,1,1:47.0,,Defensive rebound by A. Len,19,25
95,1,1:36.0,,A. Len misses 2-pt jump shot from 17 ft,19,25
96,1,1:34.0,Defensive rebound by A. Davis,,19,25
97,1,1:28.0,R. Williams makes 3-pt jump shot from 24 ft (assist by T. Frazier),,22,25
98,1,1:17.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by B. Knight),22,28
99,1,0:59.0,R. Williams makes 3-pt jump shot from 25 ft (assist by T. Frazier),,25,28
100,1,0:46.0,,Shooting foul by A. Davis (drawn by A. Len),25,28
101,1,0:46.0,,A. Len makes free throw 1 of 2,25,29
102,1,0:46.0,Ö. Aşık enters the game for A. Davis,,25,29
103,1,0:46.0,,L. Barbosa enters the game for P. Tucker,25,29
104,1,0:46.0,,A. Len makes free throw 2 of 2,25,30
105,1,0:33.0,E. Moore misses 2-pt jump shot from 16 ft,,25,30
106,1,0:30.0,,Defensive rebound by L. Barbosa,25,30
107,1,0:23.0,,Shooting foul by Ö. Aşık (drawn by A. Len),25,30
108,1,0:23.0,,A. Len misses free throw 1 of 2,25,30
109,1,0:23.0,,Offensive rebound by Team,25,30
110,1,0:23.0,,A. Len makes free throw 2 of 2,25,31
111,1,0:00.0,R. Williams misses 2-pt jump shot from 18 ft,,25,31
112,1,0:00.0,Offensive rebound by Team,,25,31
113,2,11:41.0,E. Moore makes 3-pt jump shot from 26 ft (assist by R. Williams),,28,31
114,2,11:19.0,,D. Bender misses 3-pt jump shot from 26 ft,28,31
115,2,11:17.0,Defensive rebound by E. Moore,,28,31
116,2,11:08.0,E. Moore misses 3-pt jump shot from 25 ft,,28,31
117,2,11:06.0,,Defensive rebound by A. Len,28,31
118,2,11:00.0,,L. Barbosa makes 2-pt jump shot from 5 ft,28,33
119,2,10:41.0,R. Williams makes 3-pt jump shot from 25 ft (assist by T. Frazier),,31,33
120,2,10:38.0,,Phoenix full timeout,31,33
121,2,10:24.0,,L. Barbosa makes 2-pt layup from 3 ft,31,35
122,2,10:12.0,Turnover by E. Moore (traveling),,31,35
123,2,10:05.0,,L. Barbosa makes 2-pt jump shot from 7 ft (assist by A. Len),31,37
124,2,9:47.0,E. Moore makes 2-pt jump shot from 17 ft,,33,37
125,2,9:39.0,,A. Len makes 2-pt dunk at rim (assist by J. Dudley),33,39
126,2,9:21.0,T. Jones misses 2-pt jump shot from 3 ft (block by A. Len),,33,39
127,2,9:18.0,Offensive rebound by R. Williams,,33,39
128,2,9:15.0,T. Jones misses 2-pt jump shot from 20 ft,,33,39
129,2,9:13.0,Offensive rebound by T. Frazier,,33,39
130,2,9:09.0,T. Frazier makes 2-pt layup at rim,,35,39
131,2,8:58.0,,Personal foul by E. Moore (drawn by L. Barbosa),35,39
132,2,8:58.0,C. Diallo enters the game for T. Jones,,35,39
133,2,8:53.0,,D. Bender misses 3-pt jump shot from 26 ft,35,39
134,2,8:51.0,,Offensive rebound by J. Dudley,35,39
135,2,8:45.0,,B. Knight makes 2-pt jump shot from 8 ft,35,41
136,2,8:45.0,,Loose ball foul by A. Len (drawn by Ö. Aşık),35,41
137,2,8:45.0,,T. Ulis enters the game for A. Len,35,41
138,2,8:31.0,T. Frazier misses 2-pt jump shot from 13 ft,,35,41
139,2,8:29.0,Offensive rebound by C. Diallo,,35,41
140,2,8:29.0,C. Diallo makes 2-pt layup at rim,,37,41
141,2,8:20.0,,B. Knight misses 2-pt layup from 3 ft,37,41
142,2,8:18.0,,Offensive rebound by D. Bender,37,41
143,2,8:18.0,,Turnover by L. Barbosa (bad pass),37,41
144,2,8:18.0,A. Davis enters the game for Ö. Aşık,,37,41
145,2,7:57.0,C. Diallo misses 2-pt jump shot from 7 ft,,37,41
146,2,7:57.0,,Defensive rebound by J. Dudley,37,41
147,2,7:51.0,,B. Knight makes 2-pt jump shot from 14 ft,37,43
148,2,7:34.0,E. Moore misses 2-pt jump shot from 12 ft,,37,43
149,2,7:32.0,Offensive rebound by Team,,37,43
150,2,7:32.0,J. Holiday enters the game for E. Moore,,37,43
151,2,7:32.0,,P. Tucker enters the game for D. Bender,37,43
152,2,7:29.0,A. Davis misses 2-pt jump shot from 11 ft,,37,43
153,2,7:27.0,Offensive rebound by T. Frazier,,37,43
154,2,7:25.0,T. Frazier makes 2-pt jump shot from 7 ft,,39,43
155,2,7:00.0,,P. Tucker misses 3-pt jump shot from 24 ft,39,43
156,2,6:59.0,Defensive rebound by R. Williams,,39,43
157,2,6:46.0,Turnover by A. Davis (bad pass; steal by T. Ulis),,39,43
158,2,6:37.0,,L. Barbosa misses 3-pt jump shot from 24 ft,39,43
159,2,6:34.0,Defensive rebound by T. Frazier,,39,43
160,2,6:32.0,A. Davis makes 2-pt layup from 2 ft (assist by T. Frazier),,41,43
161,2,6:32.0,Shooting foul by J. Dudley (drawn by A. Davis),,41,43
162,2,6:32.0,,T. Chandler enters the game for J. Dudley,41,43
163,2,6:32.0,,D. Booker enters the game for T. Ulis,41,43
164,2,6:32.0,A. Davis makes free throw 1 of 1,,42,43
165,2,6:18.0,,Turnover by T. Chandler (traveling),42,43
166,2,6:04.0,T. Frazier misses 3-pt jump shot from 26 ft,,42,43
167,2,6:02.0,Offensive rebound by C. Diallo,,42,43
168,2,5:58.0,J. Holiday misses 2-pt layup from 3 ft,,42,43
169,2,5:56.0,,Defensive rebound by P. Tucker,42,43
170,2,5:53.0,Official timeout,,42,43
171,2,5:34.0,,L. Barbosa makes 3-pt jump shot from 25 ft,42,46
172,2,5:15.0,J. Holiday makes 2-pt jump shot from 13 ft,,44,46
173,2,5:00.0,,D. Booker misses 3-pt jump shot from 26 ft,44,46
174,2,4:57.0,Defensive rebound by C. Diallo,,44,46
175,2,4:50.0,C. Diallo misses 2-pt layup from 2 ft,,44,46
176,2,4:47.0,,Defensive rebound by T. Chandler,44,46
177,2,4:43.0,,D. Booker misses 3-pt jump shot from 25 ft,44,46
178,2,4:42.0,,Offensive rebound by Team,44,46
179,2,4:42.0,,E. Bledsoe enters the game for B. Knight,44,46
180,2,4:42.0,Loose ball foul by C. Diallo (drawn by P. Tucker),,44,46
181,2,4:32.0,,D. Booker misses 2-pt jump shot from 17 ft,44,46
182,2,4:30.0,,Offensive rebound by P. Tucker,44,46
183,2,4:22.0,,P. Tucker misses 3-pt jump shot from 24 ft,44,46
184,2,4:20.0,Defensive rebound by A. Davis,,44,46
185,2,4:09.0,A. Davis misses 3-pt jump shot from 26 ft,,44,46
186,2,4:08.0,,Defensive rebound by D. Booker,44,46
187,2,4:05.0,,Personal foul by J. Holiday (drawn by D. Booker),44,46
188,2,4:05.0,S. Hill enters the game for C. Diallo,,44,46
189,2,3:58.0,,E. Bledsoe makes 2-pt jump shot from 14 ft,44,48
190,2,3:37.0,R. Williams misses 2-pt jump shot from 6 ft,,44,48
191,2,3:35.0,Offensive rebound by A. Davis,,44,48
192,2,3:34.0,A. Davis misses 2-pt layup from 2 ft,,44,48
193,2,3:32.0,,Defensive rebound by T. Chandler,44,48
194,2,3:28.0,,D. Booker makes 2-pt layup from 1 ft (assist by E. Bledsoe),44,50
195,2,3:19.0,New Orleans full timeout,,44,50
196,2,3:19.0,B. Hield enters the game for R. Williams,,44,50
197,2,3:06.0,A. Davis misses 2-pt layup from 1 ft,,44,50
198,2,3:03.0,,Defensive rebound by T. Chandler,44,50
199,2,2:52.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by D. Booker),44,53
200,2,2:45.0,Turnover by J. Holiday (bad pass; steal by E. Bledsoe),,44,53
201,2,2:39.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by D. Booker),44,56
202,2,2:33.0,New Orleans full timeout,,44,56
203,2,2:22.0,J. Holiday misses 2-pt jump shot from 15 ft,,44,56
204,2,2:19.0,,Defensive rebound by P. Tucker,44,56
205,2,2:06.0,,Turnover by L. Barbosa (bad pass; steal by S. Hill),44,56
206,2,2:00.0,B. Hield misses 3-pt jump shot from 24 ft,,44,56
207,2,1:57.0,,Defensive rebound by L. Barbosa,44,56
208,2,1:54.0,,L. Barbosa makes 2-pt layup from 2 ft,44,58
209,2,1:36.0,B. Hield makes 3-pt jump shot from 25 ft,,47,58
210,2,1:18.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,47,58
211,2,1:17.0,Defensive rebound by S. Hill,,47,58
212,2,1:08.0,S. Hill misses 3-pt jump shot from 24 ft,,47,58
213,2,1:06.0,,Defensive rebound by P. Tucker,47,58
214,2,0:43.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,47,58
215,2,0:41.0,Defensive rebound by B. Hield,,47,58
216,2,0:37.0,B. Hield misses 3-pt jump shot from 25 ft,,47,58
217,2,0:34.0,Offensive rebound by A. Davis,,47,58
218,2,0:34.0,A. Davis makes 2-pt dunk at rim,,49,58
219,2,0:18.0,,Turnover by D. Booker (lost ball; steal by J. Holiday),49,58
220,2,0:13.0,B. Hield makes 2-pt layup from 1 ft (assist by A. Davis),,51,58
221,2,0:01.0,,Turnover by E. Bledsoe (offensive foul),51,58
222,2,0:01.0,Offensive charge foul by E. Bledsoe (drawn by J. Holiday),,51,58
223,2,0:01.0,E. Moore enters the game for B. Hield,,51,58
224,2,0:00.0,S. Hill misses 3-pt jump shot from 32 ft,,51,58
225,2,0:00.0,Offensive rebound by Team,,51,58
226,3,11:46.0,A. Ajinça makes 2-pt hook shot from 7 ft (assist by J. Holiday),,53,58
227,3,11:26.0,,P. Tucker misses 2-pt jump shot from 9 ft,53,58
228,3,11:23.0,,Offensive rebound by E. Bledsoe,53,58
229,3,11:19.0,,M. Chriss misses 3-pt jump shot from 25 ft,53,58
230,3,11:18.0,,Offensive rebound by T. Chandler,53,58
231,3,11:16.0,,Shooting foul by A. Davis (drawn by T. Chandler),53,58
232,3,11:16.0,,T. Chandler makes free throw 1 of 2,53,59
233,3,11:16.0,,T. Chandler makes free throw 2 of 2,53,60
234,3,10:59.0,R. Williams makes 3-pt jump shot from 23 ft (assist by A. Davis),,56,60
235,3,10:52.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),56,63
236,3,10:49.0,New Orleans full timeout,,56,63
237,3,10:33.0,A. Ajinça makes 2-pt jump shot from 9 ft (assist by S. Hill),,58,63
238,3,10:17.0,,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),58,65
239,3,9:58.0,A. Davis misses 2-pt jump shot from 15 ft,,58,65
240,3,9:55.0,,Defensive rebound by M. Chriss,58,65
241,3,9:48.0,,Personal block foul by J. Holiday (drawn by D. Booker),58,65
242,3,9:37.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,58,65
243,3,9:35.0,Defensive rebound by A. Davis,,58,65
244,3,9:30.0,J. Holiday misses 3-pt jump shot from 25 ft,,58,65
245,3,9:29.0,,Defensive rebound by M. Chriss,58,65
246,3,9:07.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Chriss),58,67
247,3,8:44.0,Shooting foul by E. Bledsoe (drawn by R. Williams),,58,67
248,3,8:44.0,R. Williams makes free throw 1 of 3,,59,67
249,3,8:44.0,R. Williams makes free throw 2 of 3,,60,67
250,3,8:44.0,R. Williams makes free throw 3 of 3,,61,67
251,3,8:36.0,,Personal foul by S. Hill (drawn by D. Booker),61,67
252,3,8:29.0,,M. Chriss misses 3-pt jump shot from 24 ft,61,67
253,3,8:26.0,Defensive rebound by R. Williams,,61,67
254,3,8:20.0,J. Holiday misses 2-pt layup from 3 ft,,61,67
255,3,8:18.0,Offensive rebound by A. Ajinça,,61,67
256,3,8:18.0,A. Ajinça misses 2-pt layup from 1 ft,,61,67
257,3,8:16.0,,Defensive rebound by T. Chandler,61,67
258,3,8:00.0,,Shooting foul by A. Davis (drawn by M. Chriss),61,67
259,3,8:00.0,,M. Chriss makes free throw 1 of 2,61,68
260,3,8:00.0,,M. Chriss misses free throw 2 of 2,61,68
261,3,7:58.0,Defensive rebound by A. Ajinça,,61,68
262,3,7:46.0,S. Hill misses 3-pt jump shot from 25 ft,,61,68
263,3,7:44.0,,Defensive rebound by M. Chriss,61,68
264,3,7:38.0,,Shooting foul by A. Ajinça (drawn by M. Chriss),61,68
265,3,7:38.0,,M. Chriss makes free throw 1 of 2,61,69
266,3,7:38.0,,M. Chriss misses free throw 2 of 2,61,69
267,3,7:37.0,Defensive rebound by A. Ajinça,,61,69
268,3,7:21.0,Personal foul by M. Chriss (drawn by A. Davis),,61,69
269,3,7:14.0,J. Holiday makes 2-pt layup from 2 ft,,63,69
270,3,6:52.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,63,69
271,3,6:50.0,Defensive rebound by A. Davis,,63,69
272,3,6:43.0,J. Holiday misses 2-pt jump shot from 20 ft,,63,69
273,3,6:41.0,,Defensive rebound by M. Chriss,63,69
274,3,6:35.0,,E. Bledsoe misses 2-pt jump shot from 4 ft,63,69
275,3,6:32.0,,Offensive rebound by T. Chandler,63,69
276,3,6:32.0,,T. Chandler makes 2-pt layup from 2 ft,63,71
277,3,6:15.0,A. Davis misses 2-pt jump shot from 13 ft,,63,71
278,3,6:15.0,,Defensive rebound by Team,63,71
279,3,6:15.0,,Personal foul by S. Hill (drawn by M. Chriss),63,71
280,3,6:15.0,,M. Chriss misses free throw 1 of 2,63,71
281,3,6:15.0,,Offensive rebound by Team,63,71
282,3,6:15.0,T. Jones enters the game for S. Hill,,63,71
283,3,6:15.0,E. Moore enters the game for A. Ajinça,,63,71
284,3,6:15.0,,M. Chriss makes free throw 2 of 2,63,72
285,3,5:57.0,A. Davis misses 2-pt jump shot from 17 ft (block by P. Tucker),,63,72
286,3,5:54.0,,Defensive rebound by E. Bledsoe,63,72
287,3,5:51.0,,Shooting foul by J. Holiday (drawn by E. Bledsoe),63,72
288,3,5:51.0,,E. Bledsoe makes free throw 1 of 3,63,73
289,3,5:51.0,,E. Bledsoe misses free throw 2 of 3,63,73
290,3,5:51.0,,Offensive rebound by Team,63,73
291,3,5:51.0,,E. Bledsoe makes free throw 3 of 3,63,74
292,3,5:44.0,Turnover by E. Moore (bad pass; steal by P. Tucker),,63,74
293,3,5:39.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by P. Tucker),63,76
294,3,5:25.0,J. Holiday misses 2-pt jump shot from 3 ft,,63,76
295,3,5:23.0,Offensive rebound by J. Holiday,,63,76
296,3,5:21.0,R. Williams misses 3-pt jump shot from 25 ft,,63,76
297,3,5:19.0,Offensive rebound by J. Holiday,,63,76
298,3,5:13.0,J. Holiday misses 3-pt jump shot from 26 ft,,63,76
299,3,5:11.0,,Defensive rebound by T. Chandler,63,76
300,3,4:58.0,,E. Bledsoe misses 2-pt jump shot from 21 ft,63,76
301,3,4:56.0,Defensive rebound by A. Davis,,63,76
302,3,4:50.0,Offensive foul by A. Davis (drawn by M. Chriss),,63,76
303,3,4:50.0,Turnover by A. Davis (offensive foul),,63,76
304,3,4:50.0,T. Frazier enters the game for J. Holiday,,63,76
305,3,4:50.0,Violation by Team (jump ball),,63,76
306,3,4:33.0,,M. Chriss misses 3-pt jump shot from 26 ft,63,76
307,3,4:31.0,Defensive rebound by Team,,63,76
308,3,4:21.0,Personal foul by P. Tucker (drawn by A. Davis),,63,76
309,3,4:21.0,C. Diallo enters the game for A. Davis,,63,76
310,3,4:09.0,T. Frazier misses 2-pt jump shot from 9 ft,,63,76
311,3,4:06.0,,Defensive rebound by T. Chandler,63,76
312,3,3:43.0,,D. Booker makes 2-pt jump shot from 18 ft,63,78
313,3,3:38.0,Shooting block foul by M. Chriss (drawn by E. Moore),,63,78
314,3,3:38.0,E. Moore makes free throw 1 of 2,,64,78
315,3,3:38.0,E. Moore misses free throw 2 of 2,,64,78
316,3,3:38.0,,L. Barbosa enters the game for P. Tucker,64,78
317,3,3:38.0,B. Hield enters the game for R. Williams,,64,78
318,3,3:37.0,,Defensive rebound by M. Chriss,64,78
319,3,3:21.0,,Shooting foul by C. Diallo (drawn by T. Chandler),64,78
320,3,3:21.0,,T. Chandler makes free throw 1 of 2,64,79
321,3,3:21.0,,T. Chandler misses free throw 2 of 2,64,79
322,3,3:20.0,Defensive rebound by C. Diallo,,64,79
323,3,3:00.0,Shooting foul by M. Chriss (drawn by C. Diallo),,64,79
324,3,3:00.0,C. Diallo makes free throw 1 of 2,,65,79
325,3,3:00.0,,J. Dudley enters the game for M. Chriss,65,79
326,3,3:00.0,C. Diallo makes free throw 2 of 2,,66,79
327,3,2:51.0,,Offensive foul by T. Chandler (drawn by E. Moore),66,79
328,3,2:51.0,,Turnover by T. Chandler (offensive foul),66,79
329,3,2:51.0,,Phoenix full timeout,66,79
330,3,2:36.0,T. Jones misses 2-pt jump shot from 19 ft,,66,79
331,3,2:34.0,,Defensive rebound by T. Chandler,66,79
332,3,2:29.0,,D. Booker misses 3-pt jump shot from 25 ft,66,79
333,3,2:28.0,Defensive rebound by Team,,66,79
334,3,2:17.0,T. Frazier misses 3-pt jump shot from 25 ft,,66,79
335,3,2:15.0,,Defensive rebound by T. Chandler,66,79
336,3,2:00.0,,J. Dudley misses 3-pt jump shot from 25 ft,66,79
337,3,1:58.0,Defensive rebound by T. Frazier,,66,79
338,3,1:53.0,B. Hield makes 3-pt jump shot from 24 ft (assist by T. Frazier),,69,79
339,3,1:28.0,,L. Barbosa misses 2-pt jump shot from 5 ft (block by T. Jones),69,79
340,3,1:28.0,,Offensive rebound by Team,69,79
341,3,1:28.0,,Inbound foul by E. Moore,69,79
342,3,1:28.0,,D. Booker makes free throw 1 of 1,69,80
343,3,1:23.0,,D. Booker misses 3-pt jump shot from 25 ft,69,80
344,3,1:21.0,,Offensive rebound by T. Chandler,69,80
345,3,1:21.0,,T. Chandler misses 2-pt layup from 1 ft,69,80
346,3,1:19.0,Defensive rebound by T. Frazier,,69,80
347,3,1:15.0,E. Moore makes 3-pt jump shot from 26 ft (assist by T. Frazier),,72,80
348,3,1:15.0,,Phoenix full timeout,72,80
349,3,1:15.0,,A. Len enters the game for T. Chandler,72,80
350,3,1:07.0,,E. Bledsoe makes 2-pt layup from 2 ft,72,82
351,3,0:51.0,B. Hield misses 2-pt jump shot from 19 ft,,72,82
352,3,0:49.0,,Defensive rebound by D. Booker,72,82
353,3,0:40.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,72,82
354,3,0:38.0,Defensive rebound by E. Moore,,72,82
355,3,0:34.0,Shooting foul by E. Bledsoe (drawn by T. Frazier),,72,82
356,3,0:34.0,T. Frazier makes free throw 1 of 2,,73,82
357,3,0:34.0,,B. Knight enters the game for E. Bledsoe,73,82
358,3,0:34.0,T. Frazier makes free throw 2 of 2,,74,82
359,3,0:27.0,,Turnover by D. Booker (bad pass; steal by T. Frazier),74,82
360,3,0:25.0,Personal block foul by B. Knight (drawn by T. Frazier),,74,82
361,3,0:25.0,T. Frazier makes free throw 1 of 2,,75,82
362,3,0:25.0,T. Frazier makes free throw 2 of 2,,76,82
363,3,0:02.0,,Turnover by J. Dudley (bad pass; steal by T. Frazier),76,82
364,4,11:46.0,,B. Knight makes 2-pt jump shot from 10 ft,76,84
365,4,11:26.0,Turnover by A. Davis (bad pass; steal by B. Knight),,76,84
366,4,11:13.0,,A. Len misses 2-pt layup from 1 ft,76,84
367,4,11:10.0,Defensive rebound by A. Davis,,76,84
368,4,10:57.0,J. Holiday makes 2-pt layup from 3 ft,,78,84
369,4,10:42.0,,B. Knight misses 2-pt jump shot from 18 ft,78,84
370,4,10:38.0,Defensive rebound by T. Jones,,78,84
371,4,10:34.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by T. Jones),,81,84
372,4,10:34.0,,Phoenix full timeout,81,84
373,4,10:34.0,,P. Tucker enters the game for D. Bender,81,84
374,4,10:23.0,,Turnover by L. Barbosa (lost ball; steal by J. Holiday),81,84
375,4,10:17.0,L. Galloway misses 3-pt jump shot from 25 ft,,81,84
376,4,10:14.0,,Defensive rebound by B. Knight,81,84
377,4,10:02.0,,J. Dudley makes 3-pt jump shot from 24 ft (assist by B. Knight),81,87
378,4,9:38.0,T. Jones makes 3-pt jump shot from 26 ft (assist by T. Frazier),,84,87
379,4,9:12.0,,Turnover by B. Knight (bad pass; steal by T. Frazier),84,87
380,4,9:01.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by T. Jones),,87,87
381,4,8:47.0,,Shooting foul by J. Holiday (drawn by B. Knight),87,87
382,4,8:47.0,,B. Knight makes free throw 1 of 2,87,88
383,4,8:47.0,,B. Knight misses free throw 2 of 2,87,88
384,4,8:45.0,Defensive rebound by T. Frazier,,87,88
385,4,8:27.0,T. Jones misses 3-pt jump shot from 25 ft,,87,88
386,4,8:25.0,,Defensive rebound by P. Tucker,87,88
387,4,8:18.0,,Personal foul by T. Frazier (drawn by J. Dudley),87,88
388,4,8:18.0,,E. Bledsoe enters the game for B. Knight,87,88
