,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
28,1,7:49.0,B. Lopez makes free throw 2 of 2,,11,10
29,1,7:39.0,,S. Rodríguez misses 2-pt jump shot from 4 ft (block by B. Lopez),11,10
30,1,7:36.0,,Offensive rebound by S. Rodríguez,11,10
31,1,7:33.0,,J. Okafor misses 2-pt jump shot from 6 ft,11,10
32,1,7:33.0,,Offensive rebound by J. Okafor,11,10
33,1,7:33.0,,Shooting foul by I. Whitehead (drawn by J. Okafor),11,10
34,1,7:33.0,,J. Okafor makes free throw 1 of 2,11,11
35,1,7:33.0,,E. İlyasova enters the game for J. Embiid,11,11
36,1,7:33.0,J. Harris enters the game for I. Whitehead,,11,11
37,1,7:33.0,,J. Okafor makes free throw 2 of 2,11,12
38,1,7:21.0,J. Harris makes 3-pt jump shot from 23 ft (assist by B. Lopez),,14,12
39,1,7:03.0,,S. Rodríguez makes 3-pt jump shot from 23 ft (assist by E. İlyasova),14,15
40,1,6:44.0,B. Bogdanović makes 2-pt jump shot from 20 ft (assist by B. Lopez),,16,15
41,1,6:20.0,,R. Covington makes 2-pt layup from 1 ft (assist by J. Okafor),16,17
42,1,6:08.0,T. Booker makes 2-pt layup from 3 ft (assist by B. Lopez),,18,17
43,1,5:48.0,,E. İlyasova misses 3-pt jump shot from 27 ft,18,17
44,1,5:46.0,Defensive rebound by B. Bogdanović,,18,17
45,1,5:38.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Lopez),,21,17
46,1,5:38.0,,Philadelphia full timeout,21,17
47,1,5:38.0,A. Bennett enters the game for B. Lopez,,21,17
48,1,5:38.0,,T. McConnell enters the game for S. Rodríguez,21,17
49,1,5:38.0,,D. Šarić enters the game for G. Henderson,21,17
50,1,5:22.0,,Turnover by D. Šarić (lost ball; steal by J. Harris),21,17
51,1,5:15.0,Shooting foul by E. İlyasova (drawn by T. Booker),,21,17
52,1,5:15.0,T. Booker makes free throw 1 of 2,,22,17
53,1,5:15.0,T. Booker misses free throw 2 of 2,,22,17
54,1,5:13.0,,Defensive rebound by D. Šarić,22,17
55,1,4:57.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by R. Covington),22,20
56,1,4:44.0,Shooting foul by T. McConnell (drawn by S. Kilpatrick),,22,20
57,1,4:44.0,S. Kilpatrick misses free throw 1 of 2,,22,20
58,1,4:44.0,Offensive rebound by Team,,22,20
59,1,4:44.0,R. Hollis-Jefferson enters the game for B. Bogdanović,,22,20
60,1,4:44.0,S. Kilpatrick makes free throw 2 of 2,,23,20
61,1,4:36.0,,Shooting block foul by A. Bennett (drawn by E. İlyasova),23,20
62,1,4:36.0,,E. İlyasova makes free throw 1 of 2,23,21
63,1,4:36.0,J. Lin enters the game for S. Kilpatrick,,23,21
64,1,4:36.0,,J. Embiid enters the game for J. Okafor,23,21
65,1,4:36.0,,E. İlyasova makes free throw 2 of 2,23,22
66,1,4:26.0,Turnover by R. Hollis-Jefferson (lost ball),,23,22
67,1,4:12.0,,D. Šarić misses 2-pt jump shot from 13 ft (block by R. Hollis-Jefferson),23,22
68,1,4:10.0,Defensive rebound by R. Hollis-Jefferson,,23,22
69,1,4:03.0,R. Hollis-Jefferson misses 2-pt jump shot from 8 ft (block by J. Embiid),,23,22
70,1,4:03.0,Offensive rebound by Team,,23,22
71,1,4:03.0,,H. Thompson enters the game for R. Covington,23,22
72,1,3:55.0,J. Harris misses 2-pt jump shot from 20 ft,,23,22
73,1,3:54.0,,Defensive rebound by Team,23,22
74,1,3:44.0,,Turnover by E. İlyasova (traveling),23,22
75,1,3:30.0,J. Lin makes 2-pt layup from 2 ft,,25,22
76,1,3:21.0,,Turnover by T. McConnell (bad pass; steal by J. Harris),25,22
77,1,3:15.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by J. Lin),,27,22
78,1,3:02.0,,D. Šarić misses 3-pt jump shot from 27 ft,27,22
79,1,3:01.0,Defensive rebound by T. Booker,,27,22
80,1,2:54.0,Turnover by A. Bennett (lost ball; steal by J. Embiid),,27,22
81,1,2:46.0,,D. Šarić misses 2-pt layup at rim,27,22
82,1,2:44.0,Defensive rebound by A. Bennett,,27,22
83,1,2:39.0,J. Harris misses 3-pt jump shot from 23 ft,,27,22
84,1,2:35.0,,Defensive rebound by D. Šarić,27,22
85,1,2:23.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by T. McConnell),27,25
86,1,2:22.0,Brooklyn full timeout,,27,25
87,1,2:22.0,B. Lopez enters the game for T. Booker,,27,25
88,1,2:02.0,Turnover by J. Harris (lost ball),,27,25
89,1,1:48.0,,Shooting foul by B. Lopez (drawn by J. Embiid),27,25
90,1,1:48.0,,J. Embiid makes free throw 1 of 2,27,26
91,1,1:48.0,,J. Embiid misses free throw 2 of 2,27,26
92,1,1:46.0,Defensive rebound by A. Bennett,,27,26
93,1,1:39.0,J. Harris makes 3-pt jump shot from 25 ft (assist by A. Bennett),,30,26
94,1,1:29.0,,J. Embiid makes 2-pt jump shot from 19 ft (assist by T. McConnell),30,28
95,1,1:16.0,B. Lopez misses 3-pt jump shot from 24 ft,,30,28
96,1,1:14.0,,Defensive rebound by D. Šarić,30,28
97,1,1:02.0,,J. Embiid makes 2-pt jump shot from 17 ft,30,30
98,1,0:52.0,,Offensive charge foul by R. Hollis-Jefferson (drawn by E. İlyasova),30,30
99,1,0:52.0,Turnover by R. Hollis-Jefferson (offensive foul),,30,30
100,1,0:37.0,,J. Embiid misses 2-pt jump shot from 11 ft,30,30
101,1,0:35.0,Defensive rebound by J. Lin,,30,30
102,1,0:28.0,B. Lopez makes 2-pt layup at rim (assist by J. Lin),,32,30
103,1,0:07.0,,T. McConnell misses 2-pt jump shot from 5 ft,32,30
104,1,0:06.0,Defensive rebound by B. Lopez,,32,30
105,1,0:01.0,J. Harris misses 3-pt jump shot from 26 ft,,32,30
106,1,0:00.0,Offensive rebound by Team,,32,30
107,2,11:41.0,I. Whitehead misses 2-pt layup from 2 ft (block by J. Okafor),,32,30
108,2,11:38.0,,Defensive rebound by T. McConnell,32,30
109,2,11:27.0,,H. Thompson misses 3-pt jump shot from 23 ft,32,30
110,2,11:19.0,,Offensive rebound by D. Šarić,32,30
111,2,11:09.0,,G. Henderson makes 2-pt jump shot from 21 ft,32,32
112,2,11:09.0,,Shooting foul by R. Hollis-Jefferson (drawn by G. Henderson),32,32
113,2,11:09.0,,G. Henderson makes free throw 1 of 1,32,33
114,2,10:58.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,32,33
115,2,10:57.0,,Defensive rebound by J. Okafor,32,33
116,2,10:46.0,,Shooting foul by L. Scola (drawn by H. Thompson),32,33
117,2,10:46.0,,H. Thompson misses free throw 1 of 2,32,33
118,2,10:46.0,,Offensive rebound by Team,32,33
119,2,10:46.0,,H. Thompson makes free throw 2 of 2,32,34
120,2,10:32.0,B. Bogdanović misses 2-pt layup from 2 ft,,32,34
121,2,10:30.0,,Defensive rebound by H. Thompson,32,34
122,2,10:23.0,,T. McConnell misses 2-pt layup from 2 ft,32,34
123,2,10:21.0,Defensive rebound by B. Bogdanović,,32,34
124,2,10:16.0,B. Bogdanović misses 2-pt layup from 2 ft,,32,34
125,2,10:14.0,,Defensive rebound by J. Okafor,32,34
126,2,9:58.0,,J. Okafor misses 2-pt layup from 1 ft,32,34
127,2,9:57.0,Defensive rebound by R. Hollis-Jefferson,,32,34
128,2,9:57.0,Personal foul by G. Henderson (drawn by R. Hollis-Jefferson),,32,34
129,2,9:57.0,,S. Rodríguez enters the game for T. McConnell,32,34
130,2,9:57.0,,R. Covington enters the game for H. Thompson,32,34
131,2,9:42.0,R. Hollis-Jefferson makes 2-pt jump shot from 21 ft (assist by B. Bogdanović),,34,34
132,2,9:41.0,,Philadelphia full timeout,34,34
133,2,9:28.0,,D. Šarić misses 3-pt jump shot from 26 ft,34,34
134,2,9:27.0,Defensive rebound by B. Bogdanović,,34,34
135,2,9:17.0,L. Scola misses 2-pt jump shot from 14 ft,,34,34
136,2,9:15.0,,Defensive rebound by D. Šarić,34,34
137,2,9:10.0,,Personal foul by L. Scola (drawn by J. Okafor),34,34
138,2,9:04.0,,G. Henderson makes 2-pt layup from 2 ft (assist by S. Rodríguez),34,36
139,2,8:52.0,I. Whitehead misses 3-pt jump shot from 25 ft,,34,36
140,2,8:51.0,,Defensive rebound by D. Šarić,34,36
141,2,8:44.0,,S. Rodríguez makes 3-pt jump shot from 25 ft,34,39
142,2,8:27.0,I. Whitehead makes 2-pt layup from 1 ft,,36,39
143,2,8:11.0,,D. Šarić makes 2-pt jump shot from 2 ft,36,41
144,2,7:55.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,38,41
145,2,7:41.0,,R. Covington misses 2-pt layup from 1 ft,38,41
146,2,7:39.0,Defensive rebound by L. Scola,,38,41
147,2,7:35.0,Turnover by C. LeVert (step out of bounds),,38,41
148,2,7:35.0,,E. İlyasova enters the game for D. Šarić,38,41
149,2,7:20.0,,J. Okafor misses 2-pt layup,38,41
150,2,7:20.0,,Offensive rebound by J. Okafor,38,41
151,2,7:19.0,,Turnover by J. Okafor (lost ball; steal by R. Hollis-Jefferson),38,41
152,2,7:13.0,L. Scola makes 2-pt jump shot from 5 ft (assist by B. Bogdanović),,40,41
153,2,7:03.0,,S. Rodríguez misses 2-pt jump shot from 18 ft,40,41
154,2,7:01.0,Defensive rebound by C. LeVert,,40,41
155,2,6:55.0,I. Whitehead makes 3-pt jump shot from 26 ft (assist by C. LeVert),,43,41
156,2,6:40.0,B. Lopez enters the game for R. Hollis-Jefferson,,43,41
157,2,6:33.0,,S. Rodríguez misses 2-pt jump shot from 16 ft,43,41
158,2,6:31.0,Defensive rebound by B. Lopez,,43,41
159,2,6:19.0,L. Scola misses 2-pt layup from 1 ft,,43,41
160,2,6:17.0,,Defensive rebound by J. Okafor,43,41
161,2,6:11.0,,E. İlyasova makes 2-pt jump shot from 12 ft (assist by G. Henderson),43,43
162,2,5:52.0,B. Lopez misses 2-pt hook shot from 5 ft,,43,43
163,2,5:50.0,,Defensive rebound by G. Henderson,43,43
164,2,5:42.0,,G. Henderson misses 2-pt jump shot from 18 ft,43,43
165,2,5:41.0,Defensive rebound by L. Scola,,43,43
166,2,5:34.0,I. Whitehead makes free throw 2 of 2,,44,43
167,2,5:34.0,Shooting foul by S. Rodríguez (drawn by I. Whitehead),,44,43
168,2,5:34.0,I. Whitehead makes free throw 1 of 2,,45,43
169,2,5:34.0,Official timeout,,45,43
170,2,5:34.0,S. Kilpatrick enters the game for B. Bogdanović,,45,43
171,2,5:34.0,J. Harris enters the game for C. LeVert,,45,43
172,2,5:34.0,,J. Embiid enters the game for J. Okafor,45,43
173,2,5:21.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by R. Covington),45,46
174,2,5:03.0,Shooting foul by R. Covington (drawn by B. Lopez),,45,46
175,2,5:03.0,B. Lopez makes free throw 1 of 2,,46,46
176,2,5:03.0,J. Lin enters the game for I. Whitehead,,46,46
177,2,5:03.0,T. Booker enters the game for L. Scola,,46,46
178,2,5:03.0,,D. Šarić enters the game for G. Henderson,46,46
179,2,5:03.0,B. Lopez makes free throw 2 of 2,,47,46
180,2,4:53.0,,Turnover by J. Embiid (bad pass; steal by B. Lopez),47,46
181,2,4:43.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,47,46
182,2,4:41.0,,Defensive rebound by J. Embiid,47,46
183,2,4:29.0,,Turnover by S. Rodríguez (bad pass),47,46
184,2,4:10.0,J. Lin misses 3-pt jump shot from 25 ft,,47,46
185,2,4:09.0,,Defensive rebound by S. Rodríguez,47,46
186,2,4:03.0,,S. Rodríguez misses 2-pt layup from 2 ft,47,46
187,2,4:02.0,Defensive rebound by B. Lopez,,47,46
188,2,3:54.0,Shooting foul by S. Rodríguez (drawn by B. Lopez),,47,46
189,2,3:54.0,B. Lopez makes free throw 1 of 2,,48,46
190,2,3:54.0,B. Lopez makes free throw 2 of 2,,49,46
191,2,3:43.0,,Turnover by D. Šarić (bad pass),49,46
192,2,3:40.0,Offensive foul by J. Harris (drawn by D. Šarić),,49,46
193,2,3:40.0,Turnover by J. Harris (offensive foul),,49,46
194,2,3:28.0,,J. Embiid misses 2-pt jump shot from 8 ft,49,46
195,2,3:27.0,,Offensive rebound by R. Covington,49,46
196,2,3:27.0,,R. Covington makes 2-pt layup from 1 ft,49,48
197,2,3:03.0,Turnover by J. Lin (bad pass),,49,48
198,2,3:03.0,,H. Thompson enters the game for E. İlyasova,49,48
199,2,2:47.0,,R. Covington makes 2-pt layup from 1 ft (assist by S. Rodríguez),49,50
200,2,2:47.0,Brooklyn full timeout,,49,50
201,2,2:47.0,,T. McConnell enters the game for S. Rodríguez,49,50
202,2,2:47.0,,J. Okafor enters the game for J. Embiid,49,50
203,2,2:36.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by T. Booker),,51,50
204,2,2:29.0,,R. Covington misses 3-pt jump shot from 26 ft,51,50
205,2,2:27.0,,Offensive rebound by D. Šarić,51,50
206,2,2:26.0,,D. Šarić makes 2-pt layup from 1 ft,51,52
207,2,2:13.0,J. Lin misses 3-pt jump shot from 25 ft,,51,52
208,2,2:11.0,,Defensive rebound by R. Covington,51,52
209,2,2:04.0,,Personal foul by J. Harris (drawn by D. Šarić),51,52
210,2,1:56.0,,T. McConnell makes 2-pt layup from 2 ft,51,54
211,2,1:46.0,Shooting foul by J. Okafor (drawn by B. Lopez),,51,54
212,2,1:46.0,B. Lopez makes free throw 1 of 2,,52,54
213,2,1:46.0,B. Lopez makes free throw 2 of 2,,53,54
214,2,1:31.0,,D. Šarić misses 2-pt jump shot from 3 ft (block by B. Lopez),53,54
215,2,1:29.0,,Offensive rebound by T. McConnell,53,54
216,2,1:28.0,,H. Thompson misses 3-pt jump shot from 26 ft,53,54
217,2,1:26.0,Defensive rebound by J. Harris,,53,54
218,2,1:12.0,J. Harris misses 3-pt jump shot from 24 ft,,53,54
219,2,1:11.0,,Defensive rebound by H. Thompson,53,54
220,2,0:54.0,,H. Thompson misses 2-pt jump shot from 21 ft,53,54
221,2,0:52.0,Defensive rebound by T. Booker,,53,54
222,2,0:38.0,J. Harris makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),,56,54
223,2,0:38.0,,Philadelphia full timeout,56,54
224,2,0:31.0,,T. McConnell misses 2-pt jump shot from 10 ft,56,54
225,2,0:29.0,Defensive rebound by T. Booker,,56,54
226,2,0:24.0,Turnover by T. Booker (lost ball; steal by R. Covington),,56,54
227,2,0:09.0,,Turnover by R. Covington (traveling),56,54
228,2,0:01.0,Shooting foul by J. Okafor (drawn by J. Lin),,56,54
229,2,0:01.0,J. Lin misses free throw 1 of 2,,56,54
230,2,0:01.0,Offensive rebound by Team,,56,54
231,2,0:01.0,J. Lin makes free throw 2 of 2,,57,54
232,2,0:00.0,,J. Okafor misses 2-pt jump shot from 22 ft,57,54
233,2,0:00.0,,Offensive rebound by Team,57,54
234,3,11:45.0,I. Whitehead makes 3-pt jump shot from 26 ft (assist by S. Kilpatrick),,60,54
235,3,11:34.0,,R. Covington makes 3-pt jump shot from 27 ft,60,57
236,3,11:16.0,B. Lopez misses 2-pt layup from 1 ft (block by J. Embiid),,60,57
237,3,11:14.0,,Defensive rebound by J. Okafor,60,57
238,3,11:10.0,,R. Covington makes 2-pt layup at rim (assist by S. Rodríguez),60,59
239,3,10:41.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,60,59
240,3,10:39.0,Offensive rebound by B. Bogdanović,,60,59
241,3,10:37.0,B. Bogdanović makes 2-pt jump shot from 21 ft,,62,59
242,3,10:20.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,62,59
243,3,10:19.0,Defensive rebound by S. Kilpatrick,,62,59
244,3,10:12.0,T. Booker makes 2-pt layup from 1 ft (assist by S. Kilpatrick),,64,59
245,3,10:12.0,,Philadelphia full timeout,64,59
246,3,9:57.0,,G. Henderson misses 2-pt jump shot from 16 ft,64,59
247,3,9:55.0,Defensive rebound by B. Bogdanović,,64,59
248,3,9:38.0,S. Kilpatrick makes 2-pt jump shot from 8 ft,,66,59
249,3,9:24.0,,J. Okafor misses 2-pt layup from 1 ft (block by B. Lopez),66,59
250,3,9:21.0,Defensive rebound by T. Booker,,66,59
251,3,9:11.0,Shooting foul by J. Okafor (drawn by B. Bogdanović),,66,59
252,3,9:11.0,B. Bogdanović makes free throw 1 of 2,,67,59
253,3,9:11.0,B. Bogdanović makes free throw 2 of 2,,68,59
254,3,8:54.0,,J. Embiid makes 2-pt jump shot from 5 ft,68,61
255,3,8:40.0,T. Booker misses 2-pt jump shot from 3 ft (block by J. Embiid),,68,61
256,3,8:40.0,,Defensive rebound by Team,68,61
257,3,8:28.0,,J. Embiid makes 2-pt dunk at rim (assist by S. Rodríguez),68,63
258,3,8:07.0,Personal foul by J. Embiid (drawn by S. Kilpatrick),,68,63
259,3,8:01.0,B. Bogdanović misses 2-pt jump shot from 13 ft,,68,63
260,3,8:00.0,,Defensive rebound by J. Embiid,68,63
261,3,7:51.0,,Personal foul by T. Booker (drawn by S. Rodríguez),68,63
262,3,7:42.0,,Turnover by J. Okafor (traveling),68,63
263,3,7:28.0,Turnover by Team (5 sec),,68,63
264,3,7:28.0,A. Bennett enters the game for I. Whitehead,,68,63
265,3,7:28.0,J. Harris enters the game for B. Lopez,,68,63
266,3,7:14.0,,J. Embiid makes 2-pt layup from 2 ft (assist by G. Henderson),68,65
267,3,6:58.0,B. Bogdanović makes 2-pt hook shot from 7 ft,,70,65
268,3,6:43.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,70,65
269,3,6:41.0,Defensive rebound by S. Kilpatrick,,70,65
270,3,6:33.0,Turnover by S. Kilpatrick (bad pass; steal by J. Embiid),,70,65
271,3,6:29.0,,J. Embiid misses 2-pt layup from 1 ft,70,65
272,3,6:28.0,,Offensive rebound by J. Embiid,70,65
273,3,6:27.0,,J. Embiid makes 2-pt layup from 2 ft,70,67
274,3,6:27.0,Brooklyn full timeout,,70,67
275,3,6:27.0,,E. İlyasova enters the game for J. Embiid,70,67
276,3,6:16.0,Turnover by S. Kilpatrick (bad pass; steal by G. Henderson),,70,67
277,3,5:52.0,,R. Covington misses 3-pt jump shot from 27 ft,70,67
278,3,5:50.0,Defensive rebound by J. Harris,,70,67
279,3,5:46.0,Shooting foul by S. Rodríguez (drawn by S. Kilpatrick),,70,67
280,3,5:46.0,S. Kilpatrick makes free throw 1 of 2,,71,67
281,3,5:46.0,,D. Šarić enters the game for J. Okafor,71,67
282,3,5:46.0,,T. McConnell enters the game for S. Rodríguez,71,67
283,3,5:46.0,S. Kilpatrick makes free throw 2 of 2,,72,67
284,3,5:31.0,,D. Šarić misses 3-pt jump shot from 26 ft,72,67
285,3,5:28.0,,Offensive rebound by R. Covington,72,67
286,3,5:28.0,J. Lin enters the game for S. Kilpatrick,,72,67
287,3,5:28.0,R. Hollis-Jefferson enters the game for B. Bogdanović,,72,67
288,3,5:17.0,,E. İlyasova misses 3-pt jump shot from 26 ft,72,67
289,3,5:16.0,Defensive rebound by R. Hollis-Jefferson,,72,67
290,3,5:13.0,Shooting foul by T. McConnell (drawn by R. Hollis-Jefferson),,72,67
291,3,5:13.0,R. Hollis-Jefferson misses free throw 1 of 2,,72,67
292,3,5:13.0,Offensive rebound by Team,,72,67
293,3,5:13.0,R. Hollis-Jefferson misses free throw 2 of 2,,72,67
294,3,5:12.0,,Defensive rebound by E. İlyasova,72,67
295,3,4:55.0,,R. Covington misses 2-pt jump shot from 23 ft,72,67
296,3,4:54.0,Defensive rebound by A. Bennett,,72,67
297,3,4:43.0,T. Booker misses 2-pt jump shot from 21 ft,,72,67
298,3,4:41.0,,Defensive rebound by R. Covington,72,67
299,3,4:29.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by G. Henderson),72,70
300,3,4:19.0,J. Harris makes 2-pt jump shot from 20 ft (assist by J. Lin),,74,70
301,3,3:59.0,,G. Henderson makes 2-pt jump shot from 13 ft,74,72
302,3,3:39.0,J. Harris misses 2-pt layup from 2 ft,,74,72
303,3,3:38.0,Offensive rebound by A. Bennett,,74,72
304,3,3:38.0,A. Bennett misses 2-pt layup from 3 ft,,74,72
305,3,3:36.0,,Defensive rebound by E. İlyasova,74,72
306,3,3:26.0,,Turnover by T. McConnell (bad pass; steal by R. Hollis-Jefferson),74,72
307,3,3:20.0,J. Lin misses 3-pt jump shot from 27 ft,,74,72
308,3,3:18.0,Offensive rebound by R. Hollis-Jefferson,,74,72
309,3,3:14.0,Shooting foul by D. Šarić (drawn by R. Hollis-Jefferson),,74,72
310,3,3:14.0,R. Hollis-Jefferson misses free throw 1 of 2,,74,72
311,3,3:14.0,Offensive rebound by Team,,74,72
312,3,3:14.0,,H. Thompson enters the game for R. Covington,74,72
313,3,3:14.0,,J. Embiid enters the game for G. Henderson,74,72
314,3,3:14.0,B. Lopez enters the game for T. Booker,,74,72
315,3,3:14.0,R. Hollis-Jefferson makes free throw 2 of 2,,75,72
316,3,2:59.0,,J. Embiid makes 2-pt jump shot from 4 ft (assist by D. Šarić),75,74
317,3,2:44.0,Shooting foul by J. Embiid (drawn by B. Lopez),,75,74
318,3,2:44.0,B. Lopez misses free throw 1 of 2,,75,74
319,3,2:44.0,Offensive rebound by Team,,75,74
320,3,2:44.0,B. Lopez makes free throw 2 of 2,,76,74
321,3,2:37.0,,E. İlyasova misses 3-pt jump shot from 26 ft,76,74
322,3,2:35.0,,Offensive rebound by J. Embiid,76,74
323,3,2:27.0,,T. McConnell misses 3-pt jump shot from 26 ft,76,74
324,3,2:25.0,Defensive rebound by B. Lopez,,76,74
325,3,2:10.0,B. Lopez misses 2-pt layup from 2 ft,,76,74
326,3,2:08.0,,Defensive rebound by H. Thompson,76,74
327,3,1:46.0,,T. McConnell misses 2-pt jump shot from 8 ft,76,74
328,3,1:44.0,Defensive rebound by R. Hollis-Jefferson,,76,74
329,3,1:36.0,J. Lin makes 2-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),,78,74
330,3,1:12.0,,J. Embiid makes 2-pt jump shot from 11 ft (assist by E. İlyasova),78,76
331,3,0:59.0,J. Harris makes 3-pt jump shot from 26 ft (assist by B. Lopez),,81,76
332,3,0:39.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by T. McConnell),81,79
333,3,0:35.0,J. Lin makes 2-pt layup from 2 ft,,83,79
334,3,0:35.0,Shooting foul by E. İlyasova (drawn by J. Lin),,83,79
335,3,0:35.0,J. Lin makes free throw 1 of 1,,84,79
336,3,0:27.0,,Shooting foul by R. Hollis-Jefferson (drawn by J. Embiid),84,79
337,3,0:27.0,,J. Embiid makes free throw 1 of 2,84,80
338,3,0:27.0,,R. Covington enters the game for H. Thompson,84,80
339,3,0:27.0,,J. Embiid makes free throw 2 of 2,84,81
340,3,0:15.0,Personal block foul by E. İlyasova (drawn by J. Lin),,84,81
341,3,0:15.0,J. Lin makes free throw 1 of 2,,85,81
342,3,0:15.0,T. Booker enters the game for B. Lopez,,85,81
343,3,0:15.0,J. Lin makes free throw 2 of 2,,86,81
344,3,0:05.0,,T. McConnell makes 2-pt layup from 1 ft,86,83
345,3,0:01.0,J. Lin misses 3-pt jump shot from 25 ft,,86,83
346,3,0:00.0,Offensive rebound by Team,,86,83
347,4,11:42.0,,D. Šarić misses 3-pt jump shot from 27 ft,86,83
348,4,11:40.0,Defensive rebound by L. Scola,,86,83
349,4,11:27.0,Turnover by R. Hollis-Jefferson (step out of bounds),,86,83
350,4,11:15.0,,E. İlyasova makes 2-pt jump shot from 17 ft (assist by T. McConnell),86,85
351,4,10:50.0,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,,86,85
352,4,10:49.0,,Defensive rebound by J. Embiid,86,85
353,4,10:40.0,,T. McConnell makes 2-pt jump shot from 12 ft,86,87
354,4,10:28.0,C. LeVert misses 3-pt jump shot from 23 ft,,86,87
355,4,10:26.0,,Defensive rebound by J. Embiid,86,87
356,4,10:13.0,,J. Embiid makes 2-pt layup from 1 ft (assist by D. Šarić),86,89
357,4,9:57.0,C. LeVert misses 2-pt layup from 2 ft,,86,89
358,4,9:56.0,Offensive rebound by Team,,86,89
359,4,9:56.0,,J. Okafor enters the game for J. Embiid,86,89
360,4,9:53.0,I. Whitehead misses 2-pt layup from 1 ft,,86,89
361,4,9:51.0,,Defensive rebound by D. Šarić,86,89
362,4,9:45.0,,D. Šarić makes 3-pt jump shot from 28 ft (assist by T. McConnell),86,92
363,4,9:43.0,Brooklyn full timeout,,86,92
364,4,9:31.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,86,92
365,4,9:30.0,,Defensive rebound by T. McConnell,86,92
366,4,9:22.0,,E. İlyasova misses 2-pt layup from 2 ft,86,92
367,4,9:20.0,,Offensive rebound by J. Okafor,86,92
368,4,9:20.0,,J. Okafor misses 2-pt layup from 2 ft,86,92
369,4,9:18.0,,Offensive rebound by J. Okafor,86,92
370,4,9:18.0,,J. Okafor misses 2-pt layup from 4 ft,86,92
371,4,9:18.0,,Offensive rebound by Team,86,92
372,4,9:09.0,,E. İlyasova makes 2-pt jump shot from 15 ft (assist by T. McConnell),86,94
373,4,9:03.0,Shooting foul by T. McConnell (drawn by I. Whitehead),,86,94
374,4,9:03.0,I. Whitehead misses free throw 1 of 2,,86,94
375,4,9:03.0,Offensive rebound by Team,,86,94
