,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MIAMI_ACTION,PHILADELPHIA_SCORE,MIAMI_SCORE
0,1,11:43.0,,Turnover by H. Whiteside (lost ball; steal by N. Noel),0,0
1,1,11:30.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by N. Stauskas),,3,0
2,1,11:08.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by D. Waiters),3,3
3,1,10:41.0,N. Stauskas misses 3-pt jump shot from 25 ft,,3,3
4,1,10:40.0,,Defensive rebound by G. Dragić,3,3
5,1,10:33.0,,G. Dragić misses 2-pt jump shot from 13 ft,3,3
6,1,10:32.0,Defensive rebound by N. Noel,,3,3
7,1,10:25.0,G. Henderson makes 2-pt layup from 1 ft (assist by T. McConnell),,5,3
8,1,10:04.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by G. Dragić),5,6
9,1,9:49.0,N. Stauskas misses 2-pt jump shot from 5 ft,,5,6
10,1,9:48.0,,Defensive rebound by H. Whiteside,5,6
11,1,9:40.0,,L. Babbitt misses 3-pt jump shot from 25 ft,5,6
12,1,9:39.0,,Offensive rebound by H. Whiteside,5,6
13,1,9:38.0,,H. Whiteside makes 2-pt dunk at rim,5,8
14,1,9:28.0,G. Henderson makes 2-pt jump shot from 14 ft,,7,8
15,1,9:15.0,,H. Whiteside misses 2-pt layup from 3 ft,7,8
16,1,9:14.0,,Offensive rebound by H. Whiteside,7,8
17,1,9:14.0,,Shooting foul by N. Noel (drawn by H. Whiteside),7,8
18,1,9:14.0,,H. Whiteside makes free throw 1 of 2,7,9
19,1,9:14.0,,H. Whiteside misses free throw 2 of 2,7,9
20,1,9:13.0,Defensive rebound by N. Noel,,7,9
21,1,9:02.0,Turnover by N. Noel (bad pass; steal by D. Waiters),,7,9
22,1,8:56.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Waiters),7,11
23,1,8:43.0,E. İlyasova misses 2-pt jump shot from 6 ft,,7,11
24,1,8:42.0,,Defensive rebound by H. Whiteside,7,11
25,1,8:29.0,,R. McGruder misses 2-pt layup from 1 ft,7,11
26,1,8:28.0,,Offensive rebound by H. Whiteside,7,11
27,1,8:26.0,,H. Whiteside makes 2-pt hook shot from 5 ft,7,13
28,1,8:07.0,Shooting foul by L. Babbitt (drawn by E. İlyasova),,7,13
29,1,8:07.0,E. İlyasova misses free throw 1 of 2,,7,13
30,1,8:07.0,Offensive rebound by Team,,7,13
31,1,8:07.0,E. İlyasova makes free throw 2 of 2,,8,13
32,1,7:55.0,,G. Dragić misses 2-pt layup from 1 ft,8,13
33,1,7:54.0,,Offensive rebound by H. Whiteside,8,13
34,1,7:53.0,,H. Whiteside misses 2-pt layup from 1 ft,8,13
35,1,7:52.0,,Offensive rebound by H. Whiteside,8,13
36,1,7:51.0,,H. Whiteside makes 2-pt layup from 1 ft,8,15
37,1,7:34.0,E. İlyasova makes 2-pt layup from 2 ft (assist by T. McConnell),,10,15
38,1,7:22.0,,Turnover by D. Waiters (bad pass; steal by G. Henderson),10,15
39,1,7:12.0,G. Henderson misses 2-pt jump shot from 7 ft (block by H. Whiteside),,10,15
40,1,7:11.0,,Defensive rebound by Team,10,15
41,1,7:10.0,R. Holmes enters the game for N. Noel,,10,15
42,1,6:57.0,,H. Whiteside makes 2-pt hook shot from 4 ft (assist by L. Babbitt),10,17
