,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHILADELPHIA_ACTION,PORTLAND_SCORE,PHILADELPHIA_SCORE
0,1,11:41.0,,J. Embiid misses 2-pt jump shot from 18 ft,0,0
1,1,11:39.0,Defensive rebound by M. Plumlee,,0,0
2,1,11:27.0,C. McCollum makes 2-pt jump shot from 15 ft,,2,0
3,1,11:06.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by J. Embiid),2,3
4,1,10:41.0,C. McCollum misses 2-pt jump shot from 16 ft,,2,3
5,1,10:39.0,Offensive rebound by Team,,2,3
6,1,10:35.0,M. Plumlee misses 2-pt jump shot from 15 ft,,2,3
7,1,10:34.0,,Defensive rebound by J. Embiid,2,3
8,1,10:29.0,,Turnover by E. İlyasova (step out of bounds),2,3
9,1,10:16.0,D. Lillard makes 2-pt jump shot from 19 ft,,4,3
10,1,9:59.0,,R. Covington makes 2-pt layup from 1 ft (assist by J. Embiid),4,5
11,1,9:50.0,D. Lillard misses 3-pt jump shot from 25 ft,,4,5
12,1,9:48.0,,Defensive rebound by N. Stauskas,4,5
13,1,9:37.0,,R. Covington misses 3-pt jump shot from 26 ft,4,5
14,1,9:35.0,,Offensive rebound by E. İlyasova,4,5
15,1,9:25.0,,J. Embiid misses 2-pt jump shot from 4 ft (block by M. Plumlee),4,5
16,1,9:23.0,Defensive rebound by C. McCollum,,4,5
17,1,9:21.0,D. Lillard makes 2-pt layup from 1 ft (assist by C. McCollum),,6,5
18,1,8:59.0,,E. İlyasova misses 2-pt jump shot from 22 ft,6,5
19,1,8:57.0,Defensive rebound by M. Plumlee,,6,5
20,1,8:49.0,C. McCollum misses 3-pt jump shot from 24 ft,,6,5
21,1,8:47.0,,Defensive rebound by J. Embiid,6,5
22,1,8:40.0,,J. Embiid misses 2-pt jump shot from 16 ft,6,5
23,1,8:38.0,Defensive rebound by N. Vonleh,,6,5
24,1,8:23.0,M. Plumlee makes 2-pt dunk at rim (assist by E. Turner),,8,5
25,1,8:11.0,,Shooting foul by N. Vonleh (drawn by J. Embiid),8,5
26,1,8:11.0,,J. Embiid misses free throw 1 of 2,8,5
27,1,8:11.0,,Offensive rebound by Team,8,5
28,1,8:11.0,,J. Embiid makes free throw 2 of 2,8,6
29,1,7:59.0,D. Lillard makes 2-pt jump shot from 18 ft (assist by E. Turner),,10,6
30,1,7:42.0,,Turnover by T. McConnell (bad pass; steal by N. Vonleh),10,6
31,1,7:34.0,D. Lillard makes 3-pt jump shot from 28 ft (assist by M. Plumlee),,13,6
32,1,7:33.0,,Philadelphia full timeout,13,6
33,1,7:18.0,,T. McConnell makes 2-pt jump shot from 16 ft (assist by J. Embiid),13,8
34,1,7:00.0,,Offensive charge foul by M. Plumlee (drawn by E. İlyasova),13,8
35,1,7:00.0,Turnover by M. Plumlee (offensive foul),,13,8
36,1,6:51.0,,E. İlyasova misses 2-pt jump shot from 3 ft (block by M. Plumlee),13,8
37,1,6:51.0,,Offensive rebound by Team,13,8
38,1,6:43.0,,Turnover by T. McConnell (traveling),13,8
39,1,6:27.0,E. Turner makes 2-pt jump shot from 15 ft,,15,8
40,1,6:16.0,,R. Covington misses 2-pt layup from 2 ft,15,8
41,1,6:13.0,,Offensive rebound by J. Embiid,15,8
42,1,6:13.0,,J. Embiid makes 2-pt layup from 1 ft,15,10
43,1,6:00.0,E. Turner misses 3-pt jump shot from 24 ft,,15,10
44,1,5:58.0,Offensive rebound by E. Turner,,15,10
45,1,5:51.0,C. McCollum misses 2-pt layup from 2 ft (block by J. Embiid),,15,10
46,1,5:51.0,Offensive rebound by Team,,15,10
47,1,5:51.0,,N. Noel enters the game for J. Embiid,15,10
48,1,5:51.0,,G. Henderson enters the game for N. Stauskas,15,10
49,1,5:51.0,A. Crabbe enters the game for C. McCollum,,15,10
50,1,5:36.0,M. Plumlee misses 2-pt jump shot from 16 ft,,15,10
51,1,5:35.0,,Defensive rebound by N. Noel,15,10
52,1,5:27.0,,T. McConnell makes 2-pt jump shot from 16 ft,15,12
53,1,5:08.0,E. Turner misses 2-pt jump shot from 14 ft (block by R. Covington),,15,12
54,1,5:07.0,,Defensive rebound by G. Henderson,15,12
55,1,4:50.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),15,15
56,1,4:48.0,Portland full timeout,,15,15
57,1,4:48.0,M. Harkless enters the game for E. Turner,,15,15
58,1,4:48.0,A. Aminu enters the game for N. Vonleh,,15,15
59,1,4:48.0,,D. Šarić enters the game for E. İlyasova,15,15
60,1,4:48.0,,S. Rodríguez enters the game for T. McConnell,15,15
61,1,4:35.0,Turnover by A. Aminu (bad pass; steal by S. Rodríguez),,15,15
62,1,4:28.0,,S. Rodríguez misses 3-pt jump shot from 24 ft,15,15
63,1,4:26.0,Defensive rebound by A. Aminu,,15,15
64,1,4:15.0,Shooting foul by R. Covington (drawn by M. Plumlee),,15,15
65,1,4:15.0,M. Plumlee makes free throw 1 of 2,,16,15
66,1,4:15.0,M. Plumlee makes free throw 2 of 2,,17,15
