,QUARTER,TIME_REMAINING,ATLANTA_ACTION,WASHINGTON_ACTION,ATLANTA_SCORE,WASHINGTON_SCORE
0,1,11:43.0,Shooting foul by M. Morris (drawn by P. Millsap),,0,0
1,1,11:43.0,P. Millsap misses free throw 1 of 2,,0,0
2,1,11:43.0,Offensive rebound by Team,,0,0
3,1,11:43.0,P. Millsap misses free throw 2 of 2,,0,0
4,1,11:42.0,,Defensive rebound by O. Porter,0,0
5,1,11:25.0,,J. Wall makes 2-pt jump shot from 18 ft,0,2
6,1,10:56.0,D. Schröder misses 2-pt jump shot from 19 ft,,0,2
7,1,10:55.0,,Defensive rebound by O. Porter,0,2
8,1,10:44.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Wall),0,5
9,1,10:23.0,D. Howard misses 2-pt jump shot from 18 ft,,0,5
10,1,10:22.0,,Defensive rebound by O. Porter,0,5
11,1,10:07.0,,M. Morris misses 3-pt jump shot from 27 ft,0,5
12,1,10:06.0,Defensive rebound by T. Hardaway,,0,5
13,1,10:01.0,Turnover by T. Hardaway (bad pass; steal by M. Morris),,0,5
14,1,9:53.0,,B. Beal misses 3-pt jump shot from 26 ft,0,5
15,1,9:53.0,Defensive rebound by T. Prince,,0,5
16,1,9:29.0,T. Hardaway misses 3-pt jump shot from 29 ft,,0,5
17,1,9:28.0,Offensive rebound by Team,,0,5
18,1,9:23.0,D. Schröder misses 2-pt layup from 3 ft,,0,5
19,1,9:21.0,,Defensive rebound by M. Gortat,0,5
20,1,9:05.0,,J. Wall misses 2-pt jump shot from 12 ft,0,5
21,1,9:05.0,Defensive rebound by D. Howard,,0,5
22,1,8:51.0,P. Millsap makes 2-pt layup at rim,,2,5
23,1,8:36.0,,B. Beal misses 2-pt jump shot from 20 ft,2,5
24,1,8:35.0,Defensive rebound by D. Howard,,2,5
25,1,8:28.0,T. Hardaway misses 2-pt layup from 2 ft,,2,5
26,1,8:27.0,,Defensive rebound by M. Gortat,2,5
27,1,8:20.0,,O. Porter makes 2-pt jump shot from 5 ft,2,7
28,1,8:02.0,Turnover by P. Millsap (bad pass),,2,7
29,1,7:52.0,,Turnover by J. Wall (bad pass; steal by T. Hardaway),2,7
30,1,7:46.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,5,7
31,1,7:26.0,,M. Gortat makes 2-pt jump shot from 6 ft (assist by J. Wall),5,9
