,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MILWAUKEE_ACTION,MEMPHIS_SCORE,MILWAUKEE_SCORE
91,1,0:43.0,,M. Beasley misses 2-pt jump shot from 15 ft,17,24
92,1,0:41.0,Defensive rebound by Z. Randolph,,17,24
93,1,0:31.0,W. Baldwin makes 2-pt layup at rim,,19,24
94,1,0:15.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,19,24
95,1,0:14.0,Defensive rebound by J. Martin,,19,24
96,1,0:00.0,Z. Randolph misses 3-pt jump shot from 25 ft,,19,24
97,1,0:00.0,Offensive rebound by Team,,19,24
98,2,11:42.0,V. Carter makes 2-pt layup from 1 ft (assist by W. Baldwin),,21,24
99,2,11:19.0,,G. Monroe misses 2-pt layup from 2 ft (block by J. Martin),21,24
100,2,11:17.0,,Offensive rebound by G. Monroe,21,24
101,2,11:13.0,,J. Terry misses 2-pt jump shot from 20 ft,21,24
102,2,11:12.0,Defensive rebound by J. Martin,,21,24
103,2,10:59.0,V. Carter makes 2-pt dunk at rim,,23,24
104,2,10:55.0,,Milwaukee full timeout,23,24
105,2,10:55.0,,M. Plumlee enters the game for G. Monroe,23,24
106,2,10:37.0,,M. Brogdon misses 3-pt jump shot from 28 ft,23,24
107,2,10:36.0,Defensive rebound by W. Baldwin,,23,24
108,2,10:23.0,V. Carter misses 3-pt jump shot from 24 ft,,23,24
109,2,10:23.0,,Defensive rebound by Team,23,24
110,2,10:13.0,,Turnover by G. Antetokounmpo (bad pass; steal by Z. Randolph),23,24
111,2,10:10.0,Z. Randolph misses 2-pt layup at rim (block by G. Antetokounmpo),,23,24
112,2,10:10.0,Offensive rebound by Team,,23,24
113,2,10:04.0,Offensive foul by A. Harrison (drawn by J. Terry),,23,24
114,2,10:04.0,Turnover by A. Harrison (offensive foul),,23,24
115,2,10:04.0,C. Parsons enters the game for A. Harrison,,23,24
116,2,9:47.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),23,27
117,2,9:32.0,Z. Randolph makes 2-pt layup at rim,,25,27
118,2,9:20.0,,M. Brogdon misses 2-pt jump shot from 12 ft,25,27
119,2,9:18.0,Defensive rebound by Z. Randolph,,25,27
120,2,9:07.0,Z. Randolph misses 2-pt hook shot from 3 ft,,25,27
121,2,9:07.0,Offensive rebound by Team,,25,27
122,2,8:58.0,C. Parsons misses 2-pt jump shot from 15 ft,,25,27
123,2,8:57.0,,Defensive rebound by M. Plumlee,25,27
124,2,8:41.0,,G. Antetokounmpo misses 2-pt jump shot from 6 ft,25,27
125,2,8:40.0,Defensive rebound by J. Martin,,25,27
126,2,8:29.0,Z. Randolph misses 2-pt layup from 1 ft,,25,27
127,2,8:28.0,Offensive rebound by Team,,25,27
128,2,8:08.0,W. Baldwin misses 3-pt jump shot from 26 ft,,25,27
129,2,8:07.0,,Defensive rebound by Team,25,27
130,2,7:50.0,,M. Brogdon makes 2-pt layup at rim (assist by M. Plumlee),25,29
131,2,7:32.0,V. Carter makes 2-pt layup from 1 ft,,27,29
132,2,7:25.0,,M. Brogdon misses 2-pt layup from 2 ft,27,29
133,2,7:23.0,Defensive rebound by Z. Randolph,,27,29
134,2,7:16.0,C. Parsons misses 3-pt jump shot from 26 ft,,27,29
135,2,7:14.0,,Defensive rebound by M. Teletović,27,29
136,2,7:06.0,,G. Antetokounmpo misses 2-pt jump shot from 9 ft,27,29
137,2,7:06.0,Defensive rebound by Team,,27,29
138,2,7:06.0,,Loose ball foul by M. Plumlee (drawn by Z. Randolph),27,29
139,2,7:06.0,M. Gasol enters the game for J. Martin,,27,29
140,2,7:06.0,,M. Dellavedova enters the game for M. Brogdon,27,29
141,2,7:06.0,,J. Parker enters the game for M. Teletović,27,29
142,2,7:06.0,J. Green enters the game for Z. Randolph,,27,29
143,2,6:53.0,Turnover by C. Parsons (bad pass; steal by J. Terry),,27,29
144,2,6:47.0,,Shooting foul by M. Gasol (drawn by M. Plumlee),27,29
145,2,6:47.0,,M. Plumlee misses free throw 1 of 2,27,29
146,2,6:47.0,,Offensive rebound by Team,27,29
147,2,6:47.0,J. Ennis enters the game for V. Carter,,27,29
148,2,6:47.0,M. Conley enters the game for W. Baldwin,,27,29
149,2,6:47.0,,M. Plumlee makes free throw 2 of 2,27,30
150,2,6:35.0,Turnover by J. Green (bad pass; steal by M. Plumlee),,27,30
151,2,6:31.0,,J. Parker makes 2-pt dunk at rim (assist by J. Terry),27,32
152,2,6:18.0,Personal foul by M. Plumlee (drawn by M. Gasol),,27,32
153,2,6:05.0,M. Gasol misses 2-pt jump shot from 18 ft,,27,32
154,2,6:04.0,,Defensive rebound by G. Antetokounmpo,27,32
155,2,5:55.0,,J. Parker misses 2-pt jump shot from 21 ft,27,32
156,2,5:54.0,Defensive rebound by C. Parsons,,27,32
157,2,5:38.0,M. Gasol misses 2-pt jump shot from 14 ft,,27,32
158,2,5:37.0,,Defensive rebound by G. Antetokounmpo,27,32
159,2,5:34.0,,G. Antetokounmpo makes 2-pt jump shot from 4 ft,27,34
160,2,5:34.0,,Shooting foul by J. Ennis (drawn by G. Antetokounmpo),27,34
161,2,5:34.0,Official timeout,,27,34
162,2,5:34.0,,T. Snell enters the game for J. Terry,27,34
163,2,5:34.0,J. Martin enters the game for J. Ennis,,27,34
164,2,5:34.0,,G. Antetokounmpo makes free throw 1 of 1,27,35
165,2,5:16.0,C. Parsons makes 2-pt jump shot from 18 ft (assist by M. Conley),,29,35
166,2,4:55.0,,Personal foul by M. Conley (drawn by M. Dellavedova),29,35
167,2,4:55.0,V. Carter enters the game for C. Parsons,,29,35
168,2,4:48.0,,J. Parker misses 2-pt layup from 1 ft,29,35
169,2,4:46.0,Defensive rebound by J. Martin,,29,35
170,2,4:37.0,Personal foul by G. Antetokounmpo (drawn by J. Green),,29,35
171,2,4:25.0,M. Gasol misses 2-pt hook shot from 2 ft,,29,35
172,2,4:23.0,,Defensive rebound by G. Antetokounmpo,29,35
173,2,4:18.0,,J. Parker makes 2-pt layup from 1 ft (assist by M. Dellavedova),29,37
174,2,4:00.0,M. Gasol makes 2-pt jump shot from 7 ft,,31,37
175,2,3:44.0,,M. Dellavedova makes 2-pt jump shot from 20 ft,31,39
176,2,3:34.0,Personal foul by M. Dellavedova (drawn by V. Carter),,31,39
177,2,3:26.0,Turnover by M. Conley (lost ball),,31,39
178,2,3:12.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),31,42
179,2,3:05.0,Memphis full timeout,,31,42
180,2,2:48.0,V. Carter misses 3-pt jump shot from 28 ft,,31,42
181,2,2:46.0,,Defensive rebound by G. Antetokounmpo,31,42
182,2,2:36.0,,J. Parker misses 2-pt jump shot from 14 ft,31,42
183,2,2:35.0,,Offensive rebound by J. Parker,31,42
184,2,2:30.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,31,42
185,2,2:29.0,,Offensive rebound by M. Dellavedova,31,42
186,2,2:25.0,,M. Dellavedova misses 2-pt jump shot from 18 ft,31,42
187,2,2:24.0,Defensive rebound by M. Conley,,31,42
188,2,2:12.0,Turnover by J. Martin (bad pass; steal by G. Antetokounmpo),,31,42
189,2,2:08.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Parker),31,44
190,2,1:50.0,Shooting foul by M. Dellavedova (drawn by M. Conley),,31,44
191,2,1:50.0,M. Conley makes free throw 1 of 2,,32,44
192,2,1:50.0,A. Harrison enters the game for J. Green,,32,44
193,2,1:50.0,,M. Brogdon enters the game for M. Plumlee,32,44
194,2,1:50.0,,J. Henson enters the game for M. Dellavedova,32,44
195,2,1:50.0,M. Conley makes free throw 2 of 2,,33,44
196,2,1:26.0,,Turnover by Team (shot clock),33,44
197,2,1:17.0,M. Conley misses 2-pt jump shot from 10 ft,,33,44
198,2,1:15.0,,Defensive rebound by J. Henson,33,44
199,2,1:09.0,,T. Snell misses 3-pt jump shot from 28 ft,33,44
200,2,1:09.0,,Offensive rebound by Team,33,44
201,2,1:09.0,Loose ball foul by A. Harrison (drawn by J. Parker),,33,44
202,2,1:03.0,,J. Parker misses 2-pt layup from 3 ft,33,44
203,2,1:01.0,Defensive rebound by M. Gasol,,33,44
204,2,0:49.0,J. Martin misses 2-pt layup at rim (block by J. Henson),,33,44
205,2,0:46.0,,Defensive rebound by J. Henson,33,44
206,2,0:42.0,,Turnover by M. Brogdon (bad pass; steal by V. Carter),33,44
207,2,0:41.0,Personal foul by M. Brogdon (drawn by M. Conley),,33,44
208,2,0:41.0,M. Conley makes free throw 1 of 2,,34,44
209,2,0:41.0,M. Conley makes free throw 2 of 2,,35,44
210,2,0:28.0,,T. Snell misses 3-pt jump shot from 27 ft,35,44
211,2,0:26.0,Defensive rebound by M. Conley,,35,44
212,2,0:02.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by V. Carter),,37,44
213,2,0:02.0,,Turnover by G. Antetokounmpo (bad pass; steal by A. Harrison),37,44
214,2,0:01.0,A. Harrison makes 2-pt layup from 1 ft,,39,44
215,3,11:43.0,M. Gasol makes 2-pt hook shot from 3 ft (assist by J. Green),,41,44
216,3,11:23.0,,J. Parker makes 2-pt jump shot from 3 ft,41,46
217,3,11:02.0,M. Gasol misses 3-pt jump shot from 26 ft,,41,46
218,3,11:00.0,,Defensive rebound by Team,41,46
219,3,10:41.0,,J. Parker misses 3-pt jump shot from 26 ft,41,46
220,3,10:39.0,Defensive rebound by M. Conley,,41,46
221,3,10:35.0,Shooting foul by J. Parker (drawn by M. Conley),,41,46
222,3,10:35.0,M. Conley makes free throw 1 of 2,,42,46
223,3,10:35.0,M. Conley makes free throw 2 of 2,,43,46
224,3,10:18.0,,T. Snell misses 2-pt jump shot from 16 ft,43,46
225,3,10:17.0,Defensive rebound by C. Parsons,,43,46
226,3,10:01.0,J. Ennis misses 3-pt jump shot from 27 ft,,43,46
227,3,10:00.0,,Defensive rebound by Team,43,46
228,3,9:45.0,,Shooting foul by M. Gasol (drawn by J. Henson),43,46
229,3,9:45.0,,J. Henson makes free throw 1 of 2,43,47
230,3,9:45.0,,J. Henson makes free throw 2 of 2,43,48
231,3,9:24.0,C. Parsons misses 3-pt jump shot from 29 ft,,43,48
232,3,9:24.0,Offensive rebound by J. Green,,43,48
233,3,9:24.0,J. Green makes 2-pt layup at rim,,45,48
234,3,9:24.0,Shooting foul by G. Antetokounmpo (drawn by J. Green),,45,48
235,3,9:24.0,J. Green makes free throw 1 of 1,,46,48
236,3,9:16.0,,Shooting foul by J. Green (drawn by J. Parker),46,48
237,3,9:16.0,,J. Parker makes free throw 1 of 2,46,49
238,3,9:16.0,,J. Parker makes free throw 2 of 2,46,50
239,3,9:02.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by C. Parsons),,48,50
240,3,8:42.0,,Turnover by G. Antetokounmpo (traveling),48,50
241,3,8:23.0,M. Gasol misses 2-pt jump shot from 14 ft,,48,50
242,3,8:23.0,,Defensive rebound by Team,48,50
243,3,8:23.0,Loose ball foul by J. Green (drawn by T. Snell),,48,50
244,3,7:57.0,,J. Henson misses 2-pt jump shot from 15 ft,48,50
245,3,7:56.0,Defensive rebound by J. Ennis,,48,50
246,3,7:45.0,Shooting foul by J. Henson (drawn by M. Conley),,48,50
247,3,7:45.0,M. Conley makes free throw 1 of 2,,49,50
248,3,7:45.0,M. Conley makes free throw 2 of 2,,50,50
249,3,7:35.0,,J. Henson makes 2-pt layup from 1 ft (assist by J. Parker),50,52
250,3,7:22.0,M. Conley misses 3-pt jump shot from 25 ft,,50,52
251,3,7:20.0,,Defensive rebound by J. Henson,50,52
252,3,7:05.0,,M. Dellavedova makes 2-pt jump shot from 11 ft,50,54
253,3,6:44.0,,Violation by J. Henson (def goaltending),50,54
254,3,6:44.0,C. Parsons makes 2-pt layup from 1 ft,,52,54
255,3,6:34.0,,Personal foul by J. Green (drawn by J. Henson),52,54
256,3,6:34.0,V. Carter enters the game for C. Parsons,,52,54
257,3,6:33.0,,Personal foul by J. Ennis (drawn by G. Antetokounmpo),52,54
258,3,6:33.0,,G. Antetokounmpo makes free throw 1 of 2,52,55
259,3,6:33.0,,G. Antetokounmpo misses free throw 2 of 2,52,55
260,3,6:32.0,Defensive rebound by J. Green,,52,55
261,3,6:15.0,V. Carter makes 3-pt jump shot from 24 ft,,55,55
262,3,5:56.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Dellavedova),55,57
263,3,5:43.0,Personal foul by J. Henson (drawn by M. Gasol),,55,57
264,3,5:43.0,,Milwaukee full timeout,55,57
265,3,5:43.0,,M. Beasley enters the game for J. Parker,55,57
266,3,5:28.0,M. Gasol makes 3-pt jump shot from 24 ft (assist by M. Conley),,58,57
267,3,5:14.0,,J. Henson makes 2-pt dunk at rim (assist by G. Antetokounmpo),58,59
268,3,4:53.0,V. Carter makes 2-pt layup from 1 ft (assist by M. Gasol),,60,59
269,3,4:27.0,,G. Antetokounmpo makes 2-pt jump shot from 20 ft,60,61
270,3,4:07.0,V. Carter misses 3-pt jump shot from 24 ft,,60,61
271,3,4:05.0,,Defensive rebound by J. Henson,60,61
272,3,3:52.0,,J. Henson misses 2-pt layup at rim,60,61
273,3,3:50.0,Defensive rebound by M. Gasol,,60,61
274,3,3:39.0,Shooting foul by G. Antetokounmpo (drawn by M. Gasol),,60,61
275,3,3:39.0,M. Gasol makes free throw 1 of 2,,61,61
276,3,3:39.0,,Milwaukee full timeout,61,61
277,3,3:39.0,A. Harrison enters the game for M. Conley,,61,61
278,3,3:39.0,M. Gasol makes free throw 2 of 2,,62,61
279,3,3:21.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),62,64
280,3,3:01.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by J. Ennis),,64,64
281,3,2:50.0,,Turnover by G. Antetokounmpo (traveling),64,64
282,3,2:50.0,Memphis full timeout,,64,64
283,3,2:50.0,,J. Terry enters the game for J. Henson,64,64
284,3,2:50.0,,M. Brogdon enters the game for T. Snell,64,64
285,3,2:50.0,,G. Monroe enters the game for M. Beasley,64,64
286,3,2:50.0,,M. Beasley enters the game for M. Dellavedova,64,64
287,3,2:50.0,Z. Randolph enters the game for M. Gasol,,64,64
288,3,2:33.0,A. Harrison misses 3-pt jump shot from 25 ft,,64,64
289,3,2:32.0,,Defensive rebound by G. Monroe,64,64
290,3,2:15.0,,Turnover by G. Monroe (lost ball; steal by A. Harrison),64,64
291,3,2:11.0,J. Green misses 2-pt layup at rim (block by G. Antetokounmpo),,64,64
292,3,2:08.0,,Defensive rebound by M. Beasley,64,64
293,3,2:05.0,,M. Beasley makes 2-pt layup from 1 ft,64,66
294,3,1:44.0,V. Carter makes 2-pt jump shot from 19 ft (assist by J. Green),,66,66
295,3,1:35.0,,Shooting foul by A. Harrison (drawn by G. Antetokounmpo),66,66
296,3,1:35.0,,G. Antetokounmpo makes free throw 1 of 2,66,67
297,3,1:35.0,J. Martin enters the game for J. Green,,66,67
298,3,1:35.0,,G. Antetokounmpo makes free throw 2 of 2,66,68
299,3,1:18.0,Shooting foul by M. Brogdon (drawn by V. Carter),,66,68
300,3,1:18.0,V. Carter makes free throw 1 of 2,,67,68
301,3,1:18.0,W. Baldwin enters the game for J. Ennis,,67,68
302,3,1:18.0,V. Carter makes free throw 2 of 2,,68,68
303,3,1:09.0,,Personal foul by A. Harrison (drawn by G. Antetokounmpo),68,68
304,3,1:09.0,,G. Antetokounmpo makes free throw 1 of 2,68,69
305,3,1:09.0,,G. Antetokounmpo makes free throw 2 of 2,68,70
306,3,0:58.0,Turnover by W. Baldwin (bad pass),,68,70
307,3,0:39.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Monroe),68,73
308,3,0:26.0,Z. Randolph makes 2-pt jump shot from 15 ft,,70,73
309,3,0:05.0,,Shooting foul by J. Martin (drawn by M. Beasley),70,73
310,3,0:05.0,,M. Beasley makes free throw 1 of 2,70,74
311,3,0:05.0,,T. Snell enters the game for G. Antetokounmpo,70,74
312,3,0:05.0,M. Conley enters the game for W. Baldwin,,70,74
313,3,0:05.0,,M. Beasley makes free throw 2 of 2,70,75
314,3,0:00.0,M. Conley misses 3-pt jump shot from 28 ft,,70,75
315,3,0:00.0,Offensive rebound by Team,,70,75
316,4,11:51.0,,M. Beasley makes 2-pt layup from 3 ft (assist by M. Brogdon),70,77
317,4,11:51.0,,Shooting foul by J. Martin (drawn by M. Beasley),70,77
318,4,11:51.0,,M. Beasley makes free throw 1 of 1,70,78
319,4,11:34.0,Personal foul by G. Monroe (drawn by W. Baldwin),,70,78
320,4,11:21.0,V. Carter makes 2-pt jump shot from 20 ft (assist by A. Harrison),,72,78
321,4,11:08.0,,M. Brogdon makes 2-pt layup from 1 ft,72,80
322,4,10:52.0,J. Martin misses 3-pt jump shot from 26 ft,,72,80
323,4,10:51.0,,Defensive rebound by J. Terry,72,80
324,4,10:38.0,,J. Parker makes 2-pt dunk at rim (assist by M. Brogdon),72,82
325,4,10:38.0,Memphis full timeout,,72,82
326,4,10:38.0,M. Gasol enters the game for J. Martin,,72,82
327,4,10:17.0,Z. Randolph misses 2-pt jump shot from 7 ft,,72,82
328,4,10:15.0,,Defensive rebound by G. Monroe,72,82
329,4,10:10.0,,M. Beasley makes 2-pt layup at rim,72,84
330,4,10:01.0,Turnover by W. Baldwin (bad pass; steal by G. Monroe),,72,84
331,4,9:59.0,,Shooting foul by W. Baldwin (drawn by G. Monroe),72,84
332,4,9:59.0,,G. Monroe makes free throw 1 of 2,72,85
333,4,9:59.0,J. Ennis enters the game for W. Baldwin,,72,85
334,4,9:59.0,,G. Monroe makes free throw 2 of 2,72,86
335,4,9:49.0,J. Ennis makes 2-pt layup at rim (assist by V. Carter),,74,86
336,4,9:36.0,,Shooting foul by M. Gasol (drawn by J. Parker),74,86
337,4,9:36.0,,J. Parker makes free throw 1 of 2,74,87
338,4,9:36.0,,J. Parker makes free throw 2 of 2,74,88
339,4,9:15.0,J. Ennis makes 3-pt jump shot from 27 ft (assist by A. Harrison),,77,88
340,4,8:57.0,,M. Brogdon makes 3-pt jump shot from 27 ft,77,91
341,4,8:37.0,Turnover by M. Gasol (bad pass),,77,91
342,4,8:26.0,,J. Parker misses 3-pt jump shot from 24 ft,77,91
343,4,8:24.0,Defensive rebound by Z. Randolph,,77,91
344,4,8:09.0,J. Ennis misses 3-pt jump shot from 24 ft,,77,91
345,4,8:07.0,,Defensive rebound by J. Parker,77,91
346,4,8:02.0,,Turnover by J. Parker (bad pass; steal by Z. Randolph),77,91
347,4,7:53.0,J. Ennis misses 3-pt jump shot from 24 ft,,77,91
348,4,7:51.0,Offensive rebound by Z. Randolph,,77,91
349,4,7:50.0,Z. Randolph makes 2-pt layup from 1 ft,,79,91
350,4,7:24.0,,M. Beasley misses 2-pt hook shot from 7 ft,79,91
351,4,7:22.0,Defensive rebound by Team,,79,91
352,4,7:22.0,M. Conley enters the game for A. Harrison,,79,91
353,4,7:08.0,M. Gasol misses 3-pt jump shot from 26 ft,,79,91
354,4,7:08.0,,Defensive rebound by Team,79,91
355,4,7:08.0,Loose ball foul by Z. Randolph (drawn by M. Beasley),,79,91
356,4,6:52.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Monroe),79,93
357,4,6:43.0,M. Conley makes 3-pt jump shot from 26 ft,,82,93
358,4,6:26.0,,J. Parker misses 2-pt layup from 1 ft,82,93
359,4,6:23.0,Defensive rebound by Z. Randolph,,82,93
360,4,6:11.0,Shooting foul by G. Monroe (drawn by M. Gasol),,82,93
361,4,6:11.0,,Milwaukee full timeout,82,93
362,4,6:11.0,M. Gasol makes free throw 1 of 2,,83,93
363,4,6:11.0,C. Parsons enters the game for J. Ennis,,82,93
364,4,6:11.0,M. Gasol makes free throw 2 of 2,,84,93
365,4,6:01.0,,Turnover by M. Brogdon (bad pass; steal by C. Parsons),84,93
366,4,5:51.0,M. Conley makes 2-pt jump shot from 22 ft,,86,93
367,4,5:23.0,,J. Parker misses 2-pt layup from 4 ft (block by C. Parsons),86,93
368,4,5:21.0,Defensive rebound by M. Conley,,86,93
369,4,5:13.0,Z. Randolph makes 2-pt hook shot from 7 ft (assist by M. Gasol),,88,93
370,4,5:12.0,,M. Beasley makes 2-pt jump shot from 7 ft (assist by M. Brogdon),88,95
371,4,4:41.0,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Gasol),,90,95
372,4,4:19.0,,M. Beasley makes 2-pt jump shot from 8 ft (assist by G. Monroe),90,97
373,4,4:01.0,C. Parsons makes 2-pt jump shot from 14 ft (assist by M. Gasol),,92,97
374,4,3:44.0,,Shooting foul by M. Gasol (drawn by J. Parker),92,97
375,4,3:44.0,,J. Parker misses free throw 1 of 2,92,97
376,4,3:44.0,,Offensive rebound by Team,92,97
377,4,3:44.0,,G. Antetokounmpo enters the game for M. Beasley,92,97
378,4,3:44.0,,M. Dellavedova enters the game for M. Brogdon,92,97
379,4,3:44.0,,J. Parker makes free throw 2 of 2,92,98
380,4,3:22.0,Shooting foul by G. Antetokounmpo (drawn by M. Gasol),,92,98
381,4,3:22.0,M. Gasol makes free throw 1 of 2,,93,98
