,QUARTER,TIME_REMAINING,NEW YORK_ACTION,HOUSTON_ACTION,NEW YORK_SCORE,HOUSTON_SCORE
0,1,11:43.0,C. Anthony misses 2-pt jump shot from 18 ft,,0,0
1,1,11:42.0,Offensive rebound by B. Jennings,,0,0
2,1,11:40.0,Turnover by B. Jennings (bad pass; steal by T. Ariza),,0,0
3,1,11:17.0,,C. Brewer misses 3-pt jump shot from 23 ft,0,0
4,1,11:16.0,Defensive rebound by J. Noah,,0,0
5,1,11:01.0,L. Thomas makes 2-pt layup at rim (assist by D. Rose),,2,0
6,1,10:43.0,,T. Ariza misses 3-pt jump shot from 24 ft,2,0
7,1,10:42.0,Defensive rebound by J. Noah,,2,0
8,1,10:24.0,D. Rose makes 3-pt jump shot from 24 ft (assist by C. Anthony),,5,0
9,1,10:09.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),5,3
10,1,9:50.0,L. Thomas makes 2-pt hook shot from 8 ft,,7,3
11,1,9:39.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by T. Ariza),7,6
12,1,9:22.0,B. Jennings makes 2-pt jump shot from 16 ft,,9,6
13,1,9:10.0,,Turnover by J. Harden (bad pass),9,6
14,1,9:00.0,Shooting foul by M. Harrell (drawn by J. Noah),,9,6
15,1,9:00.0,J. Noah misses free throw 1 of 2,,9,6
16,1,9:00.0,Offensive rebound by Team,,9,6
17,1,9:00.0,J. Noah makes free throw 2 of 2,,10,6
18,1,8:45.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by M. Harrell),10,9
19,1,8:33.0,B. Jennings makes 2-pt layup from 2 ft,,12,9
20,1,8:25.0,,R. Anderson misses 3-pt jump shot from 26 ft,12,9
21,1,8:24.0,Defensive rebound by J. Noah,,12,9
22,1,8:16.0,D. Rose misses 2-pt jump shot from 11 ft,,12,9
23,1,8:15.0,Offensive rebound by D. Rose,,12,9
24,1,8:13.0,D. Rose makes 2-pt jump shot from 8 ft,,14,9
25,1,7:59.0,,M. Harrell misses 2-pt layup at rim,14,9
26,1,7:57.0,Defensive rebound by J. Noah,,14,9
27,1,7:48.0,C. Anthony misses 3-pt jump shot from 25 ft,,14,9
28,1,7:46.0,Offensive rebound by Team,,14,9
29,1,7:46.0,,Loose ball foul by C. Brewer (drawn by L. Thomas),14,9
30,1,7:26.0,L. Thomas misses 2-pt layup from 1 ft (block by R. Anderson),,14,9
31,1,7:25.0,,Defensive rebound by C. Brewer,14,9
32,1,7:12.0,,R. Anderson misses 3-pt jump shot from 26 ft,14,9
33,1,7:11.0,Defensive rebound by J. Noah,,14,9
34,1,7:03.0,J. Noah misses 2-pt layup at rim,,14,9
35,1,7:02.0,,Defensive rebound by R. Anderson,14,9
36,1,6:58.0,,Turnover by C. Brewer (bad pass; steal by D. Rose),14,9
37,1,6:44.0,B. Jennings makes 3-pt jump shot from 24 ft (assist by D. Rose),,17,9
38,1,6:26.0,,J. Harden misses 2-pt jump shot from 6 ft,17,9
39,1,6:24.0,,Offensive rebound by J. Harden,17,9
40,1,6:13.0,,M. Harrell makes 2-pt layup from 1 ft (assist by J. Harden),17,11
41,1,5:58.0,B. Jennings makes 2-pt jump shot from 14 ft,,19,11
42,1,5:49.0,,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),19,13
43,1,5:41.0,New York full timeout,,19,13
44,1,5:41.0,,E. Gordon enters the game for C. Brewer,19,13
45,1,5:32.0,D. Rose misses 2-pt jump shot from 15 ft,,19,13
46,1,5:32.0,,Defensive rebound by T. Ariza,19,13
47,1,5:27.0,,Turnover by J. Harden (bad pass),19,13
48,1,5:11.0,B. Jennings makes 2-pt jump shot from 19 ft,,21,13
49,1,4:49.0,,E. Gordon misses 3-pt jump shot from 24 ft,21,13
50,1,4:47.0,Defensive rebound by D. Rose,,21,13
51,1,4:44.0,Shooting foul by T. Ariza (drawn by D. Rose),,21,13
52,1,4:44.0,D. Rose makes free throw 1 of 2,,22,13
53,1,4:44.0,,N. Hilário enters the game for M. Harrell,22,13
54,1,4:44.0,,S. Dekker enters the game for R. Anderson,22,13
55,1,4:44.0,W. Hernangómez enters the game for J. Noah,,22,13
56,1,4:44.0,D. Rose makes free throw 2 of 2,,23,13
57,1,4:32.0,,S. Dekker misses 3-pt jump shot from 23 ft,23,13
58,1,4:31.0,,Offensive rebound by J. Harden,23,13
59,1,4:27.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by J. Harden),23,16
60,1,4:04.0,L. Thomas misses 2-pt layup from 1 ft,,23,16
61,1,4:03.0,,Defensive rebound by J. Harden,23,16
62,1,3:59.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),23,19
63,1,3:38.0,C. Anthony makes 2-pt layup from 2 ft,,25,19
64,1,3:13.0,,E. Gordon misses 3-pt jump shot from 25 ft,25,19
65,1,3:11.0,Defensive rebound by W. Hernangómez,,25,19
66,1,3:04.0,B. Jennings misses 3-pt jump shot from 25 ft,,25,19
67,1,3:03.0,,Defensive rebound by J. Harden,25,19
68,1,2:59.0,,Turnover by E. Gordon (step out of bounds),25,19
69,1,2:59.0,,Houston full timeout,25,19
70,1,2:59.0,J. Holiday enters the game for C. Anthony,,25,19
71,1,2:59.0,M. Kuzminskas enters the game for D. Rose,,25,19
72,1,2:45.0,M. Kuzminskas makes 2-pt dunk at rim (assist by L. Thomas),,27,19
73,1,2:20.0,,T. Ariza misses 3-pt jump shot from 25 ft,27,19
74,1,2:19.0,Defensive rebound by B. Jennings,,27,19
75,1,2:13.0,L. Thomas makes 3-pt jump shot from 24 ft (assist by B. Jennings),,30,19
76,1,1:51.0,,E. Gordon misses 2-pt jump shot from 18 ft,30,19
77,1,1:50.0,,Offensive rebound by S. Dekker,30,19
78,1,1:46.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by S. Dekker),30,22
79,1,1:36.0,B. Jennings misses 2-pt jump shot from 16 ft,,30,22
80,1,1:34.0,,Defensive rebound by T. Ariza,30,22
81,1,1:27.0,,J. Harden misses 3-pt jump shot from 25 ft,30,22
82,1,1:25.0,Defensive rebound by J. Holiday,,30,22
83,1,1:20.0,L. Thomas misses 3-pt jump shot from 25 ft,,30,22
84,1,1:18.0,,Defensive rebound by Team,30,22
85,1,1:07.0,,S. Dekker misses 2-pt layup from 2 ft,30,22
86,1,1:07.0,Defensive rebound by M. Kuzminskas,,30,22
87,1,0:58.0,W. Hernangómez misses 2-pt jump shot from 18 ft,,30,22
88,1,0:57.0,,Defensive rebound by J. Harden,30,22
89,1,0:50.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),30,25
90,1,0:28.0,M. Kuzminskas misses 2-pt hook shot from 7 ft,,30,25
91,1,0:28.0,,Defensive rebound by J. Harden,30,25
92,1,0:08.0,,Shooting foul by M. Kuzminskas (drawn by J. Harden),30,25
93,1,0:08.0,,J. Harden makes free throw 1 of 2,30,26
94,1,0:08.0,C. Anthony enters the game for M. Kuzminskas,,30,26
95,1,0:08.0,D. Rose enters the game for L. Thomas,,30,26
96,1,0:08.0,,J. Harden makes free throw 2 of 2,30,27
97,1,0:03.0,Personal foul by E. Gordon (drawn by D. Rose),,30,27
98,1,0:00.0,D. Rose makes 2-pt layup from 1 ft (assist by C. Anthony),,32,27
99,2,11:41.0,,C. Brewer makes 2-pt layup at rim,32,29
100,2,11:17.0,C. Anthony misses 2-pt jump shot from 12 ft,,32,29
101,2,11:16.0,,Defensive rebound by S. Dekker,32,29
102,2,11:05.0,,E. Gordon misses 3-pt jump shot from 25 ft,32,29
103,2,11:03.0,Defensive rebound by W. Hernangómez,,32,29
104,2,10:52.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by C. Anthony),,35,29
