,QUARTER,TIME_REMAINING,PHOENIX_ACTION,OKLAHOMA CITY_ACTION,PHOENIX_SCORE,OKLAHOMA CITY_SCORE
88,1,1:18.0,,Turnover by E. Freedom (offensive foul),33,24
89,1,1:18.0,,Offensive foul by E. Freedom (drawn by D. Booker),33,24
90,1,1:18.0,M. Chriss enters the game for P. Tucker,,33,24
91,1,1:18.0,E. Bledsoe enters the game for D. Booker,,33,24
92,1,1:18.0,,V. Oladipo enters the game for R. Westbrook,33,24
93,1,1:18.0,,S. Christon enters the game for A. Roberson,33,24
94,1,1:12.0,E. Bledsoe makes 2-pt layup from 2 ft,,35,24
95,1,1:12.0,Shooting foul by E. Freedom (drawn by E. Bledsoe),,35,24
96,1,1:12.0,E. Bledsoe makes free throw 1 of 1,,36,24
97,1,1:00.0,,S. Christon misses 2-pt layup from 2 ft,36,24
98,1,1:00.0,,Offensive rebound by E. Freedom,36,24
99,1,0:59.0,,Shooting foul by M. Chriss (drawn by E. Freedom),36,24
100,1,0:59.0,,E. Freedom makes free throw 1 of 2,36,25
101,1,0:59.0,,E. Freedom misses free throw 2 of 2,36,25
102,1,0:59.0,Defensive rebound by T. Warren,,36,25
103,1,0:40.0,B. Knight misses 2-pt layup from 2 ft,,36,25
104,1,0:40.0,Offensive rebound by M. Chriss,,36,25
105,1,0:40.0,M. Chriss makes 2-pt layup from 2 ft,,38,25
106,1,0:28.0,,Turnover by E. İlyasova (traveling),38,25
107,1,0:28.0,D. Booker enters the game for A. Len,,38,25
108,1,0:11.0,E. Bledsoe makes 2-pt jump shot from 15 ft,,40,25
109,1,0:01.0,,S. Christon misses 2-pt jump shot from 13 ft (block by M. Chriss),40,25
110,1,0:00.0,Defensive rebound by M. Chriss,,40,25
111,2,11:39.0,,E. Freedom makes 2-pt jump shot from 17 ft (assist by V. Oladipo),40,27
112,2,11:22.0,Turnover by M. Chriss (lost ball; steal by E. İlyasova),,40,27
113,2,11:15.0,,Turnover by S. Christon (traveling),40,27
114,2,11:04.0,A. Len misses 2-pt jump shot from 5 ft,,40,27
115,2,11:04.0,,Defensive rebound by Team,40,27
116,2,11:04.0,Loose ball foul by M. Chriss (drawn by E. İlyasova),,40,27
117,2,10:49.0,,V. Oladipo makes 2-pt jump shot from 15 ft,40,29
118,2,10:34.0,A. Len misses 2-pt hook shot from 4 ft,,40,29
119,2,10:34.0,,Defensive rebound by E. İlyasova,40,29
120,2,10:26.0,,Turnover by E. İlyasova (lost ball),40,29
121,2,10:14.0,A. Len misses 2-pt jump shot from 18 ft,,40,29
122,2,10:14.0,,Defensive rebound by E. Freedom,40,29
123,2,9:59.0,,V. Oladipo misses 2-pt layup from 2 ft,40,29
124,2,9:58.0,Defensive rebound by B. Knight,,40,29
125,2,9:51.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,40,29
126,2,9:51.0,,Defensive rebound by E. İlyasova,40,29
127,2,9:42.0,,K. Singler makes 2-pt layup from 2 ft,40,31
128,2,9:41.0,Phoenix full timeout,,40,31
129,2,9:41.0,T. Chandler enters the game for A. Len,,40,31
130,2,9:41.0,,S. Adams enters the game for E. İlyasova,40,31
131,2,9:28.0,B. Knight makes 2-pt layup from 1 ft,,42,31
132,2,9:08.0,,Turnover by E. Freedom (lost ball; steal by M. Chriss),42,31
133,2,8:56.0,M. Chriss misses 3-pt jump shot from 23 ft,,42,31
134,2,8:55.0,,Defensive rebound by S. Adams,42,31
135,2,8:47.0,,R. Westbrook enters the game for S. Christon,42,31
136,2,8:47.0,,Turnover by V. Oladipo (lost ball; steal by E. Bledsoe),42,31
137,2,8:21.0,B. Knight misses 3-pt jump shot from 22 ft,,42,31
138,2,8:20.0,,Defensive rebound by K. Singler,42,31
139,2,8:14.0,,E. Freedom misses 2-pt layup from 1 ft (block by T. Chandler),42,31
140,2,8:13.0,,Offensive rebound by R. Westbrook,42,31
141,2,8:12.0,,R. Westbrook makes 2-pt layup from 1 ft,42,33
142,2,8:02.0,Offensive foul by T. Chandler (drawn by K. Singler),,42,33
143,2,8:02.0,Turnover by T. Chandler (offensive foul),,42,33
144,2,8:02.0,J. Dudley enters the game for M. Chriss,,42,33
145,2,7:50.0,,Turnover by S. Adams (lost ball; steal by D. Bender),42,33
146,2,7:45.0,B. Knight makes 2-pt layup from 2 ft,,44,33
147,2,7:33.0,,Personal foul by E. Bledsoe (drawn by R. Westbrook),44,33
148,2,7:33.0,D. Booker enters the game for E. Bledsoe,,44,33
149,2,7:27.0,,R. Westbrook misses 2-pt jump shot from 16 ft,44,33
150,2,7:26.0,Defensive rebound by T. Chandler,,44,33
151,2,7:16.0,Shooting foul by V. Oladipo (drawn by B. Knight),,44,33
152,2,7:16.0,B. Knight makes free throw 1 of 2,,45,33
153,2,7:16.0,,D. Sabonis enters the game for E. Freedom,45,33
154,2,7:16.0,B. Knight makes free throw 2 of 2,,46,33
155,2,7:02.0,,R. Westbrook misses 2-pt jump shot from 19 ft,46,33
156,2,7:02.0,Defensive rebound by D. Booker,,46,33
157,2,6:53.0,D. Bender misses 2-pt jump shot from 16 ft,,46,33
158,2,6:51.0,,Defensive rebound by D. Sabonis,46,33
159,2,6:46.0,,R. Westbrook misses 2-pt jump shot from 6 ft,46,33
160,2,6:45.0,,Offensive rebound by R. Westbrook,46,33
161,2,6:45.0,,Shooting foul by D. Bender (drawn by R. Westbrook),46,33
162,2,6:45.0,,R. Westbrook makes free throw 1 of 2,46,34
163,2,6:45.0,,R. Westbrook misses free throw 2 of 2,46,34
164,2,6:45.0,,Offensive rebound by Team,46,34
165,2,6:45.0,Loose ball foul by T. Chandler (drawn by S. Adams),,46,34
166,2,6:45.0,,A. Roberson enters the game for V. Oladipo,46,34
167,2,6:45.0,T. Warren enters the game for B. Knight,,46,34
168,2,6:45.0,T. Ulis enters the game for D. Bender,,46,34
169,2,6:35.0,,R. Westbrook misses 2-pt jump shot from 7 ft,46,34
170,2,6:34.0,Defensive rebound by T. Chandler,,46,34
171,2,6:27.0,T. Warren makes 2-pt jump shot from 4 ft (assist by T. Ulis),,48,34
172,2,6:19.0,,K. Singler misses 3-pt jump shot from 23 ft,48,34
173,2,6:19.0,,Offensive rebound by S. Adams,48,34
174,2,6:18.0,,S. Adams makes 2-pt layup from 1 ft,48,36
175,2,5:59.0,T. Ulis makes 2-pt jump shot from 10 ft,,50,36
176,2,5:46.0,,D. Sabonis makes 2-pt layup from 2 ft,50,38
177,2,5:33.0,D. Booker misses 2-pt jump shot from 5 ft,,50,38
178,2,5:32.0,Offensive rebound by D. Booker,,50,38
179,2,5:28.0,D. Booker misses 2-pt jump shot from 10 ft,,50,38
180,2,5:27.0,,Defensive rebound by A. Roberson,50,38
181,2,5:16.0,,R. Westbrook makes 2-pt jump shot from 15 ft,50,40
182,2,4:54.0,Personal foul by K. Singler (drawn by T. Chandler),,50,40
183,2,4:54.0,Official timeout,,50,40
184,2,4:54.0,E. Bledsoe enters the game for T. Ulis,,50,40
185,2,4:54.0,,V. Oladipo enters the game for K. Singler,50,40
186,2,4:47.0,T. Warren misses 2-pt jump shot from 3 ft,,50,40
187,2,4:46.0,Offensive rebound by T. Chandler,,50,40
188,2,4:44.0,T. Chandler misses 2-pt hook shot from 3 ft,,50,40
189,2,4:41.0,Offensive rebound by T. Warren,,50,40
190,2,4:41.0,T. Warren makes 2-pt layup from 1 ft,,52,40
191,2,4:25.0,,R. Westbrook misses 2-pt jump shot from 14 ft,52,40
192,2,4:22.0,Defensive rebound by T. Chandler,,52,40
193,2,4:16.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,52,40
194,2,4:16.0,,Defensive rebound by V. Oladipo,52,40
195,2,4:05.0,,D. Sabonis makes 2-pt jump shot from 15 ft (assist by R. Westbrook),52,42
196,2,3:48.0,Shooting foul by A. Roberson (drawn by J. Dudley),,52,42
197,2,3:48.0,J. Dudley misses free throw 1 of 2,,52,42
198,2,3:48.0,Offensive rebound by Team,,52,42
199,2,3:48.0,J. Dudley makes free throw 2 of 2,,53,42
200,2,3:37.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by R. Westbrook),53,44
201,2,3:18.0,D. Booker misses 2-pt jump shot from 15 ft,,53,44
202,2,3:18.0,,Defensive rebound by V. Oladipo,53,44
203,2,3:12.0,,Turnover by S. Adams (bad pass),53,44
204,2,2:58.0,E. Bledsoe misses 2-pt jump shot from 10 ft,,53,44
205,2,2:58.0,Offensive rebound by Team,,53,44
206,2,2:58.0,,Loose ball foul by A. Roberson (drawn by T. Chandler),53,44
207,2,2:58.0,,Oklahoma City full timeout,53,44
208,2,2:58.0,,S. Christon enters the game for A. Roberson,53,44
209,2,2:46.0,D. Booker misses 2-pt jump shot from 4 ft,,53,44
210,2,2:46.0,,Defensive rebound by D. Sabonis,53,44
211,2,2:42.0,Offensive charge foul by R. Westbrook (drawn by J. Dudley),,53,44
212,2,2:42.0,,Turnover by R. Westbrook (offensive foul),53,44
213,2,2:42.0,B. Knight enters the game for J. Dudley,,53,44
214,2,2:30.0,T. Warren misses 2-pt jump shot from 5 ft,,53,44
215,2,2:30.0,,Defensive rebound by V. Oladipo,53,44
216,2,2:25.0,,V. Oladipo makes 2-pt jump shot from 4 ft,53,46
217,2,1:55.0,B. Knight misses 2-pt jump shot from 17 ft,,53,46
218,2,1:55.0,,Defensive rebound by R. Westbrook,53,46
219,2,1:30.0,,D. Sabonis misses 2-pt jump shot from 5 ft,53,46
220,2,1:29.0,Defensive rebound by T. Chandler,,53,46
221,2,1:24.0,E. Bledsoe misses 2-pt jump shot from 4 ft (block by S. Christon),,53,46
222,2,1:24.0,,Defensive rebound by Team,53,46
223,2,1:10.0,,Shooting foul by E. Bledsoe (drawn by R. Westbrook),53,46
224,2,1:10.0,,R. Westbrook misses free throw 1 of 2,53,46
225,2,1:10.0,,Offensive rebound by Team,53,46
226,2,1:10.0,J. Dudley enters the game for E. Bledsoe,,53,46
227,2,1:10.0,,R. Westbrook makes free throw 2 of 2,53,47
228,2,0:50.0,J. Dudley misses 3-pt jump shot from 22 ft,,53,47
229,2,0:49.0,,Defensive rebound by R. Westbrook,53,47
230,2,0:45.0,,D. Sabonis makes 2-pt dunk at rim (assist by R. Westbrook),53,49
231,2,0:40.0,D. Booker misses 2-pt layup from 2 ft,,53,49
232,2,0:40.0,,Defensive rebound by R. Westbrook,53,49
233,2,0:34.0,,R. Westbrook misses 3-pt jump shot from 26 ft,53,49
234,2,0:33.0,,Offensive rebound by S. Christon,53,49
235,2,0:29.0,,R. Westbrook misses 3-pt jump shot from 25 ft,53,49
236,2,0:29.0,,Offensive rebound by S. Adams,53,49
237,2,0:05.0,,V. Oladipo misses 3-pt jump shot from 27 ft,53,49
238,2,0:03.0,Defensive rebound by B. Knight,,53,49
239,3,11:41.0,,R. Westbrook makes 2-pt jump shot from 16 ft,53,51
240,3,11:19.0,Shooting foul by D. Sabonis (drawn by E. Bledsoe),,53,51
241,3,11:19.0,E. Bledsoe misses free throw 1 of 2,,53,51
242,3,11:19.0,Offensive rebound by Team,,53,51
243,3,11:19.0,E. Bledsoe misses free throw 2 of 2,,53,51
244,3,11:18.0,,Defensive rebound by D. Sabonis,53,51
245,3,11:06.0,,R. Westbrook misses 2-pt jump shot from 10 ft,53,51
246,3,11:06.0,Defensive rebound by T. Warren,,53,51
247,3,11:05.0,Personal foul by R. Westbrook (drawn by T. Warren),,53,51
248,3,10:48.0,D. Booker makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),,55,51
249,3,10:30.0,,V. Oladipo makes 2-pt jump shot from 5 ft,55,53
250,3,10:30.0,,Shooting foul by D. Booker (drawn by V. Oladipo),55,53
251,3,10:30.0,,V. Oladipo makes free throw 1 of 1,55,54
252,3,10:12.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,55,54
253,3,10:11.0,,Defensive rebound by D. Sabonis,55,54
254,3,10:05.0,,A. Roberson misses 2-pt layup from 1 ft,55,54
255,3,10:05.0,Defensive rebound by J. Dudley,,55,54
256,3,9:55.0,T. Warren makes 2-pt jump shot from 10 ft (assist by J. Dudley),,57,54
257,3,9:47.0,,Shooting foul by T. Warren (drawn by R. Westbrook),57,54
258,3,9:47.0,Technical foul by T. Warren,,57,54
259,3,9:47.0,,R. Westbrook misses technical free throw,57,54
260,3,9:47.0,,Offensive rebound by Team,57,54
261,3,9:47.0,,R. Westbrook misses free throw 1 of 2,57,54
262,3,9:47.0,,Offensive rebound by Team,57,54
263,3,9:47.0,,R. Westbrook makes free throw 2 of 2,57,55
264,3,9:34.0,Shooting foul by D. Sabonis (drawn by J. Dudley),,57,55
265,3,9:34.0,J. Dudley makes free throw 1 of 3,,58,55
266,3,9:34.0,J. Dudley makes free throw 2 of 3,,59,55
267,3,9:34.0,J. Dudley misses free throw 3 of 3,,59,55
268,3,9:33.0,,Defensive rebound by R. Westbrook,59,55
269,3,9:23.0,,Shooting foul by D. Booker (drawn by V. Oladipo),59,55
270,3,9:23.0,,V. Oladipo misses free throw 1 of 2,59,55
271,3,9:23.0,,Offensive rebound by Team,59,55
272,3,9:23.0,,V. Oladipo makes free throw 2 of 2,59,56
273,3,9:11.0,Turnover by T. Warren (lost ball; steal by V. Oladipo),,59,56
274,3,9:08.0,,R. Westbrook makes 2-pt layup from 1 ft,59,58
275,3,9:08.0,,Shooting foul by J. Dudley (drawn by R. Westbrook),59,58
276,3,9:08.0,,R. Westbrook makes free throw 1 of 1,59,59
277,3,8:56.0,T. Warren makes 2-pt layup from 1 ft,,61,59
278,3,8:40.0,,Turnover by V. Oladipo (lost ball; steal by T. Warren),61,59
279,3,8:34.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,61,59
280,3,8:34.0,,Defensive rebound by S. Adams,61,59
281,3,8:24.0,,S. Adams misses 2-pt jump shot from 7 ft,61,59
282,3,8:23.0,,Offensive rebound by R. Westbrook,61,59
283,3,8:23.0,,Oklahoma City full timeout,61,59
284,3,8:08.0,,Turnover by D. Sabonis (bad pass; steal by E. Bledsoe),61,59
285,3,8:00.0,Phoenix full timeout,,61,59
286,3,7:54.0,T. Warren makes 2-pt jump shot from 10 ft (assist by J. Dudley),,63,59
287,3,7:32.0,,S. Adams misses 2-pt layup from 1 ft,63,59
288,3,7:32.0,Defensive rebound by E. Bledsoe,,63,59
289,3,7:28.0,Shooting block foul by D. Sabonis (drawn by E. Bledsoe),,63,59
290,3,7:28.0,E. Bledsoe makes free throw 1 of 2,,64,59
291,3,7:28.0,,E. Freedom enters the game for D. Sabonis,64,59
292,3,7:28.0,E. Bledsoe makes free throw 2 of 2,,65,59
293,3,7:17.0,,R. Westbrook misses 2-pt jump shot from 9 ft,65,59
294,3,7:16.0,Defensive rebound by T. Chandler,,65,59
295,3,7:08.0,Turnover by T. Chandler (lost ball; steal by A. Roberson),,65,59
296,3,7:01.0,,Turnover by R. Westbrook (bad pass; steal by T. Warren),65,59
297,3,6:57.0,D. Booker misses 2-pt layup from 3 ft (block by V. Oladipo),,65,59
298,3,6:57.0,Offensive rebound by Team,,65,59
299,3,6:52.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,65,59
300,3,6:51.0,,Defensive rebound by A. Roberson,65,59
301,3,6:35.0,,S. Adams misses 2-pt jump shot from 14 ft,65,59
302,3,6:35.0,Defensive rebound by T. Chandler,,65,59
303,3,6:14.0,D. Booker makes 2-pt jump shot from 21 ft,,67,59
304,3,6:01.0,,V. Oladipo misses 2-pt jump shot from 11 ft,67,59
305,3,6:00.0,Defensive rebound by D. Booker,,67,59
306,3,5:36.0,D. Booker misses 3-pt jump shot from 26 ft,,67,59
307,3,5:36.0,,Defensive rebound by A. Roberson,67,59
308,3,5:19.0,,Turnover by S. Adams (lost ball),67,59
309,3,5:19.0,B. Knight enters the game for E. Bledsoe,,67,59
310,3,5:08.0,B. Knight makes 2-pt jump shot from 14 ft,,69,59
311,3,4:49.0,,E. Freedom misses 2-pt jump shot from 19 ft,69,59
312,3,4:48.0,Defensive rebound by B. Knight,,69,59
313,3,4:33.0,B. Knight makes 2-pt layup from 2 ft,,71,59
314,3,4:27.0,,Oklahoma City full timeout,71,59
315,3,4:27.0,A. Len enters the game for T. Chandler,,71,59
316,3,4:27.0,,E. İlyasova enters the game for S. Adams,71,59
317,3,4:27.0,,K. Singler enters the game for V. Oladipo,71,59
318,3,4:18.0,,Shooting foul by B. Knight (drawn by R. Westbrook),71,59
319,3,4:18.0,,R. Westbrook makes 2-pt jump shot from 16 ft,71,61
320,3,4:18.0,,R. Westbrook makes free throw 1 of 1,71,62
321,3,4:07.0,B. Knight makes 2-pt jump shot from 5 ft,,73,62
322,3,3:52.0,,Shooting foul by J. Dudley (drawn by E. Freedom),73,62
323,3,3:52.0,,E. Freedom misses free throw 1 of 2,73,62
324,3,3:52.0,,Offensive rebound by Team,73,62
325,3,3:52.0,M. Chriss enters the game for J. Dudley,,73,62
326,3,3:52.0,,E. Freedom makes free throw 2 of 2,73,63
327,3,3:42.0,A. Len makes 2-pt dunk at rim (assist by B. Knight),,75,63
328,3,3:31.0,,R. Westbrook misses 3-pt jump shot from 24 ft,75,63
329,3,3:31.0,Defensive rebound by D. Booker,,75,63
330,3,3:18.0,Shooting foul by E. Freedom (drawn by M. Chriss),,75,63
331,3,3:18.0,M. Chriss misses free throw 1 of 2,,75,63
332,3,3:18.0,Offensive rebound by Team,,75,63
333,3,3:18.0,,J. Lauvergne enters the game for E. Freedom,75,63
334,3,3:18.0,M. Chriss makes free throw 2 of 2,,76,63
335,3,2:58.0,,R. Westbrook misses 3-pt jump shot from 25 ft,76,63
336,3,2:57.0,,Offensive rebound by J. Lauvergne,76,63
337,3,2:51.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by J. Lauvergne),76,66
338,3,2:37.0,Turnover by B. Knight (lost ball; steal by R. Westbrook),,76,66
339,3,2:37.0,,Personal foul by A. Len (drawn by R. Westbrook),76,66
340,3,2:37.0,,R. Westbrook makes free throw 1 of 2,76,67
341,3,2:37.0,,R. Westbrook makes free throw 2 of 2,76,68
342,3,2:13.0,Turnover by B. Knight (bad pass; steal by A. Roberson),,76,68
343,3,2:07.0,,R. Westbrook makes 2-pt layup from 1 ft,76,70
344,3,1:49.0,M. Chriss makes 2-pt hook shot from 8 ft,,78,70
345,3,1:34.0,,Shooting block foul by M. Chriss (drawn by R. Westbrook),78,70
346,3,1:34.0,,R. Westbrook makes free throw 1 of 2,78,71
347,3,1:34.0,,R. Westbrook makes free throw 2 of 2,78,72
348,3,1:18.0,Shooting foul by J. Lauvergne (drawn by A. Len),,78,72
349,3,1:18.0,A. Len makes free throw 1 of 2,,79,72
350,3,1:18.0,A. Len misses free throw 2 of 2,,79,72
351,3,1:18.0,,Defensive rebound by R. Westbrook,79,72
352,3,1:12.0,,R. Westbrook makes 2-pt layup at rim,79,74
353,3,1:06.0,M. Chriss makes 2-pt dunk at rim (assist by B. Knight),,81,74
354,3,0:54.0,,R. Westbrook makes 3-pt jump shot from 24 ft,81,77
355,3,0:38.0,B. Knight misses 3-pt jump shot from 25 ft,,81,77
356,3,0:37.0,Offensive rebound by D. Booker,,81,77
357,3,0:32.0,Shooting block foul by J. Lauvergne (drawn by T. Warren),,81,77
358,3,0:32.0,T. Warren makes free throw 1 of 2,,82,77
359,3,0:32.0,T. Warren makes free throw 2 of 2,,83,77
360,3,0:32.0,,Technical foul by E. İlyasova,83,77
361,3,0:32.0,Technical foul by M. Chriss,,83,77
362,3,0:26.0,,E. İlyasova misses 3-pt jump shot from 26 ft,83,77
363,3,0:25.0,Defensive rebound by M. Chriss,,83,77
364,3,0:02.0,Turnover by B. Knight (bad pass; steal by A. Roberson),,83,77
365,3,0:01.0,,R. Westbrook misses 3-pt jump shot from 52 ft,83,77
366,3,0:00.0,,Offensive rebound by Team,83,77
367,4,11:45.0,M. Chriss misses 3-pt jump shot from 23 ft,,83,77
368,4,11:43.0,,Defensive rebound by K. Singler,83,77
369,4,11:33.0,,V. Oladipo misses 3-pt jump shot from 25 ft,83,77
370,4,11:32.0,,Offensive rebound by J. Lauvergne,83,77
371,4,11:25.0,,S. Christon makes 2-pt jump shot from 6 ft,83,79
372,4,11:18.0,E. Bledsoe makes 2-pt layup from 2 ft,,85,79
373,4,11:04.0,,V. Oladipo misses 2-pt jump shot from 16 ft,85,79
374,4,11:04.0,Defensive rebound by M. Chriss,,85,79
375,4,10:55.0,B. Knight misses 2-pt layup from 2 ft,,85,79
376,4,10:55.0,,Defensive rebound by S. Christon,85,79
377,4,10:52.0,,Shooting block foul by E. Bledsoe (drawn by S. Christon),85,79
378,4,10:52.0,,S. Christon misses free throw 1 of 2,85,79
379,4,10:52.0,,Offensive rebound by Team,85,79
380,4,10:52.0,,S. Christon misses free throw 2 of 2,85,79
381,4,10:51.0,Defensive rebound by D. Bender,,85,79
382,4,10:29.0,B. Knight misses 2-pt jump shot from 8 ft,,85,79
383,4,10:29.0,,Defensive rebound by E. İlyasova,85,79
384,4,10:25.0,,K. Singler makes 2-pt dunk at rim (assist by V. Oladipo),85,81
385,4,10:24.0,Phoenix full timeout,,85,81
386,4,10:24.0,T. Warren enters the game for M. Chriss,,85,81
387,4,10:12.0,T. Warren misses 2-pt hook shot from 5 ft,,85,81
