,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA CLIPPERS_ACTION,SAN ANTONIO_SCORE,LA CLIPPERS_SCORE
382,4,7:15.0,,Defensive rebound by C. Paul,85,79
383,4,6:57.0,,Turnover by B. Griffin (bad pass),85,79
384,4,6:40.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Dedmon),,88,79
385,4,6:25.0,,Personal foul by L. Aldridge (drawn by B. Griffin),88,79
386,4,6:25.0,,A. Rivers enters the game for L. Mbah a Moute,88,79
387,4,6:16.0,,B. Griffin misses 2-pt jump shot from 7 ft (block by D. Dedmon),88,79
388,4,6:15.0,,Offensive rebound by B. Griffin,88,79
389,4,6:14.0,,B. Griffin misses 2-pt layup from 1 ft,88,79
390,4,6:14.0,,Offensive rebound by B. Griffin,88,79
391,4,6:14.0,,B. Griffin makes 2-pt layup from 1 ft,88,81
392,4,6:14.0,,Shooting foul by L. Aldridge (drawn by B. Griffin),88,81
393,4,6:14.0,,B. Griffin makes free throw 1 of 1,88,82
394,4,6:03.0,Personal foul by B. Griffin (drawn by L. Aldridge),,88,82
395,4,5:52.0,D. Dedmon makes 2-pt hook shot from 3 ft (assist by D. Green),,90,82
396,4,5:39.0,,Shooting foul by L. Aldridge (drawn by B. Griffin),90,82
397,4,5:39.0,,B. Griffin makes free throw 1 of 2,90,83
398,4,5:39.0,P. Gasol enters the game for L. Aldridge,,90,83
399,4,5:39.0,,B. Griffin makes free throw 2 of 2,90,84
400,4,5:17.0,K. Leonard misses 3-pt jump shot from 25 ft,,90,84
401,4,5:16.0,,Defensive rebound by B. Griffin,90,84
402,4,5:11.0,,J. Redick misses 3-pt jump shot from 25 ft,90,84
403,4,5:10.0,,Offensive rebound by Team,90,84
404,4,5:10.0,M. Ginóbili enters the game for D. Green,,90,84
405,4,5:10.0,T. Parker enters the game for P. Mills,,90,84
406,4,5:07.0,,Turnover by C. Paul (bad pass; steal by M. Ginóbili),90,84
407,4,5:02.0,K. Leonard makes 2-pt dunk at rim (assist by T. Parker),,92,84
408,4,4:51.0,,C. Paul misses 2-pt layup from 2 ft,92,84
409,4,4:50.0,,Offensive rebound by D. Jordan,92,84
410,4,4:50.0,,D. Jordan makes 2-pt layup from 1 ft,92,86
411,4,4:28.0,K. Leonard makes 2-pt dunk at rim (assist by P. Gasol),,94,86
412,4,4:00.0,,Turnover by D. Jordan (lost ball; steal by T. Parker),94,86
413,4,3:51.0,K. Leonard misses 3-pt jump shot from 24 ft,,94,86
414,4,3:50.0,,Defensive rebound by D. Jordan,94,86
415,4,3:42.0,,J. Redick misses 3-pt jump shot from 24 ft,94,86
416,4,3:41.0,Defensive rebound by P. Gasol,,94,86
417,4,3:24.0,Shooting foul by B. Griffin (drawn by T. Parker),,94,86
418,4,3:24.0,T. Parker makes free throw 1 of 2,,95,86
419,4,3:24.0,T. Parker makes free throw 2 of 2,,96,86
420,4,3:16.0,,C. Paul misses 2-pt jump shot from 21 ft,96,86
421,4,3:15.0,Defensive rebound by D. Dedmon,,96,86
422,4,2:59.0,Personal foul by J. Redick (drawn by P. Gasol),,96,86
423,4,2:59.0,Official timeout,,96,86
424,4,2:59.0,P. Gasol makes free throw 1 of 2,,97,86
425,4,2:59.0,,J. Crawford enters the game for J. Redick,96,86
426,4,2:59.0,L. Aldridge enters the game for D. Dedmon,,96,86
427,4,2:59.0,P. Gasol makes free throw 2 of 2,,98,86
428,4,2:43.0,,Personal foul by P. Gasol (drawn by C. Paul),98,86
429,4,2:43.0,,C. Paul makes free throw 1 of 2,98,87
430,4,2:43.0,,C. Paul makes free throw 2 of 2,98,88
431,4,2:24.0,K. Leonard makes 2-pt jump shot from 11 ft,,100,88
432,4,2:02.0,,C. Paul misses 2-pt jump shot from 19 ft,100,88
433,4,2:01.0,Defensive rebound by K. Leonard,,100,88
434,4,2:01.0,Personal foul by D. Jordan (drawn by K. Leonard),,100,88
435,4,2:01.0,K. Leonard makes free throw 1 of 2,,101,88
436,4,2:01.0,K. Leonard misses free throw 2 of 2,,101,88
437,4,1:59.0,,Defensive rebound by D. Jordan,101,88
438,4,1:46.0,,D. Jordan makes 2-pt layup from 2 ft (assist by A. Rivers),101,90
439,4,1:31.0,Shooting foul by B. Griffin (drawn by P. Gasol),,101,90
440,4,1:31.0,,Violation by Team (jump ball),101,90
441,4,1:31.0,P. Gasol makes free throw 1 of 2,,102,90
442,4,1:31.0,P. Gasol makes free throw 2 of 2,,103,90
443,4,1:18.0,,B. Griffin makes 2-pt layup from 1 ft,103,92
444,4,1:07.0,Personal foul by C. Paul (drawn by T. Parker),,103,92
445,4,1:07.0,T. Parker makes free throw 1 of 2,,104,92
446,4,1:07.0,D. Green enters the game for M. Ginóbili,,104,92
447,4,1:07.0,,J. Redick enters the game for C. Paul,104,92
448,4,1:07.0,T. Parker makes free throw 2 of 2,,105,92
449,4,0:58.0,,D. Jordan makes 2-pt dunk at rim (assist by A. Rivers),105,94
450,4,0:38.0,L. Aldridge misses 2-pt jump shot from 20 ft,,105,94
451,4,0:37.0,Offensive rebound by P. Gasol,,105,94
452,4,0:17.0,Turnover by T. Parker (lost ball; steal by J. Redick),,105,94
453,4,0:13.0,,A. Rivers makes 2-pt layup from 2 ft,105,96
454,4,0:13.0,,Shooting foul by D. Green (drawn by A. Rivers),105,96
455,4,0:13.0,K. Anderson enters the game for K. Leonard,,105,96
456,4,0:13.0,,A. Rivers makes free throw 1 of 1,105,97
