,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,OKLAHOMA CITY_ACTION,MINNESOTA_SCORE,OKLAHOMA CITY_SCORE
54,1,5:14.0,R. Rubio makes 2-pt jump shot from 16 ft,,13,11
55,1,5:08.0,,Oklahoma City full timeout,13,11
56,1,5:08.0,,J. Grant enters the game for D. Sabonis,13,11
57,1,5:08.0,,E. Freedom enters the game for A. Morrow,13,11
58,1,5:08.0,S. Muhammad enters the game for Z. LaVine,,13,11
59,1,5:02.0,,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),13,13
60,1,4:44.0,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),,15,13
61,1,4:20.0,,A. Roberson misses 3-pt jump shot from 24 ft,15,13
62,1,4:20.0,Defensive rebound by J. Hill,,15,13
63,1,4:06.0,Shooting foul by E. Freedom (drawn by K. Towns),,15,13
64,1,4:06.0,K. Towns makes free throw 1 of 2,,16,13
65,1,4:06.0,K. Towns makes free throw 2 of 2,,17,13
66,1,4:00.0,,R. Westbrook makes 2-pt layup from 1 ft,17,15
67,1,3:41.0,K. Towns makes 2-pt layup from 1 ft,,19,15
68,1,3:30.0,,R. Westbrook misses 3-pt jump shot from 24 ft,19,15
69,1,3:29.0,Defensive rebound by K. Towns,,19,15
70,1,3:14.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,21,15
71,1,3:00.0,,A. Roberson misses 2-pt dunk at rim,21,15
72,1,2:59.0,Defensive rebound by R. Rubio,,21,15
73,1,2:41.0,J. Hill misses 2-pt hook shot from 3 ft,,21,15
74,1,2:40.0,,Defensive rebound by R. Westbrook,21,15
75,1,2:32.0,,R. Westbrook misses 2-pt jump shot from 11 ft,21,15
76,1,2:31.0,Defensive rebound by K. Towns,,21,15
77,1,2:13.0,Personal foul by A. Roberson (drawn by K. Towns),,21,15
78,1,2:13.0,Minnesota full timeout,,21,15
79,1,2:13.0,,J. Lauvergne enters the game for A. Roberson,21,15
80,1,2:13.0,,K. Singler enters the game for S. Adams,21,15
81,1,2:13.0,,S. Christon enters the game for R. Westbrook,21,15
82,1,1:58.0,Turnover by Team (shot clock),,21,15
83,1,1:58.0,K. Dunn enters the game for R. Rubio,,21,15
84,1,1:58.0,N. Bjelica enters the game for K. Towns,,21,15
85,1,1:40.0,,E. Freedom makes 2-pt jump shot from 4 ft,21,17
86,1,1:15.0,S. Muhammad makes 2-pt jump shot from 6 ft,,23,17
87,1,0:53.0,,J. Lauvergne makes 3-pt jump shot from 24 ft (assist by E. Freedom),23,20
88,1,0:37.0,A. Wiggins makes 2-pt jump shot from 18 ft,,25,20
89,1,0:25.0,,S. Christon misses 2-pt layup from 2 ft (block by K. Dunn),25,20
90,1,0:22.0,Defensive rebound by K. Dunn,,25,20
91,1,0:22.0,Shooting block foul by K. Singler (drawn by S. Muhammad),,25,20
92,1,0:22.0,S. Muhammad makes free throw 1 of 2,,26,20
93,1,0:22.0,S. Muhammad makes free throw 2 of 2,,27,20
94,1,0:12.0,,Personal foul by K. Dunn (drawn by S. Christon),27,20
95,1,0:02.0,,J. Lauvergne makes 3-pt jump shot from 25 ft (assist by S. Christon),27,23
96,2,11:49.0,,Personal foul by N. Bjelica (drawn by J. Lauvergne),27,23
97,2,11:45.0,,Turnover by S. Christon (lost ball; steal by K. Dunn),27,23
98,2,11:41.0,Z. LaVine makes 2-pt dunk at rim (assist by K. Dunn),,29,23
99,2,11:20.0,,E. Freedom makes 2-pt jump shot from 8 ft,29,25
100,2,11:07.0,Turnover by J. Hill (lost ball; steal by E. Freedom),,29,25
101,2,11:01.0,,E. Freedom makes 2-pt layup from 4 ft,29,27
102,2,10:36.0,N. Bjelica makes 2-pt layup from 2 ft,,31,27
103,2,10:15.0,,Shooting foul by J. Hill (drawn by E. Freedom),31,27
104,2,10:15.0,,E. Freedom makes free throw 1 of 2,31,28
105,2,10:15.0,,E. Freedom makes free throw 2 of 2,31,29
106,2,10:01.0,S. Muhammad misses 2-pt jump shot from 4 ft,,31,29
107,2,10:00.0,,Defensive rebound by Team,31,29
108,2,10:00.0,Loose ball foul by J. Hill (drawn by E. Freedom),,31,29
109,2,10:00.0,G. Dieng enters the game for J. Hill,,31,29
110,2,9:47.0,,E. Freedom makes 2-pt jump shot from 4 ft (assist by J. Lauvergne),31,31
111,2,9:30.0,Z. LaVine misses 2-pt jump shot from 16 ft,,31,31
112,2,9:30.0,,Defensive rebound by J. Lauvergne,31,31
113,2,9:13.0,,J. Grant makes 2-pt dunk at rim (assist by E. Freedom),31,33
114,2,9:07.0,Minnesota full timeout,,31,33
115,2,9:07.0,,Á. Abrines enters the game for K. Singler,31,33
116,2,8:57.0,G. Dieng makes 2-pt jump shot from 15 ft (assist by K. Dunn),,33,33
117,2,8:41.0,,Turnover by E. Freedom (lost ball; steal by K. Dunn),33,33
118,2,8:37.0,S. Muhammad makes 2-pt dunk at rim (assist by K. Dunn),,35,33
119,2,8:16.0,,J. Lauvergne makes 2-pt layup from 1 ft,35,35
120,2,8:16.0,,J. Lauvergne misses 2-pt layup from 1 ft,35,35
121,2,8:16.0,,Offensive rebound by J. Lauvergne,35,35
122,2,8:02.0,G. Dieng makes 2-pt hook shot from 3 ft (assist by Z. LaVine),,37,35
123,2,7:44.0,,Def 3 sec tech foul by N. Bjelica,37,35
124,2,7:44.0,,Á. Abrines makes technical free throw,37,36
125,2,7:44.0,,R. Westbrook enters the game for E. Freedom,37,36
126,2,7:44.0,,S. Adams enters the game for S. Christon,37,36
127,2,7:44.0,,D. Sabonis enters the game for J. Lauvergne,37,36
128,2,7:44.0,K. Towns enters the game for N. Bjelica,,37,36
129,2,7:36.0,,Personal foul by S. Muhammad (drawn by S. Adams),37,36
130,2,7:34.0,,Personal foul by K. Dunn (drawn by R. Westbrook),37,36
131,2,7:34.0,,R. Westbrook misses free throw 1 of 2,37,36
132,2,7:34.0,,Offensive rebound by Team,37,36
133,2,7:34.0,R. Rubio enters the game for K. Dunn,,37,36
134,2,7:34.0,,R. Westbrook makes free throw 2 of 2,37,37
135,2,7:23.0,Z. LaVine misses 3-pt jump shot from 25 ft,,37,37
136,2,7:22.0,,Defensive rebound by D. Sabonis,37,37
137,2,7:14.0,,R. Westbrook misses 2-pt jump shot from 9 ft,37,37
138,2,7:14.0,,Offensive rebound by Team,37,37
139,2,7:13.0,,A. Roberson enters the game for J. Grant,37,37
140,2,7:05.0,,S. Adams misses 2-pt hook shot from 8 ft,37,37
141,2,7:05.0,Defensive rebound by Z. LaVine,,37,37
142,2,6:58.0,Turnover by Z. LaVine (lost ball; steal by A. Roberson),,37,37
143,2,6:54.0,,S. Adams makes 2-pt dunk at rim (assist by A. Roberson),37,39
144,2,6:39.0,Personal foul by Á. Abrines (drawn by S. Muhammad),,37,39
145,2,6:39.0,A. Wiggins enters the game for S. Muhammad,,37,39
146,2,6:31.0,Personal foul by S. Adams (drawn by K. Towns),,37,39
147,2,6:20.0,Shooting foul by D. Sabonis (drawn by K. Towns),,37,39
148,2,6:20.0,K. Towns makes free throw 1 of 2,,38,39
149,2,6:20.0,K. Towns makes free throw 2 of 2,,39,39
150,2,6:10.0,,D. Sabonis misses 3-pt jump shot from 25 ft,39,39
151,2,6:10.0,Defensive rebound by K. Towns,,39,39
152,2,5:56.0,G. Dieng makes 2-pt jump shot from 14 ft (assist by R. Rubio),,41,39
153,2,5:42.0,,Á. Abrines makes 3-pt jump shot from 24 ft (assist by R. Westbrook),41,42
154,2,5:22.0,Personal foul by Á. Abrines (drawn by A. Wiggins),,41,42
155,2,5:22.0,Official timeout,,41,42
156,2,5:06.0,K. Towns misses 2-pt hook shot from 4 ft,,41,42
157,2,5:06.0,Offensive rebound by R. Rubio,,41,42
158,2,5:01.0,Turnover by K. Towns (lost ball; steal by A. Roberson),,41,42
159,2,4:48.0,,R. Westbrook misses 2-pt layup from 3 ft,41,42
160,2,4:47.0,Defensive rebound by R. Rubio,,41,42
161,2,4:35.0,A. Wiggins misses 2-pt jump shot from 3 ft,,41,42
162,2,4:34.0,,Defensive rebound by D. Sabonis,41,42
163,2,4:18.0,,Offensive foul by D. Sabonis (drawn by R. Rubio),41,42
164,2,4:18.0,,Turnover by D. Sabonis (offensive foul),41,42
165,2,4:05.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,43,42
166,2,3:50.0,,Á. Abrines misses 2-pt jump shot from 14 ft,43,42
167,2,3:50.0,Defensive rebound by K. Towns,,43,42
168,2,3:35.0,Z. LaVine misses 2-pt jump shot from 7 ft,,43,42
169,2,3:35.0,Offensive rebound by Team,,43,42
170,2,3:35.0,,E. Freedom enters the game for D. Sabonis,43,42
171,2,3:29.0,Shooting foul by Á. Abrines (drawn by Z. LaVine),,43,42
172,2,3:29.0,Z. LaVine makes free throw 1 of 2,,44,42
173,2,3:29.0,Z. LaVine makes free throw 2 of 2,,45,42
174,2,3:14.0,,Shooting foul by Z. LaVine (drawn by R. Westbrook),45,42
175,2,3:14.0,,R. Westbrook makes free throw 1 of 3,45,43
176,2,3:14.0,,R. Westbrook makes free throw 2 of 3,45,44
177,2,3:14.0,,S. Christon enters the game for Á. Abrines,45,44
178,2,3:14.0,,R. Westbrook makes free throw 3 of 3,45,45
179,2,2:55.0,A. Wiggins misses 2-pt jump shot from 4 ft,,45,45
180,2,2:55.0,,Defensive rebound by E. Freedom,45,45
181,2,2:49.0,,R. Westbrook makes 2-pt layup from 1 ft,45,47
182,2,2:31.0,Turnover by K. Towns (bad pass),,45,47
183,2,2:31.0,,Oklahoma City full timeout,45,47
184,2,2:16.0,,R. Westbrook makes 2-pt jump shot from 12 ft,45,49
185,2,1:54.0,K. Towns makes 2-pt jump shot from 15 ft (assist by A. Wiggins),,47,49
186,2,1:37.0,,R. Westbrook misses 2-pt jump shot from 16 ft,47,49
187,2,1:36.0,Defensive rebound by A. Wiggins,,47,49
188,2,1:34.0,,Technical foul by R. Westbrook,47,49
189,2,1:34.0,R. Rubio makes technical free throw,,48,49
190,2,1:34.0,,J. Lauvergne enters the game for S. Adams,48,49
191,2,1:17.0,A. Wiggins misses 2-pt jump shot from 20 ft,,48,49
192,2,1:17.0,,Defensive rebound by E. Freedom,48,49
193,2,1:11.0,,R. Westbrook misses 2-pt layup from 2 ft,48,49
194,2,1:10.0,,Offensive rebound by A. Roberson,48,49
195,2,1:10.0,,A. Roberson misses 2-pt layup from 2 ft,48,49
196,2,1:09.0,Defensive rebound by R. Rubio,,48,49
197,2,1:04.0,R. Rubio misses 2-pt layup from 1 ft,,48,49
198,2,1:03.0,Offensive rebound by G. Dieng,,48,49
199,2,1:03.0,G. Dieng misses 2-pt layup from 2 ft,,48,49
200,2,1:02.0,,Defensive rebound by S. Christon,48,49
201,2,1:00.0,,R. Westbrook makes 2-pt dunk at rim (assist by E. Freedom),48,51
202,2,0:49.0,K. Towns makes 2-pt jump shot from 4 ft (assist by R. Rubio),,50,51
203,2,0:33.0,,R. Westbrook misses 2-pt jump shot from 17 ft,50,51
204,2,0:32.0,,Offensive rebound by Team,50,51
205,2,0:32.0,,Oklahoma City full timeout,50,51
206,2,0:30.0,,R. Westbrook makes 2-pt jump shot from 14 ft (assist by S. Christon),50,53
207,2,0:30.0,,Shooting foul by R. Rubio (drawn by R. Westbrook),50,53
208,2,0:30.0,,R. Westbrook makes free throw 1 of 1,50,54
209,2,0:12.0,A. Wiggins makes 2-pt layup from 1 ft,,52,54
210,2,0:12.0,Shooting foul by A. Roberson (drawn by A. Wiggins),,52,54
211,2,0:12.0,A. Wiggins makes free throw 1 of 1,,53,54
212,2,0:00.0,,S. Christon makes 3-pt jump shot from 25 ft (assist by R. Westbrook),53,57
213,3,11:41.0,,Shooting foul by G. Dieng (drawn by S. Adams),53,57
214,3,11:41.0,,S. Adams makes free throw 1 of 2,53,58
215,3,11:41.0,,S. Adams makes free throw 2 of 2,53,59
216,3,11:28.0,K. Towns makes 2-pt layup from 1 ft,,55,59
217,3,11:05.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by S. Adams),55,62
218,3,10:52.0,A. Wiggins misses 2-pt jump shot from 18 ft,,55,62
219,3,10:51.0,Offensive rebound by R. Rubio,,55,62
220,3,10:40.0,K. Towns misses 2-pt layup from 2 ft (block by A. Roberson),,55,62
221,3,10:38.0,Offensive rebound by R. Rubio,,55,62
222,3,10:34.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by R. Rubio),,58,62
223,3,10:34.0,,Oklahoma City full timeout,58,62
224,3,10:11.0,,R. Westbrook misses 2-pt jump shot from 17 ft,58,62
225,3,10:09.0,Defensive rebound by G. Dieng,,58,62
226,3,9:54.0,Z. LaVine misses 3-pt jump shot from 24 ft,,58,62
227,3,9:54.0,,Defensive rebound by D. Sabonis,58,62
228,3,9:49.0,,Personal foul by Z. LaVine (drawn by R. Westbrook),58,62
229,3,9:37.0,,Shooting foul by R. Rubio (drawn by S. Adams),58,62
230,3,9:37.0,,S. Adams makes free throw 1 of 2,58,63
231,3,9:37.0,,S. Adams makes free throw 2 of 2,58,64
232,3,9:25.0,Offensive foul by K. Towns (drawn by S. Adams),,58,64
233,3,9:25.0,Turnover by K. Towns (offensive foul),,58,64
234,3,9:18.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),58,66
235,3,9:17.0,Minnesota full timeout,,58,66
236,3,9:08.0,Shooting foul by R. Westbrook (drawn by A. Wiggins),,58,66
237,3,9:08.0,A. Wiggins misses free throw 1 of 2,,58,66
238,3,9:08.0,Offensive rebound by Team,,58,66
239,3,9:08.0,A. Wiggins misses free throw 2 of 2,,58,66
240,3,9:07.0,,Defensive rebound by D. Sabonis,58,66
241,3,8:57.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),58,68
242,3,8:40.0,K. Towns makes 2-pt jump shot from 14 ft (assist by R. Rubio),,60,68
243,3,8:25.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),60,70
244,3,8:10.0,Personal foul by D. Sabonis (drawn by G. Dieng),,60,70
245,3,8:05.0,R. Rubio misses 2-pt jump shot from 18 ft,,60,70
246,3,8:04.0,,Defensive rebound by A. Roberson,60,70
247,3,7:55.0,,D. Sabonis misses 3-pt jump shot from 23 ft,60,70
248,3,7:53.0,Defensive rebound by R. Rubio,,60,70
249,3,7:37.0,A. Wiggins misses 3-pt jump shot from 25 ft,,60,70
250,3,7:36.0,,Defensive rebound by A. Morrow,60,70
251,3,7:25.0,,Turnover by R. Westbrook (bad pass; steal by A. Wiggins),60,70
252,3,7:21.0,Shooting foul by A. Morrow (drawn by A. Wiggins),,60,70
253,3,7:21.0,A. Wiggins misses free throw 1 of 2,,60,70
254,3,7:21.0,Offensive rebound by Team,,60,70
255,3,7:21.0,A. Wiggins makes free throw 2 of 2,,61,70
256,3,7:08.0,,Turnover by A. Roberson (bad pass; steal by Z. LaVine),61,70
257,3,7:05.0,Z. LaVine makes 2-pt layup from 2 ft,,63,70
258,3,7:05.0,Shooting foul by A. Roberson (drawn by Z. LaVine),,63,70
259,3,7:05.0,,Á. Abrines enters the game for A. Morrow,63,70
260,3,7:05.0,Z. LaVine makes free throw 1 of 1,,64,70
261,3,6:55.0,,R. Westbrook makes 2-pt jump shot from 16 ft,64,72
262,3,6:37.0,K. Towns makes 2-pt dunk at rim (assist by A. Wiggins),,66,72
263,3,6:18.0,,S. Adams misses 2-pt hook shot from 3 ft,66,72
264,3,6:18.0,Defensive rebound by Team,,66,72
265,3,6:18.0,,J. Grant enters the game for A. Roberson,66,72
266,3,6:05.0,A. Wiggins misses 2-pt jump shot from 5 ft,,66,72
267,3,6:04.0,,Defensive rebound by D. Sabonis,66,72
268,3,5:56.0,,J. Grant misses 3-pt jump shot from 23 ft,66,72
269,3,5:55.0,,Offensive rebound by S. Adams,66,72
270,3,5:51.0,,S. Adams makes 2-pt layup from 1 ft (assist by J. Grant),66,74
271,3,5:35.0,Personal foul by S. Adams (drawn by K. Towns),,66,74
272,3,5:35.0,K. Towns makes free throw 1 of 2,,67,74
273,3,5:35.0,,E. Freedom enters the game for D. Sabonis,67,74
274,3,5:35.0,S. Muhammad enters the game for Z. LaVine,,67,74
275,3,5:35.0,K. Towns makes free throw 2 of 2,,68,74
276,3,5:24.0,,R. Westbrook makes 2-pt jump shot from 12 ft,68,76
277,3,5:06.0,Turnover by G. Dieng (bad pass; steal by S. Adams),,68,76
278,3,4:57.0,,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),68,78
279,3,4:57.0,Minnesota full timeout,,68,78
280,3,4:43.0,S. Muhammad misses 2-pt jump shot from 6 ft,,68,78
281,3,4:42.0,,Defensive rebound by S. Adams,68,78
282,3,4:20.0,,S. Adams misses 2-pt jump shot from 3 ft,68,78
283,3,4:19.0,,Offensive rebound by R. Westbrook,68,78
284,3,4:19.0,,R. Westbrook misses 2-pt layup from 2 ft,68,78
285,3,4:19.0,,Offensive rebound by Team,68,78
286,3,4:14.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),68,80
287,3,3:52.0,K. Towns misses 2-pt jump shot from 6 ft,,68,80
288,3,3:51.0,,Defensive rebound by Á. Abrines,68,80
289,3,3:46.0,,J. Lauvergne enters the game for S. Adams,68,80
290,3,3:35.0,,Turnover by R. Westbrook (bad pass),68,80
291,3,3:16.0,A. Wiggins misses 2-pt jump shot from 8 ft,,68,80
292,3,3:15.0,Offensive rebound by G. Dieng,,68,80
293,3,3:15.0,G. Dieng misses 2-pt layup from 1 ft,,68,80
294,3,3:15.0,Offensive rebound by A. Wiggins,,68,80
295,3,3:15.0,A. Wiggins makes 2-pt layup from 1 ft,,70,80
296,3,3:15.0,Shooting foul by J. Grant (drawn by A. Wiggins),,70,80
297,3,3:15.0,A. Wiggins misses free throw 1 of 1,,70,80
298,3,3:14.0,,Defensive rebound by J. Lauvergne,70,80
299,3,2:58.0,,R. Westbrook makes 2-pt jump shot from 17 ft,70,82
300,3,2:44.0,,S. Christon enters the game for R. Westbrook,70,82
301,3,2:34.0,G. Dieng misses 2-pt jump shot from 16 ft,,70,82
302,3,2:34.0,Offensive rebound by Team,,70,82
303,3,2:23.0,A. Wiggins makes 2-pt jump shot from 14 ft,,72,82
304,3,2:11.0,,Turnover by S. Christon (bad pass; steal by R. Rubio),72,82
305,3,1:58.0,A. Wiggins misses 3-pt jump shot from 25 ft,,72,82
306,3,1:56.0,,Defensive rebound by S. Christon,72,82
307,3,1:56.0,N. Bjelica enters the game for K. Towns,,72,82
308,3,1:56.0,K. Dunn enters the game for R. Rubio,,72,82
309,3,1:41.0,,Á. Abrines misses 3-pt jump shot from 25 ft,72,82
310,3,1:40.0,Defensive rebound by A. Wiggins,,72,82
311,3,1:39.0,Personal foul by J. Lauvergne (drawn by A. Wiggins),,72,82
312,3,1:39.0,A. Wiggins makes free throw 1 of 2,,73,82
313,3,1:39.0,A. Wiggins misses free throw 2 of 2,,73,82
314,3,1:39.0,J. Hill enters the game for G. Dieng,,73,82
315,3,1:38.0,,Defensive rebound by J. Lauvergne,73,82
316,3,1:19.0,,Shooting foul by J. Hill (drawn by E. Freedom),73,82
317,3,1:19.0,,E. Freedom misses free throw 1 of 2,73,82
318,3,1:19.0,,Offensive rebound by Team,73,82
319,3,1:19.0,,E. Freedom makes free throw 2 of 2,73,83
320,3,1:01.0,N. Bjelica misses 2-pt jump shot from 6 ft,,73,83
321,3,1:00.0,Offensive rebound by J. Hill,,73,83
322,3,0:58.0,J. Hill misses 2-pt jump shot from 8 ft,,73,83
323,3,0:58.0,,Defensive rebound by J. Grant,73,83
324,3,0:43.0,,Turnover by J. Grant (lost ball; steal by K. Dunn),73,83
325,3,0:33.0,A. Wiggins makes 2-pt jump shot from 15 ft,,75,83
326,3,0:12.0,,E. Freedom makes 2-pt jump shot from 16 ft,75,85
327,3,0:12.0,,Shooting foul by J. Hill (drawn by E. Freedom),75,85
328,3,0:12.0,,E. Freedom makes free throw 1 of 1,75,86
329,3,0:02.0,Turnover by K. Dunn (bad pass; steal by Á. Abrines),,75,86
330,4,11:39.0,J. Hill misses 2-pt layup from 2 ft (block by J. Grant),,75,86
331,4,11:38.0,,Defensive rebound by E. Freedom,75,86
332,4,11:20.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by E. Freedom),75,89
333,4,11:05.0,Shooting foul by E. Freedom (drawn by J. Hill),,75,89
334,4,11:05.0,S. Muhammad makes free throw 1 of 2,,76,89
335,4,11:05.0,S. Muhammad makes free throw 2 of 2,,77,89
336,4,10:46.0,,E. Freedom makes 2-pt hook shot from 4 ft,77,91
337,4,10:33.0,Z. LaVine makes 3-pt jump shot from 26 ft,,80,91
338,4,10:10.0,,Shooting foul by N. Bjelica (drawn by J. Grant),80,91
339,4,10:10.0,,J. Grant makes free throw 1 of 2,80,92
340,4,10:10.0,,J. Grant makes free throw 2 of 2,80,93
341,4,9:54.0,J. Hill makes 2-pt jump shot from 16 ft (assist by Z. LaVine),,82,93
342,4,9:31.0,,Á. Abrines makes 3-pt jump shot from 27 ft (assist by S. Christon),82,96
343,4,9:22.0,Z. LaVine misses 2-pt layup from 2 ft,,82,96
344,4,9:21.0,,Defensive rebound by Á. Abrines,82,96
345,4,9:15.0,,Á. Abrines misses 2-pt layup from 1 ft,82,96
346,4,9:14.0,,Offensive rebound by Team,82,96
347,4,9:01.0,,Á. Abrines misses 3-pt jump shot from 25 ft,82,96
348,4,9:01.0,,Offensive rebound by Team,82,96
349,4,9:00.0,A. Wiggins enters the game for Z. LaVine,,82,96
350,4,8:53.0,,Turnover by E. Freedom (lost ball; steal by S. Muhammad),82,96
351,4,8:45.0,K. Dunn misses 3-pt jump shot from 25 ft,,82,96
352,4,8:44.0,,Defensive rebound by J. Grant,82,96
353,4,8:25.0,,S. Christon misses 2-pt jump shot from 6 ft,82,96
354,4,8:24.0,Defensive rebound by N. Bjelica,,82,96
355,4,8:18.0,Turnover by N. Bjelica (bad pass; steal by J. Grant),,82,96
356,4,8:11.0,,Oklahoma City full timeout,82,96
357,4,8:11.0,,R. Westbrook enters the game for S. Christon,82,96
358,4,8:11.0,K. Towns enters the game for J. Hill,,82,96
359,4,8:11.0,G. Dieng enters the game for N. Bjelica,,82,96
360,4,7:56.0,,E. Freedom misses 2-pt layup from 2 ft,82,96
361,4,7:55.0,Defensive rebound by K. Dunn,,82,96
362,4,7:35.0,K. Towns misses 3-pt jump shot from 24 ft,,82,96
363,4,7:35.0,,Defensive rebound by R. Westbrook,82,96
364,4,7:30.0,,Turnover by R. Westbrook (bad pass; steal by A. Wiggins),82,96
365,4,7:18.0,S. Muhammad makes 2-pt jump shot from 8 ft,,84,96
366,4,7:03.0,,Á. Abrines misses 3-pt jump shot from 25 ft,84,96
367,4,7:03.0,Defensive rebound by G. Dieng,,84,96
368,4,6:53.0,A. Wiggins makes 2-pt layup at rim,,86,96
369,4,6:36.0,,R. Westbrook misses 2-pt jump shot from 14 ft,86,96
370,4,6:36.0,,Offensive rebound by R. Westbrook,86,96
371,4,6:35.0,,R. Westbrook misses 2-pt layup from 2 ft,86,96
372,4,6:33.0,Defensive rebound by Team,,86,96
373,4,6:33.0,R. Rubio enters the game for K. Dunn,,86,96
374,4,6:33.0,Z. LaVine enters the game for S. Muhammad,,86,96
375,4,6:33.0,,S. Adams enters the game for J. Lauvergne,86,96
376,4,6:33.0,,A. Roberson enters the game for Á. Abrines,86,96
377,4,6:22.0,G. Dieng misses 2-pt jump shot from 14 ft,,86,96
378,4,6:21.0,,Defensive rebound by S. Adams,86,96
379,4,6:14.0,,R. Westbrook makes 2-pt layup from 2 ft,86,98
