,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SAN ANTONIO_ACTION,GOLDEN STATE_SCORE,SAN ANTONIO_SCORE
201,2,2:01.0,,Defensive rebound by M. Ginóbili,45,52
202,2,1:54.0,,L. Aldridge misses 2-pt jump shot from 21 ft,45,52
203,2,1:52.0,Defensive rebound by A. Iguodala,,45,52
204,2,1:40.0,S. Curry makes 2-pt layup from 3 ft (assist by Z. Pachulia),,47,52
205,2,1:28.0,,K. Leonard misses 2-pt jump shot from 8 ft,47,52
206,2,1:27.0,,Offensive rebound by P. Gasol,47,52
207,2,1:27.0,,Personal foul by S. Curry (drawn by P. Gasol),47,52
208,2,1:27.0,K. Thompson enters the game for S. Livingston,,47,52
209,2,1:17.0,,M. Ginóbili makes 3-pt jump shot from 26 ft,47,55
210,2,1:10.0,K. Thompson makes 3-pt jump shot from 29 ft (assist by S. Curry),,50,55
211,2,0:57.0,,Turnover by M. Ginóbili (lost ball),50,55
212,2,0:50.0,S. Curry makes 2-pt layup from 2 ft,,52,55
213,2,0:40.0,,Personal foul by S. Curry,52,55
214,2,0:40.0,,P. Mills makes free throw 1 of 2,52,56
215,2,0:40.0,,D. Green enters the game for P. Gasol,52,56
216,2,0:40.0,M. Barnes enters the game for Z. Pachulia,,52,56
217,2,0:40.0,,P. Mills makes free throw 2 of 2,52,57
218,2,0:31.0,Shooting foul by M. Ginóbili (drawn by S. Curry),,52,57
219,2,0:31.0,S. Curry makes free throw 1 of 2,,53,57
220,2,0:31.0,S. Curry makes free throw 2 of 2,,54,57
221,2,0:10.0,,Turnover by K. Leonard (lost ball; steal by A. Iguodala),54,57
222,2,0:04.0,K. Thompson misses 3-pt jump shot from 24 ft,,54,57
223,2,0:02.0,,Defensive rebound by K. Leonard,54,57
224,2,0:00.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,54,57
225,2,0:00.0,,Offensive rebound by Team,54,57
226,3,11:41.0,Z. Pachulia misses 2-pt layup from 1 ft (block by L. Aldridge),,54,57
227,3,11:39.0,Offensive rebound by Z. Pachulia,,54,57
228,3,11:37.0,Z. Pachulia misses 2-pt jump shot from 4 ft (block by L. Aldridge),,54,57
229,3,11:35.0,Offensive rebound by Z. Pachulia,,54,57
230,3,11:32.0,Z. Pachulia misses 2-pt jump shot from 11 ft,,54,57
231,3,11:32.0,,Defensive rebound by L. Aldridge,54,57
232,3,11:24.0,,Turnover by K. Leonard (bad pass; steal by D. Green),54,57
233,3,11:07.0,Z. Pachulia makes 2-pt layup from 3 ft,,56,57
234,3,10:47.0,,Turnover by T. Parker (bad pass; steal by Z. Pachulia),56,57
235,3,10:40.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,59,57
236,3,10:21.0,,Personal foul by Z. Pachulia (drawn by K. Leonard),59,57
237,3,10:12.0,,K. Leonard misses 3-pt jump shot from 26 ft,59,57
238,3,10:11.0,Defensive rebound by K. Thompson,,59,57
239,3,10:00.0,Turnover by D. Green (bad pass; steal by T. Parker),,59,57
240,3,9:37.0,,K. Leonard misses 3-pt jump shot from 25 ft,59,57
241,3,9:36.0,,Offensive rebound by Team,59,57
242,3,9:36.0,,Turnover by Team (shot clock),59,57
243,3,9:25.0,K. Thompson misses 3-pt jump shot from 24 ft,,59,57
244,3,9:24.0,Offensive rebound by M. Barnes,,59,57
245,3,9:21.0,S. Curry makes 3-pt jump shot from 27 ft (assist by M. Barnes),,62,57
246,3,9:21.0,,San Antonio full timeout,62,57
247,3,8:56.0,,K. Leonard misses 2-pt jump shot from 5 ft,62,57
248,3,8:55.0,Defensive rebound by D. Green,,62,57
249,3,8:48.0,Turnover by M. Barnes (bad pass; steal by D. Dedmon),,62,57
250,3,8:44.0,,Personal foul by D. Green (drawn by T. Parker),62,57
251,3,8:33.0,,L. Aldridge misses 2-pt hook shot from 8 ft,62,57
252,3,8:32.0,,Offensive rebound by L. Aldridge,62,57
253,3,8:29.0,,L. Aldridge makes 2-pt layup from 3 ft,62,59
254,3,8:20.0,,Violation by D. Dedmon (kicked ball),62,59
255,3,8:05.0,Z. Pachulia misses 2-pt layup from 1 ft,,62,59
256,3,8:05.0,Offensive rebound by Z. Pachulia,,62,59
257,3,8:05.0,Shooting foul by D. Green (drawn by Z. Pachulia),,62,59
258,3,8:05.0,Z. Pachulia makes free throw 1 of 2,,63,59
259,3,8:05.0,,P. Gasol enters the game for D. Dedmon,63,59
260,3,8:05.0,Z. Pachulia makes free throw 2 of 2,,64,59
261,3,7:45.0,,D. Green misses 2-pt jump shot from 19 ft,64,59
262,3,7:44.0,Defensive rebound by D. Green,,64,59
263,3,7:34.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),,67,59
264,3,7:19.0,,P. Gasol misses 2-pt jump shot from 18 ft,67,59
265,3,7:19.0,,Offensive rebound by Team,67,59
266,3,7:19.0,,Personal foul by K. Thompson (drawn by L. Aldridge),67,59
267,3,7:14.0,,Personal foul by M. Barnes (drawn by K. Leonard),67,59
268,3,7:00.0,,T. Parker misses 2-pt layup from 2 ft,67,59
269,3,6:59.0,Defensive rebound by M. Barnes,,67,59
270,3,6:54.0,S. Curry misses 3-pt jump shot from 28 ft,,67,59
271,3,6:53.0,,Defensive rebound by P. Gasol,67,59
272,3,6:35.0,,P. Mills enters the game for T. Parker,67,59
273,3,6:34.0,,Shooting foul by S. Curry (drawn by D. Green),67,59
274,3,6:34.0,,D. Green makes free throw 1 of 2,67,60
275,3,6:34.0,,D. Green makes free throw 2 of 2,67,61
276,3,6:26.0,M. Barnes misses 3-pt jump shot from 25 ft,,67,61
277,3,6:25.0,,Defensive rebound by P. Gasol,67,61
278,3,6:09.0,,Shooting foul by M. Barnes (drawn by K. Leonard),67,61
279,3,6:09.0,,K. Leonard makes free throw 1 of 2,67,62
280,3,6:09.0,Golden State full timeout,,67,62
281,3,6:09.0,A. Iguodala enters the game for M. Barnes,,67,62
282,3,6:09.0,,K. Leonard makes free throw 2 of 2,67,63
283,3,5:52.0,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,70,63
284,3,5:38.0,,Shooting block foul by Z. Pachulia (drawn by P. Gasol),70,63
285,3,5:38.0,,P. Gasol makes free throw 1 of 2,70,64
286,3,5:38.0,J. McGee enters the game for Z. Pachulia,,70,64
287,3,5:38.0,,P. Gasol makes free throw 2 of 2,70,65
288,3,5:22.0,S. Curry makes 2-pt layup from 1 ft,,72,65
289,3,4:54.0,,L. Aldridge misses 2-pt jump shot from 15 ft,72,65
290,3,4:53.0,,Offensive rebound by K. Leonard,72,65
291,3,4:51.0,,K. Leonard makes 2-pt jump shot from 6 ft,72,67
292,3,4:38.0,Personal foul by P. Mills,,72,67
293,3,4:30.0,J. McGee misses 2-pt dunk at rim (block by L. Aldridge),,72,67
294,3,4:30.0,,Defensive rebound by P. Gasol,72,67
295,3,4:20.0,,K. Leonard makes 2-pt jump shot from 21 ft,72,69
296,3,4:03.0,Turnover by D. Green (bad pass),,72,69
297,3,3:47.0,,Turnover by K. Leonard (bad pass; steal by A. Iguodala),72,69
298,3,3:40.0,K. Thompson misses 2-pt layup from 2 ft,,72,69
299,3,3:39.0,,Defensive rebound by L. Aldridge,72,69
300,3,3:28.0,,P. Gasol misses 3-pt jump shot from 25 ft,72,69
301,3,3:27.0,Defensive rebound by A. Iguodala,,72,69
302,3,3:16.0,S. Curry misses 3-pt jump shot from 28 ft,,72,69
303,3,3:15.0,,Defensive rebound by D. Green,72,69
304,3,3:10.0,,Shooting foul by J. McGee (drawn by L. Aldridge),72,69
305,3,3:10.0,,L. Aldridge makes 2-pt dunk at rim (assist by D. Green),72,71
306,3,3:10.0,Golden State full timeout,,72,71
307,3,3:10.0,,M. Ginóbili enters the game for D. Green,72,71
308,3,3:10.0,D. West enters the game for K. Thompson,,72,71
309,3,3:10.0,S. Livingston enters the game for D. Green,,72,71
310,3,3:10.0,,L. Aldridge makes free throw 1 of 1,72,72
311,3,2:55.0,D. West makes 2-pt jump shot from 16 ft (assist by S. Curry),,74,72
312,3,2:39.0,,Turnover by P. Mills (bad pass; steal by J. McGee),74,72
313,3,2:35.0,J. McGee makes 2-pt dunk at rim (assist by S. Curry),,76,72
314,3,2:27.0,,Personal foul by J. McGee (drawn by P. Gasol),76,72
315,3,2:27.0,,P. Gasol misses free throw 1 of 2,76,72
316,3,2:27.0,,Offensive rebound by Team,76,72
317,3,2:27.0,,P. Gasol makes free throw 2 of 2,76,73
318,3,2:13.0,S. Curry misses 2-pt layup from 3 ft,,76,73
319,3,2:13.0,Offensive rebound by J. McGee,,76,73
320,3,2:13.0,Personal foul by M. Ginóbili (drawn by J. McGee),,76,73
321,3,2:01.0,A. Iguodala makes 2-pt jump shot from 20 ft (assist by D. West),,78,73
322,3,1:39.0,,Shooting block foul by J. McGee (drawn by P. Gasol),78,73
323,3,1:39.0,,P. Gasol makes free throw 1 of 2,78,74
324,3,1:39.0,,D. Lee enters the game for L. Aldridge,78,74
325,3,1:39.0,,K. Anderson enters the game for K. Leonard,78,74
326,3,1:39.0,D. Green enters the game for J. McGee,,78,74
327,3,1:39.0,,P. Gasol makes free throw 2 of 2,78,75
328,3,1:19.0,A. Iguodala makes 2-pt jump shot from 16 ft (assist by D. Green),,80,75
329,3,0:54.0,,P. Gasol makes 2-pt dunk at rim (assist by M. Ginóbili),80,77
330,3,0:41.0,D. Green makes 2-pt jump shot from 5 ft (assist by S. Curry),,82,77
331,3,0:31.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,82,77
332,3,0:30.0,,Offensive rebound by P. Gasol,82,77
333,3,0:12.0,,D. Lee misses 2-pt layup from 1 ft (block by D. West),82,77
334,3,0:10.0,Defensive rebound by A. Iguodala,,82,77
335,3,0:09.0,S. Curry makes 2-pt dunk at rim (assist by S. Livingston),,84,77
336,3,0:04.0,,Turnover by D. Lee (offensive goaltending),84,77
337,3,0:04.0,K. Thompson enters the game for S. Livingston,,84,77
338,3,0:04.0,I. Clark enters the game for D. West,,84,77
339,3,0:04.0,,D. Green enters the game for P. Gasol,84,77
340,3,0:01.0,S. Curry misses 3-pt jump shot from 39 ft,,84,77
341,3,0:00.0,Offensive rebound by Team,,84,77
342,4,11:43.0,,M. Ginóbili misses 2-pt jump shot from 9 ft,84,77
343,4,11:42.0,Defensive rebound by M. Barnes,,84,77
344,4,11:28.0,Turnover by M. Barnes (bad pass; steal by M. Ginóbili),,84,77
345,4,11:21.0,,P. Gasol makes 2-pt layup from 1 ft (assist by M. Ginóbili),84,79
346,4,10:51.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. West),,86,79
347,4,10:34.0,,T. Parker enters the game for P. Mills,86,79
348,4,10:31.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,86,79
349,4,10:30.0,Defensive rebound by D. West,,86,79
350,4,10:20.0,I. Clark makes 2-pt layup from 2 ft,,88,79
351,4,9:57.0,,K. Anderson makes 2-pt layup from 1 ft,88,81
352,4,9:40.0,I. Clark makes 2-pt layup from 1 ft (assist by D. West),,90,81
353,4,9:19.0,,D. Lee makes 2-pt layup from 2 ft (assist by P. Gasol),90,83
354,4,9:17.0,Golden State full timeout,,90,83
355,4,9:04.0,Turnover by D. West (bad pass; steal by P. Gasol),,90,83
356,4,8:55.0,,K. Anderson makes 2-pt jump shot from 19 ft (assist by P. Gasol),90,85
357,4,8:37.0,K. Thompson makes 2-pt jump shot from 16 ft,,92,85
358,4,8:17.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Gasol),92,88
359,4,7:53.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. West),,95,88
360,4,7:32.0,,D. Lee makes 2-pt layup from 2 ft (assist by P. Gasol),95,90
361,4,7:17.0,D. West makes 2-pt jump shot from 19 ft (assist by M. Barnes),,97,90
362,4,6:51.0,,D. Lee misses 2-pt jump shot from 7 ft,97,90
363,4,6:50.0,Defensive rebound by A. Iguodala,,97,90
364,4,6:42.0,K. Thompson makes 2-pt jump shot from 14 ft,,99,90
365,4,6:42.0,,San Antonio full timeout,99,90
366,4,6:42.0,D. Green enters the game for A. Iguodala,,99,90
367,4,6:42.0,,L. Aldridge enters the game for P. Gasol,99,90
368,4,6:42.0,,K. Leonard enters the game for K. Anderson,99,90
369,4,6:42.0,,D. Green enters the game for M. Ginóbili,99,90
370,4,6:26.0,,K. Leonard misses 2-pt jump shot from 8 ft,99,90
371,4,6:25.0,Defensive rebound by D. West,,99,90
372,4,6:12.0,Turnover by D. Green (lost ball; steal by D. Green),,99,90
373,4,5:54.0,,Personal foul by M. Barnes (drawn by L. Aldridge),99,90
374,4,5:54.0,S. Curry enters the game for K. Thompson,,99,90
375,4,5:52.0,,Shooting foul by M. Barnes (drawn by K. Leonard),99,90
376,4,5:52.0,,K. Leonard misses free throw 1 of 2,99,90
377,4,5:52.0,,Offensive rebound by Team,99,90
378,4,5:52.0,,K. Leonard makes free throw 2 of 2,99,91
379,4,5:39.0,D. West misses 2-pt jump shot from 4 ft,,99,91
380,4,5:37.0,Offensive rebound by D. West,,99,91
381,4,5:35.0,D. West makes 2-pt jump shot from 5 ft,,101,91
382,4,5:21.0,,D. Lee makes 2-pt layup from 3 ft (assist by K. Leonard),101,93
383,4,5:07.0,D. West makes 2-pt jump shot from 18 ft (assist by S. Curry),,103,93
384,4,4:52.0,,D. Lee misses 2-pt layup from 2 ft (block by D. West),103,93
