,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
0,1,11:41.0,J. Henson makes 2-pt hook shot from 3 ft (assist by J. Parker),,2,0
1,1,11:20.0,,J. Valančiūnas misses 2-pt jump shot from 12 ft (block by J. Henson),2,0
2,1,11:20.0,,Offensive rebound by Team,2,0
3,1,11:17.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft (assist by D. DeRozan),2,2
4,1,10:59.0,J. Parker makes 2-pt jump shot from 17 ft (assist by M. Dellavedova),,4,2
5,1,10:39.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft,4,2
6,1,10:38.0,Defensive rebound by J. Henson,,4,2
7,1,10:28.0,T. Snell makes 2-pt dunk at rim (assist by G. Antetokounmpo),,6,2
8,1,10:14.0,,Shooting foul by M. Dellavedova (drawn by D. DeRozan),6,2
9,1,10:14.0,,D. DeRozan makes free throw 1 of 2,6,3
10,1,10:14.0,,D. DeRozan makes free throw 2 of 2,6,4
11,1,9:50.0,T. Snell misses 3-pt jump shot from 24 ft,,6,4
12,1,9:49.0,,Defensive rebound by J. Valančiūnas,6,4
13,1,9:43.0,,D. Carroll makes 3-pt jump shot from 26 ft (assist by K. Lowry),6,7
14,1,9:20.0,J. Parker makes 2-pt layup from 2 ft (assist by M. Dellavedova),,8,7
15,1,9:08.0,,Shooting foul by J. Henson (drawn by D. DeRozan),8,7
16,1,9:08.0,,D. DeRozan makes free throw 1 of 2,8,8
17,1,9:08.0,,D. DeRozan makes free throw 2 of 2,8,9
18,1,8:53.0,J. Henson misses 2-pt hook shot from 8 ft,,8,9
19,1,8:53.0,,Defensive rebound by D. DeRozan,8,9
20,1,8:47.0,,D. Carroll makes 3-pt jump shot from 26 ft (assist by D. DeRozan),8,12
21,1,8:34.0,M. Dellavedova misses 2-pt layup from 2 ft,,8,12
22,1,8:34.0,,Defensive rebound by J. Valančiūnas,8,12
23,1,8:27.0,,Turnover by K. Lowry (bad pass; steal by G. Antetokounmpo),8,12
24,1,8:20.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by P. Siakam),,8,12
25,1,8:19.0,Offensive rebound by J. Parker,,8,12
26,1,8:13.0,J. Parker misses 2-pt jump shot from 16 ft,,8,12
27,1,8:12.0,,Defensive rebound by P. Siakam,8,12
28,1,7:57.0,,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by D. DeRozan),8,14
29,1,7:57.0,Milwaukee full timeout,,8,14
30,1,7:37.0,J. Henson misses 2-pt layup from 3 ft,,8,14
31,1,7:37.0,,Defensive rebound by J. Valančiūnas,8,14
32,1,7:24.0,,P. Siakam misses 3-pt jump shot from 24 ft,8,14
33,1,7:23.0,,Offensive rebound by D. Carroll,8,14
34,1,7:19.0,,D. Carroll makes 2-pt layup from 2 ft,8,16
