,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DALLAS_ACTION,CLEVELAND_SCORE,DALLAS_SCORE
58,1,4:52.0,K. Irving makes 2-pt layup from 1 ft,,16,14
59,1,4:42.0,,Shooting block foul by R. Jefferson (drawn by W. Matthews),16,14
60,1,4:42.0,,W. Matthews makes free throw 1 of 2,16,15
61,1,4:42.0,,D. Powell enters the game for S. Mejri,16,15
62,1,4:42.0,,W. Matthews makes free throw 2 of 2,16,16
63,1,4:27.0,Shooting block foul by D. Powell (drawn by I. Shumpert),,16,16
64,1,4:27.0,I. Shumpert makes free throw 1 of 2,,17,16
65,1,4:27.0,K. Korver enters the game for R. Jefferson,,17,16
66,1,4:27.0,I. Shumpert makes free throw 2 of 2,,18,16
67,1,4:21.0,,Def 3 sec tech foul by C. Frye,18,16
68,1,4:21.0,,W. Matthews makes technical free throw,18,17
69,1,4:13.0,,S. Curry misses 2-pt jump shot from 17 ft,18,17
70,1,4:12.0,Defensive rebound by I. Shumpert,,18,17
71,1,4:04.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,20,17
72,1,3:39.0,,D. Harris misses 3-pt jump shot from 24 ft,20,17
73,1,3:38.0,,Offensive rebound by D. Powell,20,17
74,1,3:35.0,,S. Curry misses 3-pt jump shot from 25 ft,20,17
75,1,3:35.0,,Offensive rebound by H. Barnes,20,17
76,1,3:35.0,Loose ball foul by K. Korver (drawn by H. Barnes),,20,17
77,1,3:27.0,,S. Curry makes 2-pt layup from 3 ft,20,19
78,1,3:09.0,Shooting foul by D. Harris (drawn by C. Frye),,20,19
79,1,3:09.0,C. Frye makes free throw 1 of 2,,21,19
80,1,3:09.0,,Y. Ferrell enters the game for D. Harris,21,19
81,1,3:09.0,J. McRae enters the game for L. James,,21,19
82,1,3:09.0,,D. Finney-Smith enters the game for W. Matthews,21,19
83,1,3:09.0,C. Frye makes free throw 2 of 2,,22,19
84,1,2:49.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,22,19
85,1,2:48.0,Defensive rebound by I. Shumpert,,22,19
86,1,2:38.0,K. Irving makes 2-pt layup from 1 ft,,24,19
87,1,2:26.0,,D. Powell misses 2-pt jump shot from 8 ft,24,19
88,1,2:25.0,Defensive rebound by C. Frye,,24,19
89,1,2:21.0,Shooting foul by Y. Ferrell (drawn by K. Irving),,24,19
90,1,2:21.0,K. Irving makes free throw 1 of 3,,25,19
91,1,2:21.0,K. Irving makes free throw 2 of 3,,26,19
92,1,2:21.0,,D. Nowitzki enters the game for H. Barnes,26,19
93,1,2:21.0,T. Thompson enters the game for I. Shumpert,,26,19
94,1,2:21.0,K. Irving makes free throw 3 of 3,,27,19
95,1,2:08.0,,Y. Ferrell makes 2-pt jump shot from 16 ft,27,21
96,1,1:49.0,K. Irving misses 2-pt jump shot from 11 ft,,27,21
97,1,1:48.0,,Defensive rebound by D. Nowitzki,27,21
98,1,1:38.0,,Y. Ferrell misses 2-pt layup from 3 ft (block by C. Frye),27,21
99,1,1:37.0,Defensive rebound by K. Korver,,27,21
100,1,1:25.0,Turnover by C. Frye (bad pass; steal by D. Finney-Smith),,27,21
101,1,1:20.0,,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),27,24
102,1,0:58.0,J. McRae makes 2-pt jump shot from 20 ft,,29,24
103,1,0:40.0,,Personal foul by J. McRae (drawn by Y. Ferrell),29,24
104,1,0:34.0,,D. Powell misses 3-pt jump shot from 24 ft,29,24
105,1,0:33.0,Defensive rebound by C. Frye,,29,24
106,1,0:11.0,K. Irving misses 3-pt jump shot from 24 ft,,29,24
107,1,0:10.0,,Defensive rebound by Y. Ferrell,29,24
108,1,0:04.0,,S. Curry makes 2-pt jump shot from 5 ft,29,26
109,1,0:01.0,J. McRae misses 3-pt jump shot from 25 ft,,29,26
110,1,0:00.0,Offensive rebound by Team,,29,26
111,2,11:50.0,,Personal foul by T. Thompson (drawn by D. Nowitzki),29,26
112,2,11:36.0,,W. Matthews misses 3-pt jump shot from 24 ft,29,26
113,2,11:35.0,Defensive rebound by L. James,,29,26
114,2,11:32.0,Turnover by L. James (bad pass),,29,26
115,2,11:19.0,,D. Powell misses 2-pt layup from 1 ft (block by C. Frye),29,26
116,2,11:18.0,Defensive rebound by T. Thompson,,29,26
117,2,11:11.0,Turnover by L. James (lost ball; steal by D. Nowitzki),,29,26
118,2,11:08.0,,Shooting foul by C. Frye (drawn by D. Powell),29,26
119,2,11:08.0,,D. Powell makes free throw 1 of 2,29,27
120,2,11:08.0,,D. Powell makes free throw 2 of 2,29,28
121,2,10:55.0,K. Korver misses 3-pt jump shot from 25 ft,,29,28
122,2,10:53.0,,Defensive rebound by Y. Ferrell,29,28
123,2,10:41.0,,D. Powell makes 2-pt hook shot from 8 ft,29,30
124,2,10:27.0,C. Frye misses 3-pt jump shot from 24 ft,,29,30
125,2,10:26.0,,Defensive rebound by W. Matthews,29,30
126,2,10:15.0,,W. Matthews makes 2-pt jump shot from 9 ft,29,32
127,2,9:48.0,J. McRae makes 2-pt jump shot from 20 ft,,31,32
128,2,9:32.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by D. Harris),31,34
129,2,9:18.0,L. James makes 2-pt layup from 1 ft,,33,34
130,2,8:54.0,,D. Powell makes 2-pt jump shot from 18 ft (assist by Y. Ferrell),33,36
131,2,8:41.0,Official timeout,,33,36
132,2,8:41.0,,H. Barnes enters the game for D. Nowitzki,33,36
133,2,8:34.0,C. Frye misses 3-pt jump shot from 25 ft,,33,36
134,2,8:33.0,,Defensive rebound by H. Barnes,33,36
135,2,8:33.0,,Personal foul by T. Thompson (drawn by H. Barnes),33,36
136,2,8:33.0,R. Jefferson enters the game for T. Thompson,,33,36
137,2,8:19.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by D. Harris),33,39
138,2,8:09.0,Shooting foul by D. Powell (drawn by L. James),,33,39
139,2,8:09.0,L. James misses free throw 1 of 2,,33,39
140,2,8:09.0,Offensive rebound by Team,,33,39
141,2,8:09.0,,S. Curry enters the game for Y. Ferrell,33,39
142,2,8:09.0,L. James makes free throw 2 of 2,,34,39
143,2,7:47.0,,W. Matthews makes 2-pt jump shot from 18 ft,34,41
144,2,7:32.0,J. McRae misses 2-pt layup from 3 ft (block by D. Powell),,34,41
145,2,7:30.0,,Defensive rebound by Team,34,41
146,2,7:30.0,K. Irving enters the game for J. McRae,,34,41
147,2,7:12.0,,Turnover by D. Harris (bad pass; steal by L. James),34,41
148,2,7:02.0,R. Jefferson makes 2-pt jump shot from 3 ft,,36,41
149,2,7:00.0,,Dallas full timeout,36,41
150,2,6:42.0,,W. Matthews misses 2-pt jump shot from 15 ft,36,41
151,2,6:41.0,Defensive rebound by K. Korver,,36,41
152,2,6:27.0,Personal foul by H. Barnes (drawn by L. James),,36,41
153,2,6:27.0,,Y. Ferrell enters the game for D. Harris,36,41
154,2,6:16.0,Shooting foul by W. Matthews (drawn by L. James),,36,41
155,2,6:16.0,L. James makes free throw 1 of 2,,37,41
156,2,6:16.0,I. Shumpert enters the game for K. Korver,,37,41
157,2,6:16.0,L. James makes free throw 2 of 2,,38,41
158,2,6:03.0,,W. Matthews misses 3-pt jump shot from 25 ft,38,41
159,2,6:02.0,Defensive rebound by K. Irving,,38,41
160,2,5:52.0,C. Frye misses 3-pt jump shot from 25 ft,,38,41
161,2,5:51.0,,Defensive rebound by Y. Ferrell,38,41
162,2,5:44.0,J. McRae enters the game for C. Frye,,38,41
163,2,5:36.0,,Y. Ferrell misses 2-pt jump shot from 22 ft,38,41
164,2,5:34.0,,Offensive rebound by H. Barnes,38,41
165,2,5:29.0,,H. Barnes makes 2-pt jump shot from 13 ft,38,43
166,2,5:01.0,R. Jefferson makes 3-pt jump shot from 26 ft (assist by K. Irving),,41,43
167,2,4:46.0,,Turnover by H. Barnes (lost ball; steal by K. Irving),41,43
168,2,4:40.0,J. McRae makes 2-pt dunk at rim (assist by L. James),,43,43
169,2,4:40.0,,Dallas full timeout,43,43
170,2,4:40.0,,D. Nowitzki enters the game for D. Powell,43,43
171,2,4:20.0,,H. Barnes makes 2-pt jump shot from 6 ft,43,45
172,2,4:04.0,K. Irving misses 2-pt jump shot from 10 ft,,43,45
173,2,4:03.0,,Defensive rebound by D. Nowitzki,43,45
174,2,3:56.0,,Y. Ferrell misses 2-pt layup from 1 ft,43,45
175,2,3:54.0,,Offensive rebound by S. Curry,43,45
176,2,3:54.0,,S. Curry makes 2-pt layup from 1 ft,43,47
177,2,3:35.0,Turnover by K. Irving (bad pass; steal by Y. Ferrell),,43,47
178,2,3:31.0,Violation by I. Shumpert (kicked ball),,43,47
179,2,3:26.0,,Personal block foul by R. Jefferson (drawn by Y. Ferrell),43,47
180,2,3:26.0,K. Korver enters the game for R. Jefferson,,43,47
181,2,3:13.0,,H. Barnes makes 2-pt layup from 2 ft,43,49
182,2,3:13.0,,Shooting foul by J. McRae (drawn by H. Barnes),43,49
183,2,3:13.0,,H. Barnes misses free throw 1 of 1,43,49
184,2,3:12.0,Defensive rebound by L. James,,43,49
185,2,3:00.0,Shooting foul by D. Nowitzki (drawn by I. Shumpert),,43,49
186,2,3:00.0,I. Shumpert makes free throw 1 of 2,,44,49
187,2,3:00.0,I. Shumpert makes free throw 2 of 2,,45,49
188,2,2:39.0,,H. Barnes misses 2-pt jump shot from 8 ft,45,49
189,2,2:38.0,Defensive rebound by L. James,,45,49
190,2,2:31.0,K. Irving misses 2-pt layup from 2 ft,,45,49
191,2,2:29.0,,Defensive rebound by Y. Ferrell,45,49
192,2,2:23.0,,S. Curry misses 3-pt jump shot from 26 ft,45,49
193,2,2:20.0,,Offensive rebound by W. Matthews,45,49
194,2,2:19.0,,W. Matthews makes 2-pt jump shot from 17 ft,45,51
195,2,2:10.0,Cleveland full timeout,,45,51
196,2,2:07.0,,D. Finney-Smith enters the game for D. Nowitzki,45,51
197,2,2:01.0,L. James misses 2-pt hook shot from 7 ft,,45,51
198,2,2:01.0,,Defensive rebound by D. Finney-Smith,45,51
199,2,1:49.0,,W. Matthews misses 3-pt jump shot from 24 ft,45,51
200,2,1:48.0,Defensive rebound by L. James,,45,51
201,2,1:43.0,Turnover by K. Korver (lost ball; steal by D. Finney-Smith),,45,51
202,2,1:23.0,,H. Barnes makes 2-pt jump shot from 17 ft (assist by Y. Ferrell),45,53
203,2,1:04.0,J. McRae makes 3-pt jump shot from 24 ft (assist by K. Korver),,48,53
204,2,0:47.0,,Y. Ferrell makes 2-pt jump shot from 14 ft,48,55
205,2,0:31.0,K. Irving misses 3-pt jump shot from 24 ft,,48,55
206,2,0:29.0,,Defensive rebound by S. Curry,48,55
207,2,0:09.0,,W. Matthews misses 3-pt jump shot from 24 ft,48,55
208,2,0:08.0,Defensive rebound by L. James,,48,55
209,2,0:00.0,L. James makes 2-pt layup from 3 ft,,50,55
210,3,11:41.0,,S. Curry misses 2-pt jump shot from 22 ft,50,55
211,3,11:40.0,Defensive rebound by T. Thompson,,50,55
212,3,11:33.0,I. Shumpert misses 3-pt jump shot from 23 ft,,50,55
213,3,11:33.0,,Defensive rebound by D. Nowitzki,50,55
214,3,11:13.0,,Shooting foul by K. Irving (drawn by Y. Ferrell),50,55
215,3,11:13.0,,Y. Ferrell makes free throw 1 of 2,50,56
216,3,11:13.0,,Y. Ferrell makes free throw 2 of 2,50,57
217,3,10:53.0,K. Irving makes 2-pt layup from 2 ft,,52,57
218,3,10:34.0,,Turnover by D. Nowitzki (bad pass; steal by L. James),52,57
219,3,10:28.0,L. James makes 2-pt layup from 1 ft,,54,57
220,3,10:14.0,,Y. Ferrell misses 2-pt layup from 3 ft,54,57
221,3,10:13.0,,Offensive rebound by H. Barnes,54,57
222,3,10:10.0,,W. Matthews makes 3-pt jump shot from 25 ft,54,60
223,3,9:50.0,L. James misses 3-pt jump shot from 25 ft,,54,60
224,3,9:49.0,,Defensive rebound by D. Nowitzki,54,60
225,3,9:41.0,,S. Curry misses 2-pt layup from 3 ft,54,60
226,3,9:40.0,Defensive rebound by I. Shumpert,,54,60
227,3,9:31.0,I. Shumpert misses 2-pt jump shot from 18 ft,,54,60
228,3,9:30.0,,Defensive rebound by S. Curry,54,60
229,3,9:15.0,,H. Barnes misses 3-pt jump shot from 23 ft,54,60
230,3,9:14.0,Defensive rebound by T. Thompson,,54,60
231,3,9:06.0,L. James misses 2-pt jump shot from 22 ft,,54,60
232,3,9:05.0,,Defensive rebound by H. Barnes,54,60
233,3,8:47.0,,Y. Ferrell misses 2-pt jump shot from 16 ft,54,60
234,3,8:45.0,Defensive rebound by T. Thompson,,54,60
235,3,8:36.0,K. Irving misses 2-pt jump shot from 10 ft,,54,60
236,3,8:36.0,Offensive rebound by K. Irving,,54,60
237,3,8:33.0,Turnover by K. Irving (lost ball; steal by H. Barnes),,54,60
238,3,8:30.0,,W. Matthews makes 2-pt layup at rim (assist by H. Barnes),54,62
239,3,8:30.0,Cleveland full timeout,,54,62
240,3,8:15.0,L. James misses 3-pt jump shot from 24 ft,,54,62
241,3,8:14.0,Offensive rebound by R. Jefferson,,54,62
242,3,8:03.0,L. James makes 3-pt jump shot from 25 ft,,57,62
243,3,7:44.0,,S. Curry misses 2-pt layup from 2 ft (block by R. Jefferson),57,62
244,3,7:44.0,,Offensive rebound by Team,57,62
245,3,7:40.0,,H. Barnes makes 2-pt jump shot from 16 ft (assist by S. Curry),57,64
246,3,7:16.0,I. Shumpert misses 2-pt jump shot from 20 ft,,57,64
247,3,7:16.0,,Defensive rebound by H. Barnes,57,64
248,3,7:10.0,,Shooting foul by I. Shumpert (drawn by H. Barnes),57,64
249,3,7:10.0,,H. Barnes makes free throw 1 of 2,57,65
250,3,7:10.0,,H. Barnes makes free throw 2 of 2,57,66
251,3,7:00.0,K. Irving makes 2-pt jump shot from 18 ft,,59,66
252,3,6:41.0,,S. Curry misses 3-pt jump shot from 25 ft,59,66
253,3,6:40.0,Defensive rebound by T. Thompson,,59,66
254,3,6:23.0,K. Irving misses 2-pt jump shot from 14 ft,,59,66
255,3,6:22.0,,Defensive rebound by Team,59,66
256,3,6:13.0,,Turnover by Y. Ferrell (bad pass; steal by K. Irving),59,66
257,3,6:10.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,61,66
258,3,6:03.0,,Dallas full timeout,61,66
259,3,6:03.0,,D. Harris enters the game for D. Nowitzki,61,66
260,3,6:03.0,,D. Powell enters the game for Y. Ferrell,61,66
261,3,5:55.0,,D. Powell makes 2-pt jump shot from 18 ft (assist by S. Curry),61,68
262,3,5:44.0,L. James makes 2-pt layup from 2 ft (assist by K. Irving),,63,68
263,3,5:44.0,Shooting block foul by D. Powell (drawn by L. James),,63,68
264,3,5:44.0,L. James misses free throw 1 of 1,,63,68
265,3,5:42.0,,Defensive rebound by D. Powell,63,68
266,3,5:30.0,,D. Powell misses 3-pt jump shot from 24 ft,63,68
267,3,5:29.0,Defensive rebound by R. Jefferson,,63,68
268,3,5:13.0,Personal foul by D. Harris (drawn by K. Irving),,63,68
269,3,5:06.0,Offensive foul by K. Irving (drawn by W. Matthews),,63,68
270,3,5:06.0,Turnover by K. Irving (offensive foul),,63,68
271,3,4:59.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Harris),63,71
272,3,4:47.0,K. Irving makes 2-pt jump shot from 19 ft,,65,71
273,3,4:32.0,,H. Barnes misses 2-pt jump shot from 19 ft,65,71
274,3,4:32.0,Defensive rebound by L. James,,65,71
275,3,4:24.0,L. James misses 2-pt jump shot from 20 ft,,65,71
276,3,4:24.0,,Defensive rebound by Team,65,71
277,3,4:10.0,,Shooting foul by R. Jefferson (drawn by H. Barnes),65,71
278,3,4:10.0,,H. Barnes makes free throw 1 of 2,65,72
279,3,4:10.0,J. McRae enters the game for K. Irving,,65,72
280,3,4:10.0,,H. Barnes makes free throw 2 of 2,65,73
281,3,3:58.0,Turnover by J. McRae (bad pass; steal by D. Powell),,65,73
282,3,3:39.0,,D. Harris misses 3-pt jump shot from 25 ft,65,73
283,3,3:38.0,Defensive rebound by L. James,,65,73
284,3,3:20.0,R. Jefferson makes 3-pt jump shot from 24 ft (assist by L. James),,68,73
285,3,2:54.0,,H. Barnes misses 2-pt jump shot from 17 ft,68,73
286,3,2:53.0,Defensive rebound by R. Jefferson,,68,73
287,3,2:34.0,L. James misses 3-pt jump shot from 25 ft,,68,73
288,3,2:34.0,,Defensive rebound by S. Curry,68,73
289,3,2:16.0,,D. Powell makes 2-pt layup from 1 ft (assist by S. Curry),68,75
290,3,1:57.0,Turnover by L. James (lost ball),,68,75
291,3,1:57.0,K. Irving enters the game for L. James,,68,75
292,3,1:57.0,,D. Finney-Smith enters the game for W. Matthews,68,75
293,3,1:40.0,,S. Curry makes 2-pt jump shot from 11 ft,68,77
294,3,1:17.0,K. Irving misses 3-pt jump shot from 24 ft,,68,77
295,3,1:16.0,,Defensive rebound by H. Barnes,68,77
296,3,1:06.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,68,77
297,3,1:04.0,,Offensive rebound by H. Barnes,68,77
298,3,1:01.0,,S. Curry makes 2-pt layup from 1 ft (assist by H. Barnes),68,79
299,3,0:43.0,Personal foul by D. Harris (drawn by I. Shumpert),,68,79
300,3,0:43.0,,Y. Ferrell enters the game for D. Harris,68,79
301,3,0:34.0,K. Irving makes 2-pt jump shot from 3 ft,,70,79
302,3,0:29.0,,S. Curry misses 2-pt jump shot from 23 ft,70,79
303,3,0:27.0,,Offensive rebound by D. Powell,70,79
304,3,0:06.0,,Y. Ferrell makes 2-pt jump shot from 14 ft,70,81
305,3,0:00.0,K. Irving misses 3-pt jump shot from 25 ft,,70,81
306,3,0:00.0,Offensive rebound by Team,,70,81
307,4,11:36.0,L. James misses 2-pt jump shot from 13 ft,,70,81
308,4,11:33.0,Offensive rebound by K. Korver,,70,81
309,4,11:28.0,D. Liggins misses 2-pt jump shot from 21 ft,,70,81
310,4,11:27.0,,Defensive rebound by D. Powell,70,81
311,4,11:15.0,,D. Harris misses 2-pt layup from 1 ft,70,81
312,4,11:13.0,,Offensive rebound by D. Powell,70,81
313,4,11:13.0,,D. Powell makes 2-pt layup at rim,70,83
314,4,11:01.0,C. Frye makes 3-pt jump shot from 24 ft (assist by L. James),,73,83
315,4,10:38.0,,D. Harris misses 3-pt jump shot from 24 ft,73,83
316,4,10:37.0,Defensive rebound by C. Frye,,73,83
317,4,10:29.0,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),,76,83
318,4,10:27.0,,Dallas full timeout,76,83
319,4,10:27.0,,W. Matthews enters the game for D. Finney-Smith,76,83
320,4,10:05.0,,D. Powell makes 2-pt layup from 2 ft (assist by D. Harris),76,85
321,4,9:48.0,Turnover by L. James (bad pass; steal by D. Harris),,76,85
322,4,9:42.0,,D. Harris makes 2-pt jump shot from 5 ft,76,87
323,4,9:25.0,C. Frye makes 3-pt jump shot from 23 ft (assist by L. James),,79,87
324,4,9:07.0,,Shooting foul by K. Korver (drawn by W. Matthews),79,87
325,4,9:07.0,,W. Matthews makes free throw 1 of 2,79,88
326,4,9:07.0,,W. Matthews makes free throw 2 of 2,79,89
327,4,8:57.0,,Violation by W. Matthews (kicked ball),79,89
328,4,8:57.0,,H. Barnes enters the game for D. Powell,79,89
329,4,8:43.0,J. McRae misses 3-pt jump shot from 24 ft,,79,89
330,4,8:42.0,,Defensive rebound by D. Harris,79,89
331,4,8:31.0,,Shooting foul by J. McRae (drawn by H. Barnes),79,89
332,4,8:31.0,,H. Barnes makes free throw 1 of 2,79,90
333,4,8:31.0,,H. Barnes makes free throw 2 of 2,79,91
334,4,8:11.0,K. Korver makes 3-pt jump shot from 22 ft (assist by L. James),,82,91
335,4,7:51.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Harris),82,94
336,4,7:40.0,Turnover by L. James (bad pass; steal by Y. Ferrell),,82,94
337,4,7:33.0,,W. Matthews misses 3-pt jump shot from 27 ft,82,94
338,4,7:33.0,Defensive rebound by Team,,82,94
339,4,7:33.0,,Loose ball foul by H. Barnes (drawn by L. James),82,94
340,4,7:33.0,,D. Powell enters the game for D. Nowitzki,82,94
341,4,7:33.0,K. Irving enters the game for D. Liggins,,82,94
342,4,7:26.0,Personal foul by D. Harris (drawn by L. James),,82,94
343,4,7:26.0,,S. Curry enters the game for D. Harris,82,94
344,4,7:12.0,L. James misses 3-pt jump shot from 25 ft,,82,94
345,4,7:11.0,Offensive rebound by C. Frye,,82,94
346,4,7:06.0,Shooting foul by W. Matthews (drawn by L. James),,82,94
347,4,7:06.0,L. James misses free throw 1 of 2,,82,94
348,4,7:06.0,Offensive rebound by Team,,82,94
349,4,7:06.0,L. James makes free throw 2 of 2,,83,94
350,4,6:52.0,,H. Barnes misses 3-pt jump shot from 24 ft,83,94
351,4,6:51.0,Defensive rebound by C. Frye,,83,94
352,4,6:42.0,C. Frye misses 2-pt jump shot from 2 ft (block by D. Powell),,83,94
353,4,6:40.0,Offensive rebound by Team,,83,94
354,4,6:35.0,Offensive foul by K. Irving (drawn by Y. Ferrell),,83,94
355,4,6:35.0,Turnover by K. Irving (offensive foul),,83,94
356,4,6:17.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by H. Barnes),83,97
357,4,6:16.0,Cleveland full timeout,,83,97
358,4,6:05.0,C. Frye makes 2-pt layup at rim (assist by L. James),,85,97
359,4,5:46.0,,W. Matthews misses 2-pt jump shot from 12 ft,85,97
360,4,5:45.0,Defensive rebound by L. James,,85,97
361,4,5:37.0,Turnover by K. Irving (bad pass),,85,97
362,4,5:37.0,I. Shumpert enters the game for L. James,,85,97
363,4,5:26.0,,W. Matthews misses 3-pt jump shot from 26 ft,85,97
364,4,5:25.0,Defensive rebound by C. Frye,,85,97
365,4,5:16.0,K. Irving misses 3-pt jump shot from 24 ft,,85,97
366,4,5:15.0,Offensive rebound by C. Frye,,85,97
367,4,5:12.0,Turnover by C. Frye (lost ball; steal by D. Powell),,85,97
368,4,4:55.0,,Turnover by H. Barnes (traveling),85,97
369,4,4:55.0,T. Thompson enters the game for C. Frye,,85,97
370,4,4:39.0,K. Irving misses 3-pt jump shot from 23 ft,,85,97
371,4,4:38.0,,Defensive rebound by D. Powell,85,97
372,4,4:25.0,,Y. Ferrell makes 3-pt jump shot from 25 ft,85,100
373,4,4:12.0,Turnover by K. Irving (lost ball),,85,100
374,4,4:12.0,,D. Finney-Smith enters the game for W. Matthews,85,100
375,4,4:00.0,,Personal foul by K. Korver (drawn by H. Barnes),85,100
376,4,4:00.0,K. Felder enters the game for K. Irving,,85,100
377,4,3:52.0,,Y. Ferrell makes 2-pt layup from 1 ft,85,102
378,4,3:42.0,J. McRae makes 2-pt jump shot from 18 ft,,87,102
379,4,3:20.0,,Turnover by H. Barnes (lost ball),87,102
380,4,3:20.0,,Dallas full timeout,87,102
381,4,3:19.0,D. Liggins enters the game for T. Thompson,,87,102
382,4,3:19.0,J. Jones enters the game for I. Shumpert,,87,102
383,4,3:10.0,K. Felder makes 2-pt jump shot from 16 ft,,89,102
384,4,2:51.0,,H. Barnes makes 2-pt jump shot from 17 ft,89,104
385,4,2:31.0,Shooting foul by Y. Ferrell (drawn by K. Korver),,89,104
386,4,2:31.0,K. Korver makes free throw 1 of 2,,90,104
387,4,2:31.0,K. Korver misses free throw 2 of 2,,90,104
388,4,2:31.0,,J. Anderson enters the game for H. Barnes,90,104
389,4,2:30.0,,Defensive rebound by J. Anderson,90,104
