,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,TORONTO_ACTION,BROOKLYN_SCORE,TORONTO_SCORE
0,1,11:41.0,T. Booker misses 2-pt hook shot from 6 ft,,0,0
1,1,11:41.0,,Defensive rebound by K. Lowry,0,0
2,1,11:20.0,,D. Carroll makes 2-pt jump shot from 19 ft,0,2
3,1,11:01.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,0,2
4,1,11:01.0,,Defensive rebound by J. Valančiūnas,0,2
5,1,10:48.0,,Shooting foul by B. Lopez (drawn by J. Valančiūnas),0,2
6,1,10:48.0,,J. Valančiūnas makes free throw 1 of 2,0,3
7,1,10:48.0,,J. Valančiūnas makes free throw 2 of 2,0,4
8,1,10:33.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Lopez),,3,4
9,1,10:14.0,,J. Valančiūnas makes 2-pt hook shot from 6 ft,3,6
10,1,10:11.0,Personal foul by J. Valančiūnas (drawn by B. Lopez),,3,6
11,1,9:59.0,B. Lopez makes 2-pt layup from 2 ft,,5,6
12,1,9:48.0,,L. Nogueira makes 2-pt dunk at rim (assist by D. DeRozan),5,8
13,1,9:33.0,J. Harris misses 3-pt jump shot from 24 ft,,5,8
14,1,9:33.0,,Defensive rebound by L. Nogueira,5,8
15,1,9:19.0,,J. Valančiūnas misses 2-pt jump shot from 15 ft,5,8
16,1,9:19.0,Defensive rebound by B. Bogdanović,,5,8
17,1,9:06.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Lopez),,8,8
18,1,8:44.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),8,10
19,1,8:34.0,B. Lopez misses 3-pt jump shot from 26 ft,,8,10
20,1,8:34.0,,Defensive rebound by J. Valančiūnas,8,10
21,1,8:21.0,,Shooting foul by T. Booker (drawn by J. Valančiūnas),8,10
22,1,8:21.0,,J. Valančiūnas makes free throw 1 of 2,8,11
23,1,8:21.0,,J. Valančiūnas makes free throw 2 of 2,8,12
24,1,8:06.0,Turnover by B. Bogdanović (lost ball; steal by J. Valančiūnas),,8,12
25,1,7:53.0,,Turnover by K. Lowry (bad pass; steal by J. Harris),8,12
26,1,7:44.0,J. Harris misses 2-pt layup from 2 ft,,8,12
27,1,7:44.0,,Defensive rebound by J. Valančiūnas,8,12
28,1,7:34.0,,D. DeRozan makes 2-pt jump shot from 14 ft,8,14
29,1,7:18.0,B. Lopez makes 2-pt jump shot from 16 ft,,10,14
30,1,7:00.0,,D. Carroll makes 2-pt hook shot from 7 ft (assist by K. Lowry),10,16
31,1,6:45.0,B. Lopez misses 2-pt jump shot from 11 ft (block by J. Valančiūnas),,10,16
32,1,6:44.0,,Defensive rebound by L. Nogueira,10,16
33,1,6:38.0,,K. Lowry misses 3-pt jump shot from 26 ft,10,16
34,1,6:37.0,Defensive rebound by B. Bogdanović,,10,16
35,1,6:23.0,T. Booker misses 2-pt hook shot from 10 ft,,10,16
36,1,6:23.0,,Defensive rebound by J. Valančiūnas,10,16
37,1,6:13.0,,D. Carroll misses 3-pt jump shot from 25 ft,10,16
38,1,6:12.0,Defensive rebound by S. Dinwiddie,,10,16
39,1,6:05.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,13,16
40,1,5:39.0,,D. Carroll misses 2-pt jump shot from 12 ft,13,16
41,1,5:39.0,Defensive rebound by T. Booker,,13,16
42,1,5:30.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,13,16
43,1,5:30.0,,Defensive rebound by J. Valančiūnas,13,16
44,1,5:24.0,,Toronto full timeout,13,16
