,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DENVER_ACTION,NEW YORK_SCORE,DENVER_SCORE
60,1,4:35.0,,W. Barton enters the game for G. Harris,11,22
61,1,4:22.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by N. Jokić),11,24
62,1,4:17.0,Personal foul by E. Mudiay (drawn by B. Jennings),,11,24
63,1,4:17.0,B. Jennings makes free throw 1 of 2,,12,24
64,1,4:17.0,B. Jennings makes free throw 2 of 2,,13,24
65,1,4:01.0,,W. Chandler misses 3-pt jump shot from 26 ft,13,24
66,1,4:00.0,Defensive rebound by W. Hernangómez,,13,24
67,1,3:43.0,W. Hernangómez misses 2-pt jump shot from 18 ft,,13,24
68,1,3:42.0,,Defensive rebound by N. Jokić,13,24
69,1,3:38.0,,N. Jokić misses 2-pt jump shot from 4 ft,13,24
70,1,3:37.0,Defensive rebound by W. Hernangómez,,13,24
71,1,3:36.0,Personal foul by N. Jokić (drawn by W. Hernangómez),,13,24
72,1,3:36.0,W. Hernangómez makes free throw 1 of 2,,14,24
73,1,3:36.0,,J. Nelson enters the game for N. Jokić,14,24
74,1,3:36.0,,J. Nurkić enters the game for E. Mudiay,14,24
75,1,3:36.0,W. Hernangómez makes free throw 2 of 2,,15,24
76,1,3:17.0,,W. Chandler misses 2-pt jump shot from 12 ft,15,24
77,1,3:16.0,Defensive rebound by W. Hernangómez,,15,24
78,1,3:08.0,C. Anthony makes 2-pt jump shot from 19 ft,,17,24
79,1,2:55.0,,Personal foul by C. Lee (drawn by W. Barton),17,24
80,1,2:55.0,,Denver full timeout,17,24
81,1,2:44.0,,J. Nurkić misses 2-pt layup from 3 ft (block by K. O'Quinn),17,24
82,1,2:43.0,,Offensive rebound by Team,17,24
83,1,2:38.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by J. Nelson),17,26
84,1,2:22.0,W. Hernangómez misses 2-pt jump shot from 6 ft (block by J. Nurkić),,17,26
85,1,2:20.0,,Defensive rebound by W. Barton,17,26
86,1,2:19.0,,W. Barton makes 2-pt layup from 2 ft,17,28
87,1,2:19.0,,Shooting foul by C. Anthony (drawn by W. Barton),17,28
88,1,2:19.0,R. Baker enters the game for B. Jennings,,17,28
89,1,2:19.0,,W. Barton makes free throw 1 of 1,17,29
90,1,2:03.0,R. Baker misses 3-pt jump shot from 23 ft,,17,29
91,1,2:02.0,,Defensive rebound by W. Barton,17,29
92,1,1:47.0,,J. Nurkić misses 2-pt jump shot from 13 ft,17,29
93,1,1:46.0,Defensive rebound by W. Hernangómez,,17,29
94,1,1:31.0,C. Lee makes 2-pt jump shot from 17 ft (assist by C. Anthony),,19,29
95,1,1:06.0,,W. Chandler misses 3-pt jump shot from 25 ft,19,29
96,1,1:05.0,Defensive rebound by R. Baker,,19,29
97,1,0:59.0,C. Lee misses 2-pt jump shot from 4 ft,,19,29
98,1,0:57.0,,Defensive rebound by W. Barton,19,29
99,1,0:51.0,,J. Nelson misses 3-pt jump shot from 24 ft,19,29
100,1,0:51.0,Defensive rebound by R. Baker,,19,29
101,1,0:48.0,R. Baker makes 2-pt layup from 2 ft,,21,29
102,1,0:30.0,,W. Barton misses 2-pt layup from 2 ft,21,29
103,1,0:26.0,,Offensive rebound by J. Nurkić,21,29
104,1,0:26.0,,J. Nurkić makes 2-pt layup from 2 ft,21,31
105,1,0:23.0,Personal foul by K. Faried (drawn by W. Hernangómez),,21,31
106,1,0:23.0,W. Hernangómez misses free throw 1 of 2,,21,31
107,1,0:23.0,Offensive rebound by Team,,21,31
108,1,0:23.0,L. Thomas enters the game for C. Anthony,,21,31
109,1,0:23.0,W. Hernangómez makes free throw 2 of 2,,22,31
110,1,0:03.0,,K. Faried misses 2-pt layup from 3 ft (block by L. Thomas),22,31
111,1,0:03.0,,Offensive rebound by Team,22,31
112,1,0:00.0,,W. Chandler makes 2-pt jump shot from 20 ft,22,33
113,2,11:38.0,,K. Faried makes 2-pt hook shot from 8 ft (assist by W. Barton),22,35
114,2,11:23.0,K. Porziņģis misses 2-pt jump shot from 11 ft,,22,35
115,2,11:21.0,,Defensive rebound by J. Murray,22,35
116,2,11:03.0,,J. Murray misses 3-pt jump shot from 24 ft,22,35
117,2,11:00.0,Defensive rebound by K. Porziņģis,,22,35
118,2,10:48.0,K. Porziņģis misses 2-pt jump shot from 21 ft,,22,35
119,2,10:46.0,,Defensive rebound by W. Barton,22,35
120,2,10:29.0,,Turnover by J. Nurkić (lost ball),22,35
121,2,10:29.0,Shooting foul by W. Barton (drawn by L. Thomas),,22,35
122,2,10:29.0,L. Thomas makes free throw 1 of 2,,23,35
123,2,10:29.0,L. Thomas makes free throw 2 of 2,,24,35
124,2,10:18.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Nelson),24,38
125,2,10:03.0,Turnover by R. Baker (lost ball; steal by J. Nurkić),,24,38
126,2,9:57.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by J. Nelson),24,41
127,2,9:49.0,New York full timeout,,24,41
128,2,9:49.0,,D. Gallinari enters the game for K. Faried,24,41
129,2,9:30.0,K. Porziņģis misses 2-pt jump shot from 6 ft,,24,41
130,2,9:26.0,Offensive rebound by W. Hernangómez,,24,41
131,2,9:26.0,W. Hernangómez makes 2-pt layup from 2 ft,,26,41
132,2,9:15.0,,Personal foul by L. Thomas (drawn by W. Barton),26,41
133,2,9:15.0,B. Jennings enters the game for R. Baker,,26,41
134,2,9:03.0,,J. Nurkić misses 2-pt layup from 2 ft,26,41
135,2,9:02.0,Defensive rebound by K. Porziņģis,,26,41
136,2,8:58.0,B. Jennings misses 2-pt jump shot from 4 ft (block by J. Murray),,26,41
137,2,8:57.0,,Defensive rebound by Team,26,41
138,2,8:43.0,,D. Gallinari misses 3-pt jump shot from 26 ft,26,41
139,2,8:43.0,,Offensive rebound by J. Murray,26,41
140,2,8:30.0,,Turnover by J. Nelson (bad pass; steal by B. Jennings),26,41
141,2,8:24.0,K. Porziņģis makes 2-pt dunk at rim (assist by J. Holiday),,28,41
142,2,8:10.0,,Shooting foul by W. Hernangómez (drawn by J. Nurkić),28,41
143,2,8:10.0,,J. Nurkić misses free throw 1 of 2,28,41
144,2,8:10.0,,Offensive rebound by Team,28,41
145,2,8:10.0,,J. Nurkić makes free throw 2 of 2,28,42
146,2,7:54.0,W. Hernangómez makes 2-pt dunk at rim (assist by B. Jennings),,30,42
147,2,7:54.0,,Denver full timeout,30,42
148,2,7:54.0,,N. Jokić enters the game for J. Nurkić,30,42
149,2,7:38.0,,W. Barton misses 3-pt jump shot from 25 ft,30,42
150,2,7:37.0,Defensive rebound by K. Porziņģis,,30,42
151,2,7:26.0,Shooting foul by J. Murray (drawn by J. Holiday),,30,42
152,2,7:26.0,J. Holiday makes free throw 1 of 2,,31,42
153,2,7:26.0,J. Holiday makes free throw 2 of 2,,32,42
154,2,7:12.0,,D. Gallinari misses 3-pt jump shot from 26 ft,32,42
155,2,7:10.0,Defensive rebound by W. Hernangómez,,32,42
156,2,7:03.0,K. Porziņģis makes 2-pt hook shot from 5 ft (assist by B. Jennings),,34,42
157,2,6:49.0,,D. Gallinari misses 3-pt jump shot from 25 ft,34,42
158,2,6:48.0,,Offensive rebound by J. Murray,34,42
159,2,6:43.0,,J. Murray misses 2-pt layup from 2 ft,34,42
160,2,6:42.0,,Offensive rebound by N. Jokić,34,42
161,2,6:41.0,,N. Jokić makes 2-pt layup from 2 ft,34,44
162,2,6:32.0,Shooting foul by N. Jokić (drawn by W. Hernangómez),,34,44
163,2,6:32.0,W. Hernangómez makes free throw 1 of 2,,35,44
164,2,6:32.0,C. Anthony enters the game for L. Thomas,,35,44
165,2,6:32.0,,E. Mudiay enters the game for N. Jokić,35,44
166,2,6:32.0,,G. Harris enters the game for W. Barton,35,44
167,2,6:32.0,,K. Faried enters the game for J. Nelson,35,44
168,2,6:32.0,,W. Chandler enters the game for J. Murray,35,44
169,2,6:32.0,W. Hernangómez makes free throw 2 of 2,,36,44
170,2,6:15.0,,G. Harris misses 2-pt jump shot from 19 ft,36,44
171,2,6:14.0,,Offensive rebound by Team,36,44
172,2,6:14.0,Loose ball foul by C. Anthony (drawn by D. Gallinari),,36,44
173,2,6:14.0,C. Lee enters the game for W. Hernangómez,,36,44
174,2,6:00.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by E. Mudiay),36,47
175,2,5:58.0,Turnover by J. Holiday (step out of bounds),,36,47
176,2,5:36.0,,E. Mudiay makes 3-pt jump shot from 24 ft (assist by K. Faried),36,50
177,2,5:28.0,Personal foul by G. Harris (drawn by B. Jennings),,36,50
178,2,5:17.0,C. Anthony makes 2-pt layup from 1 ft,,38,50
179,2,5:08.0,,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),38,52
180,2,4:50.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,38,52
181,2,4:49.0,,Defensive rebound by G. Harris,38,52
182,2,4:40.0,,D. Gallinari makes 2-pt jump shot from 23 ft (assist by G. Harris),38,54
183,2,4:40.0,New York full timeout,,38,54
184,2,4:20.0,K. Porziņģis makes 2-pt jump shot from 11 ft (assist by B. Jennings),,40,54
185,2,4:05.0,,W. Chandler misses 3-pt jump shot from 23 ft,40,54
186,2,4:04.0,,Offensive rebound by K. Faried,40,54
187,2,4:03.0,,Shooting foul by K. Porziņģis (drawn by K. Faried),40,54
188,2,4:03.0,,K. Faried misses free throw 1 of 2,40,54
189,2,4:03.0,,Offensive rebound by Team,40,54
190,2,4:03.0,W. Hernangómez enters the game for J. Holiday,,40,54
191,2,4:03.0,,K. Faried makes free throw 2 of 2,40,55
192,2,3:52.0,Personal block foul by D. Gallinari (drawn by B. Jennings),,40,55
193,2,3:52.0,B. Jennings makes free throw 1 of 2,,41,55
194,2,3:52.0,,W. Barton enters the game for D. Gallinari,41,55
195,2,3:52.0,B. Jennings makes free throw 2 of 2,,42,55
196,2,3:29.0,,W. Chandler misses 2-pt jump shot from 19 ft,42,55
197,2,3:26.0,Defensive rebound by C. Anthony,,42,55
198,2,3:17.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,42,55
199,2,3:16.0,,Defensive rebound by K. Faried,42,55
200,2,3:14.0,,Turnover by K. Faried (bad pass; steal by B. Jennings),42,55
201,2,3:07.0,W. Hernangómez misses 2-pt layup from 3 ft,,42,55
202,2,3:06.0,Offensive rebound by C. Anthony,,42,55
203,2,3:01.0,C. Anthony makes 2-pt layup at rim,,44,55
204,2,2:44.0,,K. Faried makes 2-pt hook shot from 4 ft (assist by E. Mudiay),44,57
205,2,2:34.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,44,57
206,2,2:33.0,,Defensive rebound by E. Mudiay,44,57
207,2,2:26.0,,G. Harris makes 2-pt layup from 2 ft,44,59
208,2,2:17.0,K. Porziņģis misses 2-pt jump shot from 6 ft,,44,59
209,2,2:16.0,Offensive rebound by K. Porziņģis,,44,59
210,2,2:12.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),,47,59
211,2,1:55.0,,E. Mudiay misses 3-pt jump shot from 26 ft,47,59
212,2,1:55.0,Defensive rebound by Team,,47,59
213,2,1:55.0,Official timeout,,47,59
214,2,1:42.0,C. Anthony makes 2-pt layup from 2 ft (assist by W. Hernangómez),,49,59
215,2,1:23.0,,G. Harris makes 2-pt layup from 1 ft (assist by W. Chandler),49,61
216,2,1:11.0,Turnover by W. Hernangómez (lost ball; steal by W. Chandler),,49,61
217,2,0:50.0,,Turnover by W. Barton (lost ball),49,61
218,2,0:40.0,K. Porziņģis makes 3-pt jump shot from 23 ft (assist by C. Anthony),,52,61
219,2,0:26.0,,E. Mudiay misses 2-pt layup from 3 ft,52,61
220,2,0:26.0,,Offensive rebound by Team,52,61
221,2,0:26.0,,Personal foul by C. Lee (drawn by K. Faried),52,61
222,2,0:26.0,,K. Faried misses free throw 1 of 2,52,61
223,2,0:26.0,,Offensive rebound by Team,52,61
224,2,0:26.0,,K. Faried makes free throw 2 of 2,52,62
225,2,0:02.0,C. Anthony makes 2-pt jump shot from 16 ft,,54,62
226,3,11:34.0,,N. Jokić misses 2-pt jump shot from 18 ft,54,62
227,3,11:33.0,Defensive rebound by C. Anthony,,54,62
228,3,11:12.0,C. Lee misses 2-pt jump shot from 17 ft,,54,62
229,3,11:09.0,Offensive rebound by C. Lee,,54,62
230,3,11:09.0,C. Lee misses 2-pt layup from 1 ft,,54,62
231,3,11:07.0,,Defensive rebound by N. Jokić,54,62
232,3,10:56.0,,N. Jokić makes 2-pt layup from 2 ft,54,64
233,3,10:32.0,B. Jennings misses 2-pt jump shot from 7 ft,,54,64
234,3,10:31.0,,Defensive rebound by E. Mudiay,54,64
235,3,10:18.0,,E. Mudiay makes 2-pt layup from 2 ft,54,66
236,3,10:03.0,J. Noah makes 2-pt layup from 2 ft,,56,66
237,3,9:54.0,,Turnover by E. Mudiay (lost ball; steal by K. Porziņģis),56,66
238,3,9:43.0,C. Anthony makes 2-pt jump shot from 17 ft,,58,66
239,3,9:31.0,,D. Gallinari misses 3-pt jump shot from 25 ft,58,66
240,3,9:29.0,Defensive rebound by K. Porziņģis,,58,66
241,3,9:21.0,Turnover by B. Jennings (lost ball; steal by G. Harris),,58,66
242,3,9:20.0,,Personal take foul by C. Lee (drawn by N. Jokić),58,66
243,3,9:13.0,,Loose ball foul by W. Chandler (drawn by B. Jennings),58,66
244,3,9:13.0,,Turnover by W. Chandler (offensive foul),58,66
245,3,8:58.0,C. Lee makes 3-pt jump shot from 25 ft (assist by B. Jennings),,61,66
246,3,8:58.0,,Denver full timeout,61,66
247,3,8:52.0,,Personal foul by J. Noah (drawn by N. Jokić),61,66
248,3,8:40.0,,G. Harris misses 2-pt jump shot from 8 ft,61,66
249,3,8:40.0,Defensive rebound by Team,,61,66
250,3,8:40.0,,Loose ball foul by N. Jokić (drawn by C. Lee),61,66
251,3,8:31.0,Turnover by B. Jennings (lost ball; steal by E. Mudiay),,61,66
252,3,8:25.0,,E. Mudiay makes 2-pt dunk at rim,61,68
253,3,8:11.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by C. Lee),,63,68
254,3,7:57.0,,Personal foul by J. Noah (drawn by N. Jokić),63,68
255,3,7:50.0,,N. Jokić misses 2-pt jump shot from 8 ft,63,68
256,3,7:49.0,,Offensive rebound by N. Jokić,63,68
257,3,7:48.0,,N. Jokić makes 2-pt layup from 2 ft,63,70
258,3,7:40.0,Personal foul by W. Chandler (drawn by C. Anthony),,63,70
259,3,7:32.0,B. Jennings makes 3-pt jump shot from 25 ft,,66,70
260,3,7:11.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by D. Gallinari),66,73
261,3,6:59.0,C. Anthony misses 2-pt jump shot from 15 ft,,66,73
262,3,6:57.0,,Defensive rebound by E. Mudiay,66,73
263,3,6:49.0,,G. Harris misses 3-pt jump shot from 26 ft,66,73
264,3,6:47.0,Defensive rebound by J. Noah,,66,73
265,3,6:38.0,C. Lee misses 2-pt jump shot from 16 ft,,66,73
266,3,6:36.0,,Defensive rebound by N. Jokić,66,73
267,3,6:28.0,,E. Mudiay makes 2-pt jump shot from 10 ft,66,75
268,3,6:16.0,K. Porziņģis misses 2-pt layup from 3 ft,,66,75
269,3,6:15.0,Offensive rebound by J. Noah,,66,75
270,3,6:14.0,J. Noah misses 2-pt layup from 2 ft,,66,75
271,3,6:13.0,,Defensive rebound by G. Harris,66,75
272,3,6:11.0,,Shooting foul by K. Porziņģis (drawn by D. Gallinari),66,75
273,3,6:11.0,,D. Gallinari makes free throw 1 of 2,66,76
274,3,6:11.0,,K. Faried enters the game for N. Jokić,66,76
275,3,6:11.0,,D. Gallinari makes free throw 2 of 2,66,77
276,3,5:57.0,Shooting foul by W. Chandler (drawn by C. Anthony),,66,77
277,3,5:57.0,C. Anthony makes free throw 1 of 2,,67,77
278,3,5:57.0,C. Anthony misses free throw 2 of 2,,67,77
279,3,5:57.0,W. Hernangómez enters the game for J. Noah,,67,77
280,3,5:57.0,,W. Barton enters the game for W. Chandler,67,77
281,3,5:56.0,Offensive rebound by W. Hernangómez,,67,77
282,3,5:56.0,W. Hernangómez makes 2-pt layup from 1 ft,,69,77
283,3,5:32.0,,K. Faried makes 2-pt dunk at rim (assist by D. Gallinari),69,79
284,3,5:17.0,Turnover by C. Anthony (lost ball; steal by W. Barton),,69,79
285,3,5:11.0,,G. Harris makes 2-pt dunk at rim,69,81
286,3,5:04.0,B. Jennings misses 3-pt jump shot from 24 ft,,69,81
287,3,5:03.0,,Defensive rebound by Team,69,81
288,3,5:03.0,L. Thomas enters the game for K. Porziņģis,,69,81
289,3,4:50.0,,Personal foul by W. Hernangómez (drawn by K. Faried),69,81
290,3,4:50.0,,K. Faried makes free throw 1 of 2,69,82
291,3,4:50.0,,K. Faried makes free throw 2 of 2,69,83
292,3,4:37.0,C. Lee misses 2-pt layup from 2 ft (block by K. Faried),,69,83
293,3,4:36.0,,Defensive rebound by W. Barton,69,83
294,3,4:28.0,,K. Faried makes 2-pt dunk at rim (assist by D. Gallinari),69,85
295,3,4:09.0,,Violation by W. Barton (def goaltending),69,85
296,3,4:09.0,L. Thomas makes 2-pt jump shot from 3 ft,,71,85
297,3,3:57.0,,Personal foul by C. Lee (drawn by G. Harris),71,85
298,3,3:57.0,,G. Harris misses free throw 1 of 2,71,85
299,3,3:57.0,,Offensive rebound by Team,71,85
300,3,3:57.0,,J. Nelson enters the game for E. Mudiay,71,85
301,3,3:57.0,,G. Harris makes free throw 2 of 2,71,86
302,3,3:38.0,C. Anthony misses 2-pt jump shot from 6 ft (block by K. Faried),,71,86
303,3,3:37.0,,Defensive rebound by W. Barton,71,86
304,3,3:37.0,Loose ball foul by C. Anthony (drawn by W. Barton),,71,86
305,3,3:37.0,,W. Barton makes free throw 1 of 2,71,87
306,3,3:37.0,,W. Barton makes free throw 2 of 2,71,88
307,3,3:23.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by B. Jennings),,73,88
308,3,3:08.0,,D. Gallinari misses 3-pt jump shot from 26 ft,73,88
309,3,3:07.0,,Offensive rebound by K. Faried,73,88
310,3,3:00.0,,W. Barton makes 3-pt jump shot from 27 ft (assist by J. Nelson),73,91
311,3,2:47.0,Personal foul by K. Faried (drawn by W. Hernangómez),,73,91
312,3,2:47.0,New York full timeout,,73,91
313,3,2:47.0,W. Hernangómez makes free throw 1 of 2,,74,91
314,3,2:47.0,,J. Murray enters the game for G. Harris,73,91
315,3,2:47.0,W. Hernangómez makes free throw 2 of 2,,75,91
316,3,2:28.0,,D. Gallinari makes 2-pt jump shot from 22 ft,75,93
317,3,2:19.0,Offensive foul by C. Anthony (drawn by W. Barton),,75,93
318,3,2:19.0,Turnover by C. Anthony (offensive foul),,75,93
319,3,2:08.0,,J. Nelson misses 2-pt layup from 2 ft (block by W. Hernangómez),75,93
320,3,2:07.0,,Offensive rebound by K. Faried,75,93
321,3,2:06.0,,Shooting foul by C. Lee (drawn by K. Faried),75,93
322,3,2:06.0,,K. Faried misses free throw 1 of 2,75,93
323,3,2:06.0,,Offensive rebound by Team,75,93
324,3,2:06.0,J. Holiday enters the game for C. Lee,,75,93
325,3,2:06.0,K. Porziņģis enters the game for C. Anthony,,75,93
326,3,2:06.0,,K. Faried makes free throw 2 of 2,75,94
327,3,1:46.0,L. Thomas misses 2-pt layup from 3 ft (block by K. Faried),,75,94
328,3,1:43.0,,Defensive rebound by W. Barton,75,94
329,3,1:37.0,,W. Barton makes 2-pt layup from 2 ft,75,96
330,3,1:29.0,Personal foul by J. Nelson (drawn by B. Jennings),,75,96
331,3,1:29.0,B. Jennings makes free throw 1 of 2,,76,96
332,3,1:29.0,B. Jennings makes free throw 2 of 2,,77,96
333,3,1:08.0,,Turnover by J. Nelson (traveling),77,96
334,3,0:58.0,Offensive foul by B. Jennings (drawn by J. Nelson),,77,96
335,3,0:58.0,Turnover by B. Jennings (offensive foul),,77,96
336,3,0:58.0,,D. Arthur enters the game for D. Gallinari,77,96
337,3,0:37.0,,J. Nelson misses 2-pt jump shot from 4 ft,77,96
338,3,0:35.0,Defensive rebound by J. Holiday,,77,96
339,3,0:22.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),,80,96
340,3,0:04.0,,Shooting foul by J. Holiday (drawn by K. Faried),80,96
341,3,0:04.0,,K. Faried misses free throw 1 of 2,80,96
342,3,0:04.0,,Offensive rebound by Team,80,96
343,3,0:04.0,,K. Faried misses free throw 2 of 2,80,96
344,3,0:02.0,Defensive rebound by K. Porziņģis,,80,96
345,3,0:01.0,B. Jennings misses 3-pt jump shot from 58 ft,,80,96
346,3,0:00.0,Offensive rebound by Team,,80,96
347,4,11:37.0,R. Baker misses 3-pt jump shot from 25 ft (block by D. Arthur),,80,96
348,4,11:36.0,Offensive rebound by Team,,80,96
349,4,11:36.0,Turnover by Team (shot clock),,80,96
350,4,11:31.0,Violation by R. Baker (kicked ball),,80,96
351,4,11:24.0,,Personal foul by J. Holiday (drawn by W. Barton),80,96
352,4,11:10.0,,W. Barton makes 2-pt layup from 1 ft,80,98
353,4,10:52.0,Shooting foul by D. Arthur (drawn by K. Porziņģis),,80,98
354,4,10:52.0,K. Porziņģis makes free throw 1 of 2,,81,98
355,4,10:52.0,K. Porziņģis makes free throw 2 of 2,,82,98
356,4,10:30.0,,D. Arthur misses 3-pt jump shot from 25 ft,82,98
357,4,10:28.0,Defensive rebound by W. Hernangómez,,82,98
358,4,10:12.0,R. Baker misses 3-pt jump shot from 25 ft,,82,98
359,4,10:11.0,,Defensive rebound by W. Barton,82,98
360,4,9:49.0,,J. Murray misses 3-pt jump shot from 24 ft,82,98
361,4,9:47.0,Defensive rebound by W. Hernangómez,,82,98
362,4,9:37.0,K. Porziņģis makes 2-pt jump shot from 15 ft,,84,98
363,4,9:21.0,,Shooting foul by W. Hernangómez (drawn by W. Barton),84,98
364,4,9:21.0,,W. Barton misses free throw 1 of 2,84,98
365,4,9:21.0,,Offensive rebound by Team,84,98
366,4,9:21.0,,W. Barton misses free throw 2 of 2,84,98
367,4,9:21.0,C. Anthony enters the game for W. Hernangómez,,84,98
368,4,9:21.0,,E. Mudiay enters the game for J. Nelson,84,98
369,4,9:21.0,,W. Chandler enters the game for J. Murray,84,98
370,4,9:19.0,Defensive rebound by K. Porziņģis,,84,98
371,4,9:02.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,84,98
372,4,9:01.0,,Defensive rebound by Team,84,98
373,4,8:46.0,,Personal foul by J. Holiday (drawn by W. Barton),84,98
374,4,8:46.0,Official timeout,,84,98
375,4,8:46.0,,G. Harris enters the game for D. Arthur,84,98
376,4,8:37.0,,W. Chandler misses 3-pt jump shot from 24 ft,84,98
377,4,8:36.0,Defensive rebound by R. Baker,,84,98
378,4,8:19.0,C. Lee makes 2-pt layup from 1 ft,,86,98
379,4,8:06.0,,W. Barton makes 2-pt layup from 2 ft,86,100
380,4,7:54.0,J. Holiday misses 3-pt jump shot from 26 ft,,86,100
381,4,7:53.0,,Defensive rebound by E. Mudiay,86,100
382,4,7:34.0,,W. Chandler makes 2-pt jump shot from 6 ft,86,102
383,4,7:22.0,Shooting foul by N. Jokić (drawn by K. Porziņģis),,86,102
