,QUARTER,TIME_REMAINING,DETROIT_ACTION,INDIANA_ACTION,DETROIT_SCORE,INDIANA_SCORE
122,2,11:15.0,,G. Robinson makes 2-pt jump shot from 8 ft (assist by R. Stuckey),25,34
123,2,10:50.0,M. Morris misses 2-pt jump shot from 6 ft,,25,34
124,2,10:49.0,,Defensive rebound by G. Robinson,25,34
125,2,10:29.0,,R. Stuckey misses 2-pt jump shot from 9 ft,25,34
126,2,10:28.0,Defensive rebound by T. Harris,,25,34
127,2,10:20.0,R. Jackson misses 3-pt jump shot from 25 ft,,25,34
128,2,10:20.0,,Defensive rebound by G. Robinson,25,34
129,2,10:04.0,,A. Jefferson makes 2-pt layup from 2 ft,25,36
130,2,9:39.0,T. Harris makes 2-pt jump shot from 15 ft (assist by M. Morris),,27,36
131,2,9:30.0,,R. Stuckey misses 2-pt layup from 1 ft,27,36
132,2,9:27.0,,Offensive rebound by L. Allen,27,36
133,2,9:27.0,,L. Allen makes 2-pt layup from 1 ft,27,38
134,2,9:22.0,Detroit full timeout,,27,38
135,2,9:11.0,T. Harris makes 3-pt jump shot from 25 ft (assist by R. Jackson),,30,38
136,2,8:58.0,,G. Robinson makes 2-pt layup from 4 ft (assist by M. Ellis),30,40
137,2,8:58.0,,Shooting foul by T. Harris (drawn by G. Robinson),30,40
138,2,8:58.0,,G. Robinson makes free throw 1 of 1,30,41
139,2,8:45.0,T. Harris misses 3-pt jump shot from 26 ft,,30,41
140,2,8:44.0,Offensive rebound by A. Baynes,,30,41
141,2,8:35.0,R. Jackson misses 3-pt jump shot from 26 ft,,30,41
142,2,8:34.0,,Defensive rebound by A. Jefferson,30,41
143,2,8:16.0,,M. Ellis misses 2-pt jump shot from 18 ft,30,41
144,2,8:15.0,Defensive rebound by T. Harris,,30,41
145,2,8:06.0,M. Morris makes 2-pt jump shot from 13 ft,,32,41
146,2,7:52.0,,L. Allen misses 2-pt jump shot from 19 ft,32,41
147,2,7:51.0,Defensive rebound by A. Baynes,,32,41
148,2,7:40.0,S. Johnson makes 3-pt jump shot from 26 ft (assist by R. Jackson),,35,41
149,2,7:33.0,,Indiana full timeout,35,41
150,2,7:33.0,,P. George enters the game for A. Jefferson,35,41
151,2,7:33.0,,M. Turner enters the game for L. Allen,35,41
152,2,7:33.0,,T. Young enters the game for G. Robinson,35,41
153,2,7:33.0,A. Drummond enters the game for A. Baynes,,35,41
154,2,7:22.0,,Turnover by M. Ellis (lost ball; steal by R. Jackson),35,41
155,2,7:17.0,A. Drummond makes 2-pt dunk at rim (assist by S. Johnson),,37,41
156,2,6:58.0,,P. George misses 2-pt jump shot from 16 ft,37,41
157,2,6:57.0,Defensive rebound by S. Johnson,,37,41
158,2,6:50.0,Turnover by R. Jackson (bad pass),,37,41
159,2,6:50.0,,C. Miles enters the game for M. Ellis,37,41
160,2,6:50.0,,J. Teague enters the game for R. Stuckey,37,41
161,2,6:26.0,,J. Teague makes 2-pt jump shot from 19 ft,37,43
162,2,6:09.0,T. Harris makes 2-pt jump shot from 16 ft (assist by R. Jackson),,39,43
163,2,5:53.0,,Shooting foul by R. Jackson (drawn by J. Teague),39,43
164,2,5:53.0,,J. Teague makes free throw 1 of 2,39,44
165,2,5:53.0,I. Smith enters the game for R. Jackson,,39,44
166,2,5:53.0,,J. Teague makes free throw 2 of 2,39,45
167,2,5:36.0,T. Harris misses 2-pt jump shot from 18 ft,,39,45
168,2,5:35.0,,Defensive rebound by J. Teague,39,45
169,2,5:26.0,,J. Teague misses 2-pt layup from 2 ft (block by I. Smith),39,45
170,2,5:24.0,,Offensive rebound by J. Teague,39,45
171,2,5:12.0,,C. Miles makes 3-pt jump shot from 25 ft,39,48
172,2,4:55.0,M. Morris makes 3-pt jump shot from 25 ft (assist by I. Smith),,42,48
173,2,4:39.0,,T. Young makes 2-pt layup from 2 ft (assist by M. Turner),42,50
174,2,4:31.0,Detroit full timeout,,42,50
175,2,4:31.0,K. Caldwell-Pope enters the game for S. Johnson,,42,50
176,2,4:22.0,T. Harris misses 2-pt jump shot from 19 ft,,42,50
177,2,4:22.0,,Defensive rebound by C. Miles,42,50
178,2,4:22.0,Loose ball foul by A. Drummond (drawn by M. Turner),,42,50
179,2,4:10.0,,M. Turner makes 2-pt dunk at rim (assist by J. Teague),42,52
180,2,3:50.0,T. Harris makes 2-pt dunk at rim,,44,52
181,2,3:35.0,,T. Young makes 2-pt layup from 1 ft (assist by J. Teague),44,54
182,2,3:18.0,M. Morris misses 3-pt jump shot from 24 ft,,44,54
183,2,3:17.0,,Defensive rebound by T. Young,44,54
184,2,3:10.0,,Personal foul by I. Smith (drawn by J. Teague),44,54
185,2,3:10.0,J. Leuer enters the game for T. Harris,,44,54
186,2,3:00.0,,Shooting foul by J. Leuer (drawn by T. Young),44,54
187,2,3:00.0,,T. Young misses free throw 1 of 2,44,54
188,2,3:00.0,,Offensive rebound by Team,44,54
189,2,3:00.0,,T. Young misses free throw 2 of 2,44,54
190,2,3:00.0,Defensive rebound by A. Drummond,,44,54
191,2,2:47.0,Def 3 sec tech foul by M. Turner,,44,54
192,2,2:47.0,Official timeout,,44,54
193,2,2:47.0,K. Caldwell-Pope misses technical free throw,,44,54
194,2,2:47.0,Offensive rebound by Team,,44,54
195,2,2:47.0,,R. Christmas enters the game for M. Turner,44,54
196,2,2:39.0,M. Morris misses 3-pt jump shot from 26 ft,,44,54
197,2,2:38.0,,Defensive rebound by P. George,44,54
198,2,2:17.0,,P. George misses 2-pt jump shot from 17 ft,44,54
199,2,2:17.0,Defensive rebound by A. Drummond,,44,54
200,2,2:06.0,M. Morris misses 2-pt layup from 2 ft,,44,54
201,2,2:05.0,Offensive rebound by J. Leuer,,44,54
202,2,2:03.0,J. Leuer makes 2-pt layup from 1 ft,,46,54
203,2,1:46.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Teague),46,56
204,2,1:28.0,M. Morris makes 2-pt jump shot from 19 ft,,48,56
205,2,1:13.0,,R. Christmas makes 2-pt layup from 1 ft (assist by P. George),48,58
206,2,1:03.0,Personal block foul by C. Miles (drawn by I. Smith),,48,58
207,2,0:55.0,A. Drummond makes 2-pt hook shot from 7 ft (assist by J. Leuer),,50,58
208,2,0:48.0,,P. George misses 3-pt jump shot from 26 ft,50,58
209,2,0:48.0,Defensive rebound by A. Drummond,,50,58
210,2,0:37.0,J. Leuer misses 2-pt jump shot from 13 ft,,50,58
211,2,0:36.0,,Defensive rebound by P. George,50,58
212,2,0:12.0,,J. Teague misses 3-pt jump shot from 26 ft,50,58
213,2,0:12.0,Defensive rebound by K. Caldwell-Pope,,50,58
214,2,0:00.0,,G. Robinson enters the game for C. Miles,50,58
215,3,11:49.0,,Personal foul by R. Jackson (drawn by J. Teague),50,58
216,3,11:35.0,,C. Miles misses 3-pt jump shot from 27 ft,50,58
217,3,11:35.0,Defensive rebound by R. Jackson,,50,58
218,3,11:24.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,50,58
219,3,11:24.0,,Defensive rebound by J. Teague,50,58
220,3,11:17.0,,Shooting foul by M. Morris (drawn by P. George),50,58
221,3,11:17.0,,P. George makes free throw 1 of 2,50,59
222,3,11:17.0,,P. George makes free throw 2 of 2,50,60
223,3,11:01.0,R. Jackson misses 2-pt layup at rim,,50,60
224,3,11:00.0,Offensive rebound by A. Drummond,,50,60
225,3,10:58.0,A. Drummond makes 2-pt layup at rim,,52,60
226,3,10:47.0,,Turnover by J. Teague (bad pass; steal by A. Drummond),52,60
227,3,10:42.0,J. Leuer makes 2-pt layup from 2 ft (assist by R. Jackson),,54,60
228,3,10:21.0,,M. Turner misses 2-pt jump shot from 12 ft,54,60
229,3,10:20.0,Defensive rebound by A. Drummond,,54,60
230,3,10:02.0,Turnover by J. Leuer (bad pass),,54,60
231,3,9:47.0,,C. Miles misses 3-pt jump shot from 24 ft,54,60
232,3,9:46.0,Defensive rebound by J. Leuer,,54,60
233,3,9:40.0,Personal block foul by T. Young (drawn by R. Jackson),,54,60
234,3,9:32.0,J. Leuer misses 3-pt jump shot from 28 ft,,54,60
235,3,9:32.0,,Defensive rebound by J. Teague,54,60
236,3,9:19.0,,Shooting foul by A. Drummond (drawn by J. Teague),54,60
237,3,9:19.0,,J. Teague makes free throw 1 of 2,54,61
238,3,9:19.0,,J. Teague makes free throw 2 of 2,54,62
239,3,9:10.0,R. Jackson misses 2-pt layup from 2 ft,,54,62
240,3,9:09.0,Offensive rebound by A. Drummond,,54,62
241,3,9:09.0,A. Drummond makes 2-pt layup at rim,,56,62
242,3,8:51.0,,T. Young misses 2-pt hook shot from 8 ft,56,62
243,3,8:50.0,Defensive rebound by A. Drummond,,56,62
244,3,8:43.0,J. Leuer makes 2-pt jump shot from 20 ft (assist by M. Morris),,58,62
245,3,8:23.0,,Turnover by J. Teague (bad pass),58,62
246,3,8:17.0,R. Jackson misses 3-pt jump shot from 27 ft,,58,62
247,3,8:14.0,Offensive rebound by Team,,58,62
248,3,8:07.0,J. Leuer misses 3-pt jump shot from 23 ft,,58,62
249,3,8:06.0,Offensive rebound by A. Drummond,,58,62
250,3,8:06.0,A. Drummond makes 2-pt layup at rim,,60,62
251,3,8:06.0,Shooting foul by T. Young (drawn by A. Drummond),,60,62
252,3,8:06.0,A. Drummond makes free throw 1 of 1,,61,62
253,3,8:06.0,,Indiana full timeout,61,62
254,3,7:50.0,,M. Turner misses 2-pt jump shot from 16 ft,61,62
255,3,7:49.0,Defensive rebound by J. Leuer,,61,62
256,3,7:39.0,M. Morris makes 2-pt jump shot from 15 ft,,63,62
257,3,7:17.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by P. George),63,65
258,3,7:03.0,J. Leuer makes 2-pt layup from 1 ft (assist by A. Drummond),,65,65
259,3,6:50.0,,Turnover by P. George (lost ball; steal by A. Drummond),65,65
260,3,6:47.0,Shooting foul by P. George (drawn by A. Drummond),,65,65
261,3,6:47.0,A. Drummond misses free throw 1 of 2,,65,65
262,3,6:47.0,Offensive rebound by Team,,65,65
263,3,6:47.0,A. Drummond misses free throw 2 of 2,,65,65
264,3,6:47.0,,Defensive rebound by M. Turner,65,65
265,3,6:25.0,,P. George makes 2-pt jump shot from 21 ft (assist by J. Teague),65,67
266,3,6:10.0,M. Morris misses 2-pt jump shot from 20 ft,,65,67
267,3,6:09.0,,Defensive rebound by T. Young,65,67
268,3,5:56.0,,P. George makes 3-pt jump shot from 25 ft (assist by M. Turner),65,70
269,3,5:38.0,J. Leuer makes 3-pt jump shot from 26 ft (assist by R. Jackson),,68,70
270,3,5:19.0,,Shooting foul by R. Jackson (drawn by J. Teague),68,70
271,3,5:19.0,Technical foul by M. Morris,,68,70
272,3,5:19.0,,P. George makes technical free throw,68,71
273,3,5:19.0,,J. Teague makes free throw 1 of 2,68,72
274,3,5:19.0,I. Smith enters the game for R. Jackson,,68,72
275,3,5:19.0,T. Harris enters the game for J. Leuer,,68,72
276,3,5:19.0,,J. Teague makes free throw 2 of 2,68,73
277,3,4:57.0,Personal foul by C. Miles (drawn by M. Morris),,68,73
278,3,4:47.0,T. Harris makes 2-pt jump shot from 20 ft (assist by I. Smith),,70,73
279,3,4:32.0,,C. Miles makes 2-pt layup from 1 ft (assist by J. Teague),70,75
280,3,4:32.0,,Shooting foul by A. Drummond (drawn by C. Miles),70,75
281,3,4:32.0,,C. Miles makes free throw 1 of 1,70,76
282,3,4:18.0,Turnover by I. Smith (lost ball; steal by T. Young),,70,76
283,3,4:07.0,,T. Young makes 2-pt jump shot from 14 ft (assist by M. Turner),70,78
284,3,3:52.0,M. Morris misses 2-pt jump shot from 20 ft,,70,78
285,3,3:52.0,Offensive rebound by A. Drummond,,70,78
286,3,3:51.0,Shooting foul by P. George (drawn by A. Drummond),,70,78
287,3,3:51.0,A. Drummond makes free throw 1 of 2,,71,78
288,3,3:51.0,A. Drummond misses free throw 2 of 2,,71,78
289,3,3:51.0,,Defensive rebound by M. Turner,71,78
290,3,3:51.0,S. Johnson enters the game for K. Caldwell-Pope,,71,78
291,3,3:36.0,,C. Miles misses 3-pt jump shot from 25 ft,71,78
292,3,3:34.0,Defensive rebound by I. Smith,,71,78
293,3,3:14.0,Turnover by I. Smith (bad pass; steal by M. Turner),,71,78
294,3,3:07.0,,P. George makes 3-pt jump shot from 25 ft (assist by J. Teague),71,81
295,3,3:06.0,Detroit full timeout,,71,81
296,3,3:06.0,,M. Ellis enters the game for C. Miles,71,81
297,3,2:56.0,T. Harris misses 3-pt jump shot from 27 ft,,71,81
298,3,2:55.0,,Defensive rebound by P. George,71,81
299,3,2:42.0,,Shooting foul by A. Drummond (drawn by M. Turner),71,81
300,3,2:42.0,,M. Turner makes free throw 1 of 2,71,82
301,3,2:42.0,A. Baynes enters the game for A. Drummond,,71,82
302,3,2:42.0,,R. Stuckey enters the game for J. Teague,71,82
303,3,2:42.0,,M. Turner makes free throw 2 of 2,71,83
304,3,2:27.0,S. Johnson misses 3-pt jump shot from 26 ft,,71,83
305,3,2:26.0,,Defensive rebound by M. Turner,71,83
306,3,2:13.0,,P. George makes 2-pt jump shot from 19 ft,71,85
307,3,1:54.0,I. Smith misses 2-pt jump shot from 16 ft,,71,85
308,3,1:54.0,,Defensive rebound by P. George,71,85
309,3,1:40.0,,R. Stuckey misses 3-pt jump shot from 28 ft,71,85
310,3,1:39.0,Defensive rebound by A. Baynes,,71,85
311,3,1:30.0,A. Baynes makes 2-pt jump shot from 13 ft (assist by I. Smith),,73,85
312,3,1:05.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by R. Stuckey),73,88
313,3,0:52.0,I. Smith misses 2-pt layup from 1 ft,,73,88
314,3,0:48.0,,Defensive rebound by R. Stuckey,73,88
315,3,0:30.0,,M. Turner makes 2-pt layup from 2 ft (assist by R. Stuckey),73,90
316,3,0:12.0,I. Smith misses 3-pt jump shot from 26 ft,,73,90
317,3,0:11.0,,Defensive rebound by P. George,73,90
318,3,0:00.0,,P. George misses 3-pt jump shot from 26 ft (block by M. Morris),73,90
319,3,0:00.0,,Offensive rebound by Team,73,90
320,4,11:40.0,T. Harris makes 2-pt jump shot from 13 ft,,75,90
321,4,11:27.0,,R. Stuckey makes 2-pt jump shot from 12 ft,75,92
322,4,11:21.0,Detroit full timeout,,75,92
323,4,11:21.0,B. Marjanović enters the game for A. Baynes,,75,92
324,4,11:11.0,R. Jackson makes 2-pt jump shot from 6 ft,,77,92
325,4,10:56.0,,M. Ellis makes 2-pt jump shot from 15 ft,77,94
326,4,10:45.0,J. Leuer makes 2-pt layup at rim,,79,94
327,4,10:25.0,,A. Jefferson misses 2-pt jump shot from 14 ft,79,94
328,4,10:24.0,Defensive rebound by T. Harris,,79,94
329,4,10:16.0,R. Jackson misses 3-pt jump shot from 29 ft,,79,94
330,4,10:16.0,,Defensive rebound by A. Jefferson,79,94
331,4,10:03.0,,A. Jefferson makes 2-pt jump shot from 6 ft,79,96
332,4,9:48.0,T. Harris misses 2-pt jump shot from 13 ft,,79,96
333,4,9:47.0,,Defensive rebound by L. Allen,79,96
334,4,9:25.0,,A. Jefferson misses 2-pt jump shot from 12 ft,79,96
335,4,9:24.0,Defensive rebound by Team,,79,96
336,4,9:14.0,Turnover by J. Leuer (bad pass),,79,96
337,4,9:04.0,,M. Ellis makes 2-pt jump shot from 19 ft,79,98
338,4,8:51.0,Shooting foul by A. Jefferson (drawn by R. Jackson),,79,98
339,4,8:51.0,R. Jackson makes free throw 1 of 2,,80,98
340,4,8:51.0,K. Caldwell-Pope enters the game for S. Johnson,,80,98
341,4,8:51.0,R. Jackson makes free throw 2 of 2,,81,98
342,4,8:40.0,,M. Ellis makes 3-pt jump shot from 26 ft,81,101
343,4,8:31.0,Personal foul by M. Ellis (drawn by K. Caldwell-Pope),,81,101
344,4,8:20.0,Turnover by J. Leuer (lost ball; steal by G. Robinson),,81,101
345,4,8:14.0,,M. Ellis misses 2-pt dunk at rim (block by K. Caldwell-Pope),81,101
346,4,8:12.0,Defensive rebound by R. Jackson,,81,101
347,4,8:08.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,81,101
348,4,8:06.0,,Defensive rebound by A. Jefferson,81,101
349,4,8:00.0,,Personal foul by K. Caldwell-Pope (drawn by G. Robinson),81,101
350,4,7:53.0,Violation by B. Marjanović (kicked ball),,81,101
351,4,7:43.0,,G. Robinson misses 3-pt jump shot from 23 ft,81,101
352,4,7:42.0,,Offensive rebound by L. Allen,81,101
353,4,7:28.0,,A. Jefferson misses 2-pt jump shot from 9 ft,81,101
354,4,7:26.0,Defensive rebound by B. Marjanović,,81,101
355,4,7:16.0,J. Leuer misses 2-pt jump shot from 16 ft,,81,101
356,4,7:16.0,Offensive rebound by Team,,81,101
357,4,7:16.0,,Loose ball foul by A. Jefferson (drawn by B. Marjanović),81,101
358,4,7:16.0,,T. Young enters the game for L. Allen,81,101
359,4,7:09.0,Personal foul by A. Jefferson (drawn by B. Marjanović),,81,101
360,4,7:01.0,B. Marjanović misses 2-pt jump shot from 6 ft,,81,101
361,4,7:00.0,,Defensive rebound by A. Jefferson,81,101
362,4,6:49.0,,A. Jefferson misses 2-pt jump shot from 6 ft,81,101
363,4,6:48.0,,Offensive rebound by T. Young,81,101
364,4,6:48.0,,T. Young makes 2-pt layup from 1 ft,81,103
365,4,6:41.0,Detroit full timeout,,81,103
366,4,6:41.0,I. Smith enters the game for K. Caldwell-Pope,,81,103
367,4,6:41.0,R. Bullock enters the game for R. Jackson,,81,103
368,4,6:41.0,S. Johnson enters the game for T. Harris,,81,103
369,4,6:30.0,S. Johnson misses 2-pt jump shot from 16 ft,,81,103
370,4,6:30.0,,Defensive rebound by G. Robinson,81,103
371,4,6:12.0,,M. Ellis misses 2-pt jump shot from 18 ft,81,103
372,4,6:11.0,Defensive rebound by S. Johnson,,81,103
373,4,5:55.0,S. Johnson makes 2-pt jump shot from 7 ft,,83,103
374,4,5:38.0,,T. Young makes 2-pt layup from 3 ft (assist by M. Ellis),83,105
375,4,5:21.0,B. Marjanović makes 2-pt layup from 2 ft (assist by R. Bullock),,85,105
376,4,5:21.0,Shooting foul by T. Young (drawn by B. Marjanović),,85,105
377,4,5:21.0,B. Marjanović makes free throw 1 of 1,,86,105
378,4,5:00.0,,M. Ellis makes 2-pt jump shot from 17 ft (assist by A. Jefferson),86,107
379,4,4:37.0,S. Johnson makes 2-pt jump shot from 16 ft,,88,107
380,4,4:18.0,,Shooting foul by B. Marjanović (drawn by G. Robinson),88,107
381,4,4:18.0,,G. Robinson misses free throw 1 of 2,88,107
382,4,4:18.0,,Offensive rebound by Team,88,107
383,4,4:18.0,,G. Robinson makes free throw 2 of 2,88,108
384,4,4:03.0,J. Leuer makes 2-pt jump shot from 6 ft,,90,108
385,4,3:34.0,,G. Robinson makes 3-pt jump shot from 23 ft (assist by A. Jefferson),90,111
386,4,3:20.0,J. Leuer misses 2-pt jump shot from 11 ft,,90,111
387,4,3:19.0,,Defensive rebound by R. Stuckey,90,111
388,4,3:15.0,,G. Robinson makes 2-pt layup at rim (assist by R. Stuckey),90,113
389,4,2:57.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by B. Marjanović),,93,113
