,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,INDIANA_ACTION,MEMPHIS_SCORE,INDIANA_SCORE
393,4,3:17.0,J. Green misses 2-pt jump shot from 6 ft (block by M. Turner),,81,99
394,4,3:16.0,,Defensive rebound by T. Young,81,99
395,4,2:56.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by J. Teague),81,102
396,4,2:38.0,T. Douglas makes 2-pt jump shot from 18 ft,,83,102
397,4,2:09.0,,C. Miles misses 3-pt jump shot from 25 ft,83,102
398,4,2:08.0,Defensive rebound by J. Green,,83,102
399,4,1:45.0,T. Douglas misses 3-pt jump shot from 26 ft,,83,102
400,4,1:44.0,,Defensive rebound by P. George,83,102
401,4,1:44.0,,Indiana full timeout,83,102
402,4,1:44.0,,K. Séraphin enters the game for P. George,83,102
403,4,1:44.0,,J. Young enters the game for T. Young,83,102
404,4,1:44.0,,R. Christmas enters the game for M. Turner,83,102
405,4,1:44.0,,G. Robinson enters the game for C. Miles,83,102
406,4,1:44.0,,A. Brooks enters the game for J. Teague,83,102
407,4,1:44.0,T. Daniels enters the game for T. Douglas,,83,102
408,4,1:25.0,,K. Séraphin misses 2-pt jump shot from 18 ft,83,102
409,4,1:24.0,,Offensive rebound by G. Robinson,83,102
410,4,1:15.0,,J. Young misses 2-pt jump shot from 9 ft (block by D. Davis),83,102
411,4,1:14.0,,Offensive rebound by R. Christmas,83,102
412,4,1:00.0,,A. Brooks misses 2-pt jump shot from 6 ft,83,102
413,4,1:00.0,Defensive rebound by J. Green,,83,102
414,4,0:54.0,T. Daniels makes 3-pt jump shot from 25 ft,,86,102
415,4,0:44.0,,A. Brooks misses 3-pt jump shot from 26 ft,86,102
416,4,0:43.0,Defensive rebound by J. Green,,86,102
417,4,0:36.0,Personal foul by A. Brooks (drawn by D. Davis),,86,102
418,4,0:36.0,D. Davis makes free throw 1 of 2,,87,102
419,4,0:36.0,D. Davis misses free throw 2 of 2,,87,102
420,4,0:35.0,Offensive rebound by J. Ennis,,87,102
421,4,0:30.0,Shooting foul by K. Séraphin (drawn by A. Harrison),,87,102
422,4,0:30.0,A. Harrison makes free throw 1 of 2,,88,102
423,4,0:30.0,A. Harrison makes free throw 2 of 2,,89,102
424,4,0:08.0,,K. Séraphin misses 3-pt jump shot from 25 ft,89,102
425,4,0:08.0,Defensive rebound by D. Davis,,89,102
426,4,0:01.0,A. Harrison makes 3-pt jump shot from 26 ft,,92,102
