,QUARTER,TIME_REMAINING,HOUSTON_ACTION,NEW YORK_ACTION,HOUSTON_SCORE,NEW YORK_SCORE
132,2,8:38.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Brewer),,46,30
133,2,8:13.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by B. Jennings),46,33
134,2,8:04.0,Shooting foul by K. Porziņģis (drawn by E. Gordon),,46,33
135,2,8:04.0,Official timeout,,46,33
136,2,8:04.0,E. Gordon makes free throw 1 of 2,,47,33
137,2,8:04.0,,L. Thomas enters the game for S. Vujačić,46,33
138,2,8:04.0,C. Capela enters the game for S. Dekker,,46,33
139,2,8:04.0,R. Anderson enters the game for M. Harrell,,46,33
140,2,8:04.0,E. Gordon makes free throw 2 of 2,,48,33
141,2,7:44.0,,M. Ndour makes 2-pt jump shot from 19 ft (assist by J. Holiday),48,35
142,2,7:37.0,Offensive foul by T. Ennis (drawn by J. Holiday),,48,35
143,2,7:37.0,Turnover by T. Ennis (offensive foul),,48,35
144,2,7:19.0,,J. Holiday misses 3-pt jump shot from 23 ft,48,35
145,2,7:18.0,,Offensive rebound by K. Porziņģis,48,35
146,2,7:15.0,,K. Porziņģis misses 2-pt jump shot from 10 ft,48,35
147,2,7:13.0,Defensive rebound by R. Anderson,,48,35
148,2,7:01.0,Shooting foul by K. Porziņģis (drawn by C. Capela),,48,35
149,2,7:01.0,C. Capela misses free throw 1 of 2,,48,35
150,2,7:01.0,Offensive rebound by Team,,48,35
151,2,7:01.0,C. Capela misses free throw 2 of 2,,48,35
152,2,7:01.0,,C. Anthony enters the game for K. Porziņģis,48,35
153,2,7:00.0,,Defensive rebound by M. Ndour,48,35
154,2,6:49.0,,Shooting foul by C. Capela (drawn by B. Jennings),48,35
155,2,6:49.0,,B. Jennings makes free throw 1 of 2,48,36
156,2,6:49.0,,B. Jennings makes free throw 2 of 2,48,37
157,2,6:30.0,E. Gordon makes 2-pt layup from 1 ft,,50,37
158,2,6:25.0,,J. Holiday misses 2-pt layup at rim,50,37
159,2,6:24.0,Defensive rebound by C. Capela,,50,37
160,2,6:15.0,E. Gordon misses 3-pt jump shot from 26 ft,,50,37
161,2,6:14.0,Offensive rebound by C. Capela,,50,37
162,2,6:13.0,Personal foul by M. Ndour (drawn by C. Capela),,50,37
163,2,6:13.0,,D. Rose enters the game for J. Holiday,50,37
164,2,6:03.0,T. Ennis makes 2-pt layup from 2 ft,,52,37
165,2,5:41.0,,B. Jennings makes 2-pt layup from 2 ft (assist by D. Rose),52,39
166,2,5:33.0,Turnover by R. Anderson (bad pass; steal by C. Anthony),,52,39
167,2,5:30.0,,Turnover by C. Anthony (lost ball; steal by C. Brewer),52,39
168,2,5:24.0,T. Ennis misses 2-pt layup from 2 ft,,52,39
169,2,5:23.0,Offensive rebound by Team,,52,39
170,2,5:23.0,,New York full timeout,52,39
171,2,5:23.0,T. Ariza enters the game for C. Brewer,,52,39
172,2,5:23.0,J. Harden enters the game for T. Ennis,,52,39
173,2,5:23.0,,J. Noah enters the game for L. Thomas,52,39
174,2,5:23.0,,C. Lee enters the game for M. Ndour,52,39
175,2,5:17.0,Personal foul by B. Jennings (drawn by E. Gordon),,52,39
176,2,5:17.0,E. Gordon makes free throw 1 of 2,,53,39
177,2,5:17.0,E. Gordon makes free throw 2 of 2,,54,39
178,2,5:03.0,,C. Anthony misses 3-pt jump shot from 25 ft,54,39
179,2,5:02.0,Defensive rebound by R. Anderson,,54,39
180,2,4:49.0,R. Anderson misses 3-pt jump shot from 25 ft,,54,39
181,2,4:48.0,,Defensive rebound by C. Anthony,54,39
182,2,4:31.0,Violation by C. Capela (def goaltending),,54,39
183,2,4:31.0,,C. Anthony makes 2-pt layup from 2 ft,54,41
184,2,4:14.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,56,41
185,2,4:03.0,,D. Rose misses 2-pt jump shot from 4 ft,56,41
186,2,4:02.0,,Offensive rebound by C. Anthony,56,41
187,2,4:01.0,,C. Anthony misses 2-pt layup from 2 ft,56,41
188,2,4:00.0,Defensive rebound by E. Gordon,,56,41
189,2,3:56.0,Shooting foul by B. Jennings (drawn by E. Gordon),,56,41
190,2,3:56.0,E. Gordon makes free throw 1 of 2,,57,41
191,2,3:56.0,E. Gordon misses free throw 2 of 2,,57,41
192,2,3:56.0,,J. Holiday enters the game for B. Jennings,57,41
193,2,3:55.0,,Defensive rebound by C. Anthony,57,41
194,2,3:37.0,,Shooting foul by J. Harden (drawn by J. Noah),57,41
195,2,3:37.0,,J. Noah misses free throw 1 of 2,57,41
196,2,3:37.0,,Offensive rebound by Team,57,41
197,2,3:37.0,,J. Noah misses free throw 2 of 2,57,41
198,2,3:37.0,,Offensive rebound by Team,57,41
199,2,3:37.0,Loose ball foul by C. Capela (drawn by C. Anthony),,57,41
200,2,3:37.0,,C. Anthony makes free throw 1 of 2,57,42
201,2,3:37.0,K. McDaniels enters the game for E. Gordon,,57,41
202,2,3:37.0,,C. Anthony misses free throw 2 of 2,57,42
203,2,3:36.0,Defensive rebound by J. Harden,,57,42
204,2,3:21.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,59,42
205,2,3:21.0,Shooting foul by J. Noah (drawn by C. Capela),,59,42
206,2,3:21.0,C. Capela misses free throw 1 of 1,,59,42
207,2,3:19.0,Offensive rebound by Team,,59,42
208,2,3:17.0,Offensive foul by R. Anderson (drawn by C. Anthony),,59,42
209,2,3:17.0,Turnover by R. Anderson (offensive foul),,59,42
210,2,3:03.0,,J. Holiday misses 2-pt jump shot from 19 ft,59,42
211,2,3:02.0,Defensive rebound by K. McDaniels,,59,42
212,2,2:53.0,K. McDaniels makes 3-pt jump shot from 27 ft (assist by J. Harden),,62,42
213,2,2:42.0,,C. Lee makes 3-pt jump shot from 26 ft (assist by J. Noah),62,45
214,2,2:30.0,Houston full timeout,,62,45
215,2,2:19.0,Def 3 sec tech foul by J. Noah,,62,45
216,2,2:19.0,J. Harden makes technical free throw,,63,45
217,2,2:14.0,Turnover by J. Harden (bad pass; steal by C. Lee),,63,45
218,2,1:53.0,,C. Lee misses 2-pt jump shot from 8 ft,63,45
219,2,1:52.0,Defensive rebound by Team,,63,45
220,2,1:52.0,,Loose ball foul by C. Anthony (drawn by T. Ariza),63,45
221,2,1:52.0,T. Ariza misses free throw 1 of 2,,63,45
222,2,1:52.0,Offensive rebound by Team,,63,45
223,2,1:52.0,T. Ariza makes free throw 2 of 2,,64,45
224,2,1:39.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Rose),64,48
225,2,1:23.0,R. Anderson misses 3-pt jump shot from 25 ft,,64,48
226,2,1:22.0,,Defensive rebound by D. Rose,64,48
227,2,1:17.0,,D. Rose misses 2-pt layup from 2 ft,64,48
228,2,1:16.0,,Offensive rebound by J. Noah,64,48
229,2,1:16.0,,J. Noah misses 2-pt layup from 2 ft,64,48
230,2,1:15.0,Defensive rebound by Team,,64,48
231,2,1:15.0,M. Harrell enters the game for C. Capela,,64,48
232,2,1:03.0,J. Harden makes 2-pt layup from 1 ft,,66,48
233,2,0:51.0,,J. Holiday misses 2-pt jump shot from 16 ft,66,48
234,2,0:49.0,Defensive rebound by Team,,66,48
235,2,0:39.0,Turnover by M. Harrell (traveling),,66,48
236,2,0:32.0,,D. Rose misses 2-pt layup from 1 ft (block by M. Harrell),66,48
237,2,0:31.0,Defensive rebound by R. Anderson,,66,48
238,2,0:23.0,T. Ariza misses 3-pt jump shot from 26 ft,,66,48
239,2,0:21.0,Offensive rebound by R. Anderson,,66,48
240,2,0:20.0,R. Anderson misses 2-pt hook shot from 5 ft,,66,48
241,2,0:19.0,Offensive rebound by R. Anderson,,66,48
242,2,0:19.0,R. Anderson misses 2-pt layup from 5 ft,,66,48
243,2,0:17.0,Offensive rebound by R. Anderson,,66,48
244,2,0:17.0,R. Anderson misses 2-pt layup from 2 ft,,66,48
245,2,0:15.0,Offensive rebound by M. Harrell,,66,48
246,2,0:15.0,M. Harrell makes 2-pt layup from 2 ft,,68,48
247,2,0:00.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by J. Noah),68,51
248,3,11:38.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by J. Harden),,71,51
249,3,11:24.0,,Shooting foul by E. Gordon (drawn by K. Porziņģis),71,51
250,3,11:24.0,,K. Porziņģis misses free throw 1 of 2,71,51
251,3,11:24.0,,Offensive rebound by Team,71,51
252,3,11:24.0,,K. Porziņģis makes free throw 2 of 2,71,52
253,3,11:12.0,C. Capela misses 2-pt layup from 2 ft,,71,52
254,3,11:11.0,Offensive rebound by R. Anderson,,71,52
255,3,11:08.0,Turnover by R. Anderson (lost ball; steal by C. Lee),,71,52
256,3,10:52.0,,C. Lee makes 2-pt layup from 1 ft,71,54
257,3,10:27.0,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),,73,54
258,3,10:15.0,,C. Anthony makes 2-pt layup from 2 ft,73,56
259,3,10:02.0,E. Gordon misses 2-pt layup from 2 ft,,73,56
260,3,10:01.0,,Defensive rebound by D. Rose,73,56
261,3,9:52.0,,D. Rose misses 2-pt jump shot from 19 ft,73,56
262,3,9:51.0,,Offensive rebound by Team,73,56
263,3,9:40.0,,C. Lee makes 2-pt jump shot from 15 ft,73,58
264,3,9:29.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Harden),,76,58
265,3,9:11.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,76,58
266,3,9:10.0,Defensive rebound by J. Harden,,76,58
267,3,9:01.0,R. Anderson misses 3-pt jump shot from 26 ft,,76,58
268,3,9:00.0,,Defensive rebound by K. Porziņģis,76,58
269,3,8:51.0,,D. Rose makes 2-pt layup from 2 ft,76,60
270,3,8:24.0,T. Ariza misses 2-pt layup from 3 ft (block by K. Porziņģis),,76,60
271,3,8:22.0,Offensive rebound by C. Capela,,76,60
272,3,8:19.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Capela),,79,60
273,3,7:56.0,,C. Anthony makes 2-pt jump shot from 21 ft,79,62
274,3,7:40.0,C. Capela misses 2-pt layup from 1 ft,,79,62
275,3,7:39.0,Offensive rebound by C. Capela,,79,62
276,3,7:38.0,Turnover by C. Capela (step out of bounds),,79,62
277,3,7:32.0,,Personal foul by E. Gordon (drawn by D. Rose),79,62
278,3,7:25.0,,D. Rose makes 2-pt layup from 1 ft,79,64
279,3,7:07.0,R. Anderson makes 2-pt jump shot from 12 ft,,81,64
280,3,6:46.0,,C. Lee makes 2-pt jump shot from 12 ft,81,66
281,3,6:26.0,R. Anderson misses 2-pt layup from 1 ft,,81,66
282,3,6:25.0,Offensive rebound by C. Capela,,81,66
283,3,6:23.0,C. Capela makes 2-pt layup from 3 ft,,83,66
284,3,6:08.0,,C. Lee misses 2-pt jump shot from 5 ft,83,66
285,3,6:07.0,,Offensive rebound by Team,83,66
286,3,6:07.0,Loose ball foul by C. Capela (drawn by J. Noah),,83,66
287,3,6:07.0,M. Harrell enters the game for C. Capela,,83,66
288,3,5:59.0,,Turnover by C. Anthony (lost ball; steal by T. Ariza),83,66
289,3,5:54.0,J. Harden misses 3-pt jump shot from 25 ft,,83,66
290,3,5:53.0,Offensive rebound by R. Anderson,,83,66
291,3,5:40.0,Shooting foul by C. Lee (drawn by M. Harrell),,83,66
292,3,5:40.0,,New York full timeout,83,66
293,3,5:40.0,M. Harrell misses free throw 1 of 2,,83,66
294,3,5:40.0,Offensive rebound by Team,,83,66
295,3,5:40.0,K. McDaniels enters the game for E. Gordon,,83,66
296,3,5:40.0,M. Harrell makes free throw 2 of 2,,84,66
297,3,5:21.0,,D. Rose misses 2-pt layup from 3 ft (block by M. Harrell),84,66
298,3,5:19.0,Defensive rebound by K. McDaniels,,84,66
299,3,5:00.0,J. Harden misses 3-pt jump shot from 25 ft,,84,66
300,3,4:59.0,,Defensive rebound by D. Rose,84,66
301,3,4:54.0,,C. Anthony makes 2-pt layup from 2 ft (assist by D. Rose),84,68
302,3,4:36.0,M. Harrell makes 2-pt layup from 2 ft (assist by J. Harden),,86,68
303,3,4:17.0,,D. Rose makes 2-pt jump shot from 12 ft (assist by C. Anthony),86,70
304,3,4:07.0,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),,88,70
305,3,3:50.0,,Def 3 sec tech foul by M. Harrell,88,70
306,3,3:50.0,,C. Anthony makes technical free throw,88,71
307,3,3:50.0,,R. Baker enters the game for J. Noah,88,71
308,3,3:50.0,S. Dekker enters the game for R. Anderson,,88,71
309,3,3:45.0,,D. Rose misses 2-pt layup from 2 ft (block by K. McDaniels),88,71
310,3,3:43.0,Defensive rebound by T. Ariza,,88,71
311,3,3:37.0,K. McDaniels misses 3-pt jump shot from 23 ft,,88,71
312,3,3:36.0,,Defensive rebound by C. Anthony,88,71
313,3,3:35.0,,Turnover by C. Anthony (bad pass; steal by J. Harden),88,71
314,3,3:27.0,T. Ariza misses 3-pt jump shot from 25 ft,,88,71
315,3,3:26.0,,Defensive rebound by C. Anthony,88,71
316,3,3:10.0,,C. Lee misses 2-pt layup from 2 ft,88,71
317,3,3:09.0,,Offensive rebound by R. Baker,88,71
318,3,3:05.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by R. Baker),88,74
319,3,2:44.0,T. Ariza misses 2-pt layup from 2 ft,,88,74
320,3,2:43.0,,Defensive rebound by C. Anthony,88,74
321,3,2:37.0,,C. Lee misses 3-pt jump shot from 24 ft,88,74
322,3,2:36.0,Defensive rebound by K. McDaniels,,88,74
323,3,2:30.0,Shooting foul by D. Rose (drawn by K. McDaniels),,88,74
324,3,2:30.0,Houston full timeout,,88,74
325,3,2:30.0,K. McDaniels makes free throw 1 of 2,,89,74
326,3,2:30.0,,L. Thomas enters the game for K. Porziņģis,88,74
327,3,2:30.0,K. McDaniels makes free throw 2 of 2,,90,74
328,3,2:12.0,C. Brewer enters the game for T. Ariza,,90,74
329,3,2:08.0,,D. Rose makes 2-pt jump shot from 10 ft,90,76
330,3,2:08.0,Personal foul by C. Anthony (drawn by J. Harden),,90,76
331,3,1:53.0,S. Dekker makes 2-pt layup from 1 ft (assist by J. Harden),,92,76
332,3,1:37.0,,Turnover by C. Anthony (lost ball; steal by M. Harrell),92,76
333,3,1:34.0,Turnover by S. Dekker (bad pass; steal by D. Rose),,92,76
334,3,1:29.0,,L. Thomas misses 2-pt jump shot from 18 ft,92,76
335,3,1:28.0,,Offensive rebound by Team,92,76
336,3,1:28.0,,J. Holiday enters the game for C. Lee,92,76
337,3,1:28.0,,B. Jennings enters the game for D. Rose,92,76
338,3,1:24.0,,B. Jennings makes 2-pt layup from 2 ft (assist by R. Baker),92,78
339,3,1:03.0,J. Harden makes 3-pt jump shot from 25 ft,,95,78
340,3,0:51.0,,J. Holiday misses 2-pt jump shot from 14 ft,95,78
341,3,0:50.0,Defensive rebound by S. Dekker,,95,78
342,3,0:44.0,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),,97,78
343,3,0:26.0,,Personal foul by K. McDaniels (drawn by B. Jennings),97,78
344,3,0:17.0,,J. Holiday misses 2-pt jump shot from 18 ft (block by K. McDaniels),97,78
345,3,0:15.0,Defensive rebound by C. Brewer,,97,78
346,3,0:02.0,J. Harden makes 3-pt jump shot from 26 ft,,100,78
347,3,0:00.0,,C. Anthony misses 3-pt jump shot from 51 ft,100,78
348,3,0:00.0,,Offensive rebound by Team,100,78
349,4,11:46.0,,K. Porziņģis misses 2-pt jump shot from 9 ft,100,78
350,4,11:45.0,Defensive rebound by S. Dekker,,100,78
351,4,11:33.0,Turnover by M. Harrell (traveling),,100,78
352,4,11:17.0,,B. Jennings misses 3-pt jump shot from 24 ft,100,78
353,4,11:16.0,Defensive rebound by M. Harrell,,100,78
354,4,11:03.0,Turnover by E. Gordon (lost ball; steal by J. Holiday),,100,78
355,4,10:59.0,,Turnover by J. Holiday (bad pass),100,78
356,4,10:50.0,Turnover by C. Brewer (traveling),,100,78
357,4,10:39.0,,Personal foul by C. Brewer (drawn by K. Porziņģis),100,78
358,4,10:30.0,,Turnover by K. Porziņģis (bad pass; steal by E. Gordon),100,78
359,4,10:21.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Brewer),,103,78
360,4,10:06.0,,Shooting foul by C. Brewer (drawn by R. Baker),103,78
361,4,10:06.0,,R. Baker misses free throw 1 of 2,103,78
362,4,10:06.0,,Offensive rebound by Team,103,78
363,4,10:06.0,,R. Baker makes free throw 2 of 2,103,79
364,4,9:56.0,Turnover by E. Gordon (bad pass; steal by K. Porziņģis),,103,79
365,4,9:47.0,,Personal foul by E. Gordon (drawn by K. Porziņģis),103,79
366,4,9:36.0,,R. Baker misses 3-pt jump shot from 23 ft,103,79
367,4,9:35.0,Defensive rebound by T. Ennis,,103,79
368,4,9:22.0,E. Gordon misses 2-pt jump shot from 9 ft,,103,79
369,4,9:21.0,,Defensive rebound by J. Holiday,103,79
370,4,9:11.0,,Offensive foul by J. Holiday (drawn by M. Harrell),103,79
371,4,9:11.0,,Turnover by J. Holiday (offensive foul),103,79
372,4,8:54.0,T. Ennis misses 2-pt layup from 2 ft (block by K. Porziņģis),,103,79
373,4,8:53.0,,Defensive rebound by K. Porziņģis,103,79
374,4,8:49.0,,B. Jennings makes 2-pt layup from 2 ft,103,81
375,4,8:49.0,,Shooting foul by S. Dekker (drawn by B. Jennings),103,81
376,4,8:49.0,Official timeout,,103,81
377,4,8:49.0,,B. Jennings makes free throw 1 of 1,103,82
378,4,8:25.0,Turnover by Team (shot clock),,103,82
379,4,8:18.0,,Personal foul by T. Ennis (drawn by K. Porziņģis),103,82
380,4,8:18.0,,K. Porziņģis makes free throw 1 of 2,103,83
381,4,8:18.0,J. Harden enters the game for S. Dekker,,103,83
382,4,8:18.0,R. Anderson enters the game for C. Brewer,,103,83
383,4,8:18.0,T. Ariza enters the game for T. Ennis,,103,83
384,4,8:18.0,,D. Rose enters the game for J. Holiday,103,83
385,4,8:18.0,,K. Porziņģis makes free throw 2 of 2,103,84
386,4,7:57.0,E. Gordon misses 3-pt jump shot from 26 ft,,103,84
