,QUARTER,TIME_REMAINING,DALLAS_ACTION,MEMPHIS_ACTION,DALLAS_SCORE,MEMPHIS_SCORE
0,1,11:36.0,,B. Wright misses 2-pt hook shot from 8 ft,0,0
1,1,11:34.0,Defensive rebound by D. Nowitzki,,0,0
2,1,11:14.0,H. Barnes misses 2-pt jump shot from 14 ft,,0,0
3,1,11:14.0,,Defensive rebound by M. Conley,0,0
4,1,11:00.0,,V. Carter misses 3-pt jump shot from 25 ft,0,0
5,1,11:00.0,Defensive rebound by D. Nowitzki,,0,0
6,1,10:42.0,Turnover by W. Matthews (lost ball; steal by V. Carter),,0,0
7,1,10:41.0,,Personal take foul by S. Curry (drawn by V. Carter),0,0
8,1,10:27.0,,M. Conley makes 2-pt jump shot from 19 ft (assist by J. Ennis),0,2
9,1,10:08.0,D. Nowitzki misses 2-pt layup from 2 ft (block by B. Wright),,0,2
10,1,10:07.0,,Defensive rebound by M. Conley,0,2
11,1,9:52.0,,M. Conley misses 2-pt jump shot from 19 ft,0,2
12,1,9:52.0,Defensive rebound by D. Nowitzki,,0,2
13,1,9:41.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,3,2
14,1,9:28.0,,Shooting foul by S. Curry (drawn by M. Conley),3,2
15,1,9:28.0,,M. Conley makes free throw 1 of 2,3,3
16,1,9:28.0,Y. Ferrell enters the game for S. Curry,,3,3
17,1,9:28.0,,M. Conley makes free throw 2 of 2,3,4
18,1,9:06.0,W. Matthews misses 2-pt jump shot from 15 ft,,3,4
19,1,9:04.0,,Defensive rebound by V. Carter,3,4
20,1,8:56.0,,B. Wright makes 2-pt dunk at rim (assist by V. Carter),3,6
21,1,8:33.0,D. Nowitzki misses 2-pt jump shot from 10 ft,,3,6
22,1,8:31.0,Offensive rebound by Team,,3,6
23,1,8:31.0,Turnover by Team (shot clock),,3,6
24,1,8:13.0,,T. Allen misses 2-pt jump shot from 5 ft,3,6
25,1,8:11.0,Defensive rebound by N. Noel,,3,6
26,1,8:07.0,Offensive foul by N. Noel (drawn by M. Conley),,3,6
27,1,8:07.0,Turnover by N. Noel (offensive foul),,3,6
