,QUARTER,TIME_REMAINING,BOSTON_ACTION,GOLDEN STATE_ACTION,BOSTON_SCORE,GOLDEN STATE_SCORE
95,1,0:02.0,,Defensive rebound by A. Iguodala,25,28
96,2,11:41.0,M. Smart misses 2-pt layup from 2 ft,,25,28
97,2,11:40.0,,Defensive rebound by D. Green,25,28
98,2,11:23.0,,A. Iguodala makes 2-pt jump shot from 20 ft (assist by S. Livingston),25,30
99,2,11:00.0,Turnover by A. Horford (bad pass),,25,30
100,2,10:47.0,,D. Green makes 2-pt hook shot from 7 ft (assist by D. West),25,32
101,2,10:28.0,K. Olynyk makes 2-pt jump shot from 13 ft (assist by T. Rozier),,27,32
102,2,10:17.0,,Turnover by K. Thompson (lost ball; steal by M. Smart),27,32
103,2,10:12.0,K. Olynyk makes 2-pt dunk at rim (assist by M. Smart),,29,32
104,2,9:54.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. West),29,34
105,2,9:43.0,T. Rozier misses 3-pt jump shot from 25 ft,,29,34
106,2,9:42.0,,Defensive rebound by A. Iguodala,29,34
107,2,9:32.0,,Turnover by K. Thompson (bad pass; steal by K. Olynyk),29,34
108,2,9:25.0,T. Rozier makes 2-pt layup from 2 ft (assist by K. Olynyk),,31,34
109,2,9:05.0,,D. Green misses 3-pt jump shot from 27 ft,31,34
110,2,9:05.0,Defensive rebound by T. Rozier,,31,34
111,2,8:51.0,A. Horford makes 2-pt jump shot from 8 ft,,33,34
112,2,8:51.0,Shooting foul by D. Green (drawn by A. Horford),,33,34
113,2,8:51.0,Official timeout,,33,34
114,2,8:51.0,A. Horford makes free throw 1 of 1,,34,34
115,2,8:35.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),34,36
116,2,8:11.0,M. Smart misses 3-pt jump shot from 25 ft (block by K. Thompson),,34,36
117,2,8:10.0,,Defensive rebound by A. Iguodala,34,36
118,2,8:00.0,,K. Thompson misses 3-pt jump shot from 25 ft,34,36
119,2,7:59.0,Defensive rebound by K. Olynyk,,34,36
120,2,7:47.0,A. Horford makes 2-pt layup from 2 ft (assist by T. Rozier),,36,36
121,2,7:28.0,,D. West misses 2-pt jump shot from 19 ft,36,36
122,2,7:28.0,Defensive rebound by J. Brown,,36,36
123,2,7:13.0,J. Brown makes 2-pt layup from 2 ft (assist by A. Horford),,38,36
124,2,7:13.0,Shooting foul by D. West (drawn by J. Brown),,38,36
125,2,7:13.0,J. Brown misses free throw 1 of 1,,38,36
126,2,7:13.0,,P. McCaw enters the game for A. Iguodala,38,36
127,2,7:13.0,,M. Barnes enters the game for D. Green,38,36
128,2,7:13.0,A. Bradley enters the game for M. Smart,,38,36
129,2,7:11.0,,Defensive rebound by M. Barnes,38,36
130,2,6:49.0,,Turnover by Team (shot clock),38,36
131,2,6:29.0,K. Olynyk makes 2-pt layup from 2 ft (assist by A. Horford),,40,36
132,2,6:11.0,,K. Thompson misses 3-pt jump shot from 25 ft (block by A. Bradley),40,36
133,2,6:11.0,Defensive rebound by A. Bradley,,40,36
134,2,6:11.0,Personal foul by K. Thompson (drawn by A. Bradley),,40,36
135,2,6:11.0,,S. Curry enters the game for K. Thompson,40,36
136,2,6:11.0,I. Thomas enters the game for T. Rozier,,40,36
137,2,5:59.0,,Z. Pachulia enters the game for D. West,40,36
138,2,5:47.0,A. Horford misses 2-pt jump shot from 7 ft (block by S. Livingston),,40,36
139,2,5:46.0,,Defensive rebound by S. Livingston,40,36
140,2,5:39.0,,S. Livingston makes 2-pt jump shot from 11 ft,40,38
141,2,5:23.0,A. Bradley misses 3-pt jump shot from 25 ft (block by S. Livingston),,40,38
142,2,5:21.0,,Defensive rebound by Z. Pachulia,40,38
143,2,5:15.0,,Z. Pachulia misses 2-pt layup from 1 ft,40,38
144,2,5:14.0,Defensive rebound by K. Olynyk,,40,38
145,2,5:13.0,Personal foul by S. Livingston (drawn by K. Olynyk),,40,38
146,2,5:13.0,,Golden State full timeout,40,38
147,2,5:13.0,A. Johnson enters the game for A. Horford,,40,38
148,2,5:13.0,J. Crowder enters the game for J. Brown,,40,38
149,2,4:49.0,Turnover by J. Crowder (bad pass; steal by S. Livingston),,40,38
150,2,4:44.0,,P. McCaw makes 2-pt layup from 1 ft (assist by Z. Pachulia),40,40
151,2,4:26.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by I. Thomas),,43,40
152,2,4:09.0,,Personal foul by A. Bradley (drawn by S. Curry),43,40
153,2,4:09.0,,D. Green enters the game for S. Livingston,43,40
154,2,4:03.0,,Turnover by S. Curry (bad pass; steal by K. Olynyk),43,40
155,2,3:59.0,A. Bradley misses 2-pt jump shot from 4 ft (block by M. Barnes),,43,40
156,2,3:59.0,Offensive rebound by Team,,43,40
157,2,3:48.0,A. Johnson makes 2-pt layup from 2 ft (assist by K. Olynyk),,45,40
158,2,3:30.0,,P. McCaw misses 2-pt jump shot from 20 ft,45,40
159,2,3:29.0,,Offensive rebound by Z. Pachulia,45,40
160,2,3:20.0,,S. Curry makes 2-pt jump shot from 13 ft,45,42
161,2,3:09.0,I. Thomas misses 2-pt layup from 2 ft (block by Z. Pachulia),,45,42
162,2,3:08.0,,Defensive rebound by Z. Pachulia,45,42
163,2,3:04.0,,S. Curry misses 3-pt jump shot from 27 ft,45,42
164,2,3:03.0,Defensive rebound by K. Olynyk,,45,42
165,2,2:58.0,I. Thomas misses 2-pt layup from 2 ft,,45,42
166,2,2:57.0,Offensive rebound by J. Crowder,,45,42
167,2,2:57.0,J. Crowder misses 2-pt layup from 1 ft,,45,42
168,2,2:56.0,,Defensive rebound by Z. Pachulia,45,42
169,2,2:49.0,,Personal foul by A. Johnson (drawn by Z. Pachulia),45,42
170,2,2:49.0,Boston full timeout,,45,42
171,2,2:49.0,,A. Iguodala enters the game for Z. Pachulia,45,42
172,2,2:49.0,,K. Thompson enters the game for M. Barnes,45,42
173,2,2:49.0,M. Smart enters the game for A. Johnson,,45,42
174,2,2:49.0,A. Horford enters the game for K. Olynyk,,45,42
175,2,2:41.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),45,44
176,2,2:14.0,I. Thomas misses 3-pt jump shot from 29 ft,,45,44
177,2,2:13.0,Offensive rebound by J. Crowder,,45,44
178,2,2:13.0,Personal foul by K. Thompson (drawn by J. Crowder),,45,44
179,2,2:13.0,J. Crowder makes free throw 1 of 2,,46,44
180,2,2:13.0,J. Crowder misses free throw 2 of 2,,46,44
181,2,2:11.0,,Defensive rebound by D. Green,46,44
182,2,1:59.0,,A. Iguodala misses 3-pt jump shot from 23 ft,46,44
183,2,1:58.0,Defensive rebound by A. Horford,,46,44
184,2,1:53.0,J. Crowder misses 2-pt layup from 2 ft (block by D. Green),,46,44
185,2,1:52.0,Offensive rebound by A. Bradley,,46,44
186,2,1:50.0,A. Bradley misses 2-pt layup from 1 ft (block by K. Thompson),,46,44
187,2,1:49.0,,Defensive rebound by K. Thompson,46,44
188,2,1:41.0,,K. Thompson makes 2-pt layup at rim (assist by P. McCaw),46,46
189,2,1:20.0,M. Smart misses 3-pt jump shot from 26 ft,,46,46
190,2,1:19.0,,Defensive rebound by S. Curry,46,46
191,2,1:17.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),46,48
192,2,1:17.0,Boston full timeout,,46,48
193,2,0:55.0,A. Bradley misses 3-pt jump shot from 23 ft,,46,48
194,2,0:54.0,Offensive rebound by Team,,46,48
195,2,0:54.0,Turnover by Team (shot clock),,46,48
196,2,0:44.0,,K. Thompson misses 3-pt jump shot from 25 ft,46,48
197,2,0:42.0,,Offensive rebound by S. Curry,46,48
198,2,0:30.0,,D. Green makes 2-pt jump shot from 8 ft (assist by S. Curry),46,50
199,2,0:13.0,M. Smart misses 2-pt layup from 2 ft,,46,50
200,2,0:13.0,,Defensive rebound by K. Thompson,46,50
201,2,0:06.0,,Personal foul by I. Thomas (drawn by S. Curry),46,50
202,2,0:06.0,,Golden State full timeout,46,50
203,2,0:06.0,J. Jerebko enters the game for I. Thomas,,46,50
204,2,0:04.0,,D. Green misses 3-pt jump shot from 27 ft,46,50
205,2,0:02.0,Defensive rebound by J. Jerebko,,46,50
206,3,11:40.0,I. Thomas makes 2-pt jump shot from 9 ft (assist by A. Horford),,48,50
207,3,11:15.0,,S. Curry misses 3-pt jump shot from 23 ft,48,50
208,3,11:14.0,Defensive rebound by A. Bradley,,48,50
209,3,11:06.0,Turnover by A. Johnson (lost ball),,48,50
210,3,10:57.0,,K. Thompson misses 2-pt layup from 3 ft,48,50
211,3,10:56.0,Defensive rebound by A. Bradley,,48,50
212,3,10:46.0,A. Horford makes 3-pt jump shot from 26 ft (assist by A. Bradley),,51,50
213,3,10:45.0,,Golden State full timeout,51,50
214,3,10:30.0,,Z. Pachulia makes 2-pt dunk at rim,51,52
215,3,10:07.0,I. Thomas misses 2-pt jump shot from 8 ft (block by D. Green),,51,52
216,3,10:05.0,,Defensive rebound by S. Curry,51,52
217,3,9:56.0,,Z. Pachulia misses 2-pt jump shot from 18 ft,51,52
218,3,9:55.0,,Offensive rebound by S. Curry,51,52
219,3,9:55.0,,Personal foul by I. Thomas (drawn by S. Curry),51,52
220,3,9:50.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by S. Curry),51,54
221,3,9:38.0,I. Thomas misses 3-pt jump shot from 23 ft,,51,54
222,3,9:38.0,,Defensive rebound by Team,51,54
223,3,9:16.0,,K. Thompson makes 2-pt jump shot from 14 ft (assist by Z. Pachulia),51,56
224,3,8:53.0,A. Bradley misses 2-pt jump shot from 6 ft,,51,56
225,3,8:53.0,,Defensive rebound by D. Green,51,56
226,3,8:41.0,,P. McCaw misses 3-pt jump shot from 25 ft,51,56
227,3,8:41.0,Defensive rebound by A. Horford,,51,56
228,3,8:32.0,A. Johnson makes 2-pt dunk at rim (assist by J. Crowder),,53,56
229,3,8:09.0,Offensive charge foul by Z. Pachulia (drawn by I. Thomas),,53,56
230,3,8:09.0,,Turnover by Z. Pachulia (offensive foul),53,56
231,3,7:52.0,A. Johnson makes 2-pt jump shot from 11 ft,,55,56
232,3,7:37.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by D. Green),55,58
233,3,7:12.0,I. Thomas makes 3-pt jump shot from 23 ft (assist by J. Crowder),,58,58
234,3,6:58.0,,D. Green misses 2-pt jump shot from 9 ft,58,58
235,3,6:58.0,,Offensive rebound by K. Thompson,58,58
236,3,6:55.0,,K. Thompson makes 2-pt jump shot from 20 ft,58,60
237,3,6:47.0,Personal foul by S. Curry (drawn by I. Thomas),,58,60
238,3,6:30.0,A. Horford misses 2-pt jump shot from 13 ft,,58,60
239,3,6:29.0,,Defensive rebound by P. McCaw,58,60
240,3,6:21.0,,K. Thompson misses 3-pt jump shot from 26 ft,58,60
241,3,6:19.0,,Offensive rebound by P. McCaw,58,60
242,3,6:16.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by P. McCaw),58,63
243,3,6:03.0,I. Thomas misses 2-pt layup from 3 ft (block by K. Thompson),,58,63
244,3,6:03.0,Offensive rebound by Team,,58,63
245,3,6:03.0,K. Olynyk enters the game for A. Horford,,58,63
246,3,6:03.0,M. Smart enters the game for J. Crowder,,58,63
247,3,5:56.0,Turnover by K. Olynyk (lost ball; steal by D. Green),,58,63
248,3,5:45.0,,K. Thompson misses 2-pt jump shot from 18 ft,58,63
249,3,5:44.0,Defensive rebound by A. Johnson,,58,63
250,3,5:32.0,Shooting foul by D. Green (drawn by M. Smart),,58,63
251,3,5:32.0,M. Smart misses free throw 1 of 2,,58,63
252,3,5:32.0,Offensive rebound by Team,,58,63
253,3,5:32.0,,A. Iguodala enters the game for D. Green,58,63
254,3,5:32.0,M. Smart makes free throw 2 of 2,,59,63
255,3,5:20.0,,S. Curry misses 3-pt jump shot from 27 ft,59,63
256,3,5:20.0,Defensive rebound by A. Johnson,,59,63
257,3,5:08.0,Turnover by M. Smart (bad pass; steal by K. Thompson),,59,63
258,3,5:04.0,,Turnover by P. McCaw (bad pass; steal by I. Thomas),59,63
259,3,4:57.0,I. Thomas misses 3-pt jump shot from 27 ft,,59,63
260,3,4:53.0,Offensive rebound by A. Bradley,,59,63
261,3,4:52.0,A. Bradley makes 2-pt layup from 2 ft,,61,63
262,3,4:39.0,,S. Curry makes 2-pt layup from 2 ft,61,65
263,3,4:15.0,A. Johnson makes 2-pt dunk at rim (assist by K. Olynyk),,63,65
264,3,4:02.0,,S. Curry misses 2-pt jump shot from 8 ft,63,65
265,3,3:59.0,Defensive rebound by A. Johnson,,63,65
266,3,3:55.0,Turnover by I. Thomas (lost ball),,63,65
267,3,3:55.0,,M. Barnes enters the game for P. McCaw,63,65
268,3,3:45.0,,S. Curry makes 2-pt jump shot from 23 ft (assist by K. Thompson),63,67
269,3,3:35.0,Personal foul by M. Barnes (drawn by I. Thomas),,63,67
270,3,3:35.0,,J. McAdoo enters the game for Z. Pachulia,63,67
271,3,3:35.0,,S. Livingston enters the game for K. Thompson,63,67
272,3,3:35.0,J. Jerebko enters the game for A. Johnson,,63,67
273,3,3:35.0,J. Brown enters the game for A. Bradley,,63,67
274,3,3:28.0,K. Olynyk misses 2-pt jump shot from 17 ft,,63,67
275,3,3:28.0,Offensive rebound by J. Jerebko,,63,67
276,3,3:26.0,Personal foul by J. McAdoo (drawn by K. Olynyk),,63,67
277,3,3:17.0,M. Smart misses 2-pt jump shot from 5 ft (block by J. McAdoo),,63,67
278,3,3:15.0,,Defensive rebound by M. Barnes,63,67
279,3,3:10.0,,Shooting foul by M. Smart (drawn by S. Curry),63,67
280,3,3:10.0,,S. Curry makes free throw 1 of 2,63,68
281,3,3:10.0,,S. Curry makes free throw 2 of 2,63,69
282,3,2:56.0,K. Olynyk makes 2-pt layup from 3 ft (assist by I. Thomas),,65,69
283,3,2:41.0,,M. Barnes misses 3-pt jump shot from 27 ft,65,69
284,3,2:41.0,Defensive rebound by K. Olynyk,,65,69
285,3,2:35.0,Personal foul by M. Barnes (drawn by I. Thomas),,65,69
286,3,2:35.0,Boston full timeout,,65,69
287,3,2:35.0,I. Thomas makes free throw 1 of 2,,66,69
288,3,2:35.0,I. Thomas makes free throw 2 of 2,,67,69
289,3,2:19.0,,S. Curry misses 3-pt jump shot from 26 ft,67,69
290,3,2:18.0,,Offensive rebound by J. McAdoo,67,69
291,3,2:14.0,,Turnover by S. Livingston (traveling),67,69
292,3,2:14.0,A. Horford enters the game for J. Jerebko,,67,69
293,3,2:14.0,T. Rozier enters the game for I. Thomas,,67,69
294,3,1:49.0,T. Rozier misses 3-pt jump shot from 26 ft,,67,69
295,3,1:48.0,,Defensive rebound by M. Barnes,67,69
296,3,1:40.0,,S. Curry makes 2-pt layup from 2 ft (assist by A. Iguodala),67,71
297,3,1:27.0,Shooting foul by M. Barnes (drawn by J. Brown),,67,71
298,3,1:27.0,J. Brown misses free throw 1 of 2,,67,71
299,3,1:27.0,Offensive rebound by Team,,67,71
300,3,1:27.0,,D. Green enters the game for J. McAdoo,67,71
301,3,1:27.0,J. Brown makes free throw 2 of 2,,68,71
302,3,1:10.0,,M. Barnes misses 3-pt jump shot from 26 ft,68,71
303,3,1:10.0,Defensive rebound by M. Smart,,68,71
304,3,1:00.0,K. Olynyk makes 2-pt dunk at rim (assist by M. Smart),,70,71
305,3,0:41.0,,S. Livingston misses 2-pt jump shot from 13 ft,70,71
306,3,0:41.0,Defensive rebound by K. Olynyk,,70,71
307,3,0:28.0,Turnover by J. Brown (bad pass; steal by A. Iguodala),,70,71
308,3,0:22.0,,S. Curry misses 3-pt jump shot from 26 ft,70,71
309,3,0:21.0,Defensive rebound by J. Brown,,70,71
310,3,0:18.0,Personal foul by S. Curry (drawn by M. Smart),,70,71
311,3,0:18.0,M. Smart makes free throw 1 of 2,,71,71
312,3,0:18.0,,K. Thompson enters the game for M. Barnes,71,71
313,3,0:18.0,,I. Clark enters the game for S. Livingston,71,71
314,3,0:18.0,A. Bradley enters the game for K. Olynyk,,71,71
315,3,0:18.0,M. Smart makes free throw 2 of 2,,72,71
316,3,0:01.0,,S. Curry makes 3-pt jump shot from 26 ft,72,74
317,4,11:44.0,,Turnover by S. Livingston (bad pass; steal by A. Horford),72,74
318,4,11:37.0,T. Rozier misses 2-pt layup from 1 ft,,72,74
319,4,11:37.0,Offensive rebound by M. Smart,,72,74
320,4,11:35.0,M. Smart misses 2-pt layup from 2 ft,,72,74
321,4,11:32.0,,Defensive rebound by D. West,72,74
322,4,11:25.0,,K. Thompson misses 2-pt jump shot from 5 ft,72,74
323,4,11:25.0,Defensive rebound by J. Brown,,72,74
324,4,11:03.0,M. Smart makes 2-pt jump shot from 10 ft,,74,74
325,4,10:45.0,,K. Thompson misses 2-pt jump shot from 18 ft,74,74
326,4,10:44.0,Defensive rebound by A. Horford,,74,74
327,4,10:35.0,Shooting foul by D. Green (drawn by K. Olynyk),,74,74
328,4,10:35.0,K. Olynyk makes free throw 1 of 2,,75,74
329,4,10:35.0,J. Crowder enters the game for J. Brown,,75,74
330,4,10:35.0,K. Olynyk makes free throw 2 of 2,,76,74
331,4,10:19.0,,D. Green misses 3-pt jump shot from 26 ft,76,74
332,4,10:18.0,Defensive rebound by J. Crowder,,76,74
333,4,9:57.0,M. Smart misses 2-pt jump shot from 6 ft,,76,74
334,4,9:57.0,,Defensive rebound by D. West,76,74
335,4,9:42.0,,Turnover by A. Iguodala (bad pass; steal by A. Horford),76,74
336,4,9:29.0,K. Olynyk misses 3-pt jump shot from 26 ft,,76,74
337,4,9:29.0,,Defensive rebound by D. Green,76,74
338,4,9:21.0,,K. Thompson misses 3-pt jump shot from 27 ft,76,74
339,4,9:20.0,Defensive rebound by J. Crowder,,76,74
340,4,9:13.0,,Violation by D. Green (kicked ball),76,74
341,4,8:56.0,A. Horford misses 2-pt hook shot from 8 ft,,76,74
342,4,8:56.0,,Defensive rebound by D. Green,76,74
343,4,8:41.0,,D. Green misses 2-pt jump shot from 8 ft,76,74
344,4,8:41.0,,Offensive rebound by D. West,76,74
345,4,8:41.0,,Personal foul by A. Horford (drawn by D. West),76,74
346,4,8:41.0,Official timeout,,76,74
347,4,8:41.0,I. Thomas enters the game for M. Smart,,76,74
348,4,8:41.0,,I. Clark enters the game for S. Livingston,76,74
349,4,8:30.0,,D. Green makes 2-pt dunk at rim (assist by A. Iguodala),76,76
350,4,8:10.0,A. Horford makes 2-pt jump shot from 10 ft (assist by T. Rozier),,78,76
351,4,7:45.0,,Shooting foul by T. Rozier (drawn by K. Thompson),78,76
352,4,7:45.0,,K. Thompson misses free throw 1 of 2,78,76
353,4,7:45.0,,Offensive rebound by Team,78,76
354,4,7:45.0,J. Jerebko enters the game for A. Horford,,78,76
355,4,7:45.0,A. Bradley enters the game for T. Rozier,,78,76
356,4,7:45.0,,K. Thompson makes free throw 2 of 2,78,77
357,4,7:26.0,I. Thomas misses 3-pt jump shot from 26 ft,,78,77
358,4,7:22.0,,Defensive rebound by D. Green,78,77
359,4,7:19.0,,D. Green makes 2-pt dunk at rim (assist by D. West),78,79
360,4,6:58.0,K. Olynyk makes 2-pt dunk at rim,,80,79
361,4,6:45.0,,Turnover by D. West (bad pass),80,79
362,4,6:45.0,,S. Curry enters the game for K. Thompson,80,79
363,4,6:27.0,I. Thomas misses 2-pt jump shot from 8 ft,,80,79
364,4,6:27.0,,Defensive rebound by D. West,80,79
365,4,6:23.0,,Turnover by S. Curry (lost ball; steal by J. Jerebko),80,79
366,4,6:12.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by I. Thomas),,83,79
367,4,6:08.0,,Golden State full timeout,83,79
368,4,6:08.0,,J. McAdoo enters the game for D. Green,83,79
369,4,6:08.0,,P. McCaw enters the game for D. West,83,79
370,4,5:40.0,,A. Iguodala misses 2-pt jump shot from 15 ft,83,79
371,4,5:40.0,Defensive rebound by J. Crowder,,83,79
372,4,5:25.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,86,79
373,4,5:05.0,,Turnover by A. Iguodala (bad pass; steal by A. Bradley),86,79
374,4,5:01.0,A. Bradley makes 2-pt dunk at rim,,88,79
375,4,4:50.0,,Turnover by S. Curry (lost ball; steal by K. Olynyk),88,79
376,4,4:46.0,A. Bradley misses 2-pt layup from 2 ft (block by S. Curry),,88,79
377,4,4:46.0,Offensive rebound by Team,,88,79
378,4,4:42.0,I. Thomas makes 2-pt jump shot from 16 ft (assist by J. Crowder),,90,79
379,4,4:39.0,,Golden State full timeout,90,79
380,4,4:39.0,,K. Thompson enters the game for J. McAdoo,90,79
381,4,4:39.0,,D. Green enters the game for I. Clark,90,79
382,4,4:27.0,,S. Curry misses 3-pt jump shot from 27 ft,90,79
383,4,4:26.0,Defensive rebound by J. Jerebko,,90,79
384,4,4:00.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,93,79
