,QUARTER,TIME_REMAINING,MIAMI_ACTION,CHICAGO_ACTION,MIAMI_SCORE,CHICAGO_SCORE
33,1,8:40.0,,Shooting foul by L. Babbitt (drawn by J. Grant),10,9
34,1,8:40.0,,J. Grant makes free throw 1 of 1,10,10
35,1,8:28.0,G. Dragić makes 2-pt layup from 2 ft,,12,10
36,1,8:15.0,,P. Zipser makes 2-pt layup from 2 ft (assist by J. Grant),12,12
37,1,8:15.0,,Shooting foul by W. Reed (drawn by P. Zipser),12,12
38,1,8:15.0,,P. Zipser makes free throw 1 of 1,12,13
39,1,7:55.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by G. Dragić),,15,13
40,1,7:34.0,,T. Gibson makes 2-pt layup from 3 ft,15,15
41,1,7:17.0,W. Reed makes 2-pt layup from 2 ft (assist by G. Dragić),,17,15
42,1,7:08.0,,Turnover by D. McDermott (bad pass),17,15
43,1,6:53.0,Shooting foul by P. Zipser (drawn by W. Reed),,17,15
44,1,6:53.0,W. Reed makes free throw 1 of 2,,18,15
45,1,6:53.0,J. Johnson enters the game for L. Babbitt,,18,15
46,1,6:53.0,,J. Butler enters the game for P. Zipser,18,15
47,1,6:53.0,W. Reed makes free throw 2 of 2,,19,15
48,1,6:36.0,,Turnover by D. McDermott (bad pass),19,15
49,1,6:26.0,J. Johnson makes 2-pt layup from 1 ft (assist by G. Dragić),,21,15
50,1,6:25.0,,Chicago full timeout,21,15
51,1,6:25.0,,D. Wade enters the game for D. McDermott,21,15
52,1,6:25.0,W. Ellington enters the game for G. Dragić,,21,15
53,1,6:04.0,,J. Grant misses 3-pt jump shot from 26 ft,21,15
54,1,6:02.0,Defensive rebound by D. Waiters,,21,15
55,1,5:47.0,D. Waiters misses 2-pt jump shot from 18 ft,,21,15
56,1,5:46.0,,Defensive rebound by D. Wade,21,15
57,1,5:33.0,,J. Butler misses 2-pt jump shot from 19 ft,21,15
58,1,5:32.0,Defensive rebound by J. Johnson,,21,15
59,1,5:25.0,J. Johnson makes 2-pt jump shot from 7 ft,,23,15
60,1,5:06.0,,Turnover by D. Wade (bad pass; steal by D. Waiters),23,15
61,1,5:05.0,Shooting foul by J. Grant (drawn by R. McGruder),,23,15
62,1,5:05.0,R. McGruder makes free throw 1 of 2,,24,15
63,1,5:05.0,,R. Rondo enters the game for J. Grant,24,15
64,1,5:05.0,,N. Mirotić enters the game for T. Gibson,24,15
65,1,5:05.0,R. McGruder makes free throw 2 of 2,,25,15
66,1,4:48.0,,Turnover by R. Lopez (lost ball; steal by R. McGruder),25,15
67,1,4:25.0,W. Ellington misses 2-pt jump shot from 21 ft,,25,15
68,1,4:23.0,Offensive rebound by J. Johnson,,25,15
69,1,4:20.0,W. Reed makes 2-pt layup from 3 ft (assist by J. Johnson),,27,15
70,1,4:05.0,,R. Lopez makes 2-pt layup from 2 ft (assist by J. Butler),27,17
71,1,3:50.0,D. Waiters makes 2-pt layup from 2 ft,,29,17
72,1,3:29.0,,D. Wade misses 2-pt jump shot from 10 ft,29,17
73,1,3:27.0,Defensive rebound by J. Johnson,,29,17
74,1,3:21.0,J. Johnson misses 2-pt layup from 2 ft,,29,17
75,1,3:20.0,,Defensive rebound by Team,29,17
76,1,3:20.0,Miami full timeout,,29,17
77,1,3:20.0,U. Haslem enters the game for R. McGruder,,29,17
78,1,3:20.0,O. White enters the game for W. Reed,,29,17
79,1,3:08.0,,J. Butler misses 2-pt dunk at rim,29,17
80,1,3:07.0,Defensive rebound by J. Johnson,,29,17
81,1,2:57.0,J. Johnson misses 2-pt layup from 1 ft,,29,17
82,1,2:55.0,,Defensive rebound by N. Mirotić,29,17
83,1,2:46.0,,R. Lopez makes 2-pt layup from 2 ft (assist by R. Rondo),29,19
84,1,2:46.0,,Shooting foul by W. Ellington (drawn by R. Lopez),29,19
85,1,2:46.0,,R. Lopez makes free throw 1 of 1,29,20
86,1,2:22.0,J. Johnson misses 2-pt jump shot from 15 ft (block by N. Mirotić),,29,20
87,1,2:22.0,Offensive rebound by J. Johnson,,29,20
88,1,2:22.0,Turnover by Team (shot clock),,29,20
89,1,2:22.0,,C. Felício enters the game for R. Lopez,29,20
90,1,2:11.0,,D. Wade misses 2-pt layup from 2 ft,29,20
91,1,2:08.0,Defensive rebound by D. Waiters,,29,20
92,1,2:01.0,J. Johnson misses 2-pt layup from 2 ft (block by N. Mirotić),,29,20
93,1,1:58.0,,Defensive rebound by R. Rondo,29,20
94,1,1:49.0,,J. Butler misses 2-pt jump shot from 11 ft,29,20
95,1,1:47.0,,Offensive rebound by D. Wade,29,20
96,1,1:47.0,,D. Wade makes 2-pt layup from 2 ft,29,22
97,1,1:38.0,Offensive foul by U. Haslem (drawn by C. Felício),,29,22
98,1,1:38.0,Turnover by U. Haslem (offensive foul),,29,22
99,1,1:38.0,G. Dragić enters the game for D. Waiters,,29,22
100,1,1:20.0,,D. Wade misses 2-pt jump shot from 4 ft,29,22
101,1,1:19.0,Defensive rebound by O. White,,29,22
102,1,1:04.0,W. Ellington misses 3-pt jump shot from 25 ft,,29,22
103,1,1:03.0,,Defensive rebound by J. Butler,29,22
104,1,0:44.0,,Turnover by J. Butler (bad pass; steal by J. Johnson),29,22
105,1,0:39.0,G. Dragić makes 2-pt jump shot from 19 ft (assist by J. Johnson),,31,22
106,1,0:30.0,,J. Butler misses 2-pt jump shot from 18 ft,31,22
107,1,0:29.0,Defensive rebound by W. Ellington,,31,22
108,1,0:07.0,W. Ellington makes 2-pt jump shot from 22 ft (assist by J. Johnson),,33,22
109,1,0:01.0,,R. Rondo makes 2-pt jump shot from 20 ft,33,24
110,2,12:00.0,Violation by Team (jump ball),,33,24
111,2,11:57.0,Personal foul by R. Rondo (drawn by G. Dragić),,33,24
112,2,11:39.0,W. Ellington misses 2-pt jump shot from 19 ft,,33,24
113,2,11:38.0,,Defensive rebound by N. Mirotić,33,24
114,2,11:24.0,,N. Mirotić misses 3-pt jump shot from 23 ft,33,24
115,2,11:23.0,,Offensive rebound by R. Rondo,33,24
116,2,11:20.0,,J. Butler misses 3-pt jump shot from 26 ft,33,24
117,2,11:19.0,Defensive rebound by W. Ellington,,33,24
118,2,11:04.0,O. White misses 2-pt layup from 3 ft (block by C. Felício),,33,24
119,2,11:03.0,,Defensive rebound by N. Mirotić,33,24
120,2,10:57.0,,J. Butler makes 2-pt layup from 2 ft (assist by R. Rondo),33,26
121,2,10:39.0,G. Dragić makes 2-pt jump shot from 11 ft,,35,26
122,2,10:30.0,,D. Wade makes 2-pt layup from 2 ft,35,28
123,2,10:03.0,G. Dragić misses 3-pt jump shot from 25 ft,,35,28
124,2,10:02.0,,Defensive rebound by N. Mirotić,35,28
125,2,9:52.0,,N. Mirotić misses 3-pt jump shot from 25 ft,35,28
126,2,9:51.0,Defensive rebound by G. Dragić,,35,28
127,2,9:47.0,G. Dragić misses 2-pt layup from 2 ft (block by J. Butler),,35,28
128,2,9:45.0,,Defensive rebound by R. Rondo,35,28
129,2,9:30.0,,C. Felício makes 2-pt dunk at rim (assist by D. Wade),35,30
130,2,9:11.0,W. Ellington makes 2-pt layup from 2 ft,,37,30
131,2,8:56.0,,R. Rondo misses 2-pt jump shot from 16 ft,37,30
132,2,8:56.0,,Offensive rebound by Team,37,30
133,2,8:56.0,,Chicago full timeout,37,30
134,2,8:56.0,W. Reed enters the game for U. Haslem,,37,30
135,2,8:56.0,,P. Zipser enters the game for N. Mirotić,37,30
136,2,8:52.0,,Turnover by C. Felício (traveling),37,30
137,2,8:41.0,Turnover by J. Johnson (bad pass),,37,30
138,2,8:28.0,,D. Wade misses 2-pt jump shot from 12 ft,37,30
139,2,8:26.0,Defensive rebound by O. White,,37,30
140,2,8:13.0,W. Ellington misses 3-pt jump shot from 23 ft,,37,30
141,2,8:13.0,Offensive rebound by Team,,37,30
142,2,8:13.0,,Loose ball foul by J. Butler (drawn by O. White),37,30
143,2,8:13.0,,D. McDermott enters the game for D. Wade,37,30
144,2,8:05.0,W. Ellington misses 3-pt jump shot from 27 ft,,37,30
145,2,8:04.0,,Defensive rebound by C. Felício,37,30
146,2,7:44.0,,P. Zipser makes 2-pt jump shot from 17 ft (assist by J. Butler),37,32
147,2,7:28.0,G. Dragić misses 2-pt jump shot from 17 ft,,37,32
148,2,7:27.0,,Defensive rebound by R. Rondo,37,32
149,2,7:16.0,,P. Zipser misses 3-pt jump shot from 25 ft,37,32
150,2,7:16.0,Defensive rebound by Team,,37,32
151,2,7:16.0,,Loose ball foul by J. Butler (drawn by W. Reed),37,32
152,2,7:16.0,,T. Gibson enters the game for J. Butler,37,32
153,2,7:16.0,D. Waiters enters the game for G. Dragić,,37,32
154,2,7:16.0,R. McGruder enters the game for W. Ellington,,37,32
155,2,7:09.0,Miami full timeout,,37,32
156,2,6:58.0,J. Johnson misses 3-pt jump shot from 24 ft,,37,32
157,2,6:57.0,,Defensive rebound by P. Zipser,37,32
158,2,6:45.0,,Shooting foul by O. White (drawn by D. McDermott),37,32
159,2,6:45.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by R. Rondo),37,35
160,2,6:45.0,,D. McDermott makes free throw 1 of 1,37,36
161,2,6:31.0,D. Waiters makes 3-pt jump shot from 24 ft (assist by J. Johnson),,40,36
162,2,6:11.0,,T. Gibson makes 2-pt layup from 2 ft,40,38
163,2,5:55.0,J. Johnson misses 2-pt layup from 3 ft (block by T. Gibson),,40,38
164,2,5:55.0,,Defensive rebound by Team,40,38
165,2,5:55.0,L. Babbitt enters the game for O. White,,40,38
166,2,5:42.0,,C. Felício makes 2-pt layup from 2 ft (assist by D. McDermott),40,40
167,2,5:23.0,Turnover by D. Waiters (lost ball; steal by T. Gibson),,40,40
168,2,5:01.0,,Turnover by T. Gibson (lost ball; steal by L. Babbitt),40,40
169,2,4:55.0,D. Waiters makes 2-pt layup from 2 ft,,42,40
170,2,4:42.0,,P. Zipser misses 3-pt jump shot from 25 ft,42,40
171,2,4:42.0,Defensive rebound by J. Johnson,,42,40
172,2,4:28.0,W. Reed misses 2-pt layup from 2 ft,,42,40
173,2,4:27.0,,Defensive rebound by P. Zipser,42,40
174,2,4:16.0,,Turnover by R. Rondo (bad pass; steal by R. McGruder),42,40
175,2,4:08.0,D. Waiters misses 2-pt layup from 1 ft (block by C. Felício),,42,40
176,2,4:07.0,,Defensive rebound by D. McDermott,42,40
177,2,4:05.0,,P. Zipser makes 2-pt jump shot from 13 ft (assist by R. Rondo),42,42
178,2,3:51.0,J. Johnson misses 3-pt jump shot from 25 ft,,42,42
179,2,3:50.0,,Defensive rebound by C. Felício,42,42
180,2,3:42.0,,P. Zipser makes 3-pt jump shot from 24 ft (assist by T. Gibson),42,45
181,2,3:30.0,Miami full timeout,,42,45
182,2,3:30.0,G. Dragić enters the game for J. Johnson,,42,45
183,2,3:30.0,,D. Wade enters the game for R. Rondo,42,45
184,2,3:30.0,,J. Butler enters the game for D. McDermott,42,45
185,2,3:30.0,O. White enters the game for L. Babbitt,,42,45
186,2,3:11.0,W. Reed makes 2-pt jump shot from 9 ft (assist by G. Dragić),,44,45
187,2,2:48.0,,D. Wade makes 2-pt jump shot from 5 ft,44,47
188,2,2:31.0,D. Waiters makes 3-pt jump shot from 27 ft (assist by G. Dragić),,47,47
189,2,2:18.0,,Turnover by D. Wade (bad pass),47,47
190,2,2:18.0,,Chicago full timeout,47,47
191,2,2:18.0,,R. Lopez enters the game for C. Felício,47,47
192,2,1:59.0,D. Waiters misses 3-pt jump shot from 25 ft,,47,47
193,2,1:57.0,,Defensive rebound by R. Lopez,47,47
194,2,1:48.0,,J. Butler misses 2-pt jump shot from 10 ft,47,47
195,2,1:46.0,,Offensive rebound by J. Butler,47,47
196,2,1:43.0,,Shooting foul by O. White (drawn by T. Gibson),47,47
197,2,1:43.0,,T. Gibson makes free throw 1 of 2,47,48
198,2,1:43.0,,T. Gibson makes free throw 2 of 2,47,49
199,2,1:20.0,G. Dragić makes 2-pt jump shot from 15 ft,,49,49
200,2,1:01.0,,T. Gibson makes 2-pt layup from 2 ft,49,51
201,2,0:50.0,W. Reed makes 2-pt dunk at rim (assist by G. Dragić),,51,51
202,2,0:33.0,,P. Zipser misses 2-pt jump shot from 4 ft,51,51
203,2,0:32.0,Defensive rebound by W. Reed,,51,51
204,2,0:15.0,G. Dragić makes 2-pt jump shot from 12 ft,,53,51
205,2,0:01.0,,D. Wade makes 2-pt jump shot from 16 ft,53,53
206,2,0:01.0,Personal foul by D. Wade (drawn by G. Dragić),,53,53
207,2,0:00.0,D. Waiters misses 3-pt jump shot from 50 ft,,53,53
208,2,0:00.0,Offensive rebound by Team,,53,53
209,3,11:35.0,R. McGruder misses 2-pt jump shot from 14 ft,,53,53
210,3,11:35.0,,Defensive rebound by Team,53,53
211,3,11:35.0,Loose ball foul by W. Reed (drawn by R. Lopez),,53,53
212,3,11:18.0,,D. Wade misses 2-pt jump shot from 19 ft,53,53
213,3,11:16.0,Defensive rebound by D. Waiters,,53,53
214,3,11:06.0,D. Waiters misses 2-pt layup from 2 ft,,53,53
215,3,11:05.0,,Defensive rebound by D. Wade,53,53
216,3,10:51.0,,J. Grant makes 2-pt jump shot from 17 ft,53,55
217,3,10:28.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by G. Dragić),,56,55
218,3,10:13.0,,J. Butler misses 2-pt layup from 2 ft,56,55
219,3,10:11.0,,Offensive rebound by R. Lopez,56,55
220,3,10:10.0,,Shooting foul by L. Babbitt (drawn by T. Gibson),56,55
221,3,10:10.0,,T. Gibson makes free throw 1 of 2,56,56
222,3,10:10.0,,T. Gibson makes free throw 2 of 2,56,57
223,3,9:58.0,W. Reed makes 2-pt jump shot from 13 ft (assist by D. Waiters),,58,57
224,3,9:37.0,,D. Wade misses 2-pt jump shot from 20 ft,58,57
225,3,9:36.0,Defensive rebound by G. Dragić,,58,57
226,3,9:29.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by G. Dragić),,61,57
227,3,9:08.0,,Turnover by T. Gibson (offensive foul),61,57
228,3,9:08.0,,Offensive foul by T. Gibson (drawn by W. Reed),61,57
229,3,8:43.0,G. Dragić misses 3-pt jump shot from 26 ft,,61,57
230,3,8:41.0,,Defensive rebound by J. Butler,61,57
231,3,8:31.0,,Shooting foul by W. Reed (drawn by T. Gibson),61,57
232,3,8:31.0,,T. Gibson makes free throw 1 of 2,61,58
233,3,8:31.0,,T. Gibson makes free throw 2 of 2,61,59
234,3,8:19.0,Turnover by G. Dragić (bad pass; steal by D. Wade),,61,59
235,3,8:08.0,,Turnover by J. Grant (step out of bounds),61,59
236,3,7:54.0,D. Waiters misses 2-pt jump shot from 11 ft,,61,59
237,3,7:53.0,Offensive rebound by W. Reed,,61,59
238,3,7:53.0,W. Reed makes 2-pt layup from 2 ft,,63,59
239,3,7:31.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by J. Grant),63,61
240,3,7:18.0,G. Dragić makes 2-pt jump shot from 15 ft,,65,61
241,3,7:03.0,,D. Wade misses 2-pt jump shot from 11 ft,65,61
242,3,7:02.0,Defensive rebound by D. Waiters,,65,61
243,3,6:58.0,Shooting foul by D. Wade (drawn by D. Waiters),,65,61
244,3,6:58.0,D. Waiters makes free throw 1 of 2,,66,61
245,3,6:58.0,D. Waiters makes free throw 2 of 2,,67,61
246,3,6:36.0,,R. Lopez misses 2-pt hook shot from 7 ft,67,61
247,3,6:36.0,,Offensive rebound by Team,67,61
248,3,6:32.0,,Shooting foul by G. Dragić (drawn by J. Grant),67,61
249,3,6:32.0,,J. Grant misses free throw 1 of 2,67,61
250,3,6:32.0,,Offensive rebound by Team,67,61
251,3,6:32.0,,P. Zipser enters the game for D. Wade,67,61
252,3,6:32.0,,J. Grant makes free throw 2 of 2,67,62
253,3,6:25.0,G. Dragić misses 2-pt jump shot from 18 ft,,67,62
254,3,6:24.0,,Defensive rebound by T. Gibson,67,62
255,3,6:13.0,,J. Butler misses 2-pt jump shot from 13 ft,67,62
256,3,6:12.0,Defensive rebound by G. Dragić,,67,62
257,3,6:08.0,G. Dragić makes 2-pt layup from 2 ft,,69,62
258,3,6:08.0,,Chicago full timeout,69,62
259,3,6:08.0,,D. McDermott enters the game for R. Lopez,69,62
260,3,6:08.0,,R. Rondo enters the game for J. Grant,69,62
261,3,5:47.0,,J. Butler misses 3-pt jump shot from 25 ft,69,62
262,3,5:46.0,,Offensive rebound by T. Gibson,69,62
263,3,5:32.0,,T. Gibson misses 2-pt jump shot from 6 ft,69,62
264,3,5:31.0,Defensive rebound by Team,,69,62
265,3,5:18.0,D. Waiters misses 2-pt layup from 1 ft,,69,62
266,3,5:17.0,,Defensive rebound by P. Zipser,69,62
267,3,4:59.0,,Turnover by J. Butler (bad pass; steal by G. Dragić),69,62
268,3,4:54.0,G. Dragić makes 2-pt layup from 2 ft,,71,62
269,3,4:39.0,,D. McDermott misses 2-pt jump shot from 6 ft,71,62
270,3,4:37.0,Defensive rebound by R. McGruder,,71,62
271,3,4:29.0,D. Waiters misses 2-pt layup from 2 ft (block by T. Gibson),,71,62
272,3,4:27.0,,Defensive rebound by Team,71,62
273,3,4:20.0,,C. Felício enters the game for T. Gibson,71,62
274,3,4:13.0,W. Ellington enters the game for W. Reed,,71,62
275,3,4:13.0,U. Haslem enters the game for G. Dragić,,71,62
276,3,3:47.0,,J. Butler misses 2-pt jump shot from 11 ft,71,62
277,3,3:46.0,Defensive rebound by R. McGruder,,71,62
278,3,3:27.0,D. Waiters misses 2-pt jump shot from 17 ft,,71,62
279,3,3:25.0,,Defensive rebound by Team,71,62
280,3,3:23.0,Loose ball foul by U. Haslem (drawn by C. Felício),,71,62
281,3,3:23.0,,C. Felício misses free throw 1 of 2,71,62
282,3,3:23.0,,Offensive rebound by Team,71,62
283,3,3:23.0,,C. Felício misses free throw 2 of 2,71,62
284,3,3:23.0,Defensive rebound by U. Haslem,,71,62
285,3,3:23.0,Turnover by Team (turnover),,71,62
286,3,3:23.0,,P. Zipser misses 3-pt jump shot from 24 ft,71,62
287,3,3:23.0,J. Johnson enters the game for L. Babbitt,,71,62
288,3,3:22.0,Defensive rebound by U. Haslem,,71,62
289,3,3:13.0,W. Ellington makes 2-pt jump shot from 21 ft (assist by J. Johnson),,73,62
290,3,3:08.0,,J. Butler misses 2-pt jump shot from 19 ft,73,62
291,3,3:07.0,Defensive rebound by W. Ellington,,73,62
292,3,3:04.0,R. McGruder makes 2-pt layup from 2 ft (assist by J. Johnson),,75,62
293,3,3:04.0,,Chicago full timeout,75,62
294,3,3:04.0,,N. Mirotić enters the game for J. Butler,75,62
295,3,2:54.0,,C. Felício misses 2-pt layup from 2 ft,75,62
296,3,2:53.0,Defensive rebound by W. Ellington,,75,62
297,3,2:49.0,D. Waiters misses 2-pt layup from 3 ft,,75,62
298,3,2:48.0,,Defensive rebound by N. Mirotić,75,62
299,3,2:43.0,,P. Zipser misses 2-pt layup from 2 ft (block by J. Johnson),75,62
300,3,2:43.0,,Offensive rebound by Team,75,62
301,3,2:43.0,Miami full timeout,,75,62
302,3,2:37.0,,D. McDermott misses 3-pt jump shot from 25 ft,75,62
303,3,2:36.0,Defensive rebound by D. Waiters,,75,62
304,3,2:17.0,W. Ellington makes 2-pt jump shot from 21 ft (assist by J. Johnson),,77,62
305,3,2:05.0,,C. Felício makes 2-pt layup from 2 ft (assist by R. Rondo),77,64
306,3,1:40.0,J. Johnson misses 2-pt jump shot from 16 ft,,77,64
307,3,1:39.0,,Defensive rebound by D. McDermott,77,64
308,3,1:30.0,,R. Rondo makes 2-pt layup from 2 ft,77,66
309,3,1:12.0,W. Ellington misses 3-pt jump shot from 23 ft,,77,66
310,3,1:11.0,,Defensive rebound by D. McDermott,77,66
311,3,1:01.0,,Shooting foul by U. Haslem (drawn by N. Mirotić),77,66
312,3,1:01.0,,N. Mirotić makes free throw 1 of 2,77,67
313,3,1:01.0,,N. Mirotić misses free throw 2 of 2,77,67
314,3,1:01.0,,D. Wade enters the game for D. McDermott,77,67
315,3,1:01.0,G. Dragić enters the game for D. Waiters,,77,67
316,3,1:00.0,Defensive rebound by U. Haslem,,77,67
317,3,0:49.0,J. Johnson misses 2-pt jump shot from 6 ft,,77,67
318,3,0:48.0,Offensive rebound by J. Johnson,,77,67
319,3,0:47.0,J. Johnson misses 2-pt layup from 6 ft,,77,67
320,3,0:46.0,,Defensive rebound by D. Wade,77,67
321,3,0:40.0,,Turnover by D. Wade (lost ball; steal by R. McGruder),77,67
322,3,0:32.0,J. Johnson misses 2-pt layup from 2 ft,,77,67
323,3,0:30.0,,Defensive rebound by P. Zipser,77,67
324,3,0:24.0,,D. Wade misses 2-pt layup from 1 ft (block by W. Ellington),77,67
325,3,0:24.0,Defensive rebound by R. McGruder,,77,67
326,3,0:18.0,W. Ellington misses 2-pt jump shot from 18 ft,,77,67
327,3,0:16.0,Offensive rebound by G. Dragić,,77,67
328,3,0:00.0,G. Dragić misses 2-pt jump shot from 17 ft,,77,67
329,3,0:00.0,Offensive rebound by Team,,77,67
330,4,11:48.0,,R. Rondo makes 2-pt jump shot from 17 ft (assist by D. Wade),77,69
331,4,11:21.0,Turnover by G. Dragić (bad pass; steal by P. Zipser),,77,69
332,4,11:10.0,,P. Zipser misses 2-pt jump shot from 18 ft,77,69
333,4,11:09.0,Defensive rebound by J. Johnson,,77,69
334,4,10:57.0,G. Dragić misses 3-pt jump shot from 25 ft,,77,69
335,4,10:53.0,Offensive rebound by J. Johnson,,77,69
336,4,10:38.0,Turnover by G. Dragić (bad pass; steal by R. Rondo),,77,69
337,4,10:33.0,,P. Zipser makes 2-pt layup from 2 ft (assist by R. Rondo),77,71
338,4,10:12.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by G. Dragić),,80,71
339,4,9:52.0,,D. Wade makes 2-pt jump shot from 14 ft,80,73
340,4,9:34.0,W. Ellington misses 3-pt jump shot from 26 ft,,80,73
341,4,9:32.0,,Defensive rebound by D. Wade,80,73
342,4,9:18.0,,Shooting foul by O. White (drawn by D. Wade),80,73
343,4,9:18.0,,D. Wade misses free throw 1 of 2,80,73
344,4,9:18.0,,Offensive rebound by Team,80,73
345,4,9:18.0,,J. Butler enters the game for P. Zipser,80,73
346,4,9:18.0,,D. Wade makes free throw 2 of 2,80,74
347,4,9:07.0,J. Johnson misses 2-pt layup from 1 ft,,80,74
348,4,9:06.0,Offensive rebound by W. Reed,,80,74
349,4,9:06.0,W. Reed makes 2-pt dunk at rim,,82,74
350,4,8:48.0,,D. Wade misses 2-pt jump shot from 5 ft,82,74
351,4,8:47.0,Defensive rebound by O. White,,82,74
352,4,8:42.0,Turnover by J. Johnson (lost ball; steal by R. Rondo),,82,74
353,4,8:36.0,,Turnover by J. Butler (bad pass; steal by G. Dragić),82,74
354,4,8:30.0,O. White makes 3-pt jump shot from 23 ft (assist by W. Ellington),,85,74
355,4,8:30.0,,Chicago full timeout,85,74
356,4,8:30.0,,D. McDermott enters the game for D. Wade,85,74
357,4,8:30.0,,P. Zipser enters the game for N. Mirotić,85,74
358,4,8:12.0,,J. Butler misses 2-pt layup from 2 ft,85,74
359,4,8:10.0,,Offensive rebound by C. Felício,85,74
360,4,8:10.0,,C. Felício misses 2-pt layup from 2 ft,85,74
361,4,8:09.0,Defensive rebound by O. White,,85,74
362,4,7:57.0,W. Reed makes 2-pt dunk at rim (assist by J. Johnson),,87,74
363,4,7:38.0,,R. Rondo makes 2-pt jump shot from 6 ft,87,76
364,4,7:17.0,G. Dragić makes 3-pt jump shot from 25 ft,,90,76
365,4,6:56.0,,R. Rondo misses 2-pt jump shot from 11 ft,90,76
366,4,6:53.0,,Offensive rebound by C. Felício,90,76
367,4,6:48.0,,R. Rondo makes 3-pt jump shot from 23 ft (assist by D. McDermott),90,79
368,4,6:23.0,W. Reed makes 2-pt layup from 2 ft (assist by G. Dragić),,92,79
369,4,6:05.0,,Turnover by R. Rondo (bad pass; steal by W. Ellington),92,79
370,4,5:42.0,G. Dragić makes 2-pt jump shot from 21 ft (assist by W. Reed),,94,79
371,4,5:23.0,,Turnover by P. Zipser (lost ball; steal by O. White),94,79
372,4,5:21.0,J. Johnson makes 2-pt dunk at rim (assist by W. Ellington),,96,79
373,4,5:21.0,Shooting foul by D. McDermott (drawn by J. Johnson),,96,79
374,4,5:21.0,Miami full timeout,,96,79
375,4,5:21.0,J. Johnson misses free throw 1 of 1,,96,79
376,4,5:21.0,,T. Gibson enters the game for P. Zipser,96,79
377,4,5:21.0,,D. Wade enters the game for C. Felício,96,79
378,4,5:21.0,D. Waiters enters the game for G. Dragić,,96,79
379,4,5:19.0,,Defensive rebound by T. Gibson,96,79
380,4,4:58.0,,T. Gibson misses 2-pt jump shot from 4 ft,96,79
381,4,4:57.0,Defensive rebound by W. Reed,,96,79
382,4,4:40.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by J. Johnson),,99,79
383,4,4:24.0,,R. Rondo makes 2-pt jump shot from 21 ft (assist by T. Gibson),99,81
384,4,4:10.0,Turnover by J. Johnson (bad pass; steal by R. Rondo),,99,81
385,4,4:05.0,,D. Wade makes 2-pt layup from 1 ft (assist by R. Rondo),99,83
386,4,3:43.0,W. Reed misses 2-pt hook shot from 6 ft,,99,83
