,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SAN ANTONIO_ACTION,NEW YORK_SCORE,SAN ANTONIO_SCORE
376,4,7:54.0,,P. Gasol misses 2-pt layup from 1 ft,80,85
377,4,7:53.0,,Offensive rebound by L. Aldridge,80,85
378,4,7:49.0,,L. Aldridge misses 2-pt layup from 2 ft,80,85
379,4,7:48.0,,Offensive rebound by Team,80,85
380,4,7:37.0,,P. Mills misses 3-pt jump shot from 24 ft,80,85
381,4,7:35.0,,Offensive rebound by P. Gasol,80,85
382,4,7:35.0,,P. Gasol misses 2-pt layup at rim,80,85
383,4,7:32.0,,Offensive rebound by P. Gasol,80,85
384,4,7:32.0,,P. Gasol makes 2-pt layup from 1 ft,80,87
385,4,7:12.0,J. Holiday makes 2-pt jump shot from 13 ft (assist by K. Porziņģis),,82,87
386,4,6:59.0,,P. Mills makes 3-pt jump shot from 24 ft,82,90
387,4,6:48.0,Personal foul by P. Gasol (drawn by W. Hernangómez),,82,90
388,4,6:48.0,D. Rose enters the game for R. Baker,,82,90
389,4,6:40.0,C. Lee makes 2-pt jump shot from 10 ft (assist by D. Rose),,84,90
390,4,6:29.0,,P. Mills makes 3-pt jump shot from 25 ft,84,93
391,4,6:05.0,W. Hernangómez misses 2-pt hook shot from 5 ft,,84,93
392,4,6:04.0,,Defensive rebound by P. Gasol,84,93
393,4,5:55.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Mills),84,96
394,4,5:54.0,New York full timeout,,84,96
395,4,5:43.0,D. Rose makes 2-pt jump shot from 21 ft,,86,96
396,4,5:33.0,,P. Mills misses 2-pt jump shot from 18 ft,86,96
397,4,5:32.0,Defensive rebound by D. Rose,,86,96
398,4,5:27.0,D. Rose makes 2-pt dunk at rim,,88,96
399,4,5:07.0,Violation by K. Porziņģis (def goaltending),,88,96
400,4,5:07.0,,P. Mills makes 2-pt layup from 1 ft (assist by L. Aldridge),88,98
401,4,4:45.0,K. Porziņģis misses 2-pt jump shot from 20 ft,,88,98
402,4,4:43.0,,Defensive rebound by K. Leonard,88,98
403,4,4:27.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by K. Leonard),88,101
404,4,4:05.0,K. Porziņģis makes 2-pt layup from 3 ft (assist by W. Hernangómez),,90,101
405,4,3:49.0,,P. Mills misses 3-pt jump shot from 23 ft,90,101
406,4,3:48.0,Defensive rebound by C. Lee,,90,101
407,4,3:42.0,J. Holiday misses 3-pt jump shot from 24 ft,,90,101
408,4,3:40.0,,Defensive rebound by J. Simmons,90,101
409,4,3:20.0,,K. Leonard makes 2-pt jump shot from 18 ft (assist by L. Aldridge),90,103
410,4,3:07.0,D. Rose misses 2-pt jump shot from 18 ft,,90,103
411,4,3:06.0,,Defensive rebound by P. Gasol,90,103
412,4,2:44.0,,J. Simmons misses 3-pt jump shot from 25 ft,90,103
413,4,2:42.0,,Offensive rebound by P. Gasol,90,103
414,4,2:30.0,,L. Aldridge misses 2-pt jump shot from 20 ft,90,103
415,4,2:27.0,Defensive rebound by J. Holiday,,90,103
416,4,2:27.0,New York full timeout,,90,103
417,4,2:27.0,,San Antonio full timeout,90,103
418,4,2:27.0,M. Kuzminskas enters the game for J. Holiday,,90,103
419,4,2:18.0,K. Porziņģis makes 2-pt jump shot from 18 ft (assist by D. Rose),,92,103
420,4,2:02.0,,Personal foul by W. Hernangómez (drawn by L. Aldridge),92,103
421,4,1:48.0,,P. Gasol misses 2-pt hook shot from 8 ft,92,103
422,4,1:48.0,,Offensive rebound by Team,92,103
423,4,1:48.0,Loose ball foul by W. Hernangómez (drawn by L. Aldridge),,92,103
424,4,1:37.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by P. Gasol),92,106
425,4,1:24.0,W. Hernangómez makes 2-pt layup from 2 ft (assist by C. Lee),,94,106
426,4,1:24.0,,San Antonio full timeout,94,106
427,4,1:24.0,,K. Anderson enters the game for K. Leonard,94,106
428,4,1:24.0,,B. Forbes enters the game for L. Aldridge,94,106
429,4,1:24.0,,J. Anthony enters the game for P. Gasol,94,106
430,4,1:24.0,,D. Bertāns enters the game for P. Mills,94,106
431,4,1:10.0,,Turnover by J. Simmons (traveling),94,106
432,4,0:58.0,K. Porziņģis makes 2-pt jump shot from 13 ft,,96,106
433,4,0:41.0,,J. Simmons misses 3-pt jump shot from 24 ft,96,106
434,4,0:40.0,Defensive rebound by K. Porziņģis,,96,106
435,4,0:30.0,M. Kuzminskas misses 2-pt jump shot from 3 ft (block by J. Anthony),,96,106
436,4,0:29.0,,Defensive rebound by B. Forbes,96,106
437,4,0:07.0,,Turnover by J. Simmons (lost ball; steal by K. Porziņģis),96,106
438,4,0:03.0,M. Kuzminskas makes 2-pt jump shot from 3 ft (assist by K. Porziņģis),,98,106
