,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA CLIPPERS_ACTION,PHILADELPHIA_SCORE,LA CLIPPERS_SCORE
374,4,3:49.0,,Offensive rebound by Team,92,97
375,4,3:47.0,Loose ball foul by D. Šarić (drawn by B. Griffin),,92,97
376,4,3:39.0,,Personal foul by R. Holmes (drawn by J. Crawford),92,97
377,4,3:39.0,,J. Crawford makes free throw 1 of 2,92,98
378,4,3:39.0,,J. Crawford makes free throw 2 of 2,92,99
379,4,3:23.0,R. Covington misses 2-pt jump shot from 11 ft,,92,99
380,4,3:20.0,,Defensive rebound by B. Griffin,92,99
381,4,3:17.0,,Personal take foul by T. McConnell,92,99
382,4,3:17.0,,D. Jordan makes free throw 1 of 2,92,100
383,4,3:17.0,,D. Jordan misses free throw 2 of 2,92,100
384,4,3:16.0,Defensive rebound by T. McConnell,,92,100
385,4,3:04.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by T. McConnell),,94,100
386,4,2:50.0,,C. Paul makes 3-pt jump shot from 25 ft,94,103
387,4,2:37.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft,,96,103
388,4,2:30.0,,Personal take foul by T. McConnell,96,103
389,4,2:30.0,,D. Jordan makes free throw 1 of 2,96,104
390,4,2:30.0,,D. Jordan makes free throw 2 of 2,96,105
391,4,2:18.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,96,105
392,4,2:18.0,,Defensive rebound by B. Griffin,96,105
393,4,2:01.0,,B. Griffin misses 3-pt jump shot from 24 ft,96,105
394,4,2:01.0,,Offensive rebound by D. Jordan,96,105
395,4,2:01.0,,Personal foul by R. Covington (drawn by D. Jordan),96,105
396,4,2:01.0,,D. Jordan makes free throw 1 of 2,96,106
397,4,2:01.0,,D. Jordan misses free throw 2 of 2,96,106
398,4,2:00.0,Defensive rebound by R. Holmes,,96,106
399,4,1:46.0,T. McConnell misses 3-pt jump shot from 23 ft,,96,106
400,4,1:46.0,Offensive rebound by D. Šarić,,96,106
401,4,1:46.0,D. Šarić makes 2-pt layup from 1 ft,,98,106
402,4,1:20.0,,J. Redick misses 3-pt jump shot from 26 ft,98,106
403,4,1:20.0,,Offensive rebound by D. Jordan,98,106
404,4,0:57.0,,Personal foul by R. Covington (drawn by J. Crawford),98,106
405,4,0:57.0,,J. Crawford makes free throw 1 of 2,98,107
406,4,0:57.0,N. Stauskas enters the game for R. Covington,,98,106
407,4,0:57.0,S. Rodríguez enters the game for T. McConnell,,98,108
408,4,0:57.0,,J. Crawford makes free throw 2 of 2,98,108
409,4,0:57.0,Philadelphia full timeout,,98,108
410,4,0:53.0,Shooting foul by D. Jordan (drawn by N. Stauskas),,98,108
411,4,0:53.0,N. Stauskas misses free throw 1 of 2,,98,108
412,4,0:53.0,Offensive rebound by Team,,98,108
413,4,0:53.0,N. Stauskas misses free throw 2 of 2,,98,108
414,4,0:53.0,T. McConnell enters the game for S. Rodríguez,,98,108
415,4,0:52.0,,Defensive rebound by D. Jordan,98,108
416,4,0:47.0,,Personal take foul by R. Holmes (drawn by C. Paul),98,108
417,4,0:47.0,,C. Paul makes free throw 1 of 2,98,109
418,4,0:47.0,,C. Paul makes free throw 2 of 2,98,110
419,4,0:47.0,Philadelphia full timeout,,98,110
420,4,0:47.0,S. Rodríguez enters the game for T. McConnell,,98,110
421,4,0:36.0,R. Holmes makes 2-pt dunk at rim (assist by D. Šarić),,100,110
422,4,0:36.0,,Personal take foul by N. Stauskas (drawn by C. Paul),100,110
423,4,0:36.0,,C. Paul makes free throw 1 of 2,100,111
424,4,0:36.0,,C. Paul makes free throw 2 of 2,100,112
425,4,0:21.0,D. Šarić misses 2-pt hook shot from 5 ft,,100,112
426,4,0:21.0,Offensive rebound by Team,,100,112
427,4,0:20.0,Turnover by S. Rodríguez (bad pass; steal by J. Redick),,100,112
