,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA CLIPPERS_ACTION,BROOKLYN_SCORE,LA CLIPPERS_SCORE
373,4,6:25.0,,Personal foul by C. McCullough (drawn by A. Rivers),79,115
374,4,6:11.0,,R. Felton misses 3-pt jump shot from 25 ft,79,115
375,4,6:09.0,Defensive rebound by A. Bennett,,79,115
376,4,6:06.0,Shooting foul by A. Rivers (drawn by R. Foye),,79,115
377,4,6:06.0,R. Foye makes free throw 1 of 2,,80,115
378,4,6:06.0,R. Foye makes free throw 2 of 2,,81,115
379,4,5:52.0,,Turnover by R. Felton (bad pass; steal by J. Harris),81,115
380,4,5:46.0,C. McCullough makes 2-pt jump shot from 15 ft (assist by J. Harris),,83,115
381,4,5:32.0,,Turnover by A. Rivers (bad pass),83,115
382,4,5:32.0,Official timeout,,83,115
383,4,5:20.0,Shooting foul by D. Stone (drawn by J. Harris),,83,115
384,4,5:20.0,J. Harris misses free throw 1 of 2,,83,115
385,4,5:20.0,Offensive rebound by Team,,83,115
386,4,5:20.0,J. Harris makes free throw 2 of 2,,84,115
387,4,5:05.0,,B. Bass misses 2-pt jump shot from 16 ft,84,115
388,4,5:05.0,Defensive rebound by R. Foye,,84,115
389,4,4:48.0,C. McCullough misses 3-pt jump shot from 23 ft,,84,115
390,4,4:47.0,,Defensive rebound by A. Rivers,84,115
391,4,4:35.0,,D. Stone misses 2-pt hook shot from 8 ft,84,115
392,4,4:34.0,Defensive rebound by A. Bennett,,84,115
393,4,4:29.0,C. McCullough misses 2-pt layup from 2 ft (block by D. Stone),,84,115
394,4,4:29.0,Offensive rebound by Team,,84,115
395,4,4:14.0,Y. Ferrell misses 2-pt jump shot from 6 ft,,84,115
396,4,4:13.0,,Defensive rebound by B. Bass,84,115
397,4,4:03.0,,D. Stone misses 2-pt jump shot from 16 ft,84,115
398,4,4:01.0,Defensive rebound by A. Bennett,,84,115
399,4,3:53.0,R. Foye misses 2-pt jump shot from 12 ft,,84,115
400,4,3:52.0,,Defensive rebound by A. Rivers,84,115
401,4,3:46.0,,R. Felton makes 3-pt jump shot from 23 ft (assist by J. Crawford),84,118
402,4,3:21.0,C. McCullough makes 2-pt layup from 2 ft,,86,118
403,4,3:07.0,,D. Stone misses 2-pt layup from 1 ft (block by C. McCullough),86,118
404,4,3:07.0,,M. Speights enters the game for J. Crawford,86,118
405,4,3:07.0,Offensive rebound by C. McCullough,,86,118
406,4,2:56.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,89,118
407,4,2:39.0,,D. Stone makes 2-pt hook shot from 2 ft (assist by M. Speights),89,120
408,4,2:31.0,Shooting foul by A. Rivers (drawn by R. Foye),,89,120
409,4,2:31.0,,LA Clippers full timeout,89,120
410,4,2:31.0,R. Foye makes free throw 1 of 2,,90,120
411,4,2:31.0,R. Foye misses free throw 2 of 2,,90,120
412,4,2:30.0,,Defensive rebound by M. Speights,90,120
413,4,2:11.0,,Turnover by A. Rivers (bad pass),90,120
414,4,1:55.0,C. McCullough makes 2-pt dunk at rim (assist by A. Bennett),,92,120
415,4,1:33.0,,D. Stone makes 2-pt jump shot from 17 ft (assist by A. Rivers),92,122
416,4,1:23.0,A. Bennett misses 3-pt jump shot from 25 ft,,92,122
417,4,1:20.0,Offensive rebound by C. McCullough,,92,122
418,4,1:18.0,Shooting foul by D. Stone (drawn by Y. Ferrell),,92,122
419,4,1:18.0,Y. Ferrell misses free throw 1 of 2,,92,122
420,4,1:18.0,Offensive rebound by Team,,92,122
421,4,1:18.0,Y. Ferrell misses free throw 2 of 2,,92,122
422,4,1:14.0,,Defensive rebound by M. Speights,92,122
423,4,1:03.0,,Shooting foul by C. McCullough (drawn by D. Stone),92,122
424,4,1:03.0,,Technical foul by D. Stone,92,122
425,4,1:03.0,R. Foye makes technical free throw,,93,122
426,4,1:03.0,,D. Stone makes free throw 1 of 2,93,123
427,4,1:03.0,,D. Stone makes free throw 2 of 2,93,124
428,4,0:50.0,C. McCullough makes 2-pt layup from 1 ft (assist by Y. Ferrell),,95,124
429,4,0:38.0,,M. Speights makes 3-pt jump shot from 24 ft (assist by A. Rivers),95,127
430,4,0:25.0,Turnover by Y. Ferrell (lost ball; steal by A. Rivers),,95,127
431,4,0:01.0,,Turnover by Team (shot clock),95,127
