,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHICAGO_ACTION,PHOENIX_SCORE,CHICAGO_SCORE
387,4,5:21.0,,J. Butler makes 2-pt jump shot from 16 ft (assist by N. Mirotić),97,91
388,4,5:05.0,A. Williams makes 2-pt layup from 2 ft (assist by E. Bledsoe),,99,91
389,4,5:05.0,Shooting foul by J. Butler (drawn by A. Williams),,99,91
390,4,5:05.0,A. Williams misses free throw 1 of 1,,99,91
391,4,5:05.0,,D. Valentine enters the game for R. Rondo,99,91
392,4,5:03.0,,Defensive rebound by N. Mirotić,99,91
393,4,4:51.0,,J. Butler misses 2-pt jump shot from 22 ft,99,91
394,4,4:51.0,Defensive rebound by Team,,99,91
395,4,4:51.0,,Loose ball foul by R. Lopez (drawn by A. Williams),99,91
396,4,4:32.0,D. Booker makes 3-pt jump shot from 23 ft (assist by L. Barbosa),,102,91
397,4,4:23.0,,D. Wade makes 2-pt layup from 1 ft,102,93
398,4,4:02.0,A. Williams misses 2-pt layup from 1 ft,,102,93
399,4,4:00.0,,Defensive rebound by R. Lopez,102,93
400,4,3:50.0,,R. Lopez makes 2-pt dunk at rim (assist by D. Wade),102,95
401,4,3:49.0,Phoenix full timeout,,102,95
402,4,3:49.0,A. Len enters the game for A. Williams,,102,95
403,4,3:49.0,T. Warren enters the game for J. Dudley,,102,95
404,4,3:37.0,Turnover by E. Bledsoe (lost ball; steal by D. Valentine),,102,95
405,4,3:28.0,,Turnover by N. Mirotić (bad pass; steal by D. Booker),102,95
406,4,3:05.0,D. Booker misses 2-pt jump shot from 23 ft,,102,95
407,4,3:03.0,Offensive rebound by E. Bledsoe,,102,95
408,4,3:03.0,E. Bledsoe makes 2-pt layup at rim,,104,95
409,4,2:50.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by J. Butler),104,97
410,4,2:50.0,,Shooting foul by A. Len (drawn by R. Lopez),104,97
411,4,2:50.0,M. Chriss enters the game for L. Barbosa,,104,97
412,4,2:50.0,,R. Lopez makes free throw 1 of 1,104,98
413,4,2:26.0,Turnover by D. Booker (lost ball; steal by D. Wade),,104,98
414,4,2:22.0,,D. Wade makes 2-pt dunk at rim (assist by D. Valentine),104,100
415,4,2:03.0,D. Booker misses 2-pt layup from 2 ft (block by R. Lopez),,104,100
416,4,2:02.0,,Defensive rebound by N. Mirotić,104,100
417,4,1:57.0,,N. Mirotić misses 2-pt layup from 1 ft (block by E. Bledsoe),104,100
418,4,1:55.0,,Offensive rebound by J. Butler,104,100
419,4,1:53.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),104,103
420,4,1:29.0,M. Chriss makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),,106,103
421,4,1:29.0,Shooting foul by N. Mirotić (drawn by M. Chriss),,106,103
422,4,1:29.0,M. Chriss misses free throw 1 of 1,,106,103
423,4,1:27.0,,Defensive rebound by N. Mirotić,106,103
424,4,1:14.0,,D. Wade misses 2-pt jump shot from 8 ft,106,103
425,4,1:13.0,Defensive rebound by A. Len,,106,103
426,4,0:53.0,Turnover by E. Bledsoe (lost ball),,106,103
427,4,0:53.0,,Chicago full timeout,106,103
428,4,0:48.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by D. Valentine),106,106
429,4,0:32.0,Turnover by E. Bledsoe (lost ball),,106,106
430,4,0:09.0,,J. Butler makes 2-pt jump shot from 13 ft,106,108
431,4,0:09.0,Phoenix full timeout,,106,108
432,4,0:02.0,Shooting foul by D. Wade (drawn by D. Booker),,106,108
433,4,0:02.0,D. Booker makes free throw 1 of 3,,107,108
434,4,0:02.0,D. Booker makes free throw 2 of 3,,108,108
435,4,0:02.0,D. Booker misses free throw 3 of 3,,108,108
436,4,0:00.0,Offensive rebound by Team,,108,108
437,1OT,4:44.0,,Shooting foul by T. Warren (drawn by J. Butler),108,108
438,1OT,4:44.0,,J. Butler makes free throw 1 of 2,108,109
439,1OT,4:44.0,,J. Butler misses free throw 2 of 2,108,109
440,1OT,4:42.0,Defensive rebound by M. Chriss,,108,109
441,1OT,4:28.0,T. Warren makes 2-pt jump shot from 4 ft,,110,109
442,1OT,4:08.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by D. Valentine),110,112
443,1OT,3:49.0,M. Chriss misses 2-pt dunk at rim,,110,112
444,1OT,3:48.0,,Defensive rebound by R. Lopez,110,112
445,1OT,3:39.0,,D. Wade makes 2-pt jump shot from 20 ft (assist by J. Butler),110,114
446,1OT,3:39.0,Phoenix full timeout,,110,114
447,1OT,3:22.0,Turnover by M. Chriss (bad pass; steal by J. Butler),,110,114
448,1OT,3:20.0,,J. Butler makes 2-pt dunk at rim,110,116
449,1OT,3:11.0,D. Booker makes 2-pt jump shot from 8 ft,,112,116
450,1OT,3:11.0,Shooting foul by R. Lopez (drawn by D. Booker),,112,116
451,1OT,3:11.0,D. Booker makes free throw 1 of 1,,113,116
452,1OT,2:55.0,,J. Butler makes 2-pt jump shot from 20 ft,113,118
453,1OT,2:47.0,D. Booker misses 2-pt layup from 2 ft,,113,118
454,1OT,2:43.0,Offensive rebound by M. Chriss,,113,118
455,1OT,2:43.0,M. Chriss makes 2-pt layup from 2 ft,,115,118
456,1OT,2:22.0,,J. Butler misses 2-pt jump shot from 19 ft,115,118
457,1OT,2:20.0,,Offensive rebound by D. Wade,115,118
458,1OT,2:20.0,,D. Wade makes 2-pt layup from 3 ft,115,120
459,1OT,2:03.0,T. Warren misses 3-pt jump shot from 26 ft,,115,120
460,1OT,2:02.0,,Defensive rebound by D. Wade,115,120
461,1OT,1:50.0,,Shooting foul by A. Len (drawn by D. Wade),115,120
462,1OT,1:50.0,,D. Wade makes free throw 1 of 2,115,121
463,1OT,1:50.0,,D. Wade makes free throw 2 of 2,115,122
464,1OT,1:50.0,Phoenix full timeout,,115,122
465,1OT,1:42.0,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),,117,122
466,1OT,1:27.0,,Shooting foul by T. Warren (drawn by J. Butler),117,122
467,1OT,1:27.0,,J. Butler makes free throw 1 of 2,117,123
468,1OT,1:27.0,,J. Butler makes free throw 2 of 2,117,124
469,1OT,1:14.0,M. Chriss misses 3-pt jump shot from 26 ft,,117,124
470,1OT,1:12.0,,Defensive rebound by J. Butler,117,124
471,1OT,1:00.0,,J. Butler misses 2-pt jump shot from 21 ft,117,124
472,1OT,1:00.0,Defensive rebound by Team,,117,124
473,1OT,0:54.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,117,124
474,1OT,0:53.0,,Defensive rebound by D. Valentine,117,124
475,1OT,0:42.0,,D. Wade makes 2-pt dunk at rim,117,126
476,1OT,0:33.0,D. Booker misses 2-pt jump shot from 10 ft,,117,126
477,1OT,0:32.0,Offensive rebound by T. Warren,,117,126
478,1OT,0:31.0,T. Warren makes 2-pt jump shot from 15 ft,,119,126
479,1OT,0:18.0,,R. Lopez misses 2-pt jump shot from 15 ft,119,126
480,1OT,0:17.0,Defensive rebound by E. Bledsoe,,119,126
481,1OT,0:15.0,D. Booker makes 2-pt layup from 2 ft (assist by E. Bledsoe),,121,126
482,1OT,0:11.0,,Personal take foul by D. Booker (drawn by D. Wade),121,126
483,1OT,0:11.0,,D. Wade makes free throw 1 of 2,121,127
484,1OT,0:11.0,,D. Wade makes free throw 2 of 2,121,128
485,1OT,0:11.0,Phoenix full timeout,,121,128
486,1OT,0:08.0,D. Booker misses 3-pt jump shot from 25 ft,,121,128
487,1OT,0:06.0,,Defensive rebound by D. Wade,121,128
