,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA CLIPPERS_ACTION,DETROIT_SCORE,LA CLIPPERS_SCORE
40,1,5:54.0,,Defensive rebound by D. Jordan,8,17
41,1,5:41.0,,B. Griffin misses 2-pt jump shot from 21 ft,8,17
42,1,5:39.0,,Offensive rebound by B. Griffin,8,17
43,1,5:35.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by B. Griffin),8,20
44,1,5:12.0,Turnover by M. Morris (lost ball; steal by L. Mbah a Moute),,8,20
45,1,5:01.0,,C. Paul misses 2-pt jump shot from 16 ft,8,20
46,1,4:58.0,Defensive rebound by A. Drummond,,8,20
47,1,4:51.0,I. Smith misses 2-pt jump shot from 16 ft,,8,20
48,1,4:48.0,,Defensive rebound by C. Paul,8,20
49,1,4:39.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),8,22
50,1,4:30.0,Detroit full timeout,,8,22
51,1,4:30.0,J. Leuer enters the game for M. Morris,,8,22
52,1,4:16.0,Turnover by I. Smith (bad pass; steal by L. Mbah a Moute),,8,22
53,1,4:01.0,,L. Mbah a Moute makes 2-pt layup from 3 ft (assist by B. Griffin),8,24
54,1,3:48.0,I. Smith misses 2-pt jump shot from 18 ft,,8,24
55,1,3:45.0,,Defensive rebound by B. Griffin,8,24
56,1,3:32.0,,B. Griffin makes 2-pt layup from 2 ft,8,26
57,1,3:09.0,K. Caldwell-Pope misses 2-pt layup at rim,,8,26
58,1,3:07.0,,Defensive rebound by C. Paul,8,26
59,1,2:54.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),8,28
60,1,2:41.0,Turnover by A. Drummond (lost ball; steal by C. Paul),,8,28
61,1,2:37.0,,Turnover by D. Jordan (offensive goaltending),8,28
62,1,2:37.0,,Technical foul by D. Jordan,8,28
63,1,2:37.0,K. Caldwell-Pope misses technical free throw,,8,28
64,1,2:37.0,Offensive rebound by Team,,8,28
65,1,2:37.0,,A. Rivers enters the game for J. Redick,8,28
66,1,2:37.0,,J. Crawford enters the game for C. Paul,8,28
67,1,2:37.0,A. Baynes enters the game for A. Drummond,,8,28
68,1,2:37.0,B. Udrih enters the game for I. Smith,,8,28
69,1,2:37.0,S. Johnson enters the game for K. Caldwell-Pope,,8,28
70,1,2:30.0,,Violation by A. Rivers (kicked ball),8,28
71,1,2:30.0,,R. Felton enters the game for L. Mbah a Moute,8,28
72,1,2:18.0,T. Harris makes 2-pt hook shot from 4 ft,,10,28
73,1,1:54.0,,Turnover by D. Jordan (lost ball),10,28
74,1,1:54.0,,Loose ball foul by A. Rivers (drawn by B. Udrih),10,28
75,1,1:54.0,,M. Speights enters the game for D. Jordan,10,28
76,1,1:41.0,S. Johnson makes 3-pt jump shot from 26 ft,,13,28
77,1,1:19.0,,A. Rivers misses 2-pt jump shot from 19 ft,13,28
78,1,1:18.0,Defensive rebound by S. Johnson,,13,28
79,1,1:10.0,J. Leuer makes 2-pt hook shot from 1 ft (assist by B. Udrih),,15,28
80,1,0:55.0,,Shooting foul by A. Baynes (drawn by M. Speights),15,28
81,1,0:55.0,,M. Speights makes free throw 1 of 3,15,29
82,1,0:55.0,,M. Speights makes free throw 2 of 3,15,30
83,1,0:55.0,,W. Johnson enters the game for B. Griffin,15,30
84,1,0:55.0,,M. Speights makes free throw 3 of 3,15,31
85,1,0:36.0,Turnover by T. Harris (bad pass; steal by J. Crawford),,15,31
86,1,0:32.0,,W. Johnson makes 2-pt layup from 1 ft (assist by J. Crawford),15,33
87,1,0:16.0,Offensive foul by A. Baynes (drawn by W. Johnson),,15,33
88,1,0:16.0,Turnover by A. Baynes (offensive foul),,15,33
89,1,0:02.0,,A. Rivers misses 3-pt jump shot from 23 ft,15,33
90,1,0:00.0,Defensive rebound by A. Baynes,,15,33
91,2,11:36.0,,W. Johnson makes 3-pt jump shot from 27 ft (assist by R. Felton),15,36
92,2,11:18.0,B. Udrih misses 2-pt jump shot from 17 ft,,15,36
93,2,11:16.0,,Defensive rebound by M. Speights,15,36
94,2,10:54.0,,R. Felton makes 3-pt jump shot from 27 ft,15,39
95,2,10:32.0,M. Morris misses 2-pt jump shot from 9 ft,,15,39
96,2,10:30.0,,Defensive rebound by Team,15,39
97,2,10:30.0,Violation by Team (jump ball),,15,39
98,2,10:17.0,,W. Johnson misses 3-pt jump shot from 26 ft,15,39
99,2,10:16.0,Defensive rebound by A. Baynes,,15,39
100,2,10:08.0,B. Udrih misses 2-pt jump shot from 14 ft (block by R. Felton),,15,39
101,2,10:05.0,Offensive rebound by B. Udrih,,15,39
102,2,10:03.0,J. Leuer makes 2-pt dunk at rim (assist by S. Johnson),,17,39
103,2,9:47.0,,J. Crawford misses 3-pt jump shot from 25 ft,17,39
104,2,9:47.0,Defensive rebound by Team,,17,39
105,2,9:44.0,Offensive foul by J. Leuer (drawn by R. Felton),,17,39
106,2,9:44.0,Turnover by J. Leuer (offensive foul),,17,39
107,2,9:32.0,,J. Crawford makes 3-pt jump shot from 27 ft (assist by R. Felton),17,42
108,2,9:24.0,Personal foul by R. Felton (drawn by B. Udrih),,17,42
109,2,9:12.0,A. Baynes misses 2-pt jump shot from 18 ft,,17,42
110,2,9:11.0,,Defensive rebound by R. Felton,17,42
111,2,9:04.0,,M. Speights misses 3-pt jump shot from 27 ft,17,42
112,2,9:02.0,Defensive rebound by A. Baynes,,17,42
113,2,8:49.0,M. Morris makes 2-pt jump shot from 9 ft (assist by B. Udrih),,19,42
114,2,8:35.0,,Turnover by W. Johnson (lost ball),19,42
115,2,8:35.0,Official timeout,,19,42
116,2,8:19.0,Turnover by M. Morris (bad pass; steal by R. Felton),,19,42
117,2,8:16.0,,Personal foul by B. Udrih (drawn by R. Felton),19,42
118,2,8:04.0,,A. Rivers misses 2-pt jump shot from 21 ft,19,42
119,2,8:00.0,Defensive rebound by J. Leuer,,19,42
120,2,7:58.0,Personal foul by M. Speights (drawn by B. Udrih),,19,42
121,2,7:47.0,A. Baynes misses 2-pt hook shot from 13 ft,,19,42
122,2,7:44.0,,Defensive rebound by R. Felton,19,42
123,2,7:44.0,,R. Felton makes 2-pt layup from 3 ft,19,44
124,2,7:44.0,,Shooting foul by J. Leuer (drawn by R. Felton),19,44
125,2,7:44.0,A. Drummond enters the game for A. Baynes,,19,44
126,2,7:44.0,T. Harris enters the game for J. Leuer,,19,44
127,2,7:44.0,,R. Felton makes free throw 1 of 1,19,45
128,2,7:27.0,S. Johnson misses 2-pt jump shot from 4 ft,,19,45
129,2,7:26.0,,Defensive rebound by R. Felton,19,45
130,2,7:16.0,,Shooting foul by A. Drummond (drawn by M. Speights),19,45
131,2,7:16.0,,M. Speights makes free throw 1 of 2,19,46
132,2,7:16.0,I. Smith enters the game for B. Udrih,,19,46
133,2,7:16.0,,M. Speights makes free throw 2 of 2,19,47
134,2,7:02.0,A. Drummond misses 2-pt jump shot from 16 ft,,19,47
135,2,6:59.0,,Defensive rebound by W. Johnson,19,47
136,2,6:51.0,,J. Crawford misses 2-pt jump shot from 20 ft,19,47
137,2,6:48.0,Defensive rebound by A. Drummond,,19,47
138,2,6:43.0,Turnover by I. Smith (lost ball; steal by R. Felton),,19,47
139,2,6:37.0,,W. Johnson misses 2-pt layup from 2 ft,19,47
140,2,6:36.0,Defensive rebound by A. Drummond,,19,47
141,2,6:27.0,T. Harris makes 2-pt hook shot from 6 ft (assist by I. Smith),,21,47
142,2,6:08.0,,M. Speights misses 3-pt jump shot from 27 ft,21,47
143,2,6:06.0,Defensive rebound by M. Morris,,21,47
144,2,6:06.0,Personal foul by M. Speights (drawn by I. Smith),,21,47
145,2,6:06.0,,D. Jordan enters the game for M. Speights,21,47
146,2,6:06.0,,L. Mbah a Moute enters the game for A. Rivers,21,47
147,2,6:06.0,,C. Paul enters the game for R. Felton,21,47
148,2,5:59.0,Personal foul by W. Johnson (drawn by M. Morris),,21,47
149,2,5:59.0,,LA Clippers full timeout,21,47
150,2,5:59.0,,J. Redick enters the game for J. Crawford,21,47
151,2,5:59.0,,B. Griffin enters the game for W. Johnson,21,47
152,2,5:48.0,Shooting foul by B. Griffin (drawn by T. Harris),,21,47
153,2,5:48.0,T. Harris makes free throw 1 of 2,,22,47
154,2,5:48.0,K. Caldwell-Pope enters the game for S. Johnson,,22,47
155,2,5:48.0,T. Harris makes free throw 2 of 2,,23,47
156,2,5:39.0,,Turnover by B. Griffin (bad pass; steal by A. Drummond),23,47
157,2,5:35.0,Shooting foul by B. Griffin (drawn by A. Drummond),,23,47
158,2,5:35.0,A. Drummond makes free throw 1 of 2,,24,47
159,2,5:35.0,A. Drummond makes free throw 2 of 2,,25,47
160,2,5:20.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Redick),25,47
161,2,5:20.0,,J. Redick makes free throw 1 of 2,25,48
162,2,5:20.0,,J. Redick makes free throw 2 of 2,25,49
163,2,5:08.0,I. Smith makes 2-pt layup from 3 ft,,27,49
164,2,4:45.0,,J. Redick misses 2-pt jump shot from 13 ft,27,49
165,2,4:42.0,Defensive rebound by T. Harris,,27,49
166,2,4:38.0,Shooting foul by C. Paul (drawn by A. Drummond),,27,49
167,2,4:38.0,A. Drummond makes free throw 1 of 2,,28,49
168,2,4:38.0,A. Drummond misses free throw 2 of 2,,28,49
169,2,4:36.0,,Defensive rebound by B. Griffin,28,49
170,2,4:21.0,,C. Paul makes 3-pt jump shot from 26 ft (assist by D. Jordan),28,52
171,2,4:04.0,T. Harris misses 2-pt jump shot from 19 ft,,28,52
172,2,4:01.0,,Defensive rebound by D. Jordan,28,52
173,2,3:43.0,,B. Griffin misses 2-pt jump shot from 12 ft,28,52
174,2,3:40.0,Defensive rebound by A. Drummond,,28,52
175,2,3:32.0,M. Morris makes 2-pt jump shot from 11 ft,,30,52
176,2,3:24.0,,B. Griffin misses 2-pt jump shot from 8 ft,30,52
177,2,3:20.0,Defensive rebound by I. Smith,,30,52
178,2,3:14.0,T. Harris misses 3-pt jump shot from 24 ft,,30,52
179,2,3:11.0,,Defensive rebound by C. Paul,30,52
180,2,3:10.0,,LA Clippers full timeout,30,52
181,2,3:10.0,J. Leuer enters the game for T. Harris,,30,52
182,2,3:08.0,,Turnover by L. Mbah a Moute (bad pass; steal by A. Drummond),30,52
183,2,3:05.0,A. Drummond makes 2-pt dunk at rim,,32,52
184,2,2:45.0,,Personal foul by A. Drummond (drawn by C. Paul),32,52
185,2,2:45.0,,C. Paul misses free throw 1 of 2,32,52
186,2,2:45.0,,Offensive rebound by Team,32,52
187,2,2:45.0,,C. Paul makes free throw 2 of 2,32,53
188,2,2:28.0,M. Morris misses 2-pt jump shot from 14 ft,,32,53
189,2,2:25.0,,Defensive rebound by B. Griffin,32,53
190,2,2:05.0,,B. Griffin misses 2-pt hook shot from 6 ft,32,53
191,2,2:01.0,Defensive rebound by A. Drummond,,32,53
192,2,1:57.0,M. Morris misses 3-pt jump shot from 26 ft,,32,53
193,2,1:54.0,,Defensive rebound by C. Paul,32,53
194,2,1:46.0,,C. Paul makes 2-pt jump shot from 19 ft,32,55
195,2,1:30.0,I. Smith misses 2-pt layup from 2 ft,,32,55
196,2,1:28.0,,Defensive rebound by D. Jordan,32,55
197,2,1:20.0,,Shooting foul by M. Morris (drawn by B. Griffin),32,55
198,2,1:20.0,,B. Griffin makes free throw 1 of 2,32,56
199,2,1:20.0,T. Harris enters the game for J. Leuer,,32,56
200,2,1:20.0,A. Baynes enters the game for A. Drummond,,32,56
201,2,1:20.0,,B. Griffin makes free throw 2 of 2,32,57
202,2,1:00.0,I. Smith misses 2-pt jump shot from 14 ft,,32,57
203,2,0:58.0,,Defensive rebound by B. Griffin,32,57
204,2,0:52.0,,Personal foul by I. Smith (drawn by C. Paul),32,57
205,2,0:52.0,,C. Paul makes free throw 1 of 2,32,58
206,2,0:52.0,B. Udrih enters the game for I. Smith,,32,58
207,2,0:52.0,,C. Paul makes free throw 2 of 2,32,59
208,2,0:35.0,T. Harris misses 2-pt layup from 2 ft (block by D. Jordan),,32,59
209,2,0:32.0,,Defensive rebound by L. Mbah a Moute,32,59
210,2,0:30.0,,C. Paul makes 3-pt jump shot from 27 ft,32,62
211,2,0:13.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,32,62
212,2,0:11.0,,Defensive rebound by D. Jordan,32,62
213,3,11:46.0,,D. Jordan misses 2-pt jump shot from 5 ft (block by A. Drummond),32,62
214,3,11:42.0,Defensive rebound by A. Drummond,,32,62
215,3,11:34.0,T. Harris misses 2-pt jump shot from 18 ft,,32,62
216,3,11:32.0,,Defensive rebound by J. Redick,32,62
217,3,11:17.0,,C. Paul makes 2-pt jump shot from 17 ft,32,64
218,3,10:50.0,T. Harris makes 2-pt jump shot from 9 ft,,34,64
219,3,10:36.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by C. Paul),34,67
220,3,10:20.0,K. Caldwell-Pope misses 2-pt layup from 3 ft,,34,67
221,3,10:17.0,,Defensive rebound by D. Jordan,34,67
222,3,10:00.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),34,69
223,3,10:00.0,,Shooting foul by I. Smith (drawn by J. Redick),34,69
224,3,10:00.0,,J. Redick makes free throw 1 of 1,34,70
225,3,9:48.0,I. Smith misses 2-pt layup from 2 ft (block by C. Paul),,34,70
226,3,9:45.0,Offensive rebound by M. Morris,,34,70
227,3,9:42.0,Shooting foul by D. Jordan (drawn by K. Caldwell-Pope),,34,70
228,3,9:42.0,K. Caldwell-Pope misses free throw 1 of 2,,34,70
229,3,9:42.0,Offensive rebound by Team,,34,70
230,3,9:42.0,K. Caldwell-Pope makes free throw 2 of 2,,35,70
231,3,9:26.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Griffin),35,73
232,3,9:13.0,A. Drummond makes 2-pt layup from 2 ft (assist by I. Smith),,37,73
233,3,9:13.0,Shooting foul by L. Mbah a Moute (drawn by A. Drummond),,37,73
234,3,9:13.0,A. Drummond misses free throw 1 of 1,,37,73
235,3,9:12.0,,Defensive rebound by B. Griffin,37,73
236,3,8:52.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),37,75
237,3,8:35.0,M. Morris makes 2-pt jump shot from 15 ft,,39,75
238,3,8:16.0,,Turnover by D. Jordan (bad pass),39,75
239,3,7:54.0,M. Morris makes 2-pt jump shot from 13 ft,,41,75
240,3,7:30.0,,Turnover by D. Jordan (3 sec),41,75
241,3,7:17.0,T. Harris makes 2-pt hook shot from 4 ft,,43,75
242,3,6:52.0,,B. Griffin misses 3-pt jump shot from 25 ft,43,75
243,3,6:51.0,,Offensive rebound by Team,43,75
244,3,6:51.0,,Turnover by Team (shot clock),43,75
245,3,6:36.0,I. Smith misses 2-pt jump shot from 22 ft,,43,75
246,3,6:35.0,,Defensive rebound by D. Jordan,43,75
247,3,6:24.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Redick),43,75
248,3,6:24.0,,J. Redick makes free throw 1 of 2,43,76
249,3,6:24.0,,J. Redick makes free throw 2 of 2,43,77
250,3,6:01.0,Turnover by A. Drummond (bad pass; steal by C. Paul),,43,77
251,3,5:56.0,,C. Paul makes 3-pt jump shot from 25 ft,43,80
252,3,5:56.0,Detroit full timeout,,43,80
253,3,5:56.0,J. Leuer enters the game for M. Morris,,43,80
254,3,5:33.0,I. Smith misses 2-pt layup from 2 ft,,43,80
255,3,5:32.0,Offensive rebound by A. Drummond,,43,80
256,3,5:32.0,A. Drummond makes 2-pt layup from 2 ft,,45,80
257,3,5:12.0,,J. Redick makes 2-pt jump shot from 17 ft (assist by C. Paul),45,82
258,3,4:55.0,A. Drummond makes 2-pt hook shot from 13 ft (assist by J. Leuer),,47,82
259,3,4:33.0,,J. Redick misses 3-pt jump shot from 25 ft,47,82
260,3,4:32.0,Defensive rebound by T. Harris,,47,82
261,3,4:17.0,K. Caldwell-Pope misses 2-pt jump shot from 21 ft,,47,82
262,3,4:14.0,,Defensive rebound by B. Griffin,47,82
263,3,4:08.0,,Shooting block foul by A. Drummond (drawn by B. Griffin),47,82
264,3,4:08.0,,B. Griffin misses free throw 1 of 2,47,82
265,3,4:08.0,,Offensive rebound by Team,47,82
266,3,4:08.0,B. Udrih enters the game for I. Smith,,47,82
267,3,4:08.0,S. Johnson enters the game for K. Caldwell-Pope,,47,82
268,3,4:08.0,,B. Griffin makes free throw 2 of 2,47,83
269,3,3:55.0,B. Udrih misses 2-pt jump shot from 18 ft (block by L. Mbah a Moute),,47,83
270,3,3:52.0,,Defensive rebound by C. Paul,47,83
271,3,3:43.0,,C. Paul makes 3-pt jump shot from 24 ft,47,86
272,3,3:29.0,T. Harris misses 2-pt jump shot from 13 ft,,47,86
273,3,3:26.0,Offensive rebound by A. Drummond,,47,86
274,3,3:25.0,A. Drummond misses 2-pt hook shot from 10 ft,,47,86
275,3,3:22.0,,Defensive rebound by L. Mbah a Moute,47,86
276,3,3:17.0,,C. Paul misses 2-pt jump shot from 15 ft,47,86
277,3,3:14.0,Defensive rebound by A. Drummond,,47,86
278,3,3:08.0,J. Leuer misses 2-pt jump shot from 18 ft,,47,86
279,3,3:05.0,,Defensive rebound by D. Jordan,47,86
280,3,2:55.0,,Personal foul by J. Leuer (drawn by B. Griffin),47,86
281,3,2:55.0,,LA Clippers full timeout,47,86
282,3,2:55.0,,J. Crawford enters the game for L. Mbah a Moute,47,86
283,3,2:55.0,,A. Rivers enters the game for J. Redick,47,86
284,3,2:55.0,,R. Felton enters the game for C. Paul,47,86
285,3,2:55.0,A. Baynes enters the game for A. Drummond,,47,86
286,3,2:46.0,,Turnover by R. Felton (bad pass; steal by B. Udrih),47,86
287,3,2:37.0,J. Leuer misses 3-pt jump shot from 27 ft,,47,86
288,3,2:36.0,,Defensive rebound by B. Griffin,47,86
289,3,2:28.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),47,88
290,3,2:15.0,Turnover by J. Leuer (bad pass; steal by J. Crawford),,47,88
291,3,1:58.0,,J. Crawford misses 3-pt jump shot from 27 ft,47,88
292,3,1:57.0,Defensive rebound by S. Johnson,,47,88
293,3,1:48.0,B. Udrih makes 3-pt jump shot from 26 ft (assist by S. Johnson),,50,88
294,3,1:21.0,,R. Felton misses 2-pt jump shot from 21 ft,50,88
295,3,1:18.0,Defensive rebound by A. Baynes,,50,88
296,3,1:12.0,Shooting foul by R. Felton (drawn by S. Johnson),,50,88
297,3,1:12.0,S. Johnson misses free throw 1 of 2,,50,88
298,3,1:12.0,Offensive rebound by Team,,50,88
299,3,1:12.0,,M. Speights enters the game for D. Jordan,50,88
300,3,1:12.0,,W. Johnson enters the game for B. Griffin,50,88
301,3,1:12.0,S. Johnson makes free throw 2 of 2,,51,88
302,3,0:57.0,,A. Rivers makes 3-pt jump shot from 25 ft (assist by R. Felton),51,91
303,3,0:44.0,A. Baynes misses 2-pt jump shot from 14 ft,,51,91
304,3,0:42.0,Offensive rebound by J. Leuer,,51,91
305,3,0:39.0,J. Leuer makes 2-pt layup from 3 ft,,53,91
306,3,0:32.0,,W. Johnson misses 3-pt jump shot from 26 ft,53,91
307,3,0:30.0,Defensive rebound by S. Johnson,,53,91
308,3,0:24.0,S. Johnson misses 2-pt jump shot from 18 ft,,53,91
309,3,0:20.0,,Defensive rebound by W. Johnson,53,91
310,3,0:02.0,,Turnover by A. Rivers (lost ball; steal by S. Johnson),53,91
311,4,11:48.0,B. Udrih misses 2-pt jump shot from 17 ft,,53,91
312,4,11:46.0,,Defensive rebound by W. Johnson,53,91
313,4,11:26.0,,Shooting foul by B. Udrih (drawn by R. Felton),53,91
314,4,11:26.0,,R. Felton makes free throw 1 of 3,53,92
315,4,11:26.0,,R. Felton misses free throw 2 of 3,53,92
316,4,11:26.0,,Offensive rebound by Team,53,92
317,4,11:26.0,,R. Felton makes free throw 3 of 3,53,93
318,4,11:12.0,J. Leuer makes 3-pt jump shot from 28 ft (assist by D. Hilliard),,56,93
319,4,10:57.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by A. Rivers),56,96
320,4,10:39.0,J. Leuer misses 3-pt jump shot from 24 ft,,56,96
321,4,10:38.0,,Defensive rebound by M. Speights,56,96
322,4,10:28.0,,W. Johnson misses 3-pt jump shot from 28 ft,56,96
323,4,10:27.0,Defensive rebound by D. Hilliard,,56,96
324,4,10:25.0,Personal foul by J. Crawford (drawn by D. Hilliard),,56,96
325,4,10:14.0,D. Hilliard misses 3-pt jump shot from 23 ft,,56,96
326,4,10:10.0,,Defensive rebound by W. Johnson,56,96
327,4,10:02.0,,M. Speights misses 2-pt jump shot from 12 ft,56,96
328,4,10:01.0,Defensive rebound by J. Leuer,,56,96
329,4,9:55.0,Shooting foul by R. Felton (drawn by B. Udrih),,56,96
330,4,9:55.0,B. Udrih makes free throw 1 of 2,,57,96
331,4,9:55.0,B. Udrih makes free throw 2 of 2,,58,96
332,4,9:37.0,,A. Rivers makes 2-pt jump shot from 3 ft,58,98
333,4,9:22.0,S. Johnson misses 3-pt jump shot from 26 ft,,58,98
334,4,9:20.0,Offensive rebound by S. Johnson,,58,98
335,4,9:13.0,B. Udrih misses 2-pt jump shot from 16 ft (block by R. Felton),,58,98
336,4,9:09.0,,Defensive rebound by J. Crawford,58,98
337,4,9:00.0,,A. Rivers misses 2-pt dunk at rim,58,98
338,4,8:56.0,Defensive rebound by J. Leuer,,58,98
339,4,8:51.0,A. Baynes makes 2-pt hook shot from 5 ft (assist by J. Leuer),,60,98
340,4,8:51.0,Shooting foul by M. Speights (drawn by A. Baynes),,60,98
341,4,8:51.0,Official timeout,,60,98
342,4,8:51.0,A. Baynes misses free throw 1 of 1,,60,98
343,4,8:51.0,,B. Bass enters the game for W. Johnson,60,98
344,4,8:48.0,,Defensive rebound by M. Speights,60,98
345,4,8:30.0,,Turnover by R. Felton (bad pass; steal by A. Baynes),60,98
346,4,8:25.0,Shooting foul by M. Speights (drawn by J. Leuer),,60,98
347,4,8:25.0,J. Leuer makes free throw 1 of 2,,61,98
348,4,8:25.0,J. Leuer misses free throw 2 of 2,,61,98
349,4,8:25.0,B. Marjanović enters the game for A. Baynes,,61,98
350,4,8:24.0,,Defensive rebound by B. Bass,61,98
351,4,8:09.0,,B. Bass misses 2-pt jump shot from 17 ft,61,98
352,4,8:06.0,Defensive rebound by J. Leuer,,61,98
353,4,7:55.0,Shooting foul by R. Felton (drawn by D. Hilliard),,61,98
354,4,7:55.0,D. Hilliard makes free throw 1 of 2,,62,98
355,4,7:55.0,D. Hilliard makes free throw 2 of 2,,63,98
356,4,7:36.0,,B. Bass makes 2-pt jump shot from 17 ft (assist by A. Rivers),63,100
357,4,7:19.0,B. Marjanović misses 2-pt jump shot from 7 ft,,63,100
358,4,7:17.0,,Defensive rebound by M. Speights,63,100
359,4,7:08.0,,A. Rivers makes 2-pt jump shot from 18 ft,63,102
360,4,7:01.0,Detroit full timeout,,63,102
361,4,7:01.0,,W. Johnson enters the game for J. Crawford,63,102
362,4,6:55.0,B. Marjanović misses 2-pt hook shot from 7 ft,,63,102
363,4,6:52.0,,Defensive rebound by A. Rivers,63,102
364,4,6:37.0,,R. Felton makes 2-pt jump shot from 12 ft (assist by B. Bass),63,104
365,4,6:20.0,J. Leuer misses 2-pt hook shot from 9 ft,,63,104
366,4,6:18.0,,Defensive rebound by Team,63,104
367,4,6:18.0,Loose ball foul by B. Marjanović (drawn by M. Speights),,63,104
368,4,5:59.0,,M. Speights makes 2-pt jump shot from 19 ft (assist by A. Rivers),63,106
369,4,5:38.0,Shooting foul by M. Speights (drawn by B. Marjanović),,63,106
370,4,5:38.0,B. Marjanović makes free throw 1 of 2,,64,106
371,4,5:38.0,B. Marjanović makes free throw 2 of 2,,65,106
372,4,5:22.0,,M. Speights misses 2-pt jump shot from 13 ft,65,106
373,4,5:22.0,Defensive rebound by Team,,65,106
374,4,5:11.0,S. Johnson makes 3-pt jump shot from 26 ft (assist by B. Udrih),,68,106
375,4,4:54.0,,A. Rivers makes 2-pt jump shot from 16 ft,68,108
376,4,4:34.0,B. Udrih misses 2-pt jump shot from 4 ft,,68,108
377,4,4:34.0,Offensive rebound by B. Marjanović,,68,108
378,4,4:34.0,Shooting foul by B. Bass (drawn by B. Marjanović),,68,108
379,4,4:34.0,B. Marjanović makes free throw 1 of 2,,69,108
380,4,4:34.0,B. Marjanović makes free throw 2 of 2,,70,108
381,4,4:15.0,,B. Bass misses 2-pt jump shot from 15 ft,70,108
382,4,4:13.0,Defensive rebound by B. Udrih,,70,108
383,4,4:06.0,B. Udrih misses 2-pt layup from 2 ft (block by B. Bass),,70,108
384,4,4:03.0,,Defensive rebound by R. Felton,70,108
